,timestamp,value
88,2014-07-02 20:00:00,22009
89,2014-07-02 20:30:00,18259
90,2014-07-02 21:00:00,20844
91,2014-07-02 21:30:00,22576
92,2014-07-02 22:00:00,22401
93,2014-07-02 22:30:00,19056
94,2014-07-02 23:00:00,17518
95,2014-07-02 23:30:00,15307
96,2014-07-03 00:00:00,12646
97,2014-07-03 00:30:00,10562
98,2014-07-03 01:00:00,8416
99,2014-07-03 01:30:00,7098
100,2014-07-03 02:00:00,5826
101,2014-07-03 02:30:00,4383
102,2014-07-03 03:00:00,3270
103,2014-07-03 03:30:00,2948
104,2014-07-03 04:00:00,3146
105,2014-07-03 04:30:00,3077
106,2014-07-03 05:00:00,3000
107,2014-07-03 05:30:00,4592
108,2014-07-03 06:00:00,6486
109,2014-07-03 06:30:00,10113
110,2014-07-03 07:00:00,12240
111,2014-07-03 07:30:00,14574
112,2014-07-03 08:00:00,16778
113,2014-07-03 08:30:00,18910
114,2014-07-03 09:00:00,18350
115,2014-07-03 09:30:00,17218
116,2014-07-03 10:00:00,16097
117,2014-07-03 10:30:00,16409
118,2014-07-03 11:00:00,15893
119,2014-07-03 11:30:00,16778
120,2014-07-03 12:00:00,17604
121,2014-07-03 12:30:00,18665
122,2014-07-03 13:00:00,19045
123,2014-07-03 13:30:00,19261
124,2014-07-03 14:00:00,19363
125,2014-07-03 14:30:00,19078
126,2014-07-03 15:00:00,18193
127,2014-07-03 15:30:00,16635
128,2014-07-03 16:00:00,14615
129,2014-07-03 16:30:00,13759
130,2014-07-03 17:00:00,17008
131,2014-07-03 17:30:00,19595
132,2014-07-03 18:00:00,21328
133,2014-07-03 18:30:00,22661
134,2014-07-03 19:00:00,29985
135,2014-07-03 19:30:00,21501
136,2014-07-03 20:00:00,22684
137,2014-07-03 20:30:00,22188
138,2014-07-03 21:00:00,22663
139,2014-07-03 21:30:00,19573
140,2014-07-03 22:00:00,17136
141,2014-07-03 22:30:00,16606
142,2014-07-03 23:00:00,16166
143,2014-07-03 23:30:00,16020
144,2014-07-04 00:00:00,15591
145,2014-07-04 00:30:00,14395
146,2014-07-04 01:00:00,12535
147,2014-07-04 01:30:00,11341
148,2014-07-04 02:00:00,9980
149,2014-07-04 02:30:00,8404
150,2014-07-04 03:00:00,7200
151,2014-07-04 03:30:00,6578
152,2014-07-04 04:00:00,5657
153,2014-07-04 04:30:00,4474
154,2014-07-04 05:00:00,3459
155,2014-07-04 05:30:00,3276
156,2014-07-04 06:00:00,3595
157,2014-07-04 06:30:00,4240
158,2014-07-04 07:00:00,4828
159,2014-07-04 07:30:00,4926
160,2014-07-04 08:00:00,5165
161,2014-07-04 08:30:00,5776
162,2014-07-04 09:00:00,7338
163,2014-07-04 09:30:00,7839
164,2014-07-04 10:00:00,8623
165,2014-07-04 10:30:00,9731
166,2014-07-04 11:00:00,11024
167,2014-07-04 11:30:00,13231
168,2014-07-04 12:00:00,13613
169,2014-07-04 12:30:00,13737
170,2014-07-04 13:00:00,15574
171,2014-07-04 13:30:00,14226
172,2014-07-04 14:00:00,18480
173,2014-07-04 14:30:00,18265
174,2014-07-04 15:00:00,16575
175,2014-07-04 15:30:00,16417
176,2014-07-04 16:00:00,14703
177,2014-07-04 16:30:00,13469
178,2014-07-04 17:00:00,12105
179,2014-07-04 17:30:00,11676
180,2014-07-04 18:00:00,15487
181,2014-07-04 18:30:00,15077
182,2014-07-04 19:00:00,14999
183,2014-07-04 19:30:00,14487
184,2014-07-04 20:00:00,14415
185,2014-07-04 20:30:00,13796
186,2014-07-04 21:00:00,14036
187,2014-07-04 21:30:00,14021
188,2014-07-04 22:00:00,15593
189,2014-07-04 22:30:00,16589
190,2014-07-04 23:00:00,17984
191,2014-07-04 23:30:00,18035
192,2014-07-05 00:00:00,17576
193,2014-07-05 00:30:00,16189
194,2014-07-05 01:00:00,14441
195,2014-07-05 01:30:00,12535
196,2014-07-05 02:00:00,11006
197,2014-07-05 02:30:00,9151
198,2014-07-05 03:00:00,8010
199,2014-07-05 03:30:00,7096
200,2014-07-05 04:00:00,6407
201,2014-07-05 04:30:00,4421
202,2014-07-05 05:00:00,3126
203,2014-07-05 05:30:00,2514
204,2014-07-05 06:00:00,2550
205,2014-07-05 06:30:00,3148
206,2014-07-05 07:00:00,3658
207,2014-07-05 07:30:00,4345
208,2014-07-05 08:00:00,4682
209,2014-07-05 08:30:00,6248
210,2014-07-05 09:00:00,7454
211,2014-07-05 09:30:00,9010
212,2014-07-05 10:00:00,10280
213,2014-07-05 10:30:00,11488
214,2014-07-05 11:00:00,11595
215,2014-07-05 11:30:00,13098
216,2014-07-05 12:00:00,12623
217,2014-07-05 12:30:00,13031
218,2014-07-05 13:00:00,13263
219,2014-07-05 13:30:00,13349
220,2014-07-05 14:00:00,13822
221,2014-07-05 14:30:00,13716
222,2014-07-05 15:00:00,13919
223,2014-07-05 15:30:00,14203
224,2014-07-05 16:00:00,13179
225,2014-07-05 16:30:00,13708
226,2014-07-05 17:00:00,13897
227,2014-07-05 17:30:00,14740
228,2014-07-05 18:00:00,14575
229,2014-07-05 18:30:00,16085
230,2014-07-05 19:00:00,18182
231,2014-07-05 19:30:00,16861
232,2014-07-05 20:00:00,14140
233,2014-07-05 20:30:00,14477
234,2014-07-05 21:00:00,15293
235,2014-07-05 21:30:00,15457
236,2014-07-05 22:00:00,16048
237,2014-07-05 22:30:00,17477
238,2014-07-05 23:00:00,16391
239,2014-07-05 23:30:00,17006
240,2014-07-06 00:00:00,15427
241,2014-07-06 00:30:00,14615
242,2014-07-06 01:00:00,13124
243,2014-07-06 01:30:00,12222
244,2014-07-06 02:00:00,11134
245,2014-07-06 02:30:00,9145
246,2014-07-06 03:00:00,8624
247,2014-07-06 03:30:00,7885
248,2014-07-06 04:00:00,7167
249,2014-07-06 04:30:00,4805
250,2014-07-06 05:00:00,3103
251,2014-07-06 05:30:00,2671
252,2014-07-06 06:00:00,2510
253,2014-07-06 06:30:00,2917
254,2014-07-06 07:00:00,3189
255,2014-07-06 07:30:00,4107
256,2014-07-06 08:00:00,4122
257,2014-07-06 08:30:00,5654
258,2014-07-06 09:00:00,6360
259,2014-07-06 09:30:00,8406
260,2014-07-06 10:00:00,9372
261,2014-07-06 10:30:00,11067
262,2014-07-06 11:00:00,11595
263,2014-07-06 11:30:00,12909
264,2014-07-06 12:00:00,13715
265,2014-07-06 12:30:00,13648
266,2014-07-06 13:00:00,14296
267,2014-07-06 13:30:00,14798
268,2014-07-06 14:00:00,15473
269,2014-07-06 14:30:00,16032
270,2014-07-06 15:00:00,14661
271,2014-07-06 15:30:00,14836
272,2014-07-06 16:00:00,13700
273,2014-07-06 16:30:00,14565
274,2014-07-06 17:00:00,15392
275,2014-07-06 17:30:00,16866
276,2014-07-06 18:00:00,16893
277,2014-07-06 18:30:00,16877
278,2014-07-06 19:00:00,17025
279,2014-07-06 19:30:00,15884
280,2014-07-06 20:00:00,14487
281,2014-07-06 20:30:00,14159
282,2014-07-06 21:00:00,16135
283,2014-07-06 21:30:00,16165
284,2014-07-06 22:00:00,14025
285,2014-07-06 22:30:00,13970
286,2014-07-06 23:00:00,13198
287,2014-07-06 23:30:00,11355
288,2014-07-07 00:00:00,8675
289,2014-07-07 00:30:00,7180
290,2014-07-07 01:00:00,5178
291,2014-07-07 01:30:00,3658
292,2014-07-07 02:00:00,3181
293,2014-07-07 02:30:00,2402
294,2014-07-07 03:00:00,1944
295,2014-07-07 03:30:00,1877
296,2014-07-07 04:00:00,2257
297,2014-07-07 04:30:00,2280
298,2014-07-07 05:00:00,2575
299,2014-07-07 05:30:00,4174
300,2014-07-07 06:00:00,6346
301,2014-07-07 06:30:00,10594
302,2014-07-07 07:00:00,12632
303,2014-07-07 07:30:00,14893
304,2014-07-07 08:00:00,16470
305,2014-07-07 08:30:00,18998
306,2014-07-07 09:00:00,17792
307,2014-07-07 09:30:00,16396
308,2014-07-07 10:00:00,14128
309,2014-07-07 10:30:00,14161
310,2014-07-07 11:00:00,14154
311,2014-07-07 11:30:00,15074
312,2014-07-07 12:00:00,15188
313,2014-07-07 12:30:00,15483
314,2014-07-07 13:00:00,15338
315,2014-07-07 13:30:00,16242
316,2014-07-07 14:00:00,16579
317,2014-07-07 14:30:00,16885
318,2014-07-07 15:00:00,16824
319,2014-07-07 15:30:00,16238
320,2014-07-07 16:00:00,15702
321,2014-07-07 16:30:00,15132
322,2014-07-07 17:00:00,17500
323,2014-07-07 17:30:00,19167
324,2014-07-07 18:00:00,21398
325,2014-07-07 18:30:00,22382
326,2014-07-07 19:00:00,22270
327,2014-07-07 19:30:00,20575
328,2014-07-07 20:00:00,18824
329,2014-07-07 20:30:00,17909
330,2014-07-07 21:00:00,19707
331,2014-07-07 21:30:00,19066
332,2014-07-07 22:00:00,17755
333,2014-07-07 22:30:00,16583
334,2014-07-07 23:00:00,14955
335,2014-07-07 23:30:00,11849
336,2014-07-08 00:00:00,9292
337,2014-07-08 00:30:00,8110
338,2014-07-08 01:00:00,7352
339,2014-07-08 01:30:00,5049
340,2014-07-08 02:00:00,3451
341,2014-07-08 02:30:00,2465
342,2014-07-08 03:00:00,2125
343,2014-07-08 03:30:00,1877
344,2014-07-08 04:00:00,2069
345,2014-07-08 04:30:00,2080
346,2014-07-08 05:00:00,2375
347,2014-07-08 05:30:00,4303
348,2014-07-08 06:00:00,6537
349,2014-07-08 06:30:00,11331
350,2014-07-08 07:00:00,13565
351,2014-07-08 07:30:00,16455
352,2014-07-08 08:00:00,18310
353,2014-07-08 08:30:00,20288
354,2014-07-08 09:00:00,19564
355,2014-07-08 09:30:00,19380
356,2014-07-08 10:00:00,16507
357,2014-07-08 10:30:00,16939
358,2014-07-08 11:00:00,16113
359,2014-07-08 11:30:00,17537
360,2014-07-08 12:00:00,18120
361,2014-07-08 12:30:00,18038
362,2014-07-08 13:00:00,17870
363,2014-07-08 13:30:00,18427
364,2014-07-08 14:00:00,18971
365,2014-07-08 14:30:00,19071
366,2014-07-08 15:00:00,18646
367,2014-07-08 15:30:00,18229
368,2014-07-08 16:00:00,15977
369,2014-07-08 16:30:00,15026
370,2014-07-08 17:00:00,17398
371,2014-07-08 17:30:00,20865
372,2014-07-08 18:00:00,23875
373,2014-07-08 18:30:00,25290
374,2014-07-08 19:00:00,25510
375,2014-07-08 19:30:00,24535
376,2014-07-08 20:00:00,21922
377,2014-07-08 20:30:00,20113
378,2014-07-08 21:00:00,22079
379,2014-07-08 21:30:00,23111
380,2014-07-08 22:00:00,25209
381,2014-07-08 22:30:00,21978
382,2014-07-08 23:00:00,18320
383,2014-07-08 23:30:00,14881
384,2014-07-09 00:00:00,12053
385,2014-07-09 00:30:00,9409
386,2014-07-09 01:00:00,7740
387,2014-07-09 01:30:00,5528
388,2014-07-09 02:00:00,4667
389,2014-07-09 02:30:00,3242
390,2014-07-09 03:00:00,2678
391,2014-07-09 03:30:00,2370
392,2014-07-09 04:00:00,2475
393,2014-07-09 04:30:00,2304
394,2014-07-09 05:00:00,2491
395,2014-07-09 05:30:00,4117
396,2014-07-09 06:00:00,6435
397,2014-07-09 06:30:00,11067
398,2014-07-09 07:00:00,13384
399,2014-07-09 07:30:00,17194
400,2014-07-09 08:00:00,18510
401,2014-07-09 08:30:00,20464
402,2014-07-09 09:00:00,19777
403,2014-07-09 09:30:00,18928
404,2014-07-09 10:00:00,17243
405,2014-07-09 10:30:00,17490
406,2014-07-09 11:00:00,16558
407,2014-07-09 11:30:00,17830
408,2014-07-09 12:00:00,18203
409,2014-07-09 12:30:00,18126
410,2014-07-09 13:00:00,18122
411,2014-07-09 13:30:00,18488
412,2014-07-09 14:00:00,18487
413,2014-07-09 14:30:00,18542
414,2014-07-09 15:00:00,18240
415,2014-07-09 15:30:00,17393
416,2014-07-09 16:00:00,15175
417,2014-07-09 16:30:00,15360
418,2014-07-09 17:00:00,17103
419,2014-07-09 17:30:00,19561
420,2014-07-09 18:00:00,22262
421,2014-07-09 18:30:00,24725
422,2014-07-09 19:00:00,25995
423,2014-07-09 19:30:00,26319
424,2014-07-09 20:00:00,24995
425,2014-07-09 20:30:00,20534
426,2014-07-09 21:00:00,23458
427,2014-07-09 21:30:00,24681
428,2014-07-09 22:00:00,23955
429,2014-07-09 22:30:00,23655
430,2014-07-09 23:00:00,21896
431,2014-07-09 23:30:00,19338
432,2014-07-10 00:00:00,15185
433,2014-07-10 00:30:00,11459
434,2014-07-10 01:00:00,8847
435,2014-07-10 01:30:00,6580
436,2014-07-10 02:00:00,5247
437,2014-07-10 02:30:00,4127
438,2014-07-10 03:00:00,3440
439,2014-07-10 03:30:00,2957
440,2014-07-10 04:00:00,2779
441,2014-07-10 04:30:00,2532
442,2014-07-10 05:00:00,2718
443,2014-07-10 05:30:00,4449
444,2014-07-10 06:00:00,6601
445,2014-07-10 06:30:00,11202
446,2014-07-10 07:00:00,13934
447,2014-07-10 07:30:00,17176
448,2014-07-10 08:00:00,19057
449,2014-07-10 08:30:00,21112
450,2014-07-10 09:00:00,19882
451,2014-07-10 09:30:00,19024
452,2014-07-10 10:00:00,16989
453,2014-07-10 10:30:00,16979
454,2014-07-10 11:00:00,16381
455,2014-07-10 11:30:00,17815
456,2014-07-10 12:00:00,18029
457,2014-07-10 12:30:00,17495
458,2014-07-10 13:00:00,17075
459,2014-07-10 13:30:00,18234
460,2014-07-10 14:00:00,18091
461,2014-07-10 14:30:00,18495
462,2014-07-10 15:00:00,17523
463,2014-07-10 15:30:00,16714
464,2014-07-10 16:00:00,14735
465,2014-07-10 16:30:00,13610
466,2014-07-10 17:00:00,16290
467,2014-07-10 17:30:00,19152
468,2014-07-10 18:00:00,21865
469,2014-07-10 18:30:00,24347
470,2014-07-10 19:00:00,26186
471,2014-07-10 19:30:00,25852
472,2014-07-10 20:00:00,23995
473,2014-07-10 20:30:00,21664
474,2014-07-10 21:00:00,25027
475,2014-07-10 21:30:00,25431
476,2014-07-10 22:00:00,25643
477,2014-07-10 22:30:00,24654
478,2014-07-10 23:00:00,23154
479,2014-07-10 23:30:00,21863
480,2014-07-11 00:00:00,20051
481,2014-07-11 00:30:00,16122
482,2014-07-11 01:00:00,13107
483,2014-07-11 01:30:00,10506
484,2014-07-11 02:00:00,8444
485,2014-07-11 02:30:00,6876
486,2014-07-11 03:00:00,5375
487,2014-07-11 03:30:00,4366
488,2014-07-11 04:00:00,4183
489,2014-07-11 04:30:00,3249
490,2014-07-11 05:00:00,3134
491,2014-07-11 05:30:00,4620
492,2014-07-11 06:00:00,6725
493,2014-07-11 06:30:00,10651
494,2014-07-11 07:00:00,12952
495,2014-07-11 07:30:00,15808
496,2014-07-11 08:00:00,17565
497,2014-07-11 08:30:00,19784
498,2014-07-11 09:00:00,19699
499,2014-07-11 09:30:00,18663
500,2014-07-11 10:00:00,16509
501,2014-07-11 10:30:00,16600
502,2014-07-11 11:00:00,15636
503,2014-07-11 11:30:00,17434
504,2014-07-11 12:00:00,17668
505,2014-07-11 12:30:00,17124
506,2014-07-11 13:00:00,17124
507,2014-07-11 13:30:00,17489
508,2014-07-11 14:00:00,18371
509,2014-07-11 14:30:00,18381
510,2014-07-11 15:00:00,17898
511,2014-07-11 15:30:00,16350
512,2014-07-11 16:00:00,14688
513,2014-07-11 16:30:00,14227
514,2014-07-11 17:00:00,16924
515,2014-07-11 17:30:00,19952
516,2014-07-11 18:00:00,22665
517,2014-07-11 18:30:00,23465
518,2014-07-11 19:00:00,25111
519,2014-07-11 19:30:00,23984
520,2014-07-11 20:00:00,21701
521,2014-07-11 20:30:00,20592
522,2014-07-11 21:00:00,22630
523,2014-07-11 21:30:00,22854
524,2014-07-11 22:00:00,23892
525,2014-07-11 22:30:00,24959
526,2014-07-11 23:00:00,26039
527,2014-07-11 23:30:00,26873
528,2014-07-12 00:00:00,25871
529,2014-07-12 00:30:00,24874
530,2014-07-12 01:00:00,23243
531,2014-07-12 01:30:00,21674
532,2014-07-12 02:00:00,19221
533,2014-07-12 02:30:00,16140
534,2014-07-12 03:00:00,13371
535,2014-07-12 03:30:00,12041
536,2014-07-12 04:00:00,10301
537,2014-07-12 04:30:00,6472
538,2014-07-12 05:00:00,4507
539,2014-07-12 05:30:00,3682
540,2014-07-12 06:00:00,3422
541,2014-07-12 06:30:00,4554
542,2014-07-12 07:00:00,5347
543,2014-07-12 07:30:00,6853
544,2014-07-12 08:00:00,7107
545,2014-07-12 08:30:00,9463
546,2014-07-12 09:00:00,11022
547,2014-07-12 09:30:00,13393
548,2014-07-12 10:00:00,13567
549,2014-07-12 10:30:00,15452
550,2014-07-12 11:00:00,15525
551,2014-07-12 11:30:00,17165
552,2014-07-12 12:00:00,17263
553,2014-07-12 12:30:00,18418
554,2014-07-12 13:00:00,18578
555,2014-07-12 13:30:00,18762
556,2014-07-12 14:00:00,18076
557,2014-07-12 14:30:00,18604
558,2014-07-12 15:00:00,18580
559,2014-07-12 15:30:00,19306
560,2014-07-12 16:00:00,18140
561,2014-07-12 16:30:00,17455
562,2014-07-12 17:00:00,18980
563,2014-07-12 17:30:00,21152
564,2014-07-12 18:00:00,22483
565,2014-07-12 18:30:00,22534
566,2014-07-12 19:00:00,22801
567,2014-07-12 19:30:00,22117
568,2014-07-12 20:00:00,19864
569,2014-07-12 20:30:00,19494
570,2014-07-12 21:00:00,20607
571,2014-07-12 21:30:00,20627
572,2014-07-12 22:00:00,21706
573,2014-07-12 22:30:00,24243
574,2014-07-12 23:00:00,25204
575,2014-07-12 23:30:00,25752
576,2014-07-13 00:00:00,25792
577,2014-07-13 00:30:00,25033
578,2014-07-13 01:00:00,23935
579,2014-07-13 01:30:00,21440
580,2014-07-13 02:00:00,19468
581,2014-07-13 02:30:00,16622
582,2014-07-13 03:00:00,14485
583,2014-07-13 03:30:00,12974
584,2014-07-13 04:00:00,11191
585,2014-07-13 04:30:00,6911
586,2014-07-13 05:00:00,4410
587,2014-07-13 05:30:00,3467
588,2014-07-13 06:00:00,3429
589,2014-07-13 06:30:00,3599
590,2014-07-13 07:00:00,3575
591,2014-07-13 07:30:00,4557
592,2014-07-13 08:00:00,5243
593,2014-07-13 08:30:00,6588
594,2014-07-13 09:00:00,8009
595,2014-07-13 09:30:00,10743
596,2014-07-13 10:00:00,13524
597,2014-07-13 10:30:00,16179
598,2014-07-13 11:00:00,14905
599,2014-07-13 11:30:00,16916
600,2014-07-13 12:00:00,17082
601,2014-07-13 12:30:00,18606
602,2014-07-13 13:00:00,18935
603,2014-07-13 13:30:00,20175
604,2014-07-13 14:00:00,22219
605,2014-07-13 14:30:00,22868
606,2014-07-13 15:00:00,20375
607,2014-07-13 15:30:00,18489
608,2014-07-13 16:00:00,16187
609,2014-07-13 16:30:00,14015
610,2014-07-13 17:00:00,14261
611,2014-07-13 17:30:00,20081
612,2014-07-13 18:00:00,21503
613,2014-07-13 18:30:00,19850
614,2014-07-13 19:00:00,18383
615,2014-07-13 19:30:00,17640
616,2014-07-13 20:00:00,16225
617,2014-07-13 20:30:00,15566
618,2014-07-13 21:00:00,17088
619,2014-07-13 21:30:00,16968
620,2014-07-13 22:00:00,15271
621,2014-07-13 22:30:00,14141
622,2014-07-13 23:00:00,12851
623,2014-07-13 23:30:00,13877
624,2014-07-14 00:00:00,12484
625,2014-07-14 00:30:00,9037
626,2014-07-14 01:00:00,7393
627,2014-07-14 01:30:00,5176
628,2014-07-14 02:00:00,3479
629,2014-07-14 02:30:00,2755
630,2014-07-14 03:00:00,2027
631,2014-07-14 03:30:00,1769
632,2014-07-14 04:00:00,2091
633,2014-07-14 04:30:00,2553
634,2014-07-14 05:00:00,2853
635,2014-07-14 05:30:00,4835
636,2014-07-14 06:00:00,6603
637,2014-07-14 06:30:00,11230
638,2014-07-14 07:00:00,13395
639,2014-07-14 07:30:00,15650
640,2014-07-14 08:00:00,17601
641,2014-07-14 08:30:00,18818
642,2014-07-14 09:00:00,18515
643,2014-07-14 09:30:00,16972
644,2014-07-14 10:00:00,15316
645,2014-07-14 10:30:00,16003
646,2014-07-14 11:00:00,14818
647,2014-07-14 11:30:00,15610
648,2014-07-14 12:00:00,16536
649,2014-07-14 12:30:00,16153
650,2014-07-14 13:00:00,15548
651,2014-07-14 13:30:00,16500
652,2014-07-14 14:00:00,16726
653,2014-07-14 14:30:00,16838
654,2014-07-14 15:00:00,16550
655,2014-07-14 15:30:00,16621
656,2014-07-14 16:00:00,15657
657,2014-07-14 16:30:00,15334
658,2014-07-14 17:00:00,17584
659,2014-07-14 17:30:00,20903
660,2014-07-14 18:00:00,21968
661,2014-07-14 18:30:00,26945
662,2014-07-14 19:00:00,24416
663,2014-07-14 19:30:00,22401
664,2014-07-14 20:00:00,23549
665,2014-07-14 20:30:00,21498
666,2014-07-14 21:00:00,23114
667,2014-07-14 21:30:00,23341
668,2014-07-14 22:00:00,22141
669,2014-07-14 22:30:00,19110
670,2014-07-14 23:00:00,16682
671,2014-07-14 23:30:00,12631
672,2014-07-15 00:00:00,10089
673,2014-07-15 00:30:00,8553
674,2014-07-15 01:00:00,6416
675,2014-07-15 01:30:00,4694
676,2014-07-15 02:00:00,3933
677,2014-07-15 02:30:00,2833
678,2014-07-15 03:00:00,2089
679,2014-07-15 03:30:00,1896
680,2014-07-15 04:00:00,2055
681,2014-07-15 04:30:00,2031
682,2014-07-15 05:00:00,2449
683,2014-07-15 05:30:00,4360
684,2014-07-15 06:00:00,7036
685,2014-07-15 06:30:00,11730
686,2014-07-15 07:00:00,14387
687,2014-07-15 07:30:00,17505
688,2014-07-15 08:00:00,19091
689,2014-07-15 08:30:00,21057
690,2014-07-15 09:00:00,20050
691,2014-07-15 09:30:00,18637
692,2014-07-15 10:00:00,17555
693,2014-07-15 10:30:00,17595
694,2014-07-15 11:00:00,16312
695,2014-07-15 11:30:00,18232
696,2014-07-15 12:00:00,18446
697,2014-07-15 12:30:00,18204
698,2014-07-15 13:00:00,17607
699,2014-07-15 13:30:00,18945
700,2014-07-15 14:00:00,22208
701,2014-07-15 14:30:00,21574
702,2014-07-15 15:00:00,17299
703,2014-07-15 15:30:00,15515
704,2014-07-15 16:00:00,13246
705,2014-07-15 16:30:00,12328
706,2014-07-15 17:00:00,15342
707,2014-07-15 17:30:00,18730
708,2014-07-15 18:00:00,23412
709,2014-07-15 18:30:00,26340
710,2014-07-15 19:00:00,27167
711,2014-07-15 19:30:00,26279
712,2014-07-15 20:00:00,23392
713,2014-07-15 20:30:00,21571
714,2014-07-15 21:00:00,23477
715,2014-07-15 21:30:00,22612
716,2014-07-15 22:00:00,21389
717,2014-07-15 22:30:00,19575
718,2014-07-15 23:00:00,18165
719,2014-07-15 23:30:00,14923
720,2014-07-16 00:00:00,11815
721,2014-07-16 00:30:00,9024
722,2014-07-16 01:00:00,7363
723,2014-07-16 01:30:00,5812
724,2014-07-16 02:00:00,4559
725,2014-07-16 02:30:00,3673
726,2014-07-16 03:00:00,2830
727,2014-07-16 03:30:00,2374
728,2014-07-16 04:00:00,2556
729,2014-07-16 04:30:00,2456
730,2014-07-16 05:00:00,2486
731,2014-07-16 05:30:00,4451
732,2014-07-16 06:00:00,6723
733,2014-07-16 06:30:00,12501
734,2014-07-16 07:00:00,14763
735,2014-07-16 07:30:00,18127
736,2014-07-16 08:00:00,20393
737,2014-07-16 08:30:00,20753
738,2014-07-16 09:00:00,20124
739,2014-07-16 09:30:00,19253
740,2014-07-16 10:00:00,17981
741,2014-07-16 10:30:00,17720
742,2014-07-16 11:00:00,16525
743,2014-07-16 11:30:00,18153
744,2014-07-16 12:00:00,18558
745,2014-07-16 12:30:00,17652
746,2014-07-16 13:00:00,17292
747,2014-07-16 13:30:00,17551
748,2014-07-16 14:00:00,17951
749,2014-07-16 14:30:00,17909
750,2014-07-16 15:00:00,17442
751,2014-07-16 15:30:00,16533
752,2014-07-16 16:00:00,14776
753,2014-07-16 16:30:00,13462
754,2014-07-16 17:00:00,16363
755,2014-07-16 17:30:00,19310
756,2014-07-16 18:00:00,22346
757,2014-07-16 18:30:00,24408
758,2014-07-16 19:00:00,26225
759,2014-07-16 19:30:00,25423
760,2014-07-16 20:00:00,23811
761,2014-07-16 20:30:00,22028
762,2014-07-16 21:00:00,24290
763,2014-07-16 21:30:00,24835
764,2014-07-16 22:00:00,24269
765,2014-07-16 22:30:00,23526
766,2014-07-16 23:00:00,21968
767,2014-07-16 23:30:00,20137
768,2014-07-17 00:00:00,16928
769,2014-07-17 00:30:00,12753
770,2014-07-17 01:00:00,10087
771,2014-07-17 01:30:00,7881
772,2014-07-17 02:00:00,6006
773,2014-07-17 02:30:00,4382
774,2014-07-17 03:00:00,3676
775,2014-07-17 03:30:00,3214
