From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3)
2020-01-23 18:00:00,2020-01-23 19:00:00,71.33,90.67,,26.0,,68.67,1.0
2020-01-23 19:00:00,2020-01-23 20:00:00,84.0,116.0,,26.0,,85.0,0.0
2020-01-23 20:00:00,2020-01-23 21:00:00,82.0,128.0,,27.67,,89.0,1.0
2020-01-23 21:00:00,2020-01-23 22:00:00,66.0,81.0,,28.75,,92.25,1.0
2020-01-23 22:00:00,2020-01-23 23:00:00,66.0,81.0,,25.0,,91.67,1.67
2020-01-23 23:00:00,2020-01-24 00:00:00,31.0,52.0,,25.33,,91.0,1.0
2020-01-24 00:00:00,2020-01-24 01:00:00,52.0,66.67,,23.67,,89.67,0.67
2020-01-24 01:00:00,2020-01-24 02:00:00,94.0,96.0,,26.67,,89.33,1.33
2020-01-24 02:00:00,2020-01-24 03:00:00,43.0,66.0,,26.0,,89.25,1.5
2020-01-24 03:00:00,2020-01-24 04:00:00,,,,23.33,,88.67,2.0
2020-01-24 04:00:00,2020-01-24 05:00:00,,,,21.67,,89.0,1.33
2020-01-24 05:00:00,2020-01-24 06:00:00,,,,18.33,,87.67,1.67
2020-01-24 06:00:00,2020-01-24 07:00:00,,,,19.0,,88.0,2.0
2020-01-24 07:00:00,2020-01-24 08:00:00,79.25,107.25,,19.5,,88.25,3.0
2020-01-24 08:00:00,2020-01-24 09:00:00,95.0,102.0,,18.0,,89.0,2.67
2020-01-24 09:00:00,2020-01-24 10:00:00,49.4,89.67,,16.25,,87.25,3.0
2020-01-24 10:00:00,2020-01-24 11:00:00,46.35,100.25,,16.0,,87.0,2.75
2020-01-24 11:00:00,2020-01-24 12:00:00,57.4,82.67,,16.67,,84.67,2.33
2020-01-24 12:00:00,2020-01-24 13:00:00,35.4,40.0,,18.67,,83.67,2.0
2020-01-24 13:00:00,2020-01-24 14:00:00,35.4,40.0,,19.0,,84.0,2.0
2020-01-24 14:00:00,2020-01-24 15:00:00,35.4,40.0,,19.0,,84.0,2.0
2020-01-24 15:00:00,2020-01-24 16:00:00,35.4,40.0,,19.0,,84.0,2.0
2020-01-24 16:00:00,2020-01-24 17:00:00,39.8,60.0,,19.67,,82.33,2.33
2020-01-24 17:00:00,2020-01-24 18:00:00,26.4,83.67,,19.0,,81.0,1.33
2020-01-24 18:00:00,2020-01-24 19:00:00,7.4,113.0,,19.67,,80.33,1.0
2020-01-24 19:00:00,2020-01-24 20:00:00,3.0,133.0,,21.33,,79.33,1.0
2020-01-24 20:00:00,2020-01-24 21:00:00,74.7,129.0,,24.25,,78.0,0.75
2020-01-24 21:00:00,2020-01-24 22:00:00,65.8,132.0,,25.0,,77.0,0.67
2020-01-24 22:00:00,2020-01-24 23:00:00,58.2,134.0,,27.0,,77.67,0.67
2020-01-24 23:00:00,2020-01-25 00:00:00,56.4,138.67,,28.67,,77.33,0.67
2020-01-25 00:00:00,2020-01-25 01:00:00,76.8,108.0,,30.0,,78.67,1.0
2020-01-25 01:00:00,2020-01-25 02:00:00,70.2,105.75,,26.75,,80.0,1.25
2020-01-25 02:00:00,2020-01-25 03:00:00,67.6,93.0,,31.33,,79.33,1.67
2020-01-25 03:00:00,2020-01-25 04:00:00,69.2,98.0,,32.33,,79.33,1.0
2020-01-25 04:00:00,2020-01-25 05:00:00,64.0,95.67,,28.67,,81.33,1.33
2020-01-25 05:00:00,2020-01-25 06:00:00,12.0,61.0,,77.0,,82.33,1.33
2020-01-25 06:00:00,2020-01-25 07:00:00,89.8,148.0,,60.33,,81.33,1.75
2020-01-25 07:00:00,2020-01-25 08:00:00,84.4,145.33,,37.0,,84.67,2.0
2020-01-25 08:00:00,2020-01-25 09:00:00,99.0,167.5,,34.5,,85.5,1.33
2020-01-25 09:00:00,2020-01-25 10:00:00,100.8,160.67,,34.0,,85.33,2.0
2020-01-25 10:00:00,2020-01-25 11:00:00,98.4,156.0,,28.67,,84.33,2.0
2020-01-25 11:00:00,2020-01-25 12:00:00,82.95,157.25,,24.0,,72.0,1.5
2020-01-25 12:00:00,2020-01-25 13:00:00,89.8,191.67,,21.0,,62.33,1.67
2020-01-25 13:00:00,2020-01-25 14:00:00,75.6,119.67,,20.67,,57.33,1.33
2020-01-25 14:00:00,2020-01-25 15:00:00,41.4,70.0,,18.67,,54.67,1.33
2020-01-25 15:00:00,2020-01-25 16:00:00,37.8,96.0,,16.0,,53.67,0.67
2020-01-25 16:00:00,2020-01-25 17:00:00,17.4,87.0,,17.0,,54.75,1.25
2020-01-25 17:00:00,2020-01-25 18:00:00,26.6,105.33,,19.33,,54.33,0.67
2020-01-25 18:00:00,2020-01-25 19:00:00,37.8,136.0,,24.67,,54.0,1.0
2020-01-25 19:00:00,2020-01-25 20:00:00,70.8,254.0,,25.67,,56.33,1.0
2020-01-25 20:00:00,2020-01-25 21:00:00,80.4,226.0,,28.67,,58.67,0.67
2020-01-25 21:00:00,2020-01-25 22:00:00,157.05,334.5,,58.5,,65.25,1.0
2020-01-25 22:00:00,2020-01-25 23:00:00,184.8,337.0,,22.67,,59.67,0.33
2020-01-25 23:00:00,2020-01-26 00:00:00,137.2,269.0,,22.0,,60.67,0.33
2020-01-26 00:00:00,2020-01-26 01:00:00,124.8,220.0,,33.0,,61.33,1.0
2020-01-26 01:00:00,2020-01-26 02:00:00,112.8,210.0,,39.33,,61.33,0.67
2020-01-26 02:00:00,2020-01-26 03:00:00,118.5,185.5,,26.75,,64.0,1.0
2020-01-26 03:00:00,2020-01-26 04:00:00,132.2,182.0,,28.67,,61.67,1.0
2020-01-26 04:00:00,2020-01-26 05:00:00,145.8,202.0,,32.67,,60.0,1.0
2020-01-26 05:00:00,2020-01-26 06:00:00,128.8,203.67,,23.33,,58.67,0.0
2020-01-26 06:00:00,2020-01-26 07:00:00,114.0,199.0,,22.33,,57.67,0.33
2020-01-26 07:00:00,2020-01-26 08:00:00,145.8,242.25,,19.25,,58.0,0.25
2020-01-26 08:00:00,2020-01-26 09:00:00,128.6,206.67,,18.67,,60.0,1.0
2020-01-26 09:00:00,2020-01-26 10:00:00,104.2,194.67,,18.0,,58.33,1.0
2020-01-26 10:00:00,2020-01-26 11:00:00,71.6,111.33,,17.0,,57.0,0.33
2020-01-26 11:00:00,2020-01-26 12:00:00,38.4,86.0,,17.0,,56.67,0.67
2020-01-26 12:00:00,2020-01-26 13:00:00,17.1,36.25,,16.75,,56.5,1.25
2020-01-26 13:00:00,2020-01-26 14:00:00,19.8,74.67,,19.33,,55.67,1.33
2020-01-26 14:00:00,2020-01-26 15:00:00,5.2,45.67,,22.33,,55.0,1.33
2020-01-26 15:00:00,2020-01-26 16:00:00,6.0,59.33,,22.67,,55.0,2.0
2020-01-26 16:00:00,2020-01-26 17:00:00,8.4,72.0,,24.33,,56.67,1.0
2020-01-26 17:00:00,2020-01-26 18:00:00,16.35,152.75,,26.0,,57.75,1.25
2020-01-26 18:00:00,2020-01-26 19:00:00,34.8,157.0,,39.0,,56.0,1.0
2020-01-26 19:00:00,2020-01-26 20:00:00,50.2,197.33,,53.67,,56.33,1.67
2020-01-26 20:00:00,2020-01-26 21:00:00,63.6,142.67,,95.33,,57.0,1.67
2020-01-26 21:00:00,2020-01-26 22:00:00,67.2,152.0,,71.0,,55.0,1.33
2020-01-26 22:00:00,2020-01-26 23:00:00,66.9,174.5,,124.5,,59.5,1.25
2020-01-26 23:00:00,2020-01-27 00:00:00,88.6,177.0,,50.0,,58.67,1.0
2020-01-27 00:00:00,2020-01-27 01:00:00,86.6,179.0,,37.33,,63.0,1.67
2020-01-27 01:00:00,2020-01-27 02:00:00,83.4,160.33,,27.0,,63.67,1.67
2020-01-27 02:00:00,2020-01-27 03:00:00,78.6,147.0,,36.0,,59.33,1.0
2020-01-27 03:00:00,2020-01-27 04:00:00,69.6,104.0,,31.67,,61.0,1.25
2020-01-27 04:00:00,2020-01-27 05:00:00,78.6,122.0,,27.67,,60.0,1.67
2020-01-27 05:00:00,2020-01-27 06:00:00,82.2,144.0,,27.0,,60.0,1.33
2020-01-27 06:00:00,2020-01-27 07:00:00,105.4,180.67,,26.0,,60.33,1.0
2020-01-27 07:00:00,2020-01-27 08:00:00,132.6,214.0,,24.0,,60.0,1.67
2020-01-27 08:00:00,2020-01-27 09:00:00,176.25,278.0,,22.0,,63.0,1.75
2020-01-27 09:00:00,2020-01-27 10:00:00,188.2,279.0,,55.33,,57.67,1.67
2020-01-27 10:00:00,2020-01-27 11:00:00,144.2,208.0,,26.67,,58.0,1.33
2020-01-27 11:00:00,2020-01-27 12:00:00,99.0,167.0,,25.33,,59.33,1.67
2020-01-27 12:00:00,2020-01-27 13:00:00,96.6,161.0,,45.67,,61.0,1.67
2020-01-27 13:00:00,2020-01-27 14:00:00,66.15,137.75,,38.75,,61.25,2.0
2020-01-27 14:00:00,2020-01-27 15:00:00,65.0,131.0,,34.67,,63.33,2.0
2020-01-27 15:00:00,2020-01-27 16:00:00,61.0,122.0,,40.0,,60.67,1.67
2020-01-27 16:00:00,2020-01-27 17:00:00,62.4,134.33,,40.67,,60.67,2.0
2020-01-27 17:00:00,2020-01-27 18:00:00,54.0,147.0,,49.67,,62.0,2.0
2020-01-27 18:00:00,2020-01-27 19:00:00,71.4,174.75,,38.5,,57.75,1.75
2020-01-27 19:00:00,2020-01-27 20:00:00,69.0,177.67,,33.0,,55.0,2.0
2020-01-27 20:00:00,2020-01-27 21:00:00,64.0,157.0,,33.33,,56.0,2.0
2020-01-27 21:00:00,2020-01-27 22:00:00,75.8,174.67,,41.33,,70.33,2.33
2020-01-27 22:00:00,2020-01-27 23:00:00,129.0,202.0,,55.67,,55.0,2.0
2020-01-27 23:00:00,2020-01-28 00:00:00,170.6,315.0,,44.33,,53.0,1.5
2020-01-28 00:00:00,2020-01-28 01:00:00,131.6,199.67,,47.33,,53.33,2.0
2020-01-28 01:00:00,2020-01-28 02:00:00,118.8,163.0,,52.33,,54.33,2.0
2020-01-28 02:00:00,2020-01-28 03:00:00,107.0,156.67,,58.33,,56.0,2.0
2020-01-28 03:00:00,2020-01-28 04:00:00,97.8,136.0,,59.67,,57.0,1.67
2020-01-28 04:00:00,2020-01-28 05:00:00,100.5,176.5,,69.5,,55.5,1.25
2020-01-28 05:00:00,2020-01-28 06:00:00,126.6,169.33,,80.33,,55.0,1.67
2020-01-28 06:00:00,2020-01-28 07:00:00,132.0,286.5,,63.67,,57.5,1.33
2020-01-28 07:00:00,2020-01-28 08:00:00,128.4,342.33,,53.33,,56.67,1.67
2020-01-28 08:00:00,2020-01-28 09:00:00,103.2,173.0,,62.33,,56.33,2.0
2020-01-28 09:00:00,2020-01-28 10:00:00,183.75,262.0,,50.75,,54.0,1.25
2020-01-28 10:00:00,2020-01-28 11:00:00,105.8,172.0,,53.33,,54.67,1.67
2020-01-28 11:00:00,2020-01-28 12:00:00,44.2,100.33,,39.67,,55.67,1.67
2020-01-28 12:00:00,2020-01-28 13:00:00,34.6,130.67,,38.0,,57.33,2.33
2020-01-28 13:00:00,2020-01-28 14:00:00,37.8,166.0,,40.67,,53.67,1.67
2020-01-28 14:00:00,2020-01-28 15:00:00,39.6,92.5,,45.5,,52.25,3.0
2020-01-28 15:00:00,2020-01-28 16:00:00,53.0,117.67,,53.0,,48.33,3.0
2020-01-28 16:00:00,2020-01-28 17:00:00,59.2,145.67,,53.0,,49.0,3.0
2020-01-28 17:00:00,2020-01-28 18:00:00,53.4,121.67,,53.33,,48.33,2.67
2020-01-28 18:00:00,2020-01-28 19:00:00,66.6,103.0,,53.67,,47.0,2.33
2020-01-28 19:00:00,2020-01-28 20:00:00,50.25,157.5,,46.25,,46.5,3.0
2020-01-28 20:00:00,2020-01-28 21:00:00,75.8,166.33,,54.33,,48.67,2.33
2020-01-28 21:00:00,2020-01-28 22:00:00,116.2,228.33,,53.0,,49.0,3.0
2020-01-28 22:00:00,2020-01-28 23:00:00,130.8,257.0,,57.67,,50.67,2.33
2020-01-28 23:00:00,2020-01-29 00:00:00,120.0,245.0,,64.33,,52.67,2.67
2020-01-29 00:00:00,2020-01-29 01:00:00,118.95,195.25,,68.25,,50.75,3.0
2020-01-29 01:00:00,2020-01-29 02:00:00,106.6,189.0,,56.0,,64.33,3.0
2020-01-29 02:00:00,2020-01-29 03:00:00,73.2,116.67,,71.33,,68.67,2.67
2020-01-29 03:00:00,2020-01-29 04:00:00,67.8,99.33,,83.67,,73.0,2.67
2020-01-29 04:00:00,2020-01-29 05:00:00,59.4,82.0,,66.0,,75.67,3.0
2020-01-29 05:00:00,2020-01-29 06:00:00,84.75,191.0,,69.75,,56.0,2.75
2020-01-29 06:00:00,2020-01-29 07:00:00,93.6,163.0,,62.5,,50.0,2.0
2020-01-29 07:00:00,2020-01-29 08:00:00,108.8,176.67,,60.0,,51.67,3.0
2020-01-29 08:00:00,2020-01-29 09:00:00,164.7,225.5,,58.0,,52.5,3.0
2020-01-29 09:00:00,2020-01-29 10:00:00,145.8,197.0,,55.67,,53.0,3.33
2020-01-29 10:00:00,2020-01-29 11:00:00,70.2,131.25,,56.0,,50.75,3.0
2020-01-29 11:00:00,2020-01-29 12:00:00,59.4,136.0,,107.33,,50.67,2.67
2020-01-29 12:00:00,2020-01-29 13:00:00,40.4,80.67,,145.0,,51.0,2.33
2020-01-29 13:00:00,2020-01-29 14:00:00,28.8,83.0,,149.0,,53.5,1.67
2020-01-29 14:00:00,2020-01-29 15:00:00,26.4,104.0,,143.33,,55.33,3.0
2020-01-29 15:00:00,2020-01-29 16:00:00,41.25,99.25,,154.0,,56.25,3.25
2020-01-29 16:00:00,2020-01-29 17:00:00,33.0,84.33,,145.67,,58.33,3.0
2020-01-29 17:00:00,2020-01-29 18:00:00,28.2,89.0,,119.67,,60.0,3.0
2020-01-29 18:00:00,2020-01-29 19:00:00,51.8,91.0,,98.67,,56.33,2.67
2020-01-29 19:00:00,2020-01-29 20:00:00,58.2,123.0,,81.33,,77.33,2.67
2020-01-29 20:00:00,2020-01-29 21:00:00,88.05,149.25,,90.75,,75.25,3.0
2020-01-29 21:00:00,2020-01-29 22:00:00,111.8,183.0,,130.0,,69.33,3.33
2020-01-29 22:00:00,2020-01-29 23:00:00,116.1,194.5,,167.0,,59.5,3.0
2020-01-29 23:00:00,2020-01-30 00:00:00,94.6,164.67,,195.33,,52.33,3.0
2020-01-30 00:00:00,2020-01-30 01:00:00,82.2,178.0,,187.67,,52.67,3.0
2020-01-30 01:00:00,2020-01-30 02:00:00,56.55,100.5,,175.5,,53.25,3.25
2020-01-30 02:00:00,2020-01-30 03:00:00,65.4,118.33,,169.67,,52.67,3.0
2020-01-30 03:00:00,2020-01-30 04:00:00,66.4,139.0,,158.33,,51.67,3.33
2020-01-30 04:00:00,2020-01-30 05:00:00,59.6,131.0,,139.0,,52.0,3.0
2020-01-30 05:00:00,2020-01-30 06:00:00,66.0,139.0,,172.33,,52.33,3.0
2020-01-30 06:00:00,2020-01-30 07:00:00,83.7,148.75,,263.75,,53.25,3.0
2020-01-30 07:00:00,2020-01-30 08:00:00,126.0,207.67,,236.0,,55.33,3.0
2020-01-30 08:00:00,2020-01-30 09:00:00,195.8,299.0,,208.0,,55.33,3.67
2020-01-30 09:00:00,2020-01-30 10:00:00,202.4,309.0,,172.33,,55.67,3.0
2020-01-30 10:00:00,2020-01-30 11:00:00,166.8,273.0,,155.67,,56.0,3.33
2020-01-30 11:00:00,2020-01-30 12:00:00,40.95,59.75,,118.75,,51.0,3.25
2020-01-30 12:00:00,2020-01-30 13:00:00,20.0,45.0,,100.0,,52.0,3.0
2020-01-30 13:00:00,2020-01-30 14:00:00,11.6,50.67,,113.67,,52.67,3.67
2020-01-30 14:00:00,2020-01-30 15:00:00,12.3,51.5,,136.0,,54.0,3.67
2020-01-30 15:00:00,2020-01-30 16:00:00,16.2,69.0,,163.0,,55.33,3.33
2020-01-30 16:00:00,2020-01-30 17:00:00,20.4,45.0,,171.75,,57.5,3.25
2020-01-30 17:00:00,2020-01-30 18:00:00,26.8,78.0,,174.67,,57.67,3.0
2020-01-30 18:00:00,2020-01-30 19:00:00,39.6,144.0,,161.0,,56.0,3.0
2020-01-30 19:00:00,2020-01-30 20:00:00,45.6,155.33,,137.0,,53.33,3.33
2020-01-30 20:00:00,2020-01-30 21:00:00,50.4,136.0,,123.33,,52.67,3.0
2020-01-30 21:00:00,2020-01-30 22:00:00,50.25,127.25,,120.75,,51.75,3.25
2020-01-30 22:00:00,2020-01-30 23:00:00,60.6,89.0,,103.33,,51.0,3.0
2020-01-30 23:00:00,2020-01-31 00:00:00,67.6,128.67,,98.67,,50.67,3.33
2020-01-31 00:00:00,2020-01-31 01:00:00,65.6,105.67,,96.67,,50.67,3.0
2020-01-31 01:00:00,2020-01-31 02:00:00,62.4,85.0,,87.33,,50.33,3.33
2020-01-31 02:00:00,2020-01-31 03:00:00,55.35,96.75,,86.75,,50.0,3.5
2020-01-31 03:00:00,2020-01-31 04:00:00,45.4,85.67,,86.67,,50.67,3.0
2020-01-31 04:00:00,2020-01-31 05:00:00,45.0,81.0,,81.67,,51.0,2.67
2020-01-31 05:00:00,2020-01-31 06:00:00,54.0,92.0,,82.33,,51.67,3.33
2020-01-31 06:00:00,2020-01-31 07:00:00,62.4,98.0,,90.0,,52.33,3.0
2020-01-31 07:00:00,2020-01-31 08:00:00,83.1,161.75,,99.0,,52.25,3.75
2020-01-31 08:00:00,2020-01-31 09:00:00,91.2,154.0,,98.0,,52.67,3.0
2020-01-31 09:00:00,2020-01-31 10:00:00,73.0,111.33,,99.67,,52.67,3.0
2020-01-31 10:00:00,2020-01-31 11:00:00,52.0,83.0,,127.0,,53.0,3.67
2020-01-31 11:00:00,2020-01-31 12:00:00,39.6,93.0,,205.0,,48.67,3.33
2020-01-31 12:00:00,2020-01-31 13:00:00,16.2,48.75,,195.5,,47.75,3.0
2020-01-31 13:00:00,2020-01-31 14:00:00,17.2,75.67,,229.0,,50.33,2.67
2020-01-31 14:00:00,2020-01-31 15:00:00,25.2,67.0,,322.33,,51.67,3.0
2020-01-31 15:00:00,2020-01-31 16:00:00,33.4,63.67,,351.0,,53.0,3.0
2020-01-31 16:00:00,2020-01-31 17:00:00,25.8,73.0,,294.67,,56.0,3.0
2020-01-31 17:00:00,2020-01-31 18:00:00,27.0,94.0,,236.5,,56.0,3.25
2020-01-31 18:00:00,2020-01-31 19:00:00,38.4,102.0,,188.0,,53.33,2.33
2020-01-31 19:00:00,2020-01-31 20:00:00,58.0,128.0,,171.67,,53.33,3.0
2020-01-31 20:00:00,2020-01-31 21:00:00,60.4,141.67,,160.67,,52.33,3.0
2020-01-31 21:00:00,2020-01-31 22:00:00,63.6,153.0,,153.67,,52.33,3.0
2020-01-31 22:00:00,2020-01-31 23:00:00,68.4,137.0,,165.5,,51.5,3.25
2020-01-31 23:00:00,2020-02-01 00:00:00,65.8,137.0,,130.67,,50.0,3.33
2020-02-01 00:00:00,2020-02-01 01:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 01:00:00,2020-02-01 02:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 02:00:00,2020-02-01 03:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 03:00:00,2020-02-01 04:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 04:00:00,2020-02-01 05:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 05:00:00,2020-02-01 06:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 06:00:00,2020-02-01 07:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 07:00:00,2020-02-01 08:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 08:00:00,2020-02-01 09:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 09:00:00,2020-02-01 10:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 10:00:00,2020-02-01 11:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 11:00:00,2020-02-01 12:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 12:00:00,2020-02-01 13:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 13:00:00,2020-02-01 14:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 14:00:00,2020-02-01 15:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 15:00:00,2020-02-01 16:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 16:00:00,2020-02-01 17:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 17:00:00,2020-02-01 18:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 18:00:00,2020-02-01 19:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 19:00:00,2020-02-01 20:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 20:00:00,2020-02-01 21:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 21:00:00,2020-02-01 22:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 22:00:00,2020-02-01 23:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-01 23:00:00,2020-02-02 00:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 00:00:00,2020-02-02 01:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 01:00:00,2020-02-02 02:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 02:00:00,2020-02-02 03:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 03:00:00,2020-02-02 04:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 04:00:00,2020-02-02 05:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 05:00:00,2020-02-02 06:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 06:00:00,2020-02-02 07:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 07:00:00,2020-02-02 08:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 08:00:00,2020-02-02 09:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 09:00:00,2020-02-02 10:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 10:00:00,2020-02-02 11:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 11:00:00,2020-02-02 12:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 12:00:00,2020-02-02 13:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 13:00:00,2020-02-02 14:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 14:00:00,2020-02-02 15:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 15:00:00,2020-02-02 16:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 16:00:00,2020-02-02 17:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 17:00:00,2020-02-02 18:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 18:00:00,2020-02-02 19:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 19:00:00,2020-02-02 20:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 20:00:00,2020-02-02 21:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 21:00:00,2020-02-02 22:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 22:00:00,2020-02-02 23:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-02 23:00:00,2020-02-03 00:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 00:00:00,2020-02-03 01:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 01:00:00,2020-02-03 02:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 02:00:00,2020-02-03 03:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 03:00:00,2020-02-03 04:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 04:00:00,2020-02-03 05:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 05:00:00,2020-02-03 06:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 06:00:00,2020-02-03 07:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 07:00:00,2020-02-03 08:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 08:00:00,2020-02-03 09:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 09:00:00,2020-02-03 10:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 10:00:00,2020-02-03 11:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 11:00:00,2020-02-03 12:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 12:00:00,2020-02-03 13:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 13:00:00,2020-02-03 14:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 14:00:00,2020-02-03 15:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 15:00:00,2020-02-03 16:00:00,60.6,137.0,,130.0,,50.0,3.0
2020-02-03 16:00:00,2020-02-03 17:00:00,60.6,137.0,,130.0,,50.0,3.0
