From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm),AT (degree C)
2023-02-02 06:00:00,2023-02-02 07:00:00,65.3,97.44,4.12,8.86,10.55,0.01,41.3,0.26,91.67,1.5,,,,,71.36,1.0,,,937.48,0.0,20.66
2023-02-02 07:00:00,2023-02-02 08:00:00,62.29,91.95,4.04,8.8,10.54,0.01,33.41,0.43,82.26,2.24,,,,,71.36,1.0,,,937.92,0.0,20.67
2023-02-02 08:00:00,2023-02-02 09:00:00,54.67,104.12,4.01,8.77,10.54,0.02,12.81,0.42,82.49,3.05,,,,,71.36,1.0,,,938.58,0.0,21.84
2023-02-02 09:00:00,2023-02-02 10:00:00,53.88,100.67,3.96,8.75,10.56,,17.49,0.4,93.96,3.05,,,,,71.36,1.0,,,938.89,0.0,23.08
2023-02-02 10:00:00,2023-02-02 11:00:00,55.26,117.96,3.98,8.76,10.56,,17.12,0.26,116.24,2.06,,,,,71.36,1.5,,,938.88,0.0,24.27
2023-02-02 11:00:00,2023-02-02 12:00:00,55.15,118.03,3.96,8.74,10.55,0.01,16.98,0.2,115.66,1.61,,,,,71.36,1.25,,,938.65,0.0,25.12
2023-02-02 12:00:00,2023-02-02 13:00:00,54.96,108.6,3.94,8.72,10.55,0.01,16.78,0.18,127.15,1.44,,,,,71.36,1.25,,,938.0,0.0,26.31
2023-02-02 13:00:00,2023-02-02 14:00:00,52.75,119.14,3.89,8.69,10.56,0.01,18.41,0.22,123.26,1.44,,,,,71.36,1.5,,,937.27,0.0,25.85
2023-02-02 14:00:00,2023-02-02 15:00:00,50.34,124.5,3.85,8.66,10.57,,16.65,0.25,122.57,1.63,,,,,71.36,1.0,,,936.64,0.0,26.17
2023-02-02 15:00:00,2023-02-02 16:00:00,50.11,132.71,3.89,8.68,10.55,0.01,14.67,0.26,124.09,1.91,,,,,71.36,1.0,,,936.38,0.0,25.92
2023-02-02 16:00:00,2023-02-02 17:00:00,49.92,128.25,3.9,8.69,10.56,0.01,12.17,0.29,120.33,2.17,,,,,71.36,1.0,,,936.41,0.0,25.34
2023-02-02 17:00:00,2023-02-02 18:00:00,54.92,127.9,3.99,8.77,10.55,0.01,9.48,0.32,110.2,2.57,,,,,71.36,0.75,,,936.58,0.0,24.64
2023-02-02 18:00:00,2023-02-02 19:00:00,57.36,132.59,4.02,8.79,10.55,0.01,8.91,0.44,91.33,2.37,,,,,71.36,1.0,,,937.03,0.0,23.75
2023-02-02 19:00:00,2023-02-02 20:00:00,62.57,132.87,4.03,8.79,10.56,0.01,8.1,0.52,78.8,3.48,,,,,71.36,1.0,,,937.69,0.0,23.03
2023-02-02 20:00:00,2023-02-02 21:00:00,66.19,133.74,4.01,8.79,10.56,,7.75,0.48,79.53,3.47,,,,,71.36,1.0,,,938.34,0.0,22.63
2023-02-02 21:00:00,2023-02-02 22:00:00,66.88,133.44,4.01,8.78,10.55,0.01,7.32,0.41,76.01,3.05,,,,,71.36,1.0,,,938.69,0.0,22.21
2023-02-02 22:00:00,2023-02-02 23:00:00,64.25,124.5,4.0,8.77,10.55,0.01,4.83,0.3,81.47,1.79,,,,,71.36,1.0,,,938.53,0.0,21.82
2023-02-02 23:00:00,2023-02-03 00:00:00,59.76,112.72,4.0,8.77,10.54,0.01,5.7,0.22,84.25,1.58,,,,,71.36,1.0,,,938.36,0.0,21.37
2023-02-03 00:00:00,2023-02-03 01:00:00,57.19,110.45,4.22,8.98,10.6,,5.42,0.44,77.05,1.47,,,,,71.36,1.0,,,938.04,0.0,21.0
2023-02-03 01:00:00,2023-02-03 02:00:00,56.01,107.45,4.22,8.95,10.54,0.01,7.31,0.42,86.88,1.32,,,,,71.36,1.0,,,937.77,0.0,20.68
2023-02-03 02:00:00,2023-02-03 03:00:00,61.75,105.23,4.21,8.94,10.55,0.01,6.06,0.46,89.48,1.24,,,,,71.36,1.0,,,937.56,0.0,20.23
2023-02-03 03:00:00,2023-02-03 04:00:00,64.13,103.14,4.21,8.94,10.55,0.01,8.08,0.46,89.73,1.36,,,,,71.36,0.5,,,937.4,0.0,19.93
2023-02-03 04:00:00,2023-02-03 05:00:00,63.13,104.54,4.2,8.93,10.55,0.01,7.75,0.48,80.25,1.48,,,,,71.36,,,,937.62,0.0,19.43
2023-02-03 05:00:00,2023-02-03 06:00:00,65.91,113.54,4.18,8.92,10.55,0.02,32.91,0.63,69.05,2.1,,,,,71.36,,,,937.67,0.0,19.63
2023-02-03 06:00:00,2023-02-03 07:00:00,69.03,119.05,4.2,8.93,10.55,0.01,34.57,0.65,72.27,2.09,,,,,71.36,0.75,,,937.89,0.0,19.85
2023-02-03 07:00:00,2023-02-03 08:00:00,75.87,121.97,4.21,8.94,10.55,0.01,38.18,0.86,63.32,3.51,,,,,71.36,1.0,,,938.33,0.0,20.43
2023-02-03 08:00:00,2023-02-03 09:00:00,80.25,132.78,4.2,8.94,10.57,0.01,13.82,0.61,82.61,2.9,,,,,71.36,1.25,,,938.87,0.0,21.66
2023-02-03 09:00:00,2023-02-03 10:00:00,74.22,131.88,4.19,8.93,10.57,0.02,8.15,0.6,85.13,2.12,,,,,71.36,1.25,,,939.33,0.0,22.96
2023-02-03 10:00:00,2023-02-03 11:00:00,68.22,127.74,4.21,8.95,10.55,0.02,11.43,0.6,97.97,1.81,,,,,71.36,1.0,,,939.26,0.0,24.52
2023-02-03 11:00:00,2023-02-03 12:00:00,60.0,119.89,4.17,8.91,10.55,0.01,11.65,0.53,90.43,1.36,,,,,71.36,1.0,,,938.69,0.0,25.38
2023-02-03 12:00:00,2023-02-03 13:00:00,53.78,108.69,4.17,8.9,10.54,,13.23,0.53,76.27,1.45,,,,,71.36,1.0,,,938.37,0.0,24.85
2023-02-03 13:00:00,2023-02-03 14:00:00,44.75,91.71,4.13,8.88,10.56,0.01,9.65,0.48,89.26,1.29,,,,,71.36,1.0,,,937.54,0.0,26.35
2023-02-03 14:00:00,2023-02-03 15:00:00,42.07,81.73,4.21,8.95,10.55,0.01,12.65,0.53,90.85,1.05,,,,,71.36,1.0,,,936.76,0.0,26.32
2023-02-03 15:00:00,2023-02-03 16:00:00,45.65,72.2,4.25,8.98,10.57,,9.1,0.57,74.99,1.2,,,,,71.36,1.0,,,936.5,0.0,25.59
2023-02-03 16:00:00,2023-02-03 17:00:00,45.95,81.35,4.25,8.99,10.58,,16.67,0.66,65.34,2.53,,,,,71.36,1.0,,,936.5,0.0,25.39
2023-02-03 17:00:00,2023-02-03 18:00:00,42.0,108.54,4.18,8.92,10.55,,12.32,0.76,52.05,3.1,,,,,71.36,1.0,,,936.73,0.0,25.05
2023-02-03 18:00:00,2023-02-03 19:00:00,45.84,110.78,4.22,8.96,10.58,,10.24,1.04,24.54,4.57,,,,,71.36,1.0,,,937.21,0.0,24.37
2023-02-03 19:00:00,2023-02-03 20:00:00,53.17,125.79,4.25,8.97,10.55,,7.04,1.41,8.26,6.12,,,,,71.36,1.0,,,937.83,0.0,23.95
2023-02-03 20:00:00,2023-02-03 21:00:00,55.1,139.47,4.21,8.95,10.56,0.01,6.2,1.33,9.18,7.22,,,,,71.36,1.0,,,938.45,0.0,23.84
2023-02-03 21:00:00,2023-02-03 22:00:00,61.97,148.25,4.31,9.03,10.58,,9.14,0.74,33.82,4.85,,,,,71.36,1.0,,,938.89,0.0,23.85
2023-02-03 22:00:00,2023-02-03 23:00:00,59.38,125.62,4.31,9.03,10.56,0.01,5.53,0.52,73.31,1.75,,,,,71.36,1.0,,,938.88,0.0,23.5
2023-02-03 23:00:00,2023-02-04 00:00:00,57.42,110.7,4.28,9.01,10.57,,6.85,0.46,86.4,1.05,,,,,71.36,1.0,,,938.65,0.0,23.0
2023-02-04 00:00:00,2023-02-04 01:00:00,56.84,96.55,4.29,9.0,10.55,0.01,8.68,0.45,85.29,1.35,,,,,71.36,1.0,,,938.31,0.0,22.21
2023-02-04 01:00:00,2023-02-04 02:00:00,53.08,86.37,4.26,8.98,10.56,0.01,15.03,0.44,90.22,1.13,,,,,71.36,1.0,,,937.88,0.0,21.96
2023-02-04 02:00:00,2023-02-04 03:00:00,47.27,84.83,4.25,8.97,10.57,0.01,13.22,0.45,89.59,0.81,,,,,71.36,1.0,,,937.39,0.0,21.76
2023-02-04 03:00:00,2023-02-04 04:00:00,48.0,82.31,4.24,8.96,10.55,0.01,8.54,0.41,89.39,0.78,,,,,71.36,1.0,,,937.07,0.0,21.54
2023-02-04 04:00:00,2023-02-04 05:00:00,50.18,77.55,4.27,9.0,10.56,0.01,6.89,0.42,81.23,0.83,,,,,71.36,1.0,,,937.06,0.0,21.48
2023-02-04 05:00:00,2023-02-04 06:00:00,47.1,61.97,4.24,8.96,10.54,,6.21,0.45,79.4,0.82,,,,,71.36,1.0,,,937.16,0.0,21.3
2023-02-04 06:00:00,2023-02-04 07:00:00,43.55,69.69,4.21,8.95,10.57,,6.09,0.64,64.48,1.1,,,,,71.36,1.0,,,937.59,0.0,20.68
2023-02-04 07:00:00,2023-02-04 08:00:00,47.93,77.49,4.19,8.93,10.57,0.01,7.53,0.85,34.45,2.82,,,,,71.36,1.0,,,938.08,0.0,20.78
2023-02-04 08:00:00,2023-02-04 09:00:00,50.9,85.31,4.14,8.91,10.59,,6.04,0.71,70.42,3.75,,,,,71.36,1.5,,,938.48,0.0,22.23
2023-02-04 09:00:00,2023-02-04 10:00:00,53.15,92.5,4.09,8.85,10.56,,9.74,0.67,93.09,2.3,,,,,71.36,1.25,,,938.91,0.0,24.01
2023-02-04 10:00:00,2023-02-04 11:00:00,55.61,92.91,4.05,8.82,10.57,0.01,18.2,0.54,107.8,1.83,,,,,71.36,1.0,,,938.81,0.0,25.45
2023-02-04 11:00:00,2023-02-04 12:00:00,55.69,94.95,4.06,8.82,10.55,0.01,12.05,0.5,114.37,1.22,,,,,71.36,1.0,,,938.47,0.0,27.13
2023-02-04 12:00:00,2023-02-04 13:00:00,47.83,90.23,4.05,8.82,10.56,,8.64,0.48,126.91,1.11,,,,,71.36,1.0,,,937.93,0.0,28.18
2023-02-04 13:00:00,2023-02-04 14:00:00,43.67,93.09,4.01,8.78,10.56,0.01,8.62,0.49,130.94,1.11,,,,,71.36,0.75,,,937.22,0.0,29.42
2023-02-04 14:00:00,2023-02-04 15:00:00,40.99,88.02,3.92,8.71,10.55,,8.59,0.46,123.63,0.97,,,,,71.36,0.75,,,936.62,0.0,29.8
2023-02-04 15:00:00,2023-02-04 16:00:00,40.34,82.36,3.9,8.69,10.55,0.01,16.05,0.46,115.51,0.52,,,,,71.36,1.0,,,936.27,0.0,29.73
2023-02-04 16:00:00,2023-02-04 17:00:00,40.67,87.99,3.9,8.69,10.55,0.01,8.53,0.5,107.87,0.84,,,,,71.36,1.0,,,936.22,0.0,28.92
2023-02-04 17:00:00,2023-02-04 18:00:00,41.47,87.72,3.95,8.73,10.54,0.01,9.26,0.62,90.08,1.14,,,,,71.36,1.0,,,936.43,0.0,27.07
2023-02-04 18:00:00,2023-02-04 19:00:00,36.41,92.16,4.04,8.8,10.54,0.01,8.76,0.89,56.71,3.05,,,,,71.36,1.0,,,936.79,0.0,25.55
2023-02-04 19:00:00,2023-02-04 20:00:00,44.42,103.2,4.07,8.82,10.54,0.01,7.71,1.13,26.23,4.68,,,,,71.36,1.0,,,937.31,0.0,24.62
2023-02-04 20:00:00,2023-02-04 21:00:00,58.51,120.03,4.07,8.83,10.55,0.01,8.24,0.95,51.73,4.73,,,,,71.36,1.0,,,937.92,0.0,24.37
2023-02-04 21:00:00,2023-02-04 22:00:00,53.66,123.57,4.08,8.84,10.56,0.01,6.25,0.88,68.79,3.15,,,,,71.36,1.0,,,938.29,0.0,23.76
2023-02-04 22:00:00,2023-02-04 23:00:00,56.02,127.67,4.1,8.85,10.55,0.01,6.12,0.8,78.12,3.38,,,,,71.36,1.0,,,938.44,0.0,23.07
2023-02-04 23:00:00,2023-02-05 00:00:00,63.69,120.31,4.13,8.87,10.54,0.01,6.09,0.69,86.65,1.52,,,,,71.36,1.0,,,938.4,0.0,22.64
2023-02-05 00:00:00,2023-02-05 01:00:00,67.98,119.17,4.32,9.03,10.55,0.02,3.9,0.56,97.67,0.9,,,,,71.36,1.0,,,938.03,0.0,22.26
2023-02-05 01:00:00,2023-02-05 02:00:00,70.34,117.24,4.38,9.08,10.56,0.01,4.46,0.59,96.33,0.33,,,,,71.36,1.0,,,937.41,0.0,21.84
2023-02-05 02:00:00,2023-02-05 03:00:00,75.63,118.4,4.42,9.12,10.57,,5.33,0.58,100.95,0.0,,,,,71.36,1.75,,,936.89,0.0,21.58
2023-02-05 03:00:00,2023-02-05 04:00:00,79.81,127.77,4.44,9.13,10.57,0.01,6.24,0.62,95.66,0.0,,,,,71.36,1.0,,,936.6,0.0,21.14
2023-02-05 04:00:00,2023-02-05 05:00:00,86.07,144.45,4.44,9.14,10.57,,6.82,0.69,91.96,0.91,,,,,71.36,0.75,,,936.62,0.0,20.76
2023-02-05 05:00:00,2023-02-05 06:00:00,91.09,154.84,4.42,9.12,10.57,,6.34,0.84,47.82,1.34,,,,,71.36,1.0,,,936.78,0.0,20.21
2023-02-05 06:00:00,2023-02-05 07:00:00,106.36,181.39,4.42,9.12,10.57,,6.07,0.87,47.66,0.81,,,,,71.36,1.0,,,937.14,0.0,20.04
2023-02-05 07:00:00,2023-02-05 08:00:00,122.32,182.39,4.41,9.12,10.57,,5.78,1.2,26.44,0.0,,,,,71.36,1.0,,,937.74,0.0,20.37
2023-02-05 08:00:00,2023-02-05 09:00:00,100.61,188.05,4.44,9.13,10.55,,8.0,0.76,83.2,1.14,,,,,71.36,1.0,,,938.18,0.0,22.36
2023-02-05 09:00:00,2023-02-05 10:00:00,64.16,112.0,4.34,9.05,10.56,,8.02,0.63,115.95,0.53,,,,,71.36,1.25,,,938.49,0.0,24.74
2023-02-05 10:00:00,2023-02-05 11:00:00,40.0,61.14,4.24,8.97,10.56,0.01,7.91,0.53,125.19,0.52,,,,,71.36,1.0,,,938.42,0.0,26.45
2023-02-05 11:00:00,2023-02-05 12:00:00,25.97,30.66,4.13,8.88,10.54,0.01,5.89,0.47,126.86,0.76,,,,,71.36,1.0,,,938.02,0.0,28.02
2023-02-05 12:00:00,2023-02-05 13:00:00,15.87,17.3,4.04,8.81,10.56,0.01,4.48,0.43,114.83,0.33,,,,,71.36,1.0,,,937.5,0.0,29.09
2023-02-05 13:00:00,2023-02-05 14:00:00,14.0,19.28,4.0,8.76,10.53,0.01,3.83,0.41,110.36,0.14,,,,,71.36,1.0,,,936.8,0.0,30.77
2023-02-05 14:00:00,2023-02-05 15:00:00,16.41,28.8,4.01,8.77,10.55,,4.16,0.47,127.41,0.17,,,,,71.36,1.0,,,936.19,0.0,30.79
2023-02-05 15:00:00,2023-02-05 16:00:00,17.72,32.89,4.02,8.79,10.56,0.01,4.11,0.41,125.9,0.0,,,,,71.36,1.0,,,935.99,0.0,30.55
2023-02-05 16:00:00,2023-02-05 17:00:00,17.86,36.97,4.02,8.78,10.54,0.01,4.04,0.43,119.85,0.29,,,,,71.36,0.75,,,936.02,0.0,29.8
2023-02-05 17:00:00,2023-02-05 18:00:00,23.05,48.48,4.02,8.78,10.54,0.01,4.62,0.53,107.23,0.35,,,,,35.84,1.0,,,936.32,0.0,27.64
2023-02-05 18:00:00,2023-02-05 19:00:00,26.53,52.86,4.02,8.77,10.53,0.01,5.2,0.68,85.83,1.05,,,,,,1.0,,,936.81,0.0,26.09
2023-02-05 19:00:00,2023-02-05 20:00:00,24.1,62.78,4.03,8.78,10.52,0.01,4.85,0.72,72.37,1.99,,,,,3.55,1.0,,,937.36,0.0,25.08
2023-02-05 20:00:00,2023-02-05 21:00:00,28.05,67.28,4.03,8.79,10.55,,6.94,0.72,82.92,0.55,,,,,,1.0,,,937.87,0.0,24.39
2023-02-05 21:00:00,2023-02-05 22:00:00,35.24,73.78,4.08,8.84,10.55,0.01,12.64,0.73,98.21,0.54,,,,,6.83,1.0,,,938.29,0.0,23.64
2023-02-05 22:00:00,2023-02-05 23:00:00,45.74,87.39,4.16,8.9,10.55,,13.65,0.62,105.94,0.76,,,,,18.07,1.0,,,938.44,0.0,22.9
2023-02-05 23:00:00,2023-02-06 00:00:00,59.55,103.81,4.18,8.92,10.56,0.01,10.21,0.65,96.98,0.0,,,,,31.19,1.0,,,938.34,0.0,22.2
2023-02-06 00:00:00,2023-02-06 01:00:00,65.12,103.27,4.31,9.03,10.56,0.01,8.2,0.2,106.64,0.0,,,,,51.33,1.0,,,938.15,0.0,21.84
2023-02-06 01:00:00,2023-02-06 02:00:00,66.8,99.82,4.34,9.05,10.57,0.01,10.07,0.22,99.79,0.0,,,,,,1.0,,,937.79,0.0,21.36
2023-02-06 02:00:00,2023-02-06 03:00:00,68.35,103.53,4.37,9.07,10.54,0.01,10.93,0.19,99.25,0.0,,,,,33.08,1.0,,,937.49,0.0,20.92
2023-02-06 03:00:00,2023-02-06 04:00:00,63.89,99.69,4.36,9.07,10.57,,10.72,0.12,97.91,0.1,,,,,43.88,1.0,,,937.37,0.0,20.8
2023-02-06 04:00:00,2023-02-06 05:00:00,54.44,78.27,4.35,9.07,10.58,0.01,8.19,0.14,86.59,0.13,,,,,14.75,1.0,,,937.37,0.0,20.52
2023-02-06 05:00:00,2023-02-06 06:00:00,45.0,78.88,4.31,9.04,10.58,0.01,6.86,0.2,69.16,0.78,,,,,8.28,1.0,,,937.67,0.0,20.1
2023-02-06 06:00:00,2023-02-06 07:00:00,45.11,74.16,4.3,9.02,10.56,0.01,14.07,0.4,61.5,0.51,,,,,13.46,0.75,,,937.99,0.0,19.97
2023-02-06 07:00:00,2023-02-06 08:00:00,46.15,78.31,4.28,9.0,10.56,,22.08,0.52,53.0,0.86,,,,,14.0,1.0,,,938.39,0.0,20.8
2023-02-06 08:00:00,2023-02-06 09:00:00,47.87,100.51,4.28,9.01,10.58,0.01,15.28,0.46,95.59,0.89,,,,,11.96,1.0,,,938.9,0.0,22.96
2023-02-06 09:00:00,2023-02-06 10:00:00,53.35,106.54,4.23,8.96,10.55,0.01,15.39,0.44,112.62,1.56,,,,,9.53,1.0,,,939.26,0.0,24.82
2023-02-06 10:00:00,2023-02-06 11:00:00,55.08,105.44,4.19,8.92,10.55,0.01,16.66,0.3,123.59,0.0,,,,,3.05,1.0,,,939.1,0.0,25.96
2023-02-06 11:00:00,2023-02-06 12:00:00,49.14,105.05,4.17,8.92,10.57,,15.53,0.25,145.9,0.5,,,,,12.37,1.0,,,938.62,0.0,27.13
2023-02-06 12:00:00,2023-02-06 13:00:00,49.66,104.36,4.22,8.94,10.54,,10.18,0.21,159.96,0.3,,,,,12.57,0.75,,,937.95,0.0,28.32
2023-02-06 13:00:00,2023-02-06 14:00:00,45.59,98.24,4.15,8.9,10.57,0.01,10.59,0.17,167.01,0.0,,,,,,1.0,,,937.12,0.0,29.58
2023-02-06 14:00:00,2023-02-06 15:00:00,42.62,95.23,4.12,8.87,10.54,0.01,13.22,0.19,154.03,0.0,,,,,2.47,1.0,,,936.55,0.0,29.26
2023-02-06 15:00:00,2023-02-06 16:00:00,40.94,96.83,4.08,8.84,10.55,0.01,17.8,0.19,149.87,0.12,,,,,,1.0,,,936.4,0.0,27.9
2023-02-06 16:00:00,2023-02-06 17:00:00,40.68,97.57,4.08,8.83,10.55,0.01,12.42,0.23,154.23,0.15,,,,,,1.0,,,936.43,0.0,27.9
2023-02-06 17:00:00,2023-02-06 18:00:00,41.69,106.66,4.08,8.83,10.53,0.01,9.86,0.34,125.14,0.22,,,,,,1.0,,,936.62,0.0,26.59
2023-02-06 18:00:00,2023-02-06 19:00:00,42.07,112.02,4.11,8.86,10.57,0.01,23.03,1.05,56.04,2.13,,,,,13.0,1.0,,,936.95,0.0,24.79
2023-02-06 19:00:00,2023-02-06 20:00:00,50.43,129.69,4.17,8.92,10.57,0.01,11.93,2.02,11.32,0.0,,,,,18.09,1.0,,,937.14,0.0,23.94
2023-02-06 20:00:00,2023-02-06 21:00:00,73.05,190.69,4.21,8.94,10.54,0.01,8.23,1.83,7.92,0.0,,,,,11.96,1.0,,,937.5,0.0,23.66
2023-02-06 21:00:00,2023-02-06 22:00:00,88.15,230.02,4.2,8.94,10.56,0.01,7.13,1.49,6.05,2.33,,,,,24.91,1.0,,,937.86,0.0,23.23
2023-02-06 22:00:00,2023-02-06 23:00:00,85.7,196.96,4.2,8.94,10.55,,6.91,1.39,6.96,0.0,,,,,29.52,1.0,,,937.8,0.0,22.88
2023-02-06 23:00:00,2023-02-07 00:00:00,83.16,196.15,4.18,8.92,10.56,,6.01,0.65,36.57,0.0,,,,,,1.0,,,937.78,0.0,22.77
2023-02-07 00:00:00,2023-02-07 01:00:00,82.13,166.95,4.12,8.85,10.52,0.01,6.0,0.52,60.53,0.97,,,,,18.35,1.0,,,937.8,0.0,21.9
2023-02-07 01:00:00,2023-02-07 02:00:00,77.86,136.64,4.13,8.88,10.55,,8.47,0.3,84.73,0.0,,,,,50.35,1.0,,,937.71,0.0,21.89
2023-02-07 02:00:00,2023-02-07 03:00:00,67.55,113.12,4.19,8.91,10.54,0.01,10.75,0.3,103.12,0.0,,,,,20.49,1.0,,,937.32,0.0,21.7
2023-02-07 03:00:00,2023-02-07 04:00:00,63.99,104.58,4.2,8.94,10.57,,9.65,0.29,89.5,0.0,,,,,58.07,1.0,,,937.06,0.0,21.36
2023-02-07 04:00:00,2023-02-07 05:00:00,64.59,100.2,4.22,8.95,10.54,0.01,9.34,0.38,86.19,0.0,,,,,10.09,1.0,,,937.24,0.0,21.1
2023-02-07 05:00:00,2023-02-07 06:00:00,64.52,94.03,4.23,8.96,10.57,0.01,14.29,0.58,76.79,0.0,,,,,25.53,1.0,,,937.71,0.0,20.84
2023-02-07 06:00:00,2023-02-07 07:00:00,64.81,104.67,4.21,8.95,10.56,0.02,20.09,0.66,63.03,0.0,,,,,26.17,1.0,,,938.09,0.0,20.99
2023-02-07 07:00:00,2023-02-07 08:00:00,75.93,123.78,4.23,8.96,10.55,,17.53,0.87,60.98,0.0,,,,,35.54,1.0,,,938.48,0.0,21.52
2023-02-07 08:00:00,2023-02-07 09:00:00,82.97,136.44,4.24,8.96,10.54,0.01,22.36,0.74,83.81,1.37,,,,,37.66,1.0,,,938.98,0.0,22.67
2023-02-07 09:00:00,2023-02-07 10:00:00,82.38,136.88,4.26,8.98,10.55,,20.84,0.59,117.3,0.0,,,,,10.94,1.0,,,939.38,0.0,24.01
2023-02-07 10:00:00,2023-02-07 11:00:00,73.57,124.35,4.25,8.98,10.55,0.01,25.71,0.39,138.37,0.0,,,,,,0.5,,,939.39,0.0,25.23
2023-02-07 11:00:00,2023-02-07 12:00:00,60.05,120.09,4.2,8.93,10.55,0.01,20.83,0.39,151.54,0.0,,,,,,1.0,,,938.86,0.0,26.87
2023-02-07 12:00:00,2023-02-07 13:00:00,51.84,96.38,4.13,8.89,10.58,,18.71,0.36,179.89,0.0,,,,,,,,,938.13,0.0,27.68
2023-02-07 13:00:00,2023-02-07 14:00:00,49.62,94.4,4.09,8.86,10.57,,18.86,0.47,,0.0,,,,,,0.25,,,937.35,0.0,29.23
2023-02-07 14:00:00,2023-02-07 15:00:00,48.82,99.76,4.07,8.82,10.55,0.01,17.57,0.52,,0.18,,,,,,,,,936.56,0.0,29.4
2023-02-07 15:00:00,2023-02-07 16:00:00,48.2,99.11,4.08,8.83,10.55,0.01,16.16,0.51,,0.72,,,,,19.98,0.5,,,936.16,0.0,29.62
2023-02-07 16:00:00,2023-02-07 17:00:00,51.48,105.27,4.12,8.87,10.55,0.01,14.01,0.46,,0.16,,,,,22.18,1.0,,,936.04,0.0,29.03
2023-02-07 17:00:00,2023-02-07 18:00:00,48.09,130.8,4.13,8.88,10.55,0.02,14.59,0.56,162.74,0.21,,,,,23.19,0.75,,,936.2,0.0,27.49
2023-02-07 18:00:00,2023-02-07 19:00:00,50.71,132.53,4.14,8.88,10.55,0.01,19.66,0.97,91.94,0.64,,,,,32.04,0.5,,,936.57,0.0,25.63
2023-02-07 19:00:00,2023-02-07 20:00:00,61.52,154.53,4.14,8.89,10.56,,21.34,2.19,33.5,7.08,,,,,,1.0,,,937.01,0.0,24.63
