From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-09-05 01:00:00,2021-09-05 02:00:00,8.8,21.28,3.77,3.7,4.61,14.23,2.91,0.3,1.25,4.82,,13.28,1.28,,87.1,0.21,174.72,,750.0,,27.97,0.0
2021-09-05 02:00:00,2021-09-05 03:00:00,4.1,18.15,3.76,3.86,4.69,14.51,2.9,0.28,1.29,4.78,,13.73,1.7,,87.03,0.23,169.19,,750.0,,27.95,0.0
2021-09-05 03:00:00,2021-09-05 04:00:00,7.45,23.34,4.08,4.61,5.29,14.51,2.99,0.28,1.01,5.81,,13.83,1.4,,87.27,0.17,192.82,,750.0,,27.83,0.0
2021-09-05 04:00:00,2021-09-05 05:00:00,13.1,24.48,4.55,4.02,5.35,15.18,3.0,0.31,0.84,7.28,,14.17,1.54,,87.37,0.17,160.27,,750.0,,27.71,0.0
2021-09-05 05:00:00,2021-09-05 06:00:00,18.0,31.88,4.95,3.83,5.57,15.33,2.96,0.33,1.04,8.02,,14.38,1.73,,87.69,0.12,117.21,1.07,750.0,,27.55,0.0
2021-09-05 06:00:00,2021-09-05 07:00:00,13.2,22.85,6.22,3.37,6.29,16.99,3.03,0.34,0.66,7.23,,13.38,1.34,,86.26,0.19,143.81,33.18,750.0,,28.17,0.02
2021-09-05 07:00:00,2021-09-05 08:00:00,24.8,39.35,5.58,4.81,6.52,15.66,3.18,0.42,0.51,8.21,,16.3,1.5,,76.5,0.33,158.17,194.64,750.0,,31.09,0.0
2021-09-05 08:00:00,2021-09-05 09:00:00,32.9,52.89,3.86,6.43,6.02,16.53,2.97,0.45,3.23,7.87,,17.21,2.08,,65.77,0.46,156.87,342.62,750.0,,34.4,0.0
2021-09-05 09:00:00,2021-09-05 10:00:00,21.77,33.01,3.06,4.76,4.6,18.41,2.94,0.41,6.18,8.76,,15.71,1.79,,59.84,0.49,162.04,516.86,750.0,,36.43,0.0
2021-09-05 10:00:00,2021-09-05 11:00:00,18.0,35.16,2.77,3.74,3.89,18.01,2.98,0.39,6.17,9.98,,14.55,1.7,,61.71,0.39,175.39,272.41,750.0,,36.17,0.0
2021-09-05 11:00:00,2021-09-05 12:00:00,19.0,29.01,2.73,3.63,3.8,17.94,3.01,0.38,7.27,10.06,,13.74,1.63,,55.78,0.52,144.05,535.43,750.0,,37.45,0.0
2021-09-05 12:00:00,2021-09-05 13:00:00,8.7,29.1,2.5,4.46,4.05,14.92,3.08,0.39,8.55,11.02,,14.23,1.72,,73.98,0.51,172.46,121.65,750.0,,32.96,0.51
2021-09-05 13:00:00,2021-09-05 14:00:00,36.6,61.6,2.69,6.71,5.28,24.64,3.16,0.41,34.2,9.83,,13.68,1.54,,64.73,0.5,143.93,557.17,750.0,,35.26,0.38
2021-09-05 14:00:00,2021-09-05 15:00:00,23.3,30.64,2.27,4.54,3.93,38.6,2.86,0.32,48.45,4.66,,5.03,0.27,,50.76,0.49,85.24,600.41,750.0,,39.0,0.01
2021-09-05 15:00:00,2021-09-05 16:00:00,14.1,19.65,1.78,6.23,4.37,37.09,2.61,0.35,48.28,6.83,,3.68,0.06,,58.02,0.55,113.29,264.53,750.0,,37.28,0.0
2021-09-05 16:00:00,2021-09-05 17:00:00,15.4,35.05,2.52,5.5,4.55,50.73,2.75,0.38,42.91,3.24,,3.64,,,58.23,0.4,202.24,232.91,750.0,,37.24,0.0
2021-09-05 17:00:00,2021-09-05 18:00:00,11.9,29.49,2.36,7.3,5.32,29.19,2.77,0.43,36.58,3.13,,3.94,0.08,,63.77,0.29,116.16,49.6,750.0,,35.2,0.0
2021-09-05 18:00:00,2021-09-05 19:00:00,20.0,38.85,2.11,10.16,6.52,24.56,2.73,0.57,20.78,3.85,,5.99,0.13,,71.49,0.13,110.57,7.38,750.0,,32.66,0.0
2021-09-05 19:00:00,2021-09-05 20:00:00,22.1,44.02,2.61,11.57,7.59,23.08,2.94,0.85,9.76,5.27,,10.74,0.54,,76.4,0.08,113.17,,750.0,,31.61,0.0
2021-09-05 20:00:00,2021-09-05 21:00:00,33.3,56.8,3.51,14.35,9.61,24.0,3.08,1.05,8.35,8.27,,15.55,0.7,,78.22,0.12,79.56,,750.0,,31.09,0.0
2021-09-05 21:00:00,2021-09-05 22:00:00,28.8,63.59,4.2,14.98,10.42,24.68,3.08,1.01,6.7,9.74,,19.13,0.76,,80.09,0.12,93.63,,750.0,,30.68,0.0
2021-09-05 22:00:00,2021-09-05 23:00:00,32.6,66.2,3.58,14.67,9.8,25.01,3.1,0.73,6.38,9.85,,19.96,0.83,,82.37,0.12,79.89,,750.0,,30.43,0.0
2021-09-05 23:00:00,2021-09-06 00:00:00,29.8,58.95,3.86,11.99,8.72,27.9,3.07,0.57,6.11,8.98,,18.23,0.76,,83.78,0.13,94.34,,750.0,,30.28,0.0
2021-09-06 00:00:00,2021-09-06 01:00:00,30.1,47.15,3.99,10.68,8.17,30.03,3.11,0.46,5.51,8.28,,17.55,0.75,,84.14,0.08,59.13,,750.0,,30.09,0.0
2021-09-06 01:00:00,2021-09-06 02:00:00,23.5,38.58,3.71,10.92,8.08,31.84,3.02,0.4,5.55,8.35,,16.72,0.66,,84.46,0.11,83.42,,750.0,,29.93,0.02
2021-09-06 02:00:00,2021-09-06 03:00:00,21.8,37.32,4.36,9.77,8.01,30.4,3.0,0.36,5.23,7.61,,16.77,0.7,,84.62,0.13,107.73,,750.0,,29.78,0.01
2021-09-06 03:00:00,2021-09-06 04:00:00,23.6,40.53,4.18,8.88,7.44,32.55,2.97,0.34,5.13,7.85,,16.77,0.68,,85.1,0.08,56.87,,750.0,,29.59,0.0
2021-09-06 04:00:00,2021-09-06 05:00:00,26.1,36.59,4.02,7.13,6.48,32.52,3.03,0.36,5.32,7.04,,17.36,0.71,,85.63,0.13,97.69,,750.0,,29.42,0.0
2021-09-06 05:00:00,2021-09-06 06:00:00,24.9,46.0,5.93,7.16,7.9,30.74,3.02,0.39,4.8,7.54,,18.88,0.79,,86.74,0.14,89.0,1.25,750.0,,29.57,0.0
2021-09-06 06:00:00,2021-09-06 07:00:00,28.9,43.75,7.53,7.01,9.04,31.94,3.04,0.41,4.49,7.91,,20.09,0.82,,86.43,0.23,115.48,27.09,750.0,,29.85,0.0
2021-09-06 07:00:00,2021-09-06 08:00:00,35.7,53.49,4.52,7.43,6.98,28.63,3.06,0.45,7.54,8.41,,20.88,0.96,,79.11,0.43,67.87,141.06,750.0,,31.73,0.0
2021-09-06 08:00:00,2021-09-06 09:00:00,38.0,57.91,2.65,5.79,4.8,24.26,3.03,0.42,9.8,8.94,,20.43,0.97,,71.94,0.47,97.91,254.07,750.0,,33.83,0.0
2021-09-06 09:00:00,2021-09-06 10:00:00,36.5,56.14,2.22,4.36,3.78,24.65,3.0,0.37,22.82,9.48,,20.66,0.9,,64.55,0.85,74.52,500.98,750.0,,35.62,0.0
2021-09-06 10:00:00,2021-09-06 11:00:00,30.5,48.17,1.85,3.82,3.25,34.11,2.82,0.36,22.87,5.51,,10.02,0.12,,59.11,0.7,85.85,562.93,750.0,,37.14,0.0
2021-09-06 11:00:00,2021-09-06 12:00:00,27.0,39.5,3.46,5.28,5.15,79.64,3.11,0.32,36.3,5.09,,7.46,0.07,,51.07,0.71,121.18,663.65,750.0,,38.95,0.0
2021-09-06 12:00:00,2021-09-06 13:00:00,39.6,47.18,8.1,8.18,10.0,79.99,3.57,0.29,22.91,0.0,,7.09,0.08,,51.73,0.52,120.66,495.93,750.0,,38.79,0.0
2021-09-06 13:00:00,2021-09-06 14:00:00,37.73,50.6,4.04,6.35,6.09,64.11,3.0,0.32,20.29,5.77,,11.44,1.23,,55.95,0.56,93.68,344.76,750.0,,37.79,0.03
2021-09-06 14:00:00,2021-09-06 15:00:00,41.1,53.55,3.41,5.73,5.34,62.56,3.02,0.35,18.02,7.43,,13.9,2.23,,57.94,0.69,91.94,352.06,750.0,,37.36,0.0
2021-09-06 15:00:00,2021-09-06 16:00:00,38.5,60.4,2.83,6.34,5.2,40.66,3.09,0.4,24.51,6.52,,13.3,1.06,,61.47,0.47,154.8,219.65,750.0,,36.74,0.0
2021-09-06 16:00:00,2021-09-06 17:00:00,38.8,54.09,2.58,8.46,6.05,52.89,2.88,0.45,24.31,6.69,,10.83,0.35,,65.32,0.64,106.24,116.19,750.0,,35.01,0.04
2021-09-06 17:00:00,2021-09-06 18:00:00,32.3,60.8,3.21,12.57,8.51,45.18,3.23,0.51,42.42,5.75,,9.17,0.53,,68.44,0.55,99.81,48.2,750.0,,33.98,0.01
2021-09-06 18:00:00,2021-09-06 19:00:00,42.2,73.99,2.85,12.06,8.01,48.18,3.13,0.57,21.66,4.57,,8.0,0.37,,71.46,0.72,81.27,1.9,750.0,,32.87,0.0
2021-09-06 19:00:00,2021-09-06 20:00:00,48.3,78.14,2.64,12.36,7.98,47.13,3.15,0.61,15.76,6.04,,10.98,0.88,,75.49,0.78,66.64,,750.0,,32.17,0.0
2021-09-06 20:00:00,2021-09-06 21:00:00,54.3,89.62,2.62,10.46,7.06,44.64,3.02,0.6,13.49,7.53,,11.93,1.02,,77.83,0.64,61.13,,750.0,,31.64,0.0
2021-09-06 21:00:00,2021-09-06 22:00:00,50.0,80.55,2.91,9.4,6.75,41.6,3.0,0.57,12.36,8.18,,11.86,0.92,,76.75,0.62,59.54,,750.0,,31.03,0.0
2021-09-06 22:00:00,2021-09-06 23:00:00,43.6,72.53,2.62,8.69,6.17,39.93,3.05,0.52,10.79,7.79,,12.49,0.94,,77.64,0.49,83.29,,750.0,,30.69,0.0
2021-09-06 23:00:00,2021-09-07 00:00:00,37.7,59.6,2.56,7.73,5.67,37.81,3.0,0.46,10.46,5.89,,11.72,0.93,,79.34,0.57,70.09,,750.0,,30.49,0.0
2021-09-07 00:00:00,2021-09-07 01:00:00,43.5,68.16,2.61,6.91,5.33,36.11,3.11,0.43,9.61,6.3,,10.96,0.85,,79.86,0.74,63.05,,750.0,,30.37,0.0
2021-09-07 01:00:00,2021-09-07 02:00:00,44.48,64.52,2.51,6.08,4.84,35.66,3.01,0.4,9.44,5.23,,10.43,0.86,,82.09,0.78,70.84,,750.0,,30.1,0.0
2021-09-07 02:00:00,2021-09-07 03:00:00,40.4,61.05,2.25,5.06,4.15,33.94,3.05,0.38,9.79,5.33,,10.68,0.83,,83.7,0.73,68.4,,750.0,,29.82,0.0
2021-09-07 03:00:00,2021-09-07 04:00:00,38.2,55.5,2.5,4.41,4.01,33.14,3.11,0.39,8.09,5.3,,10.42,0.91,,84.67,0.92,78.11,,750.0,,29.76,0.0
2021-09-07 04:00:00,2021-09-07 05:00:00,40.7,54.52,2.32,5.62,4.47,31.22,3.1,0.38,8.0,5.23,,10.5,0.9,,84.23,0.8,90.24,,750.0,,29.93,0.0
2021-09-07 05:00:00,2021-09-07 06:00:00,42.2,51.45,2.35,7.27,5.3,30.0,3.02,0.38,7.52,4.81,,10.12,0.9,,84.42,0.92,69.13,2.36,750.0,,29.82,0.0
2021-09-07 06:00:00,2021-09-07 07:00:00,39.9,50.22,2.37,5.22,4.31,29.38,3.09,0.38,6.92,4.71,,9.94,0.82,,84.85,0.97,73.74,37.87,750.0,,29.82,0.0
2021-09-07 07:00:00,2021-09-07 08:00:00,32.2,47.44,2.24,4.45,3.83,28.15,3.1,0.39,7.84,4.81,,9.78,0.86,,81.3,1.04,60.38,101.81,750.0,,30.71,0.0
2021-09-07 08:00:00,2021-09-07 09:00:00,34.4,47.9,1.71,3.08,2.77,26.4,2.93,0.38,9.84,5.01,,6.05,0.73,,75.37,1.43,61.33,266.35,750.0,,32.03,0.0
2021-09-07 09:00:00,2021-09-07 10:00:00,28.8,48.4,1.46,3.02,2.55,26.03,3.04,0.36,12.49,5.62,,3.08,0.61,,68.84,1.24,80.91,322.72,750.0,,33.23,0.0
2021-09-07 10:00:00,2021-09-07 11:00:00,24.1,46.73,1.54,3.18,2.7,25.68,3.05,0.34,14.16,6.01,,4.84,0.57,,63.59,1.28,85.85,520.19,750.0,,34.5,0.0
2021-09-07 11:00:00,2021-09-07 12:00:00,21.3,42.07,1.34,3.53,2.72,24.54,3.02,0.32,15.95,7.66,,5.22,0.55,,59.38,1.33,89.43,539.78,750.0,,35.5,0.0
2021-09-07 12:00:00,2021-09-07 13:00:00,20.4,40.72,1.83,5.68,4.12,24.51,3.11,0.31,16.82,8.03,,5.9,0.58,,57.32,1.78,74.75,556.77,750.0,,35.67,0.0
2021-09-07 13:00:00,2021-09-07 14:00:00,14.4,41.39,1.44,4.16,3.09,21.31,3.04,0.29,19.45,8.65,,3.42,0.49,,55.65,1.44,71.82,488.86,750.0,,36.28,0.01
2021-09-07 14:00:00,2021-09-07 15:00:00,16.6,37.56,1.32,3.23,2.55,20.97,3.02,0.29,19.78,7.86,,5.19,0.53,,55.35,1.27,78.8,360.45,750.0,,36.29,0.01
2021-09-07 15:00:00,2021-09-07 16:00:00,13.5,34.25,1.23,2.88,2.3,20.6,3.01,0.28,16.42,7.49,,3.02,1.11,,66.41,0.76,100.88,167.92,750.0,,34.25,0.21
2021-09-07 16:00:00,2021-09-07 17:00:00,12.5,36.56,1.27,4.25,3.03,20.17,2.94,0.3,12.57,7.17,,3.31,3.56,,82.91,0.76,85.97,57.48,750.0,,30.05,0.37
2021-09-07 17:00:00,2021-09-07 18:00:00,13.0,31.48,1.55,5.25,3.72,20.45,3.01,0.3,11.91,8.43,,3.94,0.64,,80.34,1.07,76.27,46.25,750.0,,29.46,0.0
2021-09-07 18:00:00,2021-09-07 19:00:00,9.6,24.41,1.43,5.13,3.57,19.84,2.98,0.3,12.23,7.98,,3.89,0.64,,79.62,1.23,76.02,4.92,750.0,,29.53,0.0
2021-09-07 19:00:00,2021-09-07 20:00:00,7.5,21.54,1.41,5.23,3.6,19.55,2.99,0.32,11.23,7.81,,3.75,0.64,,80.0,1.22,62.26,,750.0,,29.57,0.0
2021-09-07 20:00:00,2021-09-07 21:00:00,8.4,26.22,1.5,5.95,4.0,19.07,2.95,0.35,10.38,7.41,,3.64,0.61,,80.22,1.05,78.69,,750.0,,29.69,0.0
2021-09-07 21:00:00,2021-09-07 22:00:00,8.1,25.91,1.5,5.88,3.98,18.74,3.04,0.35,10.75,6.15,,3.62,0.66,,80.18,1.29,73.45,,750.0,,29.73,0.0
2021-09-07 22:00:00,2021-09-07 23:00:00,9.2,30.23,1.37,4.94,3.42,18.35,3.03,0.3,13.99,5.07,,3.76,0.56,,78.31,1.29,82.84,,750.0,,29.95,0.0
2021-09-07 23:00:00,2021-09-08 00:00:00,9.5,28.33,1.33,3.99,2.94,18.07,2.96,0.27,14.27,4.74,,6.51,0.55,,79.03,0.93,69.05,,750.0,,29.74,0.0
2021-09-08 00:00:00,2021-09-08 01:00:00,11.4,28.2,1.36,3.08,2.49,17.56,3.02,0.25,14.68,4.62,,3.08,0.55,,79.35,1.29,66.4,,750.0,,29.61,0.0
2021-09-08 01:00:00,2021-09-08 02:00:00,12.3,27.02,1.31,2.62,2.23,17.19,3.02,0.24,15.43,4.29,,4.33,0.58,,78.52,1.39,73.95,,750.0,,29.6,0.0
2021-09-08 02:00:00,2021-09-08 03:00:00,10.8,23.36,1.47,2.15,2.13,17.11,3.0,0.23,15.45,4.06,,4.26,0.54,,78.47,1.28,64.84,,750.0,,29.52,0.0
2021-09-08 03:00:00,2021-09-08 04:00:00,10.2,18.08,1.32,2.32,2.11,16.57,2.97,0.22,14.92,3.95,,2.81,0.54,,78.66,1.21,81.78,,750.0,,29.36,0.0
2021-09-08 04:00:00,2021-09-08 05:00:00,10.5,19.77,1.28,2.01,1.94,16.4,2.96,0.22,13.98,3.81,,2.76,0.57,,78.9,1.14,80.91,,750.0,,29.33,0.0
2021-09-08 05:00:00,2021-09-08 06:00:00,10.6,20.0,1.29,2.24,2.05,16.36,2.96,0.22,12.16,3.8,,4.96,0.56,,78.84,1.1,77.72,0.11,750.0,,29.24,0.0
2021-09-08 06:00:00,2021-09-08 07:00:00,9.7,22.36,1.22,2.73,2.22,15.9,2.99,0.23,11.22,3.83,,2.78,0.55,,79.48,0.94,78.1,27.02,750.0,,29.22,0.0
2021-09-08 07:00:00,2021-09-08 08:00:00,7.4,24.57,1.22,3.06,2.4,15.73,2.99,0.25,11.43,3.94,,4.61,0.54,,77.68,1.21,73.03,86.5,750.0,,29.5,0.0
2021-09-08 08:00:00,2021-09-08 09:00:00,17.2,24.6,1.2,3.52,2.61,15.59,3.08,0.26,11.53,3.94,,3.7,0.57,,75.34,1.21,95.0,158.98,750.0,,30.12,0.0
2021-09-08 09:00:00,2021-09-08 10:00:00,15.8,24.7,1.23,3.22,2.49,14.91,3.06,0.27,12.43,4.19,,2.89,0.62,,71.72,1.44,71.75,329.02,750.0,,31.34,0.0
2021-09-08 10:00:00,2021-09-08 11:00:00,15.7,28.39,1.58,3.19,2.74,16.84,3.08,0.28,11.76,4.92,,5.79,2.28,,67.64,1.44,79.28,408.08,750.0,,32.42,0.0
2021-09-08 11:00:00,2021-09-08 12:00:00,10.0,25.55,1.23,2.95,2.35,13.79,3.11,0.28,14.17,6.22,,4.65,0.59,,66.38,1.2,77.79,407.46,750.0,,33.04,0.0
2021-09-08 12:00:00,2021-09-08 13:00:00,16.8,33.18,1.53,3.28,2.74,16.66,3.14,0.29,12.17,6.37,,6.46,0.57,,67.99,1.12,82.47,328.64,750.0,,32.98,0.02
2021-09-08 13:00:00,2021-09-08 14:00:00,13.0,28.38,1.62,3.14,2.74,17.99,3.24,0.29,10.75,7.1,,10.03,0.92,,63.3,1.06,94.81,477.6,750.0,,34.15,0.01
2021-09-08 14:00:00,2021-09-08 15:00:00,13.4,19.54,0.98,2.61,2.0,14.21,3.15,0.28,17.53,7.89,,7.05,0.74,,60.08,1.06,94.14,451.56,750.0,,35.02,0.0
2021-09-08 15:00:00,2021-09-08 16:00:00,15.0,29.74,1.1,2.33,1.95,13.69,3.1,0.27,19.59,7.21,,3.38,0.75,,61.29,1.06,86.44,252.33,750.0,,34.71,0.0
2021-09-08 16:00:00,2021-09-08 17:00:00,17.8,29.02,1.34,3.16,2.53,21.35,3.06,0.27,22.46,6.16,,5.31,0.74,,61.95,0.93,96.1,235.01,750.0,,34.71,0.0
2021-09-08 17:00:00,2021-09-08 18:00:00,9.9,26.63,1.79,4.75,3.65,32.91,2.98,0.29,24.39,4.31,,6.97,0.2,,69.1,0.88,72.16,47.24,750.0,,32.69,0.0
2021-09-08 18:00:00,2021-09-08 19:00:00,17.9,24.4,1.56,5.9,4.04,34.25,2.95,0.34,11.78,5.71,,7.68,0.35,,73.26,0.69,62.04,2.74,750.0,,31.41,0.0
2021-09-08 19:00:00,2021-09-08 20:00:00,14.5,43.2,1.58,7.2,4.69,32.93,2.96,0.41,9.6,8.25,,10.96,0.68,,75.53,0.73,79.76,,750.0,,31.01,0.0
2021-09-08 20:00:00,2021-09-08 21:00:00,21.0,45.37,1.63,7.33,4.79,29.15,3.01,0.45,9.45,10.35,,13.25,1.02,,74.93,0.73,76.1,,750.0,,30.91,0.0
2021-09-08 21:00:00,2021-09-08 22:00:00,20.0,39.69,1.64,5.58,3.94,26.57,2.97,0.41,9.95,9.11,,13.02,1.06,,76.83,0.55,82.77,,750.0,,30.26,0.0
2021-09-08 22:00:00,2021-09-08 23:00:00,16.0,35.27,1.7,5.7,4.05,24.86,2.96,0.39,8.3,6.95,,12.37,1.1,,78.64,0.61,76.53,,750.0,,29.87,0.0
2021-09-08 23:00:00,2021-09-09 00:00:00,14.1,34.3,1.68,5.98,4.17,23.78,2.96,0.35,8.67,5.55,,12.62,1.14,,78.99,0.6,64.06,,750.0,,29.62,0.0
2021-09-09 00:00:00,2021-09-09 01:00:00,14.8,30.85,1.78,4.33,3.44,22.45,2.9,0.33,8.03,5.31,,15.58,2.25,,80.51,0.66,86.47,,750.0,,29.38,0.0
