From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3)
2023-01-13 11:00:00,2023-01-13 12:00:00,61.39,116.61,3.79,18.81,12.9,19.44,0.43
2023-01-13 12:00:00,2023-01-13 13:00:00,72.94,101.88,1.42,98.13,52.45,19.84,0.39
2023-01-13 13:00:00,2023-01-13 14:00:00,30.02,120.58,1.42,98.13,52.45,20.75,0.36
2023-01-13 14:00:00,2023-01-13 15:00:00,26.31,94.36,1.42,98.13,52.45,20.23,0.35
2023-01-13 15:00:00,2023-01-13 16:00:00,38.7,125.12,6.62,93.97,54.45,19.5,0.29
2023-01-13 16:00:00,2023-01-13 17:00:00,51.96,119.51,12.83,87.75,42.12,18.96,0.38
2023-01-13 17:00:00,2023-01-13 18:00:00,39.73,131.46,,,0.0,19.03,0.43
2023-01-13 18:00:00,2023-01-13 19:00:00,35.91,85.7,,,,18.43,0.5
2023-01-13 19:00:00,2023-01-13 20:00:00,159.55,381.36,,,0.0,18.0,0.48
2023-01-13 20:00:00,2023-01-13 21:00:00,123.58,301.61,,,0.0,18.18,0.39
2023-01-13 21:00:00,2023-01-13 22:00:00,112.04,193.6,11.66,10.3,11.07,19.34,0.46
2023-01-13 22:00:00,2023-01-13 23:00:00,121.59,212.85,14.61,11.08,17.54,19.2,0.4
2023-01-13 23:00:00,2023-01-14 00:00:00,112.93,179.04,13.92,13.07,18.02,19.36,0.33
2023-01-14 00:00:00,2023-01-14 01:00:00,88.35,154.74,1.88,19.72,11.84,19.52,0.41
2023-01-14 01:00:00,2023-01-14 02:00:00,104.47,142.32,1.7,21.65,11.73,19.94,0.41
2023-01-14 02:00:00,2023-01-14 03:00:00,73.98,86.47,0.61,24.22,11.61,19.3,0.34
2023-01-14 03:00:00,2023-01-14 04:00:00,,,7.71,9.38,11.12,19.54,0.29
2023-01-14 04:00:00,2023-01-14 05:00:00,,,8.5,9.82,11.98,20.04,0.37
2023-01-14 05:00:00,2023-01-14 06:00:00,,,8.8,10.77,12.72,19.83,0.36
2023-01-14 06:00:00,2023-01-14 07:00:00,,,6.16,12.12,11.3,19.37,0.34
2023-01-14 07:00:00,2023-01-14 08:00:00,,,7.23,9.83,10.96,19.14,0.32
2023-01-14 08:00:00,2023-01-14 09:00:00,53.43,,6.81,12.32,11.94,19.02,0.41
2023-01-14 09:00:00,2023-01-14 10:00:00,70.52,,5.42,14.5,11.96,18.61,0.4
2023-01-14 10:00:00,2023-01-14 11:00:00,27.39,51.69,5.04,18.42,13.7,18.7,0.33
2023-01-14 11:00:00,2023-01-14 12:00:00,55.15,136.0,5.51,17.3,13.49,19.19,0.42
2023-01-14 12:00:00,2023-01-14 13:00:00,79.46,255.4,4.93,13.09,10.66,19.59,0.44
2023-01-14 13:00:00,2023-01-14 14:00:00,76.69,195.12,8.8,6.16,10.3,20.88,0.4
2023-01-14 14:00:00,2023-01-14 15:00:00,73.93,155.34,8.58,8.47,11.34,21.8,0.34
2023-01-14 15:00:00,2023-01-14 16:00:00,41.3,145.0,8.68,6.31,10.29,22.07,0.31
2023-01-14 16:00:00,2023-01-14 17:00:00,36.44,111.72,6.05,19.54,15.1,22.05,0.4
2023-01-14 17:00:00,2023-01-14 18:00:00,42.95,119.45,2.21,22.31,13.46,21.0,0.38
2023-01-14 18:00:00,2023-01-14 19:00:00,57.42,222.57,6.14,13.54,12.04,19.02,0.42
2023-01-14 19:00:00,2023-01-14 20:00:00,123.82,307.99,8.82,8.1,11.33,19.62,0.48
2023-01-14 20:00:00,2023-01-14 21:00:00,166.74,317.54,8.7,6.74,10.53,18.99,0.42
2023-01-14 21:00:00,2023-01-14 22:00:00,154.68,309.29,8.54,6.31,10.18,19.08,0.41
2023-01-14 22:00:00,2023-01-14 23:00:00,145.91,288.33,8.54,6.31,10.18,19.5,0.45
2023-01-14 23:00:00,2023-01-15 00:00:00,123.86,258.23,5.09,15.62,12.27,20.16,0.45
2023-01-15 00:00:00,2023-01-15 01:00:00,117.66,226.46,5.74,13.78,11.84,18.11,0.39
2023-01-15 01:00:00,2023-01-15 02:00:00,100.12,196.04,5.47,14.36,11.92,18.74,0.3
2023-01-15 02:00:00,2023-01-15 03:00:00,80.5,138.48,4.57,17.41,12.79,19.76,0.28
2023-01-15 03:00:00,2023-01-15 04:00:00,82.79,144.13,4.15,15.22,11.3,20.22,0.26
2023-01-15 04:00:00,2023-01-15 05:00:00,78.89,143.02,0.14,18.24,9.68,19.55,0.36
2023-01-15 05:00:00,2023-01-15 06:00:00,63.29,133.5,0.65,17.57,9.73,19.3,0.38
2023-01-15 06:00:00,2023-01-15 07:00:00,61.83,117.04,7.49,10.29,11.41,18.49,0.33
2023-01-15 07:00:00,2023-01-15 08:00:00,69.74,138.79,9.29,8.64,11.99,18.07,0.36
2023-01-15 08:00:00,2023-01-15 09:00:00,81.85,158.67,8.46,7.84,10.91,17.78,0.37
2023-01-15 09:00:00,2023-01-15 10:00:00,60.75,134.35,5.72,13.65,11.76,17.74,0.36
2023-01-15 10:00:00,2023-01-15 11:00:00,63.69,121.56,3.91,17.8,12.47,14.57,0.41
2023-01-15 11:00:00,2023-01-15 12:00:00,58.33,125.37,2.38,20.88,12.86,7.94,0.4
2023-01-15 12:00:00,2023-01-15 13:00:00,63.24,101.39,4.33,16.23,11.99,8.62,0.42
2023-01-15 13:00:00,2023-01-15 14:00:00,57.41,115.64,6.95,10.29,10.98,7.69,0.39
2023-01-15 14:00:00,2023-01-15 15:00:00,48.99,87.09,11.0,7.39,12.72,6.29,0.33
2023-01-15 15:00:00,2023-01-15 16:00:00,44.8,78.08,5.08,14.79,11.84,1.38,0.27
2023-01-15 16:00:00,2023-01-15 17:00:00,42.95,63.83,2.73,20.05,12.7,0.1,0.37
2023-01-15 17:00:00,2023-01-15 18:00:00,39.71,81.94,2.81,19.74,12.6,0.44,0.4
2023-01-15 18:00:00,2023-01-15 19:00:00,65.43,127.32,4.38,17.18,10.66,10.39,0.39
2023-01-15 19:00:00,2023-01-15 20:00:00,80.71,136.24,5.89,8.06,6.08,9.12,0.38
2023-01-15 20:00:00,2023-01-15 21:00:00,60.24,97.81,2.12,8.58,5.73,8.02,0.44
2023-01-15 21:00:00,2023-01-15 22:00:00,80.06,140.63,6.68,12.25,11.79,12.67,0.49
2023-01-15 22:00:00,2023-01-15 23:00:00,77.65,125.5,7.62,11.24,12.02,10.27,0.48
2023-01-15 23:00:00,2023-01-16 00:00:00,79.16,134.9,6.42,11.67,11.09,9.18,0.47
2023-01-16 00:00:00,2023-01-16 01:00:00,75.64,85.32,4.21,14.47,10.98,16.44,0.4
2023-01-16 01:00:00,2023-01-16 02:00:00,66.98,98.51,6.6,11.91,11.55,21.66,0.37
2023-01-16 02:00:00,2023-01-16 03:00:00,65.57,80.69,5.82,11.31,10.61,16.91,0.31
2023-01-16 03:00:00,2023-01-16 04:00:00,,,2.74,16.76,10.99,17.16,0.28
2023-01-16 04:00:00,2023-01-16 05:00:00,,,2.74,16.76,10.99,18.55,0.38
2023-01-16 05:00:00,2023-01-16 06:00:00,54.11,79.96,8.98,9.06,11.97,19.64,0.39
2023-01-16 06:00:00,2023-01-16 07:00:00,,,6.55,11.95,11.53,3.66,0.34
2023-01-16 07:00:00,2023-01-16 08:00:00,107.85,181.02,7.08,10.88,11.4,0.45,0.36
2023-01-16 08:00:00,2023-01-16 09:00:00,100.58,137.42,7.23,8.18,10.09,1.63,0.36
2023-01-16 09:00:00,2023-01-16 10:00:00,94.41,158.65,4.82,13.99,11.22,0.6,0.39
2023-01-16 10:00:00,2023-01-16 11:00:00,,,3.58,14.62,10.55,10.03,0.35
2023-01-16 11:00:00,2023-01-16 12:00:00,,,4.74,13.89,11.09,16.51,0.4
2023-01-16 12:00:00,2023-01-16 13:00:00,99.35,145.82,3.79,15.46,11.05,13.07,0.36
2023-01-16 13:00:00,2023-01-16 14:00:00,94.61,151.15,,11.42,1.47,7.69,0.27
2023-01-16 14:00:00,2023-01-16 15:00:00,78.75,155.3,,10.15,0.0,7.78,0.23
2023-01-16 15:00:00,2023-01-16 16:00:00,80.27,152.81,7.52,6.1,9.25,11.04,0.22
2023-01-16 16:00:00,2023-01-16 17:00:00,65.0,131.81,1.94,22.25,13.21,14.38,0.36
2023-01-16 17:00:00,2023-01-16 18:00:00,59.6,128.28,1.05,23.5,13.15,7.97,0.35
2023-01-16 18:00:00,2023-01-16 19:00:00,81.4,181.09,5.28,12.29,10.69,11.54,0.37
2023-01-16 19:00:00,2023-01-16 20:00:00,97.37,221.6,8.5,10.03,12.09,14.87,0.39
2023-01-16 20:00:00,2023-01-16 21:00:00,102.25,205.31,15.22,7.63,16.22,12.34,0.39
2023-01-16 21:00:00,2023-01-16 22:00:00,94.66,188.61,15.28,7.56,16.24,8.31,0.36
2023-01-16 22:00:00,2023-01-16 23:00:00,87.55,158.57,15.28,7.56,16.24,9.83,0.32
2023-01-16 23:00:00,2023-01-17 00:00:00,85.64,146.62,1.84,14.2,8.84,13.67,0.32
2023-01-17 00:00:00,2023-01-17 01:00:00,73.51,129.19,2.79,14.24,9.72,6.45,0.35
2023-01-17 01:00:00,2023-01-17 02:00:00,64.49,113.88,3.13,16.82,11.33,3.22,0.32
2023-01-17 02:00:00,2023-01-17 03:00:00,57.51,89.29,3.33,16.37,11.26,2.92,0.32
2023-01-17 03:00:00,2023-01-17 04:00:00,59.08,85.43,2.43,15.73,10.19,3.04,0.33
2023-01-17 04:00:00,2023-01-17 05:00:00,62.87,86.94,2.42,12.43,8.47,0.96,0.39
2023-01-17 05:00:00,2023-01-17 06:00:00,63.97,91.12,2.6,12.15,8.47,0.8,0.41
2023-01-17 06:00:00,2023-01-17 07:00:00,70.08,94.6,7.04,13.08,12.46,11.83,0.38
2023-01-17 07:00:00,2023-01-17 08:00:00,77.55,110.91,6.02,13.13,11.72,12.64,0.41
2023-01-17 08:00:00,2023-01-17 09:00:00,82.53,124.46,6.91,9.0,10.27,8.38,0.38
2023-01-17 09:00:00,2023-01-17 10:00:00,84.83,147.1,7.06,8.57,10.17,6.81,0.39
2023-01-17 10:00:00,2023-01-17 11:00:00,89.13,148.19,5.67,13.83,11.8,9.17,0.41
2023-01-17 11:00:00,2023-01-17 12:00:00,85.88,160.21,3.19,21.16,13.65,6.32,0.4
2023-01-17 12:00:00,2023-01-17 13:00:00,80.42,158.64,1.47,11.84,4.86,8.34,0.35
2023-01-17 13:00:00,2023-01-17 14:00:00,77.23,153.6,7.49,6.73,7.04,8.57,0.34
2023-01-17 14:00:00,2023-01-17 15:00:00,77.05,153.57,8.77,8.15,11.33,11.66,0.38
2023-01-17 15:00:00,2023-01-17 16:00:00,82.07,171.6,9.07,5.46,10.16,7.36,0.38
2023-01-17 16:00:00,2023-01-17 17:00:00,82.12,157.86,1.21,13.57,0.34,7.86,0.4
2023-01-17 17:00:00,2023-01-17 18:00:00,86.88,157.82,1.83,15.47,3.42,14.64,0.43
2023-01-17 18:00:00,2023-01-17 19:00:00,95.45,159.02,3.08,16.63,9.89,9.31,0.45
2023-01-17 19:00:00,2023-01-17 20:00:00,96.79,166.7,,17.95,9.3,6.79,0.4
2023-01-17 20:00:00,2023-01-17 21:00:00,94.2,158.62,,17.95,9.3,4.36,0.42
2023-01-17 21:00:00,2023-01-17 22:00:00,94.59,161.39,7.95,15.08,11.24,5.08,0.45
2023-01-17 22:00:00,2023-01-17 23:00:00,97.47,174.3,9.27,22.29,19.11,3.81,0.46
2023-01-17 23:00:00,2023-01-18 00:00:00,95.58,177.81,9.25,22.55,19.23,1.44,0.4
2023-01-18 00:00:00,2023-01-18 01:00:00,95.63,166.06,5.36,36.18,23.24,9.19,0.37
2023-01-18 01:00:00,2023-01-18 02:00:00,97.54,179.25,9.22,4.96,10.03,12.68,0.41
2023-01-18 02:00:00,2023-01-18 03:00:00,92.79,180.52,10.3,1.23,8.94,8.25,0.4
2023-01-18 03:00:00,2023-01-18 04:00:00,90.26,178.56,,23.95,0.0,7.07,0.34
2023-01-18 04:00:00,2023-01-18 05:00:00,95.22,188.36,11.06,16.88,16.47,9.78,0.38
2023-01-18 05:00:00,2023-01-18 06:00:00,99.66,199.82,14.8,13.17,18.79,12.99,0.41
2023-01-18 06:00:00,2023-01-18 07:00:00,94.13,193.85,3.6,19.09,12.9,3.17,0.44
2023-01-18 07:00:00,2023-01-18 08:00:00,102.31,202.29,1.15,20.33,11.57,0.18,0.43
2023-01-18 08:00:00,2023-01-18 09:00:00,103.03,191.52,4.59,14.21,11.14,0.48,0.38
2023-01-18 09:00:00,2023-01-18 10:00:00,101.09,194.97,9.28,11.45,13.46,0.49,0.37
2023-01-18 10:00:00,2023-01-18 11:00:00,97.05,189.26,9.63,11.12,13.56,,0.36
2023-01-18 11:00:00,2023-01-18 12:00:00,102.49,205.67,9.63,11.12,13.56,,0.36
2023-01-18 12:00:00,2023-01-18 13:00:00,103.92,216.64,4.3,12.88,10.21,4.98,0.42
2023-01-18 13:00:00,2023-01-18 14:00:00,111.9,235.73,2.56,23.02,6.62,3.33,0.47
2023-01-18 14:00:00,2023-01-18 15:00:00,114.51,233.27,0.5,24.82,4.9,2.84,0.47
2023-01-18 15:00:00,2023-01-18 16:00:00,102.55,217.63,6.14,10.39,10.39,3.56,0.47
2023-01-18 16:00:00,2023-01-18 17:00:00,91.38,196.74,6.71,12.64,12.02,9.74,0.42
2023-01-18 17:00:00,2023-01-18 18:00:00,97.39,204.2,4.97,15.95,10.4,5.53,0.38
2023-01-18 18:00:00,2023-01-18 19:00:00,110.07,236.76,,40.17,0.0,9.27,0.32
2023-01-18 19:00:00,2023-01-18 20:00:00,115.44,250.35,17.36,12.79,14.7,12.72,0.35
2023-01-18 20:00:00,2023-01-18 21:00:00,109.8,227.8,21.66,13.09,24.25,14.93,0.41
2023-01-18 21:00:00,2023-01-18 22:00:00,106.58,217.3,22.89,12.84,25.1,12.59,0.37
2023-01-18 22:00:00,2023-01-18 23:00:00,97.34,172.61,22.89,12.84,25.1,12.64,0.29
2023-01-18 23:00:00,2023-01-19 00:00:00,94.25,140.48,12.52,13.0,16.85,15.42,0.26
2023-01-19 00:00:00,2023-01-19 01:00:00,96.38,116.5,5.5,9.17,9.24,14.98,0.38
2023-01-19 01:00:00,2023-01-19 02:00:00,,,6.15,8.07,9.18,12.38,0.3
2023-01-19 02:00:00,2023-01-19 03:00:00,,,5.26,10.6,9.79,9.05,0.27
2023-01-19 03:00:00,2023-01-19 04:00:00,99.44,,5.22,15.26,12.2,12.63,0.29
2023-01-19 04:00:00,2023-01-19 05:00:00,101.29,,5.0,13.33,11.01,8.85,0.37
2023-01-19 05:00:00,2023-01-19 06:00:00,105.49,,5.03,13.24,10.99,7.92,0.27
2023-01-19 06:00:00,2023-01-19 07:00:00,101.22,,5.21,13.29,11.16,2.8,0.26
2023-01-19 07:00:00,2023-01-19 08:00:00,103.2,,6.18,14.89,12.78,2.08,0.33
2023-01-19 08:00:00,2023-01-19 09:00:00,110.29,,6.41,15.01,13.02,0.48,0.41
2023-01-19 09:00:00,2023-01-19 10:00:00,108.82,220.0,6.41,15.01,13.02,4.64,0.46
2023-01-19 10:00:00,2023-01-19 11:00:00,104.52,221.2,6.01,14.06,12.2,13.07,0.46
2023-01-19 11:00:00,2023-01-19 12:00:00,100.68,273.84,5.75,14.56,12.26,14.09,0.47
2023-01-19 12:00:00,2023-01-19 13:00:00,109.41,258.44,2.45,17.22,10.99,9.09,0.33
2023-01-19 13:00:00,2023-01-19 14:00:00,102.37,231.92,8.38,5.5,9.63,9.34,0.29
2023-01-19 14:00:00,2023-01-19 15:00:00,107.43,232.84,8.27,8.23,10.96,12.32,0.37
2023-01-19 15:00:00,2023-01-19 16:00:00,99.94,205.76,3.84,15.61,11.27,10.41,0.38
2023-01-19 16:00:00,2023-01-19 17:00:00,96.53,196.17,4.44,12.81,10.28,11.54,0.35
2023-01-19 17:00:00,2023-01-19 18:00:00,92.77,171.55,4.44,12.81,10.28,15.71,0.27
2023-01-19 18:00:00,2023-01-19 19:00:00,105.05,203.61,5.47,15.55,12.55,10.03,0.37
2023-01-19 19:00:00,2023-01-19 20:00:00,118.01,248.3,2.71,18.97,12.12,6.17,0.39
2023-01-19 20:00:00,2023-01-19 21:00:00,132.28,258.23,2.71,18.97,12.12,4.99,0.39
2023-01-19 21:00:00,2023-01-19 22:00:00,125.23,233.79,4.5,16.01,12.02,10.92,0.42
2023-01-19 22:00:00,2023-01-19 23:00:00,126.45,245.01,8.18,10.66,12.16,13.98,0.45
2023-01-19 23:00:00,2023-01-20 00:00:00,118.07,215.27,6.85,11.51,11.54,13.56,0.39
2023-01-20 00:00:00,2023-01-20 01:00:00,102.05,175.25,5.97,12.62,11.42,9.99,0.4
2023-01-20 01:00:00,2023-01-20 02:00:00,81.8,140.56,7.23,13.96,13.12,12.52,0.45
2023-01-20 02:00:00,2023-01-20 03:00:00,84.59,151.24,6.13,14.4,12.48,7.98,0.44
2023-01-20 03:00:00,2023-01-20 04:00:00,90.19,145.2,4.65,15.68,11.96,5.5,0.42
2023-01-20 04:00:00,2023-01-20 05:00:00,88.59,144.42,4.65,15.68,11.96,4.42,0.37
2023-01-20 05:00:00,2023-01-20 06:00:00,84.33,115.53,7.62,12.24,12.54,6.16,0.37
2023-01-20 06:00:00,2023-01-20 07:00:00,76.76,140.02,4.89,14.29,11.42,10.12,0.33
2023-01-20 07:00:00,2023-01-20 08:00:00,77.93,137.34,5.0,14.02,11.37,10.66,0.33
2023-01-20 08:00:00,2023-01-20 09:00:00,102.19,186.35,4.46,14.26,11.06,8.99,0.4
2023-01-20 09:00:00,2023-01-20 10:00:00,97.94,192.07,10.13,11.21,13.87,9.02,0.45
2023-01-20 10:00:00,2023-01-20 11:00:00,109.32,203.68,11.85,11.06,15.32,8.61,0.39
2023-01-20 11:00:00,2023-01-20 12:00:00,106.75,191.21,7.07,11.42,11.66,8.65,0.33
2023-01-20 12:00:00,2023-01-20 13:00:00,100.14,184.13,7.58,11.78,10.2,14.11,0.37
2023-01-20 13:00:00,2023-01-20 14:00:00,90.19,170.32,6.53,12.07,11.58,14.43,0.39
2023-01-20 14:00:00,2023-01-20 15:00:00,92.7,174.01,5.54,13.19,11.12,9.71,0.33
2023-01-20 15:00:00,2023-01-20 16:00:00,84.5,151.72,3.64,16.62,11.63,10.16,0.29
2023-01-20 16:00:00,2023-01-20 17:00:00,79.97,152.54,7.79,12.2,12.65,11.73,0.4
2023-01-20 17:00:00,2023-01-20 18:00:00,87.72,153.18,8.69,6.46,10.38,9.4,0.42
2023-01-20 18:00:00,2023-01-20 19:00:00,111.72,229.92,8.96,5.41,10.05,15.29,0.4
2023-01-20 19:00:00,2023-01-20 20:00:00,138.17,276.98,8.68,6.11,10.18,19.64,0.46
2023-01-20 20:00:00,2023-01-20 21:00:00,129.29,265.54,4.69,17.7,13.04,20.76,0.42
2023-01-20 21:00:00,2023-01-20 22:00:00,132.81,246.31,3.61,14.99,1.95,19.9,0.41
2023-01-20 22:00:00,2023-01-20 23:00:00,122.76,209.61,1.54,16.54,1.84,20.16,0.39
2023-01-20 23:00:00,2023-01-21 00:00:00,105.8,153.0,2.08,23.63,14.04,23.25,0.36
2023-01-21 00:00:00,2023-01-21 01:00:00,93.03,133.32,4.37,15.21,11.48,16.98,0.35
2023-01-21 01:00:00,2023-01-21 02:00:00,89.78,118.5,2.26,17.8,11.14,16.11,0.3
2023-01-21 02:00:00,2023-01-21 03:00:00,83.29,116.55,0.99,19.49,11.01,13.36,0.28
2023-01-21 03:00:00,2023-01-21 04:00:00,79.45,105.04,5.88,12.62,11.34,16.09,0.29
2023-01-21 04:00:00,2023-01-21 05:00:00,77.26,113.41,9.44,4.45,9.93,15.52,0.38
2023-01-21 05:00:00,2023-01-21 06:00:00,67.53,102.59,6.18,5.93,8.06,14.35,0.4
2023-01-21 06:00:00,2023-01-21 07:00:00,62.9,104.36,5.54,14.2,11.9,11.17,0.36
2023-01-21 07:00:00,2023-01-21 08:00:00,66.77,102.37,5.59,17.54,13.68,13.69,0.41
2023-01-21 08:00:00,2023-01-21 09:00:00,89.17,143.41,4.18,16.23,11.86,9.75,0.4
2023-01-21 09:00:00,2023-01-21 10:00:00,112.48,186.45,7.57,9.43,11.03,9.72,0.37
2023-01-21 10:00:00,2023-01-21 11:00:00,104.12,221.78,6.6,11.6,11.39,13.38,0.33
2023-01-21 11:00:00,2023-01-21 12:00:00,104.14,201.16,7.81,10.42,11.74,15.69,0.37
2023-01-21 12:00:00,2023-01-21 13:00:00,108.35,197.79,7.28,11.8,12.04,11.53,0.36
2023-01-21 13:00:00,2023-01-21 14:00:00,99.1,202.48,4.49,14.66,11.29,12.39,0.34
2023-01-21 14:00:00,2023-01-21 15:00:00,83.74,168.64,4.51,14.58,11.27,15.02,0.31
2023-01-21 15:00:00,2023-01-21 16:00:00,77.36,121.06,5.22,11.56,10.26,13.27,0.3
2023-01-21 16:00:00,2023-01-21 17:00:00,67.05,106.38,2.39,13.69,9.05,11.3,0.35
2023-01-21 17:00:00,2023-01-21 18:00:00,64.7,92.91,7.92,3.46,8.2,13.28,0.32
2023-01-21 18:00:00,2023-01-21 19:00:00,80.21,195.42,5.08,14.85,11.86,9.27,0.4
2023-01-21 19:00:00,2023-01-21 20:00:00,103.64,238.62,2.27,18.69,11.62,3.54,0.43
2023-01-21 20:00:00,2023-01-21 21:00:00,109.6,223.64,2.2,19.02,11.74,1.97,0.41
2023-01-21 21:00:00,2023-01-21 22:00:00,107.04,168.48,6.25,11.24,10.93,4.33,0.4
2023-01-21 22:00:00,2023-01-21 23:00:00,89.69,145.16,8.61,9.43,11.87,9.68,0.45
2023-01-21 23:00:00,2023-01-22 00:00:00,83.36,91.52,5.18,14.29,11.65,5.53,0.41
2023-01-22 00:00:00,2023-01-22 01:00:00,89.78,104.21,5.18,14.29,11.65,6.41,0.37
2023-01-22 01:00:00,2023-01-22 02:00:00,90.2,99.22,5.9,13.14,11.63,10.99,0.37
2023-01-22 02:00:00,2023-01-22 03:00:00,87.06,100.84,10.38,5.77,11.37,9.11,0.34
2023-01-22 03:00:00,2023-01-22 04:00:00,,,3.53,16.3,10.4,7.84,0.3
2023-01-22 04:00:00,2023-01-22 05:00:00,,,4.45,18.81,13.42,7.46,0.4
2023-01-22 05:00:00,2023-01-22 06:00:00,,,6.88,16.24,14.04,12.87,0.51
2023-01-22 06:00:00,2023-01-22 07:00:00,,,4.49,15.32,11.64,7.16,0.46
2023-01-22 07:00:00,2023-01-22 08:00:00,,,2.97,13.45,9.16,7.09,0.48
2023-01-22 08:00:00,2023-01-22 09:00:00,,,5.06,13.62,11.21,6.33,0.39
2023-01-22 09:00:00,2023-01-22 10:00:00,81.01,,5.66,12.35,11.03,6.92,0.44
2023-01-22 10:00:00,2023-01-22 11:00:00,82.04,,5.95,10.26,10.17,3.23,0.4
2023-01-22 11:00:00,2023-01-22 12:00:00,74.58,,5.52,11.29,10.36,4.11,0.38
2023-01-22 12:00:00,2023-01-22 13:00:00,75.56,,5.16,16.17,12.62,6.93,0.35
2023-01-22 13:00:00,2023-01-22 14:00:00,73.57,,6.65,16.11,13.78,4.87,0.36
2023-01-22 14:00:00,2023-01-22 15:00:00,68.75,,2.68,19.81,12.53,1.9,0.35
2023-01-22 15:00:00,2023-01-22 16:00:00,,,,,,,
2023-01-22 16:00:00,2023-01-22 17:00:00,,,,,,,
2023-01-22 17:00:00,2023-01-22 18:00:00,96.48,,,,,,2.04
2023-01-22 18:00:00,2023-01-22 19:00:00,166.12,,,,,,2.38
2023-01-22 19:00:00,2023-01-22 20:00:00,154.47,,,,,,2.73
2023-01-22 20:00:00,2023-01-22 21:00:00,134.79,,,,,,0.54
2023-01-22 21:00:00,2023-01-22 22:00:00,128.06,,,,,,0.46
2023-01-22 22:00:00,2023-01-22 23:00:00,113.78,,,,,,0.53
2023-01-22 23:00:00,2023-01-23 00:00:00,106.18,,,,,,0.48
2023-01-23 00:00:00,2023-01-23 01:00:00,89.48,,,,,,0.41
2023-01-23 01:00:00,2023-01-23 02:00:00,82.65,,,,,,0.41
2023-01-23 02:00:00,2023-01-23 03:00:00,72.12,,,,,,0.31
2023-01-23 03:00:00,2023-01-23 04:00:00,64.66,,,,,,0.34
2023-01-23 04:00:00,2023-01-23 05:00:00,63.63,,,,,,0.4
2023-01-23 05:00:00,2023-01-23 06:00:00,52.97,,,,,,0.4
2023-01-23 06:00:00,2023-01-23 07:00:00,54.53,,,,,,0.39
2023-01-23 07:00:00,2023-01-23 08:00:00,69.94,,,,,,0.39
2023-01-23 08:00:00,2023-01-23 09:00:00,74.76,,,,,,0.4
2023-01-23 09:00:00,2023-01-23 10:00:00,68.75,,5.61,16.33,13.06,6.1,0.4
2023-01-23 10:00:00,2023-01-23 11:00:00,58.43,105.93,3.78,17.67,12.3,8.68,0.41
2023-01-23 11:00:00,2023-01-23 12:00:00,49.75,320.94,4.54,16.39,12.23,10.68,0.42
2023-01-23 12:00:00,2023-01-23 13:00:00,48.52,261.61,5.39,15.02,12.2,12.87,0.39
2023-01-23 13:00:00,2023-01-23 14:00:00,55.37,190.58,3.9,16.95,12.02,15.32,0.33
2023-01-23 14:00:00,2023-01-23 15:00:00,50.29,160.87,4.29,15.8,11.73,14.64,0.33
2023-01-23 15:00:00,2023-01-23 16:00:00,43.56,106.44,3.65,17.59,12.14,16.74,0.29
2023-01-23 16:00:00,2023-01-23 17:00:00,49.5,110.93,9.13,15.32,15.37,18.64,0.38
2023-01-23 17:00:00,2023-01-23 18:00:00,54.26,116.11,5.68,13.59,11.69,11.88,0.38
