From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),RF (mm),AT (degree C)
2022-11-15 18:00:00,2022-11-15 19:00:00,65.12,81.39,3.0,51.67,37.98,15.02,4.84,0.77,44.16,0.02,2.38,0.2,0.39,0.3,76.13,0.4,25.09,0.58,782.42,-1.82,0.0,25.0
2022-11-15 19:00:00,2022-11-15 20:00:00,201.84,252.3,3.07,68.11,46.63,8.82,4.77,0.97,33.05,0.02,2.39,0.2,0.39,0.3,80.17,0.29,94.65,,780.45,-1.82,0.0,24.47
2022-11-15 20:00:00,2022-11-15 21:00:00,295.44,369.3,3.0,68.04,46.53,9.79,4.82,0.95,31.89,0.02,2.38,0.2,0.39,0.3,81.53,0.2,98.52,,779.12,-1.82,0.0,24.19
2022-11-15 21:00:00,2022-11-15 22:00:00,39.54,49.43,3.0,58.39,41.49,14.13,4.75,1.11,22.9,0.02,2.4,0.2,0.39,0.3,82.08,0.11,50.81,,777.81,-1.74,0.0,24.08
2022-11-15 22:00:00,2022-11-15 23:00:00,126.56,158.21,3.0,61.51,43.12,12.96,4.8,0.76,24.0,0.02,2.39,0.2,0.39,0.3,82.58,0.11,305.4,,777.9,-1.71,0.0,23.79
2022-11-15 23:00:00,2022-11-16 00:00:00,277.38,346.73,3.0,51.44,37.86,16.11,4.78,0.52,17.02,0.02,2.39,0.2,0.39,0.3,87.59,0.11,158.16,,777.85,-1.76,0.0,23.29
2022-11-16 00:00:00,2022-11-16 01:00:00,134.24,167.8,3.0,50.01,37.11,16.31,4.81,0.35,14.69,0.02,2.39,0.2,0.39,0.3,90.99,0.11,102.78,,777.39,-1.74,0.0,22.84
2022-11-16 01:00:00,2022-11-16 02:00:00,2.79,3.48,3.0,60.01,42.34,11.7,4.73,0.32,5.14,0.02,2.39,0.2,0.39,0.3,93.36,0.15,155.48,,778.21,-1.78,0.0,22.36
2022-11-16 02:00:00,2022-11-16 03:00:00,115.07,143.83,3.18,63.71,44.42,8.99,4.79,0.35,6.38,0.02,2.39,0.2,0.39,0.3,93.23,0.09,93.56,,777.58,-1.82,0.0,22.16
2022-11-16 03:00:00,2022-11-16 04:00:00,247.47,309.35,3.3,62.58,43.92,9.08,4.78,0.64,7.62,0.02,2.4,0.2,0.39,0.3,92.11,0.1,141.09,,778.27,-1.82,0.0,22.08
2022-11-16 04:00:00,2022-11-16 05:00:00,86.63,108.28,3.15,60.34,42.63,10.37,4.81,0.33,6.2,0.02,2.39,0.2,0.39,0.3,93.62,0.09,87.83,,777.58,-1.81,0.0,21.74
2022-11-16 05:00:00,2022-11-16 06:00:00,3.51,4.38,3.37,63.23,44.31,8.7,4.77,0.48,7.3,0.02,2.38,0.2,0.39,0.3,93.34,0.12,156.89,,777.81,-1.79,0.0,21.75
2022-11-16 06:00:00,2022-11-16 07:00:00,205.32,256.65,3.06,57.45,41.05,12.49,4.73,0.53,6.45,0.02,2.39,0.2,0.39,0.3,92.82,0.11,151.14,9.3,778.1,-1.81,0.0,21.77
2022-11-16 07:00:00,2022-11-16 08:00:00,478.08,597.6,3.0,56.98,40.76,14.17,4.75,0.54,4.56,0.02,2.39,0.2,0.39,0.3,90.16,0.1,133.7,82.38,778.38,-1.78,0.0,22.24
2022-11-16 08:00:00,2022-11-16 09:00:00,,,3.0,57.84,41.2,13.9,4.83,0.58,7.72,0.02,2.4,0.2,0.39,0.3,83.79,0.1,138.84,184.41,778.2,-1.78,0.0,23.36
2022-11-16 09:00:00,2022-11-16 10:00:00,,,3.0,51.17,37.72,16.22,4.76,0.46,22.94,0.02,2.39,0.2,0.39,0.3,72.22,0.17,207.37,475.5,779.48,-1.8,0.0,25.49
2022-11-16 10:00:00,2022-11-16 11:00:00,69.97,87.46,3.0,48.35,36.25,17.13,4.11,0.49,38.37,0.01,2.21,0.11,0.3,0.22,68.39,0.21,141.1,489.39,780.28,-1.79,0.0,26.37
2022-11-16 11:00:00,2022-11-16 12:00:00,115.69,144.61,3.0,57.97,41.27,11.77,4.0,0.42,55.42,0.01,2.19,0.1,0.29,0.2,58.5,0.41,15.33,548.93,782.52,-1.8,0.0,27.28
2022-11-16 12:00:00,2022-11-16 13:00:00,128.91,161.14,3.0,53.09,38.72,14.28,4.02,0.61,55.74,0.01,2.19,0.1,0.29,0.2,55.88,0.45,13.69,306.87,783.81,-1.82,0.0,27.65
2022-11-16 13:00:00,2022-11-16 14:00:00,92.26,115.33,3.0,52.81,38.57,14.43,4.03,0.77,53.31,0.01,2.19,0.1,0.29,0.2,55.5,0.39,21.55,319.13,783.28,-1.82,0.0,27.9
2022-11-16 14:00:00,2022-11-16 15:00:00,118.93,148.66,3.76,64.75,45.42,7.58,3.98,0.79,54.53,0.01,2.19,0.1,0.29,0.2,55.36,0.51,11.56,191.25,783.68,-1.82,0.0,27.73
2022-11-16 15:00:00,2022-11-16 16:00:00,124.02,155.03,3.62,64.25,45.06,7.94,4.03,0.7,54.27,0.01,2.19,0.1,0.29,0.2,56.8,0.49,267.14,168.4,783.0,-1.82,0.0,27.3
2022-11-16 16:00:00,2022-11-16 17:00:00,121.64,152.05,3.0,56.12,40.3,12.7,4.01,0.66,53.0,0.01,2.19,0.1,0.29,0.2,57.79,0.57,179.73,88.38,783.25,-1.82,0.0,26.63
2022-11-16 17:00:00,2022-11-16 18:00:00,135.43,169.28,3.0,66.32,45.63,7.96,4.0,0.81,48.62,0.01,2.19,0.1,0.29,0.2,59.91,0.34,90.48,20.75,780.75,-1.82,0.0,26.13
2022-11-16 18:00:00,2022-11-16 19:00:00,145.39,181.73,3.07,82.59,54.19,1.81,4.0,1.06,41.06,0.01,2.2,0.1,0.29,0.2,64.58,0.2,353.46,0.14,779.13,-1.82,0.0,25.44
2022-11-16 19:00:00,2022-11-16 20:00:00,161.91,202.38,3.33,88.51,57.49,0.8,3.98,1.09,37.66,0.01,2.2,0.1,0.29,0.2,74.3,0.28,113.88,,780.29,-1.82,0.0,24.8
2022-11-16 20:00:00,2022-11-16 21:00:00,167.07,208.84,3.73,84.12,55.52,2.33,3.99,0.9,37.09,0.01,2.19,0.1,0.29,0.2,81.08,0.31,186.91,,780.79,-1.81,0.0,24.12
2022-11-16 21:00:00,2022-11-16 22:00:00,118.0,147.5,4.42,86.41,57.26,0.82,3.98,0.93,36.99,0.01,2.19,0.1,0.29,0.2,77.57,0.18,192.56,,779.15,-1.82,0.0,23.79
2022-11-16 22:00:00,2022-11-16 23:00:00,68.21,85.25,3.92,74.56,50.68,2.83,3.99,0.7,45.98,0.01,2.18,0.1,0.29,0.2,69.85,0.22,14.73,,779.32,-1.82,0.0,23.62
2022-11-16 23:00:00,2022-11-17 00:00:00,54.16,67.69,4.29,76.84,52.17,1.43,3.98,0.74,33.84,0.01,2.19,0.1,0.29,0.2,79.44,0.14,171.81,,778.15,-1.82,0.0,23.04
2022-11-17 00:00:00,2022-11-17 01:00:00,69.06,86.32,3.38,71.17,48.47,4.69,3.99,0.47,15.92,0.01,2.19,0.1,0.29,0.2,90.46,0.13,134.68,,777.98,-1.82,0.0,22.12
2022-11-17 01:00:00,2022-11-17 02:00:00,85.98,107.48,3.0,60.64,42.67,10.33,3.98,0.33,11.65,0.01,2.19,0.1,0.29,0.2,91.68,0.07,100.57,,777.45,-1.79,0.0,21.77
2022-11-17 02:00:00,2022-11-17 03:00:00,99.97,124.96,3.0,55.91,40.2,12.8,4.0,0.33,6.49,0.01,2.19,0.1,0.29,0.2,92.61,0.08,132.31,,778.01,-1.73,0.0,21.41
2022-11-17 03:00:00,2022-11-17 04:00:00,110.54,138.18,3.0,45.18,34.59,18.41,4.04,0.3,8.35,0.01,2.2,0.1,0.29,0.2,93.02,0.18,160.45,,778.86,-1.73,0.0,21.0
2022-11-17 04:00:00,2022-11-17 05:00:00,110.53,138.16,3.0,42.15,33.01,20.0,3.97,0.32,11.0,0.01,2.19,0.1,0.29,0.2,92.94,0.07,66.13,,777.7,-1.7,0.0,20.76
2022-11-17 05:00:00,2022-11-17 06:00:00,94.0,117.51,3.0,43.37,33.64,19.36,3.98,0.36,10.2,0.01,2.18,0.1,0.29,0.2,92.72,0.08,137.84,,778.1,-1.76,0.0,20.41
2022-11-17 06:00:00,2022-11-17 07:00:00,84.26,105.33,3.0,67.63,46.32,6.68,4.03,0.58,9.57,0.01,2.19,0.1,0.29,0.2,92.2,0.15,149.44,8.87,779.13,-1.79,0.0,20.07
2022-11-17 07:00:00,2022-11-17 08:00:00,80.12,100.15,3.0,77.85,51.66,1.34,4.01,0.68,10.65,0.01,2.2,0.1,0.29,0.2,86.11,0.09,103.79,120.45,778.59,-1.81,0.0,20.7
2022-11-17 08:00:00,2022-11-17 09:00:00,78.58,98.23,3.0,75.13,50.24,2.98,4.0,0.71,15.04,0.01,2.19,0.1,0.29,0.2,73.29,0.14,144.28,343.82,779.31,-1.74,0.0,23.07
2022-11-17 09:00:00,2022-11-17 10:00:00,88.31,110.39,3.0,73.47,49.37,3.63,3.99,1.0,34.11,0.01,2.19,0.1,0.29,0.2,64.24,0.27,145.17,552.5,781.1,-1.82,0.0,25.06
2022-11-17 10:00:00,2022-11-17 11:00:00,100.78,125.98,3.0,69.28,47.18,6.14,4.03,1.12,54.71,0.01,2.19,0.1,0.29,0.2,49.99,0.31,23.99,699.47,781.95,-1.82,0.0,26.48
2022-11-17 11:00:00,2022-11-17 12:00:00,103.97,129.97,3.0,37.76,30.71,22.29,4.01,0.88,57.99,0.01,2.18,0.1,0.29,0.2,42.54,0.53,9.51,585.33,783.3,-1.82,0.0,27.06
2022-11-17 12:00:00,2022-11-17 13:00:00,100.43,125.54,3.0,32.41,27.91,25.09,3.99,0.93,56.63,0.01,2.18,0.1,0.29,0.2,41.99,0.49,7.08,241.81,782.98,-1.82,0.0,27.48
2022-11-17 13:00:00,2022-11-17 14:00:00,90.52,113.15,3.0,30.55,20.2,25.99,3.99,0.95,59.65,0.01,2.19,0.1,0.29,0.2,39.61,0.55,98.49,268.56,783.41,-1.82,0.0,27.84
2022-11-17 14:00:00,2022-11-17 15:00:00,90.96,113.7,3.0,26.82,16.66,27.97,4.01,0.99,59.23,0.01,2.2,0.1,0.29,0.2,39.3,0.51,99.54,154.17,782.99,-1.81,0.0,27.96
2022-11-17 15:00:00,2022-11-17 16:00:00,94.15,117.69,3.0,31.38,19.09,25.54,4.02,1.06,59.94,0.01,2.19,0.1,0.29,0.2,40.37,0.56,181.82,215.74,783.21,-1.82,0.0,27.48
2022-11-17 16:00:00,2022-11-17 17:00:00,90.95,113.69,3.0,50.52,29.26,15.37,4.01,1.45,57.02,0.01,2.19,0.1,0.29,0.2,45.37,0.45,5.1,141.08,782.53,-1.82,0.0,26.5
2022-11-17 17:00:00,2022-11-17 18:00:00,86.35,107.94,3.0,64.21,36.55,8.08,3.95,1.54,51.24,0.01,2.19,0.1,0.29,0.2,49.72,0.22,272.33,34.43,779.69,-1.82,0.0,25.71
2022-11-17 18:00:00,2022-11-17 19:00:00,88.99,111.23,3.0,82.95,46.52,1.41,4.03,1.81,43.87,0.01,2.19,0.1,0.29,0.2,55.05,0.23,353.56,1.25,779.37,-1.82,0.0,24.99
2022-11-17 19:00:00,2022-11-17 20:00:00,103.93,129.9,3.0,107.58,59.62,,4.01,2.02,31.56,0.01,2.19,0.1,0.29,0.2,62.32,0.12,351.9,,777.92,-1.82,0.0,24.05
2022-11-17 20:00:00,2022-11-17 21:00:00,123.83,154.78,3.0,102.16,56.74,,4.01,1.99,29.1,0.01,2.2,0.1,0.29,0.2,66.71,0.09,337.39,,777.72,-1.75,0.0,23.46
2022-11-17 21:00:00,2022-11-17 22:00:00,138.55,173.18,3.0,89.39,49.94,1.35,4.0,1.71,25.97,0.01,2.19,0.1,0.29,0.2,72.0,0.06,141.62,,777.66,-1.55,0.0,22.8
2022-11-17 22:00:00,2022-11-17 23:00:00,133.27,166.59,3.0,67.84,38.48,7.14,4.01,0.98,21.53,0.01,2.19,0.1,0.29,0.2,78.24,0.26,139.16,,779.99,-1.46,0.0,21.93
2022-11-17 23:00:00,2022-11-18 00:00:00,120.97,151.2,3.0,51.37,29.72,14.91,4.02,0.89,23.38,0.01,2.19,0.1,0.29,0.2,81.48,0.11,117.78,,778.31,-1.53,0.0,21.27
2022-11-18 00:00:00,2022-11-18 01:00:00,109.69,137.11,3.0,55.29,31.8,12.83,4.0,0.41,24.8,0.01,2.19,0.1,0.29,0.2,82.2,0.09,96.67,,778.64,-1.36,0.0,20.95
2022-11-18 01:00:00,2022-11-18 02:00:00,101.24,126.55,3.36,64.51,37.01,7.62,3.98,0.28,28.83,0.01,2.19,0.1,0.29,0.2,81.7,0.1,87.74,,778.72,-1.47,0.0,20.54
2022-11-18 02:00:00,2022-11-18 03:00:00,94.77,118.46,3.2,64.9,37.08,7.55,3.98,0.3,30.0,0.01,2.19,0.1,0.29,0.2,82.05,0.21,135.01,,779.5,-1.82,0.0,20.23
2022-11-18 03:00:00,2022-11-18 04:00:00,89.64,112.05,3.27,70.05,39.88,4.75,3.99,0.33,26.44,0.01,2.2,0.1,0.29,0.2,83.12,0.08,114.95,,778.48,-1.79,0.0,20.03
2022-11-18 04:00:00,2022-11-18 05:00:00,86.47,108.07,3.2,69.7,39.63,5.0,3.97,0.37,25.02,0.01,2.19,0.1,0.29,0.2,83.36,0.11,127.85,,778.35,-1.75,0.0,19.87
2022-11-18 05:00:00,2022-11-18 06:00:00,83.83,104.78,3.62,78.12,44.46,2.4,4.02,0.44,22.42,0.01,2.19,0.1,0.29,0.2,83.47,0.15,138.76,,779.09,-1.76,0.0,19.85
2022-11-18 06:00:00,2022-11-18 07:00:00,90.49,113.11,3.71,81.9,46.54,2.4,3.99,0.63,15.36,0.01,2.19,0.1,0.29,0.2,83.6,0.14,140.31,11.95,779.3,-1.5,0.0,19.8
2022-11-18 07:00:00,2022-11-18 08:00:00,101.62,127.01,4.46,92.89,52.99,1.13,4.02,0.75,18.71,0.01,2.19,0.1,0.29,0.2,79.15,0.16,141.36,59.64,779.82,-1.01,0.0,20.37
2022-11-18 08:00:00,2022-11-18 09:00:00,109.44,136.8,5.27,108.11,61.74,,3.98,0.95,15.77,0.01,2.21,0.1,0.29,0.2,75.48,0.1,136.92,212.79,778.8,-1.16,0.0,21.48
2022-11-18 09:00:00,2022-11-18 10:00:00,134.97,168.71,4.38,97.97,55.63,4.21,3.99,0.82,37.54,0.01,2.18,0.1,0.29,0.2,58.14,0.21,135.52,532.38,780.32,-1.46,0.0,25.23
2022-11-18 10:00:00,2022-11-18 11:00:00,160.3,200.37,3.08,73.34,41.47,6.41,5.18,0.7,56.44,0.02,1.99,0.2,0.39,0.3,52.54,0.28,21.45,603.44,781.55,-1.71,0.0,26.54
2022-11-18 11:00:00,2022-11-18 12:00:00,149.49,186.86,3.0,69.18,39.2,5.55,5.19,0.58,60.06,0.02,1.99,0.2,0.39,0.3,48.33,0.4,94.92,420.09,782.8,-1.82,0.0,26.62
2022-11-18 12:00:00,2022-11-18 13:00:00,122.53,153.16,3.12,72.38,40.99,4.8,5.2,0.72,58.44,0.02,2.0,0.2,0.39,0.3,46.32,0.46,180.84,263.66,782.51,-1.82,0.0,26.11
2022-11-18 13:00:00,2022-11-18 14:00:00,103.97,129.95,3.0,66.89,37.97,6.66,5.18,0.82,57.3,0.02,2.0,0.2,0.39,0.3,47.26,0.43,270.06,320.8,782.23,-1.82,0.0,26.76
2022-11-18 14:00:00,2022-11-18 15:00:00,100.84,126.04,3.03,62.15,35.48,9.43,5.2,0.8,61.6,0.02,1.98,0.2,0.39,0.3,49.26,0.45,267.8,218.53,782.57,-1.82,0.0,26.65
2022-11-18 15:00:00,2022-11-18 16:00:00,99.89,124.87,3.0,65.49,37.23,7.51,5.17,0.78,62.89,0.02,1.99,0.2,0.39,0.3,50.96,0.51,355.0,223.59,783.21,-1.82,0.0,26.32
2022-11-18 16:00:00,2022-11-18 17:00:00,102.57,128.22,3.0,51.75,29.92,14.71,5.18,0.6,61.13,0.02,1.99,0.2,0.39,0.3,53.24,0.5,180.64,117.03,782.75,-1.82,0.0,25.85
2022-11-18 17:00:00,2022-11-18 18:00:00,107.42,134.28,3.0,60.63,34.65,10.22,5.2,0.73,56.23,0.02,2.0,0.2,0.39,0.3,56.76,0.32,177.63,19.17,780.5,-1.81,0.0,25.08
2022-11-18 18:00:00,2022-11-18 19:00:00,110.31,137.88,3.0,86.13,48.21,2.03,5.22,1.04,43.05,0.02,1.99,0.2,0.39,0.3,59.94,0.18,175.83,0.19,779.13,-1.81,0.0,24.3
2022-11-18 19:00:00,2022-11-18 20:00:00,113.18,141.48,3.0,94.92,52.88,0.02,5.15,1.09,40.04,0.02,1.99,0.2,0.39,0.3,60.64,0.09,254.93,,778.11,-1.78,0.0,23.61
2022-11-18 20:00:00,2022-11-18 21:00:00,119.64,149.55,3.71,104.4,58.51,,5.26,1.22,38.47,0.02,1.99,0.2,0.39,0.3,63.86,0.1,253.8,,778.1,-1.74,0.0,23.24
2022-11-18 21:00:00,2022-11-18 22:00:00,124.17,155.22,3.56,86.01,48.61,0.9,5.2,1.01,50.52,0.02,1.99,0.2,0.39,0.3,63.14,0.18,344.32,,779.01,-1.79,0.0,23.49
2022-11-18 22:00:00,2022-11-18 23:00:00,120.06,150.07,3.69,94.66,53.3,0.71,5.22,0.86,21.14,0.02,2.0,0.2,0.39,0.3,76.86,0.24,158.75,,779.26,-1.82,0.0,22.04
2022-11-18 23:00:00,2022-11-19 00:00:00,117.75,147.18,3.07,74.48,42.06,2.92,5.2,0.55,27.36,0.02,2.0,0.2,0.39,0.3,78.25,0.06,92.28,,778.08,-1.77,0.0,21.37
2022-11-19 00:00:00,2022-11-19 01:00:00,110.06,137.57,3.0,61.64,35.19,9.44,5.25,0.33,29.16,0.02,1.99,0.2,0.39,0.3,79.75,0.08,109.06,,778.62,-1.73,0.0,20.93
2022-11-19 01:00:00,2022-11-19 02:00:00,97.43,121.8,3.0,52.62,30.38,14.25,5.28,0.28,31.92,0.02,1.99,0.2,0.39,0.3,79.33,0.11,98.37,,778.65,-1.25,0.0,20.71
2022-11-19 02:00:00,2022-11-19 03:00:00,94.21,117.77,3.0,42.46,24.98,19.64,5.16,0.28,35.25,0.02,1.99,0.2,0.39,0.3,79.58,0.07,86.27,,778.76,-1.15,0.0,20.65
2022-11-19 03:00:00,2022-11-19 04:00:00,96.9,121.12,3.0,45.78,26.75,17.88,5.2,0.28,34.13,0.02,1.99,0.2,0.39,0.3,82.23,0.04,80.13,,778.42,-1.32,0.0,20.53
2022-11-19 04:00:00,2022-11-19 05:00:00,96.03,120.04,3.0,42.64,25.08,19.55,5.24,0.28,33.31,0.02,1.99,0.2,0.39,0.3,85.34,0.12,129.21,,779.01,-1.36,0.0,20.36
2022-11-19 05:00:00,2022-11-19 06:00:00,92.34,115.42,3.0,45.99,26.85,17.77,5.2,0.28,30.05,0.02,1.98,0.2,0.39,0.3,86.66,0.15,164.38,,779.3,-1.17,0.0,20.18
2022-11-19 06:00:00,2022-11-19 07:00:00,91.85,114.8,3.0,72.07,40.73,4.05,5.17,0.38,24.53,0.02,1.99,0.2,0.39,0.3,86.8,0.14,143.12,6.82,779.62,-1.06,0.0,20.06
2022-11-19 07:00:00,2022-11-19 08:00:00,101.55,126.92,3.02,88.52,49.5,0.44,5.22,0.67,19.32,0.02,1.99,0.2,0.39,0.3,81.23,0.23,151.76,129.74,780.71,-1.45,0.0,20.95
2022-11-19 08:00:00,2022-11-19 09:00:00,109.08,136.35,3.21,90.96,50.95,0.05,5.21,0.69,32.03,0.02,1.99,0.2,0.39,0.3,68.29,0.35,119.84,336.01,782.22,-1.73,0.0,23.41
2022-11-19 09:00:00,2022-11-19 10:00:00,112.63,140.6,3.0,65.83,37.41,7.39,5.17,0.56,57.34,0.02,2.0,0.2,0.39,0.3,51.48,0.65,91.52,525.6,784.7,-1.79,0.0,25.43
2022-11-19 10:00:00,2022-11-19 11:00:00,100.25,120.3,3.0,58.23,33.37,11.26,5.96,0.6,57.69,0.03,1.99,0.3,0.49,0.4,46.62,0.62,178.69,611.21,784.39,-1.81,0.0,26.09
2022-11-19 11:00:00,2022-11-19 12:00:00,87.53,105.03,3.0,43.06,25.3,19.33,6.07,0.5,58.39,0.03,1.98,0.3,0.49,0.4,41.57,0.52,182.13,592.73,783.77,-1.8,0.0,27.18
2022-11-19 12:00:00,2022-11-19 13:00:00,90.67,108.8,3.0,36.19,21.65,22.98,6.0,0.51,58.91,0.03,1.99,0.3,0.49,0.4,39.23,0.64,8.82,246.51,784.83,-1.81,0.0,27.25
2022-11-19 13:00:00,2022-11-19 14:00:00,89.99,107.98,3.0,36.97,22.05,22.57,6.01,0.58,55.95,0.03,2.0,0.3,0.49,0.4,41.38,0.57,90.88,283.48,783.77,-1.81,0.0,27.19
2022-11-19 14:00:00,2022-11-19 15:00:00,89.71,107.65,3.02,41.13,24.3,20.74,6.01,0.53,54.39,0.03,1.98,0.3,0.49,0.4,44.16,0.48,9.65,187.32,782.8,-1.8,0.0,26.79
2022-11-19 15:00:00,2022-11-19 16:00:00,85.63,102.76,3.0,44.55,26.09,18.54,6.01,0.38,53.61,0.03,2.0,0.3,0.49,0.4,44.56,0.36,97.23,185.98,782.24,-1.71,0.0,26.49
2022-11-19 16:00:00,2022-11-19 17:00:00,83.74,100.49,3.0,59.61,34.1,10.53,5.98,0.62,50.31,0.03,1.99,0.3,0.49,0.4,45.3,0.38,182.26,100.06,781.83,-1.82,0.0,25.92
2022-11-19 17:00:00,2022-11-19 18:00:00,81.5,97.8,3.06,81.48,45.79,2.81,6.0,0.67,47.56,0.03,1.98,0.3,0.49,0.4,51.25,0.32,178.41,22.73,781.01,-1.79,0.0,25.03
2022-11-19 18:00:00,2022-11-19 19:00:00,85.66,102.79,3.0,87.8,49.09,1.27,5.96,1.12,38.61,0.03,1.98,0.3,0.49,0.4,55.75,0.12,261.14,0.05,778.2,-1.82,0.0,24.1
2022-11-19 19:00:00,2022-11-19 20:00:00,98.81,118.57,3.35,131.48,72.62,,6.02,1.68,18.46,0.03,1.99,0.3,0.49,0.4,65.33,0.05,205.4,,777.23,-1.82,0.0,23.1
2022-11-19 20:00:00,2022-11-19 21:00:00,119.28,143.13,3.12,123.17,68.01,,5.99,1.44,19.68,0.03,1.99,0.3,0.49,0.4,68.03,0.03,188.18,,776.95,-1.82,0.0,22.76
2022-11-19 21:00:00,2022-11-19 22:00:00,75.54,103.96,3.0,90.56,50.56,1.59,5.98,0.83,25.13,0.03,1.98,0.3,0.49,0.4,69.62,0.04,222.05,,777.71,-1.64,0.0,22.62
2022-11-19 22:00:00,2022-11-19 23:00:00,58.58,87.87,3.0,89.86,50.2,2.61,6.0,0.41,13.56,0.03,1.98,0.3,0.49,0.4,77.22,0.1,132.34,,778.21,-1.45,0.0,21.81
2022-11-19 23:00:00,2022-11-20 00:00:00,52.02,78.02,3.0,60.09,34.36,10.77,6.02,0.3,20.67,0.03,1.99,0.3,0.49,0.4,79.92,0.06,56.17,,778.32,-1.57,0.0,21.23
2022-11-20 00:00:00,2022-11-20 01:00:00,43.6,65.41,3.0,56.61,32.51,12.12,6.04,0.3,23.25,0.03,1.99,0.3,0.49,0.4,80.05,0.11,145.29,,778.63,-1.57,0.0,20.99
2022-11-20 01:00:00,2022-11-20 02:00:00,39.36,59.04,3.0,61.34,35.02,9.61,6.02,0.3,27.04,0.03,2.0,0.3,0.49,0.4,80.33,0.12,114.92,,778.96,-1.63,0.0,20.74
2022-11-20 02:00:00,2022-11-20 03:00:00,36.51,54.76,3.0,64.74,36.83,7.8,6.05,0.41,28.76,0.03,2.0,0.3,0.49,0.4,80.67,0.1,73.59,,778.39,-1.8,0.0,20.48
2022-11-20 03:00:00,2022-11-20 04:00:00,33.91,50.87,3.0,63.62,36.23,8.39,6.0,0.34,31.72,0.03,2.0,0.3,0.49,0.4,81.13,0.08,115.55,,778.25,-1.78,0.0,20.17
2022-11-20 04:00:00,2022-11-20 05:00:00,31.99,47.98,3.02,65.5,37.26,7.37,6.03,0.4,24.36,0.03,2.0,0.3,0.49,0.4,83.48,0.17,133.22,,778.93,-1.82,0.0,19.84
2022-11-20 05:00:00,2022-11-20 06:00:00,32.7,49.04,3.0,71.52,40.44,4.2,6.04,0.55,24.11,0.03,1.98,0.3,0.49,0.4,82.77,0.21,155.86,,779.48,-1.76,0.0,19.94
2022-11-20 06:00:00,2022-11-20 07:00:00,33.27,49.91,3.0,65.76,37.38,7.29,6.0,0.55,23.93,0.03,1.99,0.3,0.49,0.4,82.56,0.14,148.88,18.2,778.83,-1.6,0.0,19.99
