From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2021-06-24 07:00:00,2021-06-24 08:00:00,42.47,96.5,2.37,5.83,8.71,4.7,2.09,0.46,7.44,3.96,,4.16,4.21,,,,,,,,0.0,
2021-06-24 08:00:00,2021-06-24 09:00:00,53.3,127.5,2.44,6.96,9.86,4.58,2.15,0.52,10.55,4.8,,4.71,4.44,,,,,,,,0.0,
2021-06-24 09:00:00,2021-06-24 10:00:00,49.56,140.46,2.34,7.16,9.91,4.55,2.21,0.54,17.44,5.45,,5.05,4.93,,,,,,,,0.0,
2021-06-24 10:00:00,2021-06-24 11:00:00,55.26,134.44,2.1,6.86,9.28,4.44,2.15,0.53,25.94,7.37,,5.61,5.31,,,,,,,,0.0,
2021-06-24 11:00:00,2021-06-24 12:00:00,57.09,131.48,2.17,5.7,8.33,4.32,2.1,0.47,32.56,9.95,,6.79,5.66,,,,,,,,0.0,
2021-06-24 12:00:00,2021-06-24 13:00:00,59.48,160.61,2.09,5.06,7.67,4.3,2.16,0.43,36.8,10.85,,8.95,6.08,,,,,,,,0.0,
2021-06-24 13:00:00,2021-06-24 14:00:00,56.23,152.75,2.03,5.49,7.95,4.04,2.23,0.38,39.03,16.93,,8.89,6.21,,,,,,,,0.0,
2021-06-24 14:00:00,2021-06-24 15:00:00,40.51,201.23,2.05,5.36,7.88,4.27,2.21,0.34,33.47,45.22,,8.63,7.14,,,,,,,,0.0,
2021-06-24 15:00:00,2021-06-24 16:00:00,40.73,144.41,2.07,5.23,7.79,4.24,2.24,0.35,35.07,40.42,,8.77,7.43,,,,,,,,0.0,
2021-06-24 16:00:00,2021-06-24 17:00:00,50.9,167.69,2.0,4.87,7.33,4.34,2.19,0.37,35.66,29.62,,9.32,7.37,,,,,,,,0.0,
2021-06-24 17:00:00,2021-06-24 18:00:00,54.06,195.15,2.0,5.08,7.52,4.08,2.21,0.38,34.19,23.62,,9.57,6.71,,,,,,,,0.0,
2021-06-24 18:00:00,2021-06-24 19:00:00,56.49,246.1,2.01,5.96,8.34,4.06,2.18,0.4,32.56,19.93,,9.56,6.35,,,,,,,,0.0,
2021-06-24 19:00:00,2021-06-24 20:00:00,56.44,206.92,2.48,13.97,16.37,4.0,2.17,0.4,34.98,15.59,,9.86,6.25,,,,,,,,0.0,
2021-06-24 20:00:00,2021-06-24 21:00:00,39.01,529.04,2.54,24.68,26.33,4.63,2.22,0.35,25.71,8.19,,7.81,5.48,,,,,,,,0.0,
2021-06-24 21:00:00,2021-06-24 22:00:00,19.05,184.81,2.47,16.3,18.52,8.05,2.75,0.34,32.41,5.61,,5.83,5.17,,,,,,,,0.0,
2021-06-24 22:00:00,2021-06-24 23:00:00,12.34,42.7,2.08,11.11,13.19,3.74,2.31,0.31,33.28,4.05,,4.9,4.62,,,,,,,,0.0,
2021-06-24 23:00:00,2021-06-25 00:00:00,20.81,45.33,2.31,10.43,12.88,4.23,2.05,0.32,18.56,3.76,,4.89,4.41,,,,,,,,0.0,
2021-06-25 00:00:00,2021-06-25 01:00:00,26.7,52.1,2.24,9.55,12.01,4.69,2.03,0.32,15.15,4.88,,4.95,5.08,,,,,,,,0.0,
2021-06-25 01:00:00,2021-06-25 02:00:00,25.25,54.36,2.4,8.44,11.16,4.76,2.09,0.3,13.8,5.06,,4.8,5.05,,,,,,,,0.0,
2021-06-25 02:00:00,2021-06-25 03:00:00,21.66,47.5,2.37,8.19,10.89,4.97,2.08,0.3,11.21,4.79,,4.74,4.88,,,,,,,,0.0,
2021-06-25 03:00:00,2021-06-25 04:00:00,26.2,46.27,2.36,7.98,10.66,4.92,2.1,0.3,9.67,4.82,,4.62,4.87,,,,,,,,0.0,
2021-06-25 04:00:00,2021-06-25 05:00:00,27.06,53.1,2.45,8.27,11.04,4.95,2.14,0.3,9.34,4.68,,4.57,4.74,,,,,,,,0.0,
2021-06-25 05:00:00,2021-06-25 06:00:00,24.81,59.23,2.4,7.88,10.63,4.98,2.12,0.3,8.88,4.58,,4.52,4.81,,,,,,,,0.0,
2021-06-25 06:00:00,2021-06-25 07:00:00,24.89,59.1,2.57,8.99,11.91,5.41,2.14,0.32,5.93,4.33,,5.03,4.79,,,,,,,,0.0,
2021-06-25 07:00:00,2021-06-25 08:00:00,38.87,81.77,2.46,11.31,13.93,5.6,2.14,0.38,7.61,4.74,,4.95,4.88,,,,,,,,0.0,
2021-06-25 08:00:00,2021-06-25 09:00:00,35.46,69.89,2.48,13.21,15.68,5.89,2.23,0.4,12.25,5.4,,4.59,4.99,,,,,,,,0.0,
2021-06-25 09:00:00,2021-06-25 10:00:00,27.5,76.33,2.25,11.95,14.22,6.67,2.14,0.4,35.73,12.63,,4.84,5.28,,,,,,,,0.0,
2021-06-25 10:00:00,2021-06-25 11:00:00,31.5,,2.0,9.66,11.74,7.37,2.23,0.35,39.36,33.6,,5.49,7.19,,,,,,,,0.0,
2021-06-25 11:00:00,2021-06-25 12:00:00,38.78,,1.99,8.44,10.63,6.85,2.16,0.34,35.63,29.79,,5.53,7.01,,,,,,,,0.0,
2021-06-25 12:00:00,2021-06-25 13:00:00,43.4,,2.07,8.52,10.76,6.73,2.13,0.34,41.05,20.57,,5.5,6.29,,,,,,,,0.0,
2021-06-25 13:00:00,2021-06-25 14:00:00,39.09,188.4,1.96,8.02,10.2,6.0,2.19,0.31,44.65,15.23,,5.74,5.66,,,,,,,,0.0,
2021-06-25 14:00:00,2021-06-25 15:00:00,39.3,179.4,1.93,7.33,9.48,5.78,2.11,0.3,42.8,11.71,,5.8,5.31,,,,,,,,0.0,
2021-06-25 15:00:00,2021-06-25 16:00:00,39.3,188.89,2.11,6.17,8.59,5.49,2.1,0.29,40.74,11.66,,6.4,5.57,,,,,,,,0.0,
2021-06-25 16:00:00,2021-06-25 17:00:00,39.93,186.18,1.86,6.29,8.41,5.51,2.19,0.28,38.94,14.76,,6.29,5.56,,,,,,,,0.0,
2021-06-25 17:00:00,2021-06-25 18:00:00,39.92,187.28,1.84,6.36,8.46,5.35,2.23,0.27,36.46,22.59,,6.33,5.66,,,,,,,,0.0,
2021-06-25 18:00:00,2021-06-25 19:00:00,41.05,189.42,1.95,9.01,11.07,5.44,2.2,0.34,43.81,20.72,,7.05,5.65,,,,,,,,0.0,
2021-06-25 19:00:00,2021-06-25 20:00:00,52.69,178.43,2.01,11.18,13.16,5.7,2.2,0.42,42.4,17.29,,6.83,5.84,,,,,,,,0.0,
2021-06-25 20:00:00,2021-06-25 21:00:00,36.41,233.2,1.94,9.03,11.06,5.43,2.2,0.33,36.47,13.38,,5.42,5.14,,,,,,,,0.0,
2021-06-25 21:00:00,2021-06-25 22:00:00,15.13,133.85,1.97,7.46,9.68,5.36,2.15,0.27,37.55,6.97,,4.09,4.5,,,,,,,,0.0,
2021-06-25 22:00:00,2021-06-25 23:00:00,18.24,62.54,1.98,7.58,9.85,5.08,2.21,0.25,34.08,5.15,,3.68,4.01,,,,,,,,0.0,
2021-06-25 23:00:00,2021-06-26 00:00:00,20.49,46.61,1.94,7.81,9.98,5.22,2.17,0.25,27.25,5.11,,3.82,4.05,,,,,,,,0.0,
2021-06-26 00:00:00,2021-06-26 01:00:00,17.5,60.1,2.04,8.79,11.01,5.11,2.22,0.24,35.8,4.75,,3.74,4.07,,,,,,,,0.0,
2021-06-26 01:00:00,2021-06-26 02:00:00,18.95,47.43,1.94,7.76,9.95,5.21,2.21,0.22,28.03,3.26,,2.7,3.35,,,,,,,,0.0,
