From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),Xylene (ug/m3),AT (degree C)
2021-01-02 10:00:00,2021-01-02 11:00:00,91.38,,15.27,34.78,50.05,24.91,,0.75,3.09,,,,,,,,,,
2021-01-02 11:00:00,2021-01-02 12:00:00,84.03,,14.59,33.29,47.88,23.67,,0.69,2.28,,,,,,,,,,
2021-01-02 12:00:00,2021-01-02 13:00:00,79.0,,12.27,33.18,45.44,17.58,,0.66,3.0,,,,,,,,,,
2021-01-02 13:00:00,2021-01-02 14:00:00,,,,,,,,,,,,,,,,,,,
2021-01-02 14:00:00,2021-01-02 15:00:00,,,,,,,,,,,,,,,,,,,
2021-01-02 15:00:00,2021-01-02 16:00:00,,,,,,,,,,,,,,,,,,,
2021-01-02 16:00:00,2021-01-02 17:00:00,,,,,,,,,,,,,,,,,,,
2021-01-02 17:00:00,2021-01-02 18:00:00,70.0,,20.22,38.85,59.06,19.78,46.11,0.22,3.06,,,,,,,,,,
2021-01-02 18:00:00,2021-01-02 19:00:00,,,15.81,63.41,79.22,25.19,,0.53,2.96,,,,,,,,,,
2021-01-02 19:00:00,2021-01-02 20:00:00,85.0,,16.89,69.42,86.32,30.69,,,,,,,,,,,,,
2021-01-02 20:00:00,2021-01-02 21:00:00,88.93,,18.36,73.79,92.14,28.0,,0.7,2.41,,,,,,,,,,
2021-01-02 21:00:00,2021-01-02 22:00:00,95.14,,18.63,66.98,85.62,29.35,,0.56,,,,,,,,,,,
2021-01-02 22:00:00,2021-01-02 23:00:00,104.67,,19.85,49.93,69.79,28.11,,0.46,1.96,,,,,,,,,,
2021-01-02 23:00:00,2021-01-03 00:00:00,106.62,,20.51,47.01,67.51,26.27,,0.5,1.03,,,,,,,,,,
2021-01-03 00:00:00,2021-01-03 01:00:00,111.34,,20.6,42.54,63.14,25.43,,0.5,0.9,,,,,,,,,,
2021-01-03 01:00:00,2021-01-03 02:00:00,108.36,,19.23,40.11,59.34,22.88,,0.45,1.27,,,,,,,,,,
2021-01-03 02:00:00,2021-01-03 03:00:00,106.32,,17.63,35.58,53.21,17.88,,0.42,0.97,,,,,,,,,,
2021-01-03 03:00:00,2021-01-03 04:00:00,108.34,,17.07,33.84,50.92,18.15,,0.41,1.14,,,,,,,,,,
2021-01-03 04:00:00,2021-01-03 05:00:00,104.05,,15.84,29.98,45.81,18.23,,0.36,1.2,,,,,,,,,,
2021-01-03 05:00:00,2021-01-03 06:00:00,99.97,,15.69,31.22,46.93,19.63,,0.4,1.09,,,,,,,,,,
2021-01-03 06:00:00,2021-01-03 07:00:00,104.33,,16.36,31.21,47.57,23.18,,0.44,2.06,,,,,,,,,,
2021-01-03 07:00:00,2021-01-03 08:00:00,105.33,,15.76,32.2,47.97,21.96,,0.48,0.87,,,,,,,,,,
2021-01-03 08:00:00,2021-01-03 09:00:00,108.97,,17.37,35.33,52.68,21.86,,0.52,1.57,,,,,,,,,,
2021-01-03 09:00:00,2021-01-03 10:00:00,111.72,,15.98,34.35,50.32,20.61,,0.52,1.09,,,,,,,,,,
2021-01-03 10:00:00,2021-01-03 11:00:00,101.69,,13.67,32.38,46.06,18.14,,0.41,0.81,,,,,,,,,,
2021-01-03 11:00:00,2021-01-03 12:00:00,88.06,,12.59,31.28,43.86,17.33,,0.36,1.33,,,,,,,,,,
2021-01-03 12:00:00,2021-01-03 13:00:00,75.97,,12.39,30.97,43.37,17.37,,0.33,1.69,,,,,,,,,,
2021-01-03 13:00:00,2021-01-03 14:00:00,74.75,,12.24,36.29,48.52,15.9,,0.29,1.75,,,,,,,,,,
2021-01-03 14:00:00,2021-01-03 15:00:00,61.05,,13.68,44.34,58.01,21.86,,0.27,1.51,,,,,,,,,,
2021-01-03 15:00:00,2021-01-03 16:00:00,51.7,,14.22,38.62,52.83,22.54,,0.21,0.98,,,,,,,,,,
2021-01-03 16:00:00,2021-01-03 17:00:00,51.94,,15.99,39.61,55.59,19.38,,0.35,1.15,,,,,,,,,,
2021-01-03 17:00:00,2021-01-03 18:00:00,68.62,,16.56,40.39,56.95,19.19,,0.41,1.14,,,,,,,,,,
2021-01-03 18:00:00,2021-01-03 19:00:00,74.67,,15.61,45.18,60.79,18.47,,0.51,1.09,,,,,,,,,,
2021-01-03 19:00:00,2021-01-03 20:00:00,83.26,,14.88,48.33,63.2,18.16,,0.65,1.3,,,,,,,,,,
2021-01-03 20:00:00,2021-01-03 21:00:00,98.66,,16.86,53.86,70.72,19.78,,0.63,2.37,,,,,,,,,,
2021-01-03 21:00:00,2021-01-03 22:00:00,98.35,,17.05,47.25,64.3,20.04,,0.53,1.15,,,,,,,,,,
2021-01-03 22:00:00,2021-01-03 23:00:00,96.64,,17.55,41.96,59.52,20.02,,0.6,1.46,,,,,,,,,,
2021-01-03 23:00:00,2021-01-04 00:00:00,97.72,,16.84,39.85,56.7,22.0,,0.55,2.13,,,,,,,,,,
2021-01-04 00:00:00,2021-01-04 01:00:00,90.7,,15.75,36.63,52.37,20.29,,0.49,2.24,,,,,,,,,,
2021-01-04 01:00:00,2021-01-04 02:00:00,85.34,,15.66,32.67,48.33,19.41,,0.42,1.39,,,,,,,,,,
2021-01-04 02:00:00,2021-01-04 03:00:00,81.69,,15.49,31.21,46.69,18.79,,0.39,2.1,,,,,,,,,,
2021-01-04 03:00:00,2021-01-04 04:00:00,78.97,,12.39,27.44,39.83,15.12,,0.36,1.81,,,,,,,,,,
2021-01-04 04:00:00,2021-01-04 05:00:00,85.31,,13.1,26.32,39.41,15.28,,0.39,1.94,,,,,,,,,,
2021-01-04 05:00:00,2021-01-04 06:00:00,83.44,,12.81,25.39,38.2,14.9,,0.35,2.46,,,,,,,,,,
2021-01-04 06:00:00,2021-01-04 07:00:00,70.0,,13.58,26.25,39.83,14.82,,0.37,1.64,,,,,,,,,,
2021-01-04 07:00:00,2021-01-04 08:00:00,68.36,,14.07,26.99,41.07,18.57,,0.41,0.99,,,,,,,,,,
2021-01-04 08:00:00,2021-01-04 09:00:00,60.37,,12.48,27.25,39.73,17.75,,0.35,1.97,,,,,,,,,,
2021-01-04 09:00:00,2021-01-04 10:00:00,48.02,,12.66,27.83,40.48,16.95,,0.28,2.24,,,,,,,,,,
2021-01-04 10:00:00,2021-01-04 11:00:00,42.98,,11.02,26.23,37.25,17.47,,0.21,1.68,,,,,,,,,,
2021-01-04 11:00:00,2021-01-04 12:00:00,42.05,,9.91,27.94,37.84,14.9,,0.17,1.31,,,,,,,,,,
2021-01-04 12:00:00,2021-01-04 13:00:00,32.72,,10.13,29.94,40.07,14.64,,0.1,2.35,,,,,,,,,,
2021-01-04 13:00:00,2021-01-04 14:00:00,26.99,,10.61,31.47,42.07,14.55,,0.12,1.49,,,,,,,,,,
2021-01-04 14:00:00,2021-01-04 15:00:00,26.05,,9.68,28.18,37.85,13.19,,0.08,1.63,,,,,,,,,,
2021-01-04 15:00:00,2021-01-04 16:00:00,21.65,,10.43,27.07,37.51,15.16,,0.17,2.28,,,,,,,,,,
2021-01-04 16:00:00,2021-01-04 17:00:00,30.95,,10.87,31.5,42.37,18.27,,0.27,1.39,,,,,,,,,,
2021-01-04 17:00:00,2021-01-04 18:00:00,44.64,,11.19,35.71,46.91,19.49,,0.32,1.13,,,,,,,,,,
2021-01-04 18:00:00,2021-01-04 19:00:00,48.98,,11.89,43.89,55.78,21.64,,0.44,1.79,,,,,,,,,,
2021-01-04 19:00:00,2021-01-04 20:00:00,53.3,,12.82,46.01,58.82,23.94,,0.5,2.23,,,,,,,,,,
2021-01-04 20:00:00,2021-01-04 21:00:00,54.72,,12.72,40.91,53.62,21.17,,0.36,1.03,,,,,,,,,,
2021-01-04 21:00:00,2021-01-04 22:00:00,46.68,,12.29,33.15,45.45,19.66,,0.33,1.61,,,,,,,,,,
2021-01-04 22:00:00,2021-01-04 23:00:00,45.65,,12.73,29.65,42.37,18.04,,0.35,0.98,,,,,,,,,,
2021-01-04 23:00:00,2021-01-05 00:00:00,49.98,,13.09,30.55,43.65,18.99,,0.38,1.15,,,,,,,,,,
2021-01-05 00:00:00,2021-01-05 01:00:00,49.7,,15.57,33.59,49.16,23.33,,0.36,1.19,,,,,,,,,,
2021-01-05 01:00:00,2021-01-05 02:00:00,44.34,,16.95,28.89,45.84,20.94,,0.31,2.1,,,,,,,,,,
2021-01-05 02:00:00,2021-01-05 03:00:00,44.64,,17.43,30.22,47.66,19.25,,0.41,2.25,,,,,,,,,,
2021-01-05 03:00:00,2021-01-05 04:00:00,47.67,,18.66,33.1,51.76,18.56,,0.37,1.22,,,,,,,,,,
2021-01-05 04:00:00,2021-01-05 05:00:00,44.38,,16.89,27.23,44.11,13.79,,0.3,1.8,,,,,,,,,,
2021-01-05 05:00:00,2021-01-05 06:00:00,39.67,,16.92,22.94,39.86,13.66,,0.31,1.01,,,,,,,,,,
2021-01-05 06:00:00,2021-01-05 07:00:00,39.3,,16.87,22.87,39.75,13.48,,0.35,1.46,,,,,,,,,,
2021-01-05 07:00:00,2021-01-05 08:00:00,41.36,,17.24,24.83,42.07,13.81,,0.37,1.9,,,,,,,,,,
2021-01-05 08:00:00,2021-01-05 09:00:00,35.84,,20.12,25.69,45.81,17.12,,0.4,2.25,,,,,,,,,,
2021-01-05 09:00:00,2021-01-05 10:00:00,35.0,,19.16,25.77,44.93,17.39,,0.36,2.22,,,,,,,,,,
2021-01-05 10:00:00,2021-01-05 11:00:00,32.02,,18.74,28.05,46.79,16.51,,0.35,1.0,,,,,,,,,,
2021-01-05 11:00:00,2021-01-05 12:00:00,24.68,,17.46,27.08,44.55,16.48,,0.29,0.62,,,,,,,,,,
2021-01-05 12:00:00,2021-01-05 13:00:00,21.67,,15.46,26.64,42.09,14.68,,0.28,0.94,,,,,,,,,,
2021-01-05 13:00:00,2021-01-05 14:00:00,22.65,,14.36,25.98,40.34,12.64,,0.28,2.55,,,,,,,,,,
2021-01-05 14:00:00,2021-01-05 15:00:00,27.64,,13.1,28.45,41.54,12.26,,0.29,3.04,,,,,,,,,,
2021-01-05 15:00:00,2021-01-05 16:00:00,31.66,,11.74,27.91,39.66,12.31,,0.32,2.32,,,,,,,,,,
2021-01-05 16:00:00,2021-01-05 17:00:00,33.66,,11.28,28.63,39.92,14.15,,0.31,2.66,,,,,,,,,,
2021-01-05 17:00:00,2021-01-05 18:00:00,33.68,,11.91,32.74,44.66,16.45,,0.35,2.05,,,,,,,,,,
2021-01-05 18:00:00,2021-01-05 19:00:00,32.65,,14.01,37.75,51.77,18.37,,0.44,2.17,,,,,,,,,,
2021-01-05 19:00:00,2021-01-05 20:00:00,38.6,,15.41,39.3,54.7,19.06,,0.46,4.13,,,,,,,,,,
2021-01-05 20:00:00,2021-01-05 21:00:00,43.02,,14.91,38.09,53.0,18.63,,0.48,3.15,,,,,,,,,,
2021-01-05 21:00:00,2021-01-05 22:00:00,39.36,,14.65,37.23,51.87,15.9,,0.46,3.23,,,,,,,,,,
2021-01-05 22:00:00,2021-01-05 23:00:00,37.32,,15.39,34.32,49.72,16.63,,0.52,2.83,,,,,,,,,,
2021-01-05 23:00:00,2021-01-06 00:00:00,40.33,,16.01,31.0,47.02,15.83,,0.48,3.22,,,,,,,,,,
2021-01-06 00:00:00,2021-01-06 01:00:00,39.86,,15.99,27.01,43.0,14.35,,0.42,1.86,,,,,,,,,,
2021-01-06 01:00:00,2021-01-06 02:00:00,31.32,,15.93,26.52,42.45,16.53,,0.42,2.03,,,,,,,,,,
2021-01-06 02:00:00,2021-01-06 03:00:00,33.67,,15.92,25.65,41.58,15.82,,0.4,2.28,,,,,,,,,,
2021-01-06 03:00:00,2021-01-06 04:00:00,32.67,,16.47,23.96,40.43,14.05,,0.38,2.03,,,,,,,,,,
2021-01-06 04:00:00,2021-01-06 05:00:00,20.98,,17.51,24.98,42.5,13.67,,0.38,1.97,,,,,,,,,,
2021-01-06 05:00:00,2021-01-06 06:00:00,15.6,,16.45,23.96,40.41,12.49,,0.38,1.85,,,,,,,,,,
2021-01-06 06:00:00,2021-01-06 07:00:00,36.93,,16.06,24.4,40.46,10.58,,0.45,2.25,,,,,,,,,,
2021-01-06 07:00:00,2021-01-06 08:00:00,46.01,,18.14,35.72,53.86,10.81,,0.61,2.12,,,,,,,,,,
2021-01-06 08:00:00,2021-01-06 09:00:00,49.65,,18.9,37.38,56.27,14.05,,0.58,2.67,,,,,,,,,,
2021-01-06 09:00:00,2021-01-06 10:00:00,46.39,,15.81,28.99,44.8,15.17,,0.45,3.08,,,,,,,,,,
2021-01-06 10:00:00,2021-01-06 11:00:00,27.71,,14.13,24.63,38.76,14.47,,0.38,1.99,,,,,,,,,,
2021-01-06 11:00:00,2021-01-06 12:00:00,19.69,,17.1,28.98,46.08,13.81,,0.47,1.82,,,,,,,,,,
2021-01-06 12:00:00,2021-01-06 13:00:00,,,,,,,,,,,,,,,,,,,
2021-01-06 13:00:00,2021-01-06 14:00:00,,,,,,,,,,,,,,,,,,,
2021-01-06 14:00:00,2021-01-06 15:00:00,,,,,,,,,,,,,,,,,,,
2021-01-06 15:00:00,2021-01-06 16:00:00,,,,,,,,,,,,,,,,,,,
2021-01-06 16:00:00,2021-01-06 17:00:00,,,9.42,36.29,45.72,4.35,6.99,0.21,4.19,,,,,,,,,,
2021-01-06 17:00:00,2021-01-06 18:00:00,24.0,,19.27,40.39,59.66,13.39,,0.21,2.34,,,,,,,,,,
2021-01-06 18:00:00,2021-01-06 19:00:00,31.27,,18.05,43.64,61.69,14.3,,0.51,0.96,,,,,,,,,,
2021-01-06 19:00:00,2021-01-06 20:00:00,49.93,,15.76,46.08,61.85,14.55,,0.54,1.3,,,,,,,,,,
2021-01-06 20:00:00,2021-01-06 21:00:00,57.34,,17.98,41.95,59.94,13.82,,0.53,1.3,,,,,,,,,,
2021-01-06 21:00:00,2021-01-06 22:00:00,50.1,,17.83,38.75,56.58,17.28,,0.45,1.69,,,,,,,,,,
2021-01-06 22:00:00,2021-01-06 23:00:00,35.38,,19.8,33.6,53.41,14.33,,0.36,0.91,,,,,,,,,,
2021-01-06 23:00:00,2021-01-07 00:00:00,24.43,,19.85,29.64,49.49,12.39,,0.32,1.18,,,,,,,,,,
2021-01-07 00:00:00,2021-01-07 01:00:00,15.95,,21.35,31.38,52.73,12.26,,0.42,2.12,,,,,,,,,,
2021-01-07 01:00:00,2021-01-07 02:00:00,22.98,,19.74,29.14,48.88,10.32,,0.36,1.09,,,,,,,,,,
2021-01-07 02:00:00,2021-01-07 03:00:00,20.08,,17.11,24.36,41.47,9.01,,0.29,1.46,,,,,,,,,,
2021-01-07 03:00:00,2021-01-07 04:00:00,9.67,,16.61,21.86,38.47,8.0,,0.29,1.47,,,,,,,,,,
2021-01-07 04:00:00,2021-01-07 05:00:00,8.01,,16.64,21.27,37.91,7.77,,0.29,2.71,,,,,,,,,,
2021-01-07 05:00:00,2021-01-07 06:00:00,5.01,,19.98,23.82,43.8,10.95,,0.22,2.27,,,,,,,,,,
2021-01-07 06:00:00,2021-01-07 07:00:00,3.0,,20.48,23.45,43.93,11.45,,0.2,2.09,,,,,,,,,,
2021-01-07 07:00:00,2021-01-07 08:00:00,17.0,,22.61,24.78,47.39,11.7,,0.28,2.41,,,,,,,,,,
2021-01-07 08:00:00,2021-01-07 09:00:00,19.98,,24.0,26.62,50.61,11.65,,0.36,1.86,,,,,,,,,,
2021-01-07 09:00:00,2021-01-07 10:00:00,19.72,,21.89,25.35,47.25,11.2,,0.32,1.6,,,,,,,,,,
2021-01-07 10:00:00,2021-01-07 11:00:00,45.67,,18.93,25.35,44.29,8.94,,0.32,1.37,,,,,,,,,,
2021-01-07 11:00:00,2021-01-07 12:00:00,104.83,,18.06,23.3,41.37,8.41,,0.26,1.46,,,,,,,,,,
2021-01-07 12:00:00,2021-01-07 13:00:00,57.3,,17.84,24.09,41.93,7.76,,0.23,2.16,,,,,,,,,,
2021-01-07 13:00:00,2021-01-07 14:00:00,21.0,,18.63,26.06,44.69,8.5,,0.28,2.62,,,,,,,,,,
2021-01-07 14:00:00,2021-01-07 15:00:00,17.13,,21.12,25.12,46.25,11.0,,0.26,1.81,,,,,,,,,,
2021-01-07 15:00:00,2021-01-07 16:00:00,,,19.48,26.13,45.62,10.31,,0.25,1.78,,,,,,,,,,
2021-01-07 16:00:00,2021-01-07 17:00:00,,,18.24,28.86,47.09,10.18,,0.32,1.42,,,,,,,,,,
2021-01-07 17:00:00,2021-01-07 18:00:00,,,18.37,34.34,52.7,10.06,,0.39,1.33,,,,,,,,,,
2021-01-07 18:00:00,2021-01-07 19:00:00,18.77,,17.4,42.74,60.13,9.55,,0.53,1.23,,,,,,,,,,
2021-01-07 19:00:00,2021-01-07 20:00:00,36.97,,17.19,45.41,62.59,11.07,,0.58,1.63,,,,,,,,,,
2021-01-07 20:00:00,2021-01-07 21:00:00,41.47,,15.22,39.66,54.87,11.7,,0.4,1.48,,,,,,,,,,
2021-01-07 21:00:00,2021-01-07 22:00:00,38.65,,15.77,35.58,51.36,11.53,,0.48,0.87,,,,,,,,,,
2021-01-07 22:00:00,2021-01-07 23:00:00,37.37,,19.37,35.07,54.45,13.77,,0.41,0.89,,,,,,,,,,
2021-01-07 23:00:00,2021-01-08 00:00:00,29.65,,18.37,28.26,46.61,12.4,,0.34,1.29,,,,,,,,,,
2021-01-08 00:00:00,2021-01-08 01:00:00,36.63,,17.95,26.65,44.6,11.28,,0.34,2.33,,,,,,,,,,
2021-01-08 01:00:00,2021-01-08 02:00:00,45.31,,17.86,24.93,42.79,11.05,,0.36,1.93,,,,,,,,,,
2021-01-08 02:00:00,2021-01-08 03:00:00,51.3,,17.55,24.6,42.15,9.48,,0.4,2.25,,,,,,,,,,
2021-01-08 03:00:00,2021-01-08 04:00:00,59.64,,15.24,24.0,39.25,8.27,,0.45,1.59,,,,,,,,,,
2021-01-08 04:00:00,2021-01-08 05:00:00,65.62,,15.73,23.67,39.41,8.14,,0.47,1.3,,,,,,,,,,
2021-01-08 05:00:00,2021-01-08 06:00:00,70.13,,15.14,25.12,40.25,9.32,,0.44,1.86,,,,,,,,,,
2021-01-08 06:00:00,2021-01-08 07:00:00,71.3,,17.12,25.2,42.32,10.06,,0.48,1.69,,,,,,,,,,
2021-01-08 07:00:00,2021-01-08 08:00:00,80.63,,17.11,27.0,44.11,11.9,,0.58,1.71,,,,,,,,,,
2021-01-08 08:00:00,2021-01-08 09:00:00,94.63,,18.61,31.94,50.54,13.08,,0.69,1.64,,,,,,,,,,
2021-01-08 09:00:00,2021-01-08 10:00:00,111.6,,16.33,31.56,47.9,14.05,,0.64,1.57,,,,,,,,,,
2021-01-08 10:00:00,2021-01-08 11:00:00,120.39,,15.24,28.93,44.16,12.78,,0.54,1.58,,,,,,,,,,
2021-01-08 11:00:00,2021-01-08 12:00:00,97.5,,11.98,24.43,36.41,8.65,,0.43,1.7,,,,,,,,,,
2021-01-08 12:00:00,2021-01-08 13:00:00,74.72,,11.78,27.19,38.97,8.28,,0.46,1.72,,,,,,,,,,
2021-01-08 13:00:00,2021-01-08 14:00:00,66.69,,11.82,31.03,42.84,8.69,,0.39,1.8,,,,,,,,,,
2021-01-08 14:00:00,2021-01-08 15:00:00,61.36,,11.98,31.75,43.73,9.87,,0.43,2.13,,,,,,,,,,
2021-01-08 15:00:00,2021-01-08 16:00:00,54.35,,13.03,32.09,45.11,13.73,,0.4,1.72,,,,,,,,,,
2021-01-08 16:00:00,2021-01-08 17:00:00,51.66,,13.34,32.31,45.65,13.25,,0.42,1.58,,,,,,,,,,
2021-01-08 17:00:00,2021-01-08 18:00:00,50.8,,14.33,35.7,50.04,12.21,,0.42,1.62,,,,,,,,,,
2021-01-08 18:00:00,2021-01-08 19:00:00,43.08,,15.38,42.81,58.19,12.99,,0.52,1.73,,,,,,,,,,
2021-01-08 19:00:00,2021-01-08 20:00:00,33.66,,15.65,39.7,55.34,12.09,,0.46,1.58,,,,,,,,,,
2021-01-08 20:00:00,2021-01-08 21:00:00,33.02,,15.01,37.48,52.49,11.62,,0.39,1.51,,,,,,,,,,
2021-01-08 21:00:00,2021-01-08 22:00:00,29.66,,14.54,33.46,47.99,11.08,,0.34,2.08,,,,,,,,,,
2021-01-08 22:00:00,2021-01-08 23:00:00,32.32,,14.42,26.94,41.35,10.25,,0.26,2.41,,,,,,,,,,
2021-01-08 23:00:00,2021-01-09 00:00:00,34.67,,15.18,26.48,41.65,11.04,,0.28,0.98,,,,,,,,,,
2021-01-09 00:00:00,2021-01-09 01:00:00,34.99,,16.45,25.57,42.02,13.17,,0.33,1.79,,,,,,,,,,
2021-01-09 01:00:00,2021-01-09 02:00:00,37.0,,16.7,26.16,42.86,12.99,,0.36,2.11,,,,,,,,,,
2021-01-09 02:00:00,2021-01-09 03:00:00,35.02,,16.63,22.05,38.68,12.17,,0.31,1.85,,,,,,,,,,
2021-01-09 03:00:00,2021-01-09 04:00:00,29.02,,15.94,20.52,36.45,9.46,,0.26,2.32,,,,,,,,,,
2021-01-09 04:00:00,2021-01-09 05:00:00,25.33,,13.96,16.84,30.8,6.99,,0.23,1.95,,,,,,,,,,
2021-01-09 05:00:00,2021-01-09 06:00:00,26.99,,13.36,16.33,29.7,7.08,,0.24,2.49,,,,,,,,,,
2021-01-09 06:00:00,2021-01-09 07:00:00,29.0,,14.34,17.61,31.95,6.78,,0.24,2.82,,,,,,,,,,
2021-01-09 07:00:00,2021-01-09 08:00:00,29.0,,17.64,17.5,35.14,7.6,,0.27,3.15,,,,,,,,,,
2021-01-09 08:00:00,2021-01-09 09:00:00,28.67,,16.73,19.63,36.36,10.77,,0.31,2.4,,,,,,,,,,
2021-01-09 09:00:00,2021-01-09 10:00:00,28.0,,13.23,19.44,32.68,9.75,,0.26,2.31,,,,,,,,,,
2021-01-09 10:00:00,2021-01-09 11:00:00,24.7,,11.14,18.62,29.77,9.36,,0.17,2.42,,,,,,,,,,
2021-01-09 11:00:00,2021-01-09 12:00:00,17.67,,11.99,20.46,32.46,9.39,,0.13,2.13,,,,,,,,,,
2021-01-09 12:00:00,2021-01-09 13:00:00,15.35,,10.96,22.34,33.3,7.07,,0.13,2.18,,,,,,,,,,
2021-01-09 13:00:00,2021-01-09 14:00:00,13.32,,9.85,21.71,31.56,6.92,,0.12,2.79,,,,,,,,,,
2021-01-09 14:00:00,2021-01-09 15:00:00,16.33,,10.02,20.98,31.0,7.73,,0.1,3.08,,,,,,,,,,
2021-01-09 15:00:00,2021-01-09 16:00:00,17.99,,9.46,22.11,31.56,8.14,,0.09,1.25,,,,,,,,,,
2021-01-09 16:00:00,2021-01-09 17:00:00,15.33,,10.17,24.79,34.96,11.5,,0.1,2.3,,,,,,,,,,
2021-01-09 17:00:00,2021-01-09 18:00:00,6.0,,10.74,28.16,38.9,11.43,,0.13,2.86,,,,,,,,,,
2021-01-09 18:00:00,2021-01-09 19:00:00,14.81,,11.78,44.23,56.02,13.29,,0.39,2.2,,,,,,,,,,
2021-01-09 19:00:00,2021-01-09 20:00:00,27.98,,12.93,46.88,59.81,16.05,,0.41,2.94,,,,,,,,,,
2021-01-09 20:00:00,2021-01-09 21:00:00,33.67,,11.66,42.0,53.66,14.18,,0.34,5.05,,,,,,,,,,
2021-01-09 21:00:00,2021-01-09 22:00:00,35.02,,12.04,33.74,45.78,12.7,,0.28,5.47,,,,,,,,,,
2021-01-09 22:00:00,2021-01-09 23:00:00,35.3,,12.78,33.36,46.14,13.62,,0.35,8.67,,,,,,,,,,
2021-01-09 23:00:00,2021-01-10 00:00:00,42.36,,12.98,32.9,45.88,13.3,,0.36,11.29,,,,,,,,,,
2021-01-10 00:00:00,2021-01-10 01:00:00,34.37,,15.17,27.03,42.2,13.09,,0.23,10.29,,,,,,,,,,
2021-01-10 01:00:00,2021-01-10 02:00:00,23.68,,14.04,22.3,36.35,13.22,,0.19,4.12,,,,,,,,,,
2021-01-10 02:00:00,2021-01-10 03:00:00,21.99,,14.08,20.33,34.41,12.17,,0.24,3.35,,,,,,,,,,
2021-01-10 03:00:00,2021-01-10 04:00:00,24.0,,14.13,18.95,33.09,11.39,,0.21,4.0,,,,,,,,,,
2021-01-10 04:00:00,2021-01-10 05:00:00,25.32,,13.31,16.78,30.1,10.43,,0.29,2.69,,,,,,,,,,
