From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2019-06-14 15:00:00,2019-06-14 16:00:00,33.52,35.91,6.25,3.57,9.82,8.28,10.34,1.14,31.12,0.05,0.53,,0.15,60.7,20.09,72.62,500.37,,29.68,9.81
2019-06-14 16:00:00,2019-06-14 17:00:00,,,6.9,5.27,12.18,8.6,12.93,1.21,28.35,0.05,0.58,,0.19,63.58,16.65,75.81,404.61,,29.15,9.81
2019-06-14 17:00:00,2019-06-14 18:00:00,32.14,35.01,7.1,5.93,13.02,8.41,10.11,1.2,25.73,0.04,0.4,,0.13,63.55,17.71,74.47,220.67,,28.95,9.81
2019-06-14 18:00:00,2019-06-14 19:00:00,30.34,36.25,6.85,5.4,12.26,8.72,10.67,1.23,21.76,0.06,0.17,,0.08,70.7,14.61,73.12,37.41,,27.63,9.81
2019-06-14 19:00:00,2019-06-14 20:00:00,33.93,39.65,6.7,6.36,13.07,8.88,10.16,1.17,18.2,0.03,0.17,,0.19,79.94,12.84,71.55,22.51,,26.67,9.81
2019-06-14 20:00:00,2019-06-14 21:00:00,33.36,38.83,6.57,6.07,12.64,8.83,9.12,1.13,15.82,0.02,0.18,,0.24,84.03,14.23,75.47,22.49,,25.77,9.81
2019-06-14 21:00:00,2019-06-14 22:00:00,23.86,28.97,6.46,5.95,12.4,8.7,9.36,1.09,13.11,0.01,0.11,,0.06,85.11,11.15,67.16,22.49,,24.99,9.81
2019-06-14 22:00:00,2019-06-14 23:00:00,20.42,25.16,8.35,10.08,18.45,8.79,10.16,1.13,5.02,0.05,0.2,,0.06,85.29,10.08,74.01,22.48,,24.76,9.81
2019-06-14 23:00:00,2019-06-15 00:00:00,22.59,25.97,9.15,10.69,19.83,8.7,9.63,1.13,5.24,0.03,0.13,,0.04,86.5,10.61,82.21,22.49,,24.62,9.81
2019-06-15 00:00:00,2019-06-15 01:00:00,,27.24,7.98,8.58,16.56,8.44,10.22,1.1,5.95,0.02,0.11,,0.04,85.2,8.77,60.0,22.49,,24.46,9.81
2019-06-15 01:00:00,2019-06-15 02:00:00,,,7.21,6.39,13.59,8.0,8.61,1.04,9.7,0.02,0.16,,0.04,85.3,8.73,68.16,22.48,,24.34,9.81
2019-06-15 02:00:00,2019-06-15 03:00:00,,,7.07,6.06,13.13,7.84,9.59,1.09,10.94,0.04,0.13,,0.03,86.48,8.29,78.95,22.48,,24.27,9.81
2019-06-15 03:00:00,2019-06-15 04:00:00,21.95,22.4,8.28,8.12,16.41,7.47,9.97,1.05,6.55,0.01,0.07,,0.03,85.57,8.17,75.94,22.48,,24.34,9.81
2019-06-15 04:00:00,2019-06-15 05:00:00,24.94,26.12,7.54,7.63,15.17,7.31,10.64,1.08,6.13,0.02,0.16,,0.03,86.27,8.13,98.16,22.48,,24.5,9.81
2019-06-15 05:00:00,2019-06-15 06:00:00,28.08,28.85,7.04,6.09,13.12,7.13,10.38,1.08,8.81,0.02,0.15,,0.03,86.05,7.03,75.3,22.94,,24.64,9.81
2019-06-15 06:00:00,2019-06-15 07:00:00,,,6.9,4.57,11.47,6.88,9.33,1.05,11.64,0.03,0.15,,0.03,85.8,7.63,87.19,64.52,,24.72,9.81
2019-06-15 07:00:00,2019-06-15 08:00:00,29.5,30.82,8.59,6.01,14.6,6.8,10.12,1.11,10.83,0.02,0.14,,0.04,83.77,10.12,83.12,226.58,,25.3,9.81
2019-06-15 08:00:00,2019-06-15 09:00:00,29.59,39.59,11.65,9.05,20.7,6.7,13.51,1.18,9.91,0.03,0.2,,0.03,79.71,11.77,78.98,359.43,,26.15,9.81
2019-06-15 09:00:00,2019-06-15 10:00:00,31.17,41.99,7.71,4.83,12.55,6.47,10.0,1.12,22.2,0.03,0.97,,0.16,72.31,15.57,64.01,659.25,,27.75,9.81
2019-06-15 10:00:00,2019-06-15 11:00:00,29.65,39.58,7.12,4.47,11.61,6.57,9.79,1.18,24.8,0.04,0.36,,0.21,65.77,18.13,73.51,792.94,,29.01,9.81
2019-06-15 11:00:00,2019-06-15 12:00:00,28.63,37.13,6.68,4.61,11.29,6.54,10.4,1.21,29.11,0.04,0.39,,0.22,65.77,17.6,70.56,505.67,,29.05,9.81
2019-06-15 12:00:00,2019-06-15 13:00:00,,,6.51,4.26,10.78,6.29,10.07,1.14,29.71,0.03,0.2,,0.17,58.49,19.28,66.25,851.04,,30.62,9.81
2019-06-15 13:00:00,2019-06-15 14:00:00,33.13,37.1,6.48,4.52,10.99,6.44,9.11,1.19,33.2,0.03,0.46,,0.1,57.6,19.71,80.74,804.0,,31.18,9.81
2019-06-15 14:00:00,2019-06-15 15:00:00,30.81,43.95,6.54,5.36,11.9,6.57,10.85,1.22,34.87,0.07,0.34,,0.11,56.61,20.8,93.45,691.04,,31.17,9.81
2019-06-15 15:00:00,2019-06-15 16:00:00,30.54,49.53,6.72,5.11,11.83,6.73,10.09,1.14,29.8,0.03,0.18,,0.14,62.47,19.12,70.71,565.49,,29.94,9.81
2019-06-15 16:00:00,2019-06-15 17:00:00,30.19,43.02,6.92,6.1,13.01,7.29,10.32,1.19,29.16,0.06,0.29,,0.17,62.09,17.52,76.06,390.06,,29.59,9.81
2019-06-15 17:00:00,2019-06-15 18:00:00,32.02,38.69,6.5,5.41,11.91,7.47,10.39,1.15,24.95,0.04,0.18,,0.16,69.53,16.06,78.29,170.96,,28.37,9.81
2019-06-15 18:00:00,2019-06-15 19:00:00,34.99,37.43,6.64,6.4,13.04,7.9,10.71,1.17,19.0,0.07,0.44,,0.14,76.56,14.72,73.0,46.91,,27.29,9.81
2019-06-15 19:00:00,2019-06-15 20:00:00,36.21,38.77,7.77,8.54,16.31,8.03,9.89,1.17,11.9,0.06,0.41,,0.18,81.88,17.7,72.76,22.5,,26.28,9.81
2019-06-15 20:00:00,2019-06-15 21:00:00,35.57,37.36,6.97,5.87,12.84,8.39,15.75,1.3,14.53,0.05,0.22,,0.18,82.5,13.65,74.17,22.5,,26.02,9.81
2019-06-15 21:00:00,2019-06-15 22:00:00,,,6.53,5.54,12.07,8.29,12.71,1.23,12.46,0.08,0.32,,0.12,83.73,13.08,75.91,22.48,,25.87,9.81
2019-06-15 22:00:00,2019-06-15 23:00:00,,,6.62,5.68,12.3,8.18,10.36,1.23,11.96,0.04,0.35,,0.22,80.04,14.02,73.11,22.49,,25.87,9.81
2019-06-15 23:00:00,2019-06-16 00:00:00,34.72,36.41,7.7,6.66,14.37,8.64,10.03,1.36,10.62,0.08,0.26,,0.19,83.87,13.75,73.4,22.48,,25.75,9.81
2019-06-16 00:00:00,2019-06-16 01:00:00,31.9,36.4,6.5,4.38,10.88,7.74,9.26,1.12,11.76,0.04,0.16,,0.21,84.08,13.07,78.53,22.49,,25.51,9.81
2019-06-16 01:00:00,2019-06-16 02:00:00,30.41,33.67,6.48,4.19,10.67,7.56,8.59,1.13,12.05,0.02,0.13,,0.2,84.12,12.45,57.1,22.49,,25.25,9.81
2019-06-16 02:00:00,2019-06-16 03:00:00,29.51,31.32,6.52,4.48,11.0,7.26,8.77,1.12,11.02,0.04,0.1,,0.08,84.23,12.66,73.67,22.48,,25.07,9.81
2019-06-16 03:00:00,2019-06-16 04:00:00,29.15,31.6,6.55,4.28,10.83,7.09,10.37,1.11,11.29,0.02,0.07,,0.04,84.94,10.74,72.98,22.48,,25.01,9.81
2019-06-16 04:00:00,2019-06-16 05:00:00,,,6.42,4.12,10.54,6.97,8.84,1.07,11.63,0.02,0.06,,0.03,84.45,12.85,73.31,22.48,,24.88,9.81
2019-06-16 05:00:00,2019-06-16 06:00:00,31.24,33.66,6.66,4.57,11.23,7.16,12.79,1.16,11.21,0.04,0.09,,0.08,83.95,12.18,77.52,22.68,,24.82,9.81
2019-06-16 06:00:00,2019-06-16 07:00:00,29.91,34.56,6.87,4.93,11.8,7.1,9.27,1.11,9.76,0.03,0.12,,0.19,83.83,12.46,72.46,55.52,,24.77,9.81
2019-06-16 07:00:00,2019-06-16 08:00:00,31.28,37.26,7.02,4.27,11.29,7.21,9.34,1.12,11.77,0.02,0.15,,0.28,83.12,12.74,64.91,181.38,,25.36,9.81
2019-06-16 08:00:00,2019-06-16 09:00:00,,,7.25,4.57,11.83,7.2,10.7,1.25,16.09,0.04,0.1,,0.12,78.4,14.6,68.61,374.75,,26.58,9.81
2019-06-16 09:00:00,2019-06-16 10:00:00,33.93,44.69,6.3,3.48,9.79,6.83,8.79,1.15,24.22,0.03,0.08,,0.05,70.37,16.64,72.09,602.13,,28.2,9.81
2019-06-16 10:00:00,2019-06-16 11:00:00,24.81,40.17,5.83,3.0,8.83,6.54,8.18,1.1,29.54,0.01,0.06,,0.03,62.11,17.74,75.99,719.64,,29.59,9.81
2019-06-16 11:00:00,2019-06-16 12:00:00,18.43,30.98,6.01,3.38,9.4,6.39,8.36,1.09,30.07,0.02,0.06,,0.03,56.72,18.12,75.93,830.77,,30.79,9.81
2019-06-16 12:00:00,2019-06-16 13:00:00,14.72,26.01,5.92,3.5,9.41,6.13,8.34,1.06,30.38,0.02,0.05,,0.03,50.37,18.78,81.46,842.21,,31.97,9.81
2019-06-16 13:00:00,2019-06-16 14:00:00,17.6,23.46,6.21,4.52,10.73,6.03,8.07,1.05,31.77,0.02,0.06,,0.03,49.51,20.41,77.19,800.23,,32.37,9.81
2019-06-16 14:00:00,2019-06-16 15:00:00,21.24,23.14,5.99,3.98,9.96,6.08,7.99,1.05,38.0,0.01,0.06,,0.03,49.48,19.37,71.95,663.8,,32.3,9.81
2019-06-16 15:00:00,2019-06-16 16:00:00,17.61,22.62,5.53,2.5,8.03,6.13,8.81,1.06,45.45,0.02,0.06,,0.01,49.9,21.12,73.89,539.78,,32.15,9.81
2019-06-16 16:00:00,2019-06-16 17:00:00,14.91,25.51,5.45,2.67,8.12,6.06,9.05,1.05,43.01,0.01,0.04,,0.01,51.03,19.52,89.49,363.42,,31.77,9.81
2019-06-16 17:00:00,2019-06-16 18:00:00,14.45,28.93,5.5,3.1,8.6,5.99,8.54,1.05,38.73,0.01,0.07,,0.01,54.81,16.79,86.39,158.62,,30.59,9.81
2019-06-16 18:00:00,2019-06-16 19:00:00,21.49,30.06,5.59,3.71,9.3,6.0,8.41,1.05,33.2,0.01,0.05,,0.03,61.9,15.76,79.49,39.82,,29.01,9.81
2019-06-16 19:00:00,2019-06-16 20:00:00,27.62,30.02,5.75,4.17,9.91,5.87,8.41,1.05,29.03,0.01,0.05,,0.03,66.8,14.85,79.73,22.52,,28.07,9.81
2019-06-16 20:00:00,2019-06-16 21:00:00,23.3,30.54,5.74,4.77,10.51,5.89,8.63,1.07,23.33,0.01,0.05,,0.03,73.38,15.21,58.41,22.48,,27.13,9.81
2019-06-16 21:00:00,2019-06-16 22:00:00,20.78,30.82,5.76,4.51,10.28,5.89,8.22,1.08,19.98,0.01,0.06,,0.04,74.73,15.19,70.39,22.49,,26.38,9.81
2019-06-16 22:00:00,2019-06-16 23:00:00,19.84,29.51,5.84,4.5,10.34,5.86,8.24,1.07,17.23,0.01,0.06,,0.04,78.21,14.94,70.52,22.49,,26.02,9.81
2019-06-16 23:00:00,2019-06-17 00:00:00,19.27,27.91,5.97,4.89,10.85,5.74,8.63,1.06,15.3,0.01,0.05,,0.03,80.13,13.12,79.44,22.49,,25.81,9.81
2019-06-17 00:00:00,2019-06-17 01:00:00,21.36,25.53,5.99,4.04,10.03,5.66,8.55,1.05,15.34,0.01,0.05,,0.02,81.28,13.31,87.32,22.5,,25.45,9.81
2019-06-17 01:00:00,2019-06-17 02:00:00,21.14,22.49,6.03,4.26,10.29,5.51,8.2,1.05,14.22,0.01,0.04,,,82.88,12.63,68.3,22.48,,25.25,9.81
2019-06-17 02:00:00,2019-06-17 03:00:00,19.99,23.44,6.02,3.94,9.96,5.46,8.01,1.04,14.73,0.01,0.05,,0.03,81.63,13.32,75.14,22.49,,25.11,9.81
2019-06-17 03:00:00,2019-06-17 04:00:00,,,6.09,3.84,9.94,5.29,8.12,1.04,14.24,0.01,0.05,,0.03,80.5,10.82,71.71,22.49,,24.92,9.81
2019-06-17 04:00:00,2019-06-17 05:00:00,,,6.0,3.23,9.23,5.23,8.06,1.02,15.97,0.01,0.04,,0.01,80.19,10.17,75.02,22.5,,24.98,9.81
2019-06-17 05:00:00,2019-06-17 06:00:00,18.62,21.69,6.06,3.9,9.96,5.13,8.27,1.04,13.25,0.01,0.04,,0.02,81.25,11.28,71.98,22.64,,24.84,9.81
2019-06-17 06:00:00,2019-06-17 07:00:00,13.81,32.08,6.11,3.64,9.75,5.08,8.18,1.05,14.53,0.01,0.04,,0.02,81.89,10.5,72.5,64.69,,24.99,9.81
2019-06-17 07:00:00,2019-06-17 08:00:00,14.89,31.42,7.0,4.54,11.54,5.09,8.41,1.1,14.36,0.01,0.06,,0.04,78.39,10.25,72.05,241.92,,25.8,9.81
2019-06-17 08:00:00,2019-06-17 09:00:00,18.87,28.06,7.55,5.41,12.96,4.92,9.3,1.14,19.77,0.02,0.14,,0.08,70.29,13.07,67.73,440.92,,27.21,9.81
2019-06-17 09:00:00,2019-06-17 10:00:00,23.31,29.95,7.48,6.14,13.62,4.93,10.44,1.17,24.58,0.02,0.45,,0.18,60.38,16.32,78.41,600.29,,29.12,9.81
2019-06-17 10:00:00,2019-06-17 11:00:00,33.39,40.78,6.96,5.26,12.22,5.04,14.68,1.22,26.99,0.05,0.55,,0.13,55.37,18.54,80.09,698.7,,30.2,9.81
2019-06-17 11:00:00,2019-06-17 12:00:00,,47.93,6.59,4.87,11.47,5.25,10.95,1.27,30.6,0.05,0.7,,0.22,52.16,19.72,83.94,790.52,,31.05,9.81
2019-06-17 12:00:00,2019-06-17 13:00:00,45.19,54.28,6.02,4.48,10.5,4.88,10.66,1.27,37.36,0.04,0.24,,0.1,51.46,20.66,91.32,768.11,,31.66,9.82
2019-06-17 13:00:00,2019-06-17 14:00:00,39.7,60.63,5.96,3.75,9.7,5.06,10.33,1.24,39.18,0.02,0.25,,0.07,50.89,22.85,71.99,761.79,,31.52,9.82
2019-06-17 14:00:00,2019-06-17 15:00:00,39.4,66.69,6.46,4.31,10.78,5.25,10.05,1.35,32.55,0.07,0.18,,0.06,51.06,26.82,87.23,740.12,,31.3,9.82
2019-06-17 15:00:00,2019-06-17 16:00:00,42.09,74.3,6.53,4.48,11.01,5.26,18.1,1.38,29.2,0.06,0.17,,0.05,56.59,24.92,83.11,499.11,,30.61,9.82
2019-06-17 16:00:00,2019-06-17 17:00:00,49.33,78.06,5.95,3.68,9.63,5.1,10.84,1.23,28.35,0.04,0.38,,0.08,61.15,24.13,83.38,242.52,,29.47,9.82
2019-06-17 17:00:00,2019-06-17 18:00:00,52.93,73.83,6.22,4.54,10.76,5.87,10.33,1.27,26.15,0.07,0.42,,0.07,66.73,18.89,75.63,94.33,,28.49,9.82
2019-06-17 18:00:00,2019-06-17 19:00:00,62.27,68.91,7.02,6.15,13.18,7.38,17.93,1.59,22.49,0.13,0.47,,0.11,68.33,16.7,84.18,37.52,,27.85,9.82
2019-06-17 19:00:00,2019-06-17 20:00:00,56.54,63.72,6.31,5.44,11.74,7.68,11.08,1.28,18.53,0.04,0.17,,0.05,74.91,13.56,62.7,22.53,,26.98,9.82
2019-06-17 20:00:00,2019-06-17 21:00:00,47.26,56.22,6.33,5.04,11.35,8.36,9.71,1.38,18.52,0.03,0.12,,0.04,78.97,14.62,68.2,22.5,,26.47,9.82
2019-06-17 21:00:00,2019-06-17 22:00:00,39.13,47.75,6.17,5.44,11.61,8.78,9.19,1.27,15.71,0.07,0.14,,0.04,80.56,13.27,71.29,22.51,,26.08,9.82
2019-06-17 22:00:00,2019-06-17 23:00:00,32.45,39.55,6.32,5.87,12.2,9.08,8.85,1.21,12.64,0.02,0.11,,0.03,82.19,15.47,73.77,22.52,,25.62,9.82
2019-06-17 23:00:00,2019-06-18 00:00:00,30.1,34.83,6.26,5.69,11.95,9.11,8.85,1.19,12.1,0.03,0.1,,0.03,82.71,13.8,83.43,22.52,,25.39,9.82
2019-06-18 00:00:00,2019-06-18 01:00:00,29.83,32.84,6.28,5.45,11.72,8.87,8.77,1.17,11.47,0.02,0.08,,0.03,83.59,13.88,65.74,22.52,,25.16,9.82
2019-06-18 01:00:00,2019-06-18 02:00:00,30.3,31.09,6.34,5.41,11.75,8.54,9.47,1.12,11.84,0.01,0.07,,0.03,84.24,13.63,68.86,22.52,,25.06,9.82
2019-06-18 02:00:00,2019-06-18 03:00:00,,,6.65,5.42,12.06,8.34,10.02,1.17,13.45,0.01,0.07,,0.04,83.84,11.24,73.5,22.51,,25.07,9.82
2019-06-18 03:00:00,2019-06-18 04:00:00,36.68,38.89,6.6,4.5,11.09,8.42,13.2,1.33,15.2,0.05,0.09,,0.04,82.87,15.81,85.68,22.52,,25.27,9.82
