From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm),AT (degree C)
2022-12-06 07:00:00,2022-12-06 08:00:00,209.0,712.99,17.51,26.59,28.38,29.7,4.89,0.71,8.94,11.14,13.2,5.88,5.77,2.73,91.53,0.83,78.0,5.0,945.71,0.0,20.99
2022-12-06 08:00:00,2022-12-06 09:00:00,7.72,371.22,5.26,23.93,17.0,9.48,4.85,0.69,14.46,11.18,11.6,2.2,4.16,2.2,84.92,0.85,73.24,63.99,946.2,0.0,23.95
2022-12-06 09:00:00,2022-12-06 10:00:00,0.02,62.92,0.6,19.94,11.1,1.79,4.92,0.66,21.56,6.02,9.32,1.95,2.87,1.56,80.25,0.96,170.12,115.67,946.32,0.0,24.36
2022-12-06 10:00:00,2022-12-06 11:00:00,,3.53,0.09,16.22,8.7,0.94,4.96,0.51,28.95,3.25,9.16,1.79,2.24,1.27,71.83,1.32,42.24,236.04,946.1,0.0,31.56
2022-12-06 11:00:00,2022-12-06 12:00:00,,0.08,0.12,13.22,7.12,0.99,4.9,0.45,31.66,1.95,9.18,1.24,1.66,1.14,64.73,1.21,38.34,226.48,945.6,0.0,29.29
2022-12-06 12:00:00,2022-12-06 13:00:00,,0.01,0.29,15.78,8.63,1.28,4.95,0.46,29.09,2.08,9.86,0.95,1.39,1.03,60.83,1.24,30.25,158.56,944.88,0.0,29.25
2022-12-06 13:00:00,2022-12-06 14:00:00,,12.24,0.38,15.85,8.74,1.43,5.06,0.37,33.0,1.82,10.05,0.74,1.17,0.94,58.13,1.3,32.39,132.62,944.3,0.0,29.68
2022-12-06 14:00:00,2022-12-06 15:00:00,,122.37,0.4,15.5,8.57,1.46,4.95,0.4,33.97,1.65,9.54,0.55,1.06,0.84,56.87,1.05,229.8,109.05,943.68,0.0,30.83
2022-12-06 15:00:00,2022-12-06 16:00:00,118.92,191.24,0.57,17.63,9.84,1.74,5.0,0.43,33.65,2.82,10.65,0.67,1.84,1.19,55.78,1.3,28.18,44.24,943.37,0.0,29.68
2022-12-06 16:00:00,2022-12-06 17:00:00,109.46,143.54,0.6,21.96,12.17,1.79,5.17,0.49,28.1,3.86,9.74,0.83,1.4,0.87,59.29,1.27,92.82,1.44,943.46,0.0,27.32
2022-12-06 17:00:00,2022-12-06 18:00:00,111.85,213.15,0.59,27.19,14.94,1.78,5.0,0.68,23.22,3.15,9.5,0.72,1.35,0.85,61.73,1.38,296.32,0.0,943.61,0.0,27.6
2022-12-06 18:00:00,2022-12-06 19:00:00,203.87,284.96,17.05,39.32,34.77,28.93,5.19,1.27,10.06,13.44,13.28,1.21,3.74,1.71,68.59,1.11,287.33,0.0,944.05,0.0,27.98
2022-12-06 19:00:00,2022-12-06 20:00:00,187.48,494.7,20.66,39.5,37.81,34.88,5.1,1.19,9.52,14.49,18.13,2.15,6.98,3.1,71.97,1.07,305.01,0.0,944.69,0.0,26.59
2022-12-06 20:00:00,2022-12-06 21:00:00,201.66,430.66,17.99,36.95,34.28,30.48,5.15,1.19,9.62,7.35,16.04,2.71,5.44,2.67,74.35,0.64,249.69,0.0,945.36,0.0,25.36
2022-12-06 21:00:00,2022-12-06 22:00:00,357.98,461.19,23.68,33.23,36.92,39.87,5.36,1.36,10.02,10.18,21.41,23.11,18.28,7.21,77.27,0.77,37.96,0.0,945.78,0.0,26.66
2022-12-06 22:00:00,2022-12-06 23:00:00,331.0,480.99,4.78,28.75,19.18,8.68,5.17,0.82,11.61,10.43,18.32,39.19,23.48,8.91,77.5,0.84,25.02,0.0,945.79,0.0,23.33
2022-12-06 23:00:00,2022-12-07 00:00:00,260.31,457.22,5.28,27.44,18.88,9.5,5.21,0.74,12.99,4.88,14.1,25.04,14.73,5.44,79.7,1.21,19.52,0.0,945.53,0.0,23.5
2022-12-07 00:00:00,2022-12-07 01:00:00,88.7,364.55,0.71,20.7,11.59,1.96,5.26,0.53,20.01,2.92,11.41,10.45,6.58,2.45,83.56,1.39,26.8,0.0,945.03,0.0,22.94
2022-12-07 01:00:00,2022-12-07 02:00:00,1.01,370.09,0.67,20.73,11.57,1.9,5.3,0.55,21.08,2.41,9.65,3.83,2.95,1.27,85.73,1.18,126.54,0.0,944.77,0.0,23.68
2022-12-07 02:00:00,2022-12-07 03:00:00,,239.53,0.85,22.16,12.48,2.21,5.24,0.53,19.45,2.93,9.29,2.34,2.03,1.08,84.53,1.23,27.0,0.0,944.19,0.0,25.27
2022-12-07 03:00:00,2022-12-07 04:00:00,6.49,161.73,0.92,25.4,14.26,2.32,5.35,0.57,18.0,2.54,8.76,1.1,1.17,0.81,84.65,1.3,28.65,0.0,943.9,0.0,23.68
2022-12-07 04:00:00,2022-12-07 05:00:00,113.64,211.06,0.76,21.3,11.95,2.06,5.13,0.46,22.39,2.33,9.33,0.75,0.87,0.76,89.02,1.44,38.55,0.0,944.0,0.0,24.08
2022-12-07 05:00:00,2022-12-07 06:00:00,558.74,607.36,1.71,23.82,14.06,3.62,5.09,0.6,17.64,2.11,8.65,0.53,0.68,0.63,93.04,1.15,238.27,0.0,944.3,0.0,22.37
2022-12-07 06:00:00,2022-12-07 07:00:00,373.96,744.39,4.78,27.31,18.41,8.68,5.19,0.82,10.88,3.99,8.89,0.51,0.88,0.67,95.06,1.05,299.97,0.0,944.77,0.0,20.17
2022-12-07 07:00:00,2022-12-07 08:00:00,12.85,520.51,12.35,29.16,25.55,21.18,5.22,1.05,9.7,5.99,9.56,0.55,1.29,0.79,94.43,1.26,285.03,3.0,945.06,0.0,19.86
2022-12-07 08:00:00,2022-12-07 09:00:00,0.21,237.33,6.45,28.34,20.32,11.44,5.2,0.99,12.95,9.5,10.15,0.64,1.88,0.96,88.09,1.01,214.89,60.13,945.14,0.0,21.8
2022-12-07 09:00:00,2022-12-07 10:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-07 10:00:00,2022-12-07 11:00:00,,0.53,1.1,19.66,11.35,2.6,5.61,0.57,37.41,4.84,9.6,0.56,1.2,0.92,37.85,2.17,26.69,428.63,945.15,0.0,32.24
2022-12-07 11:00:00,2022-12-07 12:00:00,,0.07,5.05,30.92,20.56,9.14,5.74,0.46,24.33,3.02,9.47,0.53,0.99,0.83,34.6,2.38,24.66,260.55,945.05,0.0,30.86
2022-12-07 12:00:00,2022-12-07 13:00:00,,,0.53,15.97,8.92,1.67,5.58,0.38,40.71,1.41,9.66,0.54,1.0,0.86,36.53,1.25,33.86,224.72,944.49,0.0,28.82
2022-12-07 13:00:00,2022-12-07 14:00:00,,,0.87,15.86,9.14,2.23,5.65,0.4,41.33,1.71,8.96,0.53,0.88,0.74,41.05,1.23,13.06,165.22,944.18,0.0,28.83
2022-12-07 14:00:00,2022-12-07 15:00:00,,,0.61,17.67,9.89,1.8,5.88,0.4,43.08,1.56,8.37,0.44,0.84,0.68,34.41,1.06,27.86,62.51,943.45,0.0,29.47
2022-12-07 15:00:00,2022-12-07 16:00:00,,31.15,0.48,15.32,8.54,1.61,5.87,0.43,46.25,1.29,7.58,0.41,0.77,0.64,33.16,1.53,27.01,48.87,943.16,0.0,29.04
2022-12-07 16:00:00,2022-12-07 17:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-07 17:00:00,2022-12-07 18:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-07 18:00:00,2022-12-07 19:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-07 19:00:00,2022-12-07 20:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-07 20:00:00,2022-12-07 21:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-07 21:00:00,2022-12-07 22:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-07 22:00:00,2022-12-07 23:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-07 23:00:00,2022-12-08 00:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 00:00:00,2022-12-08 01:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 01:00:00,2022-12-08 02:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 02:00:00,2022-12-08 03:00:00,,,,36.51,,,,,,,,,,,,,,,,,
2022-12-08 03:00:00,2022-12-08 04:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 04:00:00,2022-12-08 05:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 05:00:00,2022-12-08 06:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 06:00:00,2022-12-08 07:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 07:00:00,2022-12-08 08:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 08:00:00,2022-12-08 09:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 09:00:00,2022-12-08 10:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 10:00:00,2022-12-08 11:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 11:00:00,2022-12-08 12:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 12:00:00,2022-12-08 13:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 13:00:00,2022-12-08 14:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 14:00:00,2022-12-08 15:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 15:00:00,2022-12-08 16:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 16:00:00,2022-12-08 17:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 17:00:00,2022-12-08 18:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 18:00:00,2022-12-08 19:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 19:00:00,2022-12-08 20:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 20:00:00,2022-12-08 21:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 21:00:00,2022-12-08 22:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 22:00:00,2022-12-08 23:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-08 23:00:00,2022-12-09 00:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 00:00:00,2022-12-09 01:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 01:00:00,2022-12-09 02:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 02:00:00,2022-12-09 03:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 03:00:00,2022-12-09 04:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 04:00:00,2022-12-09 05:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 05:00:00,2022-12-09 06:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 06:00:00,2022-12-09 07:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 07:00:00,2022-12-09 08:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 08:00:00,2022-12-09 09:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 09:00:00,2022-12-09 10:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 10:00:00,2022-12-09 11:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 11:00:00,2022-12-09 12:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 12:00:00,2022-12-09 13:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 13:00:00,2022-12-09 14:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 14:00:00,2022-12-09 15:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 15:00:00,2022-12-09 16:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-09 16:00:00,2022-12-09 17:00:00,98.47,191.88,2.42,27.99,16.86,4.8,6.31,0.59,28.15,2.53,9.64,0.59,1.48,1.06,57.69,0.78,313.93,0.0,941.24,0.0,25.45
2022-12-09 17:00:00,2022-12-09 18:00:00,96.75,196.31,2.03,33.68,19.55,4.14,8.21,0.58,28.87,2.92,10.13,0.65,1.81,1.18,56.08,0.99,288.77,0.0,941.4,0.0,19.5
2022-12-09 18:00:00,2022-12-09 19:00:00,96.01,200.37,8.7,45.32,31.17,15.15,8.14,0.87,19.84,3.27,13.56,0.99,3.4,1.88,58.2,1.11,269.21,0.0,941.66,0.0,23.58
2022-12-09 19:00:00,2022-12-09 20:00:00,118.58,259.55,9.51,47.11,32.79,16.5,7.96,0.83,17.67,4.2,17.39,1.31,4.71,2.54,62.91,1.48,286.34,0.0,942.27,0.0,19.3
2022-12-09 20:00:00,2022-12-09 21:00:00,132.57,266.94,4.38,39.3,24.47,8.03,8.0,0.73,28.56,3.67,15.29,0.96,3.15,1.86,62.71,1.73,285.88,0.0,942.86,0.0,24.49
2022-12-09 21:00:00,2022-12-09 22:00:00,136.82,259.69,2.46,36.9,21.62,4.85,7.66,0.72,29.16,3.98,13.78,0.78,2.21,1.46,66.93,0.72,283.49,0.0,942.86,0.0,20.3
2022-12-09 22:00:00,2022-12-09 23:00:00,127.38,256.38,2.22,33.67,19.72,4.46,6.71,0.89,31.26,6.45,13.28,0.65,1.72,1.25,78.89,1.42,315.61,0.0,942.79,0.0,16.32
2022-12-09 23:00:00,2022-12-10 00:00:00,148.24,248.36,2.45,33.35,19.73,4.84,6.55,0.84,26.24,6.98,12.84,0.57,1.34,1.06,86.12,1.11,317.25,0.0,942.57,0.0,15.77
2022-12-10 00:00:00,2022-12-10 01:00:00,144.69,235.43,3.12,30.94,19.0,5.95,6.0,0.52,27.75,4.71,12.41,0.5,1.01,0.96,87.8,1.68,287.39,0.0,942.19,0.0,15.14
2022-12-10 01:00:00,2022-12-10 02:00:00,142.94,210.73,2.22,28.64,17.04,4.47,6.14,0.49,31.8,2.74,12.0,0.44,0.82,0.85,87.05,0.34,285.23,0.0,941.78,0.0,17.09
2022-12-10 02:00:00,2022-12-10 03:00:00,132.66,194.56,1.83,26.83,15.75,3.81,6.27,0.46,30.84,3.56,12.35,0.41,0.78,0.81,86.79,,,0.0,941.5,0.0,16.36
2022-12-10 03:00:00,2022-12-10 04:00:00,125.46,200.53,1.48,23.18,13.53,3.24,6.17,0.44,34.39,3.36,11.89,0.39,0.7,0.78,87.0,,,0.0,941.23,0.0,19.4
2022-12-10 04:00:00,2022-12-10 05:00:00,116.63,175.81,1.75,23.32,13.83,3.69,6.07,0.4,31.85,2.69,11.62,0.39,0.69,0.78,91.98,2.26,273.06,0.0,941.29,0.0,19.3
2022-12-10 05:00:00,2022-12-10 06:00:00,118.66,172.53,1.21,19.93,11.59,2.8,5.97,0.42,30.8,1.98,12.47,0.43,0.73,0.82,96.61,0.82,261.44,0.0,941.47,0.0,18.11
2022-12-10 06:00:00,2022-12-10 07:00:00,103.45,138.79,1.77,18.88,11.48,3.73,5.64,0.42,25.67,1.82,13.61,0.57,1.02,0.99,97.98,0.93,257.98,0.0,941.74,0.0,18.34
2022-12-10 07:00:00,2022-12-10 08:00:00,81.05,141.35,2.85,21.27,13.63,5.5,5.62,0.43,25.34,1.86,13.34,0.61,1.23,1.09,97.81,,,0.0,942.06,0.0,19.39
2022-12-10 08:00:00,2022-12-10 09:00:00,66.51,110.11,3.24,20.35,13.46,6.15,5.52,0.48,26.07,1.94,14.01,0.63,1.44,1.2,98.29,2.43,276.33,0.03,942.52,0.0,16.92
2022-12-10 09:00:00,2022-12-10 10:00:00,54.42,72.41,7.51,23.5,18.61,13.19,5.64,0.52,22.34,2.08,14.74,0.68,1.84,1.39,97.18,2.29,268.9,3.03,942.85,0.0,16.67
2022-12-10 10:00:00,2022-12-10 11:00:00,45.91,105.53,5.23,23.01,16.49,9.43,5.55,0.46,24.05,1.89,15.24,0.72,2.18,1.53,97.16,2.57,275.69,12.62,942.65,0.0,15.25
2022-12-10 11:00:00,2022-12-10 12:00:00,70.61,107.67,5.92,24.46,17.82,10.55,5.53,0.48,23.62,1.71,14.11,0.74,2.29,1.59,96.81,1.4,266.36,14.53,942.23,0.0,15.45
2022-12-10 12:00:00,2022-12-10 13:00:00,54.22,116.56,5.15,23.38,16.62,9.29,5.64,0.49,21.72,1.69,14.95,0.85,2.59,1.71,97.76,0.51,266.91,7.28,941.58,0.0,21.26
2022-12-10 13:00:00,2022-12-10 14:00:00,59.96,105.91,6.22,24.04,17.85,11.07,5.69,0.49,23.37,1.53,15.22,0.83,2.27,1.54,97.38,1.62,269.73,17.57,940.84,0.0,20.28
2022-12-10 14:00:00,2022-12-10 15:00:00,53.52,88.83,4.13,22.18,15.16,7.62,5.61,0.49,26.03,1.62,13.4,0.73,1.97,1.37,97.07,2.39,276.47,15.5,940.37,0.0,19.88
2022-12-10 15:00:00,2022-12-10 16:00:00,53.16,75.38,4.5,24.22,16.55,8.23,5.55,0.52,24.1,1.93,12.65,0.69,1.99,1.39,98.23,0.57,270.68,0.0,940.3,0.0,19.21
2022-12-10 16:00:00,2022-12-10 17:00:00,43.86,78.38,4.97,26.21,17.98,9.0,5.5,0.52,23.54,1.85,12.81,0.75,2.18,1.5,98.21,0.93,277.65,0.0,940.52,0.0,19.48
2022-12-10 17:00:00,2022-12-10 18:00:00,43.92,68.86,6.84,27.65,20.27,12.09,5.51,0.54,20.58,1.67,13.02,0.64,1.81,1.3,98.11,1.31,279.08,0.0,940.44,0.0,18.0
2022-12-10 18:00:00,2022-12-10 19:00:00,53.28,67.78,7.08,29.3,21.34,12.48,5.51,0.54,20.18,1.78,13.06,0.68,2.13,1.39,98.41,0.43,275.47,0.0,940.48,0.0,18.83
2022-12-10 19:00:00,2022-12-10 20:00:00,58.75,61.74,5.59,27.32,19.08,10.03,5.5,0.52,23.39,1.73,12.52,0.68,2.19,1.39,99.0,1.29,281.02,0.0,940.6,0.0,20.04
2022-12-10 20:00:00,2022-12-10 21:00:00,53.76,69.01,3.77,23.32,15.48,7.03,5.54,0.52,25.05,1.66,11.26,0.53,1.45,1.04,98.98,1.29,282.34,0.0,940.95,0.0,20.83
2022-12-10 21:00:00,2022-12-10 22:00:00,39.85,62.59,5.13,25.52,17.74,9.26,5.56,0.48,20.1,1.47,11.15,0.47,1.12,0.93,98.99,1.21,281.31,0.0,941.34,0.0,21.48
2022-12-10 22:00:00,2022-12-10 23:00:00,28.92,48.6,5.73,25.9,18.44,10.26,5.56,0.52,19.24,1.23,10.83,0.46,1.02,0.89,98.99,1.62,282.07,0.0,941.63,0.0,21.17
2022-12-10 23:00:00,2022-12-11 00:00:00,24.4,48.31,4.25,22.79,15.58,7.82,5.61,0.56,22.89,1.43,11.36,0.54,1.37,1.04,98.72,1.83,289.46,0.0,941.81,0.0,20.15
2022-12-11 00:00:00,2022-12-11 01:00:00,27.32,54.66,4.79,23.09,16.18,8.7,5.49,0.5,21.44,3.84,11.25,0.42,0.94,0.82,98.47,1.61,288.16,0.0,941.99,0.0,20.58
2022-12-11 01:00:00,2022-12-11 02:00:00,44.94,62.54,4.48,22.42,15.56,8.19,5.46,0.44,21.27,3.66,11.19,0.37,0.77,0.71,98.81,1.62,285.37,0.0,942.09,0.0,21.95
2022-12-11 02:00:00,2022-12-11 03:00:00,52.57,74.26,3.25,22.16,14.43,6.17,5.42,0.34,20.82,1.76,10.34,0.33,0.6,0.66,98.58,1.61,277.22,0.0,942.14,0.0,22.92
2022-12-11 03:00:00,2022-12-11 04:00:00,47.86,74.28,6.13,23.5,17.49,10.92,5.51,0.38,18.08,1.31,9.93,0.32,0.55,0.62,99.13,1.44,284.33,0.0,942.25,0.0,29.0
2022-12-11 04:00:00,2022-12-11 05:00:00,42.16,70.14,4.01,19.09,13.41,7.41,5.44,0.46,29.97,1.47,9.89,0.33,0.57,0.63,98.34,1.51,305.13,0.0,942.17,0.0,22.68
2022-12-11 05:00:00,2022-12-11 06:00:00,31.16,47.7,2.32,18.64,11.8,4.63,5.44,0.5,27.47,2.32,10.31,0.36,0.65,0.68,98.03,1.47,301.55,0.0,942.36,0.0,22.23
2022-12-11 06:00:00,2022-12-11 07:00:00,24.62,50.48,3.45,19.61,13.24,6.49,5.41,0.46,23.92,2.41,10.71,0.4,0.72,0.73,98.72,1.5,290.62,0.0,942.58,0.0,23.38
2022-12-11 07:00:00,2022-12-11 08:00:00,31.28,49.46,3.01,19.91,13.04,5.77,5.63,0.52,27.31,2.02,10.76,0.41,0.77,0.75,97.89,1.41,42.61,0.46,942.95,0.0,20.95
2022-12-11 08:00:00,2022-12-11 09:00:00,25.87,51.77,2.06,19.02,11.79,4.2,5.59,0.56,25.7,2.25,11.86,0.51,0.96,0.89,95.52,1.5,53.26,6.32,944.43,0.0,26.68
2022-12-11 09:00:00,2022-12-11 10:00:00,34.24,74.12,2.52,17.05,11.12,4.96,5.71,0.47,25.08,2.24,12.1,0.54,1.08,0.93,95.19,1.0,31.63,27.59,946.22,0.0,19.48
2022-12-11 10:00:00,2022-12-11 11:00:00,33.2,87.0,3.46,17.54,12.14,6.51,6.15,0.53,23.98,2.69,12.04,1.59,1.79,1.12,92.33,1.35,22.97,39.09,946.65,0.0,21.64
2022-12-11 11:00:00,2022-12-11 12:00:00,37.45,83.48,2.19,15.01,9.77,4.42,5.78,0.47,27.74,3.81,12.11,5.09,3.76,1.61,93.38,1.7,40.42,41.66,943.04,0.0,23.64
2022-12-11 12:00:00,2022-12-11 13:00:00,30.14,79.94,1.82,13.78,8.81,3.81,5.92,0.56,29.35,2.89,11.95,4.09,3.21,1.52,94.22,1.39,32.27,76.1,942.48,0.0,25.39
2022-12-11 13:00:00,2022-12-11 14:00:00,29.88,78.15,2.15,14.32,9.37,4.35,5.94,0.52,26.6,3.63,12.27,7.05,4.72,1.91,93.74,1.73,32.81,71.93,941.81,0.0,27.23
2022-12-11 14:00:00,2022-12-11 15:00:00,29.13,63.59,2.78,14.21,9.77,5.4,5.81,0.49,27.21,2.67,12.34,3.45,2.87,1.44,94.26,2.08,182.03,84.68,942.26,0.0,38.85
2022-12-11 15:00:00,2022-12-11 16:00:00,30.2,61.23,4.07,17.58,12.66,7.52,5.75,0.55,14.26,2.12,15.02,1.65,1.97,1.38,92.17,1.62,100.78,16.81,941.69,0.0,25.64
2022-12-11 16:00:00,2022-12-11 17:00:00,39.3,61.55,6.06,19.81,15.47,10.8,6.18,0.66,19.81,4.43,17.27,1.56,2.22,1.51,95.1,1.25,42.5,0.0,940.03,0.0,28.36
2022-12-11 17:00:00,2022-12-11 18:00:00,56.15,81.31,1.76,15.3,9.57,3.71,5.58,0.61,26.56,5.42,14.94,2.04,3.08,1.62,95.81,0.91,125.58,0.0,939.18,0.0,22.53
2022-12-11 18:00:00,2022-12-11 19:00:00,59.54,72.8,1.09,18.13,10.53,2.6,5.54,0.54,19.98,3.21,18.09,2.15,4.49,2.4,95.9,1.12,88.15,0.0,938.49,0.0,22.51
2022-12-11 19:00:00,2022-12-11 20:00:00,,65.63,0.99,18.66,10.73,2.44,5.53,0.52,22.92,2.42,17.25,1.38,3.11,1.89,94.58,1.23,90.29,0.0,938.28,0.0,27.45
2022-12-11 20:00:00,2022-12-11 21:00:00,,58.19,1.81,20.83,12.55,3.78,5.49,0.53,18.94,2.03,14.97,1.04,2.3,1.56,94.12,0.92,93.72,0.0,942.06,0.0,23.75
2022-12-11 21:00:00,2022-12-11 22:00:00,,46.51,0.66,14.75,8.38,1.89,5.49,0.47,26.56,2.07,17.22,1.16,2.94,1.86,92.89,1.52,78.18,0.0,943.26,0.0,30.47
2022-12-11 22:00:00,2022-12-11 23:00:00,,49.15,0.46,11.44,6.46,1.56,5.5,0.44,29.59,1.71,13.79,0.79,1.74,1.32,92.02,1.74,74.51,0.0,943.19,0.0,33.59
2022-12-11 23:00:00,2022-12-12 00:00:00,,55.51,0.83,12.85,7.51,2.17,5.56,0.54,28.41,1.64,12.54,0.62,1.19,1.04,91.54,1.56,69.09,0.0,943.01,0.0,27.2
