From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2021-07-09 05:00:00,2021-07-09 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 06:00:00,2021-07-09 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 07:00:00,2021-07-09 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 08:00:00,2021-07-09 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 09:00:00,2021-07-09 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 10:00:00,2021-07-09 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 11:00:00,2021-07-09 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 12:00:00,2021-07-09 13:00:00,14.0,47.0,1.35,16.6,9.9,44.05,1.8,0.75,25.6,1.15,118.35,18.85,12.35,55.0,1.15,120.0,409.5,9.45,32.75,0.0
2021-07-09 13:00:00,2021-07-09 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 14:00:00,2021-07-09 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 15:00:00,2021-07-09 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 16:00:00,2021-07-09 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 17:00:00,2021-07-09 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 18:00:00,2021-07-09 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 19:00:00,2021-07-09 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 20:00:00,2021-07-09 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 21:00:00,2021-07-09 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 22:00:00,2021-07-09 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-09 23:00:00,2021-07-10 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 00:00:00,2021-07-10 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 01:00:00,2021-07-10 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 02:00:00,2021-07-10 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 03:00:00,2021-07-10 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 04:00:00,2021-07-10 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 05:00:00,2021-07-10 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 06:00:00,2021-07-10 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 07:00:00,2021-07-10 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 08:00:00,2021-07-10 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 09:00:00,2021-07-10 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 10:00:00,2021-07-10 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 11:00:00,2021-07-10 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 12:00:00,2021-07-10 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 13:00:00,2021-07-10 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 14:00:00,2021-07-10 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 15:00:00,2021-07-10 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 16:00:00,2021-07-10 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 17:00:00,2021-07-10 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 18:00:00,2021-07-10 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 19:00:00,2021-07-10 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 20:00:00,2021-07-10 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 21:00:00,2021-07-10 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 22:00:00,2021-07-10 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-10 23:00:00,2021-07-11 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 00:00:00,2021-07-11 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 01:00:00,2021-07-11 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 02:00:00,2021-07-11 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 03:00:00,2021-07-11 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 04:00:00,2021-07-11 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 05:00:00,2021-07-11 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 06:00:00,2021-07-11 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 07:00:00,2021-07-11 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 08:00:00,2021-07-11 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 09:00:00,2021-07-11 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 10:00:00,2021-07-11 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 11:00:00,2021-07-11 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 12:00:00,2021-07-11 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 13:00:00,2021-07-11 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 14:00:00,2021-07-11 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 15:00:00,2021-07-11 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 16:00:00,2021-07-11 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 17:00:00,2021-07-11 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 18:00:00,2021-07-11 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 19:00:00,2021-07-11 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 20:00:00,2021-07-11 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 21:00:00,2021-07-11 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 22:00:00,2021-07-11 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-11 23:00:00,2021-07-12 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 00:00:00,2021-07-12 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 01:00:00,2021-07-12 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 02:00:00,2021-07-12 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 03:00:00,2021-07-12 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 04:00:00,2021-07-12 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 05:00:00,2021-07-12 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 06:00:00,2021-07-12 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 07:00:00,2021-07-12 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 08:00:00,2021-07-12 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 09:00:00,2021-07-12 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 10:00:00,2021-07-12 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 11:00:00,2021-07-12 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 12:00:00,2021-07-12 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 13:00:00,2021-07-12 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 14:00:00,2021-07-12 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 15:00:00,2021-07-12 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 16:00:00,2021-07-12 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 17:00:00,2021-07-12 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 18:00:00,2021-07-12 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 19:00:00,2021-07-12 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 20:00:00,2021-07-12 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 21:00:00,2021-07-12 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 22:00:00,2021-07-12 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-12 23:00:00,2021-07-13 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 00:00:00,2021-07-13 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 01:00:00,2021-07-13 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 02:00:00,2021-07-13 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 03:00:00,2021-07-13 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 04:00:00,2021-07-13 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 05:00:00,2021-07-13 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 06:00:00,2021-07-13 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 07:00:00,2021-07-13 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 08:00:00,2021-07-13 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 09:00:00,2021-07-13 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 10:00:00,2021-07-13 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 11:00:00,2021-07-13 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 12:00:00,2021-07-13 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 13:00:00,2021-07-13 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 14:00:00,2021-07-13 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 15:00:00,2021-07-13 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 16:00:00,2021-07-13 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 17:00:00,2021-07-13 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 18:00:00,2021-07-13 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 19:00:00,2021-07-13 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 20:00:00,2021-07-13 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 21:00:00,2021-07-13 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 22:00:00,2021-07-13 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-13 23:00:00,2021-07-14 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 00:00:00,2021-07-14 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 01:00:00,2021-07-14 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 02:00:00,2021-07-14 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 03:00:00,2021-07-14 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 04:00:00,2021-07-14 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 05:00:00,2021-07-14 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 06:00:00,2021-07-14 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 07:00:00,2021-07-14 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 08:00:00,2021-07-14 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 09:00:00,2021-07-14 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 10:00:00,2021-07-14 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 11:00:00,2021-07-14 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 12:00:00,2021-07-14 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 13:00:00,2021-07-14 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 14:00:00,2021-07-14 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 15:00:00,2021-07-14 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 16:00:00,2021-07-14 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 17:00:00,2021-07-14 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 18:00:00,2021-07-14 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 19:00:00,2021-07-14 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 20:00:00,2021-07-14 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 21:00:00,2021-07-14 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 22:00:00,2021-07-14 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-14 23:00:00,2021-07-15 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 00:00:00,2021-07-15 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 01:00:00,2021-07-15 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 02:00:00,2021-07-15 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 03:00:00,2021-07-15 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 04:00:00,2021-07-15 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 05:00:00,2021-07-15 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 06:00:00,2021-07-15 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 07:00:00,2021-07-15 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 08:00:00,2021-07-15 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 09:00:00,2021-07-15 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 10:00:00,2021-07-15 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 11:00:00,2021-07-15 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 12:00:00,2021-07-15 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 13:00:00,2021-07-15 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 14:00:00,2021-07-15 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 15:00:00,2021-07-15 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 16:00:00,2021-07-15 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 17:00:00,2021-07-15 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 18:00:00,2021-07-15 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 19:00:00,2021-07-15 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 20:00:00,2021-07-15 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 21:00:00,2021-07-15 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 22:00:00,2021-07-15 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-15 23:00:00,2021-07-16 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 00:00:00,2021-07-16 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 01:00:00,2021-07-16 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 02:00:00,2021-07-16 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 03:00:00,2021-07-16 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 04:00:00,2021-07-16 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 05:00:00,2021-07-16 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 06:00:00,2021-07-16 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 07:00:00,2021-07-16 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 08:00:00,2021-07-16 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 09:00:00,2021-07-16 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 10:00:00,2021-07-16 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 11:00:00,2021-07-16 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 12:00:00,2021-07-16 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 13:00:00,2021-07-16 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 14:00:00,2021-07-16 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 15:00:00,2021-07-16 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 16:00:00,2021-07-16 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 17:00:00,2021-07-16 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 18:00:00,2021-07-16 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 19:00:00,2021-07-16 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 20:00:00,2021-07-16 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 21:00:00,2021-07-16 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 22:00:00,2021-07-16 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-16 23:00:00,2021-07-17 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 00:00:00,2021-07-17 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 01:00:00,2021-07-17 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 02:00:00,2021-07-17 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 03:00:00,2021-07-17 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 04:00:00,2021-07-17 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 05:00:00,2021-07-17 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 06:00:00,2021-07-17 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 07:00:00,2021-07-17 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 08:00:00,2021-07-17 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 09:00:00,2021-07-17 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 10:00:00,2021-07-17 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 11:00:00,2021-07-17 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 12:00:00,2021-07-17 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 13:00:00,2021-07-17 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-07-17 14:00:00,2021-07-17 15:00:00,10.0,95.0,0.7,13.4,7.7,68.7,6.1,0.44,5.6,,,,,76.0,1.8,296.0,43.0,,30.3,0.0
2021-07-17 15:00:00,2021-07-17 16:00:00,9.0,95.0,0.7,12.15,7.02,71.45,7.5,0.42,3.52,,,,,77.0,1.62,298.75,48.75,,30.2,0.0
2021-07-17 16:00:00,2021-07-17 17:00:00,5.75,,1.15,11.32,6.95,49.15,8.3,0.39,4.88,,,,,74.0,0.95,284.0,52.5,,30.48,0.0
2021-07-17 17:00:00,2021-07-17 18:00:00,5.5,65.0,0.42,10.78,6.08,40.63,6.67,0.47,4.4,,,,,72.5,0.73,144.0,42.0,,30.65,0.0
2021-07-17 18:00:00,2021-07-17 19:00:00,6.5,60.0,0.65,11.3,6.53,33.45,8.03,0.57,3.42,,,,,74.75,1.2,96.75,19.5,,30.52,0.0
2021-07-17 19:00:00,2021-07-17 20:00:00,7.25,50.5,0.75,11.65,6.82,31.57,8.98,0.71,3.4,,,,,76.25,0.93,108.5,18.0,,30.4,0.0
2021-07-17 20:00:00,2021-07-17 21:00:00,14.5,64.0,0.85,12.25,7.23,30.85,8.6,0.68,2.6,,,,,77.75,1.1,103.5,18.0,,30.4,0.0
2021-07-17 21:00:00,2021-07-17 22:00:00,15.75,63.5,0.75,10.88,6.4,31.18,9.38,0.6,2.95,,,,,77.5,0.73,110.75,18.0,,30.4,0.0
2021-07-17 22:00:00,2021-07-17 23:00:00,15.5,85.75,1.05,10.2,6.3,29.58,8.53,0.56,2.48,,,,,77.5,0.57,110.25,17.75,,30.4,0.0
2021-07-17 23:00:00,2021-07-18 00:00:00,17.5,71.75,0.8,9.62,5.73,28.95,7.43,0.46,2.95,,,,,78.25,0.75,101.25,18.0,,30.45,0.0
2021-07-18 00:00:00,2021-07-18 01:00:00,18.75,79.25,0.68,8.25,4.92,28.88,6.6,0.39,2.65,,,,,79.0,0.88,86.0,18.0,,30.5,0.0
2021-07-18 01:00:00,2021-07-18 02:00:00,18.25,148.25,0.77,7.48,4.6,28.73,6.3,0.36,2.9,,,,,79.0,0.57,103.25,18.0,,30.5,0.0
2021-07-18 02:00:00,2021-07-18 03:00:00,21.25,165.0,0.78,7.2,4.45,28.45,5.88,0.33,2.38,,,,,77.75,0.48,71.75,18.0,,30.55,0.0
2021-07-18 03:00:00,2021-07-18 04:00:00,26.75,135.5,0.65,6.97,4.22,27.85,6.33,0.31,2.85,,,,,77.5,0.7,82.25,18.0,,30.52,0.0
2021-07-18 04:00:00,2021-07-18 05:00:00,24.25,103.25,0.6,6.65,4.02,27.3,7.02,0.35,2.95,,,,,78.25,0.77,71.5,17.75,,30.48,0.0
2021-07-18 05:00:00,2021-07-18 06:00:00,27.25,66.5,0.5,6.6,3.93,27.12,7.38,0.38,2.92,,,,,77.25,0.75,70.75,26.25,,30.48,0.0
2021-07-18 06:00:00,2021-07-18 07:00:00,26.75,78.75,0.55,6.7,3.98,27.52,7.22,0.4,2.77,,,,,74.25,0.93,74.5,97.75,,30.7,0.0
2021-07-18 07:00:00,2021-07-18 08:00:00,33.0,64.75,0.72,7.45,4.55,26.62,7.0,0.39,3.3,,,,,69.75,1.1,71.25,188.5,,31.02,0.0
2021-07-18 08:00:00,2021-07-18 09:00:00,34.25,66.5,0.5,7.4,4.35,27.27,6.8,0.41,4.35,,,,,66.0,1.08,68.75,269.75,,31.28,0.0
2021-07-18 09:00:00,2021-07-18 10:00:00,28.75,64.25,0.35,7.83,4.45,25.62,6.62,0.43,5.58,,,,,62.75,1.27,70.25,308.0,,31.6,0.0
2021-07-18 10:00:00,2021-07-18 11:00:00,28.25,64.75,0.23,8.23,4.45,26.2,6.22,0.45,6.3,,,,,59.75,1.38,79.75,396.25,,31.52,0.0
2021-07-18 11:00:00,2021-07-18 12:00:00,29.0,73.0,0.5,9.03,5.2,26.38,6.3,0.49,6.3,,,,,60.0,1.25,77.25,261.5,,32.15,0.0
2021-07-18 12:00:00,2021-07-18 13:00:00,29.25,76.0,0.47,9.2,5.3,25.45,5.83,0.51,6.85,,,,,56.25,0.93,58.5,381.0,,32.17,0.0
2021-07-18 13:00:00,2021-07-18 14:00:00,29.5,187.0,0.45,9.47,5.4,24.28,5.7,0.46,7.5,,,,,54.5,1.23,88.75,317.25,,32.38,0.0
2021-07-18 14:00:00,2021-07-18 15:00:00,25.5,168.5,0.4,9.43,5.35,24.82,5.33,0.42,8.52,,,,,54.5,0.75,91.5,218.5,,32.57,0.0
2021-07-18 15:00:00,2021-07-18 16:00:00,20.75,107.5,0.3,8.5,4.72,26.3,5.8,0.43,8.22,,,,,57.5,1.32,196.5,182.0,,32.42,0.0
2021-07-18 16:00:00,2021-07-18 17:00:00,27.75,89.75,0.3,9.03,5.08,23.07,5.53,0.4,8.03,,,,,60.75,0.93,169.25,97.5,,31.8,0.0
2021-07-18 17:00:00,2021-07-18 18:00:00,23.25,86.25,0.28,8.1,4.5,23.35,4.7,0.49,7.8,,,,,59.25,0.78,133.25,35.75,,31.95,0.0
2021-07-18 18:00:00,2021-07-18 19:00:00,20.5,89.75,0.27,10.07,5.53,22.9,5.65,0.49,5.98,,,,,68.5,1.23,145.75,19.5,,31.38,0.0
2021-07-18 19:00:00,2021-07-18 20:00:00,20.75,98.25,0.5,10.03,5.7,23.6,6.05,0.53,6.0,,,,,71.0,0.9,175.5,18.0,,31.15,0.0
2021-07-18 20:00:00,2021-07-18 21:00:00,23.75,101.75,0.6,9.38,5.47,24.25,5.85,0.56,5.62,,,,,73.0,0.68,135.25,18.0,,31.15,0.0
2021-07-18 21:00:00,2021-07-18 22:00:00,16.5,97.25,0.43,9.97,5.5,22.95,6.25,0.5,5.85,,,,,71.75,1.02,153.25,17.75,,31.1,0.0
2021-07-18 22:00:00,2021-07-18 23:00:00,13.75,55.25,0.5,8.95,5.17,23.9,6.07,0.45,5.53,,,,,72.5,1.1,166.5,18.0,,30.95,0.0
2021-07-18 23:00:00,2021-07-19 00:00:00,12.25,44.0,0.3,8.3,4.58,24.15,6.3,0.39,5.52,,,,,72.5,0.9,174.5,18.0,,30.9,0.0
2021-07-19 00:00:00,2021-07-19 01:00:00,19.0,72.0,0.33,7.47,4.22,23.7,7.75,0.33,4.85,,,,,73.5,0.9,184.25,18.0,,30.87,0.0
2021-07-19 01:00:00,2021-07-19 02:00:00,17.5,62.5,0.4,7.75,4.42,22.6,7.95,0.31,4.67,,,,,72.75,0.88,186.5,18.0,,30.8,0.0
2021-07-19 02:00:00,2021-07-19 03:00:00,13.0,34.0,0.47,7.0,4.12,22.9,7.47,0.3,4.4,,,,,73.0,0.5,174.75,18.0,,30.8,0.0
