From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2022-03-24 02:00:00,2022-03-24 03:00:00,185.5,652.5,29.78,124.47,90.43,26.27,2.88,,1.97,0.2,1.4,0.9,2.15,,44.0,0.45,265.75,6.75,,0.97,0.0,31.58
2022-03-24 03:00:00,2022-03-24 04:00:00,153.25,420.0,23.97,115.95,81.2,25.2,2.9,,2.33,0.2,1.45,0.97,2.18,,49.5,0.28,217.5,6.75,,0.92,0.0,29.85
2022-03-24 04:00:00,2022-03-24 05:00:00,200.0,811.0,23.7,122.62,84.5,25.52,2.98,,1.88,0.2,1.5,1.0,2.25,,49.75,0.35,241.25,6.75,,1.0,0.0,28.77
2022-03-24 05:00:00,2022-03-24 06:00:00,184.5,737.5,24.98,124.4,86.45,25.37,3.0,,2.1,0.2,1.5,1.0,2.3,,50.5,0.47,259.0,7.5,,1.0,0.0,28.17
2022-03-24 06:00:00,2022-03-24 07:00:00,154.5,527.25,22.02,113.42,78.25,24.9,2.93,,0.47,0.2,1.5,1.05,2.3,,49.25,0.6,285.25,19.25,,1.0,0.0,28.58
2022-03-24 07:00:00,2022-03-24 08:00:00,117.25,269.25,14.47,93.57,61.52,23.4,2.75,,1.2,0.2,1.45,1.0,2.25,,45.5,0.72,284.0,62.5,,1.0,0.0,31.08
2022-03-24 08:00:00,2022-03-24 09:00:00,126.75,314.0,7.27,74.83,45.67,22.13,2.63,,5.7,0.2,1.4,0.92,2.2,,40.5,0.9,278.25,120.0,,1.0,0.0,34.53
2022-03-24 09:00:00,2022-03-24 10:00:00,121.5,308.0,1.3,53.8,29.65,21.1,2.65,,11.5,0.2,1.28,0.82,2.1,,34.5,0.62,282.5,96.5,,0.93,0.0,39.35
2022-03-24 10:00:00,2022-03-24 11:00:00,117.0,286.0,0.5,51.9,28.05,20.75,2.6,,8.33,0.2,1.2,0.6,1.9,,29.67,0.77,276.67,84.67,,0.7,0.0,42.9
2022-03-24 11:00:00,2022-03-24 12:00:00,,,0.4,43.97,23.72,20.62,2.5,,21.02,0.2,1.0,0.43,1.48,,23.25,0.95,272.75,82.25,,0.45,0.0,45.7
2022-03-24 12:00:00,2022-03-24 13:00:00,90.0,250.0,0.5,46.4,25.1,20.6,2.6,,15.1,0.2,0.9,0.4,1.4,,21.0,0.8,299.0,116.0,,0.4,0.0,47.5
2022-03-24 13:00:00,2022-03-24 14:00:00,,,0.37,44.0,23.57,20.05,2.57,,17.98,0.2,0.83,0.4,1.43,,15.0,1.12,285.0,183.75,,0.4,0.0,48.73
2022-03-24 14:00:00,2022-03-24 15:00:00,,,0.5,50.03,27.03,20.68,2.7,,13.48,0.2,0.97,0.65,1.93,,16.0,1.23,285.5,135.0,,0.8,0.0,48.85
2022-03-24 15:00:00,2022-03-24 16:00:00,53.75,204.75,0.68,55.45,30.05,20.73,2.55,,11.93,0.2,1.18,1.05,2.52,,20.75,1.15,290.75,74.0,,1.42,0.0,48.35
2022-03-24 16:00:00,2022-03-24 17:00:00,72.5,228.0,0.43,47.67,25.73,20.75,2.6,,19.12,0.2,1.15,1.12,2.62,,25.5,1.0,293.75,26.0,,1.5,0.0,46.88
2022-03-24 17:00:00,2022-03-24 18:00:00,73.0,235.25,0.72,49.62,26.98,20.7,2.6,,10.08,0.2,1.12,1.1,2.62,,30.5,0.62,285.75,11.25,,1.52,0.0,44.18
2022-03-24 18:00:00,2022-03-24 19:00:00,81.75,293.5,1.15,50.5,27.77,20.95,2.67,,5.4,0.2,1.23,1.23,2.6,,33.75,0.47,276.75,7.25,,1.4,0.0,42.0
2022-03-24 19:00:00,2022-03-24 20:00:00,100.75,341.75,2.78,56.58,32.33,21.15,2.82,,4.75,0.2,1.33,1.27,2.5,,35.25,0.15,178.75,7.0,,1.27,0.0,40.15
2022-03-24 20:00:00,2022-03-24 21:00:00,155.5,618.0,23.55,118.22,82.08,24.62,2.95,,1.27,0.2,1.45,1.42,2.5,,41.0,0.1,232.75,6.75,,1.38,0.0,37.88
2022-03-24 21:00:00,2022-03-24 22:00:00,226.0,908.0,39.25,156.75,115.3,28.55,3.07,,0.87,0.2,1.5,1.5,2.52,,42.75,0.22,189.5,6.75,,1.4,0.0,36.67
2022-03-24 22:00:00,2022-03-24 23:00:00,220.75,669.75,43.9,169.35,125.8,29.38,3.08,,0.2,0.25,1.62,1.6,2.7,,47.25,0.12,161.75,7.0,,1.77,0.0,34.7
2022-03-24 23:00:00,2022-03-25 00:00:00,239.75,772.5,45.15,171.05,127.67,29.52,2.97,,1.15,0.3,1.7,1.8,3.0,,45.5,0.43,260.0,7.25,,2.2,0.0,35.17
2022-03-25 00:00:00,2022-03-25 01:00:00,204.25,654.25,36.22,146.1,107.12,27.75,2.83,,0.95,0.3,1.7,1.8,3.0,,48.75,0.3,136.25,7.5,,2.2,0.0,33.9
2022-03-25 01:00:00,2022-03-25 02:00:00,176.25,354.0,31.48,133.65,96.7,26.7,2.77,,0.73,0.3,1.7,1.8,3.0,,55.0,0.25,209.25,7.5,,2.2,0.0,31.9
2022-03-25 02:00:00,2022-03-25 03:00:00,230.25,659.0,33.98,124.88,94.05,27.35,2.92,,3.3,0.22,1.65,1.7,2.75,,54.25,0.33,259.0,6.5,,1.77,0.0,31.8
2022-03-25 03:00:00,2022-03-25 04:00:00,179.0,526.25,30.65,120.6,89.05,26.58,2.98,,2.72,0.2,1.52,1.6,2.6,,51.5,0.6,267.5,6.25,,1.6,0.0,31.65
2022-03-25 04:00:00,2022-03-25 05:00:00,108.25,234.5,23.32,112.78,78.95,25.18,2.98,,1.33,0.2,1.5,1.6,2.6,,52.5,0.62,258.75,6.25,,1.6,0.0,30.7
2022-03-25 05:00:00,2022-03-25 06:00:00,92.75,217.5,17.57,101.42,68.2,24.07,2.9,,1.0,0.2,1.5,1.6,2.6,,52.25,0.5,267.75,8.25,,1.6,0.0,30.55
2022-03-25 06:00:00,2022-03-25 07:00:00,92.25,254.0,12.47,93.0,59.6,23.05,2.83,,1.25,0.2,1.68,1.72,2.85,,48.75,0.47,283.75,20.25,,2.03,0.0,31.4
2022-03-25 07:00:00,2022-03-25 08:00:00,98.25,262.0,7.4,78.5,47.77,22.05,2.62,,1.4,0.2,1.7,1.78,3.0,,42.25,0.6,285.0,63.25,,2.18,0.0,34.9
2022-03-25 08:00:00,2022-03-25 09:00:00,118.25,320.5,3.67,69.1,39.73,21.3,2.6,,4.85,0.2,1.7,1.7,3.0,,36.5,0.68,287.25,117.75,,2.18,0.0,39.27
2022-03-25 09:00:00,2022-03-25 10:00:00,123.25,363.25,1.15,40.1,22.25,22.4,2.6,,12.8,0.25,1.58,1.55,2.95,,32.0,0.95,279.25,107.5,,2.12,0.0,43.4
2022-03-25 10:00:00,2022-03-25 11:00:00,111.75,271.0,0.53,31.05,16.95,,2.83,,25.1,0.2,1.32,1.08,2.38,,26.5,1.02,293.0,92.75,,1.12,0.0,46.78
2022-03-25 11:00:00,2022-03-25 12:00:00,98.0,292.5,0.4,29.47,15.97,15.07,2.85,,16.67,0.2,1.12,0.75,2.07,,20.5,1.18,289.5,87.75,,0.75,0.0,49.0
2022-03-25 12:00:00,2022-03-25 13:00:00,82.75,258.5,0.4,30.53,16.57,24.3,3.23,,24.52,0.2,1.08,0.7,2.02,,13.25,1.38,293.75,185.75,,0.7,0.0,
2022-03-25 13:00:00,2022-03-25 14:00:00,62.25,224.25,0.45,35.78,19.4,17.73,3.1,,17.02,0.17,1.0,0.62,1.9,,9.5,1.2,298.25,179.0,,0.65,0.0,
2022-03-25 14:00:00,2022-03-25 15:00:00,51.5,199.5,0.35,39.0,21.02,17.63,2.07,,20.48,0.18,1.02,0.7,2.12,,11.5,1.38,291.0,132.0,,1.02,0.0,
2022-03-25 15:00:00,2022-03-25 16:00:00,44.0,200.75,0.45,38.6,20.9,19.75,1.3,,11.25,0.1,1.0,0.67,2.12,,12.5,1.23,295.75,80.5,,1.0,0.0,
2022-03-25 16:00:00,2022-03-25 17:00:00,48.0,200.0,0.43,38.43,20.83,20.63,1.1,,8.43,0.1,1.0,0.63,2.0,,15.0,0.97,293.67,28.33,,0.9,0.0,49.4
2022-03-25 17:00:00,2022-03-25 18:00:00,,,0.77,47.2,25.7,20.83,4.2,,8.05,0.15,1.0,0.65,1.85,,18.5,0.5,280.75,11.75,,0.75,0.0,47.1
2022-03-25 18:00:00,2022-03-25 19:00:00,,,4.72,64.95,38.38,20.55,5.48,,5.33,0.12,1.12,0.6,1.68,,26.75,0.18,260.25,7.0,,0.45,0.0,43.98
2022-03-25 19:00:00,2022-03-25 20:00:00,134.25,630.0,14.6,96.9,63.4,22.08,6.22,,2.85,0.2,1.32,0.77,1.82,,30.0,0.38,275.25,6.5,,0.58,0.0,42.85
2022-03-25 20:00:00,2022-03-25 21:00:00,130.75,371.0,6.37,70.47,42.67,21.4,5.7,,3.05,0.2,1.3,0.7,1.78,,33.0,0.6,286.0,6.25,,0.53,0.0,41.62
2022-03-25 21:00:00,2022-03-25 22:00:00,164.25,349.5,1.85,61.12,34.0,20.8,5.03,,3.45,0.23,1.25,0.7,1.77,,34.0,0.75,282.5,6.5,,0.6,0.0,40.5
2022-03-25 22:00:00,2022-03-25 23:00:00,170.75,339.0,1.08,58.15,31.8,20.62,3.88,,3.0,0.3,1.45,0.9,2.15,,29.75,0.72,288.75,7.5,,1.1,0.0,39.17
2022-03-25 23:00:00,2022-03-26 00:00:00,133.0,272.0,1.02,52.0,28.52,20.82,3.37,,4.03,0.3,1.5,1.0,2.35,,25.0,0.73,290.5,7.75,,1.3,0.0,38.58
2022-03-26 00:00:00,2022-03-26 01:00:00,86.5,194.25,1.1,49.05,27.0,20.8,2.4,,4.73,0.3,1.5,1.0,2.42,,25.0,0.53,278.5,7.5,,1.38,0.0,37.1
2022-03-26 01:00:00,2022-03-26 02:00:00,77.25,184.5,1.55,43.9,24.62,20.85,3.42,,4.72,0.2,1.48,1.08,2.4,,32.5,0.58,271.75,6.75,,1.2,0.0,35.08
2022-03-26 02:00:00,2022-03-26 03:00:00,82.0,199.75,1.2,40.53,22.5,20.78,4.65,,5.35,0.2,1.3,0.85,1.98,,35.5,0.6,287.0,6.0,,0.7,0.0,33.98
2022-03-26 03:00:00,2022-03-26 04:00:00,80.75,178.5,0.85,42.08,23.07,20.73,4.25,,5.5,0.15,1.23,0.78,1.9,,32.75,0.62,276.75,6.0,,0.62,0.0,33.75
2022-03-26 04:00:00,2022-03-26 05:00:00,68.75,162.25,0.95,46.93,25.77,20.73,3.95,,4.88,0.12,1.2,0.7,1.8,,40.0,0.47,270.25,6.0,,0.6,0.0,31.38
2022-03-26 05:00:00,2022-03-26 06:00:00,73.0,216.5,1.3,58.58,32.23,20.7,3.3,,3.33,0.15,1.25,0.78,2.0,,42.0,0.43,254.25,8.0,,0.78,0.0,30.18
2022-03-26 06:00:00,2022-03-26 07:00:00,72.0,310.0,1.7,64.83,35.88,20.72,2.48,,1.95,0.2,1.4,0.97,2.38,,40.75,0.57,268.25,20.5,,1.25,0.0,30.75
2022-03-26 07:00:00,2022-03-26 08:00:00,85.75,315.75,1.95,64.7,35.98,20.82,2.1,,2.13,0.2,1.5,1.05,2.5,,39.25,0.9,273.0,70.25,,1.48,0.0,33.1
2022-03-26 08:00:00,2022-03-26 09:00:00,105.5,390.25,1.13,57.07,31.27,20.77,1.87,,10.2,0.2,1.45,1.02,2.5,,34.25,0.95,284.5,129.25,,1.55,0.0,37.0
2022-03-26 09:00:00,2022-03-26 10:00:00,98.75,291.5,0.4,20.25,11.15,20.25,0.1,,20.8,0.2,1.27,0.8,2.12,,26.5,1.27,288.0,112.25,,0.98,0.0,41.4
2022-03-26 10:00:00,2022-03-26 11:00:00,92.25,262.25,0.28,41.78,22.42,19.82,0.3,,16.32,0.2,1.02,0.5,1.65,,17.75,1.73,291.75,104.75,,0.53,0.0,45.08
2022-03-26 11:00:00,2022-03-26 12:00:00,61.0,253.75,0.28,33.6,18.07,19.68,0.42,,23.23,0.2,0.92,0.38,1.48,,13.5,1.88,292.75,113.0,,0.5,0.0,47.25
2022-03-26 12:00:00,2022-03-26 13:00:00,51.25,280.25,0.3,28.62,15.45,19.75,0.55,,28.4,0.12,0.8,0.3,1.3,,6.75,1.82,296.0,232.0,,0.4,0.0,49.25
2022-03-26 13:00:00,2022-03-26 14:00:00,39.0,198.75,0.35,28.35,15.35,19.73,,,21.2,0.1,0.8,0.32,1.33,,3.0,1.68,297.0,221.5,,0.47,0.0,
2022-03-26 14:00:00,2022-03-26 15:00:00,29.75,185.75,0.38,26.77,14.55,19.72,,,21.35,0.1,0.8,0.3,1.37,,1.0,1.67,297.5,163.0,,0.5,0.0,
2022-03-26 15:00:00,2022-03-26 16:00:00,31.0,250.25,0.3,24.65,13.33,19.88,,,14.7,0.1,0.85,0.38,1.48,,1.0,1.52,296.5,93.0,,0.55,0.0,
2022-03-26 16:00:00,2022-03-26 17:00:00,28.0,171.0,0.4,25.7,14.0,19.8,,,9.2,0.1,0.9,0.5,1.7,,2.0,1.0,299.0,33.0,,0.7,0.0,49.6
2022-03-26 17:00:00,2022-03-26 18:00:00,,,0.7,34.8,18.5,18.9,2.1,,6.77,0.1,1.0,0.6,1.7,,9.33,0.57,284.67,9.33,,0.6,0.0,45.57
2022-03-26 18:00:00,2022-03-26 19:00:00,,,1.12,41.05,22.73,19.77,3.17,,8.7,0.1,1.18,0.65,1.8,,11.25,0.4,256.5,7.0,,0.52,0.0,43.17
2022-03-26 19:00:00,2022-03-26 20:00:00,73.5,368.75,2.35,60.05,33.85,19.98,3.12,,5.5,0.12,1.1,0.6,1.6,,15.75,0.33,268.5,6.0,,0.4,0.0,40.98
2022-03-26 20:00:00,2022-03-26 21:00:00,109.75,470.0,2.7,68.45,38.62,20.02,3.28,,4.42,0.2,1.1,0.6,1.6,,21.5,0.35,270.0,6.0,,0.43,0.0,39.08
2022-03-26 21:00:00,2022-03-26 22:00:00,146.0,464.75,2.67,72.4,40.7,19.9,2.85,,2.73,0.2,1.15,0.62,1.63,,23.0,0.4,273.0,6.5,,0.52,0.0,37.65
2022-03-26 22:00:00,2022-03-26 23:00:00,140.25,447.25,3.45,72.97,41.62,20.12,1.95,,2.3,0.23,1.32,0.8,2.03,,25.0,0.22,193.0,7.25,,0.97,0.0,35.83
2022-03-26 23:00:00,2022-03-27 00:00:00,154.75,687.0,13.23,95.9,61.75,21.07,1.9,,1.15,0.25,1.42,0.97,2.3,,29.5,0.2,185.25,7.0,,1.25,0.0,33.88
2022-03-27 00:00:00,2022-03-27 01:00:00,175.5,557.0,21.3,113.58,77.72,21.98,0.9,,1.15,0.2,1.5,1.1,2.35,,29.5,0.35,257.5,7.0,,1.33,0.0,33.15
2022-03-27 01:00:00,2022-03-27 02:00:00,129.0,457.25,17.55,88.7,61.45,21.62,1.18,,4.07,0.2,1.48,1.1,2.3,,25.75,0.58,283.75,6.5,,1.2,0.0,33.85
2022-03-27 02:00:00,2022-03-27 03:00:00,87.5,220.5,11.67,82.62,53.45,21.0,1.7,,3.77,0.2,1.28,0.92,1.92,,26.75,0.5,272.25,6.0,,0.7,0.0,33.0
2022-03-27 03:00:00,2022-03-27 04:00:00,81.5,233.0,8.4,82.75,50.83,20.68,1.55,,2.38,0.2,1.2,0.85,1.87,,32.5,0.4,236.5,6.0,,0.67,0.0,30.85
2022-03-27 04:00:00,2022-03-27 05:00:00,90.5,355.25,8.15,88.6,53.7,20.52,1.45,,1.83,0.2,1.2,0.8,1.8,,34.25,0.35,244.25,6.0,,0.65,0.0,29.88
2022-03-27 05:00:00,2022-03-27 06:00:00,114.75,363.0,10.05,99.2,60.95,20.85,1.23,,1.67,0.2,1.22,0.83,1.95,,38.5,0.28,226.0,8.0,,0.8,0.0,28.73
2022-03-27 06:00:00,2022-03-27 07:00:00,167.75,499.0,13.28,103.38,65.78,21.15,0.88,,1.0,0.2,1.4,1.0,2.3,,35.75,0.52,268.5,20.75,,1.22,0.0,29.62
2022-03-27 07:00:00,2022-03-27 08:00:00,97.75,354.75,8.57,84.97,52.2,20.75,0.25,,1.63,0.2,1.4,1.0,2.4,,32.5,0.75,278.0,69.75,,1.32,0.0,32.55
2022-03-27 08:00:00,2022-03-27 09:00:00,97.5,262.25,3.37,69.13,39.5,20.07,0.1,,7.25,0.2,1.4,1.0,2.4,,26.25,0.9,284.75,126.25,,1.42,0.0,36.83
2022-03-27 09:00:00,2022-03-27 10:00:00,98.25,255.75,1.05,43.15,23.8,19.8,0.95,,10.27,0.2,1.32,0.93,2.17,,20.25,0.47,231.0,111.0,,1.03,0.0,41.42
2022-03-27 10:00:00,2022-03-27 11:00:00,88.5,249.25,0.65,48.12,26.1,19.82,1.33,,13.35,0.2,1.15,0.73,1.8,,13.5,0.62,275.25,101.5,,0.62,0.0,44.73
2022-03-27 11:00:00,2022-03-27 12:00:00,67.75,229.0,0.62,57.72,31.2,19.8,1.6,,12.08,0.15,1.08,0.65,1.65,,12.25,0.75,239.25,98.25,,0.47,0.0,47.5
2022-03-27 12:00:00,2022-03-27 13:00:00,66.5,283.75,0.33,53.55,28.73,19.82,1.48,,21.0,0.1,1.0,0.55,1.58,,10.75,0.97,288.5,203.25,,0.38,0.0,47.97
2022-03-27 13:00:00,2022-03-27 14:00:00,51.75,202.0,0.35,46.72,25.1,19.65,1.05,,18.85,0.15,1.05,0.62,1.75,,7.0,0.97,280.75,198.5,,0.68,0.0,49.12
2022-03-27 14:00:00,2022-03-27 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-03-27 15:00:00,2022-03-27 16:00:00,,,,,0.0,,,,,,,,,,,,,,,,,
2022-03-27 16:00:00,2022-03-27 17:00:00,,,0.5,38.2,20.77,19.55,0.43,,10.32,0.1,1.25,0.8,2.15,,8.25,0.38,302.25,24.25,,1.0,0.0,48.08
2022-03-27 17:00:00,2022-03-27 18:00:00,,,1.75,54.45,30.38,19.9,0.77,,6.1,0.12,1.38,0.95,2.23,,15.0,0.1,191.0,11.75,,1.22,0.0,45.12
2022-03-27 18:00:00,2022-03-27 19:00:00,162.5,,27.45,138.62,96.05,23.0,3.27,,5.25,0.2,1.35,0.95,2.08,,24.0,0.12,310.75,7.0,,0.88,0.0,41.0
2022-03-27 19:00:00,2022-03-27 20:00:00,331.25,,49.7,198.73,146.12,25.58,5.22,,2.87,0.2,1.3,0.95,1.88,,29.25,0.1,167.75,6.75,,0.7,0.0,38.67
2022-03-27 20:00:00,2022-03-27 21:00:00,286.0,,63.85,240.75,179.97,27.22,5.65,,2.25,0.2,1.3,1.0,1.9,,32.25,0.1,148.25,6.5,,0.72,0.0,37.33
2022-03-27 21:00:00,2022-03-27 22:00:00,319.0,,67.4,242.6,183.85,27.7,3.77,,2.63,0.2,1.3,1.0,1.9,,35.25,0.1,203.75,6.25,,0.7,0.0,36.1
2022-03-27 22:00:00,2022-03-27 23:00:00,,,61.22,230.27,172.27,27.15,0.85,,1.05,0.28,1.43,1.05,2.1,,35.25,0.2,192.5,6.75,,1.1,0.0,35.45
2022-03-27 23:00:00,2022-03-28 00:00:00,248.5,,53.9,205.25,153.03,26.62,0.7,,0.8,0.3,1.58,1.27,2.38,,39.25,0.28,190.25,7.5,,1.48,0.0,34.3
2022-03-28 00:00:00,2022-03-28 01:00:00,272.0,796.0,44.88,175.38,129.8,25.38,2.67,,1.12,0.3,1.55,1.3,2.42,,44.0,0.2,110.75,7.75,,1.55,0.0,32.48
2022-03-28 01:00:00,2022-03-28 02:00:00,248.75,731.0,37.17,146.95,108.38,24.35,2.88,,2.12,0.3,1.5,1.3,2.45,,47.25,0.15,201.5,7.5,,1.58,0.0,31.4
2022-03-28 02:00:00,2022-03-28 03:00:00,281.25,,33.93,126.3,94.77,23.92,3.78,,4.42,0.2,1.38,1.07,2.0,,48.0,0.35,99.75,6.25,,0.88,0.0,30.6
2022-03-28 03:00:00,2022-03-28 04:00:00,243.5,848.0,30.57,128.22,93.08,23.35,3.67,,1.77,0.2,1.25,1.0,1.87,,50.5,0.3,100.75,6.0,,0.78,0.0,29.53
2022-03-28 04:00:00,2022-03-28 05:00:00,216.5,784.5,28.35,130.4,92.4,23.17,3.35,,0.7,0.2,1.2,0.9,1.88,,58.25,0.53,93.25,6.25,,0.73,0.0,27.73
2022-03-28 05:00:00,2022-03-28 06:00:00,232.25,665.0,25.0,130.95,89.97,22.65,3.6,,3.35,0.2,1.2,0.9,1.83,,72.0,0.47,119.75,7.5,,0.75,0.0,26.95
2022-03-28 06:00:00,2022-03-28 07:00:00,246.0,596.0,21.42,123.62,83.22,22.32,2.7,,1.3,0.25,1.35,1.05,2.15,,78.0,0.58,158.5,19.5,,1.2,0.0,28.23
2022-03-28 07:00:00,2022-03-28 08:00:00,178.0,501.0,18.83,112.35,75.08,21.85,2.02,,,0.3,1.48,1.12,2.3,,71.25,0.62,149.5,53.25,,1.5,0.0,31.2
2022-03-28 08:00:00,2022-03-28 09:00:00,170.0,454.5,16.83,107.03,70.63,21.53,1.93,,2.25,0.3,1.5,1.2,2.4,,56.0,0.62,152.0,103.25,,1.6,0.0,35.62
2022-03-28 09:00:00,2022-03-28 10:00:00,171.25,496.5,13.3,77.15,51.9,21.4,2.55,,2.3,0.3,1.5,1.23,2.42,,44.5,0.6,152.75,95.75,,1.62,0.0,39.27
2022-03-28 10:00:00,2022-03-28 11:00:00,181.75,532.25,5.62,75.33,44.65,20.92,2.93,,8.9,0.2,1.25,0.88,1.93,,35.25,0.65,158.0,92.25,,0.72,0.0,42.47
2022-03-28 11:00:00,2022-03-28 12:00:00,164.25,515.0,2.33,72.67,40.52,20.0,2.77,,8.03,0.2,1.1,0.62,1.55,,26.25,0.65,160.25,84.0,,0.43,0.0,45.27
2022-03-28 12:00:00,2022-03-28 13:00:00,132.25,451.25,1.05,67.72,36.85,19.77,3.08,,13.53,0.2,1.02,0.47,1.42,,23.0,0.65,173.75,168.0,,0.33,0.0,46.77
2022-03-28 13:00:00,2022-03-28 14:00:00,110.25,330.0,3.18,96.28,53.8,19.9,2.9,,7.33,0.2,1.05,0.45,1.42,,19.25,0.72,272.25,165.75,,0.4,0.0,48.0
2022-03-28 14:00:00,2022-03-28 15:00:00,101.0,328.67,0.6,67.93,36.57,19.8,1.93,,15.9,0.2,1.1,0.57,1.73,,20.33,0.53,280.33,105.33,,0.8,0.0,48.37
2022-03-28 15:00:00,2022-03-28 16:00:00,102.25,281.75,0.38,43.08,23.2,19.8,1.97,,23.6,0.2,1.03,0.55,1.62,,21.75,0.43,288.25,59.75,,0.55,0.0,48.02
2022-03-28 16:00:00,2022-03-28 17:00:00,106.0,288.5,0.5,51.4,27.75,19.73,1.5,,14.55,0.2,1.12,0.62,1.88,,22.75,0.3,165.5,23.75,,0.93,0.0,47.32
2022-03-28 17:00:00,2022-03-28 18:00:00,119.0,490.0,2.3,68.73,38.42,20.05,1.67,,5.75,0.2,1.23,0.7,1.9,,31.75,0.2,94.25,10.5,,0.75,0.0,44.42
2022-03-28 18:00:00,2022-03-28 19:00:00,187.5,844.0,11.12,103.38,64.05,20.77,3.25,,4.2,0.2,1.22,0.7,1.65,,36.5,0.17,69.75,6.5,,0.45,0.0,41.45
2022-03-28 19:00:00,2022-03-28 20:00:00,223.0,774.0,17.18,112.72,73.9,21.55,3.53,,2.05,0.22,1.3,0.8,1.75,,40.5,0.2,195.0,6.0,,0.6,0.0,40.25
2022-03-28 20:00:00,2022-03-28 21:00:00,204.0,705.5,17.1,107.2,70.93,21.7,3.5,,3.9,0.27,1.3,0.8,1.73,,49.5,0.53,159.75,6.0,,0.57,0.0,39.0
2022-03-28 21:00:00,2022-03-28 22:00:00,182.0,536.0,12.02,88.72,56.95,21.1,3.25,,1.25,0.2,1.2,0.67,1.6,,62.25,0.7,161.5,6.25,,0.45,0.0,36.48
2022-03-28 22:00:00,2022-03-28 23:00:00,139.75,340.75,6.15,67.65,41.0,20.48,2.62,,2.65,0.2,1.02,0.53,1.37,,69.0,0.62,161.75,7.0,,0.3,0.0,35.03
2022-03-28 23:00:00,2022-03-29 00:00:00,129.0,272.25,3.93,57.65,33.85,20.2,2.27,,3.05,0.2,0.9,0.4,1.3,,73.5,0.58,163.75,6.25,,0.3,0.0,34.08
2022-03-29 00:00:00,2022-03-29 01:00:00,125.5,286.5,3.6,54.67,32.0,20.23,0.7,,3.13,0.2,0.82,0.4,1.25,,76.25,0.55,140.5,6.75,,0.3,0.0,33.52
2022-03-29 01:00:00,2022-03-29 02:00:00,119.0,249.5,3.95,52.4,31.07,20.18,0.43,,4.0,0.2,0.85,0.4,1.3,,78.25,0.5,125.25,6.0,,0.3,0.0,32.83
2022-03-29 02:00:00,2022-03-29 03:00:00,127.0,297.75,5.25,52.38,32.12,20.27,0.52,,4.23,0.18,0.9,0.4,1.3,,79.5,0.6,133.5,6.0,,0.3,0.0,32.48
