From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2022-08-07 12:00:00,2022-08-07 13:00:00,18.25,40.66,5.96,3.92,9.9,15.08,5.64,0.49,17.93,1.49,4.99,2.09,4.02,,60.26,1.71,285.47,191.28,8.08,19.33,0.0
2022-08-07 13:00:00,2022-08-07 14:00:00,16.48,39.69,5.96,3.85,9.71,15.06,5.59,0.49,17.95,1.5,4.97,2.08,4.02,,66.69,1.83,287.37,162.32,8.06,18.35,0.0
2022-08-07 14:00:00,2022-08-07 15:00:00,16.42,39.42,6.06,4.02,10.08,15.05,5.55,0.51,18.09,1.5,5.01,2.1,4.06,,72.16,1.21,285.93,369.3,8.05,18.11,0.0
2022-08-07 15:00:00,2022-08-07 16:00:00,16.22,42.24,6.05,3.94,10.0,15.03,5.56,0.51,18.08,1.5,5.0,2.09,4.01,,66.38,1.04,285.61,213.9,8.03,19.32,0.0
2022-08-07 16:00:00,2022-08-07 17:00:00,15.96,51.48,5.95,3.96,10.27,14.98,5.57,0.49,17.93,1.5,5.04,2.09,4.01,,64.96,0.55,304.99,185.3,7.98,20.04,0.0
2022-08-07 17:00:00,2022-08-07 18:00:00,15.11,52.37,5.97,3.89,9.92,15.09,5.57,0.5,17.96,1.5,4.99,2.09,3.93,,69.29,0.41,295.12,42.5,8.09,19.2,0.0
2022-08-07 18:00:00,2022-08-07 19:00:00,16.17,49.82,5.98,4.06,10.06,15.11,5.57,0.49,17.97,1.5,5.01,2.1,4.0,,67.47,1.59,284.27,0.15,8.11,18.56,0.0
2022-08-07 19:00:00,2022-08-07 20:00:00,19.6,47.27,5.99,3.95,9.91,15.04,5.6,0.5,17.98,1.5,4.99,2.09,4.08,,68.53,1.56,287.47,0.0,8.04,17.06,0.0
2022-08-07 20:00:00,2022-08-07 21:00:00,20.03,48.51,6.06,4.0,9.97,14.88,5.63,0.51,18.1,1.51,5.0,2.1,3.99,,72.75,1.65,289.83,0.0,7.88,15.83,0.0
2022-08-07 21:00:00,2022-08-07 22:00:00,21.42,45.87,6.01,3.88,9.88,15.12,5.61,0.5,18.02,1.5,4.99,2.09,3.95,,70.28,1.62,284.76,0.0,8.12,15.6,0.0
2022-08-07 22:00:00,2022-08-07 23:00:00,20.69,43.04,6.1,4.11,10.08,15.0,5.64,0.51,18.15,1.51,5.01,2.11,3.96,,70.91,1.61,287.18,0.0,8.0,15.61,0.0
2022-08-07 23:00:00,2022-08-08 00:00:00,18.33,41.31,6.03,3.99,10.1,15.06,5.55,0.5,18.03,1.5,5.01,2.1,3.92,,73.55,1.47,288.79,0.0,8.06,15.3,0.0
2022-08-08 00:00:00,2022-08-08 01:00:00,18.7,41.24,6.0,3.98,9.77,15.0,5.62,0.5,18.0,1.5,4.98,2.1,3.99,,74.23,1.71,292.91,0.0,8.0,15.36,0.0
2022-08-08 01:00:00,2022-08-08 02:00:00,19.89,40.36,6.0,3.97,9.89,14.97,5.65,0.5,18.0,1.5,4.99,2.1,3.9,,74.43,2.12,290.4,0.0,7.97,15.16,0.0
2022-08-08 02:00:00,2022-08-08 03:00:00,19.67,39.62,5.94,4.07,10.18,14.85,5.57,0.49,17.9,1.49,5.02,2.1,3.96,,75.33,1.64,291.64,0.0,7.85,14.87,0.0
2022-08-08 03:00:00,2022-08-08 04:00:00,18.95,38.77,5.98,4.04,10.37,14.92,5.62,0.5,17.97,1.5,5.04,2.1,3.98,,75.08,1.91,292.11,0.0,7.93,14.72,0.0
2022-08-08 04:00:00,2022-08-08 05:00:00,18.42,38.09,6.1,3.99,9.69,15.01,5.59,0.51,18.14,1.51,4.97,2.1,4.01,,74.87,1.91,289.78,0.0,8.01,14.67,0.0
2022-08-08 05:00:00,2022-08-08 06:00:00,16.67,38.62,5.92,4.03,10.04,15.11,5.6,0.49,17.88,1.49,5.0,2.1,4.06,,75.75,1.94,289.56,0.0,8.11,14.33,0.0
2022-08-08 06:00:00,2022-08-08 07:00:00,16.61,40.4,5.95,3.92,9.93,15.08,5.58,0.5,17.92,1.5,5.0,2.09,4.07,,75.91,1.8,291.66,0.8,8.08,14.46,0.0
2022-08-08 07:00:00,2022-08-08 08:00:00,16.4,41.15,5.95,3.99,9.87,15.02,5.59,0.49,17.93,1.5,4.99,2.1,4.08,,75.56,2.03,288.21,32.67,8.02,14.67,0.0
2022-08-08 08:00:00,2022-08-08 09:00:00,16.02,42.58,6.09,4.0,10.23,15.04,5.59,0.51,18.13,1.51,5.02,2.1,4.0,,73.05,2.02,290.45,90.4,8.04,15.08,0.0
2022-08-08 09:00:00,2022-08-08 10:00:00,14.77,40.56,6.01,4.04,10.19,14.99,5.65,0.5,18.01,1.5,5.02,2.1,3.96,,71.8,2.18,289.75,160.48,7.99,15.62,0.0
2022-08-08 10:00:00,2022-08-08 11:00:00,14.64,39.18,5.92,3.97,10.4,15.13,5.59,0.49,17.89,1.49,5.04,2.1,4.12,,72.11,2.08,287.02,156.73,8.13,15.94,0.0
2022-08-08 11:00:00,2022-08-08 12:00:00,16.07,44.86,5.94,4.05,10.04,15.04,5.59,0.49,17.91,0.87,5.89,1.3,1.59,,69.22,2.26,291.15,212.4,2.78,16.66,0.0
2022-08-08 12:00:00,2022-08-08 13:00:00,16.52,44.57,5.92,3.95,10.04,15.02,5.57,0.49,17.89,0.8,6.03,1.2,1.23,,69.75,2.12,288.91,111.62,2.1,16.51,0.0
2022-08-08 13:00:00,2022-08-08 14:00:00,17.57,44.71,5.93,4.05,10.1,15.11,5.57,0.49,17.89,0.8,6.06,1.2,1.16,,70.11,1.91,290.28,64.22,2.1,16.6,0.0
2022-08-08 14:00:00,2022-08-08 15:00:00,17.3,45.55,5.95,4.0,9.99,15.06,5.59,0.5,17.92,0.8,5.99,1.2,1.15,,73.02,1.64,291.45,101.3,2.1,16.24,0.0
2022-08-08 15:00:00,2022-08-08 16:00:00,16.41,48.86,6.02,4.08,9.94,14.96,5.62,0.5,18.04,0.8,5.96,1.2,1.07,,71.03,1.8,289.27,73.92,2.09,16.95,0.0
2022-08-08 16:00:00,2022-08-08 17:00:00,16.21,61.42,6.17,4.04,9.52,14.95,5.66,0.52,18.26,0.81,5.71,1.2,1.25,,71.66,1.66,291.33,59.32,2.1,16.77,0.0
2022-08-08 17:00:00,2022-08-08 18:00:00,15.57,63.32,6.07,3.91,9.98,15.05,5.56,0.51,18.11,0.8,5.99,1.2,1.27,,71.68,1.72,290.32,22.25,2.1,16.72,0.0
2022-08-08 18:00:00,2022-08-08 19:00:00,16.74,58.16,6.01,3.94,9.83,14.95,5.58,0.5,18.02,0.8,5.9,1.2,1.17,,70.4,1.64,287.71,0.03,2.09,16.32,0.0
2022-08-08 19:00:00,2022-08-08 20:00:00,20.53,54.18,5.9,4.08,9.93,15.26,5.67,0.49,17.85,0.8,5.96,1.21,1.15,,69.48,2.03,289.21,0.0,2.11,16.34,0.0
2022-08-08 20:00:00,2022-08-08 21:00:00,20.21,51.56,6.08,4.07,9.92,15.05,5.67,0.51,18.13,0.81,5.95,1.2,1.25,,67.72,2.12,291.9,0.0,2.1,16.33,0.0
2022-08-08 21:00:00,2022-08-08 22:00:00,19.15,50.44,5.96,3.99,10.23,15.07,5.61,0.49,17.94,0.8,6.13,1.2,1.18,,68.25,2.07,292.32,0.0,2.1,16.05,0.0
2022-08-08 22:00:00,2022-08-08 23:00:00,19.73,49.14,5.95,3.87,9.88,14.99,5.61,0.49,17.92,0.8,5.93,1.19,1.15,,69.78,1.75,294.86,0.0,2.1,15.97,0.0
2022-08-08 23:00:00,2022-08-09 00:00:00,21.61,51.06,6.05,4.07,9.72,15.05,5.62,0.51,18.07,0.8,5.83,1.21,1.23,,69.73,1.83,290.36,0.0,2.1,15.93,0.0
2022-08-09 00:00:00,2022-08-09 01:00:00,21.04,49.99,6.18,3.91,9.93,14.88,5.59,0.52,18.27,0.81,5.96,1.19,1.23,,71.95,1.79,289.52,0.0,2.09,15.45,0.0
2022-08-09 01:00:00,2022-08-09 02:00:00,19.17,49.22,6.03,4.07,10.04,15.02,5.7,0.5,18.04,0.8,6.03,1.21,1.17,,73.6,2.06,291.55,0.0,2.1,14.9,0.0
2022-08-09 02:00:00,2022-08-09 03:00:00,19.42,48.56,5.94,4.0,9.87,15.0,5.6,0.49,17.91,0.8,5.92,1.2,1.07,,71.26,2.03,290.54,0.0,2.1,15.14,0.0
2022-08-09 03:00:00,2022-08-09 04:00:00,20.21,49.08,6.04,4.0,9.85,14.76,5.59,0.5,18.06,0.8,5.91,1.2,1.12,,69.1,2.41,290.73,0.0,2.09,15.28,0.0
2022-08-09 04:00:00,2022-08-09 05:00:00,19.75,47.95,5.97,3.99,9.96,14.86,5.64,0.49,17.95,0.8,5.98,1.2,1.16,,71.39,2.28,287.31,0.0,2.09,14.85,0.0
2022-08-09 05:00:00,2022-08-09 06:00:00,18.28,47.01,6.08,3.92,10.23,14.92,5.56,0.51,18.12,0.81,6.14,1.19,1.3,,74.56,2.33,283.03,0.0,2.1,13.95,0.0
2022-08-09 06:00:00,2022-08-09 07:00:00,18.47,46.38,5.9,3.97,10.03,14.82,5.64,0.49,17.85,0.8,6.02,1.2,1.19,,74.55,2.14,288.61,0.0,2.09,13.87,0.0
2022-08-09 07:00:00,2022-08-09 08:00:00,19.08,46.05,6.02,3.99,10.06,15.08,5.64,0.5,18.03,0.8,6.04,1.2,1.17,,76.15,2.17,289.53,15.07,2.1,13.83,0.0
2022-08-09 08:00:00,2022-08-09 09:00:00,18.65,47.61,6.03,3.93,9.89,15.07,5.66,0.5,18.05,0.8,5.93,1.19,1.19,,74.93,2.04,287.87,52.42,2.1,14.3,0.0
2022-08-09 09:00:00,2022-08-09 10:00:00,17.27,47.47,5.93,4.02,10.05,14.98,5.63,0.49,17.91,0.8,6.03,1.21,1.21,,73.24,2.36,288.3,187.47,2.1,15.01,0.0
2022-08-09 10:00:00,2022-08-09 11:00:00,17.03,46.71,5.93,4.09,9.93,15.06,5.62,0.49,17.9,0.8,5.96,1.21,1.12,,68.97,2.63,288.97,341.02,2.1,16.48,0.0
2022-08-09 11:00:00,2022-08-09 12:00:00,16.25,46.38,6.82,4.02,9.94,15.06,5.77,0.62,18.89,0.73,5.96,1.2,1.25,,69.02,2.67,289.23,344.05,2.1,16.67,0.0
2022-08-09 12:00:00,2022-08-09 13:00:00,16.29,47.1,8.12,4.0,9.93,15.16,6.12,0.82,20.29,0.61,5.96,1.2,1.18,,63.89,2.82,287.55,428.33,2.11,18.09,0.0
2022-08-09 13:00:00,2022-08-09 14:00:00,16.4,46.53,7.96,4.09,9.91,15.12,6.03,0.79,19.91,0.6,5.94,1.21,1.23,,60.09,2.62,289.38,325.2,2.11,19.09,0.0
2022-08-09 14:00:00,2022-08-09 15:00:00,16.89,46.13,8.07,3.92,10.12,15.19,6.04,0.81,20.18,0.6,6.07,1.19,1.12,,58.94,2.47,287.99,298.23,2.11,19.42,0.0
2022-08-09 15:00:00,2022-08-09 16:00:00,18.47,46.63,7.96,3.98,9.73,14.79,5.93,0.8,19.91,0.6,5.84,1.2,1.15,,57.12,2.56,289.95,242.38,2.09,19.67,0.0
2022-08-09 16:00:00,2022-08-09 17:00:00,18.2,48.44,7.93,4.01,9.81,15.12,5.89,0.79,19.82,0.59,5.88,1.2,1.24,,57.51,2.56,288.99,187.0,2.1,19.5,0.0
2022-08-09 17:00:00,2022-08-09 18:00:00,17.32,49.0,8.0,3.94,9.95,15.22,5.94,0.8,20.0,0.6,5.97,1.19,1.2,,58.84,2.61,289.07,63.77,2.11,18.71,0.0
2022-08-09 18:00:00,2022-08-09 19:00:00,18.5,52.76,7.96,4.0,10.07,15.01,5.99,0.8,19.9,0.6,6.04,1.2,1.24,,62.12,2.37,287.95,2.15,2.1,17.97,0.0
2022-08-09 19:00:00,2022-08-09 20:00:00,22.33,53.03,7.95,4.02,10.01,14.97,6.04,0.79,19.88,0.6,6.0,1.2,1.19,,63.32,2.37,289.56,0.0,2.1,17.55,0.0
2022-08-09 20:00:00,2022-08-09 21:00:00,22.03,51.34,7.96,4.1,10.07,15.0,6.0,0.79,19.91,0.6,6.04,1.21,1.19,,64.04,2.14,289.36,0.0,2.1,17.11,0.0
2022-08-09 21:00:00,2022-08-09 22:00:00,21.05,50.35,8.05,3.94,10.01,14.92,5.97,0.81,20.14,0.6,6.0,1.19,1.31,,65.5,1.92,286.72,0.0,2.09,16.71,0.0
2022-08-09 22:00:00,2022-08-09 23:00:00,21.43,49.03,7.9,4.03,10.01,15.02,5.99,0.78,19.75,0.59,6.01,1.2,1.11,,65.73,2.0,289.0,0.0,2.1,16.15,0.0
2022-08-09 23:00:00,2022-08-10 00:00:00,22.67,48.72,7.95,3.94,9.97,14.88,5.95,0.8,19.88,0.6,5.98,1.2,1.16,,64.02,2.09,289.47,0.0,2.09,16.16,0.0
2022-08-10 00:00:00,2022-08-10 01:00:00,22.92,47.98,7.93,3.99,10.19,14.97,6.04,0.79,19.82,0.6,6.12,1.2,1.25,,64.25,1.91,285.86,0.0,2.1,16.12,0.0
2022-08-10 01:00:00,2022-08-10 02:00:00,23.72,46.99,8.01,4.07,10.1,14.99,6.01,0.8,20.03,0.6,6.06,1.2,1.24,,64.52,1.96,283.73,0.0,2.1,16.04,0.0
2022-08-10 02:00:00,2022-08-10 03:00:00,23.08,47.77,7.85,4.07,10.05,15.0,5.85,0.78,19.63,0.59,6.03,1.2,1.19,,63.98,2.23,283.77,0.0,2.1,15.96,0.0
2022-08-10 03:00:00,2022-08-10 04:00:00,20.99,46.73,7.98,3.99,9.98,14.82,5.98,0.8,19.94,0.6,5.99,1.2,1.17,,64.04,2.22,288.37,0.0,2.09,15.85,0.0
2022-08-10 04:00:00,2022-08-10 05:00:00,20.48,46.42,8.04,4.04,10.2,14.94,6.04,0.81,20.11,0.6,6.12,1.2,1.19,,64.49,2.1,283.69,0.0,2.1,15.72,0.0
2022-08-10 05:00:00,2022-08-10 06:00:00,18.81,48.3,8.04,4.0,10.09,14.83,6.04,0.8,20.08,0.6,6.06,1.2,1.3,,65.02,2.27,285.58,0.0,2.1,15.54,0.0
2022-08-10 06:00:00,2022-08-10 07:00:00,18.64,48.24,8.0,3.92,10.19,14.95,6.0,0.8,20.0,0.6,6.12,1.2,1.2,,64.22,2.43,285.88,1.02,2.1,15.58,0.0
2022-08-10 07:00:00,2022-08-10 08:00:00,18.08,49.28,8.04,4.07,10.09,15.03,6.04,0.81,20.11,0.6,6.06,1.2,1.21,,63.38,2.77,285.53,42.03,2.1,15.79,0.0
2022-08-10 08:00:00,2022-08-10 09:00:00,17.86,48.19,8.03,3.94,9.91,14.98,6.03,0.8,20.07,0.6,5.95,1.2,1.08,,62.98,2.62,288.38,112.7,2.1,16.09,0.0
2022-08-10 09:00:00,2022-08-10 10:00:00,17.17,47.64,7.92,4.0,9.89,14.97,5.92,0.79,19.81,0.6,5.93,1.2,1.15,,59.31,2.91,290.65,259.2,2.1,17.06,0.0
2022-08-10 10:00:00,2022-08-10 11:00:00,17.02,47.56,8.0,3.99,10.18,15.12,6.0,0.8,20.01,0.6,6.11,1.2,1.24,,56.92,2.95,287.65,367.45,2.11,18.17,0.0
2022-08-10 11:00:00,2022-08-10 12:00:00,16.55,50.61,7.98,4.04,9.93,14.85,5.98,0.8,19.96,0.6,5.95,1.2,1.23,,55.51,3.0,287.51,365.6,2.09,18.85,0.0
2022-08-10 12:00:00,2022-08-10 13:00:00,17.45,47.54,8.01,4.0,9.95,14.94,6.01,0.8,20.02,0.6,5.97,1.2,1.24,,54.02,2.98,286.88,355.57,2.1,19.55,0.0
2022-08-10 13:00:00,2022-08-10 14:00:00,18.24,45.77,7.93,4.01,9.75,15.09,5.74,0.79,19.81,0.6,5.85,1.2,1.19,,54.02,2.65,285.98,354.5,2.1,20.15,0.0
2022-08-10 14:00:00,2022-08-10 15:00:00,18.83,44.68,8.0,3.96,10.21,14.8,6.01,0.8,19.99,0.6,6.12,1.19,1.24,,52.03,2.59,285.93,384.57,2.09,21.01,0.0
2022-08-10 15:00:00,2022-08-10 16:00:00,20.75,49.31,7.93,3.97,9.78,15.31,5.93,0.79,19.83,0.59,5.87,1.19,1.26,,52.29,2.45,282.91,217.0,2.12,20.93,0.0
2022-08-10 16:00:00,2022-08-10 17:00:00,20.97,64.8,8.06,4.12,9.91,15.22,5.84,0.81,20.15,0.6,5.95,1.21,1.2,,53.38,2.32,284.51,93.05,2.11,20.45,0.0
2022-08-10 17:00:00,2022-08-10 18:00:00,21.67,60.65,7.96,3.99,10.03,14.94,6.04,0.8,19.9,0.59,6.02,1.2,1.11,,56.42,1.8,286.27,33.88,2.1,19.84,0.0
2022-08-10 18:00:00,2022-08-10 19:00:00,24.05,63.55,8.03,4.11,9.93,15.09,5.85,0.8,20.06,0.6,5.96,1.21,1.13,,57.71,1.61,284.76,0.0,2.1,19.34,0.0
2022-08-10 19:00:00,2022-08-10 20:00:00,31.77,57.24,7.91,4.06,9.85,14.89,6.03,0.79,19.77,0.6,5.91,1.21,1.2,,59.49,1.93,282.4,0.0,2.09,18.42,0.0
2022-08-10 20:00:00,2022-08-10 21:00:00,30.48,52.77,7.93,3.98,10.1,14.98,5.89,0.79,19.83,0.59,6.06,1.2,1.18,,60.52,1.85,286.64,0.0,2.1,17.63,0.0
2022-08-10 21:00:00,2022-08-10 22:00:00,26.29,49.85,8.02,4.06,10.03,14.94,6.02,0.8,20.07,0.6,6.01,1.2,1.17,,61.03,1.36,286.28,0.0,2.1,17.29,0.0
2022-08-10 22:00:00,2022-08-10 23:00:00,25.86,48.69,7.93,4.06,10.01,14.93,6.03,0.79,19.83,0.6,6.0,1.21,1.12,,63.09,1.42,277.15,0.0,2.1,16.86,0.0
2022-08-10 23:00:00,2022-08-11 00:00:00,24.48,46.45,8.05,4.01,10.19,15.14,5.97,0.81,20.14,0.6,6.11,1.2,1.23,,63.11,1.64,282.12,0.0,2.11,16.6,0.0
2022-08-11 00:00:00,2022-08-11 01:00:00,23.81,44.98,8.02,4.02,9.96,14.78,6.05,0.8,20.06,0.6,5.98,1.2,1.16,,62.12,1.98,280.79,0.0,2.09,16.45,0.0
2022-08-11 01:00:00,2022-08-11 02:00:00,21.63,44.88,7.94,3.88,9.86,14.97,6.06,0.79,19.85,0.6,5.92,1.2,1.14,,63.38,1.91,280.16,0.0,2.1,16.13,0.0
2022-08-11 02:00:00,2022-08-11 03:00:00,21.2,47.48,8.05,4.0,10.06,15.02,6.08,0.81,20.14,0.6,6.04,1.2,1.27,,64.61,1.92,281.61,0.0,2.1,15.79,0.0
2022-08-11 03:00:00,2022-08-11 04:00:00,19.8,45.94,8.03,3.97,10.05,14.86,6.04,0.8,20.07,0.6,6.03,1.2,1.17,,64.13,1.89,281.9,0.0,2.09,15.89,0.0
2022-08-11 04:00:00,2022-08-11 05:00:00,20.26,46.2,8.12,3.97,9.74,14.96,6.08,0.81,20.3,0.61,5.85,1.2,1.28,,64.81,1.73,283.89,0.0,2.1,15.7,0.0
2022-08-11 05:00:00,2022-08-11 06:00:00,21.73,50.19,8.01,4.07,9.9,15.07,5.98,0.8,20.01,0.6,5.94,1.21,1.16,,64.61,1.8,278.02,0.0,2.1,15.69,0.0
2022-08-11 06:00:00,2022-08-11 07:00:00,21.76,48.09,7.89,3.95,9.87,14.93,6.05,0.79,19.73,0.6,5.92,1.2,1.27,,65.09,1.89,279.77,0.6,2.1,15.68,0.0
2022-08-11 07:00:00,2022-08-11 08:00:00,21.85,47.95,8.03,4.13,9.94,14.87,5.95,0.8,20.07,0.6,5.96,1.21,1.13,,64.62,1.91,283.03,78.4,2.09,16.04,0.0
2022-08-11 08:00:00,2022-08-11 09:00:00,21.74,48.35,8.04,4.06,9.85,15.29,6.05,0.8,20.08,0.6,5.91,1.21,1.25,,61.64,2.3,285.17,183.25,2.12,17.12,0.0
2022-08-11 09:00:00,2022-08-11 10:00:00,21.39,46.35,7.96,3.98,10.02,15.06,5.98,0.79,19.9,0.6,6.01,1.2,1.14,,58.89,2.34,281.8,294.3,2.1,18.18,0.0
2022-08-11 10:00:00,2022-08-11 11:00:00,20.87,45.2,8.03,4.02,10.1,15.15,5.92,0.8,20.07,0.6,6.06,1.2,1.17,,56.91,2.41,287.25,308.68,2.11,18.95,0.0
2022-08-11 11:00:00,2022-08-11 12:00:00,19.18,44.17,7.97,3.95,9.93,15.29,6.15,0.8,19.92,0.6,5.96,1.19,1.29,,57.61,2.15,281.28,313.9,2.12,19.25,0.0
2022-08-11 12:00:00,2022-08-11 13:00:00,19.83,44.27,8.01,3.99,10.04,15.12,6.0,0.8,20.02,0.6,6.02,1.2,1.15,,55.05,2.23,287.95,273.62,2.1,20.05,0.0
2022-08-11 13:00:00,2022-08-11 14:00:00,21.92,45.62,8.04,4.06,9.93,15.25,5.82,0.8,20.09,0.6,5.96,1.21,1.27,,54.22,2.23,284.07,381.23,2.11,20.54,0.0
2022-08-11 14:00:00,2022-08-11 15:00:00,22.02,49.52,7.96,3.97,9.92,15.1,6.05,0.8,19.92,0.6,5.95,1.2,1.38,,52.13,1.9,284.08,269.82,2.11,21.3,0.0
2022-08-11 15:00:00,2022-08-11 16:00:00,22.34,52.34,8.04,4.13,9.7,15.1,5.89,0.81,20.11,0.6,5.82,1.21,1.36,,49.97,1.87,279.97,424.5,2.1,22.45,0.0
2022-08-11 16:00:00,2022-08-11 17:00:00,22.25,65.65,7.95,4.02,9.86,14.96,5.91,0.8,19.88,0.59,5.92,1.2,1.2,,53.15,1.47,263.46,202.53,2.1,21.38,0.0
2022-08-11 17:00:00,2022-08-11 18:00:00,21.96,63.33,8.11,4.03,9.86,15.13,5.99,0.81,20.29,0.6,5.91,1.2,1.17,,56.59,1.53,279.39,38.5,2.1,20.31,0.0
2022-08-11 18:00:00,2022-08-11 19:00:00,23.42,57.31,8.03,4.01,9.82,15.23,6.01,0.8,20.07,0.6,5.89,1.2,1.13,,71.53,0.86,283.75,1.68,2.11,17.55,0.0
2022-08-11 19:00:00,2022-08-11 20:00:00,28.16,53.19,8.04,3.89,10.04,14.82,5.92,0.81,20.09,0.6,6.03,1.19,1.16,,69.64,0.76,293.57,0.0,2.09,17.87,0.0
2022-08-11 20:00:00,2022-08-11 21:00:00,28.03,51.92,8.03,3.99,10.06,15.0,6.03,0.8,20.07,0.6,6.04,1.2,1.12,,66.6,1.14,294.74,0.0,2.1,17.76,0.0
2022-08-11 21:00:00,2022-08-11 22:00:00,27.59,53.44,7.87,3.96,9.9,14.79,5.95,0.79,19.68,0.59,5.94,1.2,1.26,,66.97,1.41,293.35,0.0,2.09,17.47,0.0
2022-08-11 22:00:00,2022-08-11 23:00:00,27.48,50.63,8.06,4.04,10.13,15.03,6.14,0.81,20.14,0.6,6.08,1.2,1.2,,62.38,1.78,291.03,0.0,2.1,17.18,0.0
2022-08-11 23:00:00,2022-08-12 00:00:00,27.11,49.57,8.02,4.0,10.1,15.07,6.09,0.8,20.04,0.6,6.06,1.2,1.2,,65.01,1.41,290.49,0.0,2.1,16.82,0.0
2022-08-12 00:00:00,2022-08-12 01:00:00,26.46,47.42,8.03,4.0,10.09,15.21,5.97,0.8,20.06,0.6,6.05,1.2,1.17,,63.5,1.71,288.92,0.0,2.11,17.02,0.0
2022-08-12 01:00:00,2022-08-12 02:00:00,24.36,46.04,7.95,4.13,9.79,14.86,6.05,0.79,19.89,0.6,5.88,1.21,1.27,,62.12,2.17,284.3,0.0,2.09,16.96,0.0
2022-08-12 02:00:00,2022-08-12 03:00:00,23.7,45.3,8.03,4.09,9.91,14.95,6.03,0.8,20.07,0.6,5.95,1.21,1.16,,61.37,2.37,290.13,0.0,2.1,16.76,0.0
2022-08-12 03:00:00,2022-08-12 04:00:00,21.59,47.7,7.97,4.03,9.81,14.82,5.97,0.8,19.94,0.6,5.88,1.2,1.13,,61.17,2.67,287.08,0.0,2.09,16.67,0.0
2022-08-12 04:00:00,2022-08-12 05:00:00,21.61,50.33,7.98,4.0,10.04,15.14,6.02,0.8,19.95,0.6,6.03,1.2,1.08,,61.72,2.04,286.56,0.0,2.11,16.51,0.0
2022-08-12 05:00:00,2022-08-12 06:00:00,21.69,47.77,7.94,4.02,9.92,14.88,6.0,0.79,19.86,0.59,5.95,1.2,1.16,,64.35,1.91,288.04,0.0,2.09,16.07,0.0
2022-08-12 06:00:00,2022-08-12 07:00:00,21.91,46.38,7.99,3.96,10.13,15.08,5.9,0.8,19.96,0.6,6.08,1.19,1.36,,66.44,1.78,287.5,9.2,2.1,15.82,0.0
2022-08-12 07:00:00,2022-08-12 08:00:00,22.6,45.77,7.97,4.01,9.95,15.05,5.94,0.79,19.91,0.6,5.97,1.2,1.23,,66.04,2.02,286.11,71.85,2.1,16.06,0.0
2022-08-12 08:00:00,2022-08-12 09:00:00,22.03,46.67,7.96,3.9,10.07,15.04,6.01,0.79,19.9,0.59,6.04,1.19,1.15,,63.23,2.01,281.84,182.12,2.1,17.02,0.0
2022-08-12 09:00:00,2022-08-12 10:00:00,20.2,48.02,8.0,4.04,10.02,14.93,5.93,0.8,20.0,0.6,6.01,1.2,1.17,,56.34,2.31,287.25,568.1,2.09,19.15,0.0
2022-08-12 10:00:00,2022-08-12 11:00:00,19.81,46.45,8.05,4.09,10.06,15.13,5.96,0.8,20.12,0.6,6.04,1.2,1.21,,51.82,2.87,290.02,644.88,2.11,20.53,0.0
2022-08-12 11:00:00,2022-08-12 12:00:00,18.53,45.96,7.93,3.99,9.93,14.94,6.0,0.79,19.83,0.6,5.96,1.2,1.15,,51.1,2.6,289.95,570.58,2.1,20.97,0.0
2022-08-12 12:00:00,2022-08-12 13:00:00,18.26,44.53,8.03,4.04,9.88,15.03,5.93,0.8,20.06,0.6,5.93,1.2,1.23,,50.0,2.33,291.14,435.9,2.1,21.65,0.0
2022-08-12 13:00:00,2022-08-12 14:00:00,17.38,43.72,7.99,3.91,9.98,14.91,6.05,0.8,19.98,0.6,5.99,1.19,1.16,,48.66,2.23,289.09,495.23,2.09,22.13,0.0
2022-08-12 14:00:00,2022-08-12 15:00:00,17.74,44.77,7.99,3.95,10.09,15.11,5.95,0.8,19.99,0.6,6.05,1.2,1.06,,47.35,2.25,286.62,355.52,2.1,22.36,0.0
2022-08-12 15:00:00,2022-08-12 16:00:00,18.89,54.0,7.93,4.04,10.1,15.0,5.97,0.79,19.82,0.59,6.06,1.2,1.25,,48.27,1.98,289.72,322.57,2.1,22.47,0.0
2022-08-12 16:00:00,2022-08-12 17:00:00,19.12,69.65,7.94,3.97,9.84,14.89,6.1,0.79,19.84,0.6,5.91,1.2,1.18,,47.25,1.93,286.49,280.0,2.09,22.99,0.0
2022-08-12 17:00:00,2022-08-12 18:00:00,19.88,61.93,8.01,3.87,10.17,15.08,6.03,0.8,20.01,0.6,6.1,1.19,1.18,,49.51,1.75,286.56,89.08,2.1,22.11,0.0
2022-08-12 18:00:00,2022-08-12 19:00:00,21.7,56.05,7.93,3.99,9.92,14.96,5.98,0.79,19.83,0.59,5.95,1.2,1.12,,53.05,1.28,291.04,3.72,2.1,21.03,0.0
2022-08-12 19:00:00,2022-08-12 20:00:00,27.61,52.94,7.97,4.04,10.02,15.01,6.1,0.8,19.93,0.6,6.01,1.21,1.23,,58.14,1.31,289.31,0.0,2.1,19.44,0.0
