From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2021-09-23 11:00:00,2021-09-23 12:00:00,19.51,42.21,7.32,17.01,24.33,9.69,1.85,74.35,0.09,73.14,477.54,,36.08,0.0
2021-09-23 12:00:00,2021-09-23 13:00:00,20.25,52.13,7.34,17.67,25.02,11.54,1.98,71.55,0.08,102.53,293.41,983.9,35.1,0.0
2021-09-23 13:00:00,2021-09-23 14:00:00,21.63,67.03,7.48,17.56,25.04,11.81,1.85,75.86,0.09,156.01,101.11,978.53,34.56,0.0
2021-09-23 14:00:00,2021-09-23 15:00:00,21.18,68.35,6.85,16.33,23.19,10.99,2.0,75.11,0.09,78.02,332.6,997.77,33.64,0.0
2021-09-23 15:00:00,2021-09-23 16:00:00,20.91,61.55,6.51,15.3,21.8,10.52,1.9,72.65,0.1,68.11,280.71,993.25,34.9,0.0
2021-09-23 16:00:00,2021-09-23 17:00:00,20.45,47.79,5.87,14.69,20.56,9.82,1.9,71.66,0.11,74.87,104.36,978.92,34.54,0.0
2021-09-23 17:00:00,2021-09-23 18:00:00,,39.02,6.23,15.26,21.49,9.75,0.35,83.78,0.12,240.8,49.05,973.57,34.53,0.0
2021-09-23 18:00:00,2021-09-23 19:00:00,,51.2,5.73,13.71,19.45,9.15,1.02,83.05,0.1,127.74,20.02,972.38,32.96,0.0
2021-09-23 19:00:00,2021-09-23 20:00:00,,51.22,4.89,13.58,18.47,8.74,1.0,83.02,0.09,63.33,19.95,971.67,33.71,0.0
2021-09-23 20:00:00,2021-09-23 21:00:00,,37.4,5.32,13.81,19.13,6.52,0.85,82.32,0.1,122.65,18.7,971.15,34.22,0.0
2021-09-23 21:00:00,2021-09-23 22:00:00,,39.04,5.41,13.84,19.24,6.18,0.65,81.97,0.1,141.17,18.86,971.35,33.84,0.0
2021-09-23 22:00:00,2021-09-23 23:00:00,,31.61,5.33,13.66,18.99,6.57,0.72,86.6,0.13,72.96,20.3,971.98,33.37,0.0
2021-09-23 23:00:00,2021-09-24 00:00:00,,21.29,5.25,13.51,18.77,6.52,1.0,90.6,0.13,98.38,20.43,971.07,32.59,0.0
2021-09-24 00:00:00,2021-09-24 01:00:00,,14.65,5.19,14.35,19.55,6.33,0.12,92.52,0.14,75.29,18.61,971.28,35.04,0.0
2021-09-24 01:00:00,2021-09-24 02:00:00,,11.83,5.13,14.12,19.25,5.97,0.23,92.4,0.11,52.84,19.05,971.42,33.84,0.0
2021-09-24 02:00:00,2021-09-24 03:00:00,,12.79,5.33,14.04,19.38,8.48,0.05,92.49,0.09,73.49,19.33,971.3,33.94,0.0
2021-09-24 03:00:00,2021-09-24 04:00:00,,23.6,5.44,13.48,18.92,8.13,0.4,92.47,0.11,89.41,19.96,972.05,32.54,0.0
2021-09-24 04:00:00,2021-09-24 05:00:00,,26.5,5.55,13.75,19.29,6.41,0.05,92.51,0.08,87.57,19.62,970.08,34.88,0.0
2021-09-24 05:00:00,2021-09-24 06:00:00,,30.29,5.32,14.37,19.69,6.14,0.33,91.33,0.13,84.01,20.03,972.15,34.85,0.0
2021-09-24 06:00:00,2021-09-24 07:00:00,,25.65,5.49,13.96,19.45,6.15,0.23,91.81,0.12,94.44,48.96,973.35,34.3,0.0
2021-09-24 07:00:00,2021-09-24 08:00:00,,29.12,5.43,13.76,19.2,6.13,0.23,89.71,0.11,83.06,75.41,976.4,32.96,0.0
2021-09-24 08:00:00,2021-09-24 09:00:00,,35.85,5.28,13.91,19.19,7.81,0.12,86.48,0.12,108.78,151.81,983.0,34.5,0.0
2021-09-24 09:00:00,2021-09-24 10:00:00,,46.67,6.04,15.63,21.68,8.04,0.48,78.13,0.11,95.12,226.34,988.75,35.92,0.0
2021-09-24 10:00:00,2021-09-24 11:00:00,,37.94,6.47,15.77,22.24,7.89,0.33,74.87,0.07,142.66,394.21,999.0,35.2,0.0
2021-09-24 11:00:00,2021-09-24 12:00:00,15.52,26.64,6.47,15.98,22.45,8.13,0.15,70.04,0.09,105.07,388.69,997.05,34.45,0.0
2021-09-24 12:00:00,2021-09-24 13:00:00,19.79,46.07,7.7,18.37,26.07,8.29,0.22,69.42,0.1,95.92,323.16,990.2,34.87,0.0
2021-09-24 13:00:00,2021-09-24 14:00:00,20.86,49.78,8.1,18.68,26.79,7.92,0.4,66.47,0.1,102.55,455.67,,33.98,0.0
2021-09-24 14:00:00,2021-09-24 15:00:00,21.56,51.8,7.5,17.39,24.89,8.17,0.12,63.07,0.1,102.87,443.28,,35.28,0.0
2021-09-24 15:00:00,2021-09-24 16:00:00,21.28,59.45,6.84,16.48,23.31,7.59,0.2,62.68,0.1,101.13,293.07,991.07,34.69,0.0
2021-09-24 16:00:00,2021-09-24 17:00:00,27.95,63.06,6.39,15.47,21.86,7.88,0.3,64.87,0.11,115.99,126.87,979.6,34.48,0.0
2021-09-24 17:00:00,2021-09-24 18:00:00,17.68,56.55,6.27,15.62,21.89,7.38,0.65,70.14,0.1,96.89,43.69,973.45,33.16,0.0
2021-09-24 18:00:00,2021-09-24 19:00:00,28.34,50.56,6.27,15.66,21.93,7.02,0.6,76.89,0.07,61.94,19.78,970.5,34.02,0.0
2021-09-24 19:00:00,2021-09-24 20:00:00,21.6,36.77,6.12,15.75,21.87,6.77,0.0,77.07,0.06,31.23,18.56,971.1,33.98,0.0
2021-09-24 20:00:00,2021-09-24 21:00:00,15.26,34.96,6.14,15.83,21.97,8.3,0.0,76.54,,0.14,19.15,971.0,34.58,0.0
2021-09-24 21:00:00,2021-09-24 22:00:00,32.2,68.27,6.18,15.68,21.86,9.23,1.05,84.19,0.14,130.6,19.28,971.85,32.66,0.0
2021-09-24 22:00:00,2021-09-24 23:00:00,24.87,61.03,6.4,15.66,22.06,6.79,0.7,89.2,0.15,87.12,19.13,969.83,33.99,0.0
2021-09-24 23:00:00,2021-09-25 00:00:00,27.61,35.17,6.26,15.54,21.8,6.31,0.6,92.48,0.15,130.6,19.27,971.3,32.45,0.0
2021-09-25 00:00:00,2021-09-25 01:00:00,27.33,36.17,6.43,15.19,21.62,7.66,0.2,92.5,0.15,130.6,19.2,970.6,33.92,0.0
2021-09-25 01:00:00,2021-09-25 02:00:00,19.38,49.38,6.25,15.48,21.74,7.71,0.0,92.49,0.15,113.62,18.62,970.15,33.85,0.0
2021-09-25 02:00:00,2021-09-25 03:00:00,15.18,47.26,6.38,15.48,21.86,8.35,0.0,92.47,0.15,60.82,18.88,971.55,34.12,0.0
2021-09-25 03:00:00,2021-09-25 04:00:00,15.73,45.13,6.45,15.7,22.14,8.38,0.0,92.48,0.15,120.95,19.23,970.8,33.79,0.0
2021-09-25 04:00:00,2021-09-25 05:00:00,11.56,64.85,6.25,15.41,21.67,7.9,0.23,92.48,0.1,221.06,19.23,971.07,33.19,0.0
2021-09-25 05:00:00,2021-09-25 06:00:00,9.82,61.41,6.47,15.6,22.08,8.23,0.0,92.49,0.14,36.64,19.32,971.02,35.06,0.0
2021-09-25 06:00:00,2021-09-25 07:00:00,8.69,61.99,6.38,15.7,22.08,7.42,0.0,90.57,0.08,101.0,100.46,975.4,34.56,0.0
2021-09-25 07:00:00,2021-09-25 08:00:00,8.45,76.4,6.35,15.94,22.29,7.69,0.0,87.15,0.08,51.28,113.78,978.45,35.67,0.0
2021-09-25 08:00:00,2021-09-25 09:00:00,8.23,87.87,6.46,16.2,22.66,7.78,0.33,80.74,0.1,87.73,300.81,991.9,36.36,0.0
2021-09-25 09:00:00,2021-09-25 10:00:00,18.44,66.61,5.34,13.59,18.93,6.7,0.3,75.23,0.1,95.16,432.74,,34.04,0.0
2021-09-25 10:00:00,2021-09-25 11:00:00,19.06,47.18,6.06,14.82,20.89,5.21,0.35,70.25,0.11,100.62,416.59,997.6,34.97,0.0
2021-09-25 11:00:00,2021-09-25 12:00:00,19.03,37.23,6.15,15.57,21.73,5.71,0.0,70.48,0.08,85.56,236.94,986.9,37.48,0.0
2021-09-25 12:00:00,2021-09-25 13:00:00,,,,,,,,,,,,,,
2021-09-25 13:00:00,2021-09-25 14:00:00,,,,,,,,,,,,,,
2021-09-25 14:00:00,2021-09-25 15:00:00,19.38,29.74,6.33,13.13,19.46,8.08,0.2,76.17,0.05,230.91,143.03,976.37,34.64,0.0
2021-09-25 15:00:00,2021-09-25 16:00:00,36.7,49.6,5.99,13.31,19.3,8.03,0.28,92.35,0.1,184.65,45.43,974.7,34.27,0.0
2021-09-25 16:00:00,2021-09-25 17:00:00,33.59,51.2,5.22,12.98,18.2,8.99,0.4,92.51,0.14,129.37,42.35,973.8,34.19,0.0
2021-09-25 17:00:00,2021-09-25 18:00:00,29.33,38.59,5.21,12.85,18.06,8.73,0.5,92.48,0.12,300.17,33.49,973.55,32.85,0.0
2021-09-25 18:00:00,2021-09-25 19:00:00,6.56,18.68,5.24,12.69,17.93,5.12,0.5,92.47,0.15,327.73,19.82,971.45,33.09,0.0
2021-09-25 19:00:00,2021-09-25 20:00:00,8.95,26.66,5.23,13.38,18.61,5.1,0.5,92.38,0.11,159.41,18.84,970.6,34.22,0.0
2021-09-25 20:00:00,2021-09-25 21:00:00,11.41,45.75,5.35,13.11,18.46,7.16,0.5,92.5,0.15,111.87,19.46,970.9,33.78,0.0
2021-09-25 21:00:00,2021-09-25 22:00:00,15.52,62.15,5.23,12.78,18.0,7.0,0.5,92.49,0.15,112.93,19.3,971.55,33.34,0.0
2021-09-25 22:00:00,2021-09-25 23:00:00,24.31,61.95,5.35,12.61,17.96,6.65,0.5,92.46,0.15,113.1,19.54,971.8,32.52,0.0
2021-09-25 23:00:00,2021-09-26 00:00:00,21.29,58.65,5.36,12.88,18.24,6.96,0.5,92.48,0.15,112.75,18.96,970.23,34.96,0.0
2021-09-26 00:00:00,2021-09-26 01:00:00,14.62,54.25,5.27,13.1,18.37,5.81,0.8,92.47,0.15,99.04,19.17,971.28,33.79,0.0
2021-09-26 01:00:00,2021-09-26 02:00:00,17.43,59.63,5.36,12.77,18.12,5.79,0.38,92.47,0.15,97.21,19.3,972.02,33.84,0.0
2021-09-26 02:00:00,2021-09-26 03:00:00,25.51,64.04,5.2,12.65,17.86,7.0,0.33,92.45,0.15,96.99,19.32,971.43,32.46,0.0
2021-09-26 03:00:00,2021-09-26 04:00:00,22.59,59.83,5.23,12.69,17.92,7.17,0.05,92.46,0.15,60.88,19.3,970.27,33.99,0.0
2021-09-26 04:00:00,2021-09-26 05:00:00,15.61,41.76,5.19,13.34,18.53,6.63,1.02,92.49,0.17,49.67,18.55,971.35,35.54,0.0
2021-09-26 05:00:00,2021-09-26 06:00:00,13.83,30.87,5.38,13.02,18.39,6.32,1.7,92.47,0.16,52.54,19.6,972.58,34.34,0.0
2021-09-26 06:00:00,2021-09-26 07:00:00,18.17,24.12,5.2,12.76,17.96,6.71,1.07,92.45,0.15,49.47,50.8,974.98,32.62,0.0
2021-09-26 07:00:00,2021-09-26 08:00:00,16.36,39.18,5.37,12.55,17.92,6.83,0.35,92.32,0.14,265.8,129.59,980.07,34.53,0.0
2021-09-26 08:00:00,2021-09-26 09:00:00,11.18,61.93,5.38,13.03,18.41,6.04,1.12,86.31,0.13,256.68,206.1,987.6,36.09,0.0
2021-09-26 09:00:00,2021-09-26 10:00:00,8.59,69.73,5.32,12.94,18.25,5.4,1.15,79.58,0.08,147.14,253.07,988.63,35.16,0.0
2021-09-26 10:00:00,2021-09-26 11:00:00,7.29,85.94,5.29,12.65,17.94,6.43,0.85,74.28,0.07,123.4,408.75,,34.41,0.0
2021-09-26 11:00:00,2021-09-26 12:00:00,6.65,98.19,5.28,12.46,17.74,6.06,0.17,66.74,0.06,207.79,495.63,,35.24,0.0
2021-09-26 12:00:00,2021-09-26 13:00:00,6.32,95.55,5.23,13.08,18.31,6.29,1.2,62.1,0.06,203.5,466.61,997.6,35.87,0.0
2021-09-26 13:00:00,2021-09-26 14:00:00,16.02,83.59,6.02,14.28,20.3,7.37,0.88,60.58,0.08,166.21,431.78,997.7,34.55,0.0
2021-09-26 14:00:00,2021-09-26 15:00:00,19.08,89.38,6.19,14.2,20.39,7.54,0.0,60.4,0.07,48.02,302.26,992.17,34.51,0.0
2021-09-26 15:00:00,2021-09-26 16:00:00,19.04,91.29,6.33,13.96,20.29,7.53,0.0,59.51,0.11,101.7,281.67,995.12,33.55,0.0
2021-09-26 16:00:00,2021-09-26 17:00:00,19.02,55.69,6.07,14.0,20.07,8.32,0.28,61.74,0.06,151.35,92.62,980.77,31.11,0.0
2021-09-26 17:00:00,2021-09-26 18:00:00,19.01,32.35,6.16,13.43,19.59,8.15,0.98,65.0,0.06,78.29,36.77,975.77,29.39,0.0
2021-09-26 18:00:00,2021-09-26 19:00:00,19.0,21.18,6.19,13.55,19.74,8.28,0.98,73.46,0.06,99.45,23.42,973.02,32.58,0.0
2021-09-26 19:00:00,2021-09-26 20:00:00,19.0,64.37,6.26,14.03,20.28,8.61,0.93,89.16,0.14,270.59,20.87,971.88,32.74,0.0
2021-09-26 20:00:00,2021-09-26 21:00:00,19.0,56.33,6.12,14.16,20.28,7.51,0.65,83.69,0.1,208.58,19.09,974.2,30.66,0.0
2021-09-26 21:00:00,2021-09-26 22:00:00,19.0,34.52,9.5,13.54,19.75,6.96,1.1,76.71,0.04,133.5,20.28,976.05,28.15,0.0
2021-09-26 22:00:00,2021-09-26 23:00:00,19.0,49.89,6.36,13.98,19.34,8.49,1.25,79.57,0.04,130.13,22.14,972.55,30.11,0.0
2021-09-26 23:00:00,2021-09-27 00:00:00,19.0,42.97,6.32,13.49,19.8,7.96,0.37,86.0,0.09,179.52,20.09,970.33,34.2,0.0
2021-09-27 00:00:00,2021-09-27 01:00:00,19.0,39.8,6.03,14.05,20.08,8.43,0.5,82.02,0.07,112.47,19.23,973.6,31.34,0.0
2021-09-27 01:00:00,2021-09-27 02:00:00,19.0,26.36,6.66,14.73,20.08,8.28,1.38,81.73,0.03,110.91,20.8,975.05,27.82,0.0
2021-09-27 02:00:00,2021-09-27 03:00:00,19.0,20.74,7.28,14.25,19.45,8.63,1.77,81.49,0.02,95.16,21.8,974.58,27.84,0.0
2021-09-27 03:00:00,2021-09-27 04:00:00,,,6.19,13.4,19.59,7.87,1.02,81.92,0.07,183.66,19.93,973.98,33.28,0.0
2021-09-27 04:00:00,2021-09-27 05:00:00,,,6.32,13.75,20.07,8.51,0.68,77.86,0.08,33.87,19.05,972.9,33.73,0.0
2021-09-27 05:00:00,2021-09-27 06:00:00,,,9.46,15.76,21.45,8.62,0.93,78.18,0.03,268.61,21.45,975.22,28.08,0.0
2021-09-27 06:00:00,2021-09-27 07:00:00,,,4.34,17.34,16.67,9.61,1.75,77.52,0.01,20.18,42.98,978.17,26.59,0.0
2021-09-27 07:00:00,2021-09-27 08:00:00,,,6.17,11.57,17.68,9.12,1.48,76.49,0.04,97.94,128.97,983.12,32.12,0.0
2021-09-27 08:00:00,2021-09-27 09:00:00,,,6.29,11.52,17.81,8.15,0.58,69.31,0.07,14.38,353.99,995.7,35.44,0.0
2021-09-27 09:00:00,2021-09-27 10:00:00,17.46,36.78,5.38,10.47,15.84,8.09,0.57,66.36,0.05,57.31,398.93,,32.91,0.0
2021-09-27 10:00:00,2021-09-27 11:00:00,14.67,47.58,5.98,10.61,16.59,7.64,0.33,63.68,0.07,31.52,430.52,998.7,36.01,0.0
2021-09-27 11:00:00,2021-09-27 12:00:00,13.37,53.88,6.13,11.5,17.63,7.34,0.9,61.2,0.06,37.94,497.09,,35.61,0.0
2021-09-27 12:00:00,2021-09-27 13:00:00,15.3,82.18,6.12,11.65,17.77,7.61,0.1,59.38,0.07,65.82,546.08,,34.52,0.0
2021-09-27 13:00:00,2021-09-27 14:00:00,22.04,80.84,6.46,11.39,17.85,7.72,0.2,58.32,0.07,107.86,369.88,998.5,34.41,0.0
2021-09-27 14:00:00,2021-09-27 15:00:00,18.61,62.11,6.81,13.12,19.93,7.94,0.1,59.51,0.07,48.25,324.96,997.3,34.3,0.0
2021-09-27 15:00:00,2021-09-27 16:00:00,16.77,57.16,7.32,13.49,20.81,9.68,0.35,62.75,,0.08,182.54,984.25,34.56,0.0
2021-09-27 16:00:00,2021-09-27 17:00:00,21.6,43.58,7.17,13.55,20.72,8.53,0.3,66.36,0.08,32.14,93.26,977.1,33.55,0.0
2021-09-27 17:00:00,2021-09-27 18:00:00,24.04,43.62,6.77,11.64,18.41,8.64,0.25,66.78,0.08,82.73,36.19,973.08,34.83,0.0
2021-09-27 18:00:00,2021-09-27 19:00:00,32.25,54.41,5.37,9.21,14.58,9.55,1.9,70.49,0.1,70.18,18.08,969.0,37.85,0.0
2021-09-27 19:00:00,2021-09-27 20:00:00,36.52,72.98,5.48,9.11,14.59,10.02,3.75,74.02,0.1,57.08,17.68,969.23,37.59,0.0
2021-09-27 20:00:00,2021-09-27 21:00:00,43.59,68.64,5.19,9.47,14.66,9.69,3.3,75.04,0.08,69.5,18.59,971.0,32.81,0.0
2021-09-27 21:00:00,2021-09-27 22:00:00,40.34,65.25,5.18,9.66,14.83,10.5,1.12,75.76,0.07,79.66,19.23,971.03,33.28,0.0
2021-09-27 22:00:00,2021-09-27 23:00:00,28.79,62.93,5.41,9.34,14.75,9.49,1.45,78.3,0.08,49.53,18.31,970.1,37.05,0.0
2021-09-27 23:00:00,2021-09-28 00:00:00,21.15,66.61,5.53,9.18,14.72,10.23,3.07,79.02,0.09,34.49,17.63,970.07,37.8,0.0
2021-09-28 00:00:00,2021-09-28 01:00:00,16.35,72.21,5.13,9.43,14.57,8.16,0.53,81.51,0.08,32.38,18.39,971.3,33.37,0.0
2021-09-28 01:00:00,2021-09-28 02:00:00,14.27,67.77,5.15,9.61,14.76,8.12,0.0,83.56,0.08,20.75,19.22,971.65,32.5,0.0
2021-09-28 02:00:00,2021-09-28 03:00:00,13.24,62.6,5.38,9.4,14.78,10.98,0.0,82.9,0.09,73.84,18.66,971.0,35.91,0.0
2021-09-28 03:00:00,2021-09-28 04:00:00,12.72,56.51,5.48,9.22,14.7,11.23,0.0,83.21,0.1,65.38,17.78,969.48,37.0,0.0
2021-09-28 04:00:00,2021-09-28 05:00:00,12.46,43.25,5.27,9.43,14.7,9.21,0.12,83.35,0.1,80.38,18.19,971.05,34.36,0.0
2021-09-28 05:00:00,2021-09-28 06:00:00,12.33,35.12,5.23,9.56,14.79,9.18,0.0,85.83,0.09,80.01,19.54,971.12,32.22,0.0
2021-09-28 06:00:00,2021-09-28 07:00:00,12.27,35.51,5.36,9.38,14.73,10.26,0.0,86.02,0.08,74.34,50.39,972.03,33.73,0.0
2021-09-28 07:00:00,2021-09-28 08:00:00,12.23,54.53,5.21,9.37,14.58,9.85,0.0,81.66,0.08,50.45,167.45,983.1,33.34,0.0
2021-09-28 08:00:00,2021-09-28 09:00:00,12.21,75.07,5.33,9.5,14.83,9.99,0.0,78.48,0.09,86.74,232.57,988.9,34.44,0.0
2021-09-28 09:00:00,2021-09-28 10:00:00,17.62,82.46,5.73,10.65,16.39,10.12,0.0,73.73,0.1,86.23,374.56,998.65,34.7,0.0
2021-09-28 10:00:00,2021-09-28 11:00:00,22.2,83.75,6.13,11.62,17.74,10.0,0.0,71.86,0.09,92.4,357.88,992.15,33.66,0.0
2021-09-28 11:00:00,2021-09-28 12:00:00,22.2,80.81,6.35,11.35,17.7,10.45,0.0,70.32,0.09,83.59,301.69,992.03,36.31,0.0
2021-09-28 12:00:00,2021-09-28 13:00:00,22.2,75.94,6.32,11.4,17.72,9.85,1.35,68.62,0.11,82.3,394.06,997.2,35.29,0.0
2021-09-28 13:00:00,2021-09-28 14:00:00,22.2,85.4,6.16,11.49,17.65,9.24,0.58,65.92,0.07,87.62,479.96,,33.77,0.0
2021-09-28 14:00:00,2021-09-28 15:00:00,21.96,85.47,6.56,11.39,17.95,9.37,0.15,64.64,0.09,76.54,366.18,993.55,36.61,0.0
2021-09-28 15:00:00,2021-09-28 16:00:00,18.81,52.45,6.3,12.64,18.95,8.48,1.1,62.2,0.1,88.92,222.12,987.9,34.72,0.0
2021-09-28 16:00:00,2021-09-28 17:00:00,19.31,40.16,5.22,9.68,14.68,8.7,0.17,66.16,0.11,93.91,67.79,974.85,33.63,0.0
2021-09-28 17:00:00,2021-09-28 18:00:00,19.12,34.38,6.28,11.44,15.71,8.58,0.12,69.33,0.1,86.33,32.33,970.83,33.32,0.0
2021-09-28 18:00:00,2021-09-28 19:00:00,21.49,57.7,6.26,11.36,15.63,8.44,0.53,72.06,0.12,89.58,18.48,969.92,32.77,0.0
2021-09-28 19:00:00,2021-09-28 20:00:00,47.76,62.5,6.3,11.54,15.84,8.53,0.57,75.21,0.13,93.61,18.18,970.02,32.96,0.0
2021-09-28 20:00:00,2021-09-28 21:00:00,42.57,83.6,6.33,11.42,15.75,9.54,0.6,77.72,0.12,80.72,18.28,970.0,32.93,0.0
2021-09-28 21:00:00,2021-09-28 22:00:00,35.11,99.57,6.13,11.62,15.75,9.9,0.12,79.34,0.11,69.64,18.79,970.2,32.8,0.0
2021-09-28 22:00:00,2021-09-28 23:00:00,36.84,106.39,6.21,11.61,15.82,7.82,0.0,79.92,0.11,72.24,19.03,970.55,33.31,0.0
2021-09-28 23:00:00,2021-09-29 00:00:00,53.56,109.89,6.27,11.49,15.76,7.74,0.1,79.82,0.09,88.44,19.23,971.63,32.6,0.0
2021-09-29 00:00:00,2021-09-29 01:00:00,49.91,100.22,6.31,11.42,15.74,8.83,1.08,81.38,0.1,92.19,18.69,970.62,33.27,0.0
2021-09-29 01:00:00,2021-09-29 02:00:00,35.9,73.38,6.25,11.51,15.76,8.91,0.7,84.64,0.12,82.44,18.78,969.3,32.7,0.0
2021-09-29 02:00:00,2021-09-29 03:00:00,27.66,64.51,6.09,11.52,15.62,9.18,0.47,87.16,0.1,81.32,18.93,970.8,33.44,0.0
2021-09-29 03:00:00,2021-09-29 04:00:00,30.93,68.11,6.1,11.62,15.73,9.05,0.95,87.54,0.1,68.34,19.07,969.9,32.4,0.0
2021-09-29 04:00:00,2021-09-29 05:00:00,24.37,47.95,6.27,11.55,15.82,8.43,1.0,86.04,0.09,125.3,18.74,969.25,33.36,0.0
2021-09-29 05:00:00,2021-09-29 06:00:00,21.08,34.32,6.11,11.59,15.7,8.04,1.15,89.98,0.11,167.11,20.68,971.85,32.81,0.0
2021-09-29 06:00:00,2021-09-29 07:00:00,19.44,27.51,6.35,11.46,15.8,8.12,0.57,92.48,0.08,93.36,47.52,975.3,33.24,0.0
2021-09-29 07:00:00,2021-09-29 08:00:00,18.62,31.75,6.58,11.12,15.7,8.28,1.0,92.47,0.13,242.91,118.89,982.92,33.53,0.0
2021-09-29 08:00:00,2021-09-29 09:00:00,18.21,42.25,6.38,11.37,15.75,8.41,1.18,92.47,0.12,325.69,184.68,987.62,33.64,0.0
2021-09-29 09:00:00,2021-09-29 10:00:00,18.0,41.9,5.24,9.93,14.94,8.11,1.0,84.17,0.11,237.95,491.08,,34.25,0.0
2021-09-29 10:00:00,2021-09-29 11:00:00,17.91,56.61,5.25,9.56,14.83,8.87,0.65,79.34,0.12,240.58,287.26,997.6,34.15,0.0
2021-09-29 11:00:00,2021-09-29 12:00:00,17.85,66.64,5.12,9.59,14.71,8.52,0.65,72.44,0.09,208.95,595.51,,34.81,0.0
2021-09-29 12:00:00,2021-09-29 13:00:00,17.83,78.97,5.03,9.66,14.69,8.4,0.58,69.69,0.07,255.83,392.89,999.1,34.17,0.0
2021-09-29 13:00:00,2021-09-29 14:00:00,17.81,69.64,5.65,10.71,16.36,9.11,0.72,74.09,0.11,224.71,480.61,,34.25,0.0
2021-09-29 14:00:00,2021-09-29 15:00:00,19.38,52.2,6.25,11.45,17.7,9.09,0.27,70.21,0.11,232.57,461.97,,33.8,0.0
2021-09-29 15:00:00,2021-09-29 16:00:00,18.6,49.2,6.18,11.52,17.7,8.82,0.45,73.46,0.1,251.87,234.15,983.17,34.37,0.0
2021-09-29 16:00:00,2021-09-29 17:00:00,17.41,35.12,6.74,12.38,19.12,7.23,0.72,84.36,0.11,285.41,28.85,970.78,34.05,0.0
