From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2021-11-24 01:00:00,2021-11-24 02:00:00,,7.0,7.15,11.25,11.8,42.3,1.65,,1.23,,,,,,,,,,,,0.0,
2021-11-24 02:00:00,2021-11-24 03:00:00,,,2.97,9.78,7.65,41.65,0.98,,2.1,,,,,,,,,,,,0.0,
2021-11-24 03:00:00,2021-11-24 04:00:00,,,6.0,9.27,9.85,36.62,1.15,,0.6,,,,,,,,,,,,0.0,
2021-11-24 04:00:00,2021-11-24 05:00:00,,,10.77,9.05,13.55,34.28,1.23,,0.23,,,,,,,,,,,,0.0,
2021-11-24 05:00:00,2021-11-24 06:00:00,,,12.33,6.82,13.62,35.08,2.48,0.04,0.53,,,,,,,,,,,,0.0,
2021-11-24 06:00:00,2021-11-24 07:00:00,,,9.62,7.55,11.85,34.98,2.93,0.12,0.75,,,,,,,,,,,,0.0,
2021-11-24 07:00:00,2021-11-24 08:00:00,,,3.67,8.08,7.3,30.47,2.73,0.18,3.7,,,,,,,,,,,,0.0,
2021-11-24 08:00:00,2021-11-24 09:00:00,,,1.63,4.77,3.83,29.13,2.87,0.14,5.15,,,,,,,,,,,,0.0,
2021-11-24 09:00:00,2021-11-24 10:00:00,,,1.65,5.3,4.15,29.0,1.65,0.16,8.05,,,,,,,,,,,,0.0,
2021-11-24 10:00:00,2021-11-24 11:00:00,,8.0,1.7,5.88,4.53,34.08,0.95,0.16,10.9,,,,,,,,,,,,0.0,
2021-11-24 11:00:00,2021-11-24 12:00:00,,3.25,1.67,6.12,4.62,34.88,1.0,0.16,12.67,,,,,,,,,,,,0.0,
2021-11-24 12:00:00,2021-11-24 13:00:00,,4.5,1.35,5.82,4.22,33.4,0.93,0.12,18.27,,,,,,,,,,,,0.0,
2021-11-24 13:00:00,2021-11-24 14:00:00,,11.33,1.45,5.42,4.05,31.98,1.7,0.09,14.38,,,,,,,,,,,,0.0,
2021-11-24 14:00:00,2021-11-24 15:00:00,,79.0,1.43,4.05,3.3,30.6,2.88,0.05,12.83,,,,,,,,,,,,0.0,
2021-11-24 15:00:00,2021-11-24 16:00:00,117.75,316.25,1.32,2.9,2.6,28.88,2.97,0.09,12.02,,,,,,,,,,,,0.0,
2021-11-24 16:00:00,2021-11-24 17:00:00,121.25,321.0,2.25,4.07,3.97,32.95,2.62,0.34,7.15,,,,,,,,,,,,0.0,
2021-11-24 17:00:00,2021-11-24 18:00:00,134.25,364.5,23.5,8.72,23.77,38.75,3.4,1.74,1.1,,,,,,,,,,,,0.0,
2021-11-24 18:00:00,2021-11-24 19:00:00,180.5,540.0,29.48,9.93,29.25,36.35,3.27,2.03,1.05,,,,,,,,,,,,0.0,
2021-11-24 19:00:00,2021-11-24 20:00:00,195.75,602.5,47.83,9.65,44.03,38.83,4.15,2.37,1.3,,,,,,,,,,,,0.0,
2021-11-24 20:00:00,2021-11-24 21:00:00,236.5,838.5,64.83,8.73,57.33,31.6,5.0,2.83,1.6,,,,,,,,,,,,0.0,
2021-11-24 21:00:00,2021-11-24 22:00:00,227.75,740.75,34.6,5.58,31.1,33.95,4.03,1.83,2.22,,,,,,,,,,,,0.0,
2021-11-24 22:00:00,2021-11-24 23:00:00,110.75,307.25,11.2,4.7,11.6,30.17,3.73,0.67,0.78,,,,,,,,,,,,0.0,
2021-11-24 23:00:00,2021-11-25 00:00:00,22.75,81.0,7.25,3.55,7.8,28.05,3.12,0.59,0.95,,,,,,,,,,,,0.0,
2021-11-25 00:00:00,2021-11-25 01:00:00,9.0,42.25,5.67,3.18,6.3,27.33,2.98,0.37,0.52,,,,,,,,,,,,0.0,
2021-11-25 01:00:00,2021-11-25 02:00:00,,,2.18,2.35,2.97,26.67,2.52,0.1,0.47,,,,,,,,,,,,0.0,
2021-11-25 02:00:00,2021-11-25 03:00:00,,,1.7,5.55,4.35,27.83,0.67,0.07,0.43,,,,,,,,,,,,0.0,
2021-11-25 03:00:00,2021-11-25 04:00:00,,,1.52,6.38,4.62,27.5,0.8,0.02,0.83,,,,,,,,,,,,0.0,
2021-11-25 04:00:00,2021-11-25 05:00:00,,,1.98,5.4,4.45,27.25,0.72,,1.27,,,,,,,,,,,,0.0,
2021-11-25 05:00:00,2021-11-25 06:00:00,,,2.42,4.42,4.35,25.15,1.32,,2.05,,,,,,,,,,,,0.0,
2021-11-25 06:00:00,2021-11-25 07:00:00,,,2.83,2.4,3.58,23.72,2.45,,5.13,,,,,,,,,,,,0.0,
2021-11-25 07:00:00,2021-11-25 08:00:00,48.25,135.25,2.7,1.45,2.92,25.17,2.67,,3.4,,,,,,,,,,,,0.0,
2021-11-25 08:00:00,2021-11-25 09:00:00,58.75,180.25,2.13,1.03,2.23,25.0,2.93,0.01,9.9,,,,,,,,,,,,0.0,
2021-11-25 09:00:00,2021-11-25 10:00:00,66.25,218.5,1.5,1.25,1.9,25.65,2.55,0.69,8.7,,,,,,,,,,,,0.0,
2021-11-25 10:00:00,2021-11-25 11:00:00,70.25,245.25,1.93,4.38,3.9,29.93,1.53,0.79,12.55,,,,,,,,,,,,0.0,
2021-11-25 11:00:00,2021-11-25 12:00:00,82.0,260.5,1.0,4.58,3.25,33.83,1.23,0.64,23.15,,,,,,,,,,,,0.0,
2021-11-25 12:00:00,2021-11-25 13:00:00,75.75,250.0,0.8,3.83,2.67,32.15,1.12,0.53,34.3,,,,,,,,,,,,0.0,
2021-11-25 13:00:00,2021-11-25 14:00:00,54.0,206.0,0.88,4.17,2.93,30.72,1.27,0.6,43.92,,,,,,,,,,,,0.0,
2021-11-25 14:00:00,2021-11-25 15:00:00,17.75,789.0,0.95,3.55,2.68,28.27,2.78,0.62,50.1,,,,,,,,,,,,0.0,
2021-11-25 15:00:00,2021-11-25 16:00:00,79.0,277.0,1.2,5.22,3.75,26.77,3.57,0.82,39.93,,,,,,76.0,,,19.0,,,0.0,24.9
2021-11-25 16:00:00,2021-11-25 17:00:00,75.0,343.0,4.23,14.35,8.07,27.5,2.67,2.29,3.13,,,,,,82.67,,,12.33,,,0.0,24.9
2021-11-25 17:00:00,2021-11-25 18:00:00,120.5,278.75,43.8,15.6,43.9,40.7,2.2,3.39,,,,,,,93.5,0.12,297.0,7.75,,,0.0,24.88
2021-11-25 18:00:00,2021-11-25 19:00:00,171.0,374.0,,,,38.33,0.3,2.0,2.95,,,,,,96.25,0.17,321.0,5.75,,,0.0,24.82
2021-11-25 19:00:00,2021-11-25 20:00:00,,,,,,42.02,,2.42,2.62,,,,,,97.33,0.1,323.5,5.0,,,0.0,24.8
2021-11-25 20:00:00,2021-11-25 21:00:00,239.5,380.75,13.85,16.35,19.9,43.42,,2.17,2.73,,,,,,,0.1,317.67,5.0,,,0.0,24.8
2021-11-25 21:00:00,2021-11-25 22:00:00,243.25,400.0,14.35,15.4,19.88,39.35,,1.88,2.05,,,,,,,0.1,307.75,5.0,,,0.0,24.8
2021-11-25 22:00:00,2021-11-25 23:00:00,229.0,387.75,5.42,12.75,11.2,41.05,,1.19,2.75,,,,,,,0.12,313.25,5.5,,,0.0,24.8
2021-11-25 23:00:00,2021-11-26 00:00:00,195.0,213.0,7.12,9.85,11.0,38.3,,1.03,2.45,,,,,,,0.12,295.0,5.25,,,0.0,24.8
2021-11-26 00:00:00,2021-11-26 01:00:00,187.0,221.0,3.1,9.22,7.43,37.48,,0.87,2.95,,,,,,,0.17,260.75,5.25,,,0.0,24.8
2021-11-26 01:00:00,2021-11-26 02:00:00,110.0,,1.62,9.23,6.25,33.75,,0.72,2.72,,,,,,,0.25,273.5,5.75,,,0.0,24.8
2021-11-26 02:00:00,2021-11-26 03:00:00,99.25,,1.65,10.65,7.0,32.67,,0.7,2.27,,,,,,,0.22,260.75,5.5,,,0.0,24.8
2021-11-26 03:00:00,2021-11-26 04:00:00,89.75,,2.38,13.05,8.88,34.35,,0.67,1.85,,,,,,,0.28,262.75,5.75,,,0.0,24.88
2021-11-26 04:00:00,2021-11-26 05:00:00,75.25,,1.62,13.02,8.22,30.72,,0.38,3.15,,,,,,,0.3,259.25,5.0,,,0.0,24.85
2021-11-26 05:00:00,2021-11-26 06:00:00,42.0,,1.1,12.73,7.67,27.75,,0.29,5.15,,,,,,,0.22,262.25,6.0,,,0.0,24.87
2021-11-26 06:00:00,2021-11-26 07:00:00,11.5,138.0,1.98,12.23,8.12,23.7,,0.23,7.75,,,,,,,0.2,260.5,12.75,,,0.0,24.85
2021-11-26 07:00:00,2021-11-26 08:00:00,52.33,,2.3,10.77,7.6,24.77,,0.27,9.05,,,,,,,0.2,261.67,25.67,,,0.0,24.8
2021-11-26 08:00:00,2021-11-26 09:00:00,65.75,,3.03,9.6,7.57,27.13,,0.42,10.3,,,,,,,0.28,208.25,44.0,,,0.0,24.8
2021-11-26 09:00:00,2021-11-26 10:00:00,86.0,289.0,2.4,10.6,7.6,24.6,,0.74,10.8,,,,,,98.0,0.3,283.25,58.5,,,0.0,24.8
2021-11-26 10:00:00,2021-11-26 11:00:00,106.0,306.0,3.1,45.1,26.5,30.3,10.3,1.02,15.57,,,,,,90.5,0.33,235.0,141.0,,,0.0,24.85
2021-11-26 11:00:00,2021-11-26 12:00:00,,,4.73,50.23,30.57,32.8,4.8,0.81,32.2,,,,,,79.25,0.45,259.25,301.75,,,0.0,24.85
2021-11-26 12:00:00,2021-11-26 13:00:00,,,,,,,,0.34,47.02,,,,,,72.0,0.38,229.0,249.5,,,0.0,24.98
2021-11-26 13:00:00,2021-11-26 14:00:00,145.0,,,,,,,2.45,47.25,,,,,,64.75,0.35,239.5,204.0,,,0.0,25.0
2021-11-26 14:00:00,2021-11-26 15:00:00,99.5,439.0,2.38,39.97,23.23,32.3,7.05,0.96,60.42,,,,,,65.75,0.25,267.25,130.25,,,0.0,24.92
2021-11-26 15:00:00,2021-11-26 16:00:00,110.25,325.0,6.12,67.82,41.07,38.92,6.82,1.53,25.3,,,,,,71.5,0.12,288.5,52.0,,,0.0,25.0
2021-11-26 16:00:00,2021-11-26 17:00:00,113.25,445.5,26.65,74.92,61.52,37.58,6.88,2.52,8.15,,,,,,83.25,0.1,300.5,15.25,,,0.0,24.98
2021-11-26 17:00:00,2021-11-26 18:00:00,143.5,510.5,85.1,70.35,106.62,42.7,8.03,3.85,2.67,,,,,,91.75,0.1,336.0,10.25,,,0.0,24.92
2021-11-26 18:00:00,2021-11-26 19:00:00,232.5,658.5,85.12,64.72,103.65,43.1,7.47,3.5,2.6,,,,,,95.0,0.1,324.75,9.75,,,0.0,24.9
2021-11-26 19:00:00,2021-11-26 20:00:00,249.0,628.75,43.82,60.25,67.65,46.82,6.6,2.11,2.7,,,,,,97.0,0.12,249.25,8.5,,,0.0,24.9
2021-11-26 20:00:00,2021-11-26 21:00:00,262.25,579.25,43.8,53.08,63.85,46.62,6.35,2.16,2.45,,,,,,97.0,0.2,316.75,8.0,,,0.0,24.88
2021-11-26 21:00:00,2021-11-26 22:00:00,272.75,646.25,45.98,56.07,67.2,44.27,6.6,1.6,2.98,,,,,,97.75,0.12,317.5,6.75,,,0.0,24.82
2021-11-26 22:00:00,2021-11-26 23:00:00,290.5,720.0,62.35,50.85,77.75,45.27,6.62,1.42,2.38,,,,,,99.0,0.1,214.0,6.0,,,0.0,24.8
2021-11-26 23:00:00,2021-11-27 00:00:00,266.0,748.0,72.38,47.17,83.92,40.48,6.85,1.15,2.48,,,,,,,0.1,318.5,6.5,,,0.0,24.8
2021-11-27 00:00:00,2021-11-27 01:00:00,257.0,779.5,48.58,46.75,64.35,44.12,6.2,0.99,2.12,,,,,,,0.1,309.5,6.0,,,0.0,24.8
2021-11-27 01:00:00,2021-11-27 02:00:00,254.0,560.0,25.2,48.02,46.05,43.5,5.67,0.93,2.55,,,,,,,0.12,300.75,6.0,,,0.0,24.8
2021-11-27 02:00:00,2021-11-27 03:00:00,240.5,506.5,16.2,43.95,36.58,42.27,5.75,0.86,2.22,,,,,,,0.1,306.75,6.0,,,0.0,24.8
2021-11-27 03:00:00,2021-11-27 04:00:00,228.75,443.25,13.98,45.58,35.6,40.12,5.55,0.71,2.52,,,,,,,0.12,293.75,6.0,,,0.0,24.8
2021-11-27 04:00:00,2021-11-27 05:00:00,207.75,406.5,12.17,43.73,33.12,39.52,5.38,0.75,2.35,,,,,,,0.17,292.5,5.75,,,0.0,24.8
2021-11-27 05:00:00,2021-11-27 06:00:00,207.0,400.0,48.83,42.2,62.1,36.38,6.05,0.83,1.9,,,,,,,0.12,311.67,6.5,,,0.0,24.8
2021-11-27 06:00:00,2021-11-27 07:00:00,219.0,441.0,60.1,47.3,74.03,40.25,6.43,1.13,2.78,,,,,,,0.15,288.5,22.25,,,0.0,24.8
2021-11-27 07:00:00,2021-11-27 08:00:00,245.0,569.5,15.68,47.25,37.88,36.83,5.95,1.14,4.38,,,,,,,0.22,266.75,67.25,,,0.0,24.8
2021-11-27 08:00:00,2021-11-27 09:00:00,240.75,428.25,9.08,55.7,36.98,39.15,5.65,1.25,9.5,,,,,,91.5,0.22,200.0,147.75,,,0.0,24.8
2021-11-27 09:00:00,2021-11-27 10:00:00,289.25,561.75,2.83,57.2,32.73,38.47,5.97,0.8,26.02,,,,,,75.0,0.3,197.5,228.0,,,0.0,24.83
2021-11-27 10:00:00,2021-11-27 11:00:00,213.25,529.75,3.93,51.0,30.3,36.08,7.05,0.61,35.88,,,,,,67.0,0.32,155.0,293.5,,,0.0,24.9
2021-11-27 11:00:00,2021-11-27 12:00:00,131.25,429.0,1.9,42.53,24.18,35.3,7.35,0.23,49.35,,,,,,59.5,0.4,135.75,279.25,,,0.0,24.9
2021-11-27 12:00:00,2021-11-27 13:00:00,65.33,297.67,1.87,41.43,23.6,31.1,8.03,0.18,50.3,,,,,,56.67,0.33,126.33,212.0,,,0.0,24.9
2021-11-27 13:00:00,2021-11-27 14:00:00,44.25,265.0,2.23,43.45,24.9,29.73,8.88,0.17,61.1,,,,,,53.5,0.38,271.25,190.25,,,0.0,24.92
2021-11-27 14:00:00,2021-11-27 15:00:00,45.75,215.0,1.55,46.07,25.75,27.58,9.05,0.18,63.52,,,,,,53.5,0.33,231.75,131.75,,,0.0,24.95
2021-11-27 15:00:00,2021-11-27 16:00:00,50.25,226.75,2.67,58.3,33.2,26.72,8.53,0.46,48.35,,,,,,62.5,0.25,290.25,51.25,,,0.0,24.95
2021-11-27 16:00:00,2021-11-27 17:00:00,61.5,306.0,14.15,82.08,55.17,24.48,7.28,1.64,11.1,,,,,,75.0,0.1,300.5,14.0,,,0.0,24.95
2021-11-27 17:00:00,2021-11-27 18:00:00,97.0,476.5,140.6,89.33,161.82,23.93,9.08,4.93,3.2,,,,,,84.0,0.12,310.75,10.25,,,0.0,24.95
2021-11-27 18:00:00,2021-11-27 19:00:00,218.75,747.25,117.3,77.75,136.72,33.65,9.05,4.17,2.82,,,,,,88.5,0.12,317.0,10.0,,,0.0,24.9
2021-11-27 19:00:00,2021-11-27 20:00:00,304.25,937.0,87.48,71.92,109.4,38.17,8.25,3.34,3.12,,,,,,91.0,0.2,319.0,9.5,,,0.0,24.9
2021-11-27 20:00:00,2021-11-27 21:00:00,393.0,916.0,90.22,63.88,107.35,48.2,7.95,2.89,3.17,,,,,,93.75,0.12,309.75,8.25,,,0.0,24.9
2021-11-27 21:00:00,2021-11-27 22:00:00,475.25,,100.35,60.4,113.7,42.77,7.65,2.19,2.38,,,,,,96.0,0.1,297.67,7.5,,,0.0,24.9
2021-11-27 22:00:00,2021-11-27 23:00:00,289.5,859.0,51.85,55.38,71.6,43.82,6.78,1.39,2.67,,,,,,97.0,0.1,312.25,6.75,,,0.0,24.8
2021-11-27 23:00:00,2021-11-28 00:00:00,275.25,673.25,47.8,51.18,66.1,41.02,6.38,1.02,2.35,,,,,,97.75,0.1,192.0,6.0,,,0.0,24.8
2021-11-28 00:00:00,2021-11-28 01:00:00,270.0,436.5,71.88,48.23,84.08,42.55,6.8,0.91,2.1,,,,,,99.0,0.12,319.75,5.75,,,0.0,24.8
2021-11-28 01:00:00,2021-11-28 02:00:00,257.75,593.75,20.5,46.92,41.65,42.62,5.85,0.8,1.98,,,,,,99.0,0.12,302.5,6.0,,,0.0,24.8
2021-11-28 02:00:00,2021-11-28 03:00:00,236.75,284.0,8.72,45.83,31.5,38.9,5.57,0.72,2.55,,,,,,,0.1,298.25,6.0,,,0.0,24.8
2021-11-28 03:00:00,2021-11-28 04:00:00,,,16.32,44.58,36.98,37.9,5.77,0.64,2.35,,,,,,,0.12,308.25,6.0,,,0.0,24.8
2021-11-28 04:00:00,2021-11-28 05:00:00,,,36.4,43.05,52.5,35.83,5.93,0.63,2.27,,,,,,,0.15,316.25,5.25,,,0.0,24.8
2021-11-28 05:00:00,2021-11-28 06:00:00,,,23.02,43.08,41.65,35.98,6.0,0.63,2.05,,,,,,,0.25,293.0,5.5,,,0.0,24.8
2021-11-28 06:00:00,2021-11-28 07:00:00,,,14.28,45.15,35.62,35.3,5.85,0.79,2.92,,,,,,,0.15,273.75,22.5,,,0.0,24.8
2021-11-28 07:00:00,2021-11-28 08:00:00,211.25,213.5,10.68,47.68,34.08,36.08,5.85,0.8,4.93,,,,,,93.67,0.23,235.75,85.75,,,0.0,24.8
2021-11-28 08:00:00,2021-11-28 09:00:00,246.5,398.0,4.38,52.35,31.4,38.42,5.95,0.81,15.5,,,,,,82.25,0.3,235.75,171.75,,,0.0,24.8
2021-11-28 09:00:00,2021-11-28 10:00:00,287.5,473.5,1.82,48.08,27.1,37.17,6.68,0.54,37.55,,,,,,71.0,0.32,248.75,232.25,,,0.0,24.85
2021-11-28 10:00:00,2021-11-28 11:00:00,207.75,312.0,1.5,42.98,24.05,35.58,7.6,0.28,55.15,,,,,,63.0,0.38,247.75,294.0,,,0.0,24.9
2021-11-28 11:00:00,2021-11-28 12:00:00,144.5,253.25,2.32,40.92,23.68,33.55,7.25,0.17,66.82,,,,,,57.0,0.38,194.0,305.75,,,0.0,24.9
2021-11-28 12:00:00,2021-11-28 13:00:00,112.0,298.25,2.38,40.75,23.57,29.5,7.43,0.08,64.75,,,,,,52.0,0.35,190.25,269.75,,,0.0,24.9
2021-11-28 13:00:00,2021-11-28 14:00:00,69.75,176.0,1.5,38.65,21.8,27.55,7.9,,69.08,,,,,,50.0,0.3,233.25,204.25,,,0.0,24.9
2021-11-28 14:00:00,2021-11-28 15:00:00,59.0,131.0,1.3,37.98,21.25,25.65,7.57,,70.58,,,,,,50.75,0.33,276.5,141.25,,,0.0,24.9
2021-11-28 15:00:00,2021-11-28 16:00:00,56.75,193.25,1.95,50.3,28.35,24.8,7.08,0.12,50.05,,,,,,59.5,0.17,284.67,52.25,,,0.0,24.98
2021-11-28 16:00:00,2021-11-28 17:00:00,69.75,233.0,14.6,79.95,54.4,22.82,6.95,1.19,12.9,,,,,,73.25,0.1,298.5,14.25,,,0.0,24.95
2021-11-28 17:00:00,2021-11-28 18:00:00,127.75,505.0,108.12,82.38,131.72,26.52,8.4,3.12,3.67,,,,,,83.0,0.12,274.5,9.75,,,0.0,24.92
2021-11-28 18:00:00,2021-11-28 19:00:00,258.5,843.25,94.45,76.23,117.32,29.7,8.07,3.2,3.05,,,,,,87.25,0.15,320.25,9.75,,,0.0,24.95
2021-11-28 19:00:00,2021-11-28 20:00:00,226.25,554.75,52.45,68.1,78.83,32.4,7.28,2.15,3.28,,,,,,90.25,0.15,321.25,8.75,,,0.0,24.9
2021-11-28 20:00:00,2021-11-28 21:00:00,232.25,482.75,33.3,59.32,58.62,34.0,6.53,1.8,2.9,,,,,,92.0,0.1,323.25,7.5,,,0.0,24.88
2021-11-28 21:00:00,2021-11-28 22:00:00,234.25,451.25,36.55,61.15,62.25,32.75,6.67,1.43,2.97,,,,,,92.25,0.12,307.75,7.0,,,0.0,24.85
2021-11-28 22:00:00,2021-11-28 23:00:00,221.25,421.25,21.88,53.85,46.42,35.52,6.35,1.0,3.12,,,,,,93.75,0.12,301.0,5.75,,,0.0,24.8
2021-11-28 23:00:00,2021-11-29 00:00:00,214.0,355.0,24.83,55.72,49.83,34.72,6.35,0.94,3.0,,,,,,94.5,0.1,289.0,5.75,,,0.0,24.8
2021-11-29 00:00:00,2021-11-29 01:00:00,213.25,364.0,6.33,47.93,30.62,36.67,5.75,0.76,6.8,,,,,,96.5,0.15,271.33,6.0,,,0.0,24.8
2021-11-29 01:00:00,2021-11-29 02:00:00,213.25,317.5,8.07,46.2,31.15,35.22,5.9,0.83,5.22,,,,,,97.75,0.12,308.0,6.0,,,0.0,24.8
2021-11-29 02:00:00,2021-11-29 03:00:00,222.5,361.75,4.08,42.25,25.77,35.83,5.52,0.75,6.9,,,,,,99.0,0.17,281.25,5.25,,,0.0,24.8
2021-11-29 03:00:00,2021-11-29 04:00:00,200.75,315.75,3.2,41.23,24.55,35.48,5.53,0.66,6.8,,,,,,,0.12,285.5,5.25,,,0.0,24.8
2021-11-29 04:00:00,2021-11-29 05:00:00,182.5,314.0,3.6,40.62,24.52,34.62,5.28,0.66,6.53,,,,,,,0.15,280.75,5.25,,,0.0,24.8
2021-11-29 05:00:00,2021-11-29 06:00:00,175.5,353.5,4.9,41.75,26.15,34.33,5.12,0.71,7.15,,,,,,,0.22,271.5,6.0,,,0.0,24.8
2021-11-29 06:00:00,2021-11-29 07:00:00,177.75,296.5,5.5,43.62,27.68,36.02,5.4,0.84,6.4,,,,,,,0.3,266.25,21.0,,,0.0,24.8
2021-11-29 07:00:00,2021-11-29 08:00:00,190.75,415.25,6.25,44.18,28.6,33.55,5.67,0.77,7.7,,,,,,95.0,0.25,253.0,80.0,,,0.0,24.8
2021-11-29 08:00:00,2021-11-29 09:00:00,196.75,463.25,5.23,50.5,31.13,34.4,5.87,0.89,30.5,,,,,,84.5,0.38,289.0,163.25,,,0.0,24.8
2021-11-29 09:00:00,2021-11-29 10:00:00,251.75,580.25,2.8,41.1,24.2,31.6,5.9,0.7,42.52,,,,,,72.0,0.3,151.0,244.0,,,0.0,24.85
