From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-01-23 02:00:00,2020-01-23 03:00:00,133.0,185.0,25.98,23.57,33.67,26.73,34.1,0.32,21.62,,,,,,95.0,0.32,173.75,83.75,747.0,,9.32,0.0
2020-01-23 03:00:00,2020-01-23 04:00:00,100.75,144.25,13.82,20.15,21.93,30.25,34.77,0.47,24.17,,,,,,95.0,0.35,188.5,82.25,747.0,,9.15,0.0
2020-01-23 04:00:00,2020-01-23 05:00:00,79.5,116.5,7.33,19.43,16.25,32.2,34.9,0.48,42.27,,,,,,94.75,0.5,213.5,80.75,746.75,,9.88,0.0
2020-01-23 05:00:00,2020-01-23 06:00:00,60.5,95.5,3.45,19.4,13.12,35.5,33.93,0.62,85.4,,,,,,88.25,0.6,289.5,84.0,746.5,,11.62,0.0
2020-01-23 06:00:00,2020-01-23 07:00:00,56.0,77.25,1.9,17.1,10.68,38.35,32.03,0.46,72.97,,,,,,89.0,0.38,243.25,84.5,747.0,,10.82,0.0
2020-01-23 07:00:00,2020-01-23 08:00:00,68.25,95.5,1.93,19.62,12.0,39.65,32.8,0.47,62.55,,,,,,87.75,0.72,277.0,112.25,747.75,,11.3,0.0
2020-01-23 08:00:00,2020-01-23 09:00:00,78.25,113.5,2.17,22.77,13.9,39.05,32.07,0.48,92.7,,,,,,75.5,1.8,294.5,607.5,748.5,,14.28,0.0
2020-01-23 09:00:00,2020-01-23 10:00:00,76.5,117.0,1.88,20.6,12.45,34.73,30.8,0.32,112.6,,,,,,67.0,2.12,291.75,803.0,749.0,,16.2,0.0
2020-01-23 10:00:00,2020-01-23 11:00:00,64.25,109.25,1.7,18.05,10.95,31.22,35.7,0.22,129.85,,,,,,55.5,2.27,281.0,834.25,749.5,,18.0,0.0
2020-01-23 11:00:00,2020-01-23 12:00:00,48.75,91.0,1.23,16.2,9.62,31.62,23.93,0.16,131.65,,,,,,49.25,2.12,278.75,845.25,748.75,,19.23,0.0
2020-01-23 12:00:00,2020-01-23 13:00:00,43.25,77.75,0.6,15.32,8.65,30.3,15.32,0.33,138.6,,,,,,43.75,2.23,290.75,844.0,747.75,,20.4,0.0
2020-01-23 13:00:00,2020-01-23 14:00:00,34.25,68.5,0.6,14.62,8.08,32.35,14.1,0.48,142.82,,,,,,37.0,2.2,277.5,835.25,746.5,,21.45,0.0
2020-01-23 14:00:00,2020-01-23 15:00:00,20.0,55.0,0.9,14.78,8.55,30.92,15.42,0.54,136.03,,,,,,32.75,2.12,261.25,812.0,745.75,,22.3,0.0
2020-01-23 15:00:00,2020-01-23 16:00:00,11.75,63.5,1.85,15.32,9.65,28.43,14.93,0.32,140.8,,,,,,30.5,2.33,285.0,781.25,745.0,,22.05,0.0
2020-01-23 16:00:00,2020-01-23 17:00:00,15.0,60.75,1.6,17.02,10.38,27.07,32.05,0.28,143.08,,,,,,29.25,2.0,283.75,537.5,745.0,,21.6,0.0
2020-01-23 17:00:00,2020-01-23 18:00:00,20.25,69.5,1.65,17.75,10.75,27.1,35.37,0.17,115.12,,,,,,38.75,1.15,275.5,110.25,745.0,,19.48,0.0
2020-01-23 18:00:00,2020-01-23 19:00:00,41.75,124.5,2.12,22.12,13.5,31.93,31.25,0.34,53.98,,,,,,54.5,0.43,268.75,83.0,745.75,,16.2,0.0
2020-01-23 19:00:00,2020-01-23 20:00:00,97.0,196.5,14.72,34.75,30.45,51.97,29.57,0.35,18.95,,,,,,74.25,0.33,215.75,83.5,746.0,,12.6,0.0
2020-01-23 20:00:00,2020-01-23 21:00:00,123.5,240.25,44.88,42.2,58.95,45.65,28.08,0.36,18.58,,,,,,77.75,0.3,240.25,82.25,746.5,,11.9,0.0
2020-01-23 21:00:00,2020-01-23 22:00:00,108.75,207.0,48.33,46.62,64.08,40.0,27.07,0.47,17.77,,,,,,81.75,0.33,197.0,84.0,747.0,,11.4,0.0
2020-01-23 22:00:00,2020-01-23 23:00:00,129.75,249.0,50.38,44.98,64.88,43.5,26.73,0.53,18.3,,,,,,84.5,0.38,240.75,83.75,746.75,,11.2,0.0
2020-01-23 23:00:00,2020-01-24 00:00:00,139.5,245.75,55.6,41.25,67.12,34.1,27.2,0.55,18.48,,,,,,85.75,0.3,139.5,84.75,746.5,,10.6,0.0
2020-01-24 00:00:00,2020-01-24 01:00:00,99.0,174.0,31.67,40.98,47.55,29.67,27.15,0.36,18.9,,,,,,89.5,0.3,104.25,85.25,746.0,,9.75,0.0
2020-01-24 01:00:00,2020-01-24 02:00:00,69.25,143.0,20.38,32.33,33.77,30.07,27.43,0.23,21.27,,,,,,88.75,0.32,240.75,84.25,745.75,,9.62,0.0
2020-01-24 02:00:00,2020-01-24 03:00:00,54.0,106.75,10.03,29.78,23.98,25.25,29.2,0.18,92.77,,,,,,67.75,0.75,295.5,85.75,745.0,,12.62,0.0
2020-01-24 03:00:00,2020-01-24 04:00:00,33.25,59.5,2.4,22.78,14.07,27.68,29.43,0.37,93.03,,,,,,74.75,0.33,228.75,83.25,745.0,,10.82,0.0
2020-01-24 04:00:00,2020-01-24 05:00:00,35.25,55.25,2.0,15.35,9.8,28.8,31.02,0.34,65.03,,,,,,86.0,0.3,150.25,85.0,744.5,,8.65,0.0
2020-01-24 05:00:00,2020-01-24 06:00:00,40.25,56.25,1.7,13.6,8.62,32.05,30.97,0.44,56.3,,,,,,89.0,0.4,215.75,86.75,744.0,,8.07,0.0
2020-01-24 06:00:00,2020-01-24 07:00:00,47.25,62.0,2.0,14.3,9.28,34.02,28.95,0.35,42.08,,,,,,91.0,0.3,189.25,85.25,745.0,,7.65,0.0
2020-01-24 07:00:00,2020-01-24 08:00:00,59.25,83.0,2.27,16.65,10.68,33.6,28.8,0.35,42.8,,,,,,89.5,0.3,180.25,127.25,745.5,,8.35,0.0
2020-01-24 08:00:00,2020-01-24 09:00:00,72.75,120.5,4.62,22.23,15.57,37.25,27.97,0.38,52.27,,,,,,71.25,0.6,198.5,608.5,746.25,,13.0,0.0
2020-01-24 09:00:00,2020-01-24 10:00:00,77.0,154.25,3.42,27.52,17.45,28.0,27.87,0.26,127.77,,,,,,49.25,2.08,288.5,809.25,747.0,,16.65,0.0
2020-01-24 10:00:00,2020-01-24 11:00:00,28.5,81.0,1.67,19.77,11.93,23.83,30.05,0.18,147.47,,,,,,42.5,2.2,277.0,840.5,747.0,,18.38,0.0
2020-01-24 11:00:00,2020-01-24 12:00:00,26.0,79.75,1.9,16.38,10.23,24.75,29.97,0.2,158.38,,,,,,37.75,2.15,279.25,849.25,746.5,,19.62,0.0
2020-01-24 12:00:00,2020-01-24 13:00:00,26.0,64.25,1.43,15.05,9.2,24.85,29.8,0.36,161.8,,,,,,32.5,2.1,280.0,849.0,745.25,,20.65,0.0
2020-01-24 13:00:00,2020-01-24 14:00:00,32.25,53.5,1.6,15.53,9.57,26.25,28.53,0.52,160.97,,,,,,28.5,1.75,276.75,833.0,744.0,,22.02,0.0
2020-01-24 14:00:00,2020-01-24 15:00:00,30.25,52.75,1.83,15.78,9.85,25.43,25.88,0.59,160.17,,,,,,28.25,1.95,273.5,810.75,743.0,,22.63,0.0
2020-01-24 15:00:00,2020-01-24 16:00:00,44.5,70.75,1.42,16.15,9.75,24.98,25.55,0.34,155.17,,,,,,28.5,1.65,276.5,774.5,742.25,,23.1,0.0
2020-01-24 16:00:00,2020-01-24 17:00:00,34.25,67.25,1.52,17.1,10.35,26.38,26.87,0.33,150.75,,,,,,29.75,1.43,276.0,551.25,742.0,,22.65,0.0
2020-01-24 17:00:00,2020-01-24 18:00:00,44.0,77.0,1.75,23.07,13.65,28.45,28.5,0.18,103.38,,,,,,43.0,0.55,146.0,103.0,742.25,,19.4,0.0
2020-01-24 18:00:00,2020-01-24 19:00:00,65.0,186.0,3.85,33.33,20.82,36.3,33.0,0.11,27.02,,,,,,69.25,0.3,66.75,82.25,743.0,,14.08,0.0
2020-01-24 19:00:00,2020-01-24 20:00:00,73.5,197.75,29.4,42.15,46.3,48.55,34.23,0.13,18.68,,,,,,82.5,0.3,165.25,80.0,744.0,,12.0,0.0
2020-01-24 20:00:00,2020-01-24 21:00:00,116.25,253.75,64.97,40.75,74.47,61.6,31.88,0.14,18.9,,,,,,89.5,0.3,168.0,84.25,744.5,,10.75,0.0
2020-01-24 21:00:00,2020-01-24 22:00:00,186.25,331.0,122.28,41.9,121.68,57.25,32.45,0.45,18.72,,,,,,92.25,0.33,175.5,85.0,744.75,,10.2,0.0
2020-01-24 22:00:00,2020-01-24 23:00:00,210.5,327.75,110.55,39.12,110.68,16.3,30.95,0.56,18.18,,,,,,90.25,0.3,254.0,86.0,745.0,,9.88,0.0
2020-01-24 23:00:00,2020-01-25 00:00:00,119.0,187.5,60.8,36.65,68.9,25.55,29.82,0.58,17.55,,,,,,91.25,0.3,270.0,86.25,745.0,,9.53,0.0
2020-01-25 00:00:00,2020-01-25 01:00:00,115.0,189.0,39.73,32.62,49.65,29.23,30.05,0.61,17.58,,,,,,92.5,0.3,214.75,85.0,745.0,,9.07,0.0
2020-01-25 01:00:00,2020-01-25 02:00:00,96.25,150.5,26.88,26.4,35.9,28.22,29.77,0.51,17.75,,,,,,93.0,0.3,165.25,83.0,745.0,,8.43,0.0
2020-01-25 02:00:00,2020-01-25 03:00:00,72.75,133.0,17.23,22.65,26.08,24.43,30.75,0.4,18.45,,,,,,93.75,0.3,158.75,83.5,744.0,,7.75,0.0
2020-01-25 03:00:00,2020-01-25 04:00:00,61.5,100.0,10.85,19.55,19.25,26.05,31.9,0.33,17.62,,,,,,94.0,0.3,169.0,85.25,744.0,,7.4,0.0
2020-01-25 04:00:00,2020-01-25 05:00:00,61.0,94.5,9.05,16.62,16.2,26.57,33.0,0.33,17.6,,,,,,94.75,0.3,169.0,81.5,744.0,,7.38,0.0
2020-01-25 05:00:00,2020-01-25 06:00:00,78.5,113.5,9.7,16.1,16.45,28.95,31.6,0.43,17.5,,,,,,94.5,0.3,169.0,83.75,744.0,,6.92,0.0
2020-01-25 06:00:00,2020-01-25 07:00:00,104.25,148.0,13.4,15.08,18.9,31.8,29.73,0.51,17.73,,,,,,95.0,0.3,167.25,86.25,744.5,,6.85,0.0
2020-01-25 07:00:00,2020-01-25 08:00:00,128.75,169.25,17.6,15.05,22.32,29.4,29.7,0.52,17.88,,,,,,95.0,0.3,128.75,99.25,745.0,,6.85,0.0
2020-01-25 08:00:00,2020-01-25 09:00:00,122.5,163.0,21.07,17.35,26.38,33.28,29.3,0.53,19.6,,,,,,94.75,0.3,17.0,512.75,746.0,,10.05,0.0
2020-01-25 09:00:00,2020-01-25 10:00:00,127.5,198.0,28.58,27.43,37.8,33.65,29.6,0.28,57.15,,,,,,64.25,0.4,150.0,799.0,746.5,,17.4,0.0
2020-01-25 10:00:00,2020-01-25 11:00:00,103.5,193.75,7.2,34.75,24.35,21.62,27.17,0.17,142.82,,,,,,44.5,0.67,126.5,810.75,746.5,,20.15,0.0
2020-01-25 11:00:00,2020-01-25 12:00:00,77.5,152.5,1.82,25.27,14.92,25.2,22.1,0.19,175.78,,,,,,39.5,1.15,219.0,824.75,746.0,,20.85,0.0
2020-01-25 12:00:00,2020-01-25 13:00:00,61.75,114.5,1.85,20.1,12.18,25.62,22.05,0.19,181.8,,,,,,37.0,1.3,256.25,828.0,745.0,,21.6,0.0
2020-01-25 13:00:00,2020-01-25 14:00:00,47.25,96.5,7.25,25.23,19.32,22.58,22.2,0.31,190.43,,,,,,36.5,1.5,261.0,819.5,744.0,,22.35,0.0
2020-01-25 14:00:00,2020-01-25 15:00:00,52.5,104.0,19.55,53.5,44.45,14.45,16.8,0.43,199.1,,,,,,37.5,1.38,258.0,797.5,743.0,,22.7,0.0
2020-01-25 15:00:00,2020-01-25 16:00:00,55.5,110.0,1.7,13.97,8.83,26.67,17.93,0.34,,,,,,,38.25,1.02,234.75,756.25,742.0,,23.02,0.0
2020-01-25 16:00:00,2020-01-25 17:00:00,51.5,100.75,1.35,17.4,10.35,34.95,20.73,0.39,193.47,,,,,,40.25,0.65,147.25,526.5,742.0,,22.55,0.0
2020-01-25 17:00:00,2020-01-25 18:00:00,56.25,113.25,1.38,20.15,11.85,34.05,24.43,0.27,136.85,,,,,,51.25,0.38,257.5,126.0,742.0,,19.2,0.0
2020-01-25 18:00:00,2020-01-25 19:00:00,70.25,163.0,2.38,40.0,23.2,32.95,29.05,0.21,45.65,,,,,,73.25,0.33,137.5,82.0,742.75,,15.07,0.0
2020-01-25 19:00:00,2020-01-25 20:00:00,93.5,205.0,5.32,46.27,28.9,38.57,28.4,0.24,22.25,,,,,,84.5,0.3,138.5,80.25,743.0,,13.38,0.0
2020-01-25 20:00:00,2020-01-25 21:00:00,135.0,255.75,36.3,49.65,55.92,62.08,29.18,0.24,18.92,,,,,,88.5,0.3,153.0,82.5,743.75,,12.65,0.0
2020-01-25 21:00:00,2020-01-25 22:00:00,180.5,320.67,92.65,50.47,102.2,58.75,30.77,0.5,18.58,,,,,,92.0,0.3,153.75,80.5,744.0,,11.65,0.0
2020-01-25 22:00:00,2020-01-25 23:00:00,218.0,344.0,103.88,44.7,108.22,39.05,29.15,0.61,18.2,,,,,,93.25,0.3,155.0,82.0,744.0,,10.88,0.0
2020-01-25 23:00:00,2020-01-26 00:00:00,187.0,279.0,77.67,37.6,83.15,31.45,28.73,0.65,18.07,,,,,,93.75,0.3,155.0,81.25,743.75,,10.25,0.0
2020-01-26 00:00:00,2020-01-26 01:00:00,174.75,245.75,61.83,30.4,66.4,37.5,28.65,0.68,18.23,,,,,,94.0,0.3,154.5,81.25,743.0,,9.97,0.0
2020-01-26 01:00:00,2020-01-26 02:00:00,167.75,237.0,47.15,23.8,50.97,30.42,28.2,0.64,17.95,,,,,,94.0,0.3,155.25,83.25,743.0,,9.2,0.0
2020-01-26 02:00:00,2020-01-26 03:00:00,143.25,200.5,30.05,20.2,35.2,27.0,29.77,0.53,17.9,,,,,,94.0,0.3,157.0,83.5,742.25,,8.82,0.0
2020-01-26 03:00:00,2020-01-26 04:00:00,134.0,169.25,19.55,17.85,25.37,31.02,31.27,0.41,18.55,,,,,,94.75,0.3,157.0,83.5,742.0,,8.52,0.0
2020-01-26 04:00:00,2020-01-26 05:00:00,161.75,196.75,17.45,16.93,23.2,32.52,31.98,0.43,17.6,,,,,,94.75,0.32,158.0,82.25,742.0,,8.5,0.0
2020-01-26 05:00:00,2020-01-26 06:00:00,172.75,223.0,17.57,16.35,22.98,34.5,32.43,0.5,18.0,,,,,,95.0,0.38,161.25,83.0,742.0,,8.6,0.0
2020-01-26 06:00:00,2020-01-26 07:00:00,169.5,217.25,16.9,16.2,22.35,35.5,30.68,0.62,17.98,,,,,,94.75,0.33,163.25,84.75,742.5,,8.38,0.0
2020-01-26 07:00:00,2020-01-26 08:00:00,167.75,206.5,14.9,17.85,21.65,34.8,29.87,0.62,18.48,,,,,,95.0,0.33,186.25,111.5,743.25,,8.6,0.0
2020-01-26 08:00:00,2020-01-26 09:00:00,182.25,234.75,26.15,22.18,33.1,46.5,29.38,0.64,24.93,,,,,,90.0,0.32,207.25,586.5,744.25,,12.75,0.0
2020-01-26 09:00:00,2020-01-26 10:00:00,155.75,245.5,26.25,33.12,38.92,32.65,28.85,0.36,77.68,,,,,,60.0,0.5,280.0,784.75,745.0,,18.68,0.0
2020-01-26 10:00:00,2020-01-26 11:00:00,90.0,177.5,10.95,38.95,29.62,23.1,29.83,0.26,160.6,,,,,,43.25,0.83,249.25,801.0,745.0,,21.93,0.0
2020-01-26 11:00:00,2020-01-26 12:00:00,66.5,132.5,3.12,34.12,20.7,26.48,30.3,0.27,189.4,,,,,,40.25,1.0,224.75,805.5,744.5,,23.48,0.0
2020-01-26 12:00:00,2020-01-26 13:00:00,82.5,167.0,1.6,25.85,15.05,24.25,30.42,0.27,197.9,,,,,,36.0,1.25,240.0,811.5,743.5,,24.67,0.0
2020-01-26 13:00:00,2020-01-26 14:00:00,43.25,91.5,1.6,19.93,11.95,25.38,30.1,0.37,195.15,,,,,,32.5,0.9,212.0,794.5,742.25,,26.2,0.0
2020-01-26 14:00:00,2020-01-26 15:00:00,35.5,76.5,1.3,18.25,10.75,28.6,26.9,0.54,182.55,,,,,,33.0,1.65,279.75,790.5,741.0,,25.35,0.0
2020-01-26 15:00:00,2020-01-26 16:00:00,30.25,68.0,1.1,17.02,9.95,27.35,23.35,0.4,179.57,,,,,,34.75,1.1,218.75,744.0,741.0,,26.0,0.0
2020-01-26 16:00:00,2020-01-26 17:00:00,37.0,83.0,0.53,15.22,8.53,26.8,22.95,0.38,170.53,,,,,,37.5,0.7,142.0,529.75,740.25,,25.25,0.0
2020-01-26 17:00:00,2020-01-26 18:00:00,37.75,88.75,0.5,15.75,8.8,28.45,25.15,0.31,127.42,,,,,,53.5,0.33,189.75,110.25,741.0,,20.85,0.0
2020-01-26 18:00:00,2020-01-26 19:00:00,45.0,115.5,1.2,21.9,12.65,29.82,30.8,0.14,47.12,,,,,,74.75,0.33,137.25,83.75,741.25,,16.65,0.0
2020-01-26 19:00:00,2020-01-26 20:00:00,70.0,155.25,5.55,34.88,23.07,37.1,32.47,0.13,19.3,,,,,,86.0,0.3,145.0,84.0,742.0,,14.2,0.0
2020-01-26 20:00:00,2020-01-26 21:00:00,110.25,201.0,21.82,52.6,45.72,43.55,30.48,0.13,18.42,,,,,,90.75,0.3,147.75,82.75,742.0,,13.38,0.0
2020-01-26 21:00:00,2020-01-26 22:00:00,146.25,241.5,23.55,75.17,59.18,39.38,29.88,0.49,18.17,,,,,,92.0,0.3,149.0,84.25,742.75,,12.85,0.0
2020-01-26 22:00:00,2020-01-26 23:00:00,163.25,252.5,19.7,102.53,70.57,41.27,29.2,0.61,18.53,,,,,,92.25,0.33,168.25,84.0,742.25,,12.67,0.0
2020-01-26 23:00:00,2020-01-27 00:00:00,165.5,237.75,5.35,103.97,59.62,,28.52,0.62,17.57,,,,,,92.0,0.33,167.25,84.5,741.75,,12.12,0.0
2020-01-27 00:00:00,2020-01-27 01:00:00,142.0,192.75,2.77,75.43,42.38,,27.95,0.64,28.8,,,,,,92.75,0.3,184.0,86.25,741.0,,11.7,0.0
2020-01-27 01:00:00,2020-01-27 02:00:00,80.5,119.0,1.15,49.23,27.12,,27.53,0.6,36.27,,,,,,90.25,0.3,274.75,82.5,740.5,,12.0,0.0
2020-01-27 02:00:00,2020-01-27 03:00:00,65.75,109.25,0.5,34.8,18.6,,28.62,0.45,38.33,,,,,,91.5,0.3,282.25,83.5,740.0,,11.55,0.0
2020-01-27 03:00:00,2020-01-27 04:00:00,62.5,112.5,0.37,24.28,13.18,,29.5,0.4,27.8,,,,,,93.0,0.33,226.5,83.0,739.5,,10.82,0.0
2020-01-27 04:00:00,2020-01-27 05:00:00,63.0,100.75,1.17,0.6,1.1,,28.62,0.42,25.93,,,,,,94.25,0.3,227.25,83.75,739.0,,10.62,0.0
2020-01-27 05:00:00,2020-01-27 06:00:00,62.0,97.5,1.02,0.1,0.77,,28.6,0.47,23.35,,,,,,94.25,0.3,223.75,85.25,739.5,,10.62,0.0
2020-01-27 06:00:00,2020-01-27 07:00:00,68.25,100.0,0.98,0.2,0.93,,27.38,0.58,21.33,,,,,,94.0,0.33,207.75,85.5,740.0,,10.57,0.0
2020-01-27 07:00:00,2020-01-27 08:00:00,78.5,114.75,1.15,0.1,0.95,,27.77,0.6,19.52,,,,,,95.0,0.3,198.0,138.5,741.0,,11.15,0.0
2020-01-27 08:00:00,2020-01-27 09:00:00,118.25,170.5,0.95,0.17,0.85,,28.25,0.59,24.25,,,,,,87.25,0.3,180.0,510.75,742.0,,15.07,0.0
2020-01-27 09:00:00,2020-01-27 10:00:00,133.25,207.75,1.12,0.2,0.88,,28.12,0.39,83.03,,,,,,66.25,0.55,141.5,700.25,742.0,,20.05,0.0
2020-01-27 10:00:00,2020-01-27 11:00:00,68.75,124.0,1.23,,0.93,,28.95,0.24,145.62,,,,,,45.0,1.0,167.25,780.25,742.0,,23.85,0.0
2020-01-27 11:00:00,2020-01-27 12:00:00,41.5,87.75,,,,,29.12,0.23,158.75,,,,,,38.5,1.23,179.75,795.0,741.75,,25.3,0.0
2020-01-27 12:00:00,2020-01-27 13:00:00,32.5,80.75,,,,,29.27,0.14,163.23,,,,,,37.25,1.25,145.5,798.5,740.5,,26.12,0.0
2020-01-27 13:00:00,2020-01-27 14:00:00,29.0,87.75,,,,,29.67,0.18,170.8,,,,,,37.25,1.12,148.0,773.0,739.0,,26.55,0.0
2020-01-27 14:00:00,2020-01-27 15:00:00,32.0,84.5,,,,,18.92,0.41,181.7,,,,,,38.75,1.03,144.0,732.75,738.0,,26.63,0.0
2020-01-27 15:00:00,2020-01-27 16:00:00,33.25,88.75,,,,,2.8,0.37,163.05,,,,,,43.5,0.92,152.0,629.75,738.0,,25.38,0.0
2020-01-27 16:00:00,2020-01-27 17:00:00,36.25,97.0,,,,,3.2,0.39,158.12,,,,,,47.0,0.85,126.75,459.25,737.0,,24.53,0.0
2020-01-27 17:00:00,2020-01-27 18:00:00,36.5,102.0,,,,,3.9,0.33,142.52,,,,,,58.0,0.55,79.0,122.5,737.0,,21.92,0.0
2020-01-27 18:00:00,2020-01-27 19:00:00,46.75,125.5,2.1,16.2,10.35,31.6,9.18,0.18,113.45,,,,,,70.25,0.33,83.25,82.75,737.75,,19.38,0.0
2020-01-27 19:00:00,2020-01-27 20:00:00,57.75,147.25,1.68,18.25,11.05,7.4,16.93,0.23,79.33,,,,,,77.25,0.33,124.5,83.0,738.0,,18.15,0.0
2020-01-27 20:00:00,2020-01-27 21:00:00,67.0,129.0,1.73,19.68,11.88,,43.3,0.24,69.6,,,,,,83.25,0.33,63.25,83.0,738.75,,16.62,0.0
2020-01-27 21:00:00,2020-01-27 22:00:00,70.5,109.25,1.45,20.45,12.07,,45.83,0.48,53.87,,,,,,88.5,0.3,16.0,83.5,739.0,,15.12,0.0
2020-01-27 22:00:00,2020-01-27 23:00:00,69.25,107.75,1.75,23.85,14.1,,45.1,0.61,53.58,,,,,,90.75,0.3,16.0,84.25,739.0,,14.3,0.0
2020-01-27 23:00:00,2020-01-28 00:00:00,62.5,94.75,2.05,23.3,14.08,,45.9,0.62,28.75,,,,,,92.0,0.3,16.0,86.5,738.75,,13.85,0.0
2020-01-28 00:00:00,2020-01-28 01:00:00,64.5,99.25,3.95,28.67,18.45,,46.52,0.63,38.73,,,,,,93.0,0.3,16.0,86.25,738.0,,13.62,0.0
2020-01-28 01:00:00,2020-01-28 02:00:00,55.0,84.75,2.7,24.55,15.22,,46.33,0.61,52.68,,,,,,93.0,0.33,70.25,83.75,737.75,,13.38,0.0
2020-01-28 02:00:00,2020-01-28 03:00:00,50.25,74.25,2.02,17.85,11.12,,36.98,0.43,37.48,,,,,,93.75,0.3,168.5,81.0,737.0,,12.9,0.0
2020-01-28 03:00:00,2020-01-28 04:00:00,52.5,69.25,1.6,15.78,9.68,,36.03,0.47,56.8,,,,,,94.0,0.3,166.5,82.75,736.5,,12.97,0.0
2020-01-28 04:00:00,2020-01-28 05:00:00,47.25,61.25,1.5,15.5,9.45,,35.95,0.48,67.15,,,,,,94.0,0.3,166.0,82.0,736.0,,12.72,0.0
2020-01-28 05:00:00,2020-01-28 06:00:00,46.25,61.0,1.12,14.8,8.8,,35.82,0.51,65.45,,,,,,94.5,0.3,170.5,78.75,736.0,,12.45,0.0
2020-01-28 06:00:00,2020-01-28 07:00:00,51.25,60.0,1.25,16.15,9.6,,34.9,0.64,53.0,,,,,,94.0,0.32,140.5,81.5,736.25,,12.43,0.0
2020-01-28 07:00:00,2020-01-28 08:00:00,57.5,72.0,1.4,16.85,10.1,,34.4,0.65,40.15,,,,,,94.25,0.33,225.0,115.25,737.0,,12.62,0.0
2020-01-28 08:00:00,2020-01-28 09:00:00,68.0,98.5,3.23,24.93,15.88,,33.1,0.63,54.53,,,,,,86.25,0.55,207.25,540.0,738.0,,15.93,0.0
2020-01-28 09:00:00,2020-01-28 10:00:00,73.25,130.25,1.8,26.08,15.3,,32.45,0.45,94.35,,,,,,69.25,0.82,182.25,765.5,738.75,,19.88,0.0
2020-01-28 10:00:00,2020-01-28 11:00:00,60.25,148.0,1.32,19.95,11.67,49.7,33.35,0.3,108.1,,,,,,57.0,0.8,191.75,786.25,739.0,,23.18,0.0
