From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Xylene (ug/m3)
2020-11-23 02:00:00,2020-11-23 03:00:00,,,,,,,,,,,,
2020-11-23 03:00:00,2020-11-23 04:00:00,,,,,,,,,,,,
2020-11-23 04:00:00,2020-11-23 05:00:00,,,,,,,,,,,,
2020-11-23 05:00:00,2020-11-23 06:00:00,,,,,,,,,,,,
2020-11-23 06:00:00,2020-11-23 07:00:00,,,,,,,,,,,,
2020-11-23 07:00:00,2020-11-23 08:00:00,,,,,,,,,,,,
2020-11-23 08:00:00,2020-11-23 09:00:00,,,,,,,,,,,,
2020-11-23 09:00:00,2020-11-23 10:00:00,,,,,,,,,,,,
2020-11-23 10:00:00,2020-11-23 11:00:00,,,,,,,,,,,,
2020-11-23 11:00:00,2020-11-23 12:00:00,,,,,,,,,,,,
2020-11-23 12:00:00,2020-11-23 13:00:00,64.31,103.89,9.41,15.48,23.12,0.61,34.5,2.89,,,0.9,
2020-11-23 13:00:00,2020-11-23 14:00:00,61.74,99.87,8.5,16.76,25.06,0.66,36.67,2.73,,,0.75,
2020-11-23 14:00:00,2020-11-23 15:00:00,,,,,,,,,,,,
2020-11-23 15:00:00,2020-11-23 16:00:00,52.82,85.94,10.31,20.8,31.11,0.87,29.67,1.81,,,0.68,
2020-11-23 16:00:00,2020-11-23 17:00:00,57.48,93.24,11.37,22.92,34.29,0.95,23.5,1.78,,,0.88,
2020-11-23 17:00:00,2020-11-23 18:00:00,57.96,93.99,19.57,39.33,58.89,1.68,22.5,4.19,,,6.14,
2020-11-23 18:00:00,2020-11-23 19:00:00,56.95,92.39,10.85,21.88,32.74,0.91,25.5,2.82,,,3.71,
2020-11-23 19:00:00,2020-11-23 20:00:00,54.1,87.97,11.91,23.99,35.9,1.03,16.5,2.74,,,6.86,
2020-11-23 20:00:00,2020-11-23 21:00:00,50.77,82.75,12.55,25.28,37.84,1.09,12.75,3.72,,,10.05,
2020-11-23 21:00:00,2020-11-23 22:00:00,54.03,87.85,11.77,23.73,35.5,0.99,14.25,3.58,,,6.35,
2020-11-23 22:00:00,2020-11-23 23:00:00,52.17,84.97,10.51,21.19,31.7,0.89,13.5,3.19,,,6.38,
2020-11-23 23:00:00,2020-11-24 00:00:00,47.85,78.21,10.81,21.8,32.61,0.93,9.67,3.33,,,7.68,
2020-11-24 00:00:00,2020-11-24 01:00:00,51.27,83.54,10.99,22.16,33.16,0.92,8.25,3.46,,,6.61,
2020-11-24 01:00:00,2020-11-24 02:00:00,53.84,87.56,10.38,20.94,31.32,0.87,6.75,3.3,,,6.83,
2020-11-24 02:00:00,2020-11-24 03:00:00,53.24,86.61,10.54,21.26,31.79,0.88,5.75,3.4,,,7.56,
2020-11-24 03:00:00,2020-11-24 04:00:00,48.73,79.67,10.19,20.55,30.75,0.85,5.0,3.5,,,10.2,
2020-11-24 04:00:00,2020-11-24 05:00:00,41.5,68.3,10.25,20.69,30.95,0.86,4.75,3.48,,,11.42,
2020-11-24 05:00:00,2020-11-24 06:00:00,41.77,68.73,9.88,19.93,29.81,0.82,5.0,3.49,,,9.71,
2020-11-24 06:00:00,2020-11-24 07:00:00,43.48,71.38,11.59,23.35,34.94,1.02,4.25,4.27,,,9.87,
2020-11-24 07:00:00,2020-11-24 08:00:00,48.58,79.41,14.41,29.0,43.41,1.27,5.0,6.84,,,9.53,
2020-11-24 08:00:00,2020-11-24 09:00:00,60.61,97.97,17.71,35.59,53.3,1.59,6.5,9.36,,,6.68,
2020-11-24 09:00:00,2020-11-24 10:00:00,80.3,128.86,13.07,26.34,39.41,1.13,24.0,7.63,,,5.53,
2020-11-24 10:00:00,2020-11-24 11:00:00,90.52,144.76,12.09,24.36,36.45,1.03,32.75,3.65,,,2.48,
2020-11-24 11:00:00,2020-11-24 12:00:00,87.26,139.71,11.89,23.97,35.87,1.02,40.25,3.92,,,2.16,
2020-11-24 12:00:00,2020-11-24 13:00:00,69.52,111.98,11.34,22.84,34.18,0.96,43.5,3.59,,,1.41,
2020-11-24 13:00:00,2020-11-24 14:00:00,60.43,97.84,11.13,22.45,33.59,0.95,47.75,3.39,,,1.18,
2020-11-24 14:00:00,2020-11-24 15:00:00,50.44,82.25,10.41,21.01,31.43,0.88,49.75,3.0,,,0.97,
2020-11-24 15:00:00,2020-11-24 16:00:00,53.27,86.63,10.06,20.3,30.36,0.84,47.5,2.38,,,0.96,
2020-11-24 16:00:00,2020-11-24 17:00:00,63.97,103.36,10.5,21.18,31.68,0.89,40.0,2.19,,,1.38,
2020-11-24 17:00:00,2020-11-24 18:00:00,67.61,109.02,12.22,24.61,36.83,1.04,33.25,2.71,,,3.98,
2020-11-24 18:00:00,2020-11-24 19:00:00,74.78,120.28,14.82,29.81,44.63,1.32,20.0,4.44,,,4.2,
2020-11-24 19:00:00,2020-11-24 20:00:00,84.96,136.1,18.46,37.1,55.57,1.68,6.25,7.77,,,5.97,
2020-11-24 20:00:00,2020-11-24 21:00:00,90.23,144.07,26.84,53.87,80.71,2.5,4.75,9.05,,,21.29,
2020-11-24 21:00:00,2020-11-24 22:00:00,108.87,173.44,19.38,38.94,58.32,1.76,10.25,9.47,,,20.07,
2020-11-24 22:00:00,2020-11-24 23:00:00,109.02,173.76,12.66,25.5,38.16,1.1,19.0,4.46,,,6.06,
2020-11-24 23:00:00,2020-11-25 00:00:00,91.8,146.77,12.26,24.71,36.98,1.05,13.67,3.29,,,3.7,
2020-11-25 00:00:00,2020-11-25 01:00:00,99.08,158.18,12.97,26.12,39.09,1.13,7.5,3.33,,,7.35,
2020-11-25 01:00:00,2020-11-25 02:00:00,111.41,177.36,13.63,27.44,41.07,1.2,5.0,3.79,,,5.02,
2020-11-25 02:00:00,2020-11-25 03:00:00,113.07,179.97,9.94,20.06,30.0,0.82,7.75,3.28,,,4.03,
2020-11-25 03:00:00,2020-11-25 04:00:00,97.59,155.75,9.47,19.12,28.6,0.78,8.25,2.43,,,3.37,
2020-11-25 04:00:00,2020-11-25 05:00:00,86.17,137.98,10.29,20.77,31.07,0.87,8.5,2.69,,,3.02,
2020-11-25 05:00:00,2020-11-25 06:00:00,88.09,141.02,11.25,22.68,33.93,0.95,6.25,3.5,,,2.92,
2020-11-25 06:00:00,2020-11-25 07:00:00,93.13,148.85,12.09,24.37,36.46,1.05,4.0,3.63,,,7.42,
2020-11-25 07:00:00,2020-11-25 08:00:00,89.26,142.77,16.52,33.23,49.76,1.48,5.75,7.36,,,8.68,
2020-11-25 08:00:00,2020-11-25 09:00:00,101.0,161.09,14.91,30.01,44.93,1.3,11.0,7.68,,,6.32,
2020-11-25 09:00:00,2020-11-25 10:00:00,118.97,189.16,13.78,27.73,41.51,1.21,25.0,6.99,,,4.68,
2020-11-25 10:00:00,2020-11-25 11:00:00,113.94,181.31,11.67,23.53,35.2,1.01,41.0,4.28,,,2.38,
2020-11-25 11:00:00,2020-11-25 12:00:00,,,,,,,,,,,,
2020-11-25 12:00:00,2020-11-25 13:00:00,,,,,,,,,,,,
2020-11-25 13:00:00,2020-11-25 14:00:00,,,,,,,,,,,,
2020-11-25 14:00:00,2020-11-25 15:00:00,,,,,,,,,,,,
2020-11-25 15:00:00,2020-11-25 16:00:00,58.63,95.07,10.09,20.29,30.35,0.83,52.67,0.52,,,0.27,
2020-11-25 16:00:00,2020-11-25 17:00:00,39.41,65.03,9.65,19.53,29.2,0.81,49.0,1.56,,,0.8,
2020-11-25 17:00:00,2020-11-25 18:00:00,53.7,87.33,11.93,24.05,35.98,1.04,25.5,1.53,,,1.29,
2020-11-25 18:00:00,2020-11-25 19:00:00,74.8,120.25,18.23,36.64,54.86,1.62,8.5,3.83,,,4.86,
2020-11-25 19:00:00,2020-11-25 20:00:00,87.18,139.34,10.04,20.25,30.3,0.84,21.0,2.22,,,3.58,
2020-11-25 20:00:00,2020-11-25 21:00:00,78.28,125.69,9.03,18.23,27.25,0.73,24.0,2.75,,,3.55,
2020-11-25 21:00:00,2020-11-25 22:00:00,71.11,114.52,13.3,26.77,40.07,1.17,9.25,3.5,,,3.66,
2020-11-25 22:00:00,2020-11-25 23:00:00,71.98,115.85,12.63,25.45,38.09,1.11,9.5,4.72,,,7.38,
2020-11-25 23:00:00,2020-11-26 00:00:00,68.72,110.76,8.35,16.88,25.23,0.67,13.0,4.19,,,5.31,
2020-11-26 00:00:00,2020-11-26 01:00:00,71.76,115.52,9.41,19.0,28.41,0.77,6.25,2.86,,,2.38,
2020-11-26 01:00:00,2020-11-26 02:00:00,59.38,95.97,8.04,16.27,24.32,0.64,9.5,2.82,,,2.73,
2020-11-26 02:00:00,2020-11-26 03:00:00,47.71,77.98,9.78,19.74,29.52,0.82,5.25,3.24,,,4.41,
2020-11-26 03:00:00,2020-11-26 04:00:00,57.27,93.0,8.82,17.83,26.65,0.7,7.25,4.0,,,6.42,
2020-11-26 04:00:00,2020-11-26 05:00:00,67.16,108.33,7.32,14.81,22.12,0.56,8.25,2.83,,,4.71,
2020-11-26 05:00:00,2020-11-26 06:00:00,64.92,104.81,6.99,14.15,21.14,0.53,8.0,2.74,,,3.85,
2020-11-26 06:00:00,2020-11-26 07:00:00,63.62,102.84,9.61,19.39,29.0,0.81,5.0,3.07,,,2.64,
2020-11-26 07:00:00,2020-11-26 08:00:00,71.82,115.59,11.58,23.33,34.9,0.99,5.25,6.31,,,10.62,
2020-11-26 08:00:00,2020-11-26 09:00:00,81.22,130.28,12.05,24.29,36.35,1.06,10.0,7.92,,,6.68,
2020-11-26 09:00:00,2020-11-26 10:00:00,97.52,155.74,9.76,19.7,29.45,0.82,27.75,7.51,,,7.79,
2020-11-26 10:00:00,2020-11-26 11:00:00,98.49,157.16,8.02,16.22,24.25,0.63,46.25,4.95,,,3.71,
2020-11-26 11:00:00,2020-11-26 12:00:00,87.35,139.84,7.35,14.89,22.25,0.56,52.0,2.81,,,1.46,
2020-11-26 12:00:00,2020-11-26 13:00:00,82.2,131.8,7.44,15.05,22.49,0.57,48.75,2.79,,,1.43,
2020-11-26 13:00:00,2020-11-26 14:00:00,78.87,126.59,7.53,15.24,22.77,0.55,39.0,2.17,,,1.15,
2020-11-26 14:00:00,2020-11-26 15:00:00,,,,,,,,,,,,
2020-11-26 15:00:00,2020-11-26 16:00:00,,,,,,,,,,,,
2020-11-26 16:00:00,2020-11-26 17:00:00,,,,,,,,,,,,
2020-11-26 17:00:00,2020-11-26 18:00:00,,,,,,,,,,,,
2020-11-26 18:00:00,2020-11-26 19:00:00,,,,,,,,,,,,
2020-11-26 19:00:00,2020-11-26 20:00:00,,,,,,,,,,,,
2020-11-26 20:00:00,2020-11-26 21:00:00,,,,,,,,,,,,
2020-11-26 21:00:00,2020-11-26 22:00:00,,,,,,,,,,,,
2020-11-26 22:00:00,2020-11-26 23:00:00,,,,,,,,,,,,
2020-11-26 23:00:00,2020-11-27 00:00:00,,,,,,,,,,,,
2020-11-27 00:00:00,2020-11-27 01:00:00,,,,,,,,,,,,
2020-11-27 01:00:00,2020-11-27 02:00:00,,,,,,,,,,,,
2020-11-27 02:00:00,2020-11-27 03:00:00,,,,,,,,,,,,
2020-11-27 03:00:00,2020-11-27 04:00:00,,,,,,,,,,,,
2020-11-27 04:00:00,2020-11-27 05:00:00,,,,,,,,,,,,
2020-11-27 05:00:00,2020-11-27 06:00:00,,,,,,,,,,,,
2020-11-27 06:00:00,2020-11-27 07:00:00,,,,,,,,,,,,
2020-11-27 07:00:00,2020-11-27 08:00:00,,,,,,,,,,,,
2020-11-27 08:00:00,2020-11-27 09:00:00,,,,,,,,,,,,
2020-11-27 09:00:00,2020-11-27 10:00:00,,,,,,,,,,,,
2020-11-27 10:00:00,2020-11-27 11:00:00,69.74,112.29,5.61,11.41,17.02,0.4,36.33,2.63,,,1.13,
2020-11-27 11:00:00,2020-11-27 12:00:00,61.6,99.65,5.26,10.7,15.96,0.36,38.75,1.94,,,0.88,
2020-11-27 12:00:00,2020-11-27 13:00:00,45.49,74.5,4.72,9.62,14.34,0.3,37.75,1.72,,,0.77,
2020-11-27 13:00:00,2020-11-27 14:00:00,40.27,66.34,5.38,10.95,16.33,0.36,40.75,1.53,,,0.63,
2020-11-27 14:00:00,2020-11-27 15:00:00,34.34,57.13,4.85,9.88,14.72,0.33,41.25,1.42,,,0.61,
2020-11-27 15:00:00,2020-11-27 16:00:00,37.45,62.05,4.38,8.93,13.3,0.29,41.75,1.26,,,0.55,
2020-11-27 16:00:00,2020-11-27 17:00:00,34.64,57.06,4.19,8.56,12.75,0.24,37.0,0.75,,,0.34,
2020-11-27 17:00:00,2020-11-27 18:00:00,45.1,73.93,6.57,13.33,19.9,0.48,36.5,0.78,,,0.57,
2020-11-27 18:00:00,2020-11-27 19:00:00,62.05,100.35,6.22,12.62,18.84,0.44,29.0,1.73,,,1.35,
2020-11-27 19:00:00,2020-11-27 20:00:00,56.67,91.7,8.84,17.85,26.69,0.7,25.0,2.03,,,1.78,
2020-11-27 20:00:00,2020-11-27 21:00:00,68.68,110.66,6.44,13.05,19.49,0.46,29.0,3.03,,,1.88,
2020-11-27 21:00:00,2020-11-27 22:00:00,60.81,98.39,6.59,13.36,19.96,0.48,24.0,1.23,,,0.81,
2020-11-27 22:00:00,2020-11-27 23:00:00,67.0,108.07,4.37,8.91,13.28,0.28,22.0,1.03,,,0.67,
2020-11-27 23:00:00,2020-11-28 00:00:00,49.25,80.4,3.63,7.44,11.08,0.2,26.0,1.03,,,0.59,
2020-11-28 00:00:00,2020-11-28 01:00:00,40.77,67.16,3.54,7.26,10.81,0.18,30.0,1.05,,,0.37,
2020-11-28 01:00:00,2020-11-28 02:00:00,43.38,71.21,3.78,7.74,11.52,0.22,31.25,1.28,,,0.33,
2020-11-28 02:00:00,2020-11-28 03:00:00,33.66,56.06,3.77,7.73,11.5,0.21,30.5,1.11,,,0.3,
2020-11-28 03:00:00,2020-11-28 04:00:00,34.09,56.69,3.68,7.54,11.22,0.2,30.25,1.37,,,0.29,
2020-11-28 04:00:00,2020-11-28 05:00:00,42.58,69.97,4.08,8.34,12.42,0.24,29.5,1.21,,,0.28,
2020-11-28 05:00:00,2020-11-28 06:00:00,39.59,65.32,4.17,8.53,12.7,0.24,28.25,1.51,,,0.34,
2020-11-28 06:00:00,2020-11-28 07:00:00,40.79,67.16,4.18,8.54,12.72,0.25,25.5,1.79,,,0.42,
2020-11-28 07:00:00,2020-11-28 08:00:00,51.87,84.45,4.77,9.72,14.49,0.3,24.5,2.59,,,0.53,
2020-11-28 08:00:00,2020-11-28 09:00:00,54.3,88.26,4.3,8.78,13.07,0.26,24.75,2.23,,,0.57,
2020-11-28 09:00:00,2020-11-28 10:00:00,56.5,91.7,4.23,8.65,12.88,0.25,25.25,1.64,,,0.72,
2020-11-28 10:00:00,2020-11-28 11:00:00,52.2,84.95,3.89,7.95,11.84,0.21,30.0,1.63,,,0.68,
2020-11-28 11:00:00,2020-11-28 12:00:00,39.49,65.16,3.34,6.87,10.22,0.17,30.0,1.32,,,0.91,
2020-11-28 12:00:00,2020-11-28 13:00:00,39.76,65.59,3.33,6.84,10.17,0.17,29.75,1.47,,,1.25,
2020-11-28 13:00:00,2020-11-28 14:00:00,37.45,62.04,3.01,6.2,9.21,0.12,30.5,1.36,,,1.41,
2020-11-28 14:00:00,2020-11-28 15:00:00,30.14,50.58,3.04,6.27,9.32,0.14,31.75,1.27,,,0.97,
2020-11-28 15:00:00,2020-11-28 16:00:00,31.27,52.37,3.47,7.12,10.59,0.17,31.0,1.32,,,0.98,
2020-11-28 16:00:00,2020-11-28 17:00:00,28.3,47.7,3.59,7.36,10.96,0.19,27.75,1.42,,,1.25,
2020-11-28 17:00:00,2020-11-28 18:00:00,27.83,46.9,4.21,8.6,12.81,0.26,24.5,1.95,,,2.15,
2020-11-28 18:00:00,2020-11-28 19:00:00,39.46,65.22,7.61,15.4,23.0,0.59,15.5,2.92,,,3.76,
2020-11-28 19:00:00,2020-11-28 20:00:00,52.42,85.32,6.64,13.47,20.11,0.5,18.0,4.14,,,6.17,
2020-11-28 20:00:00,2020-11-28 21:00:00,54.13,88.02,5.58,11.35,16.94,0.39,18.25,3.56,,,2.99,
2020-11-28 21:00:00,2020-11-28 22:00:00,54.9,89.2,5.26,10.69,15.95,0.35,20.25,2.81,,,2.42,
2020-11-28 22:00:00,2020-11-28 23:00:00,57.0,92.48,4.42,9.03,13.45,0.28,24.75,2.7,,,2.38,
2020-11-28 23:00:00,2020-11-29 00:00:00,62.56,101.16,3.51,7.21,10.72,0.19,23.67,2.29,,,1.31,
2020-11-29 00:00:00,2020-11-29 01:00:00,54.36,88.37,5.03,10.24,15.27,0.33,21.75,2.74,,,4.96,
2020-11-29 01:00:00,2020-11-29 02:00:00,58.48,94.8,4.78,9.73,14.51,0.3,20.75,3.63,,,4.97,
2020-11-29 02:00:00,2020-11-29 03:00:00,64.93,104.85,3.94,8.04,11.98,0.22,19.25,2.39,,,1.3,
2020-11-29 03:00:00,2020-11-29 04:00:00,65.36,105.54,5.27,10.72,15.99,0.36,17.75,3.35,,,3.13,
2020-11-29 04:00:00,2020-11-29 05:00:00,67.81,109.31,5.5,11.19,16.7,0.38,16.75,3.0,,,2.83,
2020-11-29 05:00:00,2020-11-29 06:00:00,59.66,96.56,4.84,9.86,14.7,0.32,17.75,3.48,,,2.08,
2020-11-29 06:00:00,2020-11-29 07:00:00,68.53,110.5,6.08,12.34,18.43,0.44,16.0,3.72,,,0.88,
2020-11-29 07:00:00,2020-11-29 08:00:00,77.03,123.73,6.08,12.34,18.43,0.45,12.25,4.36,,,1.04,
2020-11-29 08:00:00,2020-11-29 09:00:00,77.22,124.03,6.06,12.32,18.38,0.43,16.25,6.15,,,1.46,
2020-11-29 09:00:00,2020-11-29 10:00:00,75.06,120.6,4.23,8.65,12.89,0.25,24.25,2.81,,,0.97,
2020-11-29 10:00:00,2020-11-29 11:00:00,55.39,89.97,3.51,7.2,10.71,0.18,28.0,1.86,,,0.81,
2020-11-29 11:00:00,2020-11-29 12:00:00,51.14,83.32,3.09,6.37,9.46,0.14,30.0,1.59,,,0.85,
2020-11-29 12:00:00,2020-11-29 13:00:00,36.36,60.24,3.31,6.79,10.09,0.17,32.5,1.56,,,0.87,
2020-11-29 13:00:00,2020-11-29 14:00:00,29.67,49.82,3.5,7.17,10.67,0.18,33.25,1.34,,,0.68,
2020-11-29 14:00:00,2020-11-29 15:00:00,28.95,48.69,3.7,7.57,11.27,0.21,33.75,1.24,,,0.68,
2020-11-29 15:00:00,2020-11-29 16:00:00,36.89,61.1,3.83,7.84,11.68,0.2,35.5,1.27,,,0.85,
2020-11-29 16:00:00,2020-11-29 17:00:00,,,,,,,,,,,,
2020-11-29 17:00:00,2020-11-29 18:00:00,60.67,98.03,19.56,39.3,58.86,1.79,26.0,0.31,,,0.36,
2020-11-29 18:00:00,2020-11-29 19:00:00,132.94,211.02,14.69,29.57,44.26,1.28,12.0,4.43,,,4.7,
2020-11-29 19:00:00,2020-11-29 20:00:00,96.36,153.89,11.21,22.6,33.81,0.96,10.0,5.16,,,6.34,
2020-11-29 20:00:00,2020-11-29 21:00:00,91.8,146.75,10.29,20.75,31.05,0.86,8.5,4.9,,,4.52,
2020-11-29 21:00:00,2020-11-29 22:00:00,91.96,147.09,13.14,26.45,39.59,1.15,5.5,6.08,,,7.09,
2020-11-29 22:00:00,2020-11-29 23:00:00,84.67,135.62,,,,,5.25,7.79,,,17.91,
2020-11-29 23:00:00,2020-11-30 00:00:00,92.17,147.34,,,,,5.0,7.41,,,17.27,
2020-11-30 00:00:00,2020-11-30 01:00:00,108.36,172.6,,,,,6.25,5.65,,,9.08,
2020-11-30 01:00:00,2020-11-30 02:00:00,104.58,166.65,,,,,6.5,4.87,,,4.19,
2020-11-30 02:00:00,2020-11-30 03:00:00,87.84,140.39,,,,,6.25,4.98,,,2.9,
2020-11-30 03:00:00,2020-11-30 04:00:00,71.21,114.64,,,,,5.0,5.09,,,2.46,
2020-11-30 04:00:00,2020-11-30 05:00:00,70.43,113.44,,,,,4.75,4.65,,,3.0,
2020-11-30 05:00:00,2020-11-30 06:00:00,61.22,99.04,,,,,5.0,5.51,,,4.87,
2020-11-30 06:00:00,2020-11-30 07:00:00,75.22,120.9,,,,,5.0,5.93,,,3.37,
2020-11-30 07:00:00,2020-11-30 08:00:00,72.58,116.78,,,,,5.0,7.61,,,12.96,
2020-11-30 08:00:00,2020-11-30 09:00:00,84.54,135.44,,,,,8.0,10.14,,,7.34,
2020-11-30 09:00:00,2020-11-30 10:00:00,100.78,160.75,,,,,21.25,7.09,,,5.24,
2020-11-30 10:00:00,2020-11-30 11:00:00,108.95,173.55,6.76,13.71,20.47,0.51,31.25,4.55,,,2.85,
2020-11-30 11:00:00,2020-11-30 12:00:00,93.99,150.19,5.04,10.26,15.3,0.33,32.75,3.1,,,1.51,
2020-11-30 12:00:00,2020-11-30 13:00:00,77.65,124.6,5.03,10.25,15.29,0.34,32.25,2.25,,,1.21,
2020-11-30 13:00:00,2020-11-30 14:00:00,53.48,87.01,5.44,11.06,16.5,0.37,34.25,2.0,,,1.1,
2020-11-30 14:00:00,2020-11-30 15:00:00,43.9,72.08,4.77,9.72,14.49,0.3,37.5,2.07,,,1.06,
2020-11-30 15:00:00,2020-11-30 16:00:00,47.87,78.25,4.74,9.66,14.41,0.31,39.25,1.88,,,0.82,
2020-11-30 16:00:00,2020-11-30 17:00:00,42.44,69.76,4.91,10.0,14.92,0.32,37.0,1.82,,,0.93,
2020-11-30 17:00:00,2020-11-30 18:00:00,42.78,70.26,7.86,15.89,23.74,0.6,23.0,2.32,,,2.25,
