From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-10 01:00:00,2023-02-10 02:00:00,12.5,65.75,2.47,11.57,8.22,,2.6,0.27,78.35,0.25,1.85,0.25,,0.08,33.0,0.42,128.5,48.0,17.0,,
2023-02-10 02:00:00,2023-02-10 03:00:00,9.25,58.5,2.83,10.82,8.07,,2.6,0.28,72.0,0.22,1.65,0.2,,0.03,36.75,0.65,128.5,47.5,16.57,,
2023-02-10 03:00:00,2023-02-10 04:00:00,22.0,60.75,2.67,9.55,7.23,,2.55,0.27,85.58,0.2,1.5,0.18,,0.05,38.75,0.42,128.5,44.5,16.48,,
2023-02-10 04:00:00,2023-02-10 05:00:00,18.5,63.75,2.52,6.2,5.35,,3.77,0.29,84.77,0.28,1.5,0.12,,0.05,44.75,0.62,128.5,32.75,16.15,,
2023-02-10 05:00:00,2023-02-10 06:00:00,14.5,75.5,2.4,5.6,4.92,,3.15,0.25,72.03,0.27,1.5,0.15,,0.05,46.0,0.52,128.5,5.25,16.12,,
2023-02-10 06:00:00,2023-02-10 07:00:00,12.0,66.0,2.5,6.08,5.27,,2.1,0.23,62.1,0.2,1.45,0.1,,0.03,42.75,0.55,128.5,5.25,16.0,,
2023-02-10 07:00:00,2023-02-10 08:00:00,8.5,53.75,2.73,6.9,5.9,,1.6,0.27,54.8,0.28,1.5,0.12,,0.03,37.5,0.4,128.5,22.5,16.2,,
2023-02-10 08:00:00,2023-02-10 09:00:00,7.0,44.5,2.97,7.4,6.32,,1.45,0.28,51.3,0.3,1.6,0.23,,0.05,37.75,0.47,128.25,97.75,17.27,,
2023-02-10 09:00:00,2023-02-10 10:00:00,4.75,53.0,3.08,5.95,5.67,,1.93,0.22,51.2,0.25,1.73,0.27,,0.05,36.75,1.25,128.5,186.0,18.5,,
2023-02-10 10:00:00,2023-02-10 11:00:00,4.0,66.25,2.7,5.15,4.93,,2.1,0.21,54.57,0.3,2.05,0.22,,0.03,33.25,1.82,128.5,258.0,19.02,,
2023-02-10 11:00:00,2023-02-10 12:00:00,9.0,74.0,3.1,5.85,5.6,,2.7,0.23,59.62,0.22,2.08,0.17,,0.05,33.75,1.78,128.5,305.25,19.2,,
2023-02-10 12:00:00,2023-02-10 13:00:00,8.75,86.25,3.2,6.5,6.05,,2.78,0.23,69.05,0.2,1.98,0.15,,0.08,30.0,1.8,128.5,324.5,19.65,,
2023-02-10 13:00:00,2023-02-10 14:00:00,8.0,67.75,3.0,5.77,5.5,,2.92,0.23,78.78,0.2,1.88,0.15,0.08,0.05,28.5,1.82,128.5,308.75,19.97,,
2023-02-10 14:00:00,2023-02-10 15:00:00,9.5,60.25,3.08,5.7,5.47,,3.33,0.24,88.55,0.2,1.8,0.15,,0.03,27.5,1.65,128.5,265.5,20.35,,
2023-02-10 15:00:00,2023-02-10 16:00:00,12.75,67.75,3.17,5.97,5.75,,3.27,0.25,88.5,0.2,1.88,0.15,0.03,0.05,28.0,1.6,128.5,196.5,20.52,,
2023-02-10 16:00:00,2023-02-10 17:00:00,12.0,66.5,3.15,5.33,5.35,,2.73,0.24,91.93,0.2,1.98,0.22,,0.05,30.0,1.58,128.5,108.25,20.27,,
2023-02-10 17:00:00,2023-02-10 18:00:00,14.0,63.75,2.88,5.78,5.4,,2.72,0.27,90.75,0.2,1.75,0.27,0.03,,35.75,1.35,128.25,22.5,19.65,,
2023-02-10 18:00:00,2023-02-10 19:00:00,17.75,67.25,2.9,11.15,8.3,,2.5,0.29,70.5,0.2,1.75,0.23,,0.03,42.25,0.8,128.5,8.0,18.7,,
2023-02-10 19:00:00,2023-02-10 20:00:00,15.5,83.25,2.73,12.97,9.1,,2.8,0.38,67.12,0.28,2.2,2.45,1.12,0.45,46.25,0.6,128.5,6.25,18.07,,
2023-02-10 20:00:00,2023-02-10 21:00:00,17.5,86.25,2.58,12.2,8.57,,2.95,0.41,64.6,0.35,2.25,0.53,0.03,0.05,45.5,0.5,128.5,6.0,17.85,,
2023-02-10 21:00:00,2023-02-10 22:00:00,21.75,85.75,3.05,13.15,9.45,,2.33,0.28,55.02,0.27,2.18,0.4,,0.03,41.75,0.57,128.5,6.0,17.85,,
2023-02-10 22:00:00,2023-02-10 23:00:00,23.5,62.25,3.12,14.47,10.28,,1.95,0.23,55.1,0.2,1.67,0.28,,0.05,41.25,0.42,128.5,6.0,17.62,,
2023-02-10 23:00:00,2023-02-11 00:00:00,11.0,43.75,2.88,12.7,9.07,,1.6,0.23,50.4,0.2,1.65,0.2,,0.05,41.0,0.75,128.5,6.0,17.4,,
2023-02-11 00:00:00,2023-02-11 01:00:00,8.0,44.75,2.62,7.8,6.25,,1.1,0.22,57.1,0.17,1.52,0.15,,0.03,43.0,0.78,128.5,6.0,17.07,,
2023-02-11 01:00:00,2023-02-11 02:00:00,9.0,41.5,2.7,5.22,5.0,,1.2,0.23,54.45,0.2,1.42,0.1,0.03,,47.0,0.73,128.5,6.0,16.6,,
2023-02-11 02:00:00,2023-02-11 03:00:00,10.75,41.75,2.65,4.25,4.42,,1.02,0.23,56.55,0.2,1.48,0.1,0.03,0.03,53.25,0.45,128.25,5.75,16.18,,
2023-02-11 03:00:00,2023-02-11 04:00:00,8.25,41.25,2.52,4.92,4.68,,0.4,0.23,49.25,0.2,1.4,0.1,,,62.0,0.35,128.5,5.5,15.77,,
2023-02-11 04:00:00,2023-02-11 05:00:00,9.5,51.25,2.5,6.48,5.48,,0.47,0.26,42.8,0.2,1.55,0.12,0.05,0.05,64.0,0.35,128.5,5.25,15.82,,
2023-02-11 05:00:00,2023-02-11 06:00:00,10.75,58.25,2.7,8.22,6.6,,0.2,0.25,32.62,0.2,1.58,0.2,,,72.75,0.27,128.5,5.0,15.4,,
2023-02-11 06:00:00,2023-02-11 07:00:00,10.75,56.0,3.15,12.22,9.05,,0.3,0.35,13.98,0.28,1.98,0.35,0.03,,78.0,0.23,128.5,5.25,15.2,,
2023-02-11 07:00:00,2023-02-11 08:00:00,23.25,87.25,7.03,18.65,15.6,,,0.65,5.28,0.82,3.4,0.95,0.1,,78.75,0.23,128.5,21.25,15.38,,
2023-02-11 08:00:00,2023-02-11 09:00:00,47.0,119.25,7.0,15.7,14.07,,0.2,0.37,43.22,0.98,2.85,0.5,0.05,,70.75,0.5,128.5,93.25,16.95,,
2023-02-11 09:00:00,2023-02-11 10:00:00,33.5,106.0,3.43,9.73,7.95,,1.27,0.26,66.28,0.35,2.08,0.25,,,61.75,0.47,128.5,176.0,18.5,,
2023-02-11 10:00:00,2023-02-11 11:00:00,12.25,95.75,3.02,7.78,6.58,,2.28,0.27,72.4,0.3,2.0,0.2,,0.05,58.25,0.72,128.5,245.25,19.57,,
2023-02-11 11:00:00,2023-02-11 12:00:00,15.0,125.25,2.92,6.6,5.9,,1.85,0.26,76.78,0.3,1.75,0.18,0.03,0.05,52.25,0.8,128.25,292.25,21.6,,
2023-02-11 12:00:00,2023-02-11 13:00:00,19.25,114.25,3.22,6.22,5.92,,0.88,0.25,74.88,0.2,1.77,0.15,,,45.25,1.15,128.5,307.0,22.25,,
2023-02-11 13:00:00,2023-02-11 14:00:00,16.5,101.0,2.98,5.52,5.38,,0.75,0.23,78.45,0.2,1.68,0.12,0.03,0.03,40.75,1.72,128.5,298.5,22.42,,
2023-02-11 14:00:00,2023-02-11 15:00:00,15.25,98.0,2.78,5.65,5.25,,0.42,0.23,82.55,0.2,1.62,0.18,,,38.75,1.4,128.5,259.0,22.75,,
2023-02-11 15:00:00,2023-02-11 16:00:00,16.75,98.5,2.95,5.58,5.35,,0.67,0.24,80.78,0.2,1.52,0.1,0.1,,35.75,1.4,128.5,193.5,23.22,,
2023-02-11 16:00:00,2023-02-11 17:00:00,18.75,104.25,3.08,4.88,5.12,,0.62,0.24,88.43,0.2,1.6,0.1,,,34.0,1.2,128.5,105.0,23.27,,
2023-02-11 17:00:00,2023-02-11 18:00:00,18.0,117.25,2.77,5.08,4.97,,0.85,0.27,93.83,0.2,1.52,0.12,0.03,0.03,35.5,1.4,128.5,26.75,22.9,,
2023-02-11 18:00:00,2023-02-11 19:00:00,19.5,130.75,2.55,8.57,6.65,,0.6,0.43,78.25,0.28,1.97,0.35,0.03,0.05,39.5,0.78,128.5,7.75,22.5,,
2023-02-11 19:00:00,2023-02-11 20:00:00,26.5,167.5,3.5,22.12,14.62,,0.4,0.72,31.12,0.48,3.1,0.85,0.05,0.1,46.75,0.3,128.5,6.0,21.68,,
2023-02-11 20:00:00,2023-02-11 21:00:00,40.0,219.5,14.53,35.08,30.45,,0.62,1.18,10.9,0.93,5.0,1.73,0.17,0.08,54.5,0.2,128.5,6.0,21.17,,
2023-02-11 21:00:00,2023-02-11 22:00:00,58.5,236.25,16.65,29.87,29.42,,0.83,0.66,24.18,1.07,6.17,2.2,0.25,0.12,54.5,0.25,128.25,6.0,20.75,,
2023-02-11 22:00:00,2023-02-11 23:00:00,64.0,213.75,7.62,29.62,21.95,,0.1,0.65,15.18,0.67,3.85,1.0,0.12,0.12,53.75,0.2,128.5,5.75,20.55,,
2023-02-11 23:00:00,2023-02-12 00:00:00,42.5,186.0,14.07,35.9,30.52,,1.8,0.64,1.7,0.55,4.33,1.45,0.15,0.1,53.5,0.32,128.5,5.25,20.35,,
2023-02-12 00:00:00,2023-02-12 01:00:00,41.75,181.75,14.57,36.65,31.35,,2.65,0.55,0.75,0.5,3.67,1.05,0.12,0.05,56.0,0.3,128.5,5.25,20.1,,
2023-02-12 01:00:00,2023-02-12 02:00:00,46.25,178.75,11.28,32.27,26.33,,2.63,0.49,10.97,0.47,3.27,0.9,0.1,0.05,57.75,0.42,128.5,15.0,19.98,,
2023-02-12 02:00:00,2023-02-12 03:00:00,40.5,156.5,5.8,22.15,16.5,,2.38,0.53,32.12,0.45,2.42,0.47,0.03,,60.75,0.28,128.5,41.0,19.58,,
2023-02-12 03:00:00,2023-02-12 04:00:00,35.25,128.75,3.85,19.33,13.4,,2.35,0.49,15.98,0.45,2.12,0.33,,,62.5,0.23,128.5,40.25,19.35,,
2023-02-12 04:00:00,2023-02-12 05:00:00,34.0,114.25,3.6,19.25,13.15,,2.15,0.44,22.47,0.45,2.1,0.38,,0.1,58.0,0.3,128.5,39.25,19.45,,
2023-02-12 05:00:00,2023-02-12 06:00:00,35.75,120.5,4.25,22.62,15.45,,1.92,0.45,8.9,0.4,2.23,0.38,0.03,,62.0,0.33,128.5,38.5,19.12,,
2023-02-12 06:00:00,2023-02-12 07:00:00,36.75,134.0,6.2,25.3,18.5,,1.85,0.6,5.7,0.5,2.48,0.52,0.03,,58.75,0.25,128.25,38.25,19.05,,
2023-02-12 07:00:00,2023-02-12 08:00:00,48.25,163.75,5.62,27.6,19.25,,2.12,0.93,17.12,1.27,2.72,0.65,0.03,0.08,55.5,0.35,128.5,45.0,19.2,,
2023-02-12 08:00:00,2023-02-12 09:00:00,69.75,211.75,4.78,23.92,16.6,,2.48,0.67,44.45,1.55,2.8,0.55,0.08,,45.5,0.43,128.5,82.25,20.52,,
2023-02-12 09:00:00,2023-02-12 10:00:00,70.25,214.25,5.0,20.93,15.18,,2.92,0.59,49.43,0.9,2.38,0.4,,0.1,39.5,0.55,128.5,141.25,21.95,,
2023-02-12 10:00:00,2023-02-12 11:00:00,46.25,193.25,4.3,17.4,12.8,,3.83,0.46,76.32,0.68,2.2,0.35,,0.12,26.75,1.43,128.5,221.75,22.8,,
2023-02-12 11:00:00,2023-02-12 12:00:00,38.5,166.25,3.1,9.4,7.52,,4.03,0.39,98.55,0.45,1.92,0.2,,0.1,23.25,2.15,128.5,257.5,23.02,,
2023-02-12 12:00:00,2023-02-12 13:00:00,30.0,151.5,2.98,6.4,5.8,,4.0,0.35,106.05,0.4,1.8,0.17,,0.1,22.5,2.12,128.5,262.25,23.27,,
2023-02-12 13:00:00,2023-02-12 14:00:00,30.75,139.25,2.97,5.25,5.2,,3.83,0.33,105.25,0.35,1.7,0.15,0.05,0.05,21.25,1.7,128.5,257.25,23.68,,
2023-02-12 14:00:00,2023-02-12 15:00:00,26.0,121.75,2.8,4.53,4.7,,3.6,0.31,108.45,0.3,1.65,0.15,,0.03,21.0,1.73,128.5,224.25,23.73,,
2023-02-12 15:00:00,2023-02-12 16:00:00,24.5,115.75,2.85,4.47,4.72,,3.77,0.31,112.7,0.3,1.52,0.12,,0.03,19.75,1.55,128.5,175.25,24.07,,
2023-02-12 16:00:00,2023-02-12 17:00:00,26.75,114.0,2.38,3.88,4.0,,3.4,0.3,115.02,0.25,1.52,0.1,,0.05,19.25,2.0,128.5,111.5,23.9,,
2023-02-12 17:00:00,2023-02-12 18:00:00,26.25,115.25,2.6,4.45,4.47,,3.95,0.3,110.17,0.2,1.57,0.15,0.05,,19.0,2.0,128.5,58.5,23.65,,
2023-02-12 18:00:00,2023-02-12 19:00:00,20.25,124.25,2.57,7.58,6.15,,4.25,0.39,92.05,0.3,1.88,0.33,,0.15,20.75,0.9,128.5,47.5,22.8,,
2023-02-12 19:00:00,2023-02-12 20:00:00,23.0,133.75,2.83,14.1,9.8,,3.75,0.54,68.42,0.47,2.8,0.55,0.05,0.25,23.25,0.85,128.5,45.75,22.07,,
2023-02-12 20:00:00,2023-02-12 21:00:00,22.25,137.5,2.78,11.45,8.38,,3.03,0.39,75.03,0.43,2.55,0.45,0.03,0.15,21.75,0.65,128.5,44.5,21.93,,
2023-02-12 21:00:00,2023-02-12 22:00:00,10.0,103.0,2.6,8.2,6.48,,2.55,0.29,84.47,0.27,2.08,0.38,,0.12,18.25,1.1,128.5,43.5,21.82,,
2023-02-12 22:00:00,2023-02-12 23:00:00,16.0,88.0,2.58,4.7,4.58,,2.35,0.23,96.1,0.2,1.6,0.15,,0.05,17.0,1.95,128.25,43.0,21.73,,
2023-02-12 23:00:00,2023-02-13 00:00:00,15.25,96.0,2.47,3.6,3.95,,2.2,0.27,97.48,0.2,1.7,0.17,,0.08,18.0,1.95,128.5,42.25,21.45,,
2023-02-13 00:00:00,2023-02-13 01:00:00,14.25,115.75,2.42,3.15,3.65,,1.8,0.26,104.25,0.28,1.47,0.12,,0.03,23.5,0.83,128.5,41.5,20.77,,
2023-02-13 01:00:00,2023-02-13 02:00:00,12.25,105.75,2.48,7.17,5.82,,1.8,0.3,80.9,0.3,1.25,0.1,,0.03,29.75,0.78,128.5,40.75,19.7,,
2023-02-13 02:00:00,2023-02-13 03:00:00,10.25,103.5,2.55,12.3,8.62,,1.35,0.31,63.35,0.3,1.35,0.1,,,31.25,0.85,128.5,39.5,19.18,,
2023-02-13 03:00:00,2023-02-13 04:00:00,18.0,98.0,2.6,11.67,8.35,,1.0,0.29,80.15,0.3,1.25,0.08,0.03,,27.5,0.75,128.5,38.5,19.33,,
2023-02-13 04:00:00,2023-02-13 05:00:00,14.0,89.75,2.65,9.05,6.95,,0.73,0.3,81.55,0.3,1.2,0.08,,,29.25,0.93,128.5,37.75,19.02,,
2023-02-13 05:00:00,2023-02-13 06:00:00,19.0,80.5,3.1,12.68,9.28,,0.62,0.35,52.32,0.3,1.18,0.08,0.03,0.03,38.25,0.38,128.5,36.25,17.95,,
2023-02-13 06:00:00,2023-02-13 07:00:00,20.75,92.0,6.95,31.5,22.43,,0.7,0.47,8.78,0.35,1.27,0.1,,,45.25,0.3,128.5,39.0,17.18,,
2023-02-13 07:00:00,2023-02-13 08:00:00,23.5,114.0,8.62,34.83,25.52,,0.5,0.53,11.55,0.4,1.35,0.1,0.03,0.03,41.5,0.35,128.5,44.75,18.02,,
2023-02-13 08:00:00,2023-02-13 09:00:00,32.0,147.0,9.72,30.9,24.35,,0.75,0.61,35.95,0.73,2.08,0.4,0.03,0.1,35.0,0.3,128.25,80.25,19.5,,
2023-02-13 09:00:00,2023-02-13 10:00:00,51.25,213.5,6.1,23.17,17.32,,1.38,0.52,62.55,0.53,1.93,0.27,,0.12,27.5,0.45,128.75,143.0,20.75,,
2023-02-13 10:00:00,2023-02-13 11:00:00,29.5,154.75,4.12,14.52,11.07,,1.8,0.38,76.75,0.45,1.98,0.33,0.03,0.08,17.5,0.82,128.25,264.25,22.07,,
2023-02-13 11:00:00,2023-02-13 12:00:00,24.25,99.25,3.38,7.93,6.95,,1.68,0.33,87.57,0.3,1.73,0.2,,,14.5,1.3,128.5,309.5,22.68,,
2023-02-13 12:00:00,2023-02-13 13:00:00,19.5,68.75,3.1,5.5,5.43,,1.48,0.29,93.73,0.3,1.75,0.12,,0.05,12.25,1.68,128.5,319.0,22.98,,
2023-02-13 13:00:00,2023-02-13 14:00:00,19.0,66.75,3.15,5.53,5.52,,1.2,0.29,93.62,0.3,1.73,0.15,,0.05,10.75,1.43,128.5,319.25,23.5,,
2023-02-13 14:00:00,2023-02-13 15:00:00,,56.75,2.78,4.47,4.62,,1.07,0.26,98.78,0.22,1.67,0.12,,0.05,10.5,0.88,128.5,278.0,24.07,,
2023-02-13 15:00:00,2023-02-13 16:00:00,1.0,43.0,2.88,3.45,4.17,,1.4,0.28,95.58,0.2,1.68,0.1,0.05,,10.75,0.67,128.5,208.5,24.35,,
2023-02-13 16:00:00,2023-02-13 17:00:00,3.5,49.75,2.55,4.1,4.25,,1.43,0.24,102.75,0.2,1.83,0.23,,0.1,10.75,0.57,128.5,121.5,24.32,,
2023-02-13 17:00:00,2023-02-13 18:00:00,8.0,47.25,2.75,6.38,5.62,,2.57,0.31,94.22,0.2,1.75,0.15,,0.05,13.5,0.27,128.5,23.25,24.0,,
2023-02-13 18:00:00,2023-02-13 19:00:00,6.0,63.5,3.12,19.23,12.8,,3.75,0.51,53.42,0.28,2.42,0.38,0.03,,21.0,0.22,128.5,53.5,22.05,,
2023-02-13 19:00:00,2023-02-13 20:00:00,13.75,128.75,3.25,30.85,19.02,,3.85,0.89,32.58,0.6,4.28,0.85,0.1,,24.25,0.25,128.5,87.25,21.0,,
2023-02-13 20:00:00,2023-02-13 21:00:00,31.75,158.25,3.0,29.6,18.18,,3.5,0.69,50.9,1.08,4.9,0.95,0.15,0.03,22.25,0.42,128.25,85.5,21.12,,
2023-02-13 21:00:00,2023-02-13 22:00:00,27.5,115.0,2.92,25.68,16.02,,3.15,0.52,57.1,0.83,3.72,0.9,0.1,,21.5,0.53,128.5,83.0,20.88,,
2023-02-13 22:00:00,2023-02-13 23:00:00,18.75,79.75,2.92,29.43,18.02,,2.5,0.45,42.1,1.2,4.47,0.95,0.1,0.1,24.75,0.57,128.5,81.5,20.43,,
2023-02-13 23:00:00,2023-02-14 00:00:00,14.75,73.0,2.77,24.18,15.15,,2.67,0.32,53.8,0.55,3.15,0.53,0.03,0.17,23.75,0.42,128.5,80.25,20.12,,
2023-02-14 00:00:00,2023-02-14 01:00:00,7.75,47.0,2.7,24.3,15.1,,3.45,0.3,49.15,0.43,2.52,0.6,0.05,0.08,24.0,0.35,128.5,80.0,19.98,,
2023-02-14 01:00:00,2023-02-14 02:00:00,9.0,47.75,2.83,25.52,15.9,,3.25,0.3,41.8,0.57,2.55,0.45,0.03,0.12,27.5,0.2,128.5,79.75,19.45,,
2023-02-14 02:00:00,2023-02-14 03:00:00,8.75,47.25,2.85,26.0,16.13,,3.22,0.33,32.12,0.53,2.27,0.45,0.03,0.08,30.5,0.23,128.5,80.25,18.98,,
2023-02-14 03:00:00,2023-02-14 04:00:00,7.5,44.75,3.5,25.18,16.25,,3.2,0.31,21.8,0.35,2.4,0.35,0.03,0.08,36.75,0.23,128.5,81.0,18.55,,
2023-02-14 04:00:00,2023-02-14 05:00:00,6.75,56.5,5.12,30.02,20.15,,2.9,0.33,4.2,0.4,2.7,0.55,0.05,0.08,40.75,0.22,128.5,80.5,18.18,,
2023-02-14 05:00:00,2023-02-14 06:00:00,9.5,63.0,4.12,29.8,19.2,,3.4,0.33,22.68,0.45,2.38,0.53,0.05,0.08,34.0,0.2,128.5,80.75,18.5,,
2023-02-14 06:00:00,2023-02-14 07:00:00,16.0,74.5,5.83,32.23,21.85,,3.57,0.57,20.52,0.55,2.68,0.68,0.08,0.15,33.25,0.43,128.25,82.0,18.57,,
2023-02-14 07:00:00,2023-02-14 08:00:00,36.5,105.25,4.05,29.77,19.15,,4.17,0.58,56.75,1.85,3.08,0.68,0.1,0.22,18.75,0.75,128.5,84.5,20.6,,
2023-02-14 08:00:00,2023-02-14 09:00:00,44.25,116.5,3.43,19.07,12.95,,3.42,0.39,87.95,0.78,2.4,0.33,,0.2,13.25,1.02,128.5,101.75,22.23,,
2023-02-14 09:00:00,2023-02-14 10:00:00,15.0,78.0,3.58,11.6,9.07,,4.18,0.38,87.58,0.53,2.52,0.4,0.05,0.28,16.5,0.6,128.5,161.25,23.45,,
