From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2021-07-23 04:00:00,2021-07-23 05:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-23 05:00:00,2021-07-23 06:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-23 06:00:00,2021-07-23 07:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-23 07:00:00,2021-07-23 08:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-23 08:00:00,2021-07-23 09:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-23 09:00:00,2021-07-23 10:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-23 10:00:00,2021-07-23 11:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-23 11:00:00,2021-07-23 12:00:00,,37.75,0.45,14.1,7.88,9.25,5.17,0.56,38.38,0.4,241.73,30.57,96.55,,44.0,1.18,160.25,421.0,40.5,32.95,0.0
2021-07-23 12:00:00,2021-07-23 13:00:00,,29.0,0.53,17.82,9.88,10.18,6.12,0.6,35.0,0.33,251.38,36.92,117.62,,53.0,1.07,167.5,272.0,47.95,32.45,0.03
2021-07-23 13:00:00,2021-07-23 14:00:00,,20.67,0.25,11.78,6.5,9.35,5.67,0.56,36.73,0.27,224.67,35.12,117.43,,56.25,0.93,168.0,304.25,45.45,32.27,0.0
2021-07-23 14:00:00,2021-07-23 15:00:00,,18.5,0.45,9.45,5.38,7.45,4.35,0.44,41.65,0.2,130.28,13.38,46.57,,47.0,1.27,153.0,310.0,19.25,32.83,0.0
2021-07-23 15:00:00,2021-07-23 16:00:00,,25.5,0.45,11.18,6.33,7.45,4.32,0.41,36.2,0.2,132.6,13.65,47.12,,42.25,1.38,154.5,229.0,19.45,32.9,0.0
2021-07-23 16:00:00,2021-07-23 17:00:00,,26.67,0.85,14.45,8.35,7.88,4.03,0.4,38.55,0.2,159.18,16.27,55.85,,43.25,1.45,153.5,127.0,23.07,32.73,0.0
2021-07-23 17:00:00,2021-07-23 18:00:00,,32.25,0.55,13.95,7.85,7.3,3.23,0.44,37.75,0.2,155.38,14.32,47.22,,45.5,1.28,155.25,48.25,20.35,32.52,0.0
2021-07-23 18:00:00,2021-07-23 19:00:00,,34.5,0.5,13.97,7.82,8.5,4.12,0.47,35.97,0.23,216.72,24.65,79.97,,51.25,1.27,158.25,13.75,33.6,32.1,0.0
2021-07-23 19:00:00,2021-07-23 20:00:00,,37.0,1.0,15.98,9.32,9.18,5.15,0.48,30.52,0.3,249.58,34.98,111.95,,59.0,1.35,161.0,6.0,45.55,31.3,0.0
2021-07-23 20:00:00,2021-07-23 21:00:00,,27.75,0.87,15.43,8.9,9.6,6.3,0.51,25.52,0.3,269.73,42.42,133.5,,60.5,1.35,146.0,5.5,53.15,31.08,0.0
2021-07-23 21:00:00,2021-07-23 22:00:00,,15.75,0.35,13.25,7.3,10.15,7.22,0.46,24.97,0.3,268.33,44.73,141.38,,60.0,1.4,161.0,6.0,55.72,31.2,0.0
2021-07-23 22:00:00,2021-07-23 23:00:00,,10.5,0.4,12.1,6.8,10.52,7.18,0.42,25.62,0.3,271.73,44.6,139.43,,58.0,1.32,163.0,6.0,55.63,31.23,0.0
2021-07-23 23:00:00,2021-07-24 00:00:00,,13.25,0.4,11.65,6.53,10.62,7.0,0.44,23.5,0.3,274.75,45.03,139.12,,62.0,1.45,161.0,6.0,55.83,31.1,0.0
2021-07-24 00:00:00,2021-07-24 01:00:00,,9.25,0.43,11.45,6.45,10.02,5.78,0.42,23.35,0.3,280.05,44.95,136.57,,61.25,1.35,157.25,6.0,55.73,31.05,0.0
2021-07-24 01:00:00,2021-07-24 02:00:00,,13.75,0.35,11.53,6.2,9.47,5.05,0.42,22.95,0.3,290.08,46.17,138.6,,62.0,1.52,147.25,6.0,57.95,30.9,0.0
2021-07-24 02:00:00,2021-07-24 03:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-24 03:00:00,2021-07-24 04:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-24 04:00:00,2021-07-24 05:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-24 05:00:00,2021-07-24 06:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-24 06:00:00,2021-07-24 07:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-24 07:00:00,2021-07-24 08:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-24 08:00:00,2021-07-24 09:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-24 09:00:00,2021-07-24 10:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-24 10:00:00,2021-07-24 11:00:00,,24.5,0.62,11.85,6.8,7.77,3.88,0.44,29.77,0.25,276.05,42.17,128.47,,53.75,1.55,162.0,270.75,52.33,31.58,0.0
2021-07-24 11:00:00,2021-07-24 12:00:00,,31.0,0.52,11.7,6.65,11.72,2.12,0.44,31.9,0.2,235.28,30.5,96.88,,52.5,1.62,151.75,328.25,39.17,31.8,0.0
2021-07-24 12:00:00,2021-07-24 13:00:00,,34.0,0.5,13.07,7.38,20.07,1.95,0.41,32.07,0.2,209.75,24.42,80.3,,51.25,1.6,172.0,342.0,32.55,31.92,0.0
2021-07-24 13:00:00,2021-07-24 14:00:00,,32.0,0.65,13.08,7.48,21.75,2.83,0.44,32.08,0.27,171.98,15.8,51.6,,52.0,1.33,179.0,241.5,22.1,32.03,0.0
2021-07-24 14:00:00,2021-07-24 15:00:00,,24.0,0.75,13.05,7.55,19.9,2.7,0.45,40.15,0.25,138.15,12.45,41.6,,52.0,1.15,176.25,155.5,17.77,32.05,0.0
2021-07-24 15:00:00,2021-07-24 16:00:00,,24.75,0.3,10.22,5.62,7.38,2.57,0.48,55.9,0.2,136.18,12.95,43.95,,52.25,1.52,174.0,165.5,18.5,31.88,0.0
2021-07-24 16:00:00,2021-07-24 17:00:00,,,0.6,8.0,4.75,8.57,1.3,0.47,51.6,0.12,111.97,10.07,34.05,,57.0,1.05,174.75,101.5,14.6,31.55,0.0
2021-07-24 17:00:00,2021-07-24 18:00:00,,,0.3,7.2,4.07,4.25,0.5,0.43,47.55,0.43,140.4,11.7,38.17,,57.25,0.95,177.5,44.75,16.65,31.7,0.0
2021-07-24 18:00:00,2021-07-24 19:00:00,,,0.3,6.88,3.85,2.58,1.2,0.42,44.0,0.12,65.72,6.08,21.15,,60.5,0.78,181.75,8.25,8.85,31.45,0.0
2021-07-24 19:00:00,2021-07-24 20:00:00,,,0.17,8.18,4.48,2.27,0.43,0.46,44.7,0.2,39.3,4.1,15.23,,62.25,0.7,182.5,6.0,6.15,31.4,0.0
2021-07-24 20:00:00,2021-07-24 21:00:00,,,,7.6,4.05,2.8,0.5,0.4,48.45,0.27,31.2,3.48,13.12,,60.75,0.7,179.75,5.75,5.15,31.37,0.0
2021-07-24 21:00:00,2021-07-24 22:00:00,,,0.15,6.77,3.72,3.45,3.1,0.45,32.92,0.23,95.53,4.7,12.03,,65.0,0.65,174.25,5.75,6.62,31.1,0.0
2021-07-24 22:00:00,2021-07-24 23:00:00,,,0.15,9.2,5.03,3.17,5.78,0.44,24.38,0.3,186.55,7.32,13.35,,64.0,0.6,184.0,6.0,10.35,30.98,0.0
2021-07-24 23:00:00,2021-07-25 00:00:00,,,0.28,14.38,7.85,2.95,6.1,0.44,21.4,0.2,197.5,8.17,14.65,,66.25,0.78,180.0,6.25,11.53,30.8,0.0
2021-07-25 00:00:00,2021-07-25 01:00:00,,,0.3,16.43,9.0,3.0,2.9,0.4,21.3,0.2,190.38,8.35,15.75,,68.25,0.68,176.75,6.5,11.72,30.62,0.0
2021-07-25 01:00:00,2021-07-25 02:00:00,,,,9.47,5.0,3.05,,0.34,41.55,0.2,152.07,1.9,16.38,,69.0,0.67,179.25,6.0,10.53,30.68,0.0
2021-07-25 02:00:00,2021-07-25 03:00:00,,,0.15,6.7,3.67,2.42,,0.34,41.9,0.2,59.7,4.1,12.78,,70.5,0.65,180.5,6.0,5.83,30.62,0.0
2021-07-25 03:00:00,2021-07-25 04:00:00,,,0.17,6.6,3.7,2.27,,0.38,42.1,0.12,32.27,3.12,10.32,,70.75,0.75,177.25,5.75,4.17,30.6,0.0
2021-07-25 04:00:00,2021-07-25 05:00:00,,,0.2,5.78,3.23,2.48,,0.37,37.35,0.1,26.7,2.67,8.95,,71.0,0.85,165.0,6.25,3.62,30.6,0.0
2021-07-25 05:00:00,2021-07-25 06:00:00,,,0.23,6.72,3.73,2.88,,0.53,35.8,0.17,75.22,3.8,9.35,,70.5,0.78,168.75,27.5,5.17,30.63,0.0
2021-07-25 06:00:00,2021-07-25 07:00:00,,,0.4,8.18,4.7,10.25,,0.72,28.62,0.22,163.72,6.38,11.4,,68.0,0.75,169.0,69.75,9.12,30.75,0.0
2021-07-25 07:00:00,2021-07-25 08:00:00,,,0.75,12.15,7.08,5.45,1.23,0.47,28.57,0.3,186.1,7.65,13.15,,64.75,0.9,172.0,129.75,11.0,31.0,0.0
2021-07-25 08:00:00,2021-07-25 09:00:00,,,0.7,16.18,9.17,5.47,2.85,0.54,34.17,0.3,179.75,8.02,14.4,,58.25,0.85,166.0,245.75,11.12,31.52,0.0
2021-07-25 09:00:00,2021-07-25 10:00:00,,,0.43,16.38,9.1,4.45,,0.41,58.1,0.3,155.75,1.9,16.35,,56.25,0.93,169.25,227.25,10.83,31.72,0.0
2021-07-25 10:00:00,2021-07-25 11:00:00,,,0.65,10.6,6.17,3.77,,0.41,70.88,0.22,64.22,4.38,13.12,,53.5,1.1,159.25,368.0,6.22,32.1,0.0
2021-07-25 11:00:00,2021-07-25 12:00:00,,,0.6,9.68,5.65,3.4,,0.39,78.33,0.2,36.3,3.4,11.0,,49.25,1.05,168.5,390.0,4.6,32.42,0.0
2021-07-25 12:00:00,2021-07-25 13:00:00,,,0.47,8.42,4.78,4.1,6.0,0.3,,0.2,37.47,3.03,9.27,,50.25,0.85,161.5,213.0,4.23,32.38,0.0
2021-07-25 13:00:00,2021-07-25 14:00:00,,,0.58,9.73,5.65,5.8,3.25,0.67,35.1,0.23,119.37,9.73,31.4,,56.25,0.95,227.5,143.0,14.3,32.12,0.0
2021-07-25 14:00:00,2021-07-25 15:00:00,,,0.75,12.02,7.02,6.18,2.58,0.85,11.3,0.3,125.97,12.67,43.8,,56.5,0.65,178.75,120.75,18.53,32.07,0.0
2021-07-25 15:00:00,2021-07-25 16:00:00,,28.0,0.45,10.68,6.0,5.7,2.5,0.91,15.22,0.35,147.05,11.77,36.77,,52.75,0.58,187.75,98.5,17.55,32.12,0.0
2021-07-25 16:00:00,2021-07-25 17:00:00,,41.75,0.65,11.68,6.72,7.45,2.55,0.92,23.3,0.27,88.33,7.45,24.32,,52.0,0.65,174.0,97.5,11.17,32.28,0.0
2021-07-25 17:00:00,2021-07-25 18:00:00,,51.75,0.35,10.52,5.88,20.55,1.1,0.41,27.7,0.2,79.35,5.08,14.6,,52.75,0.6,190.0,38.0,7.25,32.05,0.0
2021-07-25 18:00:00,2021-07-25 19:00:00,,62.75,0.38,12.7,7.05,7.75,0.83,0.53,28.15,0.28,73.4,4.65,13.5,,58.0,0.47,178.75,7.75,6.6,31.78,0.0
2021-07-25 19:00:00,2021-07-25 20:00:00,,72.75,0.3,17.55,9.57,6.4,0.73,0.63,25.4,0.45,74.8,4.7,13.7,,58.75,0.32,167.25,6.0,6.62,31.58,0.0
2021-07-25 20:00:00,2021-07-25 21:00:00,,83.5,0.38,19.27,10.5,5.4,0.75,0.62,22.7,0.6,74.12,4.62,13.38,,58.25,0.33,198.75,6.0,6.55,31.48,0.0
2021-07-25 21:00:00,2021-07-25 22:00:00,,78.0,0.5,20.65,11.4,5.35,2.15,0.72,14.57,0.6,108.17,5.67,14.82,,63.0,0.3,152.25,6.0,8.22,31.32,0.0
2021-07-25 22:00:00,2021-07-25 23:00:00,,76.75,0.13,18.38,9.82,5.8,2.5,0.7,16.57,0.73,116.45,6.23,16.75,,67.0,0.38,136.75,6.25,9.23,31.25,0.0
2021-07-25 23:00:00,2021-07-26 00:00:00,,73.0,0.38,15.72,8.68,5.32,2.57,0.48,19.18,0.55,115.1,6.08,16.45,,66.75,0.43,160.0,6.0,9.05,31.3,0.0
2021-07-26 00:00:00,2021-07-26 01:00:00,,57.25,0.2,13.58,7.38,4.6,2.82,0.45,19.0,0.35,113.92,6.0,16.25,,65.5,0.6,146.5,6.0,9.03,31.25,0.0
2021-07-26 01:00:00,2021-07-26 02:00:00,,46.75,0.25,13.1,7.17,4.6,2.23,0.4,22.63,0.3,106.55,5.6,15.0,,67.5,0.52,175.75,6.0,8.28,31.15,0.0
2021-07-26 02:00:00,2021-07-26 03:00:00,,72.25,0.38,13.15,7.35,4.22,2.95,0.41,22.72,0.3,79.35,4.6,12.72,,68.25,0.53,171.5,6.0,6.55,31.17,0.0
2021-07-26 03:00:00,2021-07-26 04:00:00,,62.5,0.32,12.43,6.85,30.67,3.55,0.39,20.27,0.3,82.45,4.62,12.43,,69.0,0.55,172.0,6.0,6.6,31.1,0.0
2021-07-26 04:00:00,2021-07-26 05:00:00,,54.0,0.38,11.02,6.18,21.53,3.45,0.39,22.27,0.3,80.75,4.58,12.53,,71.0,0.42,172.75,6.0,6.48,30.98,0.0
2021-07-26 05:00:00,2021-07-26 06:00:00,,51.5,0.38,12.62,7.02,12.08,4.7,,13.58,0.3,103.45,5.3,13.75,,71.5,0.3,198.0,16.75,7.95,30.95,0.0
2021-07-26 06:00:00,2021-07-26 07:00:00,,30.0,0.62,17.03,9.58,10.35,5.3,,15.38,0.38,118.78,6.08,16.15,,68.25,0.32,182.25,45.0,9.22,31.1,0.0
2021-07-26 07:00:00,2021-07-26 08:00:00,,42.0,0.67,15.9,9.0,60.7,5.3,0.5,18.8,0.4,112.53,5.97,16.07,,63.33,0.33,174.33,102.67,8.97,31.23,0.0
2021-07-26 08:00:00,2021-07-26 09:00:00,,41.75,0.77,17.33,9.8,27.5,5.4,0.54,22.95,0.4,107.82,5.8,15.85,,62.0,0.5,166.5,159.75,8.72,31.5,0.0
2021-07-26 09:00:00,2021-07-26 10:00:00,,55.5,0.55,17.1,9.55,13.9,4.7,0.59,24.2,0.43,106.6,5.72,15.3,,57.25,0.6,154.5,267.0,8.78,31.93,0.0
2021-07-26 10:00:00,2021-07-26 11:00:00,,76.75,0.75,17.82,10.1,12.38,4.3,0.62,31.75,0.52,84.65,4.78,12.6,,54.75,0.55,178.75,271.25,6.85,32.27,0.0
2021-07-26 11:00:00,2021-07-26 12:00:00,,84.0,0.95,18.75,10.72,11.57,5.17,0.69,17.4,0.7,95.28,6.0,16.6,,53.25,0.58,193.75,338.5,8.93,32.52,0.0
2021-07-26 12:00:00,2021-07-26 13:00:00,,69.0,0.73,15.63,8.9,10.83,6.63,0.65,17.67,0.77,219.1,16.63,47.13,,47.33,0.77,215.67,277.0,24.17,32.77,0.0
2021-07-26 13:00:00,2021-07-26 14:00:00,,64.25,1.45,24.1,14.02,6.93,6.0,0.54,23.05,0.4,136.08,8.45,24.22,,67.5,1.2,272.25,57.25,12.6,30.35,0.23
2021-07-26 14:00:00,2021-07-26 15:00:00,,37.0,3.98,37.22,23.03,5.28,5.45,0.68,17.75,0.3,95.42,5.78,16.65,,65.0,0.4,154.0,168.25,8.4,31.15,0.0
2021-07-26 15:00:00,2021-07-26 16:00:00,,37.75,0.93,12.95,7.63,6.15,5.65,0.57,23.1,0.5,98.43,5.62,15.35,,53.75,0.45,173.75,201.0,7.92,32.27,0.0
2021-07-26 16:00:00,2021-07-26 17:00:00,,34.0,1.2,21.37,12.33,27.07,6.47,0.72,12.07,0.4,150.97,8.97,23.27,,56.67,0.57,244.0,79.33,13.23,32.1,0.0
2021-07-26 17:00:00,2021-07-26 18:00:00,,55.25,2.3,34.45,20.23,24.18,6.1,0.65,10.75,0.5,236.22,20.57,59.22,,63.75,0.72,253.5,28.25,29.67,31.27,0.0
2021-07-26 18:00:00,2021-07-26 19:00:00,,73.25,1.07,46.67,25.7,14.15,6.3,0.8,14.3,0.4,180.73,12.38,34.5,,66.0,0.3,157.25,7.0,17.9,30.9,0.0
2021-07-26 19:00:00,2021-07-26 20:00:00,,72.0,0.43,34.08,18.45,10.95,6.73,0.77,17.5,0.55,125.08,7.1,19.2,,68.0,0.22,192.0,6.0,10.45,30.8,0.0
2021-07-26 20:00:00,2021-07-26 21:00:00,,46.5,0.52,38.58,20.95,9.1,6.67,0.74,15.28,0.53,118.12,6.5,17.12,,71.25,0.17,186.75,6.0,9.47,30.73,0.0
2021-07-26 21:00:00,2021-07-26 22:00:00,,55.75,2.8,63.4,36.02,8.07,6.62,0.89,9.9,0.55,124.17,6.68,17.38,,71.75,0.28,225.5,6.0,9.72,30.77,0.0
2021-07-26 22:00:00,2021-07-26 23:00:00,,94.5,0.97,46.58,25.57,6.85,6.7,0.79,9.85,0.75,151.1,7.55,18.7,,69.5,0.3,230.75,6.0,11.05,30.87,0.0
2021-07-26 23:00:00,2021-07-27 00:00:00,,72.75,0.25,20.6,11.18,6.57,6.17,0.65,10.38,0.7,154.2,7.38,17.55,,71.0,0.15,99.0,6.0,10.75,30.7,0.0
2021-07-27 00:00:00,2021-07-27 01:00:00,,55.0,0.25,31.7,17.05,5.2,3.3,0.6,9.25,0.55,153.7,7.2,16.8,,72.0,0.25,177.5,6.0,10.8,30.7,0.0
2021-07-27 01:00:00,2021-07-27 02:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-27 02:00:00,2021-07-27 03:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-27 03:00:00,2021-07-27 04:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-27 04:00:00,2021-07-27 05:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-27 05:00:00,2021-07-27 06:00:00,,,,,,,,,,,,,,,,,,,,,
2021-07-27 06:00:00,2021-07-27 07:00:00,,10.0,0.2,10.63,5.77,4.47,2.9,0.41,16.6,0.2,138.2,6.87,16.4,,74.67,,,9.0,10.37,29.93,0.0
2021-07-27 07:00:00,2021-07-27 08:00:00,,12.0,0.4,9.7,5.45,4.17,2.65,0.47,17.37,0.2,137.3,6.75,16.0,,75.5,,,28.0,10.12,30.02,0.0
2021-07-27 08:00:00,2021-07-27 09:00:00,,14.5,0.43,9.43,5.37,4.4,2.93,0.5,19.15,0.3,136.35,6.83,16.15,,74.75,,,73.25,10.15,30.15,0.0
2021-07-27 09:00:00,2021-07-27 10:00:00,,19.75,0.55,9.05,5.25,4.9,2.1,0.43,21.55,0.3,127.05,6.6,15.9,,69.5,,,165.0,10.07,30.55,0.0
2021-07-27 10:00:00,2021-07-27 11:00:00,,14.5,0.57,8.6,5.05,4.2,1.95,0.46,22.77,0.3,117.42,6.05,14.65,,64.0,,,255.75,8.95,30.92,0.0
2021-07-27 11:00:00,2021-07-27 12:00:00,,8.5,0.38,7.73,4.42,3.95,1.82,0.47,61.42,0.3,116.22,6.0,14.52,,61.25,0.85,180.0,247.75,8.68,31.15,0.0
2021-07-27 12:00:00,2021-07-27 13:00:00,,15.75,0.45,7.3,4.2,3.88,1.92,0.47,67.72,0.3,199.1,15.15,43.27,,60.25,0.75,180.0,220.25,21.43,31.3,0.0
2021-07-27 13:00:00,2021-07-27 14:00:00,,12.5,0.65,8.07,4.85,3.67,2.35,0.54,69.3,0.35,247.1,26.38,78.82,,58.25,0.53,183.5,185.0,35.08,31.5,0.0
2021-07-27 14:00:00,2021-07-27 15:00:00,,18.5,0.72,8.88,5.3,3.88,3.55,0.55,73.1,0.4,265.12,32.95,97.7,,57.75,0.5,186.25,137.5,42.83,31.42,0.0
2021-07-27 15:00:00,2021-07-27 16:00:00,,24.75,0.38,7.35,4.2,3.6,3.1,0.51,71.25,0.35,254.55,32.85,101.45,,60.0,0.53,165.5,78.25,43.0,31.28,0.0
2021-07-27 16:00:00,2021-07-27 17:00:00,,22.25,0.42,6.65,3.85,3.35,2.85,0.52,69.8,0.4,262.88,39.7,125.35,,61.75,0.47,145.75,49.5,51.73,31.15,0.0
2021-07-27 17:00:00,2021-07-27 18:00:00,,24.75,0.28,8.22,4.6,3.42,2.9,0.56,64.83,0.4,268.53,41.12,128.8,,64.5,0.45,132.5,22.25,52.27,31.0,0.0
2021-07-27 18:00:00,2021-07-27 19:00:00,,35.75,0.23,11.93,6.5,3.4,2.52,0.6,57.47,0.3,165.6,13.82,42.52,,66.25,0.33,107.75,6.75,19.65,30.85,0.0
2021-07-27 19:00:00,2021-07-27 20:00:00,,46.5,0.35,17.12,9.38,3.85,2.58,0.71,45.47,0.4,119.65,7.7,22.48,,69.25,0.25,75.25,6.0,11.83,30.67,0.0
2021-07-27 20:00:00,2021-07-27 21:00:00,,53.0,0.35,13.85,7.67,3.75,2.72,0.66,48.1,0.47,114.9,6.9,19.4,,69.25,0.2,72.75,6.0,10.4,30.58,0.0
2021-07-27 21:00:00,2021-07-27 22:00:00,,41.0,0.38,14.85,8.2,3.65,2.85,0.75,39.15,0.45,111.45,6.5,18.12,,71.75,0.2,41.5,5.75,9.9,30.42,0.0
2021-07-27 22:00:00,2021-07-27 23:00:00,,40.75,0.27,15.82,8.62,3.65,2.98,0.7,32.62,0.43,132.18,6.97,18.05,,72.75,0.15,65.75,5.75,10.7,30.45,0.0
2021-07-27 23:00:00,2021-07-28 00:00:00,,34.75,0.23,14.23,7.75,3.67,2.93,0.65,29.15,0.4,147.18,7.3,18.1,,74.0,0.15,109.75,6.0,11.35,30.4,0.0
2021-07-28 00:00:00,2021-07-28 01:00:00,,32.75,0.35,18.62,10.2,3.52,2.88,0.6,24.15,0.4,147.43,7.15,17.38,,74.0,0.2,132.25,6.0,11.17,30.4,0.0
2021-07-28 01:00:00,2021-07-28 02:00:00,,44.0,0.45,20.7,11.35,3.58,2.55,0.59,20.05,0.43,145.25,7.08,16.9,,75.25,0.2,148.5,6.0,10.75,30.4,0.0
2021-07-28 02:00:00,2021-07-28 03:00:00,,41.75,0.15,11.35,6.12,3.65,1.93,0.52,33.65,0.4,134.73,6.53,15.7,,74.75,0.28,92.0,6.0,10.05,30.42,0.0
2021-07-28 03:00:00,2021-07-28 04:00:00,,37.5,0.2,10.43,5.67,3.6,1.83,0.52,25.35,0.4,135.32,6.55,15.3,,76.25,0.22,85.5,6.0,9.92,30.4,0.0
2021-07-28 04:00:00,2021-07-28 05:00:00,,30.75,0.4,11.85,6.68,3.48,1.98,0.53,17.65,0.4,133.6,6.47,15.17,,77.75,0.15,104.75,5.75,9.53,30.28,0.0
2021-07-28 05:00:00,2021-07-28 06:00:00,,42.25,10.62,28.65,23.88,3.45,2.33,0.73,8.12,0.47,133.05,6.53,15.4,,77.0,0.25,235.5,19.5,9.82,30.35,0.0
2021-07-28 06:00:00,2021-07-28 07:00:00,,98.5,9.83,30.33,24.13,3.27,2.77,0.71,21.0,0.67,133.8,6.95,17.23,,70.0,0.25,265.75,98.25,10.22,31.05,0.0
2021-07-28 07:00:00,2021-07-28 08:00:00,,60.67,1.33,13.43,8.23,4.0,2.83,0.59,53.05,0.53,130.33,6.87,17.0,,59.0,0.5,200.33,217.33,9.97,31.73,0.0
2021-07-28 08:00:00,2021-07-28 09:00:00,,48.75,1.17,13.93,8.37,3.8,3.07,0.56,76.1,0.4,126.7,6.67,16.48,,51.75,0.65,245.25,304.5,10.05,32.15,0.0
2021-07-28 09:00:00,2021-07-28 10:00:00,,47.75,0.85,12.45,7.3,3.75,2.8,0.52,73.65,0.4,113.12,6.33,16.38,,51.0,0.57,300.5,217.5,9.6,32.25,0.0
2021-07-28 10:00:00,2021-07-28 11:00:00,,47.0,1.02,11.47,6.9,3.48,1.83,0.52,73.45,0.35,107.7,5.93,15.07,,49.0,0.78,316.25,363.5,9.0,32.42,0.0
2021-07-28 11:00:00,2021-07-28 12:00:00,,48.25,0.88,13.05,7.65,4.12,1.67,0.57,66.2,0.38,115.12,6.05,14.97,,55.75,0.9,91.5,88.0,8.9,31.93,0.0
2021-07-28 12:00:00,2021-07-28 13:00:00,,75.0,0.57,10.47,6.0,2.6,2.08,0.45,56.58,0.43,170.9,12.43,36.95,,75.0,0.75,201.75,16.0,19.12,30.05,0.03
2021-07-28 13:00:00,2021-07-28 14:00:00,,6.0,1.07,20.55,11.85,2.58,2.8,0.65,48.9,0.35,206.58,18.77,59.28,,73.5,0.78,274.25,18.0,27.28,30.08,0.0
