From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2022-12-19 22:00:00,2022-12-19 23:00:00,73.75,129.75,17.68,40.52,35.92,,4.02,1.65,1.9,1.65,,,,,24.2,16.5,0.95,136.25,,12.38,0.0
2022-12-19 23:00:00,2022-12-20 00:00:00,73.75,136.5,2.88,27.98,17.23,,2.95,1.56,2.85,1.4,,,,,24.25,25.0,1.0,111.5,,11.43,0.0
2022-12-20 00:00:00,2022-12-20 01:00:00,65.0,110.75,9.4,33.33,25.38,,3.2,1.53,1.0,1.35,,,,,24.28,23.25,1.18,163.25,,11.38,0.0
2022-12-20 01:00:00,2022-12-20 02:00:00,59.25,109.0,5.7,28.85,19.95,,3.02,1.39,1.48,1.17,,,,,24.33,15.0,1.25,199.5,,10.65,0.0
2022-12-20 02:00:00,2022-12-20 03:00:00,52.0,89.5,1.83,20.9,12.57,,3.07,1.31,7.25,0.85,,,,,24.3,19.0,1.05,153.0,,10.62,0.0
2022-12-20 03:00:00,2022-12-20 04:00:00,45.75,73.75,0.8,15.72,9.0,,2.85,1.31,7.95,0.8,,,,,24.23,14.0,0.8,153.5,,9.62,0.0
2022-12-20 04:00:00,2022-12-20 05:00:00,50.75,76.5,8.9,28.75,22.47,,2.93,1.35,1.65,0.88,,,,,24.25,18.5,0.82,107.75,,8.98,0.0
2022-12-20 05:00:00,2022-12-20 06:00:00,55.0,78.5,9.7,20.12,18.6,,2.8,1.41,0.2,0.82,,,,,24.05,15.5,0.67,134.0,,8.25,0.0
2022-12-20 06:00:00,2022-12-20 07:00:00,53.25,103.0,39.1,24.57,44.9,,3.03,1.62,0.3,1.32,,,,,24.02,18.75,0.7,191.25,,8.88,0.0
2022-12-20 07:00:00,2022-12-20 08:00:00,64.67,171.0,29.9,42.2,46.8,,9.75,1.61,3.93,1.37,,,,,24.2,14.67,0.83,229.67,,13.3,0.0
2022-12-20 08:00:00,2022-12-20 09:00:00,74.5,163.0,22.98,48.98,44.72,,26.48,1.67,16.3,1.45,,,,,24.12,28.5,1.25,172.5,30.67,15.48,0.0
2022-12-20 09:00:00,2022-12-20 10:00:00,129.5,243.0,6.53,31.82,22.2,,52.02,1.53,52.25,1.8,,,,,24.15,64.5,1.25,88.0,80.67,19.1,0.0
2022-12-20 10:00:00,2022-12-20 11:00:00,130.0,224.75,2.97,17.02,11.45,,35.95,1.38,80.6,1.3,,,,,24.85,59.25,1.3,185.75,128.5,23.43,0.0
2022-12-20 11:00:00,2022-12-20 12:00:00,76.75,134.5,1.32,9.9,6.38,,24.1,1.34,90.78,0.88,,,,,25.0,55.75,1.55,105.75,144.25,25.25,0.0
2022-12-20 12:00:00,2022-12-20 13:00:00,51.5,84.25,1.1,9.48,5.93,2.5,19.52,1.32,100.43,0.78,,,,,24.48,51.5,1.42,175.5,73.0,27.18,0.0
2022-12-20 13:00:00,2022-12-20 14:00:00,47.25,77.0,0.97,10.57,6.42,2.8,19.98,1.31,112.28,0.67,,,,,23.88,48.75,1.65,325.0,78.75,27.45,0.0
2022-12-20 14:00:00,2022-12-20 15:00:00,49.75,77.5,0.85,9.3,5.65,3.5,26.75,1.35,119.85,0.67,,,,,24.22,50.25,1.38,313.75,23.5,27.75,0.0
2022-12-20 15:00:00,2022-12-20 16:00:00,56.0,93.0,1.12,16.3,9.6,2.57,22.62,1.37,99.47,0.85,,,,,24.5,55.75,1.18,312.0,62.75,26.45,0.0
2022-12-20 16:00:00,2022-12-20 17:00:00,58.0,108.0,1.75,24.4,14.45,,15.45,1.46,69.38,0.97,,,,,25.0,64.5,0.97,101.5,40.5,21.28,0.0
2022-12-20 17:00:00,2022-12-20 18:00:00,79.0,178.25,63.38,108.52,109.25,,10.15,2.2,7.65,1.85,,,,,24.77,31.0,0.8,139.0,38.75,16.62,0.0
2022-12-20 18:00:00,2022-12-20 19:00:00,129.25,326.0,19.45,68.2,52.1,,7.68,2.14,2.23,3.12,,,,,24.12,30.75,0.88,178.75,39.5,15.33,0.0
2022-12-20 19:00:00,2022-12-20 20:00:00,135.75,301.0,8.07,58.45,37.65,,5.88,2.1,2.02,3.15,,,,,23.9,19.5,0.88,133.75,40.0,13.7,0.0
2022-12-20 20:00:00,2022-12-20 21:00:00,111.5,219.25,7.47,53.92,34.75,,5.25,2.02,2.38,2.92,,,,,24.05,16.5,0.88,135.75,40.0,13.2,0.0
2022-12-20 21:00:00,2022-12-20 22:00:00,104.25,189.5,5.7,45.43,28.8,,4.65,1.81,2.17,2.27,,,,,24.2,11.67,0.83,155.0,40.0,11.8,0.0
2022-12-20 22:00:00,2022-12-20 23:00:00,84.25,155.0,5.32,42.05,26.73,,4.53,1.85,3.45,1.8,,,,,24.28,16.5,0.95,99.5,40.0,11.2,0.0
2022-12-20 23:00:00,2022-12-21 00:00:00,82.0,154.5,17.27,37.65,34.1,,4.0,1.87,0.1,1.77,,,,,24.32,19.25,0.88,180.25,40.25,10.6,0.0
2022-12-21 00:00:00,2022-12-21 01:00:00,80.25,150.0,20.58,34.17,34.95,,2.8,1.74,,1.73,,,,,24.28,20.25,0.8,176.5,40.25,9.82,0.0
2022-12-21 01:00:00,2022-12-21 02:00:00,72.0,125.75,10.28,31.85,25.32,,2.4,1.62,2.9,1.4,,,,,24.22,15.75,1.0,136.0,40.0,9.62,0.0
2022-12-21 02:00:00,2022-12-21 03:00:00,60.0,113.25,1.65,22.27,13.2,,1.92,1.5,5.35,1.1,,,,,24.25,20.0,0.97,97.75,40.25,9.43,0.0
2022-12-21 03:00:00,2022-12-21 04:00:00,55.0,103.25,7.68,24.32,19.17,,1.77,1.57,1.65,1.0,,,,,24.17,13.0,0.83,158.25,40.25,9.15,0.0
2022-12-21 04:00:00,2022-12-21 05:00:00,59.25,108.25,5.1,25.35,17.68,,1.7,1.5,1.57,1.12,,,,,24.12,17.5,0.77,96.0,40.5,8.45,0.0
2022-12-21 05:00:00,2022-12-21 06:00:00,51.5,91.75,6.62,25.48,18.92,,1.68,1.52,1.25,1.0,,,,,24.1,12.5,0.8,154.75,40.75,8.35,0.0
2022-12-21 06:00:00,2022-12-21 07:00:00,57.5,109.25,13.2,28.93,26.1,,2.2,1.71,1.35,1.2,,,,,24.1,18.0,0.8,118.5,56.75,8.95,0.0
2022-12-21 07:00:00,2022-12-21 08:00:00,62.25,130.0,9.0,27.15,21.75,,2.4,1.72,8.45,1.5,,,,,24.35,16.25,0.92,159.25,98.25,12.3,0.0
2022-12-21 08:00:00,2022-12-21 09:00:00,69.75,164.5,10.48,35.03,27.12,,9.2,1.68,22.7,1.6,,,,,24.2,30.25,1.35,127.33,156.0,15.3,0.0
2022-12-21 09:00:00,2022-12-21 10:00:00,105.25,194.75,8.2,38.25,27.0,,30.25,1.72,43.85,1.35,,,,,24.3,52.75,1.35,101.75,190.75,18.15,0.0
2022-12-21 10:00:00,2022-12-21 11:00:00,155.75,275.75,4.53,27.8,18.48,,47.62,1.66,82.62,1.37,,,,,25.1,65.5,1.88,13.5,257.5,22.67,0.0
2022-12-21 11:00:00,2022-12-21 12:00:00,135.5,227.5,2.12,21.1,12.95,,37.5,1.57,111.8,1.25,,,,,25.12,58.25,2.0,102.5,271.75,25.38,0.0
2022-12-21 12:00:00,2022-12-21 13:00:00,84.5,148.0,0.82,10.25,6.12,2.45,23.02,1.43,109.4,0.93,,,,,24.85,53.0,2.02,95.5,210.5,26.95,0.0
2022-12-21 13:00:00,2022-12-21 14:00:00,54.25,94.75,0.93,12.4,7.35,2.95,29.35,1.5,126.6,0.72,,,,,24.55,53.75,1.98,260.0,191.0,27.25,0.0
2022-12-21 14:00:00,2022-12-21 15:00:00,59.0,112.0,0.73,12.7,7.33,2.5,33.8,1.55,136.33,0.87,,,,,24.7,55.67,1.6,333.67,127.0,27.27,0.0
2022-12-21 15:00:00,2022-12-21 16:00:00,73.5,136.25,0.93,19.12,10.95,2.07,31.18,1.55,109.05,0.9,,,,,24.78,59.5,1.35,295.25,66.5,25.83,0.0
2022-12-21 16:00:00,2022-12-21 17:00:00,68.75,131.25,19.35,72.22,54.15,,23.03,1.69,37.22,0.93,,,,,25.02,66.5,0.95,149.25,40.25,20.7,0.0
2022-12-21 17:00:00,2022-12-21 18:00:00,91.0,182.75,19.5,76.1,56.33,,11.77,2.49,7.15,1.85,,,,,24.67,30.75,0.8,142.75,38.5,17.27,0.0
2022-12-21 18:00:00,2022-12-21 19:00:00,150.5,320.0,17.8,63.6,48.3,,6.53,2.31,1.4,3.75,,,,,24.25,25.25,0.85,170.5,39.25,16.07,0.0
2022-12-21 19:00:00,2022-12-21 20:00:00,122.25,317.0,12.8,54.62,39.48,,5.3,2.09,3.4,3.3,,,,,23.98,17.5,0.97,176.25,39.5,15.9,0.0
2022-12-21 20:00:00,2022-12-21 21:00:00,96.25,228.0,2.27,40.3,23.27,,4.67,1.97,10.62,2.23,,,,,24.08,16.0,0.85,187.0,40.0,14.98,0.0
2022-12-21 21:00:00,2022-12-21 22:00:00,86.75,184.25,2.75,36.05,21.4,,3.9,1.98,8.1,1.78,,,,,24.1,14.25,1.2,196.5,40.0,14.4,0.0
2022-12-21 22:00:00,2022-12-21 23:00:00,92.0,175.75,3.02,37.75,22.57,,3.55,1.9,5.85,1.67,,,,,24.17,15.75,1.08,181.25,40.0,14.0,0.0
2022-12-21 23:00:00,2022-12-22 00:00:00,79.5,147.75,2.38,27.12,16.35,,3.38,1.82,9.8,1.35,,,,,24.22,15.25,0.97,146.75,40.0,12.85,0.0
2022-12-22 00:00:00,2022-12-22 01:00:00,71.0,129.25,2.38,30.08,17.93,,4.28,1.81,4.3,1.2,,,,,24.25,13.75,0.95,164.75,40.0,12.2,0.0
2022-12-22 01:00:00,2022-12-22 02:00:00,70.25,130.0,2.28,27.58,16.5,,3.85,1.77,0.53,1.12,,,,,24.3,16.75,0.85,180.5,40.0,11.03,0.0
2022-12-22 02:00:00,2022-12-22 03:00:00,61.5,113.0,2.9,23.9,15.05,,3.7,1.74,3.87,1.05,,,,,24.38,16.5,0.93,166.5,40.0,10.85,0.0
2022-12-22 03:00:00,2022-12-22 04:00:00,54.0,104.0,3.15,23.42,15.02,,3.95,1.69,6.92,1.05,,,,,24.38,15.0,1.08,180.0,40.0,11.05,0.0
2022-12-22 04:00:00,2022-12-22 05:00:00,53.75,97.75,2.52,20.85,13.1,,3.9,1.75,7.12,0.9,,,,,24.32,14.25,0.93,145.5,40.25,10.65,0.0
2022-12-22 05:00:00,2022-12-22 06:00:00,52.0,89.0,6.6,19.4,15.7,,3.6,1.72,2.7,0.9,,,,,24.4,17.67,0.87,48.33,40.67,9.4,0.0
2022-12-22 06:00:00,2022-12-22 07:00:00,46.0,82.75,26.6,27.77,36.43,,3.8,1.68,1.4,0.88,,,,,24.33,20.25,0.8,213.25,55.0,9.12,0.0
2022-12-22 07:00:00,2022-12-22 08:00:00,40.25,85.75,40.75,39.35,54.1,,4.9,1.96,2.6,0.88,,,,,24.35,16.0,0.9,167.25,95.75,12.4,0.0
2022-12-22 08:00:00,2022-12-22 09:00:00,68.0,161.75,35.08,51.15,55.72,,7.95,2.1,8.4,1.4,,,,,24.17,25.25,1.03,221.0,151.75,15.65,0.0
2022-12-22 09:00:00,2022-12-22 10:00:00,128.75,251.0,14.72,47.83,37.42,,15.13,2.0,37.88,2.0,,,,,24.38,40.25,1.2,249.75,186.5,18.25,0.0
2022-12-22 10:00:00,2022-12-22 11:00:00,140.0,263.0,3.8,24.68,16.22,11.0,24.43,1.9,76.47,1.58,,,,,25.05,68.5,1.6,324.0,219.75,20.73,0.0
2022-12-22 11:00:00,2022-12-22 12:00:00,114.25,195.75,1.3,12.35,7.65,5.33,30.25,1.72,92.55,1.27,,,,,24.82,60.25,1.65,305.25,237.75,24.52,0.0
2022-12-22 12:00:00,2022-12-22 13:00:00,74.75,111.75,1.0,7.78,4.95,3.45,27.38,1.61,85.72,0.85,,,,,24.35,55.25,1.75,318.75,186.5,26.33,0.0
2022-12-22 13:00:00,2022-12-22 14:00:00,51.25,76.0,1.15,6.8,4.55,3.17,17.55,1.64,87.35,0.7,,,,,24.05,55.0,1.85,295.5,182.25,26.9,0.0
2022-12-22 14:00:00,2022-12-22 15:00:00,50.75,76.25,0.82,6.0,3.9,2.72,11.6,1.6,91.73,0.65,,,,,23.5,51.25,1.37,270.75,122.5,27.3,0.0
2022-12-22 15:00:00,2022-12-22 16:00:00,45.0,66.25,1.18,13.1,7.92,5.53,10.28,1.62,84.08,0.62,,,,,24.15,53.25,1.38,271.5,45.75,26.22,0.0
2022-12-22 16:00:00,2022-12-22 17:00:00,38.5,68.5,2.17,39.2,22.62,15.82,9.1,1.71,48.6,0.68,,,,,25.05,62.75,0.97,178.0,10.5,22.02,0.0
2022-12-22 17:00:00,2022-12-22 18:00:00,56.0,105.5,8.28,65.9,41.8,29.22,7.18,2.15,4.48,1.38,,,,,24.53,34.5,0.85,215.5,9.0,16.42,0.0
2022-12-22 18:00:00,2022-12-22 19:00:00,113.0,235.25,26.73,56.45,51.75,36.23,5.95,2.43,0.7,2.38,,,,,24.0,19.75,0.95,176.75,9.75,15.1,0.0
2022-12-22 19:00:00,2022-12-22 20:00:00,116.25,264.75,6.75,45.85,29.88,20.95,5.47,2.12,4.45,2.23,,,,,24.07,21.75,1.05,181.0,10.0,14.85,0.0
2022-12-22 20:00:00,2022-12-22 21:00:00,85.75,163.25,12.75,43.32,33.4,23.38,5.47,2.18,5.75,1.95,,,,,24.18,16.0,1.05,172.0,10.0,14.5,0.0
2022-12-22 21:00:00,2022-12-22 22:00:00,85.25,170.5,2.92,30.18,18.45,12.9,5.05,1.98,10.55,1.7,,,,,24.27,16.0,1.12,167.5,10.25,14.22,0.0
2022-12-22 22:00:00,2022-12-22 23:00:00,64.25,135.0,1.82,26.38,15.53,10.9,4.55,1.86,12.8,1.3,,,,,24.28,14.5,1.15,189.5,10.0,13.0,0.0
2022-12-22 23:00:00,2022-12-23 00:00:00,58.75,106.0,1.32,20.65,12.07,8.45,4.35,1.83,16.05,1.0,,,,,24.38,15.25,1.45,179.25,10.0,13.5,0.0
2022-12-23 00:00:00,2022-12-23 01:00:00,58.0,101.25,1.38,19.82,11.65,8.12,2.77,1.81,15.57,0.95,,,,,24.4,24.25,1.07,179.75,10.0,12.98,0.0
2022-12-23 01:00:00,2022-12-23 02:00:00,57.0,95.75,1.5,19.35,11.55,8.08,2.42,1.82,8.12,0.9,,,,,24.45,20.25,1.15,126.25,10.0,11.68,0.0
2022-12-23 02:00:00,2022-12-23 03:00:00,53.75,96.25,1.08,18.45,10.68,7.47,2.3,1.82,7.97,0.88,,,,,24.4,17.0,1.15,200.5,10.0,12.4,0.0
2022-12-23 03:00:00,2022-12-23 04:00:00,50.75,88.0,0.9,13.42,7.87,5.5,2.03,1.8,4.88,0.8,,,,,24.42,19.75,0.97,129.75,10.25,11.1,0.0
2022-12-23 04:00:00,2022-12-23 05:00:00,46.0,82.33,2.67,16.23,10.8,7.53,1.97,1.79,2.15,0.8,,,,,24.37,15.67,0.93,233.67,10.0,10.1,0.0
2022-12-23 05:00:00,2022-12-23 06:00:00,49.75,87.25,11.62,24.45,22.48,15.72,1.98,1.83,0.2,0.85,,,,,24.4,16.25,1.18,120.25,10.25,10.72,0.0
2022-12-23 06:00:00,2022-12-23 07:00:00,47.5,96.5,49.87,39.23,61.43,43.0,2.6,1.95,0.1,0.97,,,,,24.4,12.5,1.03,199.0,26.25,10.62,0.0
2022-12-23 07:00:00,2022-12-23 08:00:00,53.0,111.0,15.4,25.05,25.85,18.1,3.2,1.93,4.85,1.12,,,,,24.35,18.75,1.23,269.75,63.5,12.57,0.0
2022-12-23 08:00:00,2022-12-23 09:00:00,62.5,129.5,12.15,26.32,23.88,16.7,3.58,1.93,19.0,1.27,,,,,24.23,30.0,1.42,208.75,118.5,15.05,0.0
2022-12-23 09:00:00,2022-12-23 10:00:00,78.0,188.25,3.73,14.25,10.6,7.4,6.2,1.81,48.7,1.12,,,,,24.15,65.75,1.35,191.0,160.5,19.52,0.0
2022-12-23 10:00:00,2022-12-23 11:00:00,69.25,113.5,9.9,16.55,16.85,11.8,8.8,1.84,70.4,0.97,,,,,24.77,61.5,1.33,252.5,215.25,22.85,0.0
2022-12-23 11:00:00,2022-12-23 12:00:00,78.75,143.75,1.27,10.43,6.55,4.6,12.53,1.93,97.97,1.05,,,,,25.23,60.5,1.45,180.75,223.25,24.17,0.0
2022-12-23 12:00:00,2022-12-23 13:00:00,93.5,154.0,0.85,9.98,5.97,4.2,12.47,1.89,108.47,1.12,,,,,25.0,57.75,1.65,180.5,177.0,25.57,0.0
2022-12-23 13:00:00,2022-12-23 14:00:00,86.75,130.25,0.95,8.95,5.53,3.85,7.58,1.78,107.9,0.97,,,,,24.75,53.25,1.45,175.0,173.25,26.48,0.0
2022-12-23 14:00:00,2022-12-23 15:00:00,67.5,96.75,0.77,7.67,4.67,3.27,6.33,1.76,110.05,0.75,,,,,24.7,50.5,1.05,209.25,109.25,27.3,0.0
2022-12-23 15:00:00,2022-12-23 16:00:00,62.0,90.25,0.82,15.0,8.65,6.05,13.18,1.82,95.45,0.7,,,,,24.8,54.75,1.1,304.5,42.25,25.98,0.0
2022-12-23 16:00:00,2022-12-23 17:00:00,67.25,113.5,1.6,39.88,22.52,15.72,11.38,1.97,58.17,0.9,,,,,25.05,64.75,0.88,136.25,11.0,20.45,0.0
2022-12-23 17:00:00,2022-12-23 18:00:00,119.25,225.25,15.7,80.25,55.43,38.83,6.32,2.75,4.6,1.6,,,,,24.48,36.5,0.8,130.25,9.25,16.45,0.0
2022-12-23 18:00:00,2022-12-23 19:00:00,218.0,400.0,17.03,65.15,48.48,33.98,4.65,2.77,0.27,4.08,,,,,23.98,21.25,0.77,144.25,9.75,14.68,0.0
2022-12-23 19:00:00,2022-12-23 20:00:00,152.5,292.5,11.55,49.8,35.88,25.12,3.65,2.32,3.7,3.83,,,,,24.12,16.75,1.27,203.5,10.0,14.45,0.0
2022-12-23 20:00:00,2022-12-23 21:00:00,118.0,223.75,3.02,43.33,25.5,17.85,3.48,2.3,6.8,2.0,,,,,24.15,11.5,0.97,177.75,10.0,13.82,0.0
2022-12-23 21:00:00,2022-12-23 22:00:00,104.75,197.5,3.52,39.77,24.02,16.83,3.4,2.2,7.03,1.93,,,,,24.25,19.5,1.07,176.75,10.0,13.1,0.0
2022-12-23 22:00:00,2022-12-23 23:00:00,92.25,170.25,2.27,30.52,18.05,12.62,3.05,2.12,12.18,1.52,,,,,24.35,21.25,1.35,174.0,10.25,12.3,0.0
2022-12-23 23:00:00,2022-12-24 00:00:00,87.0,158.5,1.77,25.47,15.0,10.47,2.62,2.09,15.6,1.38,,,,,24.43,18.0,1.38,167.0,10.0,12.1,0.0
2022-12-24 00:00:00,2022-12-24 01:00:00,88.75,160.25,1.35,22.98,13.32,9.32,3.3,2.02,12.65,1.3,,,,,24.4,18.75,1.1,144.5,10.0,11.15,0.0
2022-12-24 01:00:00,2022-12-24 02:00:00,80.0,141.75,1.05,20.05,11.55,8.07,3.0,1.93,8.47,1.12,,,,,24.4,9.5,0.72,196.5,10.0,9.85,0.0
2022-12-24 02:00:00,2022-12-24 03:00:00,65.5,125.5,1.55,22.25,13.1,9.17,2.9,1.95,3.72,1.08,,,,,24.32,15.5,0.93,146.5,10.5,9.3,0.0
2022-12-24 03:00:00,2022-12-24 04:00:00,62.5,118.0,0.78,17.12,9.75,6.85,2.92,1.89,11.68,1.08,,,,,24.25,20.5,0.85,203.0,10.25,8.93,0.0
2022-12-24 04:00:00,2022-12-24 05:00:00,54.5,105.75,5.62,18.85,14.63,10.2,2.98,1.92,5.97,0.92,,,,,24.23,18.25,0.72,157.0,10.5,8.15,0.0
2022-12-24 05:00:00,2022-12-24 06:00:00,48.25,90.25,10.05,24.6,21.27,14.93,2.9,1.96,1.25,1.1,,,,,24.05,7.75,0.65,168.0,10.5,7.53,0.0
2022-12-24 06:00:00,2022-12-24 07:00:00,55.25,109.5,40.53,31.1,49.53,34.67,3.6,2.12,0.7,1.3,,,,,24.02,17.75,0.7,230.0,25.25,8.2,0.0
2022-12-24 07:00:00,2022-12-24 08:00:00,61.25,150.0,11.85,28.7,24.9,17.45,3.9,2.09,6.25,1.88,,,,,24.27,11.25,1.15,172.0,66.25,10.98,0.0
2022-12-24 08:00:00,2022-12-24 09:00:00,83.25,195.5,9.93,28.65,23.3,16.3,9.72,2.16,22.55,1.55,,,,,24.2,16.75,1.35,233.75,118.0,14.28,0.0
2022-12-24 09:00:00,2022-12-24 10:00:00,99.5,186.5,3.17,16.38,11.32,7.92,15.92,2.0,50.15,1.7,,,,,24.02,30.5,1.3,297.75,159.25,16.15,0.0
2022-12-24 10:00:00,2022-12-24 11:00:00,98.25,174.0,2.4,15.9,10.4,7.28,26.98,2.05,72.0,1.38,,,,,24.55,68.25,1.45,190.0,212.75,19.32,0.0
2022-12-24 11:00:00,2022-12-24 12:00:00,103.5,181.5,2.2,16.75,10.7,7.47,41.4,2.05,99.48,1.38,,,,,25.15,66.25,1.62,255.75,224.5,22.43,0.0
2022-12-24 12:00:00,2022-12-24 13:00:00,116.75,206.75,1.35,18.43,10.88,7.62,36.02,2.06,126.93,1.32,,,,,24.93,62.5,2.0,184.75,176.0,24.73,0.0
2022-12-24 13:00:00,2022-12-24 14:00:00,119.0,199.0,1.23,16.55,9.8,6.85,31.8,2.04,130.75,1.25,,,,,24.88,59.0,1.65,99.75,156.25,25.98,0.0
2022-12-24 14:00:00,2022-12-24 15:00:00,103.75,176.0,0.8,12.47,7.25,5.1,24.02,1.92,116.22,1.12,,,,,24.88,53.75,1.23,19.0,96.5,26.6,0.0
2022-12-24 15:00:00,2022-12-24 16:00:00,86.0,138.75,1.7,35.8,20.4,14.3,16.1,2.0,83.1,0.98,,,,,24.95,56.25,0.82,136.0,39.5,25.52,0.0
2022-12-24 16:00:00,2022-12-24 17:00:00,86.75,175.25,2.58,65.95,37.17,26.0,14.52,2.17,39.6,1.28,,,,,25.1,65.25,1.02,160.0,11.0,20.8,0.0
2022-12-24 17:00:00,2022-12-24 18:00:00,102.5,234.75,27.43,88.42,69.35,48.52,10.47,2.57,6.17,2.18,,,,,24.55,27.0,0.77,97.75,9.0,16.4,0.0
2022-12-24 18:00:00,2022-12-24 19:00:00,147.75,302.0,12.97,72.33,49.05,34.3,6.88,2.63,2.58,3.65,,,,,24.17,17.75,0.95,167.5,9.5,15.35,0.0
2022-12-24 19:00:00,2022-12-24 20:00:00,148.25,325.5,8.53,55.83,36.62,25.62,5.9,2.37,7.08,2.55,,,,,24.12,16.5,1.15,190.0,10.0,14.92,0.0
2022-12-24 20:00:00,2022-12-24 21:00:00,111.75,225.75,4.85,44.35,27.55,19.3,5.22,2.37,11.5,1.98,,,,,24.2,15.5,1.27,180.75,10.0,14.4,0.0
2022-12-24 21:00:00,2022-12-24 22:00:00,114.25,219.5,4.15,39.4,24.35,17.02,5.6,2.31,8.95,1.78,,,,,24.27,15.5,1.1,163.0,10.0,13.72,0.0
2022-12-24 22:00:00,2022-12-24 23:00:00,103.25,207.75,1.92,30.9,18.0,12.6,4.78,2.21,10.3,1.73,,,,,24.35,16.75,1.03,171.5,10.25,12.68,0.0
2022-12-24 23:00:00,2022-12-25 00:00:00,93.0,183.25,2.12,29.38,17.35,12.12,4.43,2.19,10.55,1.55,,,,,24.35,17.0,1.27,174.25,10.0,12.73,0.0
2022-12-25 00:00:00,2022-12-25 01:00:00,87.75,169.5,2.42,22.77,14.1,9.88,4.5,2.19,8.5,1.4,,,,,24.48,17.0,1.38,178.25,10.5,12.48,0.0
2022-12-25 01:00:00,2022-12-25 02:00:00,81.5,147.25,1.3,18.65,11.0,7.7,4.0,2.12,9.15,1.28,,,,,24.48,16.0,1.25,175.75,10.5,11.77,0.0
2022-12-25 02:00:00,2022-12-25 03:00:00,72.5,126.0,0.9,17.17,9.85,6.9,3.8,2.08,9.5,1.17,,,,,24.45,13.5,1.3,172.0,10.0,11.08,0.0
2022-12-25 03:00:00,2022-12-25 04:00:00,70.0,122.25,0.95,13.7,8.07,5.65,3.78,2.03,14.7,1.15,,,,,24.42,15.0,1.4,194.75,10.25,10.85,0.0
2022-12-25 04:00:00,2022-12-25 05:00:00,66.75,109.25,2.1,12.38,8.3,5.78,3.88,2.02,12.7,1.0,,,,,24.5,16.5,1.3,205.0,10.0,10.05,0.0
2022-12-25 05:00:00,2022-12-25 06:00:00,63.0,96.75,7.03,13.8,13.03,9.12,3.5,2.03,8.17,0.92,,,,,24.42,11.0,0.9,94.0,11.0,8.43,0.0
2022-12-25 06:00:00,2022-12-25 07:00:00,55.25,89.75,9.8,18.67,17.87,12.5,3.7,2.11,6.45,1.23,,,,,24.35,12.75,1.15,154.75,26.25,8.72,0.0
