From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2022-11-25 15:00:00,2022-11-25 16:00:00,12.25,60.25,0.45,,,32.43,7.15,0.43,44.55,,,,,,30.45,38.75,1.68,244.5,14.0,28.12,0.0
2022-11-25 16:00:00,2022-11-25 17:00:00,19.5,86.75,0.2,,,32.58,7.28,1.23,25.93,,,,,,28.33,45.75,1.18,305.25,14.0,26.27,0.0
2022-11-25 17:00:00,2022-11-25 18:00:00,36.25,140.5,0.25,,,36.05,6.83,1.17,22.72,,,,,,22.75,51.75,1.27,297.5,14.0,24.48,0.0
2022-11-25 18:00:00,2022-11-25 19:00:00,72.0,145.5,,,,35.42,6.93,1.93,4.2,,,,,,22.2,62.5,0.9,195.5,14.0,22.53,0.0
2022-11-25 19:00:00,2022-11-25 20:00:00,129.0,420.0,0.1,,0.0,40.4,6.38,1.5,0.95,,,,,,21.7,72.5,1.18,157.5,14.0,20.73,0.0
2022-11-25 20:00:00,2022-11-25 21:00:00,158.5,357.75,0.15,,0.08,42.55,6.78,1.52,1.33,,,,,,22.85,74.25,1.17,170.25,14.0,19.98,0.0
2022-11-25 21:00:00,2022-11-25 22:00:00,138.5,234.0,,,,42.5,6.95,1.12,2.35,,,,,,27.97,76.0,1.05,180.5,14.0,19.52,0.0
2022-11-25 22:00:00,2022-11-25 23:00:00,91.5,159.75,0.15,0.1,0.12,39.27,7.25,0.94,0.83,,,,,,29.1,76.75,1.05,187.0,14.0,19.12,0.0
2022-11-25 23:00:00,2022-11-26 00:00:00,75.25,135.25,0.1,,0.1,35.67,6.15,0.48,1.58,,,,,,28.95,75.0,1.15,198.5,14.0,18.9,0.0
2022-11-26 00:00:00,2022-11-26 01:00:00,52.5,100.0,0.1,,,33.73,5.45,0.31,2.75,,,,,,27.92,75.25,1.3,204.5,14.0,18.6,0.0
2022-11-26 01:00:00,2022-11-26 02:00:00,35.0,60.5,0.1,,,33.02,5.12,0.26,1.93,,,,,,21.73,75.75,1.25,217.25,14.0,18.25,0.0
2022-11-26 02:00:00,2022-11-26 03:00:00,33.0,51.0,0.1,,,33.12,5.0,0.24,2.02,,,,,,21.73,78.25,1.23,196.25,14.0,17.65,0.0
2022-11-26 03:00:00,2022-11-26 04:00:00,30.0,50.5,0.1,,,33.22,5.2,0.2,3.15,,,,,,21.8,78.5,1.12,227.0,14.0,17.3,0.0
2022-11-26 04:00:00,2022-11-26 05:00:00,26.0,41.5,0.1,,,32.85,5.48,0.17,2.77,,,,,,22.13,79.75,1.1,250.25,14.0,16.83,0.0
2022-11-26 05:00:00,2022-11-26 06:00:00,25.5,37.0,0.15,,,33.1,17.2,0.17,2.8,,,,,,27.02,77.25,1.22,220.25,14.0,16.78,0.0
2022-11-26 06:00:00,2022-11-26 07:00:00,36.0,57.5,0.15,,,33.42,27.7,0.16,7.2,,,,,,28.25,72.0,1.62,233.5,14.0,17.52,0.0
2022-11-26 07:00:00,2022-11-26 08:00:00,36.25,72.0,,,,34.2,18.8,0.27,11.83,,,,,,28.3,68.25,1.9,228.25,14.0,19.57,0.0
2022-11-26 08:00:00,2022-11-26 09:00:00,66.75,110.75,0.25,,,34.17,14.9,0.28,23.73,,,,,,28.02,67.5,2.2,241.75,14.0,21.5,0.0
2022-11-26 09:00:00,2022-11-26 10:00:00,37.0,71.5,0.38,,,33.6,11.18,0.29,35.53,,,,,,22.85,59.75,2.12,248.5,14.0,23.48,0.0
2022-11-26 10:00:00,2022-11-26 11:00:00,31.75,81.75,0.3,,,33.47,9.82,0.28,39.7,,,,,,23.0,54.25,2.25,234.75,14.0,24.98,0.0
2022-11-26 11:00:00,2022-11-26 12:00:00,29.75,73.5,0.43,,,33.9,10.1,0.29,43.02,,,,,,24.05,47.75,1.98,216.25,13.5,26.58,0.0
2022-11-26 12:00:00,2022-11-26 13:00:00,23.0,80.75,0.55,,,33.08,9.07,0.23,49.58,,,,,,24.3,42.5,2.2,211.75,11.25,27.43,0.0
2022-11-26 13:00:00,2022-11-26 14:00:00,21.75,74.25,0.6,,,32.5,8.4,0.34,54.7,,,,,,30.85,37.75,1.88,216.75,10.0,28.2,0.0
2022-11-26 14:00:00,2022-11-26 15:00:00,14.0,62.0,0.8,,,32.0,8.4,0.48,56.2,,,,,,34.6,36.0,1.6,230.0,10.0,28.5,0.0
2022-11-26 15:00:00,2022-11-26 16:00:00,,,,,0.0,32.43,6.95,0.43,45.2,,,,,,33.2,38.33,1.5,241.0,11.0,,0.0
2022-11-26 16:00:00,2022-11-26 17:00:00,,,0.2,,,31.35,9.0,1.77,25.2,,,,,,31.32,43.75,1.02,250.75,14.0,26.35,0.0
2022-11-26 17:00:00,2022-11-26 18:00:00,44.0,235.75,0.15,,,36.03,8.32,2.16,8.05,,,,,,30.47,55.25,0.73,255.75,14.0,23.73,0.0
2022-11-26 18:00:00,2022-11-26 19:00:00,106.0,360.5,0.12,,0.05,40.65,8.62,3.15,2.02,,,,,,29.83,68.0,0.9,146.5,14.0,21.88,0.0
2022-11-26 19:00:00,2022-11-26 20:00:00,249.75,933.0,,0.1,,40.7,7.12,1.65,1.25,,,,,,23.9,73.75,1.08,162.5,14.0,20.6,0.0
2022-11-26 20:00:00,2022-11-26 21:00:00,183.75,431.5,0.23,,0.13,43.1,5.0,1.15,1.5,,,,,,21.68,72.5,1.05,174.5,14.0,19.95,0.0
2022-11-26 21:00:00,2022-11-26 22:00:00,116.75,226.75,0.1,,0.0,37.32,4.4,0.67,1.05,,,,,,21.68,72.5,1.15,164.25,14.0,19.52,0.0
2022-11-26 22:00:00,2022-11-26 23:00:00,83.25,165.5,,,,34.75,4.03,0.31,1.83,,,,,,21.65,72.75,0.93,174.5,14.0,19.05,0.0
2022-11-26 23:00:00,2022-11-27 00:00:00,61.0,118.25,0.1,,,34.52,6.43,0.21,2.7,,,,,,24.6,73.5,1.02,230.5,14.0,18.82,0.0
2022-11-27 00:00:00,2022-11-27 01:00:00,59.25,122.5,0.1,,,33.83,13.82,0.14,2.23,,,,,,28.48,72.25,1.05,244.5,14.0,18.5,0.0
2022-11-27 01:00:00,2022-11-27 02:00:00,65.25,93.5,,,,33.6,6.6,0.11,2.92,,,,,,28.7,74.5,1.08,264.0,14.0,17.75,0.0
2022-11-27 02:00:00,2022-11-27 03:00:00,43.5,64.0,0.15,,0.05,34.05,21.45,0.14,1.77,,,,,,28.58,77.5,1.18,264.75,14.0,17.48,0.0
2022-11-27 03:00:00,2022-11-27 04:00:00,56.25,81.75,0.17,,,34.33,13.15,0.18,2.7,,,,,,23.88,78.25,1.12,262.25,14.0,17.25,0.0
2022-11-27 04:00:00,2022-11-27 05:00:00,60.75,83.0,0.13,,0.05,34.43,13.1,0.17,0.7,,,,,,21.75,77.75,1.12,195.75,14.0,16.8,0.0
2022-11-27 05:00:00,2022-11-27 06:00:00,82.0,119.5,0.1,,0.1,35.67,10.47,0.21,0.62,,,,,,21.62,77.25,1.05,199.75,14.0,16.75,0.0
2022-11-27 06:00:00,2022-11-27 07:00:00,84.5,112.25,0.1,,0.07,35.9,20.05,0.16,6.2,,,,,,21.7,74.5,1.35,189.75,14.0,17.02,0.0
2022-11-27 07:00:00,2022-11-27 08:00:00,72.0,112.0,0.4,,,34.6,14.7,,11.57,,,,,,25.18,64.5,1.62,198.75,14.0,18.97,0.0
2022-11-27 08:00:00,2022-11-27 09:00:00,46.5,92.75,0.32,,,32.85,10.15,,22.6,,,,,,28.02,54.75,2.17,208.75,14.0,21.12,0.0
2022-11-27 09:00:00,2022-11-27 10:00:00,35.5,83.25,0.48,,,32.95,10.9,,33.92,,,,,,28.52,52.5,2.3,223.0,14.0,22.75,0.0
2022-11-27 10:00:00,2022-11-27 11:00:00,23.25,70.5,0.78,,,33.12,8.65,,47.17,,,,,,29.1,47.25,2.38,219.75,14.0,24.7,0.0
2022-11-27 11:00:00,2022-11-27 12:00:00,28.75,79.25,0.82,,,32.58,7.2,,58.38,,,,,,27.93,42.25,2.38,219.75,13.25,26.2,0.0
2022-11-27 12:00:00,2022-11-27 13:00:00,16.75,66.25,0.85,,,32.1,7.65,,61.97,,,,,,24.18,40.0,2.35,226.5,12.0,27.12,0.0
2022-11-27 13:00:00,2022-11-27 14:00:00,15.0,69.5,0.97,,,31.65,6.62,,58.4,,,,,,23.7,37.25,2.25,231.5,12.25,27.68,0.0
2022-11-27 14:00:00,2022-11-27 15:00:00,15.0,57.75,0.75,,,31.85,5.72,,54.8,,,,,,24.7,38.0,1.9,238.5,13.5,27.73,0.0
2022-11-27 15:00:00,2022-11-27 16:00:00,17.0,58.0,0.8,,,32.02,5.65,,48.07,,,,,,25.7,38.75,1.4,219.0,14.0,27.53,0.0
2022-11-27 16:00:00,2022-11-27 17:00:00,16.0,90.75,0.4,,,32.62,5.97,0.47,22.0,,,,,,29.52,45.0,0.85,225.0,14.0,25.85,0.0
2022-11-27 17:00:00,2022-11-27 18:00:00,55.75,380.0,0.15,,,36.7,6.5,1.98,2.15,,,,,,29.42,61.0,0.7,130.5,14.0,22.8,0.0
2022-11-27 18:00:00,2022-11-27 19:00:00,220.75,,,0.1,0.05,40.08,6.5,1.82,1.73,,,,,,29.2,69.0,0.85,165.5,14.0,21.67,0.0
2022-11-27 19:00:00,2022-11-27 20:00:00,215.5,771.5,,,0.0,41.22,6.08,1.46,1.52,,,,,,26.45,71.5,1.15,168.0,14.0,20.6,0.0
2022-11-27 20:00:00,2022-11-27 21:00:00,170.5,427.5,0.15,,,36.32,4.93,0.6,3.28,,,,,,21.32,69.0,1.3,185.0,14.0,20.12,0.0
2022-11-27 21:00:00,2022-11-27 22:00:00,93.0,188.25,0.15,,,34.73,11.9,0.36,4.48,,,,,,21.38,68.5,1.38,186.0,14.0,19.62,0.0
2022-11-27 22:00:00,2022-11-27 23:00:00,66.5,135.75,0.1,,,34.45,11.95,0.14,10.95,,,,,,21.3,67.0,1.38,203.5,14.0,19.3,0.0
2022-11-27 23:00:00,2022-11-28 00:00:00,56.25,94.0,0.17,,,34.35,5.22,0.14,8.67,,,,,,22.25,68.5,1.12,201.25,14.0,18.65,0.0
2022-11-28 00:00:00,2022-11-28 01:00:00,59.0,91.75,0.2,,,33.32,4.05,0.11,6.68,,,,,,27.42,67.75,1.18,216.0,14.0,18.32,0.0
2022-11-28 01:00:00,2022-11-28 02:00:00,35.75,70.0,0.13,,,34.75,3.67,0.15,7.25,,,,,,28.18,71.75,1.32,194.0,14.0,17.65,0.0
2022-11-28 02:00:00,2022-11-28 03:00:00,86.25,109.0,0.1,,,35.52,3.33,0.11,7.67,,,,,,28.1,72.75,1.43,208.5,14.0,17.12,0.0
2022-11-28 03:00:00,2022-11-28 04:00:00,63.25,91.0,0.18,,,33.55,20.32,0.06,8.35,,,,,,25.82,71.75,1.38,220.75,14.0,16.88,0.0
2022-11-28 04:00:00,2022-11-28 05:00:00,36.0,52.0,0.1,,,33.12,25.35,0.01,7.67,,,,,,21.05,69.75,1.55,231.0,14.0,16.7,0.0
2022-11-28 05:00:00,2022-11-28 06:00:00,36.25,52.5,0.15,,,32.62,11.0,,10.68,,,,,,21.0,68.0,1.6,224.25,14.0,16.85,0.0
2022-11-28 06:00:00,2022-11-28 07:00:00,20.25,42.5,0.22,,,32.95,25.1,0.0,12.7,,,,,,21.07,67.5,1.6,222.75,14.0,16.93,0.0
2022-11-28 07:00:00,2022-11-28 08:00:00,33.25,70.0,0.1,,,33.2,20.0,,17.0,,,,,,21.88,57.5,1.98,228.0,14.0,18.57,0.0
2022-11-28 08:00:00,2022-11-28 09:00:00,35.5,70.75,0.28,,,33.0,13.65,0.0,26.47,,,,,,26.97,54.75,2.3,219.75,14.0,20.68,0.0
2022-11-28 09:00:00,2022-11-28 10:00:00,24.75,67.0,0.62,,,32.67,8.25,0.01,35.38,,,,,,28.03,50.25,2.62,226.25,14.0,23.12,0.0
2022-11-28 10:00:00,2022-11-28 11:00:00,19.0,70.0,0.55,,,33.0,8.18,0.03,44.58,,,,,,28.35,46.5,2.48,222.75,14.0,25.1,0.0
2022-11-28 11:00:00,2022-11-28 12:00:00,19.0,73.25,0.6,,,32.95,7.3,0.08,49.6,,,,,,27.23,41.0,2.45,220.75,14.0,26.5,0.0
2022-11-28 12:00:00,2022-11-28 13:00:00,18.75,78.25,0.7,,,32.55,7.08,0.06,49.75,,,,,,23.65,35.75,2.45,231.25,14.0,27.4,0.0
2022-11-28 13:00:00,2022-11-28 14:00:00,14.0,64.0,0.82,,,32.17,7.05,0.04,50.7,,,,,,24.62,31.0,2.02,218.75,14.0,28.2,0.0
2022-11-28 14:00:00,2022-11-28 15:00:00,11.0,62.75,0.85,,,32.2,6.2,0.11,51.75,,,,,,25.05,29.5,1.9,229.25,14.0,28.32,0.0
2022-11-28 15:00:00,2022-11-28 16:00:00,12.25,75.25,0.98,,,32.33,5.53,0.17,48.6,,,,,,25.85,32.0,1.8,236.25,14.0,27.7,0.0
2022-11-28 16:00:00,2022-11-28 17:00:00,17.5,84.25,0.4,,,31.55,5.5,1.0,27.62,,,,,,29.53,40.0,1.02,243.25,14.0,25.95,0.0
2022-11-28 17:00:00,2022-11-28 18:00:00,35.75,216.0,0.22,,,34.5,6.65,1.92,10.93,,,,,,29.25,46.25,0.82,235.75,14.0,24.02,0.0
2022-11-28 18:00:00,2022-11-28 19:00:00,86.5,415.5,0.15,,0.1,38.17,6.28,1.46,2.7,,,,,,28.7,58.75,1.12,165.5,14.0,22.12,0.0
2022-11-28 19:00:00,2022-11-28 20:00:00,186.5,539.0,0.23,,0.0,37.17,7.05,0.82,5.47,,,,,,26.72,62.0,1.55,168.0,14.0,20.62,0.0
2022-11-28 20:00:00,2022-11-28 21:00:00,83.25,177.75,0.17,,,34.88,7.05,0.55,13.4,,,,,,20.9,58.5,1.52,191.0,14.0,20.3,0.0
2022-11-28 21:00:00,2022-11-28 22:00:00,60.75,118.0,0.33,,,34.23,9.55,0.45,15.27,,,,,,20.9,58.75,1.2,194.5,14.0,19.7,0.0
2022-11-28 22:00:00,2022-11-28 23:00:00,50.25,102.25,0.28,,,35.0,8.5,0.4,13.2,,,,,,20.8,60.5,1.1,205.0,14.0,19.07,0.0
2022-11-28 23:00:00,2022-11-29 00:00:00,59.75,109.25,0.15,,,34.12,8.72,0.36,9.65,,,,,,21.75,63.75,1.02,194.75,14.0,18.05,0.0
2022-11-29 00:00:00,2022-11-29 01:00:00,53.25,99.75,0.13,,,34.23,13.2,0.3,8.65,,,,,,26.85,63.75,0.93,194.5,14.0,17.65,0.0
2022-11-29 01:00:00,2022-11-29 02:00:00,59.0,109.0,0.1,,,33.47,8.68,0.3,6.25,,,,,,27.72,68.0,1.38,273.25,14.0,17.02,0.0
2022-11-29 02:00:00,2022-11-29 03:00:00,28.5,50.0,0.3,,,33.07,15.8,0.36,3.8,,,,,,27.83,71.5,1.3,231.25,14.0,16.75,0.0
2022-11-29 03:00:00,2022-11-29 04:00:00,43.75,65.5,0.1,,0.1,32.6,9.18,0.3,0.43,,,,,,26.5,68.75,1.53,227.75,14.0,16.65,0.0
2022-11-29 04:00:00,2022-11-29 05:00:00,35.5,53.75,0.13,,,32.55,25.43,0.18,6.7,,,,,,20.83,65.25,1.48,226.5,14.0,16.68,0.0
2022-11-29 05:00:00,2022-11-29 06:00:00,27.25,51.75,0.1,,,33.22,38.33,0.21,8.05,,,,,,21.05,68.5,1.32,214.0,14.0,16.52,0.0
2022-11-29 06:00:00,2022-11-29 07:00:00,38.25,67.0,0.12,,,33.62,23.8,0.28,10.0,,,,,,21.05,66.75,1.25,218.5,14.0,17.1,0.0
2022-11-29 07:00:00,2022-11-29 08:00:00,42.75,104.25,0.3,,,33.6,21.6,0.29,15.2,,,,,,21.32,59.0,1.8,223.25,14.0,19.3,0.0
2022-11-29 08:00:00,2022-11-29 09:00:00,35.75,86.25,0.38,,,33.0,14.75,0.23,27.23,,,,,,26.5,45.25,2.15,215.75,14.0,21.9,0.0
2022-11-29 09:00:00,2022-11-29 10:00:00,23.75,72.0,0.55,,,32.48,10.33,0.24,36.42,,,,,,27.95,40.25,2.35,229.5,14.0,24.1,0.0
2022-11-29 10:00:00,2022-11-29 11:00:00,19.25,71.75,0.68,,,32.5,9.23,0.26,45.08,,,,,,28.32,36.75,2.42,228.75,14.0,26.1,0.0
2022-11-29 11:00:00,2022-11-29 12:00:00,21.0,67.5,0.85,,,32.45,8.1,0.31,50.1,,,,,,28.05,32.5,2.62,229.25,14.0,27.52,0.0
2022-11-29 12:00:00,2022-11-29 13:00:00,17.0,74.75,1.0,,,32.52,8.4,0.32,56.23,,,,,,24.25,31.0,2.4,222.0,14.0,28.2,0.0
2022-11-29 13:00:00,2022-11-29 14:00:00,18.0,70.25,0.92,,,32.7,8.43,0.39,57.08,,,,,,25.12,30.0,2.17,229.5,14.0,28.77,0.0
2022-11-29 14:00:00,2022-11-29 15:00:00,17.75,72.75,0.85,,,32.58,8.07,0.39,60.9,,,,,,24.38,29.0,1.98,223.75,14.0,28.78,0.0
2022-11-29 15:00:00,2022-11-29 16:00:00,13.25,71.25,1.03,,,33.35,7.53,0.6,51.73,,,,,,25.52,30.75,1.68,252.25,14.0,28.18,0.0
2022-11-29 16:00:00,2022-11-29 17:00:00,24.5,94.25,0.62,,,33.35,7.12,0.97,33.8,,,,,,29.77,34.75,1.25,267.0,14.0,26.43,0.0
2022-11-29 17:00:00,2022-11-29 18:00:00,47.5,165.0,0.22,,,33.1,7.77,1.94,14.6,,,,,,29.65,41.5,0.85,242.5,14.0,24.43,0.0
2022-11-29 18:00:00,2022-11-29 19:00:00,94.0,379.75,0.25,,,36.1,8.45,1.85,5.12,,,,,,28.93,47.75,0.9,206.0,14.0,23.05,0.0
2022-11-29 19:00:00,2022-11-29 20:00:00,124.5,420.25,0.1,,,39.45,16.3,1.02,7.2,,,,,,27.78,55.5,1.42,176.0,14.0,21.7,0.0
2022-11-29 20:00:00,2022-11-29 21:00:00,111.0,232.5,0.2,,,36.28,9.57,0.75,10.5,,,,,,20.85,58.25,1.2,183.25,14.0,20.45,0.0
2022-11-29 21:00:00,2022-11-29 22:00:00,82.0,201.0,0.23,,,35.73,9.23,0.59,10.93,,,,,,20.77,58.67,1.17,187.67,14.0,19.77,0.0
2022-11-29 22:00:00,2022-11-29 23:00:00,78.5,154.75,0.3,,,34.08,10.32,0.34,14.95,,,,,,20.75,57.5,1.38,192.5,14.0,19.28,0.0
