From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2021-12-17 12:00:00,2021-12-17 13:00:00,108.0,196.5,0.6,55.83,30.17,60.75,53.83,0.52,89.33,,,,,,45.0,0.53,49.75,114.75,,,0.0,25.75
2021-12-17 13:00:00,2021-12-17 14:00:00,83.75,175.75,0.75,45.88,25.02,54.82,53.65,0.51,88.97,,,,,,43.0,0.45,30.0,86.75,,,0.0,25.95
2021-12-17 14:00:00,2021-12-17 15:00:00,85.5,186.0,0.8,45.05,24.62,54.48,54.78,0.65,86.9,,,,,,44.25,0.33,39.75,57.75,,,0.0,26.0
2021-12-17 15:00:00,2021-12-17 16:00:00,93.75,192.25,0.75,44.65,24.35,51.88,56.08,1.18,84.7,,,,,,47.5,0.18,110.75,26.25,,,0.0,25.6
2021-12-17 16:00:00,2021-12-17 17:00:00,93.75,213.75,0.8,44.15,24.1,52.55,56.45,1.53,70.85,,,,,,52.75,0.1,254.0,11.5,,,0.0,25.03
2021-12-17 17:00:00,2021-12-17 18:00:00,122.75,212.75,0.78,57.17,31.05,58.98,55.23,1.62,61.42,,,,,,58.25,0.1,333.0,8.75,,,0.0,24.45
2021-12-17 18:00:00,2021-12-17 19:00:00,159.25,290.75,32.67,115.85,88.2,71.4,53.17,3.08,17.4,,,,,,63.75,0.1,212.33,8.75,,,0.0,24.02
2021-12-17 19:00:00,2021-12-17 20:00:00,208.0,516.75,27.67,130.8,92.07,79.53,52.4,2.55,7.72,,,,,,67.0,0.1,186.0,8.5,,,0.0,23.75
2021-12-17 20:00:00,2021-12-17 21:00:00,195.75,454.25,8.38,119.15,70.22,81.47,51.38,1.61,19.2,,,,,,69.5,0.1,,9.0,,,0.0,23.43
2021-12-17 21:00:00,2021-12-17 22:00:00,218.25,370.5,12.73,111.85,69.83,79.3,50.67,1.52,6.95,,,,,,72.5,0.1,,8.75,,,0.0,23.2
2021-12-17 22:00:00,2021-12-17 23:00:00,261.5,461.5,14.1,112.85,71.5,81.42,50.45,1.41,8.0,,,,,,74.0,0.1,249.33,9.0,,,0.0,23.05
2021-12-17 23:00:00,2021-12-18 00:00:00,236.25,364.75,4.95,81.0,47.12,73.4,49.93,1.47,17.98,,,,,,74.75,0.1,88.5,9.0,,,0.0,22.9
2021-12-18 00:00:00,2021-12-18 01:00:00,219.25,299.5,1.27,52.8,29.12,70.8,49.2,1.12,28.65,,,,,,74.25,0.17,31.75,9.0,,,0.0,22.82
2021-12-18 01:00:00,2021-12-18 02:00:00,201.5,254.25,0.78,46.98,25.62,67.28,49.0,0.92,32.38,,,,,,72.75,0.2,9.75,9.0,,,0.0,22.6
2021-12-18 02:00:00,2021-12-18 03:00:00,171.5,220.0,0.38,37.73,20.38,62.67,48.95,0.69,36.2,,,,,,72.25,0.12,216.5,9.0,,,0.0,22.4
2021-12-18 03:00:00,2021-12-18 04:00:00,153.5,194.75,0.53,45.95,24.85,67.22,48.65,0.4,31.93,,,,,,74.0,0.22,179.0,9.0,,,0.0,22.2
2021-12-18 04:00:00,2021-12-18 05:00:00,156.5,200.25,0.9,51.38,28.08,67.25,48.4,0.37,25.83,,,,,,76.0,0.22,268.0,9.0,,,0.0,22.1
2021-12-18 05:00:00,2021-12-18 06:00:00,162.25,209.0,0.85,47.45,25.9,64.97,48.05,0.39,21.77,,,,,,77.0,0.25,35.67,9.0,,,0.0,22.0
2021-12-18 06:00:00,2021-12-18 07:00:00,160.75,216.75,0.97,46.0,25.25,63.83,47.83,0.43,21.1,,,,,,76.75,0.25,111.75,11.5,,,0.0,22.0
2021-12-18 07:00:00,2021-12-18 08:00:00,164.25,235.0,1.0,33.02,18.4,57.53,48.03,0.84,22.57,,,,,,75.0,0.4,26.75,26.75,,,0.0,22.18
2021-12-18 08:00:00,2021-12-18 09:00:00,167.75,244.0,0.72,31.78,17.48,58.48,48.17,0.79,29.23,,,,,,68.5,0.53,42.5,43.0,,,0.0,22.65
2021-12-18 09:00:00,2021-12-18 10:00:00,176.25,264.75,2.15,40.92,23.52,59.35,48.58,0.73,32.7,,,,,,64.5,0.58,33.75,59.0,,,0.0,23.05
2021-12-18 10:00:00,2021-12-18 11:00:00,175.5,314.0,1.12,47.62,26.22,64.78,49.5,1.05,45.65,,,,,,60.5,0.47,36.0,98.0,,,0.0,23.6
2021-12-18 11:00:00,2021-12-18 12:00:00,185.75,410.25,0.8,68.88,37.3,74.6,50.25,0.66,62.38,,,,,,52.75,0.72,36.0,152.5,,,0.0,24.55
2021-12-18 12:00:00,2021-12-18 13:00:00,130.25,229.25,0.7,46.98,25.57,59.08,49.5,0.15,81.3,,,,,,45.75,0.68,33.25,110.0,,,0.0,24.77
2021-12-18 13:00:00,2021-12-18 14:00:00,102.0,196.25,0.75,35.35,19.45,52.05,50.05,0.1,93.2,,,,,,41.5,0.6,30.25,89.5,,,0.0,24.92
2021-12-18 14:00:00,2021-12-18 15:00:00,95.75,196.25,0.6,28.67,15.75,47.35,51.45,0.21,95.05,,,,,,39.25,0.5,28.5,59.25,,,0.0,24.9
2021-12-18 15:00:00,2021-12-18 16:00:00,87.75,204.5,0.77,16.93,9.62,42.88,50.65,0.6,88.32,,,,,,42.5,0.3,19.0,27.5,,,0.0,24.52
2021-12-18 16:00:00,2021-12-18 17:00:00,99.0,206.25,0.65,21.38,11.9,45.55,50.33,0.7,78.08,,,,,,46.75,0.15,48.75,12.0,,,0.0,23.95
2021-12-18 17:00:00,2021-12-18 18:00:00,119.5,221.75,0.6,28.55,15.68,48.97,49.95,0.78,63.37,,,,,,50.5,0.2,47.25,9.0,,,0.0,23.3
2021-12-18 18:00:00,2021-12-18 19:00:00,142.25,237.75,0.82,30.85,17.08,53.25,49.8,0.69,56.35,,,,,,52.0,0.2,51.25,9.0,,,0.0,22.73
2021-12-18 19:00:00,2021-12-18 20:00:00,156.5,243.5,0.68,39.8,21.7,58.62,49.75,0.35,50.83,,,,,,51.0,0.2,51.25,9.0,,,0.0,22.25
2021-12-18 20:00:00,2021-12-18 21:00:00,148.25,225.75,0.8,39.32,21.6,58.77,49.73,0.27,40.7,,,,,,53.5,0.1,107.0,9.0,,,0.0,21.8
2021-12-18 21:00:00,2021-12-18 22:00:00,146.25,213.0,0.47,28.22,15.4,52.88,48.7,0.05,43.67,,,,,,54.5,0.15,180.75,9.0,,,0.0,21.48
2021-12-18 22:00:00,2021-12-18 23:00:00,115.25,179.75,0.68,19.73,11.08,49.75,48.45,0.33,46.33,,,,,,55.5,0.17,191.5,9.0,,,0.0,21.37
2021-12-18 23:00:00,2021-12-19 00:00:00,117.25,174.25,0.5,6.47,3.88,45.4,48.6,0.51,46.12,,,,,,56.75,0.2,97.25,9.25,,,0.0,21.3
2021-12-19 00:00:00,2021-12-19 01:00:00,122.0,172.0,0.55,4.62,2.92,45.42,49.15,0.71,46.7,,,,,,59.0,0.2,38.75,9.0,,,0.0,21.15
2021-12-19 01:00:00,2021-12-19 02:00:00,120.5,171.0,0.82,4.67,3.15,45.0,49.18,0.67,45.67,,,,,,62.0,0.2,36.25,9.25,,,0.0,20.8
2021-12-19 02:00:00,2021-12-19 03:00:00,116.5,168.75,0.8,5.95,3.8,45.62,49.25,0.58,45.2,,,,,,63.75,0.3,306.0,9.0,,,0.0,20.7
2021-12-19 03:00:00,2021-12-19 04:00:00,123.75,175.0,0.45,15.05,8.32,50.5,49.08,0.35,40.7,,,,,,65.25,0.25,228.5,9.25,,,0.0,20.5
2021-12-19 04:00:00,2021-12-19 05:00:00,130.75,176.5,0.43,18.38,10.1,50.88,48.82,0.32,37.12,,,,,,67.5,0.22,274.25,10.0,,,0.0,20.28
2021-12-19 05:00:00,2021-12-19 06:00:00,136.25,185.25,0.85,17.25,9.85,50.9,48.65,0.34,32.17,,,,,,69.5,0.2,292.0,9.5,,,0.0,20.12
2021-12-19 06:00:00,2021-12-19 07:00:00,150.25,205.5,1.02,18.4,10.65,51.5,48.9,0.71,26.57,,,,,,71.0,0.2,230.25,12.5,,,0.0,20.0
2021-12-19 07:00:00,2021-12-19 08:00:00,176.5,243.5,1.12,14.5,8.62,51.5,49.08,0.94,26.98,,,,,,70.0,0.32,281.0,25.75,,,0.0,20.2
2021-12-19 08:00:00,2021-12-19 09:00:00,196.75,268.25,1.02,17.62,10.22,52.45,49.47,0.93,42.62,,,,,,67.0,0.45,150.25,54.5,,,0.0,20.93
2021-12-19 09:00:00,2021-12-19 10:00:00,186.25,260.75,0.47,20.0,11.3,52.55,49.6,0.9,66.8,,,,,,63.0,0.45,71.5,64.75,,,0.0,21.82
2021-12-19 10:00:00,2021-12-19 11:00:00,177.5,256.0,0.3,,,52.1,49.67,0.64,83.45,,,,,,55.25,0.55,49.75,121.25,,,0.0,22.73
2021-12-19 11:00:00,2021-12-19 12:00:00,155.0,242.0,0.63,,,54.73,49.57,0.38,89.03,,,,,,51.67,0.57,51.0,193.0,,,0.0,24.87
2021-12-19 12:00:00,2021-12-19 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-19 13:00:00,2021-12-19 14:00:00,,,0.2,26.3,7.1,49.2,40.2,0.44,79.6,,,,,,42.0,0.5,38.0,118.5,,,0.0,23.85
2021-12-19 14:00:00,2021-12-19 15:00:00,,,0.8,24.18,13.5,45.3,51.35,0.61,104.7,,,,,,41.5,0.47,53.5,68.75,,,0.0,23.73
2021-12-19 15:00:00,2021-12-19 16:00:00,120.5,213.5,0.47,12.12,6.85,43.35,51.43,0.69,102.08,,,,,,44.0,0.35,41.0,28.0,,,0.0,23.5
2021-12-19 16:00:00,2021-12-19 17:00:00,124.5,210.5,0.6,21.07,11.7,48.25,51.48,0.85,83.08,,,,,,49.5,0.15,177.0,12.25,,,0.0,22.95
2021-12-19 17:00:00,2021-12-19 18:00:00,159.75,259.25,0.62,26.47,14.6,48.5,51.58,0.86,68.03,,,,,,56.5,0.1,278.25,9.0,,,0.0,22.23
2021-12-19 18:00:00,2021-12-19 19:00:00,157.75,261.75,0.42,39.55,21.35,54.48,51.45,0.74,57.68,,,,,,60.0,0.1,144.75,9.0,,,0.0,21.85
2021-12-19 19:00:00,2021-12-19 20:00:00,186.0,278.25,0.43,46.6,25.2,58.17,51.28,0.56,55.38,,,,,,63.0,0.1,312.67,9.0,,,0.0,21.57
2021-12-19 20:00:00,2021-12-19 21:00:00,194.0,279.25,0.6,,,59.08,51.3,0.6,51.77,,,,,,65.5,0.1,302.0,9.0,,,0.0,21.5
2021-12-19 21:00:00,2021-12-19 22:00:00,211.75,291.5,0.28,,,61.55,51.25,0.6,47.9,,,,,,67.5,0.1,256.67,9.25,,,0.0,21.23
2021-12-19 22:00:00,2021-12-19 23:00:00,220.25,296.75,0.55,,,57.15,50.95,0.94,44.58,,,,,,70.25,0.12,104.75,9.25,,,0.0,21.08
2021-12-19 23:00:00,2021-12-20 00:00:00,230.0,315.25,0.45,,,57.9,50.5,1.05,33.65,,,,,,72.5,0.15,155.5,9.25,,,0.0,20.88
2021-12-20 00:00:00,2021-12-20 01:00:00,244.75,329.75,0.6,,,58.92,48.77,1.12,26.43,,,,,,75.75,0.17,221.5,9.25,,,0.0,20.62
2021-12-20 01:00:00,2021-12-20 02:00:00,236.5,319.25,0.3,,,58.25,48.67,1.03,38.4,,,,,,75.5,0.12,154.75,9.5,,,0.0,20.42
2021-12-20 02:00:00,2021-12-20 03:00:00,222.0,298.5,0.3,,,60.22,48.77,0.78,31.42,,,,,,77.25,0.17,221.0,9.25,,,0.0,20.3
2021-12-20 03:00:00,2021-12-20 04:00:00,217.5,295.0,0.15,,,63.75,48.4,0.62,33.83,,,,,,77.0,0.2,293.5,9.5,,,0.0,20.18
2021-12-20 04:00:00,2021-12-20 05:00:00,218.25,290.0,0.27,,,62.73,48.3,0.68,30.82,,,,,,77.75,0.2,287.25,9.75,,,0.0,20.02
2021-12-20 05:00:00,2021-12-20 06:00:00,231.75,297.25,0.25,,,61.97,48.4,0.68,28.9,,,,,,77.75,0.22,295.75,9.25,,,0.0,19.92
2021-12-20 06:00:00,2021-12-20 07:00:00,239.5,313.5,0.43,,,57.73,48.65,1.17,22.9,,,,,,78.0,0.25,282.75,12.0,,,0.0,19.9
2021-12-20 07:00:00,2021-12-20 08:00:00,261.75,370.5,0.67,,,60.12,48.95,1.22,20.1,,,,,,76.25,0.28,277.25,24.0,,,0.0,20.05
2021-12-20 08:00:00,2021-12-20 09:00:00,279.25,378.0,0.35,,,62.13,49.27,1.24,32.7,,,,,,73.0,0.3,256.0,46.75,,,0.0,20.62
2021-12-20 09:00:00,2021-12-20 10:00:00,308.5,423.5,0.3,,,80.1,53.1,1.34,39.27,,,,,,69.25,0.45,108.0,60.0,,,0.0,21.55
2021-12-20 10:00:00,2021-12-20 11:00:00,365.75,511.0,0.33,,,72.38,51.58,0.86,63.02,,,,,,62.5,0.42,80.0,105.75,,,0.0,22.85
2021-12-20 11:00:00,2021-12-20 12:00:00,253.25,365.0,0.27,,,67.7,51.38,0.65,84.75,,,,,,53.0,0.5,65.0,169.25,,,0.0,23.75
2021-12-20 12:00:00,2021-12-20 13:00:00,191.5,300.25,0.28,,,57.4,51.9,0.42,86.45,,,,,,44.75,0.43,50.5,115.25,,,0.0,24.25
2021-12-20 13:00:00,2021-12-20 14:00:00,131.0,220.75,0.33,,,50.92,52.8,0.54,94.28,,,,,,44.0,0.5,44.5,87.5,,,0.0,24.27
2021-12-20 14:00:00,2021-12-20 15:00:00,123.25,203.75,0.47,,,46.75,55.05,0.96,90.1,,,,,,45.0,0.45,45.25,61.0,,,0.0,24.3
2021-12-20 15:00:00,2021-12-20 16:00:00,120.75,205.25,0.57,,,47.28,55.27,0.93,87.47,,,,,,45.25,0.4,38.0,26.75,,,0.0,24.1
2021-12-20 16:00:00,2021-12-20 17:00:00,121.0,220.0,0.38,,,50.83,55.95,1.44,42.83,,,,,,53.0,0.1,303.5,12.0,,,0.0,23.6
2021-12-20 17:00:00,2021-12-20 18:00:00,181.25,360.25,0.35,,,59.88,53.17,2.11,12.4,,,,,,64.75,0.1,305.0,8.25,,,0.0,22.93
2021-12-20 18:00:00,2021-12-20 19:00:00,230.0,477.0,0.4,,,79.75,52.95,3.05,3.35,,,,,,71.75,0.1,207.0,9.0,,,0.0,22.28
2021-12-20 19:00:00,2021-12-20 20:00:00,318.0,582.0,0.5,,,95.35,52.92,5.41,3.4,,,,,,73.0,0.1,206.33,9.0,,,0.0,22.05
2021-12-20 20:00:00,2021-12-20 21:00:00,460.75,766.0,0.28,,,98.55,51.75,3.97,2.05,,,,,,73.25,0.1,179.0,8.75,,,0.0,21.92
2021-12-20 21:00:00,2021-12-20 22:00:00,379.0,694.75,0.35,,,84.65,50.48,2.66,2.88,,,,,,73.25,0.1,166.0,9.0,,,0.0,21.65
2021-12-20 22:00:00,2021-12-20 23:00:00,318.75,550.0,0.47,,,73.43,49.62,1.67,8.78,,,,,,72.0,0.1,278.0,8.75,,,0.0,21.6
2021-12-20 23:00:00,2021-12-21 00:00:00,281.25,388.0,0.4,,,72.07,49.37,1.41,15.0,,,,,,73.0,0.1,145.67,9.0,,,0.0,21.48
2021-12-21 00:00:00,2021-12-21 01:00:00,280.75,365.5,0.3,,,71.68,49.02,1.4,15.02,,,,,,75.25,0.1,78.0,9.0,,,0.0,21.23
2021-12-21 01:00:00,2021-12-21 02:00:00,294.75,368.75,0.4,,,74.2,49.17,1.34,10.57,,,,,,77.5,0.17,290.75,9.0,,,0.0,21.17
2021-12-21 02:00:00,2021-12-21 03:00:00,300.75,382.0,0.48,,,80.53,48.67,1.04,11.47,,,,,,78.5,0.15,277.25,9.0,,,0.0,20.95
2021-12-21 03:00:00,2021-12-21 04:00:00,277.5,349.25,0.5,,,77.12,48.52,0.96,13.7,,,,,,78.75,0.18,77.75,9.0,,,0.0,20.82
2021-12-21 04:00:00,2021-12-21 05:00:00,267.0,345.0,0.6,,,74.97,48.52,1.04,7.55,,,,,,80.5,0.17,235.5,9.25,,,0.0,20.7
2021-12-21 05:00:00,2021-12-21 06:00:00,267.25,377.5,0.3,,,70.12,48.33,1.36,9.48,,,,,,82.0,0.2,260.25,9.0,,,0.0,20.55
2021-12-21 06:00:00,2021-12-21 07:00:00,274.75,381.75,0.33,,,66.12,48.52,1.62,10.82,,,,,,82.0,0.23,278.5,11.5,,,0.0,20.45
2021-12-21 07:00:00,2021-12-21 08:00:00,287.75,401.0,0.42,,,69.35,48.57,1.66,12.6,,,,,,80.5,0.28,271.75,23.5,,,0.0,20.62
2021-12-21 08:00:00,2021-12-21 09:00:00,320.5,414.75,0.62,,,73.43,49.23,1.84,21.8,,,,,,75.75,0.27,102.75,40.25,,,0.0,21.2
2021-12-21 09:00:00,2021-12-21 10:00:00,375.0,501.0,0.53,,,101.1,53.85,1.91,30.05,,,,,,71.25,0.35,51.75,60.75,,,0.0,22.02
2021-12-21 10:00:00,2021-12-21 11:00:00,413.5,576.5,0.33,,,87.6,52.0,1.25,54.43,,,,,,65.0,0.5,56.0,97.75,,,0.0,22.9
2021-12-21 11:00:00,2021-12-21 12:00:00,296.0,483.5,0.42,,,75.4,51.5,0.95,80.75,,,,,,56.75,0.45,132.5,163.75,,,0.0,24.03
2021-12-21 12:00:00,2021-12-21 13:00:00,236.0,337.0,0.7,,,76.9,52.1,0.9,85.1,,,,,,51.0,0.4,47.0,91.0,,,0.0,25.4
2021-12-21 13:00:00,2021-12-21 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-21 14:00:00,2021-12-21 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-21 15:00:00,2021-12-21 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-21 16:00:00,2021-12-21 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-21 17:00:00,2021-12-21 18:00:00,,,,,0.0,,,0.0,21.7,,,,,,64.0,,,8.0,,,0.0,22.8
2021-12-21 18:00:00,2021-12-21 19:00:00,,,80.97,233.13,189.83,119.43,51.63,2.41,13.8,,,,,,66.0,,,8.0,,,0.0,22.55
2021-12-21 19:00:00,2021-12-21 20:00:00,356.5,564.5,50.55,185.93,140.0,122.02,51.9,2.86,10.55,,,,,,69.25,0.1,,8.75,,,0.0,22.17
2021-12-21 20:00:00,2021-12-21 21:00:00,335.5,524.25,18.8,191.8,117.3,132.53,51.72,3.23,15.9,,,,,,73.0,0.1,169.5,9.0,,,0.0,21.9
2021-12-21 21:00:00,2021-12-21 22:00:00,348.75,521.0,10.0,154.0,90.05,111.33,51.1,2.41,25.9,,,,,,72.5,0.1,81.5,8.25,,,0.0,21.7
2021-12-21 22:00:00,2021-12-21 23:00:00,334.25,443.25,3.05,128.22,70.7,106.05,51.03,2.08,18.52,,,,,,75.5,0.1,88.0,9.0,,,0.0,21.55
2021-12-21 23:00:00,2021-12-22 00:00:00,335.5,453.5,3.2,119.13,65.97,99.75,50.2,1.8,15.17,,,,,,78.0,0.1,130.25,9.0,,,0.0,21.4
2021-12-22 00:00:00,2021-12-22 01:00:00,301.25,410.75,2.17,106.65,58.52,94.6,48.58,1.56,17.15,,,,,,79.5,0.1,272.5,9.0,,,0.0,21.25
2021-12-22 01:00:00,2021-12-22 02:00:00,280.25,368.5,1.48,104.75,56.95,97.07,48.58,1.34,19.22,,,,,,79.0,0.1,272.5,9.0,,,0.0,21.1
2021-12-22 02:00:00,2021-12-22 03:00:00,270.75,355.5,0.7,92.48,49.75,94.35,48.65,1.23,29.25,,,,,,77.75,0.1,195.75,9.0,,,0.0,21.1
2021-12-22 03:00:00,2021-12-22 04:00:00,262.75,334.0,1.1,89.88,48.7,91.53,48.5,1.23,27.42,,,,,,77.5,0.2,305.75,9.0,,,0.0,20.95
2021-12-22 04:00:00,2021-12-22 05:00:00,270.75,353.0,0.7,84.82,45.7,89.55,48.42,1.22,28.85,,,,,,77.75,0.2,266.5,9.0,,,0.0,20.8
2021-12-22 05:00:00,2021-12-22 06:00:00,273.5,342.75,0.8,74.95,40.5,85.22,48.55,1.27,29.38,,,,,,78.5,0.2,77.25,8.75,,,0.0,20.55
2021-12-22 06:00:00,2021-12-22 07:00:00,276.75,352.0,0.88,73.17,39.65,82.65,48.88,1.29,25.5,,,,,,79.5,0.2,100.5,11.75,,,0.0,20.4
2021-12-22 07:00:00,2021-12-22 08:00:00,297.25,385.0,1.12,78.83,42.85,82.15,48.97,1.31,25.8,,,,,,75.25,0.28,148.5,27.75,,,0.0,20.73
2021-12-22 08:00:00,2021-12-22 09:00:00,315.0,435.75,1.17,80.87,43.97,80.93,49.1,1.4,38.75,,,,,,70.75,0.22,113.25,53.25,,,0.0,21.27
2021-12-22 09:00:00,2021-12-22 10:00:00,334.75,458.25,1.05,89.9,48.7,86.1,51.8,1.04,54.38,,,,,,65.25,0.38,169.0,75.0,,,0.0,22.12
2021-12-22 10:00:00,2021-12-22 11:00:00,280.75,384.0,,,,,,,79.3,1.1,41.8,5.9,0.2,,58.75,0.45,97.0,129.0,,2.8,0.0,23.05
2021-12-22 11:00:00,2021-12-22 12:00:00,238.0,326.5,,,,,,,104.0,1.05,43.15,6.55,10.3,,52.25,0.33,186.75,204.75,,5.3,0.0,23.95
2021-12-22 12:00:00,2021-12-22 13:00:00,206.75,296.0,,93.75,49.7,66.75,3.7,0.77,111.85,0.95,44.67,8.3,9.38,,48.5,0.33,141.75,126.5,,6.3,0.0,24.3
2021-12-22 13:00:00,2021-12-22 14:00:00,174.25,275.5,0.27,107.62,57.4,58.78,5.5,0.98,112.7,0.9,51.83,7.72,9.98,,46.25,0.35,78.75,121.25,,5.22,0.0,24.63
2021-12-22 14:00:00,2021-12-22 15:00:00,156.25,246.0,0.83,145.75,78.2,78.47,6.9,1.02,106.7,0.85,52.9,8.25,8.22,,46.0,0.35,97.75,85.25,,4.97,0.0,24.6
2021-12-22 15:00:00,2021-12-22 16:00:00,144.5,224.0,1.15,184.2,98.95,91.7,8.62,1.17,,0.8,53.27,8.1,6.62,,49.0,0.35,83.75,37.75,,4.83,0.0,24.7
2021-12-22 16:00:00,2021-12-22 17:00:00,148.5,251.25,2.22,228.9,123.58,97.78,5.85,1.5,,1.23,52.35,10.32,11.35,,57.5,0.1,159.5,13.0,,7.15,0.0,23.85
2021-12-22 17:00:00,2021-12-22 18:00:00,189.75,377.0,2.85,255.92,138.45,107.62,3.8,2.21,14.47,1.95,72.1,14.4,22.32,,65.25,0.1,343.67,9.0,,11.57,0.0,22.95
2021-12-22 18:00:00,2021-12-22 19:00:00,278.25,561.75,86.35,284.62,221.62,105.35,4.3,3.82,2.18,4.07,76.8,15.2,2.63,,70.75,0.1,,8.5,,12.75,0.0,22.48
2021-12-22 19:00:00,2021-12-22 20:00:00,393.25,852.0,78.42,271.6,208.25,98.22,4.38,3.89,2.73,5.85,92.95,19.18,1.35,,74.75,0.1,312.0,9.0,,17.65,0.0,22.25
2021-12-22 20:00:00,2021-12-22 21:00:00,439.25,809.0,79.75,246.5,195.93,92.52,4.2,4.26,1.93,5.33,98.03,20.43,1.38,,76.75,0.1,244.0,8.0,,18.5,0.0,22.0
