From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),RF (mm),AT (degree C)
2022-11-26 02:00:00,2022-11-26 03:00:00,60.77,113.64,5.41,125.27,130.67,7.77,16.1,0.26,92.34,1.24,0.24,0.02,,0.01,44.12,0.54,299.82,45.71,,,0.0,20.2
2022-11-26 03:00:00,2022-11-26 04:00:00,64.68,115.87,4.61,133.69,138.29,6.77,14.71,0.23,88.38,0.85,0.2,0.02,,0.01,48.39,0.2,241.1,46.21,,,0.0,19.8
2022-11-26 04:00:00,2022-11-26 05:00:00,60.26,116.25,4.49,184.59,189.07,4.78,,0.38,71.69,0.62,0.15,0.01,,0.01,49.8,0.61,295.14,45.69,,,0.0,19.65
2022-11-26 05:00:00,2022-11-26 06:00:00,60.72,120.71,9.04,171.16,180.2,6.76,14.96,0.29,89.55,1.05,0.2,0.02,,,48.11,0.4,320.74,45.81,,,0.0,19.66
2022-11-26 06:00:00,2022-11-26 07:00:00,66.55,115.59,7.82,175.23,183.05,6.76,11.72,0.24,88.24,0.97,0.31,0.04,,0.01,47.46,0.33,248.71,56.25,,,0.0,19.68
2022-11-26 07:00:00,2022-11-26 08:00:00,83.19,120.34,14.48,246.21,260.69,4.69,8.85,0.31,43.08,1.11,0.6,0.06,,0.02,47.89,0.2,244.43,88.07,,,0.0,20.58
2022-11-26 08:00:00,2022-11-26 09:00:00,88.96,127.25,16.4,241.38,257.78,4.44,,0.32,42.23,1.37,1.08,0.1,,0.04,44.88,0.3,291.5,111.34,,,0.0,22.27
2022-11-26 09:00:00,2022-11-26 10:00:00,83.97,133.02,5.88,126.2,132.08,8.09,14.26,0.25,94.28,1.07,0.57,0.06,,0.03,40.38,0.26,292.0,126.2,,,0.0,24.07
2022-11-26 10:00:00,2022-11-26 11:00:00,80.59,128.59,3.69,92.19,95.88,9.13,12.89,0.22,100.93,0.84,0.38,0.04,,0.02,36.41,0.33,305.59,449.03,,,0.0,25.07
2022-11-26 11:00:00,2022-11-26 12:00:00,76.97,116.85,3.12,86.57,89.69,8.98,17.64,0.23,89.49,0.68,0.43,0.03,,0.02,37.61,0.38,317.81,682.85,,,0.0,25.36
2022-11-26 12:00:00,2022-11-26 13:00:00,76.21,113.18,3.4,75.05,78.44,9.44,15.93,0.26,99.45,0.61,0.45,0.04,,0.01,42.47,0.51,290.05,663.9,,,0.0,25.33
2022-11-26 13:00:00,2022-11-26 14:00:00,74.33,116.37,2.88,70.86,73.74,10.0,11.16,0.25,111.2,0.6,0.35,0.03,,0.02,40.01,0.54,280.84,597.82,,,0.0,25.85
2022-11-26 14:00:00,2022-11-26 15:00:00,68.25,111.22,4.07,74.56,78.64,10.32,8.31,0.23,108.29,0.48,0.24,0.02,,0.01,40.09,0.59,278.31,477.49,,,0.0,25.57
2022-11-26 15:00:00,2022-11-26 16:00:00,61.16,102.49,2.26,70.97,73.23,10.4,7.35,0.23,91.31,0.49,0.21,0.02,,0.01,41.93,0.48,279.89,304.29,,,0.0,24.96
2022-11-26 16:00:00,2022-11-26 17:00:00,55.8,96.88,1.89,82.45,84.33,10.61,4.96,0.21,35.23,0.65,1.25,0.08,,0.04,47.51,0.61,287.07,108.41,,,0.0,23.23
2022-11-26 17:00:00,2022-11-26 18:00:00,53.54,90.71,3.36,108.66,112.02,9.63,6.3,0.21,71.62,0.67,1.35,0.1,0.02,0.04,50.8,0.96,286.74,47.86,,,0.0,21.46
2022-11-26 18:00:00,2022-11-26 19:00:00,53.07,89.87,6.01,137.39,143.4,8.16,7.04,0.22,79.67,0.54,0.61,0.05,,0.03,45.48,0.45,221.96,46.16,,,0.0,21.19
2022-11-26 19:00:00,2022-11-26 20:00:00,55.91,91.98,2.47,101.71,104.18,9.4,8.4,0.22,107.71,0.57,0.27,0.04,,0.02,46.16,0.11,29.49,46.94,,,0.0,21.37
2022-11-26 20:00:00,2022-11-26 21:00:00,54.12,90.98,1.5,49.09,50.59,11.18,10.14,0.22,126.79,0.59,0.12,0.01,,,44.96,0.08,68.59,47.14,,,0.0,21.47
2022-11-26 21:00:00,2022-11-26 22:00:00,47.02,80.02,1.5,57.84,59.34,11.09,9.74,0.21,119.75,0.52,0.11,,,,45.13,0.2,133.12,46.82,,,0.0,21.2
2022-11-26 22:00:00,2022-11-26 23:00:00,45.78,74.58,1.5,31.81,33.31,13.14,14.21,0.26,139.43,0.71,0.12,,,,44.84,0.14,165.99,46.98,,,0.0,21.24
2022-11-26 23:00:00,2022-11-27 00:00:00,44.22,70.26,2.29,84.27,86.55,10.79,17.32,0.27,114.66,1.11,0.14,,,,42.19,0.58,305.99,45.27,,,0.0,20.99
2022-11-27 00:00:00,2022-11-27 01:00:00,44.2,66.3,3.44,77.51,80.95,11.0,16.7,0.25,114.79,1.28,0.18,0.02,,,42.88,0.69,290.3,45.71,,,0.0,20.74
2022-11-27 01:00:00,2022-11-27 02:00:00,41.2,69.7,1.93,60.68,62.61,11.55,11.61,0.21,114.76,1.04,0.15,0.01,,,42.66,0.55,295.04,45.93,,,0.0,20.49
2022-11-27 02:00:00,2022-11-27 03:00:00,40.97,70.28,1.82,51.7,53.52,10.71,11.71,0.19,116.94,0.73,0.13,0.01,,,43.42,0.76,293.98,45.77,,,0.0,20.21
2022-11-27 03:00:00,2022-11-27 04:00:00,45.34,69.39,3.09,59.99,63.08,10.41,7.8,0.17,114.13,0.51,0.12,0.01,,,44.99,0.76,293.48,45.83,,,0.0,19.87
2022-11-27 04:00:00,2022-11-27 05:00:00,44.47,70.52,3.09,85.48,88.57,9.24,15.28,0.25,115.0,0.62,0.13,0.01,,,46.22,0.66,294.15,45.91,,,0.0,19.68
2022-11-27 05:00:00,2022-11-27 06:00:00,43.42,70.19,12.74,250.81,263.55,3.62,,0.7,59.51,2.12,0.25,0.02,,0.01,47.14,0.24,243.57,46.12,,,0.0,19.66
2022-11-27 06:00:00,2022-11-27 07:00:00,52.61,86.8,13.48,279.94,293.43,2.97,,0.34,56.23,2.92,0.46,0.07,,0.02,47.47,0.23,162.45,55.68,,,0.0,19.5
2022-11-27 07:00:00,2022-11-27 08:00:00,61.68,114.51,12.9,215.15,228.05,5.31,19.75,0.24,73.47,0.97,0.23,0.04,,0.02,42.52,0.12,113.77,85.24,,,0.0,21.48
2022-11-27 08:00:00,2022-11-27 09:00:00,64.29,126.0,7.71,140.92,148.64,7.67,18.42,0.23,86.38,0.92,0.29,0.04,,0.01,38.61,0.21,301.63,107.64,,,0.0,24.02
2022-11-27 09:00:00,2022-11-27 10:00:00,60.96,115.0,5.16,103.18,108.34,8.92,,0.21,90.33,0.66,0.23,0.02,,0.01,37.47,0.21,298.2,126.15,,,0.0,25.23
2022-11-27 10:00:00,2022-11-27 11:00:00,57.26,100.71,4.2,84.81,89.01,9.33,,0.23,100.1,0.65,0.46,0.03,,0.01,37.66,0.23,222.85,439.35,,,0.0,25.8
2022-11-27 11:00:00,2022-11-27 12:00:00,58.49,96.21,2.66,68.48,71.14,9.91,16.73,0.27,108.05,0.58,0.22,0.01,,0.01,40.62,0.36,229.58,677.33,,,0.0,25.68
2022-11-27 12:00:00,2022-11-27 13:00:00,56.25,90.61,2.54,64.67,67.21,9.93,14.63,0.27,100.35,0.7,0.38,0.03,,0.01,42.54,0.5,281.96,667.74,,,0.0,25.39
2022-11-27 13:00:00,2022-11-27 14:00:00,54.45,94.02,2.12,55.36,57.48,10.44,17.71,0.22,120.69,0.56,0.26,0.02,,0.01,38.16,0.53,278.04,599.82,,,0.0,25.53
2022-11-27 14:00:00,2022-11-27 15:00:00,50.09,94.44,2.08,53.46,55.55,10.92,16.87,0.23,127.41,0.41,0.2,0.02,,0.01,37.99,0.41,266.62,471.04,,,0.0,25.9
2022-11-27 15:00:00,2022-11-27 16:00:00,43.83,88.2,3.08,82.88,85.96,9.88,15.52,0.24,121.31,0.45,0.16,0.01,,0.01,39.64,0.32,283.75,290.65,,,0.0,25.58
2022-11-27 16:00:00,2022-11-27 17:00:00,50.49,87.18,3.12,103.66,106.77,9.55,13.44,0.26,115.94,0.62,0.12,0.01,,,44.33,0.25,218.6,106.33,,,0.0,23.82
2022-11-27 17:00:00,2022-11-27 18:00:00,57.41,86.8,2.29,117.29,119.57,9.43,11.42,0.27,108.5,0.87,1.0,0.51,,0.15,47.25,0.26,321.6,48.2,,,0.0,21.92
2022-11-27 18:00:00,2022-11-27 19:00:00,58.9,95.83,2.99,116.33,119.31,9.17,11.76,0.3,108.93,0.98,0.33,0.1,,0.04,48.82,0.3,157.08,46.13,,,0.0,21.41
2022-11-27 19:00:00,2022-11-27 20:00:00,60.25,104.69,8.27,157.47,165.74,7.51,11.02,0.31,91.7,1.5,0.38,0.09,,0.04,51.56,0.16,257.87,46.25,,,0.0,21.13
2022-11-27 20:00:00,2022-11-27 21:00:00,66.79,124.01,1.71,137.43,139.13,7.6,12.62,0.27,101.24,1.45,0.35,0.09,,0.03,50.86,0.1,50.67,46.86,,,0.0,21.02
2022-11-27 21:00:00,2022-11-27 22:00:00,74.44,138.46,1.5,60.05,61.55,10.97,12.93,0.33,126.91,1.46,0.19,0.02,,0.01,48.01,0.22,317.58,46.28,,,0.0,21.11
2022-11-27 22:00:00,2022-11-27 23:00:00,70.11,115.37,1.5,53.6,55.1,12.12,,0.56,134.35,2.91,0.21,0.01,,,45.96,0.11,171.58,46.59,,,0.0,21.21
2022-11-27 23:00:00,2022-11-28 00:00:00,69.89,111.87,1.5,76.11,77.61,11.92,,0.73,119.0,5.88,0.43,0.03,,0.01,48.96,0.14,18.45,46.91,,,0.0,20.94
2022-11-28 00:00:00,2022-11-28 01:00:00,66.08,110.58,2.21,82.18,84.39,11.62,,0.64,118.11,4.18,0.32,0.03,,0.01,51.97,0.13,100.22,46.44,,,0.0,20.71
2022-11-28 01:00:00,2022-11-28 02:00:00,68.53,100.37,1.51,63.41,64.92,12.63,,0.64,121.08,3.73,0.29,0.02,,,50.3,0.17,246.78,46.21,,,0.0,20.63
2022-11-28 02:00:00,2022-11-28 03:00:00,63.94,99.53,1.81,115.46,117.28,9.97,,0.55,97.34,3.38,0.29,0.03,,,53.87,0.7,295.36,45.61,,,0.0,19.7
2022-11-28 03:00:00,2022-11-28 04:00:00,59.01,104.85,3.64,152.81,156.45,7.27,,0.37,86.6,3.2,0.27,0.03,,,55.42,0.52,294.17,45.95,,,0.0,19.48
2022-11-28 04:00:00,2022-11-28 05:00:00,62.95,113.7,1.5,51.97,53.47,11.66,16.39,0.31,138.52,1.42,0.19,0.02,,0.01,60.65,0.25,296.51,46.18,,,0.0,19.21
2022-11-28 05:00:00,2022-11-28 06:00:00,66.77,111.12,1.5,39.92,41.42,12.38,15.48,0.33,145.45,1.09,0.18,0.01,,,59.97,0.19,24.95,46.34,,,0.0,19.29
2022-11-28 06:00:00,2022-11-28 07:00:00,74.12,106.48,5.33,125.07,130.4,10.38,14.77,0.45,125.94,1.27,0.22,0.02,,,61.92,0.18,17.99,56.31,,,0.0,19.17
2022-11-28 07:00:00,2022-11-28 08:00:00,76.31,114.82,3.49,151.03,154.52,9.35,16.22,0.54,115.56,1.64,0.31,0.03,,0.01,58.49,0.14,97.94,91.0,,,0.0,20.54
2022-11-28 08:00:00,2022-11-28 09:00:00,85.77,140.57,4.57,155.04,159.62,8.64,18.98,0.44,102.98,1.82,0.47,0.05,,0.02,51.19,0.12,173.0,123.02,,,0.0,22.77
2022-11-28 09:00:00,2022-11-28 10:00:00,93.28,152.28,3.03,110.44,113.46,10.38,,0.41,107.1,1.37,0.61,0.04,,0.02,48.1,0.19,36.54,151.0,,,0.0,23.87
2022-11-28 10:00:00,2022-11-28 11:00:00,92.15,143.57,1.94,89.57,91.51,11.1,15.61,0.37,109.64,1.23,0.55,0.04,,0.02,46.32,0.43,240.2,423.67,,,0.0,24.5
2022-11-28 11:00:00,2022-11-28 12:00:00,9.0,15.0,1.72,108.34,110.06,11.4,,0.33,,1.19,0.39,0.02,,,42.84,0.27,165.84,647.12,,,0.0,25.52
2022-11-28 12:00:00,2022-11-28 13:00:00,47.62,68.38,1.54,77.53,72.75,15.48,17.1,0.37,,1.08,0.27,,,0.01,43.51,0.21,120.91,622.57,,,0.0,26.25
2022-11-28 13:00:00,2022-11-28 14:00:00,118.56,174.58,,,,,16.71,0.38,99.75,1.08,0.29,0.04,,0.01,41.42,0.18,150.97,530.3,,,0.0,26.68
2022-11-28 14:00:00,2022-11-28 15:00:00,101.14,162.9,,,,,14.74,0.36,121.67,1.08,0.28,0.04,,0.02,47.06,0.33,285.69,417.91,,,0.0,26.57
2022-11-28 15:00:00,2022-11-28 16:00:00,98.26,149.77,,,,,12.9,0.3,130.82,0.83,0.15,0.02,,0.01,50.04,0.49,289.23,252.25,,,0.0,25.35
2022-11-28 16:00:00,2022-11-28 17:00:00,91.06,140.85,,,,,10.59,0.34,112.99,0.99,0.17,0.02,,0.01,60.03,0.81,287.37,99.74,,,0.0,23.38
2022-11-28 17:00:00,2022-11-28 18:00:00,83.82,131.2,,,,,9.69,0.41,97.65,0.91,0.19,0.02,,0.01,64.54,0.81,290.75,47.86,,,0.0,21.91
2022-11-28 18:00:00,2022-11-28 19:00:00,84.79,130.83,,,,,10.47,0.4,76.68,2.11,0.45,0.07,,0.03,63.85,0.23,259.79,46.11,,,0.0,21.42
2022-11-28 19:00:00,2022-11-28 20:00:00,90.1,156.11,,,,,17.4,0.42,79.97,1.82,0.6,0.15,,0.05,63.93,0.24,13.51,46.21,,,0.0,21.25
2022-11-28 20:00:00,2022-11-28 21:00:00,93.56,181.33,,,,,18.98,0.46,79.85,1.82,0.46,0.13,,0.05,65.31,0.27,14.36,46.27,,,0.0,21.0
2022-11-28 21:00:00,2022-11-28 22:00:00,97.36,192.8,,,,,,0.53,96.82,2.07,0.35,0.09,,0.03,63.91,0.2,7.53,46.17,,,0.0,20.68
2022-11-28 22:00:00,2022-11-28 23:00:00,97.01,192.08,,,,,19.0,0.46,124.88,2.03,0.38,0.09,,0.03,61.66,0.34,22.34,46.19,,,0.0,20.75
2022-11-28 23:00:00,2022-11-29 00:00:00,94.76,182.47,,,,,,0.46,137.73,1.8,0.24,0.02,,0.01,59.92,0.32,24.07,46.09,,,0.0,20.73
2022-11-29 00:00:00,2022-11-29 01:00:00,97.3,167.11,,,,,18.37,0.38,142.1,1.65,0.22,0.02,,0.01,60.0,0.31,18.46,45.97,,,0.0,20.54
2022-11-29 01:00:00,2022-11-29 02:00:00,97.14,160.44,,,,,17.16,0.39,140.0,1.57,0.22,0.01,,0.01,62.6,0.19,94.08,45.99,,,0.0,20.12
2022-11-29 02:00:00,2022-11-29 03:00:00,91.46,152.21,,,,,,0.45,142.43,1.7,0.29,0.04,,0.01,63.58,0.21,173.93,46.05,,,0.0,19.93
2022-11-29 03:00:00,2022-11-29 04:00:00,89.47,147.41,,,,,,0.46,142.47,1.46,0.3,0.04,,0.02,62.57,0.28,15.04,46.07,,,0.0,20.01
2022-11-29 04:00:00,2022-11-29 05:00:00,89.64,143.94,,,,,,0.5,133.86,1.51,0.31,0.05,,0.02,64.19,0.25,14.74,46.12,,,0.0,19.74
2022-11-29 05:00:00,2022-11-29 06:00:00,92.79,143.08,,,,,,0.56,117.37,1.96,0.36,0.06,,0.02,65.5,0.25,12.47,46.07,,,0.0,19.64
2022-11-29 06:00:00,2022-11-29 07:00:00,101.76,155.14,,,,,,0.54,114.67,3.3,0.49,0.08,,0.03,67.12,0.22,6.09,55.42,,,0.0,19.52
2022-11-29 07:00:00,2022-11-29 08:00:00,116.64,166.66,,,,,,0.56,88.38,2.95,0.6,0.08,,0.03,65.1,0.28,8.13,90.31,,,0.0,20.37
2022-11-29 08:00:00,2022-11-29 09:00:00,108.73,174.81,5.21,162.67,94.32,55.22,,0.52,63.69,2.68,0.82,0.08,,0.03,60.71,0.3,95.66,120.72,,,0.0,21.87
2022-11-29 09:00:00,2022-11-29 10:00:00,105.61,172.75,5.17,135.03,79.59,55.87,,0.47,70.32,2.1,0.86,0.09,,0.04,56.77,0.26,97.5,145.06,,,0.0,23.27
2022-11-29 10:00:00,2022-11-29 11:00:00,102.46,166.31,4.7,107.34,64.47,56.81,,0.45,105.47,1.94,0.7,0.08,,0.03,51.46,0.3,40.67,424.25,,,0.0,24.72
2022-11-29 11:00:00,2022-11-29 12:00:00,98.55,157.09,4.4,87.08,53.46,57.7,19.01,0.44,133.62,1.81,0.45,0.05,,0.02,47.67,0.27,99.8,623.95,,,0.0,25.8
2022-11-29 12:00:00,2022-11-29 13:00:00,97.74,157.09,4.15,78.21,48.52,58.17,17.53,0.46,153.69,1.56,0.33,0.03,,0.02,45.75,0.21,47.37,606.69,,,0.0,26.28
2022-11-29 13:00:00,2022-11-29 14:00:00,98.17,159.23,4.08,70.19,44.21,57.94,16.0,0.45,165.19,1.35,0.22,0.02,,0.01,44.43,0.21,156.97,530.79,,,0.0,27.22
2022-11-29 14:00:00,2022-11-29 15:00:00,93.75,149.26,4.18,80.02,49.52,57.3,,0.47,154.14,1.34,0.2,0.01,,0.01,50.08,0.32,280.63,404.83,,,0.0,26.73
2022-11-29 15:00:00,2022-11-29 16:00:00,91.5,144.32,4.06,59.5,38.5,58.47,17.17,0.42,140.22,1.32,0.21,0.02,,0.01,53.66,0.55,292.59,235.82,,,0.0,25.93
2022-11-29 16:00:00,2022-11-29 17:00:00,85.41,147.98,4.47,81.57,56.81,57.38,13.09,0.42,123.77,1.39,0.21,0.02,,0.01,60.32,0.76,289.31,90.81,,,0.0,24.01
2022-11-29 17:00:00,2022-11-29 18:00:00,83.27,157.14,4.9,171.47,98.75,54.42,13.49,0.54,85.52,1.94,0.35,0.05,,0.02,65.18,0.18,85.75,47.69,,,0.0,22.74
2022-11-29 18:00:00,2022-11-29 19:00:00,96.9,167.58,4.8,154.7,89.75,55.6,13.07,0.51,71.64,2.5,0.71,0.13,,0.05,63.72,0.31,11.86,46.22,,,0.0,22.38
2022-11-29 19:00:00,2022-11-29 20:00:00,101.23,184.54,5.05,169.93,98.05,55.22,17.09,0.54,57.45,1.96,0.57,0.09,,0.04,63.69,0.28,11.79,46.17,,,0.0,22.01
2022-11-29 20:00:00,2022-11-29 21:00:00,96.44,189.04,4.61,133.51,78.32,55.71,14.07,0.46,77.2,1.89,0.52,0.1,,0.04,63.49,0.32,163.56,46.13,,,0.0,21.83
2022-11-29 21:00:00,2022-11-29 22:00:00,100.49,189.96,4.78,151.31,87.93,54.08,15.76,0.41,85.18,1.63,0.42,0.08,,0.03,60.65,0.26,167.48,46.25,,,0.0,21.74
2022-11-29 22:00:00,2022-11-29 23:00:00,97.69,182.87,4.09,103.61,61.99,55.84,18.99,0.41,97.69,1.61,0.29,0.05,,0.02,60.3,0.18,265.94,46.25,,,0.0,21.55
2022-11-29 23:00:00,2022-11-30 00:00:00,96.58,177.13,4.17,136.31,79.46,54.21,15.53,0.42,95.1,1.34,0.22,0.03,,0.01,60.93,0.39,230.99,46.09,,,0.0,21.44
2022-11-30 00:00:00,2022-11-30 01:00:00,98.52,170.62,4.03,58.13,37.75,58.39,8.48,0.36,116.11,1.46,0.24,0.03,,0.01,60.54,0.28,16.68,46.16,,,0.0,21.59
2022-11-30 01:00:00,2022-11-30 02:00:00,93.94,159.94,4.16,72.97,45.75,57.46,10.03,0.31,113.52,1.41,0.21,0.02,,,59.36,0.26,265.88,46.04,,,0.0,21.33
2022-11-30 02:00:00,2022-11-30 03:00:00,85.54,142.85,4.16,70.14,44.24,57.44,13.57,0.31,113.7,1.09,0.17,0.01,,0.01,57.62,0.34,11.67,46.08,,,0.0,21.19
2022-11-30 03:00:00,2022-11-30 04:00:00,78.37,132.69,4.09,64.5,41.19,57.59,,0.35,110.17,1.08,0.15,0.01,,,58.7,0.36,19.11,46.2,,,0.0,21.24
2022-11-30 04:00:00,2022-11-30 05:00:00,75.76,127.74,4.0,68.76,43.38,56.95,,0.53,134.56,1.53,0.26,0.03,,0.01,61.84,0.46,19.81,46.23,,,0.0,21.04
2022-11-30 05:00:00,2022-11-30 06:00:00,75.76,130.34,3.91,77.51,47.96,56.54,,0.51,130.71,2.49,0.52,0.05,,0.03,64.22,0.42,22.24,46.18,,,0.0,20.84
2022-11-30 06:00:00,2022-11-30 07:00:00,86.75,132.55,3.97,76.76,47.6,56.15,,0.46,111.74,2.46,0.39,0.04,,0.02,66.53,0.54,29.15,54.85,,,0.0,20.58
2022-11-30 07:00:00,2022-11-30 08:00:00,88.22,134.52,4.35,119.17,70.49,54.39,,0.46,77.95,2.32,0.59,0.08,,0.03,67.79,0.56,30.0,89.42,,,0.0,20.71
2022-11-30 08:00:00,2022-11-30 09:00:00,86.91,132.92,4.37,104.89,62.89,56.23,17.78,0.46,68.45,2.18,0.87,0.09,,0.04,64.14,0.52,26.06,119.92,,,0.0,22.11
2022-11-30 09:00:00,2022-11-30 10:00:00,88.83,136.49,4.69,104.17,62.77,55.6,,0.46,79.41,1.76,0.72,0.08,,0.03,57.52,0.31,25.85,149.99,,,0.0,24.09
2022-11-30 10:00:00,2022-11-30 11:00:00,87.4,133.02,5.45,121.18,72.44,54.08,,0.47,97.31,1.89,0.61,0.07,,0.03,52.91,0.28,125.72,416.85,,,0.0,26.27
2022-11-30 11:00:00,2022-11-30 12:00:00,,,4.25,65.89,42.05,55.05,14.41,0.36,109.47,1.47,0.33,0.03,,0.02,51.77,0.39,163.04,635.67,,,0.0,27.6
2022-11-30 12:00:00,2022-11-30 13:00:00,9.0,15.0,4.07,57.43,37.41,56.63,13.86,0.36,,1.05,0.27,0.03,,0.01,54.59,0.44,176.4,621.32,,,0.0,27.97
2022-11-30 13:00:00,2022-11-30 14:00:00,65.08,98.97,4.12,53.16,35.18,58.36,10.94,0.39,,1.09,0.27,0.03,,0.01,57.66,0.48,185.0,550.25,,,0.0,27.52
2022-11-30 14:00:00,2022-11-30 15:00:00,70.27,105.14,4.32,40.84,28.79,59.4,10.17,0.36,103.34,0.95,0.19,0.03,,0.01,56.9,0.48,174.37,446.92,,,0.0,27.51
2022-11-30 15:00:00,2022-11-30 16:00:00,53.7,92.09,4.46,49.86,33.7,59.67,11.5,0.37,104.38,0.81,0.14,0.01,,0.01,57.11,0.35,178.16,266.33,,,0.0,26.95
2022-11-30 16:00:00,2022-11-30 17:00:00,30.3,47.11,4.65,101.04,61.08,56.47,9.76,0.38,72.52,1.03,0.26,0.03,,0.01,61.02,0.34,294.15,109.45,,,0.0,25.5
2022-11-30 17:00:00,2022-11-30 18:00:00,86.15,98.79,5.05,152.21,88.63,53.86,12.3,0.43,56.05,2.05,0.31,0.04,,0.02,64.69,0.4,216.59,48.09,,,0.0,23.85
2022-11-30 18:00:00,2022-11-30 19:00:00,132.38,160.68,5.47,143.64,84.41,53.85,10.12,0.41,46.87,2.02,0.29,0.06,,0.02,69.79,0.23,330.27,46.15,,,0.0,23.17
2022-11-30 19:00:00,2022-11-30 20:00:00,116.05,158.85,6.2,196.46,113.1,52.24,12.25,0.55,32.87,1.82,0.58,0.15,,0.06,74.69,0.14,248.49,46.13,,,0.0,22.7
2022-11-30 20:00:00,2022-11-30 21:00:00,106.72,159.89,4.83,125.37,74.17,55.41,11.39,0.55,33.71,1.9,0.61,0.17,,0.06,76.99,0.13,94.7,46.25,,,0.0,22.52
2022-11-30 21:00:00,2022-11-30 22:00:00,96.98,161.01,5.9,303.54,169.81,46.97,,0.66,15.66,1.56,0.36,0.07,,0.03,73.82,0.17,46.7,46.49,,,0.0,22.81
2022-11-30 22:00:00,2022-11-30 23:00:00,90.66,150.28,4.59,93.62,57.09,56.21,14.97,0.4,46.51,1.31,0.52,0.11,,0.04,72.01,0.08,37.78,46.54,,,0.0,22.66
2022-11-30 23:00:00,2022-12-01 00:00:00,86.91,133.6,4.68,146.19,85.12,53.54,13.94,0.34,40.04,0.86,0.16,0.01,,0.01,68.79,0.12,101.6,46.55,,,0.0,22.87
2022-12-01 00:00:00,2022-12-01 01:00:00,78.4,121.13,4.28,58.06,37.92,57.92,,0.42,52.93,1.97,0.18,0.01,,0.01,67.58,0.07,282.42,47.03,,,0.0,22.62
