From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Xylene (ug/m3)
2021-01-13 07:00:00,2021-01-13 08:00:00,91.61,163.61,39.91,23.8,63.72,1.73,26.0,0.66,,,2.26,
2021-01-13 08:00:00,2021-01-13 09:00:00,103.11,185.84,35.44,26.55,62.2,1.93,26.0,0.56,,,1.95,
2021-01-13 09:00:00,2021-01-13 10:00:00,108.55,191.05,48.69,38.24,86.92,3.05,24.75,0.56,,,2.06,
2021-01-13 10:00:00,2021-01-13 11:00:00,84.48,150.62,42.07,35.84,77.91,1.8,27.5,0.67,,,3.11,
2021-01-13 11:00:00,2021-01-13 12:00:00,63.39,113.56,35.92,34.67,70.59,1.21,28.0,0.56,,,1.86,
2021-01-13 12:00:00,2021-01-13 13:00:00,49.12,87.8,29.42,28.02,57.44,0.88,28.0,0.51,,,1.3,
2021-01-13 13:00:00,2021-01-13 14:00:00,40.42,69.83,26.41,24.02,50.43,0.65,28.5,0.49,,,1.16,
2021-01-13 14:00:00,2021-01-13 15:00:00,28.24,50.32,27.32,24.48,51.8,1.02,27.0,0.5,,,0.93,
2021-01-13 15:00:00,2021-01-13 16:00:00,29.48,52.66,37.74,28.59,66.34,1.95,23.75,0.52,,,1.01,
2021-01-13 16:00:00,2021-01-13 17:00:00,28.52,50.75,18.2,18.15,36.35,0.6,29.25,0.47,,,0.82,
2021-01-13 17:00:00,2021-01-13 18:00:00,28.11,50.13,16.7,12.85,29.56,0.62,35.0,0.38,,,0.31,
2021-01-13 18:00:00,2021-01-13 19:00:00,30.51,54.53,14.97,16.14,31.11,1.08,31.0,0.4,,,0.35,
2021-01-13 19:00:00,2021-01-13 20:00:00,35.02,62.67,15.11,22.51,37.62,2.11,29.5,0.54,,,0.85,
2021-01-13 20:00:00,2021-01-13 21:00:00,50.05,86.64,33.2,25.27,58.47,3.72,26.75,0.66,,,1.67,
2021-01-13 21:00:00,2021-01-13 22:00:00,67.95,121.08,41.54,30.38,71.92,3.23,21.75,0.69,,,4.26,
2021-01-13 22:00:00,2021-01-13 23:00:00,63.9,113.06,17.46,24.71,42.17,1.18,29.0,0.58,,,2.34,
2021-01-13 23:00:00,2021-01-14 00:00:00,52.57,93.27,14.18,21.45,35.63,1.04,30.67,0.54,,,1.43,
2021-01-14 00:00:00,2021-01-14 01:00:00,46.92,83.54,23.88,23.6,47.48,1.45,31.5,0.64,,,1.54,
2021-01-14 01:00:00,2021-01-14 02:00:00,49.16,87.69,35.09,26.96,62.04,1.58,25.25,0.65,,,1.83,
2021-01-14 02:00:00,2021-01-14 03:00:00,49.12,87.64,37.27,27.24,64.52,1.44,25.0,0.59,,,1.72,
2021-01-14 03:00:00,2021-01-14 04:00:00,46.04,82.07,38.38,26.41,64.79,1.11,26.0,0.55,,,1.42,
2021-01-14 04:00:00,2021-01-14 05:00:00,44.48,79.3,27.62,24.57,52.19,0.7,25.75,0.46,,,0.93,
2021-01-14 05:00:00,2021-01-14 06:00:00,43.13,77.0,19.16,20.49,39.66,0.9,30.0,0.47,,,0.79,
2021-01-14 06:00:00,2021-01-14 07:00:00,41.93,74.19,16.77,18.24,35.01,1.06,29.25,0.52,,,0.86,
2021-01-14 07:00:00,2021-01-14 08:00:00,55.23,99.16,21.4,19.26,40.66,1.51,30.75,0.55,,,0.93,
2021-01-14 08:00:00,2021-01-14 09:00:00,79.25,141.74,19.7,22.79,42.49,2.58,31.25,0.63,,,1.11,
2021-01-14 09:00:00,2021-01-14 10:00:00,97.81,174.55,60.07,34.75,94.81,4.2,24.0,0.65,,,2.09,
2021-01-14 10:00:00,2021-01-14 11:00:00,89.34,159.53,47.05,33.84,80.88,2.42,24.0,0.71,,,2.86,
2021-01-14 11:00:00,2021-01-14 12:00:00,53.48,97.14,26.5,28.11,54.61,0.92,32.25,0.48,,,1.05,
2021-01-14 12:00:00,2021-01-14 13:00:00,39.43,70.36,27.59,26.88,54.46,1.26,31.0,0.49,,,1.1,
2021-01-14 13:00:00,2021-01-14 14:00:00,34.34,61.48,26.04,23.52,49.56,0.88,29.0,0.49,,,1.05,
2021-01-14 14:00:00,2021-01-14 15:00:00,30.29,54.09,32.63,27.41,60.03,1.9,25.0,0.41,,,0.65,
2021-01-14 15:00:00,2021-01-14 16:00:00,,,,,,,,,,,,
2021-01-14 16:00:00,2021-01-14 17:00:00,,,,,,,,,,,,
2021-01-14 17:00:00,2021-01-14 18:00:00,,,,,,,,,,,,
2021-01-14 18:00:00,2021-01-14 19:00:00,,,,,,,,,,,,
2021-01-14 19:00:00,2021-01-14 20:00:00,,,,,,,,,,,,
2021-01-14 20:00:00,2021-01-14 21:00:00,,,,,,,,,,,,
2021-01-14 21:00:00,2021-01-14 22:00:00,,,,,,,,,,,,
2021-01-14 22:00:00,2021-01-14 23:00:00,,,,,,,,,,,,
2021-01-14 23:00:00,2021-01-15 00:00:00,,,,,,,,,,,,
2021-01-15 00:00:00,2021-01-15 01:00:00,,,,,,,,,,,,
2021-01-15 01:00:00,2021-01-15 02:00:00,,,,,,,,,,,,
2021-01-15 02:00:00,2021-01-15 03:00:00,,,,,,,,,,,,
2021-01-15 03:00:00,2021-01-15 04:00:00,,,,,,,,,,,,
2021-01-15 04:00:00,2021-01-15 05:00:00,,,,,,,,,,,,
2021-01-15 05:00:00,2021-01-15 06:00:00,,,,,,,,,,,,
2021-01-15 06:00:00,2021-01-15 07:00:00,,,,,,,,,,,,
2021-01-15 07:00:00,2021-01-15 08:00:00,,,,,,,,,,,,
2021-01-15 08:00:00,2021-01-15 09:00:00,,,,,,,,,,,,
2021-01-15 09:00:00,2021-01-15 10:00:00,,,,,,,,,,,,
2021-01-15 10:00:00,2021-01-15 11:00:00,,,,,,,,,,,,
2021-01-15 11:00:00,2021-01-15 12:00:00,,,,,,,,,,,,
2021-01-15 12:00:00,2021-01-15 13:00:00,,,,,,,,,,,,
2021-01-15 13:00:00,2021-01-15 14:00:00,,,,,,,,,,,,
2021-01-15 14:00:00,2021-01-15 15:00:00,,,,,,,,,,,,
2021-01-15 15:00:00,2021-01-15 16:00:00,,,,,,,,,,,,
2021-01-15 16:00:00,2021-01-15 17:00:00,,,,,,,,,,,,
2021-01-15 17:00:00,2021-01-15 18:00:00,,,,,,,,,,,,
2021-01-15 18:00:00,2021-01-15 19:00:00,,,,,,,,,,,,
2021-01-15 19:00:00,2021-01-15 20:00:00,,,,,,,,,,,,
2021-01-15 20:00:00,2021-01-15 21:00:00,,,,,,,,,,,,
2021-01-15 21:00:00,2021-01-15 22:00:00,,,,,,,,,,,,
2021-01-15 22:00:00,2021-01-15 23:00:00,,,,,,,,,,,,
2021-01-15 23:00:00,2021-01-16 00:00:00,,,,,,,,,,,,
2021-01-16 00:00:00,2021-01-16 01:00:00,,,,,,,,,,,,
2021-01-16 01:00:00,2021-01-16 02:00:00,,,,,,,,,,,,
2021-01-16 02:00:00,2021-01-16 03:00:00,,,,,,,,,,,,
2021-01-16 03:00:00,2021-01-16 04:00:00,,,,,,,,,,,,
2021-01-16 04:00:00,2021-01-16 05:00:00,,,,,,,,,,,,
2021-01-16 05:00:00,2021-01-16 06:00:00,,,,,,,,,,,,
2021-01-16 06:00:00,2021-01-16 07:00:00,,,,,,,,,,,,
2021-01-16 07:00:00,2021-01-16 08:00:00,,,,,,,,,,,,
2021-01-16 08:00:00,2021-01-16 09:00:00,,,,,,,,,,,,
2021-01-16 09:00:00,2021-01-16 10:00:00,,,,,,,,,,,,
2021-01-16 10:00:00,2021-01-16 11:00:00,,,,,,,,,,,,
2021-01-16 11:00:00,2021-01-16 12:00:00,,,,,,,,,,,,
2021-01-16 12:00:00,2021-01-16 13:00:00,,,,,,,,,,,,
2021-01-16 13:00:00,2021-01-16 14:00:00,,,,,,,,,,,,
2021-01-16 14:00:00,2021-01-16 15:00:00,,,,,,,,,,,,
2021-01-16 15:00:00,2021-01-16 16:00:00,,,,,,,,,,,,
2021-01-16 16:00:00,2021-01-16 17:00:00,,,,,,,,,,,,
2021-01-16 17:00:00,2021-01-16 18:00:00,,,,,,,,,,,,
2021-01-16 18:00:00,2021-01-16 19:00:00,,,,,,,,,,,,
2021-01-16 19:00:00,2021-01-16 20:00:00,,,,,,,,,,,,
2021-01-16 20:00:00,2021-01-16 21:00:00,,,,,,,,,,,,
2021-01-16 21:00:00,2021-01-16 22:00:00,,,,,,,,,,,,
2021-01-16 22:00:00,2021-01-16 23:00:00,,,,,,,,,,,,
2021-01-16 23:00:00,2021-01-17 00:00:00,,,,,,,,,,,,
2021-01-17 00:00:00,2021-01-17 01:00:00,,,,,,,,,,,,
2021-01-17 01:00:00,2021-01-17 02:00:00,,,,,,,,,,,,
2021-01-17 02:00:00,2021-01-17 03:00:00,,,,,,,,,,,,
2021-01-17 03:00:00,2021-01-17 04:00:00,,,,,,,,,,,,
2021-01-17 04:00:00,2021-01-17 05:00:00,,,,,,,,,,,,
2021-01-17 05:00:00,2021-01-17 06:00:00,,,,,,,,,,,,
2021-01-17 06:00:00,2021-01-17 07:00:00,,,,,,,,,,,,
2021-01-17 07:00:00,2021-01-17 08:00:00,,,,,,,,,,,,
2021-01-17 08:00:00,2021-01-17 09:00:00,,,,,,,,,,,,
2021-01-17 09:00:00,2021-01-17 10:00:00,,,,,,,,,,,,
2021-01-17 10:00:00,2021-01-17 11:00:00,,,,,,,,,,,,
2021-01-17 11:00:00,2021-01-17 12:00:00,,,,,,,,,,,,
2021-01-17 12:00:00,2021-01-17 13:00:00,,,,,,,,,,,,
2021-01-17 13:00:00,2021-01-17 14:00:00,,,,,,,,,,,,
2021-01-17 14:00:00,2021-01-17 15:00:00,,,,,,,,,,,,
2021-01-17 15:00:00,2021-01-17 16:00:00,,,,,,,,,,,,
2021-01-17 16:00:00,2021-01-17 17:00:00,,,,,,,,,,,,
2021-01-17 17:00:00,2021-01-17 18:00:00,,,,,,,,,,,,
2021-01-17 18:00:00,2021-01-17 19:00:00,,,,,,,,,,,,
2021-01-17 19:00:00,2021-01-17 20:00:00,,,,,,,,,,,,
2021-01-17 20:00:00,2021-01-17 21:00:00,,,,,,,,,,,,
2021-01-17 21:00:00,2021-01-17 22:00:00,,,,,,,,,,,,
2021-01-17 22:00:00,2021-01-17 23:00:00,,,,,,,,,,,,
2021-01-17 23:00:00,2021-01-18 00:00:00,,,,,,,,,,,,
2021-01-18 00:00:00,2021-01-18 01:00:00,,,,,,,,,,,,
2021-01-18 01:00:00,2021-01-18 02:00:00,,,,,,,,,,,,
2021-01-18 02:00:00,2021-01-18 03:00:00,,,,,,,,,,,,
2021-01-18 03:00:00,2021-01-18 04:00:00,,,,,,,,,,,,
2021-01-18 04:00:00,2021-01-18 05:00:00,,,,,,,,,,,,
2021-01-18 05:00:00,2021-01-18 06:00:00,,,,,,,,,,,,
2021-01-18 06:00:00,2021-01-18 07:00:00,,,,,,,,,,,,
2021-01-18 07:00:00,2021-01-18 08:00:00,,,,,,,,,,,,
2021-01-18 08:00:00,2021-01-18 09:00:00,,,,,,,,,,,,
2021-01-18 09:00:00,2021-01-18 10:00:00,,,,,,,,,,,,
2021-01-18 10:00:00,2021-01-18 11:00:00,,,,,,,,,,,,
2021-01-18 11:00:00,2021-01-18 12:00:00,,,,,,,,,,,,
2021-01-18 12:00:00,2021-01-18 13:00:00,,,,,,,,,,,,
2021-01-18 13:00:00,2021-01-18 14:00:00,,,,,,,,,,,,
2021-01-18 14:00:00,2021-01-18 15:00:00,,,,,,,,,,,,
2021-01-18 15:00:00,2021-01-18 16:00:00,,,,,,,,,,,,
2021-01-18 16:00:00,2021-01-18 17:00:00,,,,,,,,,,,,
2021-01-18 17:00:00,2021-01-18 18:00:00,,,,,,,,,,,,
2021-01-18 18:00:00,2021-01-18 19:00:00,,,,,,,,,,,,
2021-01-18 19:00:00,2021-01-18 20:00:00,,,,,,,,,,,,
2021-01-18 20:00:00,2021-01-18 21:00:00,,,,,,,,,,,,
2021-01-18 21:00:00,2021-01-18 22:00:00,,,,,,,,,,,,
2021-01-18 22:00:00,2021-01-18 23:00:00,,,,,,,,,,,,
2021-01-18 23:00:00,2021-01-19 00:00:00,,,,,,,,,,,,
2021-01-19 00:00:00,2021-01-19 01:00:00,,,,,,,,,,,,
2021-01-19 01:00:00,2021-01-19 02:00:00,,,,,,,,,,,,
2021-01-19 02:00:00,2021-01-19 03:00:00,,,,,,,,,,,,
2021-01-19 03:00:00,2021-01-19 04:00:00,,,,,,,,,,,,
2021-01-19 04:00:00,2021-01-19 05:00:00,,,,,,,,,,,,
2021-01-19 05:00:00,2021-01-19 06:00:00,,,,,,,,,,,,
2021-01-19 06:00:00,2021-01-19 07:00:00,,,,,,,,,,,,
2021-01-19 07:00:00,2021-01-19 08:00:00,,,,,,,,,,,,
2021-01-19 08:00:00,2021-01-19 09:00:00,,,,,,,,,,,,
2021-01-19 09:00:00,2021-01-19 10:00:00,,,,,,,,,,,,
2021-01-19 10:00:00,2021-01-19 11:00:00,,,,,,,,,,,,
2021-01-19 11:00:00,2021-01-19 12:00:00,,,,,,,,,,,,
2021-01-19 12:00:00,2021-01-19 13:00:00,,,,,,,,,,,,
2021-01-19 13:00:00,2021-01-19 14:00:00,,,,,,,,,,,,
2021-01-19 14:00:00,2021-01-19 15:00:00,,,,,,,,,,,,
2021-01-19 15:00:00,2021-01-19 16:00:00,,,,,,,,,,,,
2021-01-19 16:00:00,2021-01-19 17:00:00,,,,,,,,,,,,
2021-01-19 17:00:00,2021-01-19 18:00:00,,,,,,,,,,,,
2021-01-19 18:00:00,2021-01-19 19:00:00,,,,,,,,,,,,
2021-01-19 19:00:00,2021-01-19 20:00:00,,,,,,,,,,,,
2021-01-19 20:00:00,2021-01-19 21:00:00,,,,,,,,,,,,
2021-01-19 21:00:00,2021-01-19 22:00:00,,,,,,,,,,,,
2021-01-19 22:00:00,2021-01-19 23:00:00,,,,,,,,,,,,
2021-01-19 23:00:00,2021-01-20 00:00:00,,,,,,,,,,,,
2021-01-20 00:00:00,2021-01-20 01:00:00,,,,,,,,,,,,
2021-01-20 01:00:00,2021-01-20 02:00:00,,,,,,,,,,,,
2021-01-20 02:00:00,2021-01-20 03:00:00,,,,,,,,,,,,
2021-01-20 03:00:00,2021-01-20 04:00:00,,,,,,,,,,,,
2021-01-20 04:00:00,2021-01-20 05:00:00,,,,,,,,,,,,
2021-01-20 05:00:00,2021-01-20 06:00:00,,,,,,,,,,,,
2021-01-20 06:00:00,2021-01-20 07:00:00,,,,,,,,,,,,
2021-01-20 07:00:00,2021-01-20 08:00:00,,,,,,,,,,,,
2021-01-20 08:00:00,2021-01-20 09:00:00,,,,,,,,,,,,
2021-01-20 09:00:00,2021-01-20 10:00:00,,,,,,,,,,,,
2021-01-20 10:00:00,2021-01-20 11:00:00,,,,,,,,,,,,
2021-01-20 11:00:00,2021-01-20 12:00:00,,,,,,,,,,,,
2021-01-20 12:00:00,2021-01-20 13:00:00,,,,,,,,,,,,
2021-01-20 13:00:00,2021-01-20 14:00:00,,,,,,,,,,,,
2021-01-20 14:00:00,2021-01-20 15:00:00,,,,,,,,,,,,
2021-01-20 15:00:00,2021-01-20 16:00:00,,,,,,,,,,,,
2021-01-20 16:00:00,2021-01-20 17:00:00,,,,,,,,,,,,
2021-01-20 17:00:00,2021-01-20 18:00:00,,,,,,,,,,,,
2021-01-20 18:00:00,2021-01-20 19:00:00,,,,,,,,,,,,
2021-01-20 19:00:00,2021-01-20 20:00:00,,,,,,,,,,,,
2021-01-20 20:00:00,2021-01-20 21:00:00,,,,,,,,,,,,
2021-01-20 21:00:00,2021-01-20 22:00:00,,,,,,,,,,,,
2021-01-20 22:00:00,2021-01-20 23:00:00,,,,,,,,,,,,
2021-01-20 23:00:00,2021-01-21 00:00:00,,,,,,,,,,,,
2021-01-21 00:00:00,2021-01-21 01:00:00,,,,,,,,,,,,
2021-01-21 01:00:00,2021-01-21 02:00:00,,,,,,,,,,,,
2021-01-21 02:00:00,2021-01-21 03:00:00,,,,,,,,,,,,
2021-01-21 03:00:00,2021-01-21 04:00:00,,,,,,,,,,,,
2021-01-21 04:00:00,2021-01-21 05:00:00,,,,,,,,,,,,
2021-01-21 05:00:00,2021-01-21 06:00:00,,,,,,,,,,,,
2021-01-21 06:00:00,2021-01-21 07:00:00,,,,,,,,,,,,
2021-01-21 07:00:00,2021-01-21 08:00:00,,,,,,,,,,,,
2021-01-21 08:00:00,2021-01-21 09:00:00,,,,,,,,,,,,
2021-01-21 09:00:00,2021-01-21 10:00:00,,,,,,,,,,,,
2021-01-21 10:00:00,2021-01-21 11:00:00,,,,,,,,,,,,
2021-01-21 11:00:00,2021-01-21 12:00:00,,,,,,,,,,,,
2021-01-21 12:00:00,2021-01-21 13:00:00,,,,,,,,,,,,
2021-01-21 13:00:00,2021-01-21 14:00:00,,,,,,,,,,,,
2021-01-21 14:00:00,2021-01-21 15:00:00,,,,,,,,,,,,
2021-01-21 15:00:00,2021-01-21 16:00:00,,,,,,,,,,,,
2021-01-21 16:00:00,2021-01-21 17:00:00,,,,,,,,,,,,
2021-01-21 17:00:00,2021-01-21 18:00:00,,,,,,,,,,,,
2021-01-21 18:00:00,2021-01-21 19:00:00,,,,,,,,,,,,
2021-01-21 19:00:00,2021-01-21 20:00:00,,,,,,,,,,,,
2021-01-21 20:00:00,2021-01-21 21:00:00,,,,,,,,,,,,
2021-01-21 21:00:00,2021-01-21 22:00:00,,,,,,,,,,,,
2021-01-21 22:00:00,2021-01-21 23:00:00,,,,,,,,,,,,
2021-01-21 23:00:00,2021-01-22 00:00:00,,,,,,,,,,,,
2021-01-22 00:00:00,2021-01-22 01:00:00,,,,,,,,,,,,
2021-01-22 01:00:00,2021-01-22 02:00:00,,,,,,,,,,,,
2021-01-22 02:00:00,2021-01-22 03:00:00,,,,,,,,,,,,
2021-01-22 03:00:00,2021-01-22 04:00:00,,,,,,,,,,,,
2021-01-22 04:00:00,2021-01-22 05:00:00,,,,,,,,,,,,
2021-01-22 05:00:00,2021-01-22 06:00:00,,,,,,,,,,,,
2021-01-22 06:00:00,2021-01-22 07:00:00,,,,,,,,,,,,
2021-01-22 07:00:00,2021-01-22 08:00:00,,,,,,,,,,,,
2021-01-22 08:00:00,2021-01-22 09:00:00,,,,,,,,,,,,
2021-01-22 09:00:00,2021-01-22 10:00:00,,,,,,,,,,,,
2021-01-22 10:00:00,2021-01-22 11:00:00,,,,,,,,,,,,
2021-01-22 11:00:00,2021-01-22 12:00:00,,,,,,,,,,,,
2021-01-22 12:00:00,2021-01-22 13:00:00,,,,,,,,,,,,
2021-01-22 13:00:00,2021-01-22 14:00:00,,,,,,,,,,,,
2021-01-22 14:00:00,2021-01-22 15:00:00,,,,,,,,,,,,
2021-01-22 15:00:00,2021-01-22 16:00:00,,,,,,,,,,,,
2021-01-22 16:00:00,2021-01-22 17:00:00,,,,,,,,,,,,
2021-01-22 17:00:00,2021-01-22 18:00:00,,,,,,,,,,,,
2021-01-22 18:00:00,2021-01-22 19:00:00,,,,,,,,,,,,
2021-01-22 19:00:00,2021-01-22 20:00:00,,,,,,,,,,,,
2021-01-22 20:00:00,2021-01-22 21:00:00,,,,,,,,,,,,
2021-01-22 21:00:00,2021-01-22 22:00:00,,,,,,,,,,,,
2021-01-22 22:00:00,2021-01-22 23:00:00,,,,,,,,,,,,
2021-01-22 23:00:00,2021-01-23 00:00:00,,,,,,,,,,,,
2021-01-23 00:00:00,2021-01-23 01:00:00,,,,,,,,,,,,
2021-01-23 01:00:00,2021-01-23 02:00:00,,,,,,,,,,,,
2021-01-23 02:00:00,2021-01-23 03:00:00,,,,,,,,,,,,
2021-01-23 03:00:00,2021-01-23 04:00:00,,,,,,,,,,,,
2021-01-23 04:00:00,2021-01-23 05:00:00,,,,,,,,,,,,
2021-01-23 05:00:00,2021-01-23 06:00:00,,,,,,,,,,,,
2021-01-23 06:00:00,2021-01-23 07:00:00,,,,,,,,,,,,
2021-01-23 07:00:00,2021-01-23 08:00:00,,,,,,,,,,,,
2021-01-23 08:00:00,2021-01-23 09:00:00,,,,,,,,,,,,
2021-01-23 09:00:00,2021-01-23 10:00:00,,,,,,,,,,,,
2021-01-23 10:00:00,2021-01-23 11:00:00,,,,,,,,,,,,
2021-01-23 11:00:00,2021-01-23 12:00:00,,,,,,,,,,,,
2021-01-23 12:00:00,2021-01-23 13:00:00,,,,,,,,,,,,
2021-01-23 13:00:00,2021-01-23 14:00:00,,,,,,,,,,,,
2021-01-23 14:00:00,2021-01-23 15:00:00,,,,,,,,,,,,
2021-01-23 15:00:00,2021-01-23 16:00:00,,,,,,,,,,,,
2021-01-23 16:00:00,2021-01-23 17:00:00,,,,,,,,,,,,
2021-01-23 17:00:00,2021-01-23 18:00:00,,,,,,,,,,,,
2021-01-23 18:00:00,2021-01-23 19:00:00,,,,,,,,,,,,
2021-01-23 19:00:00,2021-01-23 20:00:00,,,,,,,,,,,,
2021-01-23 20:00:00,2021-01-23 21:00:00,,,,,,,,,,,,
2021-01-23 21:00:00,2021-01-23 22:00:00,,,,,,,,,,,,
2021-01-23 22:00:00,2021-01-23 23:00:00,,,,,,,,,,,,
2021-01-23 23:00:00,2021-01-24 00:00:00,,,,,,,,,,,,
2021-01-24 00:00:00,2021-01-24 01:00:00,,,,,,,,,,,,
2021-01-24 01:00:00,2021-01-24 02:00:00,,,,,,,,,,,,
2021-01-24 02:00:00,2021-01-24 03:00:00,,,,,,,,,,,,
2021-01-24 03:00:00,2021-01-24 04:00:00,,,,,,,,,,,,
2021-01-24 04:00:00,2021-01-24 05:00:00,,,,,,,,,,,,
2021-01-24 05:00:00,2021-01-24 06:00:00,,,,,,,,,,,,
2021-01-24 06:00:00,2021-01-24 07:00:00,,,,,,,,,,,,
2021-01-24 07:00:00,2021-01-24 08:00:00,,,,,,,,,,,,
2021-01-24 08:00:00,2021-01-24 09:00:00,,,,,,,,,,,,
2021-01-24 09:00:00,2021-01-24 10:00:00,,,,,,,,,,,,
2021-01-24 10:00:00,2021-01-24 11:00:00,,,,,,,,,,,,
2021-01-24 11:00:00,2021-01-24 12:00:00,58.32,106.73,20.63,29.91,50.54,1.18,26.67,0.0,,,,
2021-01-24 12:00:00,2021-01-24 13:00:00,46.9,82.56,24.09,33.72,57.81,1.96,28.5,0.0,,,,
2021-01-24 13:00:00,2021-01-24 14:00:00,44.34,79.77,21.93,34.09,56.02,1.89,31.5,0.0,,,,
2021-01-24 14:00:00,2021-01-24 15:00:00,47.54,85.19,24.7,34.5,59.2,1.96,27.0,0.0,,,,
2021-01-24 15:00:00,2021-01-24 16:00:00,43.5,77.81,28.29,35.89,64.19,1.82,18.75,0.0,,,,
2021-01-24 16:00:00,2021-01-24 17:00:00,42.21,75.4,28.28,33.36,61.64,1.48,19.25,0.0,,,,
2021-01-24 17:00:00,2021-01-24 18:00:00,45.77,81.33,33.86,37.41,71.26,2.31,16.25,0.0,,,,
2021-01-24 18:00:00,2021-01-24 19:00:00,46.93,83.59,25.46,36.29,61.74,2.05,17.25,0.0,,,,
2021-01-24 19:00:00,2021-01-24 20:00:00,48.55,86.05,19.57,37.06,56.64,2.46,20.75,0.0,,,,
2021-01-24 20:00:00,2021-01-24 21:00:00,70.84,127.22,20.18,33.01,53.19,2.21,21.0,0.0,,,,
2021-01-24 21:00:00,2021-01-24 22:00:00,84.58,152.5,15.96,28.76,44.71,1.39,27.0,0.0,,,,
2021-01-24 22:00:00,2021-01-24 23:00:00,73.13,130.63,16.78,21.9,38.67,1.05,32.75,0.0,,,,
2021-01-24 23:00:00,2021-01-25 00:00:00,70.52,125.82,15.83,27.83,43.66,1.74,30.0,0.0,,,,
2021-01-25 00:00:00,2021-01-25 01:00:00,61.92,110.5,16.2,21.49,37.69,0.96,34.5,0.0,,,,
2021-01-25 01:00:00,2021-01-25 02:00:00,64.29,114.87,13.56,19.19,32.75,1.14,32.25,0.0,,,,
2021-01-25 02:00:00,2021-01-25 03:00:00,64.15,115.08,15.66,21.07,36.73,1.1,32.25,0.0,,,,
2021-01-25 03:00:00,2021-01-25 04:00:00,61.88,110.45,17.89,23.41,41.29,1.36,27.75,0.0,,,,
2021-01-25 04:00:00,2021-01-25 05:00:00,63.3,113.0,15.87,21.41,37.28,1.25,30.0,0.0,,,,
2021-01-25 05:00:00,2021-01-25 06:00:00,70.94,126.27,15.56,20.41,35.97,1.48,29.0,0.0,,,,
2021-01-25 06:00:00,2021-01-25 07:00:00,84.5,150.82,14.78,18.09,32.86,1.17,28.75,0.0,,,,
2021-01-25 07:00:00,2021-01-25 08:00:00,90.19,160.78,16.93,20.14,37.08,1.68,29.75,0.0,,,,
2021-01-25 08:00:00,2021-01-25 09:00:00,115.56,205.39,32.69,30.69,63.38,3.7,23.5,0.0,,,,
2021-01-25 09:00:00,2021-01-25 10:00:00,137.32,245.39,53.86,39.75,93.62,4.01,18.75,0.0,,,,
2021-01-25 10:00:00,2021-01-25 11:00:00,104.3,181.14,50.29,40.23,90.52,2.92,18.0,0.0,,,,
2021-01-25 11:00:00,2021-01-25 12:00:00,69.21,123.88,38.82,37.28,76.11,1.45,20.25,0.0,,,,
2021-01-25 12:00:00,2021-01-25 13:00:00,51.43,91.84,43.15,38.58,81.74,1.49,19.25,0.0,,,,
