From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2021-06-18 09:00:00,2021-06-18 10:00:00,33.55,68.83,7.28,10.91,18.2,11.71,3.86,1.0,16.54,4.96,,0.04,,,29.22,0.24,57.22,,0.0,28.54,0.0
2021-06-18 10:00:00,2021-06-18 11:00:00,71.9,145.5,7.82,10.68,18.5,12.16,4.31,1.01,19.41,4.22,,0.03,,,33.63,0.59,57.78,,0.01,29.2,0.07
2021-06-18 11:00:00,2021-06-18 12:00:00,54.67,109.12,6.58,11.0,17.59,11.42,4.06,0.95,27.23,3.08,,0.02,,,39.19,0.76,55.26,,0.0,30.08,0.0
2021-06-18 12:00:00,2021-06-18 13:00:00,41.38,80.6,6.96,10.82,17.77,11.45,3.3,0.9,32.04,2.61,,0.03,,,42.61,0.54,52.87,,0.0,30.94,0.0
2021-06-18 13:00:00,2021-06-18 14:00:00,46.0,90.8,7.31,10.68,18.0,11.74,3.43,0.91,33.36,2.38,,,,,43.94,0.62,52.46,,0.0,31.58,0.0
2021-06-18 14:00:00,2021-06-18 15:00:00,75.92,150.32,7.47,10.93,18.39,11.57,3.45,1.01,30.67,2.86,,0.08,,,42.58,1.02,50.41,,0.0,30.85,0.0
2021-06-18 15:00:00,2021-06-18 16:00:00,107.28,212.15,7.25,10.51,17.76,11.64,3.71,1.04,27.3,3.4,,0.02,,,39.89,1.2,50.0,,0.0,30.15,0.0
2021-06-18 16:00:00,2021-06-18 17:00:00,68.65,137.15,7.2,10.8,18.0,11.79,3.67,0.95,18.3,4.42,,0.37,,,35.82,0.99,55.9,,0.0,28.71,0.0
2021-06-18 17:00:00,2021-06-18 18:00:00,88.15,175.55,7.96,11.08,19.05,11.65,3.92,0.92,16.38,3.17,,0.06,,,33.62,0.65,54.98,,0.0,26.55,0.0
2021-06-18 18:00:00,2021-06-18 19:00:00,86.0,169.67,6.96,10.75,17.71,11.9,3.47,0.89,15.67,2.49,,0.04,,,51.76,0.29,55.08,,0.0,25.72,0.1
2021-06-18 19:00:00,2021-06-18 20:00:00,52.92,102.55,6.98,10.68,17.66,11.86,3.45,0.93,15.89,3.08,,0.31,,,55.46,0.29,52.38,,0.05,25.34,0.1
2021-06-18 20:00:00,2021-06-18 21:00:00,44.35,86.0,7.1,10.78,17.88,11.79,2.9,0.88,14.82,5.14,,0.43,,,54.69,0.21,52.15,,0.01,25.07,0.05
2021-06-18 21:00:00,2021-06-18 22:00:00,35.62,69.62,7.52,10.8,18.32,11.77,3.03,0.86,13.0,4.17,,0.07,,,55.19,0.1,49.96,,0.0,25.08,0.0
2021-06-18 22:00:00,2021-06-18 23:00:00,38.58,76.45,7.68,10.71,18.41,12.14,2.9,0.92,10.58,3.57,,0.15,,,55.53,0.11,51.66,,0.0,25.24,0.0
2021-06-18 23:00:00,2021-06-19 00:00:00,30.83,61.6,6.63,10.65,17.29,12.16,2.9,1.05,7.53,5.88,,0.99,,,55.45,0.19,56.4,,0.02,25.36,0.0
2021-06-19 00:00:00,2021-06-19 01:00:00,42.45,83.43,7.1,10.8,17.89,11.63,3.58,1.04,8.46,7.97,,0.73,,,56.5,0.16,58.49,,0.03,25.14,0.0
2021-06-19 01:00:00,2021-06-19 02:00:00,40.53,78.67,6.28,10.76,17.04,11.19,3.65,0.92,10.49,5.7,,0.22,,,56.93,0.14,54.96,,0.01,25.03,0.0
2021-06-19 02:00:00,2021-06-19 03:00:00,39.48,77.62,6.29,10.83,17.12,11.67,2.99,0.86,11.05,3.97,,0.13,,,58.42,0.12,53.17,,0.01,24.89,0.0
2021-06-19 03:00:00,2021-06-19 04:00:00,50.55,99.48,6.53,10.59,17.12,12.01,3.0,0.89,11.44,2.79,,0.01,,,59.18,0.1,52.37,,0.0,24.82,0.0
2021-06-19 04:00:00,2021-06-19 05:00:00,32.4,62.13,7.3,10.89,18.19,12.03,3.52,0.83,8.88,2.28,,,,,60.5,0.02,47.33,,0.0,25.0,0.0
2021-06-19 05:00:00,2021-06-19 06:00:00,29.38,56.6,6.79,10.99,17.78,11.49,3.79,0.91,6.01,2.9,,0.03,,,60.98,0.04,46.67,,0.0,25.24,0.0
2021-06-19 06:00:00,2021-06-19 07:00:00,38.72,75.35,6.87,10.63,17.49,11.99,2.55,0.91,7.69,3.56,,0.02,,,59.83,0.27,51.38,,0.0,25.6,0.0
2021-06-19 07:00:00,2021-06-19 08:00:00,37.85,73.45,7.04,10.5,17.54,11.7,2.66,0.93,9.17,3.91,,0.1,,,57.61,0.35,57.61,,0.0,26.05,0.0
2021-06-19 08:00:00,2021-06-19 09:00:00,29.23,56.95,8.0,10.68,18.67,11.58,2.52,0.92,11.88,5.37,,0.01,,,41.1,0.49,58.87,,0.01,27.25,0.0
2021-06-19 09:00:00,2021-06-19 10:00:00,50.12,98.28,7.49,10.98,18.47,11.47,2.77,0.92,15.09,2.97,,0.03,,,32.51,0.45,58.85,,0.0,27.61,0.0
2021-06-19 10:00:00,2021-06-19 11:00:00,58.28,112.55,7.76,11.1,18.86,11.33,3.0,0.95,16.98,2.32,,0.06,,,32.83,0.58,57.8,,0.0,28.12,0.05
2021-06-19 11:00:00,2021-06-19 12:00:00,37.97,74.1,6.4,10.52,16.91,11.36,3.09,0.92,21.04,2.25,,0.02,,,37.62,0.64,55.86,,0.0,29.14,0.0
2021-06-19 12:00:00,2021-06-19 13:00:00,32.78,65.65,7.68,10.71,18.39,11.75,2.74,0.86,25.66,1.72,,,,,39.05,0.59,55.23,,0.0,29.42,0.0
2021-06-19 13:00:00,2021-06-19 14:00:00,38.6,74.82,7.08,10.46,17.55,11.82,2.8,0.82,24.01,1.31,,,,,38.1,0.34,54.32,,0.01,28.83,0.0
2021-06-19 14:00:00,2021-06-19 15:00:00,40.5,79.75,8.04,10.77,18.81,12.0,3.1,0.88,20.61,1.31,,0.02,,,35.11,0.46,53.01,,0.0,28.3,0.0
2021-06-19 15:00:00,2021-06-19 16:00:00,59.0,133.97,7.34,10.56,17.89,11.93,3.17,0.84,25.42,1.53,,0.02,,,40.27,0.91,52.7,,0.0,25.35,0.6
2021-06-19 16:00:00,2021-06-19 17:00:00,36.35,78.3,6.63,10.32,16.95,12.19,2.49,0.9,22.28,0.81,,,0.01,,49.39,0.52,49.82,,0.0,24.3,0.45
2021-06-19 17:00:00,2021-06-19 18:00:00,9.93,19.2,7.2,10.67,17.87,11.98,2.6,0.88,19.82,0.98,,0.01,,,50.19,0.18,46.76,,0.0,24.52,0.0
2021-06-19 18:00:00,2021-06-19 19:00:00,29.92,56.77,6.74,10.32,17.07,11.79,2.36,0.93,17.51,1.16,,0.01,,,50.47,0.05,55.56,,0.01,24.81,0.0
2021-06-19 19:00:00,2021-06-19 20:00:00,28.7,53.7,7.81,10.24,18.04,11.79,2.27,0.98,13.87,1.91,,0.06,,,50.45,0.15,54.66,,0.11,24.8,0.0
2021-06-19 20:00:00,2021-06-19 21:00:00,22.43,42.95,7.33,10.87,18.2,11.49,2.29,1.23,9.32,3.92,,0.2,,,46.28,0.09,29.47,,0.04,24.94,0.0
2021-06-19 21:00:00,2021-06-19 22:00:00,30.17,58.03,6.83,10.77,17.58,10.67,2.29,1.65,3.66,11.12,,2.93,,,43.32,0.03,7.9,,1.66,25.14,0.0
2021-06-19 22:00:00,2021-06-19 23:00:00,46.8,90.93,7.98,10.74,18.27,12.06,3.03,1.55,5.73,22.79,,6.96,,,41.05,0.05,0.99,,4.16,25.24,0.0
2021-06-19 23:00:00,2021-06-20 00:00:00,32.3,63.27,7.05,10.25,17.31,11.82,2.98,1.38,6.47,15.05,,3.87,,,41.78,0.12,1.16,,2.03,25.24,0.0
2021-06-20 00:00:00,2021-06-20 01:00:00,46.6,90.75,7.6,10.75,18.35,11.99,2.68,1.21,6.46,11.63,,1.61,,,40.15,0.19,0.17,,0.53,25.47,0.0
2021-06-20 01:00:00,2021-06-20 02:00:00,38.88,74.93,8.01,10.79,18.81,11.71,2.78,1.13,6.77,10.3,,1.22,,,38.82,0.04,0.36,,0.2,25.4,0.0
2021-06-20 02:00:00,2021-06-20 03:00:00,34.9,67.95,7.09,10.43,17.52,11.7,2.73,1.07,10.23,6.6,,0.37,,,42.13,0.18,3.64,,0.01,25.22,0.0
2021-06-20 03:00:00,2021-06-20 04:00:00,28.98,54.83,7.03,10.74,17.76,12.02,2.67,0.94,9.79,3.84,,0.05,,,46.44,0.07,20.98,,0.02,25.11,0.0
2021-06-20 04:00:00,2021-06-20 05:00:00,44.17,81.88,7.54,10.58,18.13,12.01,3.11,1.0,10.34,3.13,,0.03,,,40.23,0.12,2.7,,0.0,25.02,0.0
2021-06-20 05:00:00,2021-06-20 06:00:00,31.7,59.6,7.32,10.43,17.75,12.26,3.28,1.0,6.44,5.45,,0.53,,,39.79,0.05,,,0.0,24.89,0.0
2021-06-20 06:00:00,2021-06-20 07:00:00,32.52,61.78,7.0,10.92,17.92,11.92,3.04,1.04,8.5,4.5,,0.18,,,39.69,0.14,3.08,,0.0,25.0,0.0
2021-06-20 07:00:00,2021-06-20 08:00:00,27.35,51.18,7.6,10.68,18.28,12.02,3.05,1.08,9.11,6.32,,0.16,,,37.06,0.37,0.12,,0.0,25.78,0.0
2021-06-20 08:00:00,2021-06-20 09:00:00,27.23,56.43,7.64,10.67,18.31,11.92,3.0,1.02,12.83,4.21,,0.03,,,30.66,0.63,11.61,,0.0,26.58,0.0
2021-06-20 09:00:00,2021-06-20 10:00:00,62.38,127.93,7.53,10.45,17.97,12.05,3.33,0.98,17.0,3.35,,0.04,,,21.87,1.0,16.72,,0.0,27.26,0.0
2021-06-20 10:00:00,2021-06-20 11:00:00,63.32,127.45,7.22,10.58,17.8,11.88,3.05,0.97,18.51,3.03,,0.1,,,16.21,1.04,7.17,,0.01,27.19,0.05
2021-06-20 11:00:00,2021-06-20 12:00:00,40.62,80.27,7.37,10.78,18.16,11.59,2.71,0.97,20.23,2.33,,0.04,,,25.96,0.75,0.91,,0.01,26.99,0.05
2021-06-20 12:00:00,2021-06-20 13:00:00,32.95,62.77,7.11,10.8,17.91,11.85,3.5,0.88,22.4,1.94,,0.03,,,15.17,1.19,0.35,,0.01,27.5,0.0
2021-06-20 13:00:00,2021-06-20 14:00:00,18.8,37.17,7.88,10.59,18.48,12.17,3.65,0.88,21.81,1.75,,,,,10.69,1.23,,,0.0,26.38,0.0
2021-06-20 14:00:00,2021-06-20 15:00:00,42.55,79.47,7.25,10.58,17.83,11.51,2.78,1.02,22.95,1.51,,0.05,,,10.88,0.65,,,0.0,26.5,0.0
2021-06-20 15:00:00,2021-06-20 16:00:00,34.7,64.0,7.09,10.62,17.7,12.3,2.58,0.86,19.95,1.06,,0.02,,,15.4,0.32,,,0.0,26.49,0.0
2021-06-20 16:00:00,2021-06-20 17:00:00,49.12,90.12,6.8,10.55,17.35,11.58,2.98,1.07,15.47,2.42,,0.39,,,30.18,0.25,,,0.01,26.16,0.0
2021-06-20 17:00:00,2021-06-20 18:00:00,50.62,93.12,7.5,10.48,17.99,11.99,3.19,1.15,13.02,8.7,,2.92,,,26.45,0.46,,,0.12,26.15,0.0
2021-06-20 18:00:00,2021-06-20 19:00:00,38.82,71.12,7.48,10.63,18.11,11.74,2.86,0.97,18.55,6.14,,1.19,,,21.25,0.95,,,0.03,25.39,0.0
2021-06-20 19:00:00,2021-06-20 20:00:00,11.45,21.25,6.75,10.79,17.54,12.07,2.71,0.88,18.91,2.26,,0.29,,,18.9,0.46,,,0.0,24.92,0.0
2021-06-20 20:00:00,2021-06-20 21:00:00,19.82,37.73,7.16,11.07,18.22,11.92,2.95,0.86,17.41,2.05,,0.06,,,21.27,0.07,,,0.0,24.56,0.0
2021-06-20 21:00:00,2021-06-20 22:00:00,61.98,116.65,7.37,10.65,18.02,12.17,3.21,0.95,14.09,2.22,,0.01,,,26.64,0.02,,,0.0,24.65,0.05
2021-06-20 22:00:00,2021-06-20 23:00:00,51.57,95.75,7.86,10.49,18.35,11.93,3.21,1.13,6.33,2.69,,0.02,,,26.39,0.03,,,0.0,24.94,0.0
2021-06-20 23:00:00,2021-06-21 00:00:00,59.67,109.5,6.94,10.29,17.23,11.67,3.18,1.44,2.84,7.94,,0.83,,,25.57,0.03,,,0.22,24.99,0.0
2021-06-21 00:00:00,2021-06-21 01:00:00,23.45,42.88,7.02,10.63,17.66,11.64,2.53,1.18,4.91,13.73,,1.45,,,25.01,0.12,,,0.42,25.06,0.0
2021-06-21 01:00:00,2021-06-21 02:00:00,27.57,51.4,7.33,10.48,17.81,11.82,2.55,1.06,6.49,12.32,,1.04,,,25.81,0.19,0.53,,0.02,25.12,0.0
2021-06-21 02:00:00,2021-06-21 03:00:00,45.5,84.5,7.52,10.69,18.21,11.93,2.66,1.04,8.15,8.58,,0.67,,,27.07,0.13,0.29,,0.03,25.07,0.0
2021-06-21 03:00:00,2021-06-21 04:00:00,55.28,101.82,6.94,10.42,17.36,11.62,2.6,0.98,8.43,6.23,,0.19,,,25.79,0.19,0.05,,0.0,25.12,0.0
2021-06-21 04:00:00,2021-06-21 05:00:00,137.0,249.05,7.84,10.75,18.59,11.78,2.58,1.02,6.42,5.5,,0.26,,,22.53,0.02,,,0.0,25.07,0.0
2021-06-21 05:00:00,2021-06-21 06:00:00,73.92,134.95,6.2,10.73,16.93,11.56,2.75,1.04,4.62,5.96,,0.04,,,22.13,0.08,,,0.01,25.27,0.0
2021-06-21 06:00:00,2021-06-21 07:00:00,58.08,109.47,6.86,10.43,17.29,11.61,3.47,1.02,9.45,3.32,,0.03,,,20.93,0.24,0.18,,0.0,25.63,0.0
2021-06-21 07:00:00,2021-06-21 08:00:00,62.12,119.12,6.91,10.22,17.14,12.24,3.58,1.09,9.48,3.57,,0.04,,,19.05,0.39,1.55,,0.0,26.6,0.0
2021-06-21 08:00:00,2021-06-21 09:00:00,68.7,136.9,7.1,10.32,17.43,11.88,3.23,1.04,10.88,4.19,,0.02,,,15.4,0.99,1.77,,0.01,27.8,0.0
2021-06-21 09:00:00,2021-06-21 10:00:00,91.4,182.52,8.14,10.96,19.1,11.84,3.27,0.98,12.11,3.93,,0.07,,,18.02,1.02,1.77,,0.0,28.48,0.0
2021-06-21 10:00:00,2021-06-21 11:00:00,129.7,262.33,7.59,10.53,18.12,12.14,3.17,0.96,13.66,3.06,,0.04,,,18.27,1.18,0.38,,0.0,29.25,0.0
2021-06-21 11:00:00,2021-06-21 12:00:00,144.15,282.9,7.88,10.79,18.67,11.92,3.3,0.9,15.03,2.45,,0.04,,,14.33,1.38,0.14,,0.0,27.43,0.0
2021-06-21 12:00:00,2021-06-21 13:00:00,96.7,181.3,6.74,10.55,17.29,11.75,2.44,0.89,17.61,1.81,,,,,36.83,0.98,0.95,,0.0,24.54,3.35
2021-06-21 13:00:00,2021-06-21 14:00:00,79.33,146.9,6.89,10.77,17.66,11.68,2.24,0.83,16.5,1.41,,0.02,,,36.49,0.35,0.8,,0.0,25.07,0.25
2021-06-21 14:00:00,2021-06-21 15:00:00,41.1,76.03,7.58,10.45,18.03,12.19,2.86,0.86,16.57,1.03,,0.03,,,28.72,0.25,0.04,,0.0,28.12,0.0
2021-06-21 15:00:00,2021-06-21 16:00:00,174.88,326.65,8.32,11.13,19.46,11.78,3.07,0.88,18.24,1.0,,,,,24.04,0.56,0.35,,0.0,30.21,0.0
2021-06-21 16:00:00,2021-06-21 17:00:00,83.52,156.32,5.95,10.58,16.54,11.21,2.48,0.92,17.95,0.91,,0.01,,,22.78,0.61,0.2,,0.0,26.57,0.05
2021-06-21 17:00:00,2021-06-21 18:00:00,38.05,70.25,7.03,10.93,17.96,11.97,2.34,0.91,15.6,0.99,,,,,29.73,0.35,179.53,,0.01,26.43,0.0
2021-06-21 18:00:00,2021-06-21 19:00:00,43.8,84.42,6.75,10.35,17.09,12.17,2.6,1.01,11.88,1.93,,,,,27.19,0.27,,,0.0,26.19,0.0
2021-06-21 19:00:00,2021-06-21 20:00:00,104.5,193.9,7.35,10.55,17.89,11.62,2.92,0.94,11.04,3.57,,0.21,,,27.02,0.25,,,0.01,25.81,0.0
2021-06-21 20:00:00,2021-06-21 21:00:00,56.65,104.55,7.43,10.51,17.94,11.86,2.58,1.04,9.75,4.25,,0.23,0.01,,31.36,0.11,,,0.01,25.4,0.05
2021-06-21 21:00:00,2021-06-21 22:00:00,25.4,50.6,7.41,11.02,18.43,11.82,2.77,1.38,4.18,10.19,,2.01,0.02,,35.84,0.03,,,0.99,25.55,0.0
2021-06-21 22:00:00,2021-06-21 23:00:00,54.95,107.43,7.36,10.38,17.73,11.62,2.48,1.39,2.22,13.88,,3.19,,,37.94,0.06,,,1.21,25.54,0.0
2021-06-21 23:00:00,2021-06-22 00:00:00,82.27,154.3,6.94,10.61,17.55,11.65,2.79,1.37,2.14,14.74,,4.07,0.01,,38.87,0.02,,,1.28,25.54,0.0
2021-06-22 00:00:00,2021-06-22 01:00:00,49.5,94.3,7.43,10.83,18.25,11.9,2.85,1.51,1.96,19.2,,6.46,0.03,,39.98,0.03,,,1.53,25.66,0.0
2021-06-22 01:00:00,2021-06-22 02:00:00,89.3,166.5,7.47,10.44,17.91,12.18,2.9,1.34,2.7,21.19,,5.43,,,40.84,0.05,,,1.89,25.6,0.0
2021-06-22 02:00:00,2021-06-22 03:00:00,77.08,142.8,7.28,10.65,17.93,11.95,3.1,1.12,5.29,9.52,,1.32,,,40.78,0.08,,,0.43,25.62,0.0
2021-06-22 03:00:00,2021-06-22 04:00:00,40.7,76.32,7.13,10.58,17.71,11.82,3.25,1.09,6.98,6.62,,0.68,,,41.86,0.19,,,0.2,25.73,0.0
2021-06-22 04:00:00,2021-06-22 05:00:00,37.3,71.35,6.7,10.83,17.53,11.26,3.02,1.03,7.88,6.55,,1.09,,,41.37,0.23,,,0.07,25.79,0.0
2021-06-22 05:00:00,2021-06-22 06:00:00,59.07,112.72,6.95,10.72,17.67,11.68,2.96,1.01,10.43,3.75,,1.27,,,41.23,0.17,0.18,,0.01,25.85,0.0
2021-06-22 06:00:00,2021-06-22 07:00:00,73.8,139.42,7.69,10.84,18.52,11.82,2.76,0.99,9.34,2.76,,0.36,,,37.65,0.23,0.14,,0.01,26.18,0.0
2021-06-22 07:00:00,2021-06-22 08:00:00,35.9,72.28,6.77,10.44,17.2,11.75,3.13,1.04,8.23,4.0,,0.24,,,28.7,0.49,2.21,,0.01,26.74,0.0
2021-06-22 08:00:00,2021-06-22 09:00:00,88.08,179.15,7.36,10.47,17.83,11.88,2.59,1.05,8.42,4.88,,0.47,,,18.5,0.74,8.4,,0.01,27.29,0.0
2021-06-22 09:00:00,2021-06-22 10:00:00,62.85,129.8,7.01,10.61,17.62,11.48,2.5,1.09,11.6,3.72,,0.29,,,20.55,0.64,15.49,,0.01,28.52,0.0
2021-06-22 10:00:00,2021-06-22 11:00:00,68.22,141.2,7.21,10.21,17.42,11.79,2.95,0.96,14.14,2.69,,0.01,,,29.73,0.77,17.95,,0.01,29.91,0.0
2021-06-22 11:00:00,2021-06-22 12:00:00,53.08,108.72,6.77,10.33,17.09,11.51,2.81,0.92,15.77,2.12,,0.04,,,28.7,0.88,11.7,,0.0,30.54,0.0
2021-06-22 12:00:00,2021-06-22 13:00:00,69.85,140.82,7.37,10.56,17.93,11.33,2.87,0.95,17.7,1.96,,0.02,,,30.16,0.87,10.83,,0.0,31.27,0.0
2021-06-22 13:00:00,2021-06-22 14:00:00,74.2,148.58,7.22,10.42,17.64,11.66,2.84,0.92,19.06,1.61,,0.02,,,29.05,0.77,5.33,,0.0,31.75,0.0
2021-06-22 14:00:00,2021-06-22 15:00:00,69.9,147.47,6.93,10.68,17.61,11.75,2.93,0.89,17.55,1.66,,0.06,,,46.5,1.25,38.02,,0.0,24.87,5.0
2021-06-22 15:00:00,2021-06-22 16:00:00,69.78,130.45,7.43,10.6,18.02,11.97,2.96,0.94,18.14,1.7,,0.06,,,54.28,0.46,50.81,,0.0,24.35,0.45
2021-06-22 16:00:00,2021-06-22 17:00:00,75.85,138.38,6.89,10.46,17.35,11.9,2.39,0.92,17.45,1.72,,0.16,,,57.03,0.17,50.45,,0.01,25.47,0.0
2021-06-22 17:00:00,2021-06-22 18:00:00,38.95,77.45,8.1,11.01,19.1,12.06,2.32,1.14,11.68,3.69,,1.01,,,52.47,0.19,52.57,,0.01,27.22,0.0
2021-06-22 18:00:00,2021-06-22 19:00:00,80.95,156.6,7.27,10.46,17.73,11.98,2.59,1.09,10.64,7.16,,4.95,,,50.41,0.05,58.66,,0.88,26.62,0.0
2021-06-22 19:00:00,2021-06-22 20:00:00,25.05,48.15,8.11,10.76,18.88,11.8,2.58,1.27,6.58,9.88,,4.09,,,49.38,0.03,61.08,,0.49,26.6,0.0
2021-06-22 20:00:00,2021-06-22 21:00:00,51.4,106.75,7.11,10.38,17.5,11.76,3.22,1.16,8.61,11.4,,5.68,,,48.37,0.18,58.08,,1.1,26.54,0.0
2021-06-22 21:00:00,2021-06-22 22:00:00,93.0,199.75,6.25,10.45,16.7,11.43,3.21,1.6,4.57,13.55,,3.93,,,46.55,0.15,57.51,,0.81,26.84,0.0
2021-06-22 22:00:00,2021-06-22 23:00:00,54.05,112.55,7.04,11.17,18.21,11.27,2.58,1.48,7.3,15.1,,4.27,,,45.45,0.09,57.36,,1.34,27.0,0.0
2021-06-22 23:00:00,2021-06-23 00:00:00,74.4,155.5,7.67,10.74,18.41,11.73,2.79,1.4,7.69,6.88,,1.82,,,45.19,0.11,53.0,,0.55,26.54,0.0
2021-06-23 00:00:00,2021-06-23 01:00:00,63.35,122.45,7.63,10.37,17.99,11.9,2.57,1.39,6.86,8.27,,1.14,,,43.78,0.04,57.85,,0.13,26.49,0.0
2021-06-23 01:00:00,2021-06-23 02:00:00,102.85,200.8,7.06,10.74,17.8,11.59,2.63,1.38,3.29,10.57,,1.41,,,36.11,0.11,42.08,,0.37,26.29,0.0
2021-06-23 02:00:00,2021-06-23 03:00:00,114.7,219.85,7.26,10.88,18.14,11.85,2.43,1.29,4.1,13.08,,1.9,,,30.91,0.12,0.01,,0.18,26.19,0.0
2021-06-23 03:00:00,2021-06-23 04:00:00,29.2,57.7,7.1,10.38,17.49,11.89,2.46,1.08,6.58,8.21,,0.77,,,26.78,0.3,0.12,,0.03,26.48,0.0
2021-06-23 04:00:00,2021-06-23 05:00:00,58.9,120.75,6.95,10.79,17.73,11.55,3.21,0.91,6.91,5.21,,0.23,0.01,,25.48,0.15,0.01,,0.0,26.21,0.0
2021-06-23 05:00:00,2021-06-23 06:00:00,53.3,111.5,7.95,10.59,18.54,12.11,3.41,0.88,6.19,2.44,,0.02,,,24.54,0.22,0.85,,0.0,26.09,0.0
2021-06-23 06:00:00,2021-06-23 07:00:00,67.5,144.15,6.83,10.69,17.52,11.74,2.87,0.97,5.67,2.96,,0.07,,,23.3,0.45,1.26,,0.01,26.12,0.0
2021-06-23 07:00:00,2021-06-23 08:00:00,74.75,156.5,8.61,10.79,19.38,12.13,3.19,1.0,6.64,5.4,,0.46,,,13.67,0.56,1.64,,0.0,26.99,0.0
2021-06-23 08:00:00,2021-06-23 09:00:00,50.8,168.93,7.22,10.65,17.86,11.64,2.76,1.0,9.83,4.44,,0.18,,,6.79,0.62,,,0.0,28.25,0.0
2021-06-23 09:00:00,2021-06-23 10:00:00,76.1,162.2,6.94,10.27,17.21,11.71,2.73,1.0,12.48,3.01,,0.01,,,10.75,0.74,,,0.0,29.27,0.0
