From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),Xylene (ug/m3),AT (degree C)
2022-08-06 14:00:00,2022-08-06 15:00:00,,,43.91,9.12,53.03,7.54,29.58,0.92,,,,,,,0.3,1.3,109.98,,32.2
2022-08-06 15:00:00,2022-08-06 16:00:00,,,57.53,29.36,86.86,4.5,28.22,0.92,,,,,,,0.4,1.2,108.01,,32.0
2022-08-06 16:00:00,2022-08-06 17:00:00,,,47.76,13.11,60.91,3.52,27.58,0.91,,,,,,,0.4,1.1,105.03,,32.49
2022-08-06 17:00:00,2022-08-06 18:00:00,,,50.48,19.39,69.87,3.12,27.76,0.91,,,,,,,0.4,1.0,106.0,,32.3
2022-08-06 18:00:00,2022-08-06 19:00:00,,,50.73,17.91,68.65,6.54,28.11,0.91,,,,,,,0.4,1.0,105.0,,32.2
2022-08-06 19:00:00,2022-08-06 20:00:00,,,50.21,11.79,61.98,9.23,29.65,0.89,,,,,,,0.4,0.8,109.96,,31.31
2022-08-06 20:00:00,2022-08-06 21:00:00,,,46.68,9.84,56.59,7.38,30.1,0.9,,,,,,,0.4,0.6,110.0,,31.0
2022-08-06 21:00:00,2022-08-06 22:00:00,,,45.75,8.48,54.23,7.06,30.0,0.91,,,,,,,0.4,0.7,108.01,,31.0
2022-08-06 22:00:00,2022-08-06 23:00:00,,,39.8,5.48,45.27,7.19,29.88,0.91,,,,,,,0.6,0.6,105.02,,31.0
2022-08-06 23:00:00,2022-08-07 00:00:00,,,37.62,3.9,41.52,6.44,29.06,0.93,,,,,,,0.5,0.6,109.96,,30.9
2022-08-07 00:00:00,2022-08-07 01:00:00,,,33.82,3.35,37.16,4.02,27.2,0.94,,,,,,,0.4,0.7,110.0,,30.9
2022-08-07 01:00:00,2022-08-07 02:00:00,,,31.58,3.12,34.7,4.75,27.81,0.95,,,,,,,0.4,0.7,105.03,,30.7
2022-08-07 02:00:00,2022-08-07 03:00:00,,,33.02,2.01,35.03,4.8,27.65,0.95,,,,,,,0.4,0.5,102.03,,30.7
2022-08-07 03:00:00,2022-08-07 04:00:00,,,34.15,2.17,36.32,5.81,28.35,0.95,,,,,,,0.4,0.4,106.97,,30.6
2022-08-07 04:00:00,2022-08-07 05:00:00,,,37.3,2.7,40.0,7.95,30.07,0.94,,,,,,,0.4,0.6,105.01,,30.7
2022-08-07 05:00:00,2022-08-07 06:00:00,,,36.91,2.76,39.67,7.0,29.56,0.95,,,,,,,0.3,0.8,106.99,,30.7
2022-08-07 06:00:00,2022-08-07 07:00:00,,,34.23,2.82,37.05,7.01,29.57,0.95,,,,,,,0.4,0.9,105.01,,30.7
2022-08-07 07:00:00,2022-08-07 08:00:00,,,33.98,4.66,38.64,6.6,29.55,0.95,,,,,,,0.4,0.9,107.98,,30.7
2022-08-07 08:00:00,2022-08-07 09:00:00,,,34.2,5.47,39.69,4.06,27.36,0.96,,,,,,,0.3,0.8,109.0,,30.6
2022-08-07 09:00:00,2022-08-07 10:00:00,,,30.58,4.71,35.29,4.5,27.41,0.96,,,,,,,0.4,0.9,103.03,,30.8
2022-08-07 10:00:00,2022-08-07 11:00:00,,,33.72,4.46,38.19,2.28,27.5,0.96,,,,,,,0.4,0.9,107.97,,31.0
2022-08-07 11:00:00,2022-08-07 12:00:00,,,35.81,5.89,41.69,3.44,27.66,0.96,,,,,,,0.3,1.1,107.0,,31.4
2022-08-07 12:00:00,2022-08-07 13:00:00,,,39.64,5.54,45.17,9.97,29.54,0.94,,,,,,,0.4,1.2,105.01,,31.2
2022-08-07 13:00:00,2022-08-07 14:00:00,,,41.35,6.15,47.5,7.41,29.72,0.94,,,,,,,0.8,1.2,107.98,,31.9
2022-08-07 14:00:00,2022-08-07 15:00:00,,,41.68,5.08,46.76,5.53,29.48,0.94,,,,,,,1.0,1.1,109.99,,31.7
2022-08-07 15:00:00,2022-08-07 16:00:00,,,39.27,4.45,43.72,6.84,29.55,0.94,,,,,,,1.1,0.9,111.99,,31.1
2022-08-07 16:00:00,2022-08-07 17:00:00,,,33.99,4.68,38.68,5.07,28.23,0.95,,,,,,,1.1,1.2,113.98,,31.3
2022-08-07 17:00:00,2022-08-07 18:00:00,,,30.12,4.12,34.22,3.97,27.05,0.95,,,,,,,1.2,1.2,109.03,,31.9
2022-08-07 18:00:00,2022-08-07 19:00:00,,,27.16,4.88,32.05,4.7,27.34,0.96,,,,,,,1.2,1.4,108.0,,31.7
2022-08-07 19:00:00,2022-08-07 20:00:00,,,27.73,4.44,32.18,4.76,27.37,0.96,,,,,,,1.2,1.2,108.0,,31.4
2022-08-07 20:00:00,2022-08-07 21:00:00,,,31.83,5.49,37.34,7.27,28.41,0.95,,,,,,,1.1,1.3,109.0,,30.9
2022-08-07 21:00:00,2022-08-07 22:00:00,,,39.54,5.46,44.98,8.13,29.55,0.94,,,,,,,0.9,1.0,105.02,,31.0
2022-08-07 22:00:00,2022-08-07 23:00:00,,,32.65,3.92,36.57,7.08,29.3,0.94,,,,,,,0.5,1.1,109.97,,31.0
2022-08-07 23:00:00,2022-08-08 00:00:00,,,32.53,4.95,37.48,7.04,29.24,0.94,,,,,,,0.5,1.0,109.0,,31.0
2022-08-08 00:00:00,2022-08-08 01:00:00,,,35.42,10.38,45.81,9.42,28.91,0.94,,,,,,,0.8,0.6,96.11,,30.9
2022-08-08 01:00:00,2022-08-08 02:00:00,,,33.39,10.56,43.94,8.23,27.16,0.94,,,,,,,0.5,0.7,110.92,,30.8
2022-08-08 02:00:00,2022-08-08 03:00:00,,,31.88,12.9,44.79,7.07,27.18,0.93,,,,,,,0.5,0.8,110.0,,30.6
2022-08-08 03:00:00,2022-08-08 04:00:00,,,30.9,7.37,38.27,7.4,27.53,0.93,,,,,,,0.6,0.7,114.97,,30.6
2022-08-08 04:00:00,2022-08-08 05:00:00,,,32.4,8.73,41.13,7.66,27.86,0.92,,,,,,,0.6,0.7,111.02,,30.7
2022-08-08 05:00:00,2022-08-08 06:00:00,,,37.53,15.67,53.2,13.03,29.69,0.9,,,,,,,0.5,0.9,115.97,,30.7
2022-08-08 06:00:00,2022-08-08 07:00:00,,,39.81,10.53,50.33,10.23,29.72,0.89,,,,,,,0.5,0.8,111.03,,30.5
2022-08-08 07:00:00,2022-08-08 08:00:00,,,42.1,14.95,57.03,11.37,29.73,0.9,,,,,,,0.5,0.6,108.02,,30.6
2022-08-08 08:00:00,2022-08-08 09:00:00,,,40.14,14.33,54.48,8.07,29.62,0.9,,,,,,,0.5,0.9,109.0,,30.7
2022-08-08 09:00:00,2022-08-08 10:00:00,,,42.87,11.9,54.76,5.03,28.06,0.91,,,,,,,0.5,0.9,109.0,,30.7
2022-08-08 10:00:00,2022-08-08 11:00:00,,,49.72,13.58,63.21,3.21,27.62,0.92,,,,,,,0.8,0.8,114.97,,31.0
2022-08-08 11:00:00,2022-08-08 12:00:00,,,43.59,13.67,57.25,2.53,27.9,0.93,,,,,,,0.9,0.7,107.05,,31.0
2022-08-08 12:00:00,2022-08-08 13:00:00,,,47.67,16.57,64.28,1.92,27.75,0.94,,,,,,,0.7,1.1,107.0,,31.3
2022-08-08 13:00:00,2022-08-08 14:00:00,,,53.61,18.42,71.97,17.07,30.49,0.91,,,,,,,50.0,1.02,111.56,,31.59
2022-08-08 14:00:00,2022-08-08 15:00:00,,,51.57,11.35,62.93,10.01,30.19,0.91,,,,,,,69.32,1.22,108.58,,31.55
2022-08-08 15:00:00,2022-08-08 16:00:00,20.89,34.59,59.12,13.82,72.88,7.78,29.72,0.91,,,,,,,19.53,1.18,117.0,,31.33
2022-08-08 16:00:00,2022-08-08 17:00:00,16.33,32.42,51.99,9.11,61.15,7.02,29.76,0.92,,,,,,,20.04,1.08,110.45,,31.46
2022-08-08 17:00:00,2022-08-08 18:00:00,11.45,36.09,39.55,10.23,49.72,8.0,29.11,0.92,,,,,,,14.27,0.95,113.7,,31.11
2022-08-08 18:00:00,2022-08-08 19:00:00,9.63,40.64,30.89,10.76,41.6,3.95,27.05,0.94,,,,,,,16.09,1.02,109.87,,30.94
2022-08-08 19:00:00,2022-08-08 20:00:00,8.18,29.59,26.25,9.6,35.79,2.23,26.97,0.94,18.98,,,,,,17.66,1.2,112.96,,30.86
2022-08-08 20:00:00,2022-08-08 21:00:00,8.5,27.14,19.55,7.21,26.76,3.01,27.23,0.94,19.02,,,,,,19.76,1.11,109.52,,30.8
2022-08-08 21:00:00,2022-08-08 22:00:00,13.61,28.0,22.92,11.66,34.56,5.24,27.88,0.94,18.52,,,,,,18.26,0.93,110.67,,30.47
2022-08-08 22:00:00,2022-08-08 23:00:00,11.11,25.28,25.77,6.27,32.03,15.64,29.98,0.93,17.44,,,,,,11.64,1.03,108.1,,30.38
2022-08-08 23:00:00,2022-08-09 00:00:00,12.0,15.08,22.19,3.62,25.8,8.43,29.37,0.93,17.29,,,,,,8.9,1.31,105.26,,30.04
2022-08-09 00:00:00,2022-08-09 01:00:00,11.18,21.13,20.81,2.83,23.65,8.21,29.16,0.93,17.61,,,,,,24.38,1.44,112.4,,30.27
2022-08-09 01:00:00,2022-08-09 02:00:00,9.28,22.57,19.32,2.25,21.56,8.29,29.15,0.94,17.76,,,,,,22.42,1.18,106.96,,30.33
2022-08-09 02:00:00,2022-08-09 03:00:00,8.89,25.72,20.55,1.9,22.44,5.92,27.23,0.95,19.36,,,,,,35.77,1.09,110.8,,30.4
2022-08-09 03:00:00,2022-08-09 04:00:00,4.9,24.68,16.8,2.58,19.38,5.56,26.94,0.96,19.9,,,,,,11.77,1.59,108.72,,30.26
2022-08-09 04:00:00,2022-08-09 05:00:00,3.67,28.73,16.46,2.12,18.59,5.31,27.09,0.96,19.77,,,,,,25.59,1.21,107.66,,30.25
2022-08-09 05:00:00,2022-08-09 06:00:00,7.72,27.7,17.66,1.76,19.41,5.75,27.05,0.96,19.8,,,,,,16.02,1.37,109.39,,30.22
2022-08-09 06:00:00,2022-08-09 07:00:00,7.83,31.45,19.64,2.26,21.9,8.5,28.95,0.95,18.75,,,,,,7.78,1.54,107.2,,30.23
2022-08-09 07:00:00,2022-08-09 08:00:00,11.95,27.45,22.03,2.9,24.94,8.43,29.2,0.94,17.91,,,,,,13.51,1.34,104.81,,30.28
2022-08-09 08:00:00,2022-08-09 09:00:00,15.62,24.95,26.77,6.35,33.12,8.46,28.92,0.93,17.98,,,,,,6.94,1.36,110.61,,30.48
2022-08-09 09:00:00,2022-08-09 10:00:00,10.62,31.13,26.64,5.99,32.63,8.46,28.85,0.93,18.43,,,,,,50.97,1.53,101.55,,30.99
2022-08-09 10:00:00,2022-08-09 11:00:00,6.72,32.97,32.66,7.93,40.59,7.15,27.95,0.93,19.54,,,,,,76.48,1.32,100.46,,31.15
2022-08-09 11:00:00,2022-08-09 12:00:00,8.22,39.28,30.86,8.6,38.84,3.84,26.1,0.94,19.43,,,,,,77.74,1.73,98.5,,31.54
2022-08-09 12:00:00,2022-08-09 13:00:00,13.72,41.83,24.97,6.41,31.39,1.67,26.8,0.93,19.54,,,,,,76.63,1.75,104.33,,33.01
2022-08-09 13:00:00,2022-08-09 14:00:00,12.45,45.91,29.02,7.0,35.61,4.4,27.04,0.93,19.54,,,,,,74.76,1.86,102.91,,32.76
2022-08-09 14:00:00,2022-08-09 15:00:00,11.28,38.45,35.09,15.17,50.3,11.23,27.9,0.92,19.66,,,,,,73.36,1.92,104.75,,32.91
2022-08-09 15:00:00,2022-08-09 16:00:00,14.5,32.41,42.75,7.48,50.07,11.52,29.51,0.91,18.51,,,,,,69.43,1.49,109.43,,31.09
2022-08-09 16:00:00,2022-08-09 17:00:00,16.0,26.56,38.53,6.58,44.86,8.66,29.04,0.92,18.33,,,,,,50.9,1.53,108.27,,31.15
2022-08-09 17:00:00,2022-08-09 18:00:00,15.18,34.86,33.1,8.34,41.44,7.91,28.89,0.92,18.35,,,,,,46.06,1.33,108.87,,31.25
2022-08-09 18:00:00,2022-08-09 19:00:00,12.72,43.12,37.01,16.24,53.2,9.18,28.9,0.92,19.39,,,,,,32.84,1.23,106.72,,31.16
2022-08-09 19:00:00,2022-08-09 20:00:00,12.0,113.33,40.47,21.73,62.2,6.34,26.89,0.91,20.06,,,,,,28.36,1.31,106.63,,31.13
2022-08-09 20:00:00,2022-08-09 21:00:00,,,25.19,6.28,31.46,5.96,26.7,0.91,20.27,,,,,,29.35,1.47,102.81,,30.88
2022-08-09 21:00:00,2022-08-09 22:00:00,12.26,38.46,22.37,4.73,27.11,5.65,26.75,0.92,20.38,,,,,,34.5,1.51,100.7,,30.82
2022-08-09 22:00:00,2022-08-09 23:00:00,10.17,35.73,24.21,5.24,29.44,7.0,27.1,0.93,20.06,,,,,,35.21,1.46,96.91,,30.7
2022-08-09 23:00:00,2022-08-10 00:00:00,10.75,34.68,24.71,3.35,28.05,9.51,29.2,0.93,19.04,,,,,,36.4,1.59,101.25,,30.87
2022-08-10 00:00:00,2022-08-10 01:00:00,16.89,37.75,25.94,3.17,29.11,7.99,28.93,0.93,19.27,,,,,,22.5,1.35,108.12,,30.45
2022-08-10 01:00:00,2022-08-10 02:00:00,20.07,35.19,24.95,9.07,34.02,10.13,28.75,0.92,19.37,,,,,,17.07,1.64,111.98,,30.24
2022-08-10 02:00:00,2022-08-10 03:00:00,33.05,59.23,25.38,10.51,35.88,11.14,28.48,0.9,20.09,,,,,,11.64,1.21,112.97,,29.88
2022-08-10 03:00:00,2022-08-10 04:00:00,42.39,66.58,27.37,11.73,39.1,11.11,27.61,0.9,21.23,,,,,,8.26,1.15,104.38,,29.77
2022-08-10 04:00:00,2022-08-10 05:00:00,45.56,63.86,24.61,10.85,35.46,8.48,26.78,0.89,21.99,,,,,,7.29,1.56,110.91,,29.88
2022-08-10 05:00:00,2022-08-10 06:00:00,33.41,61.89,24.16,8.77,32.92,7.57,26.95,0.9,21.19,,,,,,6.64,1.02,102.68,,30.22
2022-08-10 06:00:00,2022-08-10 07:00:00,18.37,54.32,26.12,10.0,36.12,8.66,27.04,0.9,21.26,,,,,,6.83,1.28,105.77,,30.24
2022-08-10 07:00:00,2022-08-10 08:00:00,27.67,50.37,31.2,16.03,47.22,8.52,28.23,0.89,19.67,,,,,,6.2,1.39,103.3,,30.65
2022-08-10 08:00:00,2022-08-10 09:00:00,29.0,49.64,32.2,12.11,44.29,9.66,29.38,0.9,18.76,,,,,,5.5,1.5,99.71,,31.23
2022-08-10 09:00:00,2022-08-10 10:00:00,27.04,36.39,34.99,12.43,47.41,9.5,29.22,0.89,18.57,,,,,,7.73,1.58,105.01,,31.74
2022-08-10 10:00:00,2022-08-10 11:00:00,20.61,44.3,33.5,9.28,42.77,8.36,29.28,0.9,18.67,,,,,,5.64,1.89,99.52,,32.89
2022-08-10 11:00:00,2022-08-10 12:00:00,15.05,40.92,37.32,7.2,44.52,10.08,28.79,0.91,19.11,,,,,,8.13,2.32,99.1,,33.87
2022-08-10 12:00:00,2022-08-10 13:00:00,10.28,46.45,33.51,10.61,44.11,3.78,26.34,0.92,19.24,,,,,,6.32,1.86,104.79,,33.39
2022-08-10 13:00:00,2022-08-10 14:00:00,11.82,41.61,28.52,7.34,35.87,2.06,26.88,0.93,18.96,,,,,,5.39,1.82,99.43,,33.28
2022-08-10 14:00:00,2022-08-10 15:00:00,13.17,33.82,29.99,7.21,37.18,2.21,26.61,0.92,21.31,,,,,,5.72,1.81,100.8,,32.8
2022-08-10 15:00:00,2022-08-10 16:00:00,9.32,36.01,33.69,12.65,40.59,4.96,27.32,0.93,19.29,,,,,,5.69,1.76,103.72,,31.52
2022-08-10 16:00:00,2022-08-10 17:00:00,6.39,16.45,38.99,13.13,52.19,17.66,29.68,0.92,19.9,,,,,,5.92,1.42,103.63,,31.13
2022-08-10 17:00:00,2022-08-10 18:00:00,11.68,16.05,39.41,9.52,48.7,8.97,29.27,0.92,19.09,,,,,,5.55,1.39,103.43,,31.4
2022-08-10 18:00:00,2022-08-10 19:00:00,14.33,34.45,45.15,9.29,54.43,8.71,29.13,0.91,19.37,,,,,,6.56,1.44,105.96,,30.91
2022-08-10 19:00:00,2022-08-10 20:00:00,10.83,30.73,32.56,8.07,40.64,8.75,28.98,0.91,19.49,,,,,,6.16,1.53,93.8,,31.05
2022-08-10 20:00:00,2022-08-10 21:00:00,11.89,29.83,26.41,5.84,32.26,5.98,26.98,0.93,20.25,,,,,,5.37,1.89,96.74,,31.11
