From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),RF (mm),AT (degree C)
2023-01-27 16:00:00,2023-01-27 17:00:00,44.74,68.51,5.77,6.56,0.79,2.68,0.09,0.24,75.04,0.98,2.36,1.3,1.43,,31.3,0.32,112.38,27.29,784.95,0.21,0.0,27.54
2023-01-27 17:00:00,2023-01-27 18:00:00,42.91,65.72,9.32,10.37,1.04,4.58,0.1,0.35,69.81,0.97,2.44,1.28,1.39,,37.64,0.25,135.43,16.33,784.15,0.27,0.0,26.89
2023-01-27 18:00:00,2023-01-27 19:00:00,50.27,76.98,15.28,16.12,0.84,7.02,2.12,0.59,53.53,1.0,2.38,1.3,1.42,,45.45,0.13,163.54,1.47,782.59,0.18,0.0,25.47
2023-01-27 19:00:00,2023-01-27 20:00:00,69.67,106.69,25.67,27.7,2.04,12.19,16.28,0.89,37.1,0.98,2.38,1.31,1.36,,50.76,0.13,182.72,0.7,782.52,0.16,0.0,24.43
2023-01-27 20:00:00,2023-01-27 21:00:00,94.66,144.97,16.85,17.39,0.54,7.7,13.69,0.48,47.06,1.01,2.36,1.3,1.41,,56.48,0.19,203.14,0.52,783.03,0.05,0.0,24.08
2023-01-27 21:00:00,2023-01-27 22:00:00,100.62,154.09,10.92,11.05,0.13,4.88,8.46,0.36,53.19,1.03,2.4,1.29,1.41,,61.24,0.24,220.62,0.47,784.0,0.17,0.0,23.65
2023-01-27 22:00:00,2023-01-27 23:00:00,96.7,148.08,11.65,11.72,0.07,5.16,21.34,0.32,53.36,1.02,2.44,1.31,1.38,,66.16,0.31,238.23,0.48,784.57,0.18,0.0,23.33
2023-01-27 23:00:00,2023-01-28 00:00:00,89.72,137.4,10.14,10.8,0.66,4.75,4.11,0.31,50.41,1.0,2.4,1.3,1.39,,70.11,0.21,252.35,0.41,783.56,0.29,0.0,22.88
2023-01-28 00:00:00,2023-01-28 01:00:00,80.1,122.66,28.8,34.48,5.67,15.14,5.64,0.43,20.09,0.99,2.4,1.31,1.4,,71.12,0.14,255.82,0.4,782.74,0.29,0.0,22.29
2023-01-28 01:00:00,2023-01-28 02:00:00,76.08,116.52,18.42,19.98,1.55,8.83,4.17,0.36,29.23,0.99,2.43,1.31,1.42,,73.79,0.1,265.93,0.32,782.17,0.13,0.0,21.6
2023-01-28 02:00:00,2023-01-28 03:00:00,71.69,109.78,19.08,25.67,6.59,11.33,1.03,0.36,19.33,1.0,2.39,1.29,1.39,,75.14,0.2,269.82,0.34,783.83,0.21,0.0,21.12
2023-01-28 03:00:00,2023-01-28 04:00:00,70.5,107.96,18.27,22.09,3.82,9.74,0.49,0.43,19.53,0.99,2.37,1.29,1.4,,75.83,0.16,272.97,0.27,783.11,0.05,0.0,20.66
2023-01-28 04:00:00,2023-01-28 05:00:00,71.29,109.17,20.07,23.59,3.52,10.41,0.4,0.44,16.91,1.0,2.39,1.3,1.41,,77.77,0.1,279.6,0.26,782.4,0.18,0.0,20.27
2023-01-28 05:00:00,2023-01-28 06:00:00,74.94,114.77,36.76,65.98,29.23,29.03,0.31,0.65,4.78,1.01,2.36,1.3,1.39,,79.68,0.09,286.6,0.19,782.12,0.17,0.0,20.06
2023-01-28 06:00:00,2023-01-28 07:00:00,99.22,151.94,35.1,63.55,28.46,27.72,0.27,0.99,3.61,1.01,2.39,1.27,1.39,,79.32,0.15,285.51,0.85,782.9,0.26,0.0,20.08
2023-01-28 07:00:00,2023-01-28 08:00:00,121.78,186.49,35.91,66.35,30.44,29.09,0.32,1.06,7.81,0.99,2.44,1.29,1.42,,76.75,0.28,276.52,13.51,784.63,0.17,0.0,20.2
2023-01-28 08:00:00,2023-01-28 09:00:00,130.74,200.21,34.28,55.23,20.95,24.37,3.48,1.17,22.78,0.99,2.44,1.3,1.43,,74.7,0.21,268.84,30.3,783.63,0.17,0.0,21.3
2023-01-28 09:00:00,2023-01-28 10:00:00,144.09,220.65,24.96,30.03,5.07,13.31,1.88,0.88,57.54,1.0,2.43,1.28,1.39,,70.46,0.31,253.69,42.47,784.98,0.58,0.0,22.66
2023-01-28 10:00:00,2023-01-28 11:00:00,143.61,219.92,30.08,36.4,6.32,16.16,0.86,0.88,64.92,1.01,2.41,1.32,1.4,,64.31,0.44,231.16,49.22,787.06,1.62,0.0,23.91
2023-01-28 11:00:00,2023-01-28 12:00:00,119.43,182.89,19.75,22.18,2.43,9.61,0.72,0.64,97.31,1.01,2.45,1.31,1.36,,54.0,0.36,194.8,51.41,785.36,0.39,0.0,25.39
2023-01-28 12:00:00,2023-01-28 13:00:00,96.02,147.04,15.37,17.22,1.84,7.29,0.77,0.53,100.8,1.03,2.4,1.3,1.41,,42.23,0.39,151.51,50.3,785.84,0.27,0.0,26.96
2023-01-28 13:00:00,2023-01-28 14:00:00,74.81,114.56,7.08,7.99,0.91,3.7,0.76,0.36,101.06,1.0,2.41,1.31,1.39,,36.88,0.45,132.63,50.74,786.31,0.41,0.0,27.56
2023-01-28 14:00:00,2023-01-28 15:00:00,68.26,104.53,5.18,5.55,0.37,2.5,1.39,0.35,98.0,1.0,2.45,1.31,1.39,,37.12,0.41,133.37,58.75,785.62,0.19,0.0,27.73
2023-01-28 15:00:00,2023-01-28 16:00:00,66.8,102.29,6.97,7.92,0.96,3.5,1.45,0.32,94.72,1.01,2.46,1.29,1.37,,35.84,0.43,129.0,48.63,785.92,0.3,0.0,27.73
2023-01-28 16:00:00,2023-01-28 17:00:00,66.09,101.21,5.38,5.74,0.36,2.44,3.43,0.35,91.64,1.01,2.42,1.29,1.4,,38.28,0.34,137.77,29.73,784.86,0.06,0.0,27.38
2023-01-28 17:00:00,2023-01-28 18:00:00,68.85,105.44,9.04,9.54,0.51,4.38,2.52,0.4,83.56,1.01,2.42,1.3,1.38,,40.03,0.29,144.26,14.52,784.29,-0.11,0.0,26.83
2023-01-28 18:00:00,2023-01-28 19:00:00,71.89,110.1,19.82,22.51,2.69,10.02,8.12,0.63,64.08,1.04,2.38,1.31,1.42,,45.34,0.16,163.12,1.46,782.93,0.17,0.0,25.64
2023-01-28 19:00:00,2023-01-28 20:00:00,85.42,130.81,28.31,30.67,2.36,13.59,27.17,0.93,51.38,1.04,2.38,1.29,1.37,,47.28,0.19,170.3,0.75,782.89,-0.32,0.0,24.58
2023-01-28 20:00:00,2023-01-28 21:00:00,103.86,159.05,18.31,18.67,0.35,8.2,27.49,0.64,52.2,1.01,2.42,1.29,1.41,,45.7,0.12,164.65,0.59,782.18,0.13,0.0,24.11
2023-01-28 21:00:00,2023-01-28 22:00:00,105.21,161.12,31.86,40.42,8.56,17.84,1.77,0.8,29.02,1.01,2.37,1.32,1.42,,49.46,0.09,178.21,0.57,781.94,0.11,0.0,23.37
2023-01-28 22:00:00,2023-01-28 23:00:00,97.83,149.82,34.84,47.74,12.9,21.14,0.79,0.98,17.54,1.0,2.39,1.27,1.4,,56.78,0.17,204.49,0.46,783.15,0.15,0.0,22.79
2023-01-28 23:00:00,2023-01-29 00:00:00,93.65,143.42,28.45,37.89,9.44,16.6,0.42,0.47,25.87,1.04,2.41,1.31,1.38,,64.76,0.18,233.25,0.62,782.36,-1.29,0.0,22.15
2023-01-29 00:00:00,2023-01-29 01:00:00,90.52,138.62,5.06,5.3,0.24,2.3,0.47,0.36,55.18,0.99,2.41,1.31,1.4,,68.81,0.18,247.78,0.42,782.89,-0.01,0.0,21.73
2023-01-29 01:00:00,2023-01-29 02:00:00,80.06,122.61,11.68,12.32,0.63,5.43,1.21,0.41,39.58,1.0,2.37,1.31,1.39,,71.0,0.11,255.41,0.38,782.16,0.16,0.0,21.45
2023-01-29 02:00:00,2023-01-29 03:00:00,73.64,112.77,11.99,13.22,1.23,5.8,0.79,0.42,34.73,0.98,2.33,1.3,1.4,,74.78,0.07,269.3,0.33,781.98,-0.07,0.0,20.92
2023-01-29 03:00:00,2023-01-29 04:00:00,68.88,105.47,21.89,27.0,5.11,11.82,1.72,0.44,24.75,0.99,2.39,1.3,1.43,,76.22,0.08,274.5,0.28,782.84,1.11,0.0,20.69
2023-01-29 04:00:00,2023-01-29 05:00:00,64.78,99.21,26.23,36.53,10.3,16.13,1.09,0.49,19.26,1.0,2.35,1.3,1.41,,77.35,0.1,278.32,0.18,783.31,0.25,0.0,20.55
2023-01-29 05:00:00,2023-01-29 06:00:00,67.23,102.95,37.02,70.22,33.2,30.79,2.82,0.99,8.43,1.01,2.4,1.32,1.41,,77.84,0.09,280.58,0.2,783.09,0.11,0.0,20.47
2023-01-29 06:00:00,2023-01-29 07:00:00,81.2,124.36,38.73,59.07,20.34,26.04,3.73,1.17,3.61,1.0,2.43,1.33,1.37,,76.84,0.11,277.06,0.89,783.09,0.14,0.0,20.61
2023-01-29 07:00:00,2023-01-29 08:00:00,114.46,175.29,35.41,52.92,17.5,23.33,2.23,1.09,15.76,1.0,2.39,1.3,1.4,,75.31,0.31,270.95,13.39,785.25,0.27,0.0,20.61
2023-01-29 08:00:00,2023-01-29 09:00:00,125.0,191.42,34.55,48.12,13.58,21.07,1.16,1.07,24.7,1.01,2.4,1.31,1.41,,71.2,0.25,256.2,31.08,784.67,0.57,0.0,21.32
2023-01-29 09:00:00,2023-01-29 10:00:00,123.12,188.53,34.98,41.08,6.1,18.04,1.5,1.16,58.26,0.97,2.38,1.28,1.4,,64.58,0.29,232.34,44.41,784.8,0.35,0.0,22.93
2023-01-29 10:00:00,2023-01-29 11:00:00,128.62,196.95,24.9,26.74,1.83,12.0,1.56,0.9,94.91,1.02,2.4,1.3,1.35,,60.31,0.34,217.17,52.05,785.13,0.34,0.0,24.67
2023-01-29 11:00:00,2023-01-29 12:00:00,125.75,192.56,6.38,7.2,0.82,3.27,0.69,0.45,91.13,0.98,2.42,1.31,1.42,,55.22,0.39,198.68,53.75,785.45,0.22,0.0,26.11
2023-01-29 12:00:00,2023-01-29 13:00:00,98.88,151.42,5.05,5.53,0.48,2.45,0.53,0.41,88.88,0.99,2.36,1.29,1.41,,49.68,0.47,178.55,52.23,786.44,0.26,0.0,26.88
2023-01-29 13:00:00,2023-01-29 14:00:00,82.56,126.43,4.57,4.89,0.31,2.19,0.76,0.38,88.2,1.0,2.42,1.3,1.4,,45.92,0.46,165.31,57.01,786.52,0.46,0.0,27.46
2023-01-29 14:00:00,2023-01-29 15:00:00,77.26,118.31,3.98,4.37,0.39,1.96,0.57,0.35,84.53,1.01,2.39,1.28,1.39,,45.19,0.4,162.76,55.24,785.7,0.23,0.0,27.64
2023-01-29 15:00:00,2023-01-29 16:00:00,67.27,103.01,5.36,6.28,0.93,2.55,1.5,0.34,82.59,0.99,2.42,1.29,1.38,,42.92,0.42,154.53,43.74,785.57,0.01,0.0,27.61
2023-01-29 16:00:00,2023-01-29 17:00:00,59.84,91.64,3.27,3.41,0.14,1.51,2.34,0.34,84.41,1.03,2.42,1.27,1.41,,43.46,0.41,156.5,29.51,785.41,-0.09,0.0,27.25
2023-01-29 17:00:00,2023-01-29 18:00:00,60.03,91.93,4.73,4.8,0.07,2.11,2.68,0.36,79.44,1.0,2.41,1.31,1.38,,44.6,0.35,160.62,14.31,784.94,0.08,0.0,26.63
