From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2020-03-06 17:00:00,2020-03-06 18:00:00,20.42,58.46,47.75,10.59,44.12,15.55,4.98,0.99,2.54,0.72,0.13,2.41,3.93,,,49.23,,2.48,,0.0
2020-03-06 18:00:00,2020-03-06 19:00:00,23.14,51.49,50.49,10.39,45.92,16.21,5.84,1.1,0.69,4.29,0.82,12.05,18.66,,0.77,110.97,,11.81,,0.0
2020-03-06 19:00:00,2020-03-06 20:00:00,17.82,42.34,50.29,9.22,45.15,15.93,6.86,1.12,1.0,4.43,0.89,12.56,19.14,,0.78,118.98,,12.28,,0.0
2020-03-06 20:00:00,2020-03-06 21:00:00,18.26,30.36,50.44,8.73,45.01,15.87,8.23,1.14,0.85,4.51,1.03,14.82,20.82,,0.78,118.97,,13.54,,0.0
2020-03-06 21:00:00,2020-03-06 22:00:00,17.27,36.27,50.49,8.53,44.95,15.82,8.79,1.14,0.95,4.42,1.02,14.67,20.58,,0.78,119.01,,13.43,,0.0
2020-03-06 22:00:00,2020-03-06 23:00:00,20.64,30.02,50.25,8.41,44.69,15.77,9.43,1.13,0.85,4.37,1.1,15.48,21.23,,0.78,119.0,,13.95,,0.0
2020-03-06 23:00:00,2020-03-07 00:00:00,16.9,29.98,49.98,8.35,44.45,15.66,10.02,1.11,1.24,4.16,1.07,15.5,21.02,,0.78,119.07,,13.86,,0.0
2020-03-07 00:00:00,2020-03-07 01:00:00,20.19,33.69,49.42,7.96,43.79,15.44,7.77,1.56,1.91,3.94,1.18,18.05,22.84,,0.78,119.07,,14.62,,0.0
2020-03-07 01:00:00,2020-03-07 02:00:00,24.95,31.03,48.84,7.94,43.31,15.19,8.87,1.54,2.24,3.73,1.06,16.77,21.57,,0.78,119.08,,13.87,,0.0
2020-03-07 02:00:00,2020-03-07 03:00:00,25.24,26.42,48.45,7.69,42.87,15.08,9.19,1.5,2.2,3.57,0.98,15.64,20.58,,0.78,119.02,,13.36,,0.0
2020-03-07 03:00:00,2020-03-07 04:00:00,,,48.12,7.58,42.55,15.0,9.0,1.47,1.84,3.43,0.94,15.83,21.12,,0.78,118.98,,13.49,,0.0
2020-03-07 04:00:00,2020-03-07 05:00:00,20.27,22.87,48.03,7.59,42.48,15.0,8.88,1.45,1.6,3.33,0.88,15.48,20.89,,0.78,118.98,,13.28,,0.0
2020-03-07 05:00:00,2020-03-07 06:00:00,16.91,24.42,47.99,7.64,42.48,15.07,9.0,1.44,1.32,3.3,0.84,14.74,20.01,,0.78,119.03,,12.84,,0.0
2020-03-07 06:00:00,2020-03-07 07:00:00,21.0,30.38,48.01,7.87,42.62,15.04,8.59,1.46,1.09,3.29,0.82,14.41,19.45,,0.78,118.97,,12.59,,0.0
2020-03-07 07:00:00,2020-03-07 08:00:00,26.28,50.27,48.29,8.31,43.07,15.21,8.49,1.51,1.58,3.52,0.84,13.83,18.43,,0.78,119.07,,12.09,,0.0
2020-03-07 08:00:00,2020-03-07 09:00:00,39.56,74.07,48.32,8.46,43.16,15.23,7.81,1.59,1.96,4.23,0.79,12.9,17.31,,0.79,119.15,,11.33,,0.0
2020-03-07 09:00:00,2020-03-07 10:00:00,45.83,98.84,48.52,8.53,43.36,15.3,7.15,1.62,1.07,4.58,0.8,12.53,17.13,,0.8,119.27,,11.25,,0.0
2020-03-07 10:00:00,2020-03-07 11:00:00,56.49,105.46,48.69,8.82,43.65,15.38,7.06,1.67,0.6,4.76,0.9,13.11,17.96,,0.8,119.35,,11.74,,0.0
2020-03-07 11:00:00,2020-03-07 12:00:00,54.98,103.56,48.16,9.61,43.56,15.42,6.21,1.67,2.2,3.69,0.7,10.03,13.27,,0.82,119.59,,8.77,,0.0
2020-03-07 12:00:00,2020-03-07 13:00:00,60.49,117.91,47.5,10.97,43.8,15.52,3.2,1.74,4.13,3.28,0.56,8.27,9.96,,0.84,119.81,,5.69,,0.0
2020-03-07 13:00:00,2020-03-07 14:00:00,59.26,130.5,47.87,9.99,43.61,15.39,2.66,1.73,3.23,4.49,0.89,11.06,16.77,,0.86,120.07,,8.92,,0.0
2020-03-07 14:00:00,2020-03-07 15:00:00,72.17,149.39,47.35,10.16,43.25,15.32,2.73,1.67,6.78,3.47,0.71,8.09,12.25,,0.86,120.12,,5.96,,0.0
2020-03-07 15:00:00,2020-03-07 16:00:00,71.61,144.06,24.02,4.77,32.23,7.66,3.45,1.25,4.21,0.0,0.0,,,,0.85,120.01,,0.0,,0.0
2020-03-07 16:00:00,2020-03-07 17:00:00,74.41,141.91,47.01,12.2,44.07,15.45,1.81,1.68,9.9,0.0,0.0,,,,0.86,120.1,,0.0,,0.0
2020-03-07 17:00:00,2020-03-07 18:00:00,69.26,140.32,46.95,14.81,34.1,16.08,0.17,1.28,5.46,0.8,0.13,1.47,2.5,,0.84,119.79,,1.15,,0.0
2020-03-07 18:00:00,2020-03-07 19:00:00,74.97,142.25,47.51,15.36,46.12,16.32,0.15,1.8,2.29,3.49,0.46,5.69,9.57,,0.82,119.55,,4.67,,0.0
2020-03-07 19:00:00,2020-03-07 20:00:00,77.21,169.62,50.95,12.91,47.8,16.91,1.27,2.06,0.22,3.42,0.39,6.64,10.1,,0.81,119.43,,7.01,,0.0
2020-03-07 20:00:00,2020-03-07 21:00:00,88.4,235.82,65.48,11.43,58.48,20.4,2.98,2.61,0.29,8.44,0.86,13.29,21.85,,0.81,119.43,,12.9,,0.0
2020-03-07 21:00:00,2020-03-07 22:00:00,119.13,452.28,81.77,12.03,71.86,24.85,4.68,2.93,0.45,11.85,1.27,17.09,29.14,,0.81,119.33,,17.09,,0.0
2020-03-07 22:00:00,2020-03-07 23:00:00,151.1,454.59,88.4,11.99,77.16,26.67,5.89,2.83,0.65,12.11,1.54,18.4,30.14,,0.8,119.27,,17.42,,0.0
2020-03-07 23:00:00,2020-03-08 00:00:00,214.43,372.57,84.22,11.32,73.45,25.35,6.87,2.58,0.5,11.14,1.35,17.89,27.17,,0.8,119.2,,15.89,,0.0
2020-03-08 00:00:00,2020-03-08 01:00:00,217.88,265.65,76.64,10.12,66.74,23.09,6.36,2.43,0.72,9.75,1.36,19.23,26.19,,0.79,119.15,,15.64,,0.0
2020-03-08 01:00:00,2020-03-08 02:00:00,,,71.52,9.37,62.25,21.59,7.18,2.34,0.59,9.64,1.47,20.24,27.91,,0.79,119.12,,16.81,,0.0
2020-03-08 02:00:00,2020-03-08 03:00:00,,,67.59,9.21,59.02,20.41,7.21,2.26,0.6,8.77,1.33,21.11,27.67,,0.78,119.08,,16.4,,0.0
2020-03-08 03:00:00,2020-03-08 04:00:00,166.08,167.98,64.16,8.77,56.03,19.62,7.53,2.13,0.49,8.75,1.3,21.16,26.61,,0.78,119.01,,15.73,,0.0
2020-03-08 04:00:00,2020-03-08 05:00:00,,,60.87,8.57,53.3,18.59,7.38,2.04,0.4,8.44,1.29,19.7,24.55,,0.78,119.04,,14.62,,0.0
2020-03-08 05:00:00,2020-03-08 06:00:00,,,59.27,8.36,51.9,18.13,7.54,1.96,0.18,8.23,1.3,19.42,24.2,,0.78,118.98,,14.52,,0.0
2020-03-08 06:00:00,2020-03-08 07:00:00,,,57.66,8.2,50.52,17.68,7.21,1.93,0.41,7.94,1.07,17.13,21.29,,0.78,119.04,,12.65,,0.0
2020-03-08 07:00:00,2020-03-08 08:00:00,,,56.15,8.11,49.27,17.29,7.35,2.18,0.33,9.05,0.96,16.15,20.09,,0.78,119.04,,11.92,,0.0
2020-03-08 08:00:00,2020-03-08 09:00:00,148.62,188.49,55.3,8.07,48.56,17.05,6.9,2.2,0.95,10.09,0.81,13.92,17.78,,0.79,119.13,,10.51,,0.0
2020-03-08 09:00:00,2020-03-08 10:00:00,136.67,178.47,53.8,8.47,47.58,16.74,6.81,2.21,4.25,9.46,0.69,12.83,16.77,,0.82,119.58,,9.89,,0.0
2020-03-08 10:00:00,2020-03-08 11:00:00,196.82,261.64,50.36,10.08,45.65,16.12,6.76,2.17,6.7,9.2,0.77,14.04,17.54,,0.85,120.04,,10.47,,0.0
2020-03-08 11:00:00,2020-03-08 12:00:00,171.68,218.57,47.61,9.5,43.15,15.23,6.91,2.08,0.68,8.99,1.15,17.36,24.96,,0.88,120.34,,13.98,,0.0
2020-03-08 12:00:00,2020-03-08 13:00:00,146.63,168.3,46.95,8.79,42.25,14.92,7.12,1.85,2.25,7.77,1.19,15.63,29.36,,0.89,120.48,,14.56,,0.0
2020-03-08 13:00:00,2020-03-08 14:00:00,68.33,76.38,47.02,8.11,41.94,14.79,7.82,1.75,0.57,6.96,1.13,15.05,35.5,,0.9,120.75,,16.58,,0.0
2020-03-08 14:00:00,2020-03-08 15:00:00,49.56,73.16,47.01,7.77,41.76,14.74,7.22,1.53,7.72,5.1,0.93,12.21,31.1,,0.9,120.75,,13.58,,0.0
2020-03-08 15:00:00,2020-03-08 16:00:00,42.54,87.43,46.98,7.38,41.52,14.64,7.24,1.5,17.27,3.43,0.54,7.92,18.44,,0.9,120.69,,7.95,,0.0
2020-03-08 16:00:00,2020-03-08 17:00:00,39.62,88.4,47.13,6.78,41.33,14.58,6.98,1.44,19.8,3.15,0.52,7.64,19.53,,0.89,120.54,,8.89,,0.0
2020-03-08 17:00:00,2020-03-08 18:00:00,34.96,90.39,46.99,6.62,41.13,14.43,6.9,1.42,20.15,3.1,0.53,7.23,17.73,,0.87,120.22,,8.15,,0.0
2020-03-08 18:00:00,2020-03-08 19:00:00,21.81,67.94,47.0,6.19,40.92,14.43,7.23,1.48,14.05,3.3,0.55,7.22,15.47,,0.84,119.89,,7.59,,0.0
2020-03-08 19:00:00,2020-03-08 20:00:00,31.58,88.26,47.18,6.45,41.2,14.63,8.66,1.65,7.38,4.65,0.77,10.44,19.53,,0.82,119.66,,11.35,,0.0
2020-03-08 20:00:00,2020-03-08 21:00:00,57.66,129.87,47.64,6.63,41.66,14.72,9.38,1.67,1.83,5.62,0.98,13.49,23.24,,0.81,119.43,,13.83,,0.0
2020-03-08 21:00:00,2020-03-08 22:00:00,55.83,152.82,49.61,7.67,43.8,15.43,9.79,1.82,0.71,5.96,1.15,15.18,25.38,,0.8,119.28,,15.31,,0.0
2020-03-08 22:00:00,2020-03-08 23:00:00,74.49,214.38,51.11,8.5,45.43,15.99,10.16,1.81,1.48,6.08,0.96,12.15,20.82,,0.8,119.37,,12.49,,0.0
2020-03-08 23:00:00,2020-03-09 00:00:00,82.59,182.26,50.75,8.58,45.18,15.91,10.7,1.78,1.92,5.77,0.98,11.86,19.67,,0.8,119.35,,11.81,,0.0
2020-03-09 00:00:00,2020-03-09 01:00:00,85.25,164.87,50.62,8.7,45.14,15.9,7.36,1.77,1.79,5.41,0.95,11.31,18.15,,0.8,119.33,,10.94,,0.0
2020-03-09 01:00:00,2020-03-09 02:00:00,82.08,151.19,50.2,8.75,44.83,15.81,7.96,1.73,2.91,5.16,0.94,11.13,17.95,,0.8,119.28,,10.9,,0.0
2020-03-09 02:00:00,2020-03-09 03:00:00,87.68,152.36,49.65,8.53,44.27,15.6,7.99,1.67,5.21,4.96,0.81,9.94,16.14,,0.79,119.2,,9.86,,0.0
2020-03-09 03:00:00,2020-03-09 04:00:00,99.01,159.4,49.14,8.7,43.95,15.46,8.05,1.66,4.36,4.91,0.76,9.82,15.79,,0.78,119.12,,9.76,,0.0
2020-03-09 04:00:00,2020-03-09 05:00:00,129.24,148.81,48.64,8.56,43.48,15.35,7.91,1.64,3.7,4.79,0.7,9.49,15.21,,0.78,119.04,,9.51,,0.0
2020-03-09 05:00:00,2020-03-09 06:00:00,,,48.4,8.31,43.16,15.26,7.28,1.6,3.16,4.69,0.68,8.9,14.07,,0.77,119.01,,8.9,,0.0
2020-03-09 06:00:00,2020-03-09 07:00:00,,,48.31,7.85,42.84,15.11,7.04,1.6,3.05,4.67,0.66,8.92,13.86,,0.77,118.96,,8.86,,0.0
2020-03-09 07:00:00,2020-03-09 08:00:00,,,48.38,7.64,42.79,15.08,6.5,1.62,4.22,4.65,0.6,8.24,12.76,,0.78,119.0,,8.14,,0.0
2020-03-09 08:00:00,2020-03-09 09:00:00,,,48.75,7.83,43.17,15.38,6.67,1.62,8.74,4.63,0.54,7.79,12.18,,0.79,119.26,,7.75,,0.0
2020-03-09 09:00:00,2020-03-09 10:00:00,,,48.59,7.87,43.08,15.22,6.18,1.61,11.82,4.41,0.54,7.61,12.61,,0.83,119.68,,7.89,,0.0
2020-03-09 10:00:00,2020-03-09 11:00:00,,,,,10.62,,0.24,0.35,,0.0,0.0,,,,0.88,120.34,,0.0,,0.0
2020-03-09 11:00:00,2020-03-09 12:00:00,82.68,121.83,46.97,8.92,42.33,14.99,6.26,1.33,3.83,4.07,0.7,11.1,30.43,,0.88,120.44,,14.86,,0.0
2020-03-09 12:00:00,2020-03-09 13:00:00,63.6,124.84,47.0,8.57,42.17,14.81,9.12,1.27,3.35,3.64,0.55,9.18,28.54,,0.89,120.54,,12.13,,0.0
2020-03-09 13:00:00,2020-03-09 14:00:00,,,46.96,8.71,31.53,14.75,19.63,1.84,10.08,1.57,0.22,4.08,12.82,,0.9,120.73,,5.46,,0.0
2020-03-09 14:00:00,2020-03-09 15:00:00,22.15,156.41,,,23.98,,0.64,0.89,2.71,0.3,0.06,0.75,2.04,10.68,0.91,120.83,287.99,0.87,8.54,0.0
2020-03-09 15:00:00,2020-03-09 16:00:00,24.47,157.93,78.19,17.6,74.49,,0.65,1.2,2.79,1.42,0.28,3.38,9.38,32.59,0.9,120.74,684.32,4.01,24.86,0.0
2020-03-09 16:00:00,2020-03-09 17:00:00,32.78,151.89,78.5,17.99,72.35,,1.68,1.22,2.42,,,,,35.08,0.9,120.63,443.07,,24.44,0.0
2020-03-09 17:00:00,2020-03-09 18:00:00,30.98,143.8,78.48,17.42,72.04,4.52,1.42,1.18,6.89,,,,,38.48,0.87,120.3,169.94,,23.14,0.0
2020-03-09 18:00:00,2020-03-09 19:00:00,34.05,140.35,78.42,17.22,71.88,4.78,1.99,1.2,11.59,0.77,0.0,1.71,4.27,40.85,0.84,119.94,10.69,2.09,21.48,0.0
2020-03-09 19:00:00,2020-03-09 20:00:00,26.35,135.25,78.66,17.38,72.16,4.78,3.13,1.24,8.34,0.91,0.0,1.71,3.68,44.98,0.83,119.75,,2.11,20.22,0.0
2020-03-09 20:00:00,2020-03-09 21:00:00,31.05,146.56,79.53,19.12,73.77,4.89,4.43,1.34,2.96,1.11,0.0,2.29,4.56,54.22,0.82,119.55,,3.02,18.55,0.0
2020-03-09 21:00:00,2020-03-09 22:00:00,47.09,170.61,80.8,21.27,75.9,5.04,5.25,1.51,1.08,1.48,0.0,2.96,5.46,57.76,0.81,119.38,,3.61,17.69,0.0
2020-03-09 22:00:00,2020-03-09 23:00:00,74.88,184.42,81.3,21.46,76.41,5.07,5.62,1.67,1.54,1.87,0.0,2.79,4.87,60.45,0.8,119.34,,3.18,17.27,0.0
2020-03-09 23:00:00,2020-03-10 00:00:00,104.61,203.75,82.56,20.75,77.05,5.24,5.97,1.73,0.7,2.03,0.0,2.98,5.09,63.46,0.8,119.27,,3.37,16.62,0.0
2020-03-10 00:00:00,2020-03-10 01:00:00,139.59,209.32,82.57,22.19,77.81,5.12,9.12,1.85,3.44,2.08,0.0,2.96,4.94,63.05,0.8,119.27,,3.25,16.59,0.0
2020-03-10 01:00:00,2020-03-10 02:00:00,152.09,214.21,81.44,21.69,76.64,5.05,9.55,1.85,4.58,1.98,0.0,2.57,4.28,66.13,0.8,119.26,,2.84,16.27,0.0
2020-03-10 02:00:00,2020-03-10 03:00:00,170.88,252.14,80.77,20.11,75.28,4.98,9.57,1.87,2.9,2.13,0.0,2.79,4.55,70.71,0.79,119.14,,3.08,15.41,0.0
2020-03-10 03:00:00,2020-03-10 04:00:00,209.3,241.12,80.56,19.87,74.99,4.9,9.44,1.81,3.77,2.06,0.0,2.52,4.12,72.01,0.78,119.13,,2.77,15.05,0.0
2020-03-10 04:00:00,2020-03-10 05:00:00,191.96,218.5,80.27,19.32,74.47,4.93,9.07,1.78,3.08,2.02,0.0,2.71,4.38,75.74,0.78,119.0,,2.96,14.37,0.0
2020-03-10 05:00:00,2020-03-10 06:00:00,168.73,171.6,79.85,18.77,73.84,4.88,8.9,1.72,2.58,1.97,0.0,2.92,4.65,78.51,0.77,118.96,,3.17,13.95,0.0
2020-03-10 06:00:00,2020-03-10 07:00:00,,,79.59,18.23,73.35,4.89,8.84,1.71,2.37,1.83,0.0,2.52,4.01,80.91,0.77,118.93,3.98,2.73,13.48,0.0
2020-03-10 07:00:00,2020-03-10 08:00:00,,,80.06,18.86,74.05,4.96,8.83,1.72,3.39,1.98,0.0,2.79,4.36,75.58,0.78,118.98,38.08,2.94,14.61,0.0
2020-03-10 08:00:00,2020-03-10 09:00:00,148.78,160.15,80.21,19.93,74.73,4.99,8.85,1.74,9.31,1.98,0.0,2.29,3.61,63.86,0.81,119.34,90.37,2.31,17.41,0.0
2020-03-10 09:00:00,2020-03-10 10:00:00,141.27,166.79,79.44,19.41,73.84,4.94,9.33,1.72,9.08,1.9,0.0,2.53,4.21,51.16,0.85,119.92,304.27,2.83,20.22,0.0
2020-03-10 10:00:00,2020-03-10 11:00:00,124.25,153.9,78.81,18.58,72.91,4.86,9.31,1.73,1.12,2.02,0.0,3.95,6.95,46.19,0.88,120.35,670.22,4.41,22.14,0.0
2020-03-10 11:00:00,2020-03-10 12:00:00,102.41,143.09,78.44,18.84,72.75,4.84,9.41,1.77,0.67,1.97,0.0,3.75,8.64,46.77,0.89,120.5,747.03,4.63,22.79,0.0
2020-03-10 12:00:00,2020-03-10 13:00:00,76.92,142.71,78.45,18.71,72.69,4.87,9.7,1.77,,2.16,0.0,3.87,8.94,44.25,0.89,120.52,783.18,4.66,23.17,0.0
2020-03-10 13:00:00,2020-03-10 14:00:00,47.62,136.06,78.26,17.71,72.01,4.99,9.34,1.73,,2.04,0.0,3.67,9.48,38.84,0.9,120.64,769.46,4.71,24.12,0.0
2020-03-10 14:00:00,2020-03-10 15:00:00,75.2,144.63,78.23,17.73,72.0,4.81,9.61,1.72,,1.92,0.0,3.49,7.81,37.87,0.9,120.59,439.98,4.06,24.09,0.0
2020-03-10 15:00:00,2020-03-10 16:00:00,66.61,134.58,78.46,18.17,72.41,4.79,9.89,1.69,0.56,1.72,0.0,3.37,6.08,38.86,0.88,120.36,266.87,3.62,23.58,0.0
2020-03-10 16:00:00,2020-03-10 17:00:00,67.94,131.32,78.82,17.62,72.42,4.79,9.56,1.62,1.42,1.52,0.0,3.04,5.5,38.47,0.88,120.37,275.96,3.38,23.76,0.0
2020-03-10 17:00:00,2020-03-10 18:00:00,47.03,122.3,78.71,17.16,72.08,4.78,10.07,1.56,6.34,1.44,0.0,2.93,5.57,38.96,0.87,120.22,130.82,3.33,23.14,0.0
2020-03-10 18:00:00,2020-03-10 19:00:00,55.82,125.08,78.65,17.69,72.31,4.8,10.06,1.56,9.49,1.35,0.0,2.67,4.63,46.56,0.85,119.95,7.52,3.02,21.69,0.0
2020-03-10 19:00:00,2020-03-10 20:00:00,59.46,126.07,78.95,18.77,73.12,4.86,10.11,1.68,3.68,1.58,0.0,3.14,5.07,52.35,0.84,119.91,,3.42,21.04,0.0
2020-03-10 20:00:00,2020-03-10 21:00:00,72.47,164.66,79.68,19.65,74.16,4.96,10.38,1.8,4.18,2.06,0.0,3.45,5.49,60.24,0.84,119.86,,3.64,20.14,0.0
2020-03-10 21:00:00,2020-03-10 22:00:00,83.03,196.78,79.72,19.04,73.87,4.79,10.97,1.68,7.32,1.85,0.0,2.93,4.89,63.99,0.83,119.66,0.03,3.24,19.32,0.0
