From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-12-17 15:00:00,2020-12-17 16:00:00,79.8,220.49,,,,,8.62,0.85,37.88,1.51,,8.0,5.04,61.67,1.07,252.19,52.05,,,30.32,
2020-12-17 16:00:00,2020-12-17 17:00:00,94.83,291.78,,,,,8.1,0.95,63.97,3.04,,5.74,9.36,66.71,1.07,251.9,15.68,,,28.8,
2020-12-17 17:00:00,2020-12-17 18:00:00,98.94,243.5,44.12,78.22,122.34,169.53,7.98,0.98,55.95,1.3,,7.26,9.29,71.04,1.07,251.78,4.41,,,27.18,
2020-12-17 18:00:00,2020-12-17 19:00:00,97.65,206.0,55.05,55.86,110.91,170.36,9.48,1.25,41.77,0.42,,6.64,3.12,72.41,1.07,250.99,,,,26.6,
2020-12-17 19:00:00,2020-12-17 20:00:00,90.33,185.02,61.05,42.06,103.11,195.69,8.88,1.06,49.92,1.35,,9.83,3.51,71.24,1.07,251.13,,,,26.39,
2020-12-17 20:00:00,2020-12-17 21:00:00,90.63,163.65,76.15,35.42,111.58,202.08,8.44,1.14,36.94,2.89,,12.6,4.58,78.12,1.07,251.3,,,,25.32,
2020-12-17 21:00:00,2020-12-17 22:00:00,107.33,170.32,118.11,28.12,146.24,213.1,10.94,2.08,10.33,1.29,,3.35,6.04,83.3,1.07,251.22,,,,24.23,
2020-12-17 22:00:00,2020-12-17 23:00:00,122.28,212.29,172.62,21.84,194.42,177.89,11.01,2.02,11.06,0.04,,8.06,6.55,85.43,1.07,251.05,,,,23.89,
2020-12-17 23:00:00,2020-12-18 00:00:00,128.82,230.65,226.5,13.02,239.52,209.02,9.82,1.72,8.7,4.83,,2.93,8.26,86.92,1.07,252.03,,,,23.48,
2020-12-18 00:00:00,2020-12-18 01:00:00,123.6,210.2,294.71,3.53,297.23,213.84,9.13,1.22,15.94,4.14,,3.77,22.92,86.81,1.07,252.18,,,,23.39,
2020-12-18 01:00:00,2020-12-18 02:00:00,116.8,191.82,371.9,,365.0,188.43,8.07,1.07,12.7,2.86,,8.86,12.65,88.05,1.07,252.76,,,,23.2,
2020-12-18 02:00:00,2020-12-18 03:00:00,116.72,186.69,400.12,,387.35,152.34,8.07,0.72,37.95,3.05,,7.74,16.26,86.3,1.07,252.75,,,,23.06,
2020-12-18 03:00:00,2020-12-18 04:00:00,98.45,150.1,401.85,,391.06,159.34,7.28,0.57,55.37,1.65,,14.79,13.72,84.18,1.07,252.76,,,,23.09,
2020-12-18 04:00:00,2020-12-18 05:00:00,85.73,128.84,400.03,,389.56,155.64,7.33,0.63,36.1,0.12,,14.24,13.04,85.89,1.07,252.73,,,,22.56,
2020-12-18 05:00:00,2020-12-18 06:00:00,92.35,133.53,371.95,,360.1,149.43,7.89,0.66,33.19,2.76,,5.59,9.36,86.29,1.07,252.76,,,,22.18,
2020-12-18 06:00:00,2020-12-18 07:00:00,98.27,148.75,338.56,0.06,332.48,124.25,7.86,0.7,32.4,2.27,,12.57,11.77,84.89,1.07,251.8,,,,22.2,
2020-12-18 07:00:00,2020-12-18 08:00:00,108.57,160.9,296.4,0.97,295.62,141.9,8.13,0.71,34.69,0.54,,4.97,15.92,82.78,1.07,252.04,4.76,,,22.38,
2020-12-18 08:00:00,2020-12-18 09:00:00,109.9,166.61,294.97,3.15,298.04,144.29,12.16,0.72,33.66,0.36,,9.66,10.14,76.54,1.07,252.13,27.35,,,23.5,
2020-12-18 09:00:00,2020-12-18 10:00:00,103.93,171.26,280.83,7.7,288.52,145.21,9.08,0.73,50.35,0.86,,9.31,18.11,69.86,1.07,251.95,143.74,,,25.34,
2020-12-18 10:00:00,2020-12-18 11:00:00,109.2,189.33,275.51,13.26,288.78,141.88,9.93,0.88,54.02,2.63,,2.55,23.25,63.46,1.07,252.12,313.65,,,27.46,
2020-12-18 11:00:00,2020-12-18 12:00:00,109.78,208.44,,,,,14.0,0.88,48.26,,,,,56.77,1.07,252.28,399.75,,,29.34,
2020-12-18 12:00:00,2020-12-18 13:00:00,89.98,179.4,,,,,15.51,0.76,67.2,,,,,52.12,1.07,252.2,396.91,,,30.25,
2020-12-18 13:00:00,2020-12-18 14:00:00,69.22,150.56,,,,,13.83,0.52,87.99,,,,,44.36,1.07,252.32,95.08,,,31.27,
2020-12-18 14:00:00,2020-12-18 15:00:00,55.2,110.4,,,,,11.32,0.34,87.37,,,,,41.78,1.07,252.44,69.81,,,31.2,
2020-12-18 15:00:00,2020-12-18 16:00:00,49.63,148.79,,,,,10.05,0.35,59.08,,,,,42.47,1.07,252.24,51.98,,,30.81,
2020-12-18 16:00:00,2020-12-18 17:00:00,49.43,121.97,,,,,9.68,0.35,56.07,2.44,,5.62,12.75,45.31,1.07,252.22,11.82,,,29.9,
2020-12-18 17:00:00,2020-12-18 18:00:00,52.33,124.01,46.73,42.17,88.88,118.7,8.39,0.54,85.74,0.0,,7.73,18.7,58.73,1.07,252.16,2.49,,,28.53,
2020-12-18 18:00:00,2020-12-18 19:00:00,58.37,128.65,43.08,35.4,78.48,114.84,8.44,0.63,80.69,2.36,,1.62,12.86,54.92,1.07,252.04,,,,27.56,
2020-12-18 19:00:00,2020-12-18 20:00:00,56.2,127.79,52.16,33.28,85.43,106.48,10.58,1.55,35.56,0.5,,11.06,5.83,60.31,1.07,251.75,,,,26.78,
2020-12-18 20:00:00,2020-12-18 21:00:00,67.1,176.33,86.02,27.37,113.41,107.98,10.99,1.75,10.11,1.63,,10.04,15.62,67.32,1.07,251.72,,,,25.04,
2020-12-18 21:00:00,2020-12-18 22:00:00,74.0,177.68,124.94,22.62,147.57,101.85,9.32,1.07,58.27,1.3,,8.52,10.69,65.01,1.07,251.81,,,,25.89,
2020-12-18 22:00:00,2020-12-18 23:00:00,74.94,143.5,154.78,18.76,173.54,92.38,8.25,0.66,102.9,0.31,,10.89,15.26,67.49,1.07,251.74,,,,25.86,
2020-12-18 23:00:00,2020-12-19 00:00:00,74.12,116.63,182.96,15.09,198.07,69.4,7.64,0.62,95.16,0.45,,2.87,17.89,66.96,1.07,251.82,,,,25.82,
2020-12-19 00:00:00,2020-12-19 01:00:00,78.07,120.8,212.34,17.1,229.45,70.15,8.02,1.0,26.4,2.9,,4.72,9.07,73.81,1.07,251.78,,,,24.63,
2020-12-19 01:00:00,2020-12-19 02:00:00,88.75,144.72,239.84,11.26,251.09,66.48,7.51,0.67,66.11,0.83,,4.45,8.5,76.51,1.07,251.74,,,,23.99,
2020-12-19 02:00:00,2020-12-19 03:00:00,91.12,139.86,265.69,6.56,272.26,64.91,7.7,0.62,71.15,3.9,,7.23,16.77,76.33,1.07,251.73,,,,23.88,
2020-12-19 03:00:00,2020-12-19 04:00:00,80.55,124.56,271.88,2.04,273.74,62.93,7.97,0.5,83.28,0.8,,8.16,2.93,73.09,1.07,251.75,,,,23.85,
2020-12-19 04:00:00,2020-12-19 05:00:00,71.93,108.56,281.9,0.72,281.31,67.92,8.76,0.58,62.95,0.0,,13.44,8.94,77.25,1.07,251.83,,,,23.12,
2020-12-19 05:00:00,2020-12-19 06:00:00,78.16,121.93,299.55,,294.21,64.75,9.05,0.63,54.35,2.0,,2.95,7.87,77.28,1.07,251.82,,,,22.77,
2020-12-19 06:00:00,2020-12-19 07:00:00,77.9,119.6,291.1,0.17,289.31,62.36,9.88,0.48,74.18,0.82,,2.82,10.52,67.52,1.07,251.78,,,,23.42,
2020-12-19 07:00:00,2020-12-19 08:00:00,71.0,108.43,273.97,0.38,273.13,62.22,9.61,0.49,76.47,3.89,,13.36,5.31,67.85,1.07,251.47,6.22,,,23.23,
2020-12-19 08:00:00,2020-12-19 09:00:00,77.57,122.9,239.27,4.49,243.75,48.04,8.08,0.51,75.93,1.22,,5.89,9.84,66.52,1.07,251.36,26.89,,,23.83,
2020-12-19 09:00:00,2020-12-19 10:00:00,86.41,142.67,213.89,12.8,226.71,64.6,9.06,0.7,65.06,0.99,,3.41,9.79,62.63,1.07,252.32,165.19,,,25.51,
2020-12-19 10:00:00,2020-12-19 11:00:00,94.57,166.28,198.03,16.16,214.19,70.21,11.73,0.92,63.99,2.45,,4.15,9.44,58.03,1.07,252.48,308.98,,,27.27,
2020-12-19 11:00:00,2020-12-19 12:00:00,96.84,194.35,84.66,22.23,106.89,76.16,15.4,0.59,88.5,1.31,,9.43,18.18,51.23,1.07,252.49,378.68,,,28.84,
2020-12-19 12:00:00,2020-12-19 13:00:00,81.2,165.49,76.78,21.46,98.25,72.64,19.24,0.49,109.61,0.09,,5.29,10.69,45.64,1.07,252.56,383.09,,,29.74,
2020-12-19 13:00:00,2020-12-19 14:00:00,66.27,134.56,81.25,19.86,101.11,76.54,15.8,0.45,111.69,3.57,,5.4,12.39,43.62,1.07,252.38,106.53,,,30.54,
2020-12-19 14:00:00,2020-12-19 15:00:00,59.2,116.59,75.78,19.06,94.85,70.44,13.2,0.44,114.16,3.63,,4.41,18.43,41.81,1.07,252.18,71.74,,,30.71,
2020-12-19 15:00:00,2020-12-19 16:00:00,55.53,105.67,78.21,16.11,94.33,76.27,13.72,0.42,123.71,0.24,,3.45,17.79,41.48,1.07,251.87,51.41,,,30.41,
2020-12-19 16:00:00,2020-12-19 17:00:00,54.06,105.27,73.99,14.85,88.83,61.35,11.08,0.47,106.32,3.05,,7.57,8.72,41.61,1.07,251.55,15.21,,,30.01,
2020-12-19 17:00:00,2020-12-19 18:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-19 18:00:00,2020-12-19 19:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-19 19:00:00,2020-12-19 20:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-19 20:00:00,2020-12-19 21:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-19 21:00:00,2020-12-19 22:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-19 22:00:00,2020-12-19 23:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-19 23:00:00,2020-12-20 00:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 00:00:00,2020-12-20 01:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 01:00:00,2020-12-20 02:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 02:00:00,2020-12-20 03:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 03:00:00,2020-12-20 04:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 04:00:00,2020-12-20 05:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 05:00:00,2020-12-20 06:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 06:00:00,2020-12-20 07:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 07:00:00,2020-12-20 08:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 08:00:00,2020-12-20 09:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 09:00:00,2020-12-20 10:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 10:00:00,2020-12-20 11:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 11:00:00,2020-12-20 12:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 12:00:00,2020-12-20 13:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 13:00:00,2020-12-20 14:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 14:00:00,2020-12-20 15:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 15:00:00,2020-12-20 16:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 16:00:00,2020-12-20 17:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 17:00:00,2020-12-20 18:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 18:00:00,2020-12-20 19:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 19:00:00,2020-12-20 20:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 20:00:00,2020-12-20 21:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 21:00:00,2020-12-20 22:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 22:00:00,2020-12-20 23:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 23:00:00,2020-12-21 00:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 00:00:00,2020-12-21 01:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 01:00:00,2020-12-21 02:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 02:00:00,2020-12-21 03:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 03:00:00,2020-12-21 04:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 04:00:00,2020-12-21 05:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 05:00:00,2020-12-21 06:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 06:00:00,2020-12-21 07:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 07:00:00,2020-12-21 08:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 08:00:00,2020-12-21 09:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 09:00:00,2020-12-21 10:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 10:00:00,2020-12-21 11:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 11:00:00,2020-12-21 12:00:00,58.43,153.4,77.66,18.87,96.53,56.77,23.58,0.65,81.91,0.0,,12.27,19.04,49.58,1.05,251.35,381.71,,,26.86,
2020-12-21 12:00:00,2020-12-21 13:00:00,51.4,142.4,64.67,20.42,85.09,62.03,26.68,0.41,121.94,,,,,32.09,1.07,251.33,472.38,,,28.82,
2020-12-21 13:00:00,2020-12-21 14:00:00,41.73,101.81,57.84,22.21,80.06,58.41,21.4,0.36,123.38,,,,,30.73,1.07,251.39,98.69,,,29.33,
2020-12-21 14:00:00,2020-12-21 15:00:00,38.29,96.44,53.41,22.44,75.86,57.27,21.05,0.38,119.67,,,,,30.17,1.07,251.34,70.78,,,29.87,
2020-12-21 15:00:00,2020-12-21 16:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 16:00:00,2020-12-21 17:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 17:00:00,2020-12-21 18:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 18:00:00,2020-12-21 19:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 19:00:00,2020-12-21 20:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 20:00:00,2020-12-21 21:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 21:00:00,2020-12-21 22:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 22:00:00,2020-12-21 23:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 23:00:00,2020-12-22 00:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 00:00:00,2020-12-22 01:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 01:00:00,2020-12-22 02:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 02:00:00,2020-12-22 03:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 03:00:00,2020-12-22 04:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 04:00:00,2020-12-22 05:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 05:00:00,2020-12-22 06:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 06:00:00,2020-12-22 07:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 07:00:00,2020-12-22 08:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 08:00:00,2020-12-22 09:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 09:00:00,2020-12-22 10:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 10:00:00,2020-12-22 11:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 11:00:00,2020-12-22 12:00:00,58.0,141.68,67.59,22.25,89.84,47.42,29.84,0.57,90.13,,,,,34.55,,298.4,466.29,,,27.91,
2020-12-22 12:00:00,2020-12-22 13:00:00,50.96,141.03,46.11,32.88,78.97,46.14,27.61,0.48,112.01,,,,,30.72,,298.01,411.06,,,28.88,
2020-12-22 13:00:00,2020-12-22 14:00:00,41.59,116.33,40.19,30.87,71.05,48.78,25.36,0.46,132.82,,,,,29.18,,298.44,120.73,,,29.87,
2020-12-22 14:00:00,2020-12-22 15:00:00,38.13,102.78,41.12,26.66,67.79,51.94,21.1,0.39,147.15,,,,,28.22,,298.28,89.34,,,30.17,
2020-12-22 15:00:00,2020-12-22 16:00:00,41.13,157.31,43.08,23.38,66.46,52.52,17.77,0.34,134.46,,,,,30.43,,297.84,70.05,,,29.54,
2020-12-22 16:00:00,2020-12-22 17:00:00,45.6,212.18,50.43,19.79,70.22,53.23,16.61,0.37,108.35,,,,,34.65,,296.76,33.87,,,28.41,
2020-12-22 17:00:00,2020-12-22 18:00:00,44.93,170.96,60.72,22.6,83.31,56.11,15.79,0.75,82.98,,,,,44.08,,296.14,9.85,,,27.1,
2020-12-22 18:00:00,2020-12-22 19:00:00,50.23,197.26,75.26,24.23,99.49,56.79,17.86,1.94,22.05,,,,,46.92,,296.07,,,,25.3,
2020-12-22 19:00:00,2020-12-22 20:00:00,66.27,229.88,103.27,21.08,124.36,57.63,20.04,2.93,12.92,,,,,52.04,,295.67,,,,23.31,
2020-12-22 20:00:00,2020-12-22 21:00:00,71.96,222.56,107.04,19.88,126.91,47.3,12.8,1.3,28.11,,,,,52.91,,295.44,,,,22.93,
2020-12-22 21:00:00,2020-12-22 22:00:00,58.87,208.33,107.82,19.79,127.6,52.42,12.82,1.64,12.76,,,,,57.01,,297.11,,,,21.7,
2020-12-22 22:00:00,2020-12-22 23:00:00,60.93,168.75,111.95,19.12,131.08,53.36,13.53,1.6,14.01,,,,,58.97,,296.95,,,,20.66,
2020-12-22 23:00:00,2020-12-23 00:00:00,70.0,187.86,119.18,18.19,137.37,55.16,13.9,1.45,15.66,,,,,63.57,,296.21,,,,20.17,
2020-12-23 00:00:00,2020-12-23 01:00:00,66.27,162.5,114.6,14.94,129.54,55.13,11.36,0.8,45.31,,,,,67.62,,296.31,,,,19.76,
2020-12-23 01:00:00,2020-12-23 02:00:00,57.8,113.85,116.84,12.18,129.02,55.88,11.06,0.47,81.0,,,,,67.49,,296.37,,,,19.63,
2020-12-23 02:00:00,2020-12-23 03:00:00,49.27,80.85,117.9,11.52,129.41,56.48,11.35,0.54,70.19,,,,,64.87,,296.37,,,,20.18,
2020-12-23 03:00:00,2020-12-23 04:00:00,66.93,117.0,119.6,13.43,133.04,57.88,25.65,0.9,39.09,,,,,63.98,,296.42,,,,20.87,
2020-12-23 04:00:00,2020-12-23 05:00:00,88.25,151.14,116.96,12.11,129.06,50.89,26.32,0.6,77.51,,,,,62.72,,296.42,,,,20.71,
2020-12-23 05:00:00,2020-12-23 06:00:00,91.47,144.9,110.61,12.81,123.41,52.02,22.63,0.68,43.33,,,,,67.53,,296.84,,,,19.8,
2020-12-23 06:00:00,2020-12-23 07:00:00,95.31,149.44,106.31,12.85,119.17,52.76,21.97,0.64,55.01,,,,,68.26,,296.84,,,,19.47,
2020-12-23 07:00:00,2020-12-23 08:00:00,89.53,152.31,98.64,15.02,113.67,53.33,27.48,0.67,67.95,,,,,67.49,,297.07,3.81,,,19.54,
2020-12-23 08:00:00,2020-12-23 09:00:00,91.82,169.32,94.36,15.58,109.95,53.31,32.82,0.69,78.02,,,,,62.66,,297.17,23.05,,,20.51,
2020-12-23 09:00:00,2020-12-23 10:00:00,88.43,159.07,93.38,15.85,109.23,55.09,39.96,0.73,71.06,,,,,53.37,,297.12,153.58,,,22.78,
2020-12-23 10:00:00,2020-12-23 11:00:00,82.4,167.0,93.69,18.05,111.74,55.59,39.97,0.73,85.44,,,,,41.38,,297.37,389.84,,,26.25,
2020-12-23 11:00:00,2020-12-23 12:00:00,81.2,,70.85,33.48,104.34,56.46,,,,,,,,,,,,,,,
2020-12-23 12:00:00,2020-12-23 13:00:00,78.47,187.0,75.35,23.57,98.93,56.42,23.66,0.77,87.98,,,,,35.17,,297.47,441.65,,,29.21,
2020-12-23 13:00:00,2020-12-23 14:00:00,74.8,171.33,70.11,27.74,97.85,44.0,16.68,0.71,126.4,,,,,33.26,,297.12,98.86,,,29.59,
2020-12-23 14:00:00,2020-12-23 15:00:00,63.93,143.4,47.0,34.95,81.93,47.72,16.13,0.61,114.64,,,,,32.05,,296.52,67.33,,,29.97,
2020-12-23 15:00:00,2020-12-23 16:00:00,57.93,161.46,30.23,23.24,53.46,37.76,15.79,0.54,147.96,0.0,,,,32.49,,297.26,62.33,,,29.5,
2020-12-23 16:00:00,2020-12-23 17:00:00,57.59,167.27,16.12,18.71,34.83,22.59,15.27,0.52,142.87,,,,,39.26,,296.99,14.99,,,28.21,
2020-12-23 17:00:00,2020-12-23 18:00:00,72.8,296.69,16.6,29.61,46.21,31.66,16.56,0.95,42.51,6.19,,32.33,18.41,46.99,,296.94,2.28,,,26.1,
2020-12-23 18:00:00,2020-12-23 19:00:00,98.1,401.03,58.4,28.11,86.5,51.79,19.56,2.25,20.02,,,,,50.79,,297.45,,,,25.18,
2020-12-23 19:00:00,2020-12-23 20:00:00,89.13,290.36,52.88,25.05,77.93,52.54,15.53,1.39,47.6,,,,,50.29,,297.41,,,,25.38,
2020-12-23 20:00:00,2020-12-23 21:00:00,69.6,193.62,60.03,22.49,82.51,55.69,14.34,1.41,28.16,,,,,54.53,,296.82,,,,23.69,
2020-12-23 21:00:00,2020-12-23 22:00:00,71.75,162.99,74.53,20.89,95.41,50.17,12.26,1.67,21.0,,,,,63.08,,297.38,,,,22.18,
2020-12-23 22:00:00,2020-12-23 23:00:00,76.47,155.0,83.71,19.88,103.59,60.48,12.51,1.44,22.37,,,,,64.68,,297.48,,,,21.86,
2020-12-23 23:00:00,2020-12-24 00:00:00,80.73,186.33,96.51,19.28,115.79,62.07,12.46,1.11,32.42,,,,,65.81,,298.26,,,,20.79,
2020-12-24 00:00:00,2020-12-24 01:00:00,74.67,156.85,105.03,15.46,120.48,62.2,11.58,0.88,58.34,,,,,67.3,,297.56,,,,20.14,
2020-12-24 01:00:00,2020-12-24 02:00:00,63.47,121.56,111.02,13.84,124.86,61.75,12.0,0.89,52.81,,,,,70.06,,297.54,,,,20.24,
2020-12-24 02:00:00,2020-12-24 03:00:00,71.93,133.62,118.37,11.72,130.09,58.51,13.03,0.84,68.03,,,,,67.27,,297.76,,,,20.93,
