From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C)
2022-11-25 21:00:00,2022-11-25 22:00:00,77.71,202.35,7.52,11.28,15.67,45.05,8.73,1.9,30.83,4.4,2.32,0.01,,0.03,63.97,0.17,254.98,7.73,13.29
2022-11-25 22:00:00,2022-11-25 23:00:00,74.2,194.32,6.85,10.69,14.81,45.2,9.05,1.45,55.61,3.29,1.92,0.01,,0.03,63.22,0.24,337.9,7.79,12.95
2022-11-25 23:00:00,2022-11-26 00:00:00,67.94,184.34,7.52,9.46,14.7,45.3,9.07,1.14,67.49,2.13,0.9,0.01,,0.03,66.12,0.28,256.83,7.81,12.38
2022-11-26 00:00:00,2022-11-26 01:00:00,67.11,176.0,7.38,8.0,13.81,45.34,8.68,0.91,80.55,1.26,0.46,,,0.02,69.16,0.27,342.36,7.86,11.55
2022-11-26 01:00:00,2022-11-26 02:00:00,60.36,162.75,7.2,7.58,13.45,45.29,8.67,0.89,78.44,0.92,0.31,,,0.02,71.03,0.22,335.59,7.79,11.21
2022-11-26 02:00:00,2022-11-26 03:00:00,58.29,148.43,7.45,7.63,13.67,45.35,7.44,0.86,61.39,0.77,0.32,,,0.02,75.7,0.25,322.07,7.85,10.35
2022-11-26 03:00:00,2022-11-26 04:00:00,65.7,138.0,6.87,8.02,13.41,45.33,7.96,0.89,65.32,0.72,0.29,,,0.02,74.82,0.34,337.55,7.86,9.86
2022-11-26 04:00:00,2022-11-26 05:00:00,60.1,130.92,6.07,8.26,12.89,45.27,8.01,0.88,62.0,0.69,0.22,,,0.02,75.25,0.29,328.26,7.85,9.62
2022-11-26 05:00:00,2022-11-26 06:00:00,49.14,124.62,6.38,8.37,13.19,45.16,8.0,0.85,63.33,0.65,0.21,,,0.02,74.49,0.35,334.13,7.83,9.52
2022-11-26 06:00:00,2022-11-26 07:00:00,53.69,132.91,6.25,8.75,13.29,45.2,8.13,0.92,58.99,0.73,0.19,,,0.02,73.93,0.33,340.17,23.12,9.52
2022-11-26 07:00:00,2022-11-26 08:00:00,52.98,132.95,7.97,9.04,14.85,45.33,10.84,1.11,46.8,1.11,0.23,,,0.02,67.52,0.28,335.19,77.17,11.12
2022-11-26 08:00:00,2022-11-26 09:00:00,61.8,151.66,8.29,9.05,15.11,45.39,14.12,1.28,51.8,2.38,0.43,,,0.02,59.47,0.28,336.43,335.77,14.62
2022-11-26 09:00:00,2022-11-26 10:00:00,85.91,180.47,9.42,9.56,16.3,45.39,17.8,1.24,80.49,4.67,0.76,,,0.02,48.48,0.36,330.43,540.89,18.69
2022-11-26 10:00:00,2022-11-26 11:00:00,88.7,191.14,7.91,9.54,15.07,45.39,17.43,1.18,125.79,2.5,0.75,,,0.02,37.88,0.39,330.5,604.15,21.13
2022-11-26 11:00:00,2022-11-26 12:00:00,88.24,184.21,6.22,10.72,14.32,45.18,16.9,1.07,152.88,1.26,0.4,0.02,,0.02,33.5,0.42,328.51,151.65,21.49
2022-11-26 12:00:00,2022-11-26 13:00:00,83.56,175.69,5.92,10.89,14.17,45.77,12.51,1.15,146.46,1.23,0.34,0.02,,0.02,31.62,0.42,329.88,93.74,21.97
2022-11-26 13:00:00,2022-11-26 14:00:00,77.94,172.34,5.66,10.29,13.63,45.3,15.11,1.12,162.3,1.09,0.33,0.02,,0.02,30.75,0.27,259.77,78.0,22.38
2022-11-26 14:00:00,2022-11-26 15:00:00,76.16,161.1,5.66,10.02,13.49,45.26,14.33,1.06,161.46,1.02,0.28,0.01,,0.02,30.71,0.29,252.3,63.99,22.28
2022-11-26 15:00:00,2022-11-26 16:00:00,72.91,160.21,6.26,10.95,14.47,45.19,10.46,1.16,137.75,1.15,0.38,,,0.02,32.6,0.25,178.98,48.92,21.74
2022-11-26 16:00:00,2022-11-26 17:00:00,72.23,151.53,6.44,9.93,14.08,45.25,9.19,1.09,122.69,1.08,0.36,,,0.02,37.73,0.12,19.3,32.3,20.27
2022-11-26 17:00:00,2022-11-26 18:00:00,70.11,154.74,8.12,10.8,15.91,45.34,8.02,1.69,74.09,1.42,0.53,0.01,,0.02,45.96,0.08,257.25,19.23,18.12
2022-11-26 18:00:00,2022-11-26 19:00:00,75.85,172.5,8.91,11.4,16.87,45.4,8.86,1.77,47.27,5.01,3.39,0.02,,0.03,60.62,0.23,298.86,18.78,15.81
2022-11-26 19:00:00,2022-11-26 20:00:00,74.68,189.61,8.81,10.89,16.51,45.91,7.68,1.56,36.78,4.14,2.62,0.01,,0.03,64.19,0.12,176.66,18.75,14.3
2022-11-26 20:00:00,2022-11-26 21:00:00,79.64,192.59,8.77,11.38,16.74,45.39,6.22,2.17,12.21,4.25,3.28,0.01,,0.03,65.52,0.15,176.97,18.75,13.44
2022-11-26 21:00:00,2022-11-26 22:00:00,75.3,192.36,6.62,11.47,15.04,45.35,5.7,1.45,32.96,3.69,2.51,0.02,,0.03,67.47,0.14,194.75,18.75,12.69
2022-11-26 22:00:00,2022-11-26 23:00:00,70.69,193.05,6.49,10.52,14.43,45.3,6.0,1.15,54.23,2.46,1.29,0.01,,0.03,67.31,0.24,259.98,18.68,12.15
2022-11-26 23:00:00,2022-11-27 00:00:00,65.35,184.35,6.37,9.15,13.6,45.31,6.13,0.99,60.64,1.39,0.65,,,0.02,69.88,0.31,345.08,18.74,11.66
2022-11-27 00:00:00,2022-11-27 01:00:00,70.05,172.89,7.86,8.21,14.32,45.33,6.03,0.91,64.81,1.01,0.46,,,0.02,71.88,0.25,342.14,18.73,11.09
2022-11-27 01:00:00,2022-11-27 02:00:00,68.44,151.43,8.36,7.43,14.31,45.46,6.01,0.9,64.28,0.78,0.35,,,0.02,72.91,0.32,343.68,18.73,10.63
2022-11-27 02:00:00,2022-11-27 03:00:00,61.56,142.26,8.54,7.05,14.25,45.47,5.76,0.88,64.75,0.69,0.29,,,0.02,73.81,0.25,345.42,18.54,10.27
2022-11-27 03:00:00,2022-11-27 04:00:00,60.41,134.54,8.14,7.99,14.42,45.46,5.54,0.89,50.95,0.54,0.28,,,0.02,75.26,0.22,91.25,18.69,9.9
2022-11-27 04:00:00,2022-11-27 05:00:00,55.09,122.79,7.25,7.53,13.45,45.38,5.98,0.83,68.84,0.52,0.25,,,0.02,73.92,0.23,349.81,18.45,10.06
2022-11-27 05:00:00,2022-11-27 06:00:00,50.62,116.95,7.69,8.23,14.19,45.23,5.86,0.88,50.03,0.58,0.28,,,0.02,75.98,0.21,343.1,18.74,9.85
2022-11-27 06:00:00,2022-11-27 07:00:00,53.77,131.38,7.36,8.72,14.18,45.39,5.32,0.96,41.41,0.69,0.25,,,0.02,77.78,0.16,174.85,33.72,9.52
2022-11-27 07:00:00,2022-11-27 08:00:00,53.7,143.14,8.14,8.62,14.76,45.31,6.98,1.09,38.79,1.15,0.38,,,0.02,73.27,0.3,321.8,93.03,10.74
2022-11-27 08:00:00,2022-11-27 09:00:00,63.87,155.88,9.28,8.31,15.52,45.38,8.97,1.24,36.05,2.25,0.54,,,0.02,64.94,0.26,255.07,292.33,13.72
2022-11-27 09:00:00,2022-11-27 10:00:00,73.98,166.67,9.45,8.91,15.98,45.45,13.16,1.27,64.21,4.16,1.29,,,0.02,54.76,0.28,326.27,455.17,17.58
2022-11-27 10:00:00,2022-11-27 11:00:00,79.48,179.2,8.2,9.3,15.17,45.38,17.43,1.31,99.07,3.58,1.13,,,0.02,47.38,0.27,333.7,516.82,20.31
2022-11-27 11:00:00,2022-11-27 12:00:00,88.31,191.39,8.92,11.0,16.66,46.3,20.56,1.23,127.07,2.77,1.09,0.02,,0.02,43.11,0.22,252.43,178.55,21.35
2022-11-27 12:00:00,2022-11-27 13:00:00,74.99,189.5,7.06,9.82,14.52,45.45,23.24,1.14,148.3,1.82,0.8,0.02,,0.02,39.57,0.2,263.64,124.62,21.92
2022-11-27 13:00:00,2022-11-27 14:00:00,73.7,178.38,7.33,11.23,15.49,45.09,22.62,1.14,151.57,1.34,0.54,0.01,,0.02,38.64,0.2,308.2,97.35,22.09
2022-11-27 14:00:00,2022-11-27 15:00:00,72.49,169.17,6.8,9.36,14.06,45.39,19.82,1.12,153.16,1.39,0.54,0.01,,0.02,38.31,0.24,243.45,73.43,22.0
2022-11-27 15:00:00,2022-11-27 16:00:00,74.45,169.4,6.68,10.34,14.49,45.27,17.23,1.27,121.38,1.38,0.66,,,0.02,40.51,0.14,273.59,53.18,21.62
2022-11-27 16:00:00,2022-11-27 17:00:00,73.93,164.32,9.67,14.2,18.96,45.5,14.44,1.84,55.05,2.43,1.48,,,0.02,48.18,0.06,46.74,31.44,20.18
2022-11-27 17:00:00,2022-11-27 18:00:00,83.6,195.19,9.02,14.64,18.68,45.37,13.0,2.25,38.12,4.46,3.6,0.02,,0.02,56.76,0.05,129.77,19.08,18.08
2022-11-27 18:00:00,2022-11-27 19:00:00,104.25,246.28,10.71,12.25,18.79,45.52,9.1,2.37,20.81,6.96,8.23,0.02,,0.03,69.3,0.12,245.26,18.69,16.28
2022-11-27 19:00:00,2022-11-27 20:00:00,108.8,261.74,10.81,11.45,18.44,45.43,7.87,2.23,25.03,6.12,6.94,0.02,,0.03,70.99,0.15,331.69,18.71,15.34
2022-11-27 20:00:00,2022-11-27 21:00:00,104.25,247.63,10.05,10.97,17.56,45.49,6.82,2.06,27.41,5.88,6.87,0.02,,0.03,72.64,0.17,325.38,18.68,14.53
2022-11-27 21:00:00,2022-11-27 22:00:00,87.31,223.52,8.92,11.68,17.02,45.4,6.84,1.73,40.05,4.79,5.12,0.02,,0.03,73.37,0.17,256.69,18.59,13.91
2022-11-27 22:00:00,2022-11-27 23:00:00,92.78,213.06,7.8,10.74,15.62,45.39,7.15,1.42,52.3,3.77,3.36,,,0.03,73.69,0.23,338.6,18.71,13.44
2022-11-27 23:00:00,2022-11-28 00:00:00,96.57,199.35,7.27,9.38,14.46,45.38,6.88,1.19,69.48,2.47,2.03,0.01,,0.02,74.51,0.32,343.93,18.74,13.0
2022-11-28 00:00:00,2022-11-28 01:00:00,89.02,192.95,7.84,8.27,14.32,45.44,6.08,1.0,65.03,1.87,1.01,,,0.02,78.95,0.23,336.6,18.73,12.28
2022-11-28 01:00:00,2022-11-28 02:00:00,89.68,189.7,8.59,8.1,14.85,45.64,5.82,1.01,54.88,1.68,0.74,,,0.02,82.14,0.23,341.67,18.71,11.72
2022-11-28 02:00:00,2022-11-28 03:00:00,84.84,178.21,8.47,7.83,14.61,45.6,5.37,0.95,54.23,1.52,0.64,,,0.02,83.09,0.26,337.92,18.71,11.26
2022-11-28 03:00:00,2022-11-28 04:00:00,84.93,157.0,8.8,7.45,14.67,45.51,5.27,0.89,53.31,1.19,0.55,,,0.02,83.19,0.28,257.26,18.69,10.88
2022-11-28 04:00:00,2022-11-28 05:00:00,83.48,152.77,8.44,7.22,14.26,45.54,5.2,0.88,55.47,1.09,0.54,,,0.02,83.99,0.29,338.96,18.62,10.47
2022-11-28 05:00:00,2022-11-28 06:00:00,80.69,144.88,7.7,8.08,14.11,45.41,4.97,0.9,53.74,0.96,0.48,,,0.02,83.84,0.24,264.78,18.63,10.42
2022-11-28 06:00:00,2022-11-28 07:00:00,70.94,147.46,8.04,8.5,14.62,45.36,5.03,0.94,46.52,1.06,0.48,,,0.02,83.77,0.18,250.32,32.89,10.52
2022-11-28 07:00:00,2022-11-28 08:00:00,76.55,156.71,9.18,8.73,15.66,45.45,5.89,1.16,38.36,1.8,0.64,,,0.02,79.67,0.32,326.39,91.22,11.41
2022-11-28 08:00:00,2022-11-28 09:00:00,90.22,174.94,9.3,8.77,15.78,45.4,6.68,1.24,45.24,2.95,0.88,,,0.02,71.19,0.32,334.2,277.21,14.05
2022-11-28 09:00:00,2022-11-28 10:00:00,95.72,183.07,11.97,9.08,18.12,46.47,12.81,1.35,61.71,4.52,1.47,,,0.02,60.51,0.32,334.44,419.57,17.67
2022-11-28 10:00:00,2022-11-28 11:00:00,94.79,202.14,9.89,9.51,16.66,45.83,20.16,1.34,89.71,4.8,2.43,0.02,,0.02,52.37,0.34,328.94,488.31,20.02
2022-11-28 11:00:00,2022-11-28 12:00:00,94.41,219.72,8.99,9.57,15.96,45.53,25.17,1.29,115.35,2.93,2.01,0.01,,0.02,48.07,0.29,339.4,179.57,21.35
2022-11-28 12:00:00,2022-11-28 13:00:00,94.95,221.62,8.81,9.98,16.03,45.37,31.84,1.4,130.03,2.99,1.5,0.01,,0.02,43.71,0.33,335.8,122.32,21.99
2022-11-28 13:00:00,2022-11-28 14:00:00,98.04,211.49,8.54,10.91,16.3,45.05,31.15,1.25,150.09,2.96,1.79,0.02,,0.03,42.82,0.33,335.0,94.0,22.11
2022-11-28 14:00:00,2022-11-28 15:00:00,95.08,207.44,7.49,11.0,15.5,45.53,27.15,1.35,144.48,2.31,1.46,0.02,,0.02,43.41,0.31,329.35,72.89,22.21
2022-11-28 15:00:00,2022-11-28 16:00:00,94.48,208.12,7.48,11.14,15.57,45.77,26.08,1.38,137.07,2.71,1.83,0.01,,0.02,44.33,0.25,340.82,52.31,21.89
2022-11-28 16:00:00,2022-11-28 17:00:00,97.22,211.26,9.59,15.37,19.52,45.71,21.37,1.76,72.32,4.05,4.22,0.02,,0.02,50.59,0.12,265.46,30.24,20.68
2022-11-28 17:00:00,2022-11-28 18:00:00,100.38,223.06,9.45,12.93,18.11,45.57,16.06,1.97,63.92,5.07,5.29,0.02,,0.03,57.97,0.19,263.26,17.9,19.06
2022-11-28 18:00:00,2022-11-28 19:00:00,103.39,234.56,10.56,11.85,18.44,45.6,11.55,2.21,39.4,6.11,7.36,0.02,,0.03,67.17,0.13,301.73,17.51,17.41
2022-11-28 19:00:00,2022-11-28 20:00:00,118.27,244.82,9.58,10.44,16.9,45.63,9.83,1.75,52.83,5.78,7.23,0.02,,0.03,70.36,0.23,310.04,17.43,16.18
2022-11-28 20:00:00,2022-11-28 21:00:00,112.84,240.45,9.73,11.32,17.48,45.63,8.5,1.85,47.74,5.33,5.89,0.02,,0.03,69.82,0.19,258.03,17.27,15.68
2022-11-28 21:00:00,2022-11-28 22:00:00,111.47,226.96,9.19,11.4,17.09,45.54,7.08,1.85,26.83,3.99,4.2,0.01,,0.03,74.21,0.14,99.97,17.27,14.88
2022-11-28 22:00:00,2022-11-28 23:00:00,108.75,222.52,8.31,9.72,15.48,45.48,6.75,1.34,58.01,4.8,5.66,0.02,,0.03,75.13,0.24,314.62,17.32,14.47
2022-11-28 23:00:00,2022-11-29 00:00:00,107.08,222.37,8.04,9.11,14.94,45.51,5.82,1.08,58.5,2.96,1.93,0.01,,0.02,78.22,0.32,338.36,17.62,13.7
2022-11-29 00:00:00,2022-11-29 01:00:00,101.01,222.37,7.64,8.44,14.26,45.45,5.49,1.05,63.33,2.26,1.07,,,0.02,80.02,0.29,335.28,17.53,13.23
2022-11-29 01:00:00,2022-11-29 02:00:00,98.16,222.37,8.39,7.51,14.37,45.61,5.31,1.05,69.37,1.78,0.91,,,0.02,80.04,0.32,336.34,17.62,12.89
2022-11-29 02:00:00,2022-11-29 03:00:00,94.62,222.37,8.34,7.32,14.23,45.55,5.24,1.01,69.7,1.51,0.79,,,0.02,80.71,0.32,335.52,17.58,12.58
2022-11-29 03:00:00,2022-11-29 04:00:00,96.92,222.37,8.74,7.43,14.61,45.57,5.32,1.0,62.42,1.41,0.78,,,0.02,81.61,0.29,327.22,17.61,12.28
2022-11-29 04:00:00,2022-11-29 05:00:00,88.25,222.37,8.52,7.28,14.35,45.57,4.9,0.97,57.3,1.32,0.84,0.01,,0.02,83.88,0.25,329.16,17.54,11.82
2022-11-29 05:00:00,2022-11-29 06:00:00,81.12,222.37,8.88,7.48,14.75,45.72,4.73,0.97,56.99,1.27,0.83,,,0.02,83.64,0.24,332.96,17.38,11.78
2022-11-29 06:00:00,2022-11-29 07:00:00,78.5,222.37,8.16,8.32,14.62,45.53,4.96,1.05,49.64,1.6,0.9,,,0.02,81.79,0.2,335.06,30.13,12.1
2022-11-29 07:00:00,2022-11-29 08:00:00,82.29,222.37,8.85,8.67,15.37,45.48,6.17,1.22,43.88,2.26,0.98,,,0.02,76.82,0.26,326.94,85.89,13.41
2022-11-29 08:00:00,2022-11-29 09:00:00,91.67,222.37,12.83,7.89,18.12,45.53,7.98,1.36,49.98,3.17,1.63,,,0.02,68.52,0.34,330.78,273.12,16.12
2022-11-29 09:00:00,2022-11-29 10:00:00,104.66,222.37,10.5,9.56,17.19,45.22,10.19,1.28,76.58,3.74,2.58,,,0.02,57.35,0.41,335.05,422.39,19.21
2022-11-29 10:00:00,2022-11-29 11:00:00,70.5,121.19,8.37,9.34,15.33,45.84,11.95,1.28,94.25,2.5,2.35,0.01,,0.02,50.29,0.41,339.81,496.38,21.05
2022-11-29 11:00:00,2022-11-29 12:00:00,43.03,91.56,7.31,9.46,14.53,45.29,13.76,1.31,127.3,2.57,2.35,0.01,,0.02,46.42,0.52,330.94,167.02,21.71
2022-11-29 12:00:00,2022-11-29 13:00:00,106.04,219.31,7.79,9.21,14.8,45.43,10.86,1.23,142.39,2.04,1.35,0.02,,0.02,43.85,0.46,335.92,111.77,22.2
2022-11-29 13:00:00,2022-11-29 14:00:00,99.36,211.61,7.57,9.04,14.52,45.44,11.5,1.25,153.54,1.87,1.17,0.02,,0.02,41.41,0.46,325.46,83.67,22.5
2022-11-29 14:00:00,2022-11-29 15:00:00,94.42,201.75,49.41,5.77,46.8,48.59,8.19,1.25,138.45,1.88,0.93,0.02,,0.02,41.88,0.37,325.36,67.98,22.69
2022-11-29 15:00:00,2022-11-29 16:00:00,93.71,196.68,,,,,9.88,0.92,122.17,2.35,1.41,,,0.02,43.88,0.29,331.59,50.43,22.5
2022-11-29 16:00:00,2022-11-29 17:00:00,92.13,193.36,,,,,10.58,1.45,69.75,5.18,3.12,0.02,,0.03,48.43,0.12,323.82,29.09,21.41
2022-11-29 17:00:00,2022-11-29 18:00:00,94.21,197.83,,,,,6.47,1.67,50.94,7.12,4.71,0.01,,0.02,56.18,0.06,166.25,17.35,19.59
2022-11-29 18:00:00,2022-11-29 19:00:00,103.35,222.8,7.61,6.19,13.2,47.97,4.17,1.48,55.69,8.33,6.81,0.02,,0.03,62.22,0.3,300.73,18.86,18.38
2022-11-29 19:00:00,2022-11-29 20:00:00,103.76,237.62,4.9,5.67,10.55,47.74,7.9,1.18,63.51,4.5,3.12,0.02,,0.02,67.68,0.31,303.49,19.5,17.22
2022-11-29 20:00:00,2022-11-29 21:00:00,100.53,222.52,5.33,5.59,10.87,46.86,7.44,1.25,52.42,4.79,3.76,0.02,,0.02,69.55,0.24,317.07,19.5,16.46
2022-11-29 21:00:00,2022-11-29 22:00:00,94.0,204.67,7.32,4.82,12.07,47.74,5.82,1.04,52.07,3.58,2.67,0.01,,0.02,70.03,0.25,320.23,19.43,16.1
2022-11-29 22:00:00,2022-11-29 23:00:00,87.75,193.45,4.93,4.79,10.12,47.35,5.64,0.79,61.69,2.94,1.81,,,0.02,72.38,0.24,342.04,19.42,15.5
2022-11-29 23:00:00,2022-11-30 00:00:00,88.84,184.87,4.35,5.47,10.0,47.09,5.39,0.67,60.34,2.62,0.86,,,0.02,75.27,0.27,336.81,19.41,15.0
2022-11-30 00:00:00,2022-11-30 01:00:00,88.23,173.81,7.25,2.6,10.83,47.48,5.28,0.57,67.01,2.3,0.77,,,0.02,76.08,0.29,336.81,19.4,14.7
2022-11-30 01:00:00,2022-11-30 02:00:00,87.28,167.12,8.45,1.73,11.34,47.7,5.0,0.54,60.19,1.72,0.69,,,0.02,78.4,0.3,336.78,19.47,14.14
2022-11-30 02:00:00,2022-11-30 03:00:00,84.57,161.75,10.79,0.88,12.8,47.82,4.76,0.51,56.52,1.57,0.59,,,0.02,79.77,0.33,333.91,19.41,13.77
2022-11-30 03:00:00,2022-11-30 04:00:00,81.16,152.3,10.43,0.68,12.39,47.84,4.42,0.49,46.13,1.45,0.61,,,0.02,82.14,0.29,315.55,19.34,13.3
2022-11-30 04:00:00,2022-11-30 05:00:00,76.33,147.81,10.55,0.74,12.53,47.84,4.37,0.46,47.6,1.45,0.58,,,0.02,82.54,0.24,328.72,19.15,13.08
2022-11-30 05:00:00,2022-11-30 06:00:00,67.85,147.85,11.2,1.02,13.21,47.88,3.93,0.51,39.54,1.46,0.6,,,0.02,83.12,0.2,331.31,19.22,12.96
2022-11-30 06:00:00,2022-11-30 07:00:00,61.52,147.38,9.7,2.49,12.77,47.62,3.89,0.55,31.56,1.73,0.67,,,0.02,82.95,0.19,333.01,29.03,12.96
2022-11-30 07:00:00,2022-11-30 08:00:00,64.81,153.41,8.72,3.68,12.61,47.54,4.67,0.78,27.55,2.22,1.09,,,0.02,77.18,0.24,336.29,81.7,14.26
2022-11-30 08:00:00,2022-11-30 09:00:00,74.25,161.56,8.89,3.86,12.83,47.52,5.95,0.95,30.7,3.47,2.13,0.01,,0.02,69.73,0.28,326.95,232.22,16.72
2022-11-30 09:00:00,2022-11-30 10:00:00,80.78,178.47,7.86,4.11,12.14,47.52,7.92,0.74,78.42,4.83,3.63,0.01,0.01,0.02,54.45,0.43,337.41,484.44,20.39
2022-11-30 10:00:00,2022-11-30 11:00:00,80.57,181.69,7.94,4.53,12.42,47.56,10.26,0.86,93.87,2.99,2.23,0.01,0.01,0.02,48.09,0.39,337.49,550.53,22.02
2022-11-30 11:00:00,2022-11-30 12:00:00,74.79,174.59,9.07,4.13,13.13,47.56,18.09,0.79,112.41,2.73,2.33,0.01,0.02,0.02,44.39,0.45,328.75,160.19,22.53
2022-11-30 12:00:00,2022-11-30 13:00:00,73.48,168.51,9.38,3.65,13.12,47.75,14.48,0.83,126.03,2.64,2.06,0.02,0.02,0.02,43.5,0.39,326.82,114.96,23.11
2022-11-30 13:00:00,2022-11-30 14:00:00,74.66,165.71,8.13,4.37,12.49,47.41,13.67,0.9,135.47,2.79,2.41,0.02,0.02,0.02,43.78,0.35,341.87,99.9,23.44
2022-11-30 14:00:00,2022-11-30 15:00:00,72.95,169.62,8.09,5.07,12.83,47.69,12.03,0.83,132.77,2.66,2.06,0.02,0.02,0.02,43.8,0.36,334.38,83.65,23.61
2022-11-30 15:00:00,2022-11-30 16:00:00,75.98,171.67,6.91,4.63,11.64,47.4,11.35,0.94,125.57,2.83,2.75,0.02,0.02,0.02,45.52,0.32,333.4,65.12,23.25
2022-11-30 16:00:00,2022-11-30 17:00:00,74.42,171.57,8.69,7.25,14.48,47.38,10.04,1.38,61.73,3.75,4.66,0.02,0.03,0.02,50.35,0.15,328.18,43.87,22.29
2022-11-30 17:00:00,2022-11-30 18:00:00,75.31,178.28,8.74,7.24,14.52,47.37,8.82,1.94,41.16,5.99,10.07,0.03,0.03,0.03,57.15,0.18,305.44,31.46,20.71
2022-11-30 18:00:00,2022-11-30 19:00:00,77.22,197.42,11.89,2.66,14.61,48.1,7.57,1.99,30.97,8.02,18.11,0.03,0.04,0.03,65.72,0.12,185.12,30.89,18.99
2022-11-30 19:00:00,2022-11-30 20:00:00,82.29,209.61,7.63,5.94,12.93,47.58,4.6,1.66,30.04,6.73,11.24,0.02,0.03,0.03,71.69,0.15,261.27,30.81,17.88
2022-11-30 20:00:00,2022-11-30 21:00:00,86.44,203.19,7.47,6.35,13.01,47.48,5.52,1.57,34.16,5.88,8.98,0.02,0.03,0.03,74.22,0.18,306.91,30.75,17.14
2022-11-30 21:00:00,2022-11-30 22:00:00,88.11,204.03,6.96,5.63,12.21,47.52,5.41,1.29,42.05,4.79,6.26,0.02,0.03,0.03,75.16,0.2,321.74,30.75,16.48
2022-11-30 22:00:00,2022-11-30 23:00:00,87.69,193.06,6.84,5.37,11.98,47.52,5.33,0.92,49.53,3.57,4.2,0.01,0.02,0.02,76.09,0.25,335.81,30.76,15.98
2022-11-30 23:00:00,2022-12-01 00:00:00,89.3,186.27,6.16,5.43,11.45,47.66,7.66,0.72,51.6,2.96,2.79,,0.02,0.02,79.0,0.23,338.84,30.77,15.28
2022-12-01 00:00:00,2022-12-01 01:00:00,90.48,182.59,6.91,3.33,10.95,47.67,5.26,0.64,62.6,2.39,1.67,0.01,,0.02,80.56,0.29,341.37,30.78,14.81
2022-12-01 01:00:00,2022-12-01 02:00:00,84.7,174.71,7.24,2.64,10.84,47.65,4.75,0.65,51.61,1.93,1.23,,0.01,0.02,82.33,0.22,351.4,30.73,14.35
2022-12-01 02:00:00,2022-12-01 03:00:00,78.56,161.76,7.44,2.54,10.96,47.61,4.64,0.62,55.62,1.79,1.23,,,0.02,82.81,0.2,271.23,30.74,14.09
2022-12-01 03:00:00,2022-12-01 04:00:00,73.87,147.48,7.99,2.67,11.47,47.66,4.76,0.63,48.11,1.6,1.08,,,0.02,83.26,0.15,339.77,30.72,13.77
2022-12-01 04:00:00,2022-12-01 05:00:00,72.61,146.72,7.63,2.22,10.93,47.56,4.69,0.64,42.37,1.52,1.16,,,0.02,85.31,0.26,324.7,30.75,13.18
2022-12-01 05:00:00,2022-12-01 06:00:00,69.99,148.57,7.88,2.85,11.47,47.48,4.28,0.6,28.29,1.52,0.98,,,0.02,85.98,0.26,328.67,30.76,12.71
