From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C)
2022-11-26 15:00:00,2022-11-26 16:00:00,50.81,99.38,4.94,8.88,12.29,44.73,11.71,0.58,119.37,3.72,31.02,1.22,3.11,2.15,29.86,0.75,102.23,277.98,27.29
2022-11-26 16:00:00,2022-11-26 17:00:00,58.54,103.96,6.15,12.03,14.96,43.71,10.88,0.95,90.4,3.68,43.93,1.5,3.58,2.58,35.08,0.55,76.25,80.19,25.89
2022-11-26 17:00:00,2022-11-26 18:00:00,56.77,117.06,7.17,11.19,15.34,43.56,4.19,0.68,48.35,4.59,61.8,2.24,5.51,3.8,58.18,0.67,247.45,3.69,21.49
2022-11-26 18:00:00,2022-11-26 19:00:00,55.94,117.8,9.64,15.74,19.77,41.81,3.41,1.26,16.57,5.35,69.73,2.91,7.12,4.71,64.64,0.4,162.02,0.7,19.99
2022-11-26 19:00:00,2022-11-26 20:00:00,59.11,124.59,8.76,17.04,19.75,41.79,3.19,1.22,5.95,9.97,54.48,4.1,14.44,7.7,72.16,0.66,130.98,0.8,18.27
2022-11-26 20:00:00,2022-11-26 21:00:00,79.48,142.43,8.38,14.75,18.21,42.4,1.89,0.89,1.43,10.73,74.21,4.79,14.61,8.06,78.68,0.73,246.72,0.67,17.01
2022-11-26 21:00:00,2022-11-26 22:00:00,89.9,140.75,8.96,13.78,18.17,42.41,1.71,0.95,2.0,10.71,88.34,4.87,13.58,7.81,81.09,0.78,245.78,0.64,16.52
2022-11-26 22:00:00,2022-11-26 23:00:00,86.91,132.42,9.34,12.03,17.55,42.63,1.9,0.81,5.58,10.58,97.97,4.82,12.79,7.58,82.72,0.79,188.09,0.66,15.84
2022-11-26 23:00:00,2022-11-27 00:00:00,79.07,127.09,10.6,13.29,19.24,41.97,1.83,0.78,2.05,9.84,104.34,4.62,11.88,7.26,83.19,0.47,79.65,0.6,15.45
2022-11-27 00:00:00,2022-11-27 01:00:00,76.83,121.18,8.55,12.68,17.26,42.75,1.18,0.74,0.72,9.03,110.74,4.47,11.25,7.04,85.75,0.45,152.66,0.65,14.8
2022-11-27 01:00:00,2022-11-27 02:00:00,69.54,120.64,8.02,12.39,16.66,43.02,0.93,0.59,0.6,8.13,115.11,4.28,10.58,6.75,86.32,0.43,149.55,0.65,14.5
2022-11-27 02:00:00,2022-11-27 03:00:00,62.7,108.51,9.07,12.63,17.65,42.61,0.83,0.58,0.01,7.12,117.08,3.99,9.71,6.35,87.47,0.33,261.68,0.77,14.08
2022-11-27 03:00:00,2022-11-27 04:00:00,55.31,98.28,9.16,12.55,17.68,42.58,0.8,0.53,,6.25,118.64,3.79,9.05,6.06,88.76,0.62,237.12,0.75,13.66
2022-11-27 04:00:00,2022-11-27 05:00:00,54.72,94.27,8.83,12.03,17.14,42.81,1.07,0.5,1.63,5.32,116.66,3.5,8.13,5.61,88.25,0.55,255.51,0.74,13.62
2022-11-27 05:00:00,2022-11-27 06:00:00,45.86,91.43,8.12,11.16,16.09,43.27,0.82,0.48,1.45,4.8,115.72,3.19,7.17,5.1,87.9,0.53,247.85,0.8,13.47
2022-11-27 06:00:00,2022-11-27 07:00:00,50.55,84.96,11.75,14.41,20.77,41.35,1.81,0.82,2.37,4.51,115.5,3.04,6.66,4.86,87.65,0.44,150.4,24.83,13.61
2022-11-27 07:00:00,2022-11-27 08:00:00,63.16,92.8,8.8,12.8,17.52,42.67,2.66,0.63,4.17,5.34,115.56,3.41,7.66,5.48,76.44,0.51,240.27,182.68,16.91
2022-11-27 08:00:00,2022-11-27 09:00:00,67.0,92.51,8.73,12.63,17.38,42.7,12.88,0.81,34.56,5.93,114.69,3.44,7.64,5.42,61.59,0.62,130.39,381.57,22.16
2022-11-27 09:00:00,2022-11-27 10:00:00,78.47,113.88,7.09,10.32,14.82,43.73,17.38,0.58,100.66,6.66,117.15,3.72,8.08,5.64,46.68,0.77,257.46,540.59,23.32
2022-11-27 10:00:00,2022-11-27 11:00:00,71.57,105.87,7.62,9.47,14.79,43.73,12.56,0.64,125.32,6.35,118.22,3.94,8.25,5.79,40.76,0.76,78.93,657.18,24.86
2022-11-27 11:00:00,2022-11-27 12:00:00,65.14,115.87,8.85,10.74,16.47,43.15,11.56,0.64,131.29,6.53,121.59,4.17,8.63,6.07,37.86,0.73,113.31,711.13,25.62
2022-11-27 12:00:00,2022-11-27 13:00:00,74.28,102.3,6.65,8.83,13.66,44.15,12.86,0.61,137.96,6.58,123.49,4.36,8.87,6.27,36.96,0.76,198.93,663.45,26.43
2022-11-27 13:00:00,2022-11-27 14:00:00,70.39,101.78,6.53,8.1,13.17,44.33,15.97,0.58,147.37,6.36,123.54,4.48,8.99,6.37,36.1,0.93,298.41,581.37,26.91
2022-11-27 14:00:00,2022-11-27 15:00:00,70.4,101.29,4.49,7.49,11.19,45.16,20.32,0.58,149.73,6.01,119.23,4.48,8.95,6.4,35.49,0.77,244.6,438.07,27.13
2022-11-27 15:00:00,2022-11-27 16:00:00,63.84,103.75,4.49,8.18,11.55,44.98,14.87,0.59,135.59,5.72,117.09,4.47,8.89,6.35,34.69,0.88,155.87,264.07,26.93
2022-11-27 16:00:00,2022-11-27 17:00:00,53.92,107.86,5.39,12.19,14.42,43.84,9.66,0.82,85.81,5.61,118.63,4.79,9.56,6.72,39.75,0.53,98.83,77.16,25.79
2022-11-27 17:00:00,2022-11-27 18:00:00,70.33,112.45,4.36,9.85,12.34,44.62,5.36,0.68,62.06,5.84,126.07,5.52,10.87,7.41,59.48,0.63,221.87,3.62,21.67
2022-11-27 18:00:00,2022-11-27 19:00:00,57.14,114.04,5.68,9.75,13.36,44.23,3.78,0.78,41.31,6.15,131.6,5.84,11.37,7.67,68.94,0.44,252.6,0.91,19.61
2022-11-27 19:00:00,2022-11-27 20:00:00,67.94,112.38,8.6,14.56,18.29,42.32,3.53,1.05,15.22,6.9,137.68,6.08,11.91,7.92,74.33,0.65,129.06,0.83,18.51
2022-11-27 20:00:00,2022-11-27 21:00:00,70.78,125.95,5.78,12.16,14.72,43.68,2.65,0.96,14.81,7.69,140.91,6.07,12.12,7.94,78.48,0.61,238.32,0.68,17.75
2022-11-27 21:00:00,2022-11-27 22:00:00,81.94,132.37,6.1,13.44,15.67,43.36,2.46,1.11,7.56,8.66,140.88,5.97,12.15,7.84,80.97,0.77,239.87,0.73,16.99
2022-11-27 22:00:00,2022-11-27 23:00:00,87.07,148.58,6.08,13.27,15.56,43.42,1.95,0.95,6.1,9.46,137.37,5.66,11.8,7.56,82.84,0.6,246.53,0.74,16.33
2022-11-27 23:00:00,2022-11-28 00:00:00,88.68,140.25,4.83,12.91,14.35,43.89,1.72,0.8,4.89,9.64,134.49,5.12,10.85,7.02,84.47,0.73,244.78,0.64,15.82
2022-11-28 00:00:00,2022-11-28 01:00:00,80.53,136.99,4.93,11.23,13.54,44.2,1.51,0.73,11.72,9.25,131.9,4.7,9.99,6.58,84.88,0.81,242.61,0.65,15.5
2022-11-28 01:00:00,2022-11-28 02:00:00,75.16,119.0,6.46,11.73,15.05,43.66,1.61,0.65,14.49,8.29,128.44,4.33,9.17,6.16,85.33,0.41,224.18,0.7,15.38
2022-11-28 02:00:00,2022-11-28 03:00:00,70.6,109.28,6.18,10.8,14.33,43.89,1.26,0.61,16.06,7.27,127.11,3.96,8.3,5.72,87.71,0.61,244.3,0.81,14.75
2022-11-28 03:00:00,2022-11-28 04:00:00,67.28,103.06,6.05,9.88,13.72,44.17,0.94,0.62,9.47,6.43,124.84,3.59,7.44,5.29,88.23,0.9,154.21,1.05,13.89
2022-11-28 04:00:00,2022-11-28 05:00:00,61.4,95.26,4.94,9.71,12.73,44.55,1.09,0.68,16.38,6.07,122.8,3.37,6.89,4.97,89.14,0.69,170.94,0.65,14.07
2022-11-28 05:00:00,2022-11-28 06:00:00,61.87,95.8,5.17,9.63,12.89,44.45,0.74,0.67,8.05,6.08,123.52,3.29,6.67,4.85,88.89,0.79,243.5,0.82,13.77
2022-11-28 06:00:00,2022-11-28 07:00:00,66.38,89.96,5.71,10.81,13.95,44.03,0.86,0.67,5.1,5.93,121.59,3.18,6.47,4.78,89.72,0.65,245.99,24.08,13.82
2022-11-28 07:00:00,2022-11-28 08:00:00,71.52,94.63,10.19,14.65,19.64,41.83,2.84,1.11,6.28,6.05,120.41,3.12,6.48,4.8,81.48,0.39,131.17,164.84,16.81
2022-11-28 08:00:00,2022-11-28 09:00:00,89.42,125.42,8.78,15.09,18.72,42.17,10.33,1.0,30.92,8.01,123.66,3.46,7.7,5.35,68.68,0.47,84.39,350.59,21.32
2022-11-28 09:00:00,2022-11-28 10:00:00,95.5,132.54,6.23,12.23,15.12,43.58,21.66,0.88,98.02,8.6,128.64,4.02,8.88,6.04,56.13,0.9,42.12,516.42,23.34
2022-11-28 10:00:00,2022-11-28 11:00:00,88.86,134.1,6.94,12.04,15.6,43.41,12.81,0.87,119.55,8.77,133.87,4.5,9.83,6.62,47.5,1.46,56.62,638.95,24.93
2022-11-28 11:00:00,2022-11-28 12:00:00,91.78,134.95,7.38,10.57,15.18,43.56,11.52,0.84,131.37,8.82,134.84,4.81,10.38,6.93,43.67,1.57,50.68,698.41,25.65
2022-11-28 12:00:00,2022-11-28 13:00:00,85.48,133.49,7.43,9.8,14.8,43.71,11.75,0.8,142.28,8.7,134.89,5.01,10.77,7.2,40.75,1.67,26.82,679.24,26.36
2022-11-28 13:00:00,2022-11-28 14:00:00,84.69,129.89,6.42,9.71,13.94,44.04,11.03,0.78,139.91,8.4,132.71,5.17,10.91,7.36,37.62,0.99,127.39,585.87,26.89
2022-11-28 14:00:00,2022-11-28 15:00:00,86.49,130.91,6.99,8.87,13.96,44.09,11.22,0.76,136.6,8.32,132.39,5.16,10.72,7.27,36.6,0.75,59.7,437.9,27.33
2022-11-28 15:00:00,2022-11-28 16:00:00,76.0,122.54,7.74,10.36,15.37,43.49,11.67,0.84,125.81,3.6,52.98,2.07,4.22,2.87,38.68,0.93,17.69,250.7,27.15
2022-11-28 16:00:00,2022-11-28 17:00:00,82.19,131.99,7.52,13.06,16.62,42.97,12.3,0.98,99.64,0.0,0.0,,,,45.92,0.55,166.43,71.15,25.66
2022-11-28 17:00:00,2022-11-28 18:00:00,81.5,133.51,6.44,10.75,14.51,43.81,6.53,0.81,69.14,0.0,0.0,,,,61.57,0.59,250.73,3.24,21.97
2022-11-28 18:00:00,2022-11-28 19:00:00,83.56,143.79,6.93,12.89,16.05,43.23,4.4,1.25,25.76,0.0,0.0,,,,72.0,0.69,239.93,1.04,19.84
2022-11-28 19:00:00,2022-11-28 20:00:00,121.94,173.33,6.68,14.67,16.79,42.89,3.89,1.82,16.39,0.0,0.0,,,,73.75,0.51,235.26,0.81,19.38
2022-11-28 20:00:00,2022-11-28 21:00:00,136.44,206.22,9.44,12.55,17.9,42.51,3.06,1.77,11.83,0.0,0.0,,,,78.78,0.77,245.71,0.94,18.2
2022-11-28 21:00:00,2022-11-28 22:00:00,150.33,223.17,7.64,12.55,16.45,43.07,2.71,1.63,11.58,0.0,0.0,,,,80.8,0.7,244.63,0.86,17.7
2022-11-28 22:00:00,2022-11-28 23:00:00,158.51,218.82,6.58,10.86,14.69,43.73,2.87,1.39,15.92,0.0,0.0,,,,82.87,0.68,250.58,0.82,17.03
2022-11-28 23:00:00,2022-11-29 00:00:00,151.56,197.78,6.5,11.73,15.08,43.58,3.11,1.09,15.79,0.0,0.0,,,,83.56,0.81,246.7,0.82,16.81
2022-11-29 00:00:00,2022-11-29 01:00:00,127.58,193.51,6.24,10.8,14.37,43.89,3.0,0.97,19.73,0.0,0.0,,,,84.88,0.65,247.8,0.82,16.5
2022-11-29 01:00:00,2022-11-29 02:00:00,119.29,170.69,5.75,11.09,14.13,43.96,2.57,0.86,20.18,0.0,0.0,,,,86.13,0.54,254.81,0.8,16.04
2022-11-29 02:00:00,2022-11-29 03:00:00,121.0,164.78,7.93,11.15,15.93,43.25,1.88,0.8,11.96,0.0,0.0,,,,87.36,0.21,239.29,0.9,15.63
2022-11-29 03:00:00,2022-11-29 04:00:00,101.02,145.47,7.29,10.14,14.88,43.68,1.61,0.77,15.28,0.0,0.0,,,,87.95,0.56,248.22,0.88,15.32
2022-11-29 04:00:00,2022-11-29 05:00:00,95.71,139.02,5.83,10.19,13.72,44.12,1.6,0.78,16.26,0.0,0.0,,,,89.03,0.44,215.64,0.81,15.26
2022-11-29 05:00:00,2022-11-29 06:00:00,93.32,129.88,6.41,9.9,14.04,44.01,1.54,0.77,11.65,0.0,0.0,,,,89.25,0.38,160.52,0.97,15.25
2022-11-29 06:00:00,2022-11-29 07:00:00,92.48,136.25,9.07,13.09,17.89,42.47,3.2,1.27,10.34,0.0,0.0,,,,86.48,0.32,103.83,21.18,15.99
2022-11-29 07:00:00,2022-11-29 08:00:00,100.97,155.21,8.69,12.75,17.4,42.69,8.31,1.17,23.42,,,,,,76.66,0.39,259.52,143.97,18.52
2022-11-29 08:00:00,2022-11-29 09:00:00,113.55,180.39,6.11,12.02,14.91,43.69,41.24,1.05,81.94,5.62,57.72,2.2,4.31,2.83,65.6,1.04,174.66,325.68,21.5
2022-11-29 09:00:00,2022-11-29 10:00:00,110.3,173.44,8.61,13.16,17.55,42.7,34.81,1.1,89.75,11.02,131.44,4.87,9.83,6.49,60.37,1.46,18.6,483.45,23.01
2022-11-29 10:00:00,2022-11-29 11:00:00,105.5,169.59,7.3,11.95,15.85,43.31,21.87,0.99,112.5,10.92,130.97,5.03,10.19,6.68,53.31,1.41,20.04,601.07,24.94
2022-11-29 11:00:00,2022-11-29 12:00:00,115.64,169.69,8.75,12.03,17.07,42.84,15.57,0.87,122.88,10.61,130.2,5.11,10.33,6.82,48.09,1.52,18.74,661.28,26.08
2022-11-29 12:00:00,2022-11-29 13:00:00,97.69,163.42,8.39,10.7,16.07,43.22,12.92,0.85,131.25,7.6,96.53,5.16,10.37,6.93,43.76,1.33,45.04,646.29,26.97
2022-11-29 13:00:00,2022-11-29 14:00:00,106.58,143.08,8.2,10.01,15.55,43.43,12.15,0.82,135.89,9.68,129.72,5.27,10.54,7.1,39.96,0.95,36.7,558.73,27.68
2022-11-29 14:00:00,2022-11-29 15:00:00,105.46,143.42,5.57,9.34,13.06,44.44,11.41,0.81,132.61,9.4,133.59,5.49,10.81,7.3,39.6,0.74,115.97,409.48,28.1
2022-11-29 15:00:00,2022-11-29 16:00:00,88.25,133.16,4.54,10.57,12.87,44.45,12.06,0.88,131.48,9.12,136.17,5.78,11.12,7.52,42.38,0.95,19.76,230.88,27.8
2022-11-29 16:00:00,2022-11-29 17:00:00,92.08,136.95,5.89,14.58,16.1,43.17,10.31,1.12,100.48,9.23,139.82,6.26,12.07,8.03,49.04,1.09,44.77,60.7,26.07
2022-11-29 17:00:00,2022-11-29 18:00:00,99.05,155.94,4.45,12.48,13.81,44.06,6.94,1.04,63.24,5.36,75.98,3.62,6.86,4.54,61.99,0.58,207.47,2.99,23.01
2022-11-29 18:00:00,2022-11-29 19:00:00,98.55,158.61,5.25,15.15,15.88,43.26,4.57,1.06,16.87,0.0,0.0,,,,72.19,0.68,244.46,1.15,20.88
2022-11-29 19:00:00,2022-11-29 20:00:00,110.32,189.95,4.84,14.54,15.22,43.51,3.73,1.37,11.74,0.0,0.0,,,,76.21,0.57,242.85,0.99,20.03
2022-11-29 20:00:00,2022-11-29 21:00:00,115.26,187.25,5.04,14.53,15.39,43.47,3.92,1.78,12.04,0.0,0.0,,,,76.48,0.57,227.48,0.95,19.73
2022-11-29 21:00:00,2022-11-29 22:00:00,135.56,210.53,5.28,13.17,14.86,43.7,2.86,1.68,9.64,0.0,0.0,,,,80.5,0.74,246.78,0.98,18.72
2022-11-29 22:00:00,2022-11-29 23:00:00,144.88,215.84,4.99,10.99,13.46,44.21,3.02,1.38,14.63,0.0,0.0,,,,81.55,0.72,247.13,0.96,18.22
2022-11-29 23:00:00,2022-11-30 00:00:00,137.43,204.14,4.72,10.14,12.79,44.48,4.67,1.09,17.02,0.0,0.0,,,,82.59,0.79,245.4,0.97,17.75
2022-11-30 00:00:00,2022-11-30 01:00:00,131.02,179.23,4.0,7.74,10.93,45.2,4.56,0.91,20.0,0.0,0.0,,,,83.2,0.78,244.93,0.97,17.45
2022-11-30 01:00:00,2022-11-30 02:00:00,121.97,163.75,4.09,11.16,12.81,44.49,4.16,0.77,17.68,0.0,0.0,,,,84.11,0.5,248.23,0.93,17.18
2022-11-30 02:00:00,2022-11-30 03:00:00,113.79,151.96,4.0,9.97,12.11,44.77,3.74,0.74,15.6,0.0,0.0,,,,85.03,0.34,245.02,0.94,16.92
2022-11-30 03:00:00,2022-11-30 04:00:00,100.22,141.74,4.04,10.06,12.19,44.77,2.71,0.74,8.62,0.0,0.0,,,,86.09,0.6,242.75,0.95,16.65
2022-11-30 04:00:00,2022-11-30 05:00:00,95.22,143.23,4.01,9.57,11.91,44.88,2.99,0.77,19.75,0.0,0.0,,,,86.13,0.53,238.15,0.88,16.9
2022-11-30 05:00:00,2022-11-30 06:00:00,90.79,129.83,4.5,11.78,13.48,44.21,4.08,0.89,11.05,0.0,0.0,,,,86.14,0.29,279.04,0.83,16.68
2022-11-30 06:00:00,2022-11-30 07:00:00,93.78,127.84,7.23,14.86,17.34,42.69,5.51,1.14,6.54,4.86,55.63,1.9,3.89,2.58,84.78,0.6,100.14,15.39,17.18
2022-11-30 07:00:00,2022-11-30 08:00:00,99.6,135.57,4.71,10.28,12.85,44.45,13.57,0.94,62.69,5.17,67.53,2.21,4.64,3.05,73.52,0.53,200.73,96.19,19.92
2022-11-30 08:00:00,2022-11-30 09:00:00,103.18,142.58,4.01,9.13,11.68,44.92,25.35,0.83,87.6,1.09,87.68,4.45,9.25,6.14,65.38,0.83,314.8,320.7,22.47
2022-11-30 09:00:00,2022-11-30 10:00:00,97.49,139.18,4.29,10.14,12.44,44.59,27.1,0.83,106.14,1.67,65.66,4.73,9.64,6.4,58.45,1.28,344.78,507.63,24.19
2022-11-30 10:00:00,2022-11-30 11:00:00,98.38,144.89,4.79,11.33,13.47,44.25,33.11,0.86,109.73,0.83,96.94,4.93,10.03,6.63,51.33,1.18,90.72,626.45,25.96
2022-11-30 11:00:00,2022-11-30 12:00:00,92.51,143.47,4.0,8.68,11.43,45.04,33.8,0.76,124.07,6.74,105.77,4.33,8.66,5.75,47.98,0.83,238.14,672.73,27.12
2022-11-30 12:00:00,2022-11-30 13:00:00,86.79,135.3,4.0,7.23,10.65,45.33,21.04,0.7,124.13,0.0,0.0,,,,46.77,0.76,258.99,634.41,28.13
2022-11-30 13:00:00,2022-11-30 14:00:00,82.31,124.43,3.56,8.79,11.12,45.14,16.25,0.68,126.9,2.21,32.27,1.39,2.75,1.84,45.8,0.47,275.31,554.65,29.01
2022-11-30 14:00:00,2022-11-30 15:00:00,69.74,117.72,3.13,8.57,10.66,45.26,9.37,0.68,114.24,0.0,0.0,,,,46.44,0.76,212.73,410.64,29.26
2022-11-30 15:00:00,2022-11-30 16:00:00,65.97,114.75,3.67,10.83,12.3,44.66,9.78,0.79,93.82,3.68,38.39,1.3,2.63,2.48,49.55,0.8,10.08,162.28,28.39
2022-11-30 16:00:00,2022-11-30 17:00:00,65.16,116.89,4.55,12.99,14.16,43.99,8.05,1.09,52.01,4.58,54.93,1.76,3.82,3.24,54.92,0.57,107.28,45.47,27.39
2022-11-30 17:00:00,2022-11-30 18:00:00,65.22,118.16,4.05,13.89,14.24,43.93,10.21,1.1,45.83,6.72,64.41,2.9,8.03,5.19,60.85,0.55,100.89,3.48,25.55
2022-11-30 18:00:00,2022-11-30 19:00:00,77.0,132.87,4.51,13.14,14.21,43.9,7.07,1.05,41.64,7.45,79.02,4.03,10.44,6.48,68.22,0.29,205.78,1.4,23.61
2022-11-30 19:00:00,2022-11-30 20:00:00,71.04,143.83,4.73,11.54,13.54,44.2,5.68,0.99,35.82,7.91,93.61,5.23,12.59,7.68,75.43,0.62,248.55,1.13,21.78
2022-11-30 20:00:00,2022-11-30 21:00:00,77.85,137.94,4.16,15.6,15.24,43.52,3.88,1.21,4.78,8.84,103.36,5.93,13.41,8.18,80.8,0.69,243.12,1.0,20.7
2022-11-30 21:00:00,2022-11-30 22:00:00,86.13,149.44,4.7,14.47,15.08,43.58,3.18,1.11,6.01,10.03,111.05,6.45,14.2,8.63,83.04,0.74,242.08,0.98,19.92
2022-11-30 22:00:00,2022-11-30 23:00:00,103.27,149.18,5.42,12.93,14.84,43.61,4.17,1.12,17.06,10.35,116.27,6.69,14.59,8.82,81.68,0.6,225.89,1.01,19.98
2022-11-30 23:00:00,2022-12-01 00:00:00,105.18,146.15,5.0,12.72,14.38,43.84,3.01,0.83,12.95,10.49,121.87,6.99,14.96,9.05,85.55,0.57,240.38,0.98,18.95
2022-12-01 00:00:00,2022-12-01 01:00:00,91.26,141.32,4.63,11.36,13.36,44.24,2.78,0.79,16.33,9.96,126.15,7.07,14.65,8.97,86.45,0.7,243.16,0.85,18.56
2022-12-01 01:00:00,2022-12-01 02:00:00,84.14,142.64,5.48,12.42,14.62,43.74,2.68,0.7,10.02,9.58,129.63,7.21,14.65,9.04,86.97,0.49,240.21,0.86,18.27
2022-12-01 02:00:00,2022-12-01 03:00:00,79.86,120.6,5.13,11.77,13.99,43.98,2.42,0.69,9.32,8.89,132.21,6.98,14.18,8.75,87.84,0.42,133.9,0.95,17.96
