From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2023-03-02 07:00:00,2023-03-02 08:00:00,92.25,162.75,2.9,26.82,16.6,3.52,12.0,1.31,29.7,0.1,,,,,67.25,0.88,247.5,97.0,19.8,0.0
2023-03-02 08:00:00,2023-03-02 09:00:00,108.0,178.0,3.17,26.75,16.8,3.48,54.27,5.93,41.5,0.1,,,,,60.5,1.3,333.5,162.75,21.6,0.0
2023-03-02 09:00:00,2023-03-02 10:00:00,113.75,192.75,2.07,25.6,15.33,3.42,57.1,6.24,64.18,0.1,,,,,52.0,1.12,222.5,217.25,24.05,0.0
2023-03-02 10:00:00,2023-03-02 11:00:00,125.75,219.25,2.03,27.85,16.43,3.43,60.58,6.62,82.65,0.1,,,,,50.5,1.6,340.33,241.75,25.25,0.0
2023-03-02 11:00:00,2023-03-02 12:00:00,129.5,240.75,1.98,24.32,14.57,3.4,63.62,6.95,92.77,0.1,,,,,44.25,1.82,347.75,254.5,26.38,0.0
2023-03-02 12:00:00,2023-03-02 13:00:00,102.0,191.75,2.15,26.78,16.0,3.52,37.9,4.14,96.83,0.1,,,,,37.5,1.93,91.0,233.0,27.6,0.0
2023-03-02 13:00:00,2023-03-02 14:00:00,68.5,148.25,1.88,23.73,14.18,3.57,18.27,2.0,95.0,0.1,,,,,36.75,2.52,6.0,188.0,27.97,0.0
2023-03-02 14:00:00,2023-03-02 15:00:00,51.5,123.25,1.47,23.55,13.75,3.5,16.0,1.75,92.35,0.1,,,,,34.5,2.12,17.0,130.25,28.35,0.0
2023-03-02 15:00:00,2023-03-02 16:00:00,50.5,115.5,1.85,32.75,18.93,3.52,19.75,2.16,79.3,0.1,,,,,38.75,2.05,101.25,68.25,27.9,0.0
2023-03-02 16:00:00,2023-03-02 17:00:00,55.75,138.5,4.33,57.07,33.85,3.55,39.95,4.36,62.52,0.1,,,,,43.25,1.65,94.75,23.75,26.75,0.0
2023-03-02 17:00:00,2023-03-02 18:00:00,78.25,218.5,8.23,76.2,47.23,3.55,77.95,5.97,43.12,0.1,,,,,46.0,1.32,93.25,11.25,25.38,0.0
2023-03-02 18:00:00,2023-03-02 19:00:00,118.5,311.75,23.27,92.88,68.35,3.42,94.45,2.49,13.72,0.1,,,,,48.0,0.93,265.0,11.0,24.35,0.0
2023-03-02 19:00:00,2023-03-02 20:00:00,154.5,362.75,9.88,72.7,46.7,3.48,93.12,2.22,25.8,0.1,,,,,48.75,1.43,93.5,11.5,23.75,0.0
2023-03-02 20:00:00,2023-03-02 21:00:00,146.5,294.25,7.92,62.02,39.43,3.55,109.38,4.58,22.43,0.1,,,,,51.75,1.13,14.5,11.0,23.12,0.0
2023-03-02 21:00:00,2023-03-02 22:00:00,128.5,213.0,1.6,38.67,21.88,3.55,62.83,4.13,31.0,0.1,,,,,55.0,0.8,38.25,11.0,22.38,0.0
2023-03-02 22:00:00,2023-03-02 23:00:00,118.25,201.0,13.2,54.8,39.83,3.48,58.65,6.41,7.5,0.1,,,,,62.25,0.93,237.25,10.75,21.12,0.0
2023-03-02 23:00:00,2023-03-03 00:00:00,138.5,254.5,1.6,34.17,19.47,3.45,49.9,5.45,19.23,0.1,,,,,65.0,0.95,44.25,11.0,20.68,0.0
2023-03-03 00:00:00,2023-03-03 01:00:00,125.5,196.0,0.6,29.7,16.3,3.52,69.68,7.61,19.93,0.1,,,,,68.0,0.95,50.75,10.75,20.35,0.0
2023-03-03 01:00:00,2023-03-03 02:00:00,110.5,166.0,0.33,28.8,15.62,3.5,28.8,3.15,15.18,0.1,,,,,72.5,0.83,74.25,10.75,19.55,0.0
2023-03-03 02:00:00,2023-03-03 03:00:00,103.25,144.75,0.47,36.08,19.6,3.48,23.6,2.58,9.57,0.1,,,,,75.75,0.88,101.75,11.0,18.93,0.0
2023-03-03 03:00:00,2023-03-03 04:00:00,112.25,147.0,0.53,35.85,19.5,3.52,16.6,1.81,10.3,0.1,,,,,75.0,0.75,83.75,11.0,18.62,0.0
2023-03-03 04:00:00,2023-03-03 05:00:00,112.75,146.5,6.73,39.17,26.27,3.55,18.58,2.03,3.0,0.1,,,,,77.25,0.88,181.75,10.75,18.38,0.0
2023-03-03 05:00:00,2023-03-03 06:00:00,113.25,178.25,3.25,32.08,19.67,3.5,50.83,5.56,6.6,0.1,,,,,80.25,0.78,310.75,14.0,18.17,0.0
2023-03-03 06:00:00,2023-03-03 07:00:00,124.25,185.25,2.9,30.82,18.77,3.45,83.18,6.54,11.38,0.1,,,,,75.25,0.8,130.75,41.75,19.0,0.0
2023-03-03 07:00:00,2023-03-03 08:00:00,135.0,214.75,3.67,35.47,21.85,3.48,53.67,5.87,25.5,0.1,,,,,66.75,0.9,81.25,93.75,20.95,0.0
2023-03-03 08:00:00,2023-03-03 09:00:00,137.5,226.75,3.1,29.35,18.12,3.38,45.12,4.93,40.38,0.1,,,,,58.25,1.12,178.25,156.5,22.65,0.0
2023-03-03 09:00:00,2023-03-03 10:00:00,109.0,180.0,2.72,28.23,17.23,3.55,65.85,7.2,54.27,0.1,,,,,54.75,1.18,268.25,206.75,24.3,0.0
2023-03-03 10:00:00,2023-03-03 11:00:00,113.5,196.0,1.9,27.5,16.15,3.5,58.15,6.35,74.5,0.1,,,,,48.0,1.4,262.5,239.75,25.8,0.0
2023-03-03 11:00:00,2023-03-03 12:00:00,101.25,178.25,1.43,25.1,14.53,3.5,53.3,5.83,88.85,0.1,,,,,44.25,1.65,259.5,246.5,26.68,0.0
2023-03-03 12:00:00,2023-03-03 13:00:00,84.5,162.0,1.4,27.75,15.92,3.3,52.7,5.76,93.5,0.1,,,,,41.0,1.75,235.67,227.25,27.88,0.0
2023-03-03 13:00:00,2023-03-03 14:00:00,73.25,158.0,1.9,23.3,13.97,3.45,32.52,3.56,98.1,0.1,,,,,37.75,1.88,94.75,185.75,28.38,0.0
2023-03-03 14:00:00,2023-03-03 15:00:00,63.25,141.0,1.45,26.05,15.05,3.62,28.7,3.14,101.25,0.1,,,,,37.25,1.77,272.5,126.0,28.62,0.0
2023-03-03 15:00:00,2023-03-03 16:00:00,64.75,132.0,1.05,22.2,12.65,3.52,17.62,1.92,102.68,0.1,,,,,39.25,1.7,16.25,67.0,28.4,0.0
2023-03-03 16:00:00,2023-03-03 17:00:00,70.0,142.25,0.93,38.88,21.42,3.55,23.23,2.54,78.72,0.1,,,,,44.0,0.98,49.0,25.25,27.5,0.0
2023-03-03 17:00:00,2023-03-03 18:00:00,98.0,198.0,23.88,102.62,73.97,3.5,44.52,4.86,11.75,0.1,,,,,51.75,0.67,274.25,11.25,25.5,0.0
2023-03-03 18:00:00,2023-03-03 19:00:00,166.25,366.0,113.9,108.53,150.3,3.45,31.63,3.46,1.18,0.1,,,,,57.75,0.85,243.0,11.0,24.5,0.0
2023-03-03 19:00:00,2023-03-03 20:00:00,199.25,515.25,44.1,92.2,84.92,3.55,67.7,7.4,5.5,0.1,,,,,57.75,0.95,262.0,11.0,24.0,0.0
2023-03-03 20:00:00,2023-03-03 21:00:00,226.0,455.25,34.65,90.38,76.2,3.55,50.37,5.5,1.7,0.1,,,,,62.5,0.75,41.0,11.0,22.95,0.0
2023-03-03 21:00:00,2023-03-03 22:00:00,232.0,425.75,34.28,78.5,69.62,3.6,31.33,3.42,1.88,0.1,,,,,66.5,0.87,211.0,11.0,21.98,0.0
2023-03-03 22:00:00,2023-03-03 23:00:00,260.0,472.25,36.55,66.88,65.28,3.6,25.25,2.76,0.8,0.1,,,,,71.25,1.0,103.25,11.0,21.25,0.0
2023-03-03 23:00:00,2023-03-04 00:00:00,265.25,480.0,4.23,41.8,25.65,3.52,99.2,4.71,11.25,0.1,,,,,67.0,1.07,34.0,11.0,21.27,0.0
2023-03-04 00:00:00,2023-03-04 01:00:00,190.0,300.75,1.18,40.93,22.75,3.62,31.93,3.49,7.5,0.1,,,,,74.25,0.95,88.0,10.5,19.98,0.0
2023-03-04 01:00:00,2023-03-04 02:00:00,168.25,252.25,0.83,39.35,21.6,3.55,17.57,1.92,9.38,0.1,,,,,74.5,0.9,129.75,11.0,19.55,0.0
2023-03-04 02:00:00,2023-03-04 03:00:00,139.0,182.25,2.6,39.98,23.4,3.67,9.07,0.99,4.3,0.1,,,,,79.25,0.78,177.25,10.75,19.02,0.0
2023-03-04 03:00:00,2023-03-04 04:00:00,132.0,184.5,2.0,35.08,20.28,3.6,5.0,0.55,7.32,0.1,,,,,80.0,0.88,145.0,10.75,18.92,0.0
2023-03-04 04:00:00,2023-03-04 05:00:00,125.5,180.5,2.47,33.15,19.65,3.52,10.97,1.2,4.03,0.1,,,,,84.25,0.97,179.5,11.0,18.57,0.0
2023-03-04 05:00:00,2023-03-04 06:00:00,146.0,197.75,2.65,30.27,18.25,3.48,45.23,4.94,5.83,0.12,,,,,83.5,0.72,141.25,13.5,18.55,0.0
2023-03-04 06:00:00,2023-03-04 07:00:00,167.0,255.5,11.47,34.92,27.9,3.58,32.35,3.54,3.38,0.1,,,,,80.25,0.73,116.25,40.25,19.17,0.0
2023-03-04 07:00:00,2023-03-04 08:00:00,187.75,309.0,4.8,29.9,19.77,3.52,47.4,5.18,22.6,0.1,,,,,72.5,0.93,161.5,94.0,21.07,0.0
2023-03-04 08:00:00,2023-03-04 09:00:00,172.5,271.75,3.52,29.25,18.43,3.6,28.28,3.09,28.9,0.1,,,,,67.0,1.1,144.75,160.25,22.92,0.0
2023-03-04 09:00:00,2023-03-04 10:00:00,166.0,258.0,2.92,30.47,18.55,3.4,30.32,3.31,51.75,0.1,,,,,59.75,1.25,331.0,216.5,25.02,0.0
2023-03-04 10:00:00,2023-03-04 11:00:00,138.25,227.25,1.85,27.25,16.05,3.52,48.35,5.29,77.7,0.1,,,,,53.0,1.4,256.0,250.75,26.75,0.0
2023-03-04 11:00:00,2023-03-04 12:00:00,136.25,222.25,1.52,23.7,13.85,3.55,64.47,7.04,94.9,0.1,,,,,46.0,1.77,349.25,258.5,28.0,0.0
2023-03-04 12:00:00,2023-03-04 13:00:00,112.25,192.75,1.53,26.0,15.07,3.45,47.85,5.23,103.1,0.1,,,,,42.0,1.65,184.25,238.0,29.18,0.0
2023-03-04 13:00:00,2023-03-04 14:00:00,98.75,182.75,1.02,19.02,10.95,3.38,21.95,2.4,113.7,0.1,,,,,40.0,1.83,257.5,195.0,29.3,0.0
2023-03-04 14:00:00,2023-03-04 15:00:00,85.25,155.0,1.57,22.77,13.4,3.45,22.4,2.45,103.35,0.1,,,,,39.5,1.68,98.75,133.0,29.68,0.0
2023-03-04 15:00:00,2023-03-04 16:00:00,76.0,158.75,1.02,19.35,11.1,3.43,14.93,1.63,96.75,0.1,,,,,39.75,1.6,21.5,70.25,29.5,0.0
2023-03-04 16:00:00,2023-03-04 17:00:00,65.25,143.75,1.15,40.25,22.38,3.52,23.2,2.53,74.33,0.1,,,,,42.5,1.18,22.25,25.5,28.55,0.0
2023-03-04 17:00:00,2023-03-04 18:00:00,77.0,192.5,23.25,101.7,73.03,3.48,38.58,4.22,17.73,0.1,,,,,50.0,0.9,266.75,11.25,26.6,0.0
2023-03-04 18:00:00,2023-03-04 19:00:00,127.25,312.75,35.6,102.55,83.47,3.48,97.32,1.87,13.72,0.12,,,,,51.75,1.05,266.75,11.0,25.83,0.0
2023-03-04 19:00:00,2023-03-04 20:00:00,182.5,391.5,37.67,94.6,80.97,3.55,98.05,0.01,13.0,0.1,,,,,56.0,0.97,260.0,11.0,24.85,0.0
2023-03-04 20:00:00,2023-03-04 21:00:00,202.75,400.5,41.65,86.92,80.1,3.45,92.65,1.85,9.62,0.1,,,,,60.25,0.82,244.75,11.0,24.0,0.0
2023-03-04 21:00:00,2023-03-04 22:00:00,222.25,426.25,29.38,81.9,67.47,3.57,51.88,5.67,2.5,0.1,,,,,66.25,0.73,171.5,11.0,22.77,0.0
2023-03-04 22:00:00,2023-03-04 23:00:00,259.0,496.0,54.17,66.7,79.53,3.55,30.73,3.36,0.75,0.1,,,,,72.75,0.8,165.5,11.0,21.85,0.0
2023-03-04 23:00:00,2023-03-05 00:00:00,306.5,586.25,19.38,52.3,43.55,3.5,24.02,2.62,5.5,0.1,,,,,75.75,1.15,347.25,11.0,21.5,0.0
2023-03-05 00:00:00,2023-03-05 01:00:00,278.5,486.25,1.55,35.4,20.07,3.55,31.93,3.49,10.75,0.1,,,,,76.0,0.77,62.75,10.25,20.92,0.0
2023-03-05 01:00:00,2023-03-05 02:00:00,223.0,327.25,8.12,45.65,30.92,3.48,38.88,4.25,1.2,0.1,,,,,80.5,1.03,169.75,11.0,20.3,0.0
2023-03-05 02:00:00,2023-03-05 03:00:00,220.5,316.5,6.45,43.58,28.38,3.52,44.57,4.87,1.73,0.1,,,,,82.5,0.82,219.75,11.0,20.0,0.0
2023-03-05 03:00:00,2023-03-05 04:00:00,190.0,256.25,2.5,35.8,21.05,3.48,45.48,4.97,7.4,0.1,,,,,83.0,1.12,184.75,11.0,19.75,0.0
2023-03-05 04:00:00,2023-03-05 05:00:00,156.0,206.75,0.97,32.08,17.82,3.55,41.28,4.51,11.22,0.1,,,,,83.0,1.1,201.25,10.75,19.42,0.0
2023-03-05 05:00:00,2023-03-05 06:00:00,134.0,177.0,0.4,24.68,13.45,3.43,22.28,2.44,17.85,0.1,,,,,80.25,1.22,183.25,14.25,19.35,0.0
2023-03-05 06:00:00,2023-03-05 07:00:00,120.5,174.75,1.08,21.95,12.55,3.42,18.55,2.03,18.0,0.1,,,,,79.5,1.4,185.0,43.25,19.27,0.0
2023-03-05 07:00:00,2023-03-05 08:00:00,129.75,195.5,1.52,20.8,12.32,3.5,17.48,1.91,30.55,0.1,,,,,74.5,1.0,120.0,98.0,20.75,0.0
2023-03-05 08:00:00,2023-03-05 09:00:00,143.0,223.0,2.0,22.93,13.83,3.4,24.17,2.64,33.0,0.1,,,,,69.0,1.1,41.33,155.33,22.73,0.0
2023-03-05 09:00:00,2023-03-05 10:00:00,,,1.07,27.33,14.15,3.35,42.9,2.34,48.8,0.1,,,,,59.33,1.2,24.0,217.0,26.5,0.0
2023-03-05 10:00:00,2023-03-05 11:00:00,,,1.15,25.7,14.62,3.53,53.45,5.83,79.02,0.1,,,,,54.25,1.38,178.75,238.25,27.3,0.0
2023-03-05 11:00:00,2023-03-05 12:00:00,147.75,225.75,0.98,23.23,13.15,3.5,43.92,4.8,97.8,0.1,,,,,47.5,1.6,21.33,249.25,28.62,0.0
2023-03-05 12:00:00,2023-03-05 13:00:00,122.25,191.5,0.9,21.8,12.35,3.42,35.42,3.87,104.03,0.1,,,,,44.0,1.75,180.5,231.25,29.3,0.0
2023-03-05 13:00:00,2023-03-05 14:00:00,97.25,164.5,0.98,16.0,9.3,3.42,19.18,2.09,112.63,0.1,,,,,39.75,1.88,261.0,193.25,29.72,0.0
2023-03-05 14:00:00,2023-03-05 15:00:00,83.5,160.5,0.98,17.23,9.95,3.48,19.75,2.15,110.67,0.1,,,,,40.0,1.85,347.5,126.25,29.9,0.0
2023-03-05 15:00:00,2023-03-05 16:00:00,81.75,173.25,1.05,17.62,10.25,3.55,10.65,1.17,103.72,0.1,,,,,40.25,1.52,339.0,63.75,29.68,0.0
2023-03-05 16:00:00,2023-03-05 17:00:00,79.75,181.5,3.23,46.25,27.2,3.58,2.77,0.3,65.45,0.1,,,,,44.0,0.98,256.75,21.25,28.8,0.0
2023-03-05 17:00:00,2023-03-05 18:00:00,88.0,223.5,7.38,72.4,44.5,3.48,8.73,0.95,25.35,0.1,,,,,50.0,0.95,96.0,11.25,27.45,0.0
2023-03-05 18:00:00,2023-03-05 19:00:00,138.0,318.75,10.4,75.72,48.75,3.55,41.38,4.52,20.82,0.1,,,,,52.0,1.02,172.25,11.0,26.7,0.0
2023-03-05 19:00:00,2023-03-05 20:00:00,163.0,329.5,10.05,64.25,42.35,3.52,96.3,4.58,28.98,0.1,,,,,50.5,0.9,215.75,11.0,26.47,0.0
2023-03-05 20:00:00,2023-03-05 21:00:00,166.75,297.25,16.05,73.75,52.27,3.55,72.9,7.97,7.17,0.1,,,,,56.0,0.8,314.75,11.0,25.5,0.0
2023-03-05 21:00:00,2023-03-05 22:00:00,184.0,360.25,25.9,71.17,58.9,3.43,27.55,3.01,5.67,0.1,,,,,61.75,0.77,190.0,11.0,24.5,0.0
2023-03-05 22:00:00,2023-03-05 23:00:00,189.5,368.5,2.52,36.98,21.7,3.45,15.92,1.74,21.23,0.1,,,,,64.5,1.0,186.5,11.0,23.77,0.0
2023-03-05 23:00:00,2023-03-06 00:00:00,171.0,298.0,0.93,31.47,17.5,3.55,62.25,6.8,18.88,0.1,,,,,68.5,0.85,211.0,11.0,23.0,0.0
2023-03-06 00:00:00,2023-03-06 01:00:00,178.25,298.75,0.82,28.18,15.65,3.45,48.77,5.33,16.15,0.1,,,,,70.25,0.92,120.25,10.5,22.57,0.0
2023-03-06 01:00:00,2023-03-06 02:00:00,177.5,284.0,0.53,27.55,15.1,3.4,52.15,5.7,13.08,0.1,,,,,71.5,0.85,130.5,11.0,22.12,0.0
2023-03-06 02:00:00,2023-03-06 03:00:00,170.75,231.25,3.15,39.73,23.67,3.5,28.5,3.12,1.3,0.1,,,,,76.75,0.78,170.75,11.0,21.72,0.0
2023-03-06 03:00:00,2023-03-06 04:00:00,173.0,233.25,1.35,34.48,19.42,3.52,18.82,2.06,9.12,0.1,,,,,77.75,1.12,184.75,10.75,21.65,0.0
2023-03-06 04:00:00,2023-03-06 05:00:00,153.0,197.25,0.6,28.33,15.55,3.5,9.28,1.01,17.55,0.1,,,,,77.75,1.05,126.5,11.0,21.33,0.0
2023-03-06 05:00:00,2023-03-06 06:00:00,132.25,181.5,0.3,23.6,12.82,3.55,2.3,0.24,20.12,0.1,,,,,77.0,1.2,162.0,13.0,21.23,0.0
2023-03-06 06:00:00,2023-03-06 07:00:00,135.0,202.5,0.75,23.05,12.85,3.38,,,20.77,0.1,,,,,73.5,1.02,179.75,30.5,21.43,0.0
2023-03-06 07:00:00,2023-03-06 08:00:00,139.75,237.5,2.35,30.95,18.38,3.42,17.5,1.92,28.55,0.1,,,,,71.5,1.02,106.25,66.25,22.62,0.0
2023-03-06 08:00:00,2023-03-06 09:00:00,178.0,328.5,3.48,28.42,17.98,3.42,60.23,6.58,30.88,0.1,,,,,68.75,1.65,103.5,139.5,23.8,0.0
2023-03-06 09:00:00,2023-03-06 10:00:00,198.25,341.25,2.6,22.53,14.1,3.57,54.7,5.98,46.53,0.1,,,,,61.25,1.68,348.33,151.5,25.25,0.0
2023-03-06 10:00:00,2023-03-06 11:00:00,136.0,221.0,2.88,24.05,15.15,3.6,40.05,4.38,44.0,0.1,,,,,62.25,1.73,336.25,133.75,25.2,0.0
2023-03-06 11:00:00,2023-03-06 12:00:00,117.25,202.5,3.05,27.75,17.28,3.42,57.22,6.25,60.45,0.1,,,,,54.25,1.67,91.0,205.0,27.02,0.0
2023-03-06 12:00:00,2023-03-06 13:00:00,107.0,194.0,2.8,26.8,16.55,3.38,26.18,2.86,66.78,0.1,,,,,50.5,2.28,5.25,184.0,27.67,0.0
2023-03-06 13:00:00,2023-03-06 14:00:00,77.0,156.0,2.25,22.12,13.6,3.38,10.4,1.13,81.68,0.1,,,,,45.75,2.12,16.75,172.25,28.43,0.0
2023-03-06 14:00:00,2023-03-06 15:00:00,73.25,151.75,1.18,19.42,11.3,3.55,,,86.58,0.1,,,,,44.75,2.0,30.0,128.0,28.57,0.0
2023-03-06 15:00:00,2023-03-06 16:00:00,69.75,169.75,0.88,19.18,10.9,3.5,,,77.28,0.1,,,,,47.5,1.8,28.25,70.5,27.95,0.0
2023-03-06 16:00:00,2023-03-06 17:00:00,70.25,203.25,0.8,22.35,12.55,3.62,1.35,0.15,64.9,0.1,,,,,49.75,1.47,33.0,28.25,27.23,0.0
2023-03-06 17:00:00,2023-03-06 18:00:00,73.5,213.0,0.92,30.38,16.88,3.52,25.85,2.83,48.25,0.1,,,,,53.75,1.6,24.5,11.25,,0.0
2023-03-06 18:00:00,2023-03-06 19:00:00,75.5,,0.7,26.97,14.9,3.4,14.35,1.56,46.77,0.1,,,,,54.75,1.23,54.75,11.0,,0.0
2023-03-06 19:00:00,2023-03-06 20:00:00,84.0,,0.65,28.17,15.48,3.45,,,37.77,0.1,,,,,58.0,1.02,76.0,11.0,,0.0
2023-03-06 20:00:00,2023-03-06 21:00:00,72.5,,3.93,38.92,23.9,3.57,36.0,3.93,27.5,0.1,,,,,66.0,1.58,201.5,11.25,,0.0
2023-03-06 21:00:00,2023-03-06 22:00:00,93.75,,2.17,33.02,19.35,3.48,,,23.8,0.1,,,,,81.75,1.07,146.25,11.0,,0.0
2023-03-06 22:00:00,2023-03-06 23:00:00,127.5,,2.35,31.85,18.85,3.48,,,15.4,0.1,,,,,83.0,1.18,210.5,11.0,,0.0
2023-03-06 23:00:00,2023-03-07 00:00:00,135.75,,1.07,22.3,12.67,3.55,0.53,0.06,15.65,0.1,,,,,84.5,1.1,156.75,11.0,,0.0
2023-03-07 00:00:00,2023-03-07 01:00:00,132.0,,0.78,27.77,15.4,3.4,,,12.98,0.1,,,,,86.5,1.35,134.75,10.75,,0.0
