From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm),AT (degree C)
2022-12-14 04:00:00,2022-12-14 05:00:00,22.04,51.4,4.27,8.62,12.73,2.46,0.35,0.26,8.68,0.1,0.3,0.25,0.15,0.15,94.02,,,286.62,833.93,0.0,22.97
2022-12-14 05:00:00,2022-12-14 06:00:00,18.93,55.64,4.34,8.9,13.13,2.83,0.27,0.3,8.45,0.1,0.31,0.26,0.15,0.15,95.29,,,300.02,840.04,0.0,22.84
2022-12-14 06:00:00,2022-12-14 07:00:00,23.14,67.98,4.46,9.45,13.75,2.22,0.23,0.32,8.2,0.1,0.3,0.25,0.15,0.14,95.02,,,297.15,849.31,0.0,22.87
2022-12-14 07:00:00,2022-12-14 08:00:00,19.7,74.06,4.89,10.19,15.19,2.38,0.36,0.45,7.18,0.1,0.3,0.25,0.15,0.15,94.18,,,288.24,847.38,0.0,23.04
2022-12-14 08:00:00,2022-12-14 09:00:00,22.67,66.02,5.49,11.05,16.44,1.77,0.45,0.47,8.52,0.1,0.3,0.26,0.15,0.15,87.99,,,222.72,856.25,0.0,23.72
2022-12-14 09:00:00,2022-12-14 10:00:00,28.94,63.42,5.04,10.84,16.82,1.93,0.29,0.38,13.85,0.1,0.29,0.25,0.15,0.15,81.16,,,150.3,863.29,0.0,24.22
2022-12-14 10:00:00,2022-12-14 11:00:00,23.64,64.09,4.9,9.3,14.35,2.16,0.3,0.32,19.35,0.1,0.31,0.25,0.15,0.15,72.33,,,56.67,868.22,0.0,25.05
2022-12-14 11:00:00,2022-12-14 12:00:00,16.54,56.59,4.79,8.97,13.47,2.09,0.34,0.3,21.91,0.1,0.29,0.25,0.15,0.15,66.66,1.0,220.8,12.3,854.52,0.0,25.64
2022-12-14 12:00:00,2022-12-14 13:00:00,12.41,59.35,4.7,8.73,13.4,2.19,0.34,0.28,23.46,0.1,0.3,0.25,0.15,0.15,59.07,,,,861.43,0.0,26.37
2022-12-14 13:00:00,2022-12-14 14:00:00,9.72,61.68,4.69,8.79,13.84,1.84,0.36,0.27,23.45,0.1,0.31,0.25,0.15,0.15,56.21,,,,855.34,0.0,26.65
2022-12-14 14:00:00,2022-12-14 15:00:00,7.06,60.49,4.55,8.67,13.27,2.13,0.35,0.27,24.66,0.09,0.31,0.25,0.15,0.15,52.48,,,,867.88,0.0,27.04
2022-12-14 15:00:00,2022-12-14 16:00:00,4.94,57.38,4.51,8.31,12.67,1.92,0.34,0.24,25.32,0.11,0.3,0.25,0.15,0.15,49.86,,,,870.28,0.0,27.36
2022-12-14 16:00:00,2022-12-14 17:00:00,3.52,52.36,4.58,9.38,14.08,2.0,0.35,0.28,24.03,0.11,0.3,0.25,0.15,0.16,51.07,,,,855.45,0.0,27.01
2022-12-14 17:00:00,2022-12-14 18:00:00,3.21,58.71,4.64,11.06,15.2,2.06,0.38,0.33,19.71,0.1,0.3,0.25,0.15,0.15,56.61,,,,849.23,0.0,26.28
2022-12-14 18:00:00,2022-12-14 19:00:00,23.61,54.66,4.9,14.14,19.15,1.81,0.36,0.45,12.78,0.1,0.31,0.24,0.15,0.15,63.55,,,,842.43,0.0,25.52
2022-12-14 19:00:00,2022-12-14 20:00:00,23.61,62.97,4.75,13.13,17.95,2.25,0.34,0.41,14.23,0.1,0.31,0.25,0.15,0.15,66.0,,,,844.38,0.0,25.22
2022-12-14 20:00:00,2022-12-14 21:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-14 21:00:00,2022-12-14 22:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-14 22:00:00,2022-12-14 23:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-14 23:00:00,2022-12-15 00:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 00:00:00,2022-12-15 01:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 01:00:00,2022-12-15 02:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 02:00:00,2022-12-15 03:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 03:00:00,2022-12-15 04:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 04:00:00,2022-12-15 05:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 05:00:00,2022-12-15 06:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 06:00:00,2022-12-15 07:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 07:00:00,2022-12-15 08:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 08:00:00,2022-12-15 09:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 09:00:00,2022-12-15 10:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 10:00:00,2022-12-15 11:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 11:00:00,2022-12-15 12:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 12:00:00,2022-12-15 13:00:00,8.29,51.23,,,,,0.68,0.17,34.0,0.1,0.3,0.26,0.15,0.15,40.67,,,,853.12,0.0,28.08
2022-12-15 13:00:00,2022-12-15 14:00:00,7.19,51.4,,,,,,0.12,29.91,0.1,0.3,0.24,0.15,0.15,37.73,,,,857.82,0.0,28.27
2022-12-15 14:00:00,2022-12-15 15:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 15:00:00,2022-12-15 16:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 16:00:00,2022-12-15 17:00:00,4.06,45.21,,,,,2.35,,37.17,0.11,0.31,0.24,0.15,0.15,34.55,,,85.88,841.76,0.0,27.52
2022-12-15 17:00:00,2022-12-15 18:00:00,4.06,40.58,2.6,5.77,4.93,0.22,1.37,0.32,32.16,0.1,0.31,0.25,0.15,0.15,34.25,,,229.22,844.72,0.0,26.91
2022-12-15 18:00:00,2022-12-15 19:00:00,,43.63,,,,,1.49,0.38,26.19,0.1,0.3,0.25,0.15,0.15,37.88,3.0,220.17,266.47,843.74,0.0,26.01
2022-12-15 19:00:00,2022-12-15 20:00:00,44.31,71.0,,,,,1.55,0.3,32.84,0.1,0.31,0.25,0.15,0.15,43.4,2.0,220.05,325.03,843.05,0.0,25.72
2022-12-15 20:00:00,2022-12-15 21:00:00,35.73,69.02,,,,,0.81,0.23,30.98,0.1,0.3,0.25,0.15,0.15,44.85,,,340.44,845.72,0.0,25.11
2022-12-15 21:00:00,2022-12-15 22:00:00,28.57,69.55,,,,,0.81,0.28,32.84,0.1,0.3,0.25,0.15,0.15,46.94,3.5,219.19,362.62,848.9,0.0,24.73
2022-12-15 22:00:00,2022-12-15 23:00:00,28.7,66.06,,,,,0.96,0.26,40.34,0.11,0.3,0.25,0.15,0.15,46.36,3.67,219.17,356.41,848.98,0.0,24.67
2022-12-15 23:00:00,2022-12-16 00:00:00,30.79,71.68,,,,,1.93,0.33,30.88,0.1,0.31,0.25,0.15,0.15,47.55,3.33,218.92,369.01,878.5,0.0,24.19
2022-12-16 00:00:00,2022-12-16 01:00:00,29.3,72.62,,,,,0.76,0.27,16.53,0.1,0.29,0.25,0.15,0.15,60.21,1.5,218.54,503.21,909.29,0.0,23.18
2022-12-16 01:00:00,2022-12-16 02:00:00,25.98,69.28,,,,,0.84,0.17,22.71,0.1,0.29,0.25,0.15,0.15,54.82,2.75,218.25,446.15,899.42,0.0,23.12
2022-12-16 02:00:00,2022-12-16 03:00:00,23.89,74.12,,,,,0.54,0.23,15.13,0.1,0.3,0.26,0.15,0.15,67.92,2.67,218.07,584.91,957.63,0.0,22.3
2022-12-16 03:00:00,2022-12-16 04:00:00,25.79,78.11,,,,,0.32,0.19,13.15,0.1,0.3,0.26,0.14,0.15,72.17,1.0,217.69,630.04,959.05,0.0,21.91
2022-12-16 04:00:00,2022-12-16 05:00:00,28.27,80.72,,,,,0.32,0.2,12.92,0.1,0.29,0.26,0.15,0.15,73.65,,,645.73,957.06,0.0,21.67
2022-12-16 05:00:00,2022-12-16 06:00:00,30.9,77.14,,,,,0.38,0.22,13.29,0.1,0.31,0.25,0.15,0.15,72.47,,,633.17,920.56,0.0,21.46
2022-12-16 06:00:00,2022-12-16 07:00:00,28.94,78.88,,,,,0.53,0.26,16.18,0.1,0.3,0.24,0.15,0.15,67.8,,,583.72,858.03,0.0,21.38
2022-12-16 07:00:00,2022-12-16 08:00:00,23.78,79.59,,,,,0.71,0.47,12.58,0.11,0.29,0.24,0.15,0.15,60.65,,,507.87,859.8,0.0,22.43
2022-12-16 08:00:00,2022-12-16 09:00:00,29.48,85.39,,,,,1.2,0.38,22.41,0.1,0.3,0.25,0.15,0.15,49.06,,,385.1,833.12,0.0,24.12
2022-12-16 09:00:00,2022-12-16 10:00:00,36.12,87.31,,,,,1.26,0.32,29.23,0.1,0.31,0.25,0.15,0.15,35.9,,,245.51,842.21,0.0,25.79
2022-12-16 10:00:00,2022-12-16 11:00:00,34.29,86.14,,,,,2.03,0.18,31.38,0.1,0.31,0.25,0.15,0.16,29.22,,,174.77,850.81,0.0,27.15
2022-12-16 11:00:00,2022-12-16 12:00:00,27.46,82.15,,,,,2.15,0.2,34.18,0.1,0.29,0.25,0.15,0.15,35.28,,,238.97,847.97,0.0,27.74
2022-12-16 12:00:00,2022-12-16 13:00:00,20.57,81.63,,,,,2.62,0.18,36.48,0.1,0.29,0.25,0.15,0.15,34.75,,,233.38,851.22,0.0,28.19
2022-12-16 13:00:00,2022-12-16 14:00:00,18.8,68.12,,,,,3.25,0.23,38.47,0.1,0.3,0.25,0.15,0.15,33.66,1.33,222.86,221.78,847.44,0.0,28.51
2022-12-16 14:00:00,2022-12-16 15:00:00,19.47,71.14,,,,,3.08,0.32,43.88,0.1,0.3,0.25,0.15,0.15,32.9,1.5,223.19,213.75,849.41,0.0,28.67
2022-12-16 15:00:00,2022-12-16 16:00:00,21.66,69.68,,,,,3.38,0.38,50.1,0.1,0.29,0.25,0.15,0.15,33.61,3.5,223.23,221.34,851.85,0.0,28.55
2022-12-16 16:00:00,2022-12-16 17:00:00,20.66,71.36,,,,,2.63,0.3,45.07,0.11,0.3,0.25,0.15,0.15,35.51,2.33,222.78,241.4,843.94,0.0,28.06
2022-12-16 17:00:00,2022-12-16 18:00:00,17.3,67.61,,,,,1.91,0.35,38.03,0.11,0.3,0.25,0.15,0.15,39.71,,,285.88,843.31,0.0,27.33
2022-12-16 18:00:00,2022-12-16 19:00:00,21.25,75.98,,,,,1.52,0.45,27.96,0.1,0.3,0.25,0.15,0.15,44.86,4.0,220.71,340.54,843.64,0.0,26.51
2022-12-16 19:00:00,2022-12-16 20:00:00,29.33,86.1,,,,,1.2,0.36,33.19,0.11,0.29,0.25,0.15,0.15,48.8,,,382.25,845.14,0.0,26.05
2022-12-16 20:00:00,2022-12-16 21:00:00,31.76,77.7,,,,,1.24,0.36,34.35,0.1,0.29,0.25,0.15,0.15,53.44,,,431.38,846.91,0.0,25.56
2022-12-16 21:00:00,2022-12-16 22:00:00,32.2,83.9,,,,,1.32,0.41,40.28,0.1,0.29,0.25,0.15,0.15,55.1,,,449.04,849.75,0.0,25.43
2022-12-16 22:00:00,2022-12-16 23:00:00,35.06,83.34,,,,,1.32,0.41,40.96,0.1,0.3,0.25,0.15,0.15,56.99,,,469.05,847.63,0.0,25.18
2022-12-16 23:00:00,2022-12-17 00:00:00,37.42,82.89,,,,,1.7,0.42,41.89,0.1,0.31,0.26,0.15,0.15,58.53,,,485.45,849.48,0.0,24.88
2022-12-17 00:00:00,2022-12-17 01:00:00,37.85,86.86,,,,,0.9,0.36,36.55,0.1,0.31,0.25,0.15,0.15,62.22,8.0,219.19,524.51,879.69,0.0,24.42
2022-12-17 01:00:00,2022-12-17 02:00:00,38.01,92.94,,,,,0.56,0.41,23.02,0.1,0.31,0.25,0.15,0.14,69.64,5.0,219.07,603.21,944.1,0.0,23.64
2022-12-17 02:00:00,2022-12-17 03:00:00,41.38,87.16,,,,,0.32,0.4,15.56,0.1,0.29,0.25,0.16,0.15,77.77,4.25,218.69,689.34,940.28,0.0,22.98
2022-12-17 03:00:00,2022-12-17 04:00:00,43.26,94.61,,,,,0.31,0.4,12.99,0.1,0.3,0.25,0.15,0.15,78.01,5.0,218.5,691.88,964.21,0.0,22.83
2022-12-17 04:00:00,2022-12-17 05:00:00,39.16,89.16,,,,,0.33,0.38,13.54,0.1,0.3,0.26,0.15,0.15,78.3,4.0,218.55,694.94,966.4,0.0,22.81
2022-12-17 05:00:00,2022-12-17 06:00:00,42.52,86.02,,,,,0.18,0.41,5.76,0.1,0.3,0.25,0.15,0.15,82.18,2.75,218.09,736.07,950.75,0.0,22.34
2022-12-17 06:00:00,2022-12-17 07:00:00,47.44,88.05,,,,,0.14,0.59,3.65,0.1,0.3,0.25,0.15,0.16,83.25,3.25,218.0,747.45,956.65,0.0,22.23
2022-12-17 07:00:00,2022-12-17 08:00:00,50.33,94.01,,,,,0.33,0.89,3.58,0.1,0.3,0.25,0.15,0.15,78.23,2.5,218.58,694.2,956.37,0.0,22.87
2022-12-17 08:00:00,2022-12-17 09:00:00,52.46,117.0,,,,,1.28,0.65,15.47,0.1,0.3,0.26,0.15,0.15,58.81,3.75,220.41,488.33,874.25,0.0,24.93
2022-12-17 09:00:00,2022-12-17 10:00:00,50.23,124.24,,,,,1.58,0.42,24.86,0.11,0.31,0.25,0.15,0.14,52.28,1.0,221.11,419.16,863.3,0.0,25.89
2022-12-17 10:00:00,2022-12-17 11:00:00,47.72,113.13,,,,,4.04,0.39,31.55,0.1,0.32,0.26,0.15,0.15,51.11,,221.8,406.79,864.67,0.0,26.71
2022-12-17 11:00:00,2022-12-17 12:00:00,43.91,105.78,,,,,2.54,0.35,45.53,0.1,0.3,0.24,0.15,0.15,49.68,3.5,222.03,391.55,852.98,0.0,27.41
2022-12-17 12:00:00,2022-12-17 13:00:00,40.31,97.56,,,,,2.88,0.38,53.73,0.1,0.31,0.25,0.15,0.15,45.71,,,349.54,844.36,0.0,27.94
2022-12-17 13:00:00,2022-12-17 14:00:00,34.82,96.12,,,,,2.52,0.39,57.16,0.1,0.31,0.25,0.15,0.15,44.42,,,335.86,843.04,0.0,27.88
2022-12-17 14:00:00,2022-12-17 15:00:00,32.39,90.46,,,,,1.78,0.41,54.88,0.1,0.29,0.25,0.15,0.15,42.72,,,317.83,841.33,0.0,28.17
2022-12-17 15:00:00,2022-12-17 16:00:00,32.58,91.61,,,,,1.24,0.35,49.96,0.11,0.29,0.25,0.15,0.15,41.33,2.5,222.86,303.11,842.01,0.0,28.07
2022-12-17 16:00:00,2022-12-17 17:00:00,29.89,92.91,,,,,1.15,0.32,49.11,0.1,0.3,0.25,0.15,0.15,40.79,1.0,222.18,297.35,844.45,0.0,27.81
2022-12-17 17:00:00,2022-12-17 18:00:00,28.8,81.78,2.39,5.87,7.8,0.1,1.12,0.37,45.35,0.1,0.29,0.25,0.15,0.15,45.79,1.75,221.31,350.35,845.06,0.0,27.18
2022-12-17 18:00:00,2022-12-17 19:00:00,33.81,86.24,,,,,1.05,0.48,36.25,0.1,0.29,0.25,0.15,0.15,51.2,1.0,220.62,407.7,845.8,0.0,26.42
2022-12-17 19:00:00,2022-12-17 20:00:00,36.04,94.8,,,,,1.09,0.51,36.73,0.1,0.3,0.25,0.16,0.15,53.29,1.25,220.34,429.85,851.01,0.0,26.09
2022-12-17 20:00:00,2022-12-17 21:00:00,41.89,99.44,,,,,1.18,0.54,39.21,0.1,0.32,0.24,0.15,0.15,56.17,1.33,220.09,460.46,849.15,0.0,25.75
2022-12-17 21:00:00,2022-12-17 22:00:00,46.09,100.92,,,,,1.11,0.6,36.95,0.1,0.29,0.26,0.15,0.15,59.88,1.5,219.83,499.74,849.15,0.0,25.33
2022-12-17 22:00:00,2022-12-17 23:00:00,46.8,104.95,,,,,1.04,0.59,33.81,0.1,0.31,0.25,0.15,0.15,62.91,1.0,219.58,531.79,840.0,0.0,24.96
2022-12-17 23:00:00,2022-12-18 00:00:00,53.42,114.31,,,,,0.66,0.63,16.77,0.1,0.29,0.25,0.15,0.14,70.86,0.75,219.37,616.05,953.99,0.0,24.1
2022-12-18 00:00:00,2022-12-18 01:00:00,61.33,121.61,,,,,0.14,0.42,17.17,0.1,0.3,0.25,0.15,0.15,74.06,2.0,219.11,650.08,941.97,0.0,23.75
2022-12-18 01:00:00,2022-12-18 02:00:00,66.42,127.62,,,,,0.05,0.41,15.49,0.11,0.29,0.25,0.15,0.15,77.08,1.0,218.9,682.03,930.36,0.0,23.46
2022-12-18 02:00:00,2022-12-18 03:00:00,65.55,134.38,,,,,0.07,0.34,20.59,0.1,0.3,0.25,0.15,0.15,77.55,1.75,218.67,687.06,896.55,0.0,23.31
2022-12-18 03:00:00,2022-12-18 04:00:00,65.67,126.4,,,,,0.12,0.3,22.4,0.1,0.31,0.25,0.14,0.15,77.43,2.0,218.47,685.79,848.28,0.0,23.2
2022-12-18 04:00:00,2022-12-18 05:00:00,65.52,112.5,,,,,0.24,0.27,27.23,0.1,0.31,0.25,0.15,0.15,77.37,1.25,218.2,685.05,864.87,0.0,23.09
2022-12-18 05:00:00,2022-12-18 06:00:00,57.83,108.39,,,,,0.24,0.29,28.67,0.1,0.3,0.25,0.15,0.15,79.45,0.33,218.1,707.17,881.94,0.0,22.86
2022-12-18 06:00:00,2022-12-18 07:00:00,68.24,109.52,,,,,0.24,0.34,21.81,0.1,0.3,0.26,0.15,0.15,81.79,,218.0,731.96,844.15,0.0,22.66
2022-12-18 07:00:00,2022-12-18 08:00:00,81.42,109.8,,,,,0.37,0.44,22.74,0.1,0.3,0.25,0.15,0.14,80.2,,218.44,715.11,889.09,0.0,23.05
2022-12-18 08:00:00,2022-12-18 09:00:00,66.83,121.47,4.03,5.99,,0.02,1.0,0.51,29.31,0.1,0.3,0.24,0.15,0.15,73.79,,,647.15,832.41,0.0,24.14
2022-12-18 09:00:00,2022-12-18 10:00:00,51.81,130.3,4.09,6.01,10.08,,2.53,0.48,35.23,0.11,0.3,0.26,0.15,0.15,67.32,,,578.57,836.54,0.0,25.43
2022-12-18 10:00:00,2022-12-18 11:00:00,47.56,123.41,4.23,6.01,10.22,,3.66,0.46,49.04,0.11,0.32,0.25,0.15,0.15,62.0,,,522.24,845.37,0.0,26.28
2022-12-18 11:00:00,2022-12-18 12:00:00,38.37,115.86,4.37,6.01,10.36,,3.86,0.48,57.66,0.1,0.3,0.24,0.15,0.15,57.73,,,476.93,843.22,0.0,26.81
2022-12-18 12:00:00,2022-12-18 13:00:00,27.29,105.56,4.49,6.04,10.53,,2.53,0.38,53.93,0.1,0.3,0.25,0.15,0.15,52.36,,,419.99,845.4,0.0,27.26
2022-12-18 13:00:00,2022-12-18 14:00:00,19.41,96.6,,,,,1.68,0.35,51.09,0.1,0.3,0.24,0.15,0.15,49.22,,,386.74,843.27,0.0,27.53
2022-12-18 14:00:00,2022-12-18 15:00:00,15.98,94.79,,,,,1.53,0.34,50.55,0.1,0.29,0.25,0.15,0.15,47.48,,,368.38,839.82,0.0,27.56
2022-12-18 15:00:00,2022-12-18 16:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-18 16:00:00,2022-12-18 17:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-18 17:00:00,2022-12-18 18:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-18 18:00:00,2022-12-18 19:00:00,,,,,,,,,,,,,,,,,,,,,
