From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-11-09 22:00:00,2020-11-09 23:00:00,74.25,90.0,5.09,8.9,16.23,7.38,11.69,1.03,0.92,0.0,,,,87.58,0.29,260.0,,884.89,,22.82,0.0
2020-11-09 23:00:00,2020-11-10 00:00:00,71.05,78.67,5.1,8.47,15.88,6.92,11.57,0.99,0.72,0.0,,,,90.09,0.22,277.34,,,,23.2,0.0
2020-11-10 00:00:00,2020-11-10 01:00:00,63.25,68.0,4.49,7.65,14.15,7.64,11.4,0.9,1.07,0.0,,,,90.36,0.25,266.41,,,,22.8,0.0
2020-11-10 01:00:00,2020-11-10 02:00:00,52.14,55.14,4.53,6.29,12.86,6.72,11.14,0.86,1.31,0.0,,,,90.38,0.34,280.56,,,,22.34,0.0
2020-11-10 02:00:00,2020-11-10 03:00:00,50.0,57.0,4.56,5.47,12.11,6.16,11.14,0.79,1.3,0.0,,,,89.87,0.25,208.63,,,,21.84,0.0
2020-11-10 03:00:00,2020-11-10 04:00:00,36.75,37.0,3.96,4.92,10.68,5.81,11.11,0.71,1.26,0.0,,,,86.97,0.46,276.89,,883.46,,20.98,0.0
2020-11-10 04:00:00,2020-11-10 05:00:00,39.29,48.0,4.14,5.3,11.34,5.66,11.37,0.65,1.03,0.0,,,,88.4,0.27,268.07,,,,21.14,0.0
2020-11-10 05:00:00,2020-11-10 06:00:00,40.12,42.75,3.51,6.0,11.09,5.2,11.58,0.59,0.83,0.0,,,,85.29,0.25,235.7,,883.77,,20.21,0.0
2020-11-10 06:00:00,2020-11-10 07:00:00,35.62,46.38,4.07,6.32,12.25,5.75,11.54,0.55,0.87,0.0,,,,82.78,0.31,235.11,,884.5,,22.33,0.0
2020-11-10 07:00:00,2020-11-10 08:00:00,40.12,47.88,4.16,6.66,12.69,5.81,11.56,0.55,1.2,0.0,,,,68.57,0.37,231.78,,,,28.18,0.0
2020-11-10 08:00:00,2020-11-10 09:00:00,39.62,60.86,2.7,6.28,10.16,5.99,11.39,0.54,1.87,0.0,,,,54.9,0.35,173.0,,867.36,,30.69,0.0
2020-11-10 09:00:00,2020-11-10 10:00:00,26.22,43.31,1.39,5.65,7.59,5.02,11.03,0.51,3.25,0.0,,,,50.86,0.4,206.7,,,,34.06,0.0
2020-11-10 10:00:00,2020-11-10 11:00:00,26.57,39.43,0.64,6.84,7.65,4.78,11.14,0.52,6.17,0.0,,,,45.05,0.48,196.73,,,,35.98,0.0
2020-11-10 11:00:00,2020-11-10 12:00:00,30.75,40.28,0.62,6.43,7.21,4.44,11.12,0.57,6.98,0.0,,,,40.38,0.49,251.25,,865.61,,35.35,0.0
2020-11-10 12:00:00,2020-11-10 13:00:00,23.19,35.86,0.94,6.23,7.43,4.52,11.21,0.58,6.23,0.0,,,,35.58,0.48,209.09,,721.16,,35.18,0.0
2020-11-10 13:00:00,2020-11-10 14:00:00,20.75,28.88,1.09,7.0,8.45,4.47,11.61,0.58,5.62,0.0,,,,31.91,0.33,132.28,,873.33,,35.78,0.0
2020-11-10 14:00:00,2020-11-10 15:00:00,24.25,30.43,0.81,7.12,8.17,4.46,11.53,0.55,4.93,0.0,,,,32.2,0.31,211.26,,,,38.43,0.0
2020-11-10 15:00:00,2020-11-10 16:00:00,26.83,31.14,0.66,9.47,10.2,5.88,11.21,0.56,4.19,0.0,,,,34.67,0.27,204.76,,864.03,,35.44,0.0
2020-11-10 16:00:00,2020-11-10 17:00:00,27.69,38.14,1.12,11.96,13.34,6.71,11.18,0.65,2.77,0.0,,,,51.03,0.39,284.43,,864.39,,29.95,0.0
2020-11-10 17:00:00,2020-11-10 18:00:00,45.11,75.32,5.49,16.54,24.27,11.36,11.24,0.96,1.05,0.0,,,,66.58,0.36,293.09,,864.5,,25.62,0.0
2020-11-10 18:00:00,2020-11-10 19:00:00,53.82,99.75,10.53,19.53,34.7,15.27,11.21,1.22,1.14,0.0,,,,76.58,0.36,278.98,,,,25.29,0.0
2020-11-10 19:00:00,2020-11-10 20:00:00,61.28,95.86,10.98,16.03,31.93,14.03,11.34,1.27,1.33,0.0,,,,83.41,0.27,209.32,,,,24.16,0.0
2020-11-10 20:00:00,2020-11-10 21:00:00,49.33,81.14,10.9,12.98,28.84,12.94,11.42,1.26,1.29,0.0,,,,78.62,0.27,249.23,,,,20.74,0.0
2020-11-10 21:00:00,2020-11-10 22:00:00,66.5,81.59,11.53,11.05,27.91,12.33,11.5,1.25,1.16,0.0,,,,89.95,0.3,269.81,,,,22.53,0.0
2020-11-10 22:00:00,2020-11-10 23:00:00,64.38,79.86,7.81,11.01,22.36,9.76,11.44,1.12,1.94,0.0,,,,89.75,0.3,245.6,,,,22.5,0.0
2020-11-10 23:00:00,2020-11-11 00:00:00,44.83,55.67,3.41,11.54,16.3,7.17,11.27,0.95,2.24,0.0,,,,89.99,0.19,153.85,,,,22.13,0.0
2020-11-11 00:00:00,2020-11-11 01:00:00,55.58,64.0,2.24,9.51,12.62,6.09,11.33,0.84,1.17,0.0,,,,87.2,0.3,154.38,,,,21.03,0.0
2020-11-11 01:00:00,2020-11-11 02:00:00,52.64,61.43,1.8,7.42,9.93,5.31,11.12,0.77,1.57,0.0,,,,88.96,0.27,201.07,,,,20.89,0.0
2020-11-11 02:00:00,2020-11-11 03:00:00,66.0,78.0,1.3,6.0,7.75,4.27,11.08,0.68,2.03,0.0,,,,80.85,0.3,212.5,,810.11,,18.51,0.0
2020-11-11 03:00:00,2020-11-11 04:00:00,137.0,155.0,1.21,5.46,7.14,4.07,11.09,0.61,1.59,0.0,,,,83.04,0.37,253.86,,891.2,,19.28,0.0
2020-11-11 04:00:00,2020-11-11 05:00:00,90.62,99.0,1.85,5.25,7.89,4.19,11.19,0.58,1.62,0.0,,,,85.28,0.54,253.16,,,,20.47,0.0
2020-11-11 05:00:00,2020-11-11 06:00:00,54.63,58.0,1.86,6.27,8.93,4.36,11.26,0.55,2.75,0.0,,,,85.75,0.21,263.35,,,,20.12,0.0
2020-11-11 06:00:00,2020-11-11 07:00:00,45.0,52.0,1.6,6.71,8.94,4.25,11.42,0.5,3.0,0.0,,,,83.34,0.23,270.03,,,,22.57,0.0
2020-11-11 07:00:00,2020-11-11 08:00:00,45.11,58.0,1.68,6.48,8.85,4.18,11.43,0.51,2.89,0.0,,,,71.71,0.54,281.77,,,,27.53,0.0
2020-11-11 08:00:00,2020-11-11 09:00:00,50.57,71.47,1.54,5.81,7.96,4.49,11.34,0.52,2.73,0.0,,,,55.89,0.33,188.75,,877.57,,29.12,0.0
2020-11-11 09:00:00,2020-11-11 10:00:00,32.53,49.75,0.67,5.04,5.91,4.37,11.22,0.51,3.87,0.0,,,,50.38,0.33,161.13,,868.4,,32.63,0.0
2020-11-11 10:00:00,2020-11-11 11:00:00,31.06,39.11,0.74,4.93,5.92,4.02,11.14,0.52,5.0,0.0,,,,43.5,0.48,213.61,,813.25,,31.63,0.0
2020-11-11 11:00:00,2020-11-11 12:00:00,31.43,35.0,0.64,5.42,6.21,3.75,11.34,0.55,6.87,0.0,,,,46.75,0.61,225.81,,,,35.56,0.0
2020-11-11 12:00:00,2020-11-11 13:00:00,24.14,31.0,0.53,5.44,6.02,3.31,11.37,0.54,9.2,0.0,,,,45.4,0.61,204.61,,,,36.51,0.0
2020-11-11 13:00:00,2020-11-11 14:00:00,25.41,,0.71,5.82,6.73,3.54,11.45,0.56,8.15,0.0,,,,42.98,0.86,258.56,,841.55,,32.56,0.0
2020-11-11 14:00:00,2020-11-11 15:00:00,27.86,,0.53,5.83,6.45,3.45,11.5,0.54,7.47,0.0,,,,46.22,0.88,289.54,,,,35.71,0.0
2020-11-11 15:00:00,2020-11-11 16:00:00,22.86,33.0,0.56,4.98,5.68,3.46,11.34,0.51,6.97,0.0,,,,53.32,1.2,303.66,,865.06,,31.49,0.0
2020-11-11 16:00:00,2020-11-11 17:00:00,24.0,33.53,0.48,4.53,5.13,3.35,11.5,0.48,4.54,0.0,,,,65.36,0.68,321.4,,,,29.34,0.0
2020-11-11 17:00:00,2020-11-11 18:00:00,25.86,48.53,1.26,8.59,10.24,5.88,11.43,0.6,3.52,0.0,,,,76.28,0.44,307.56,,,,26.79,0.0
2020-11-11 18:00:00,2020-11-11 19:00:00,57.31,97.75,2.42,12.14,15.42,7.49,11.17,0.77,3.14,0.0,,,,83.77,0.3,273.9,,,,25.39,0.0
2020-11-11 19:00:00,2020-11-11 20:00:00,56.1,84.83,2.26,11.61,14.66,7.08,11.21,0.85,2.57,0.0,,,,87.81,0.41,303.23,,,,24.58,0.0
2020-11-11 20:00:00,2020-11-11 21:00:00,62.38,85.59,2.05,10.9,13.7,6.7,11.21,0.9,2.42,0.0,,,,86.59,0.34,284.27,,910.41,,23.32,0.0
2020-11-11 21:00:00,2020-11-11 22:00:00,61.5,68.7,1.61,10.24,12.36,5.93,11.4,0.91,2.98,0.0,,,,88.33,0.28,266.41,,,,23.63,0.0
2020-11-11 22:00:00,2020-11-11 23:00:00,54.88,65.42,1.0,9.16,10.43,4.98,11.54,0.83,4.06,0.0,,,,86.4,0.29,184.46,,,,23.36,0.0
2020-11-11 23:00:00,2020-11-12 00:00:00,51.17,59.77,1.04,8.62,9.94,4.57,11.46,0.77,3.1,0.0,,,,89.74,0.2,174.63,,,,22.24,0.0
2020-11-12 00:00:00,2020-11-12 01:00:00,44.47,54.0,0.94,7.07,8.36,4.11,11.44,0.69,2.33,0.0,,,,90.62,0.2,192.83,,,,21.85,0.0
2020-11-12 01:00:00,2020-11-12 02:00:00,38.52,51.0,0.76,6.16,7.11,4.34,11.25,0.66,1.3,0.0,,,,86.29,0.3,218.28,,909.4,,20.46,0.0
2020-11-12 02:00:00,2020-11-12 03:00:00,39.87,50.47,0.84,5.42,6.55,3.8,11.12,0.64,1.47,0.0,,,,90.7,0.27,269.05,,,,21.28,0.0
2020-11-12 03:00:00,2020-11-12 04:00:00,50.27,61.0,1.17,5.59,7.21,4.12,11.13,0.64,1.36,0.0,,,,88.3,0.45,290.19,,909.12,,20.65,0.0
2020-11-12 04:00:00,2020-11-12 05:00:00,44.65,52.2,1.1,6.32,7.82,4.44,11.26,0.6,1.85,0.0,,,,88.31,0.25,205.82,,909.77,,20.27,0.0
2020-11-12 05:00:00,2020-11-12 06:00:00,37.08,49.92,1.63,7.36,9.62,4.67,11.26,0.58,1.5,0.0,,,,89.58,0.29,269.38,,,,20.57,0.0
2020-11-12 06:00:00,2020-11-12 07:00:00,47.5,52.35,2.15,7.42,10.46,4.82,11.51,0.57,1.46,0.0,,,,87.1,0.42,301.98,,910.81,,21.91,0.0
2020-11-12 07:00:00,2020-11-12 08:00:00,45.0,50.0,2.88,7.55,11.66,5.28,11.46,0.6,1.7,0.0,,,,71.91,0.34,217.98,,,,28.72,0.0
2020-11-12 08:00:00,2020-11-12 09:00:00,55.66,82.39,1.9,7.88,10.55,5.18,11.49,0.61,2.88,0.0,,,,57.15,0.39,215.07,,,,32.27,0.0
2020-11-12 09:00:00,2020-11-12 10:00:00,43.59,66.44,0.7,7.2,8.07,5.46,11.22,0.59,5.96,0.0,,,,46.63,0.36,231.59,,906.68,,32.45,0.0
2020-11-12 10:00:00,2020-11-12 11:00:00,37.38,49.75,0.53,6.33,6.97,4.38,11.15,0.57,10.21,0.0,,,,43.02,0.57,239.33,,874.29,,31.9,0.0
2020-11-12 11:00:00,2020-11-12 12:00:00,45.12,56.88,0.22,5.57,5.71,3.62,11.11,0.56,14.34,0.0,,,,49.61,0.72,287.89,,,,35.84,0.0
2020-11-12 12:00:00,2020-11-12 13:00:00,45.6,56.28,0.42,4.86,5.28,3.38,10.98,0.55,16.56,0.0,,,,53.01,1.0,293.26,,,,34.7,0.0
2020-11-12 13:00:00,2020-11-12 14:00:00,41.83,78.22,0.6,5.1,5.9,3.16,11.29,0.55,15.31,0.0,,,,50.27,0.74,273.86,,,,35.49,0.0
2020-11-12 14:00:00,2020-11-12 15:00:00,36.34,56.3,0.38,5.5,5.91,3.24,11.46,0.57,11.38,0.0,,,,44.63,0.44,227.18,,897.77,,35.21,0.0
2020-11-12 15:00:00,2020-11-12 16:00:00,29.94,43.38,0.43,5.36,5.88,3.47,11.41,0.56,9.86,0.0,,,,54.94,0.73,279.81,,,,34.21,0.0
2020-11-12 16:00:00,2020-11-12 17:00:00,34.55,54.67,0.55,6.43,7.05,4.0,11.45,0.6,6.14,0.0,,,,65.02,0.36,264.04,,903.43,,28.59,0.0
2020-11-12 17:00:00,2020-11-12 18:00:00,39.83,71.11,1.01,11.24,12.47,6.71,11.44,0.72,3.38,0.0,,,,73.46,0.44,298.27,,898.1,,26.77,0.0
2020-11-12 18:00:00,2020-11-12 19:00:00,60.78,99.72,1.37,15.93,17.55,8.29,11.15,0.87,2.31,0.0,,,,78.96,0.41,294.04,,,,26.48,0.0
2020-11-12 19:00:00,2020-11-12 20:00:00,58.67,88.53,1.07,13.74,15.0,7.13,11.18,0.93,2.33,0.0,,,,83.91,0.32,271.41,,,,25.51,0.0
2020-11-12 20:00:00,2020-11-12 21:00:00,63.42,87.09,1.16,11.2,12.63,6.14,11.19,0.95,2.05,0.0,,,,87.28,0.24,279.37,,,,24.73,0.0
2020-11-12 21:00:00,2020-11-12 22:00:00,59.5,74.62,1.11,9.43,10.88,5.3,11.29,0.92,3.08,0.0,,,,86.05,0.17,245.1,,,,24.25,0.0
2020-11-12 22:00:00,2020-11-12 23:00:00,48.3,58.25,1.1,7.46,8.93,4.38,11.44,0.84,3.55,0.0,,,,88.42,0.19,296.62,,,,23.64,0.0
2020-11-12 23:00:00,2020-11-13 00:00:00,50.4,63.57,1.02,8.16,9.4,4.42,11.32,0.79,3.08,0.0,,,,87.83,0.26,257.05,,,,23.45,0.0
2020-11-13 00:00:00,2020-11-13 01:00:00,50.27,51.23,0.77,6.24,7.25,3.54,11.4,0.67,5.32,0.0,,,,83.48,0.29,232.07,,909.82,,23.0,0.0
2020-11-13 01:00:00,2020-11-13 02:00:00,34.67,43.0,0.51,4.45,5.08,3.6,11.24,0.61,3.84,0.0,,,,82.22,0.28,209.43,,898.2,,22.64,0.0
2020-11-13 02:00:00,2020-11-13 03:00:00,27.25,33.2,0.54,3.68,4.38,2.96,11.12,0.56,3.33,0.0,,,,89.36,0.33,244.91,,,,22.09,0.0
2020-11-13 03:00:00,2020-11-13 04:00:00,36.9,38.0,0.57,3.3,4.04,3.04,11.08,0.51,2.55,0.0,,,,90.04,0.28,231.92,,,,21.23,0.0
2020-11-13 04:00:00,2020-11-13 05:00:00,,,0.64,3.39,4.25,2.99,11.12,0.48,1.71,0.0,,,,88.36,0.28,271.9,,,,20.93,0.0
2020-11-13 05:00:00,2020-11-13 06:00:00,38.22,41.0,1.43,3.77,5.82,3.1,11.25,0.48,1.38,0.0,,,,84.82,0.25,250.26,,884.35,,20.04,0.0
2020-11-13 06:00:00,2020-11-13 07:00:00,41.45,49.61,2.13,4.63,7.71,3.84,11.46,0.47,1.33,0.0,,,,84.41,0.24,199.2,,,,23.08,0.0
2020-11-13 07:00:00,2020-11-13 08:00:00,38.58,41.83,2.06,5.16,8.1,3.92,11.36,0.46,1.8,0.0,,,,65.78,0.29,117.26,,,,30.03,0.0
2020-11-13 08:00:00,2020-11-13 09:00:00,35.25,72.62,1.26,4.44,6.19,3.35,11.46,0.45,2.67,0.0,,,,55.19,0.45,142.93,,,,33.52,0.0
2020-11-13 09:00:00,2020-11-13 10:00:00,26.46,41.05,0.48,4.02,4.62,4.01,11.27,0.43,4.84,0.0,,,,50.68,0.36,204.83,,899.87,,33.5,0.0
2020-11-13 10:00:00,2020-11-13 11:00:00,28.67,32.75,0.55,4.18,4.92,3.6,11.06,0.46,5.95,0.0,,,,49.58,0.53,258.83,,,,35.33,0.0
2020-11-13 11:00:00,2020-11-13 12:00:00,27.39,38.17,0.46,4.67,5.24,3.54,11.16,0.56,7.21,0.0,,,,46.38,0.49,231.74,,898.68,,34.92,0.0
2020-11-13 12:00:00,2020-11-13 13:00:00,24.84,35.5,0.42,5.41,5.77,3.62,11.16,0.61,7.98,0.0,,,,45.47,0.55,230.37,,,,36.92,0.0
2020-11-13 13:00:00,2020-11-13 14:00:00,27.0,38.05,0.84,6.01,7.12,3.78,11.44,0.59,8.96,0.0,,,,41.74,0.72,260.3,,907.75,,35.57,0.0
2020-11-13 14:00:00,2020-11-13 15:00:00,26.36,38.08,0.93,8.27,9.39,4.64,11.71,0.58,8.63,0.0,,,,48.72,0.84,257.84,,907.26,,34.59,0.0
2020-11-13 15:00:00,2020-11-13 16:00:00,38.38,41.52,0.65,9.01,9.75,5.09,11.62,0.58,7.67,0.0,,,,53.63,0.86,276.19,,907.24,,32.95,0.0
2020-11-13 16:00:00,2020-11-13 17:00:00,26.12,48.25,0.9,7.88,9.01,4.72,11.58,0.58,4.54,0.0,,,,66.73,0.68,297.64,,,,29.32,0.0
2020-11-13 17:00:00,2020-11-13 18:00:00,31.4,56.25,0.78,10.13,10.96,5.98,11.48,0.69,2.98,0.0,,,,76.22,0.36,295.22,,,,26.55,0.0
2020-11-13 18:00:00,2020-11-13 19:00:00,50.99,77.92,0.74,11.34,12.15,6.25,11.2,0.81,2.48,0.0,,,,82.6,0.31,279.7,,,,25.3,0.0
2020-11-13 19:00:00,2020-11-13 20:00:00,56.04,82.14,1.39,11.64,13.45,6.44,11.15,0.88,1.78,0.0,,,,87.4,0.28,264.01,,,,24.46,0.0
2020-11-13 20:00:00,2020-11-13 21:00:00,55.55,73.14,1.65,10.97,13.15,6.16,11.24,0.92,1.57,0.0,,,,84.37,0.26,199.07,,808.07,,22.45,0.0
2020-11-13 21:00:00,2020-11-13 22:00:00,24.44,81.06,2.63,11.11,14.75,6.59,11.51,0.99,1.23,0.0,,,,89.98,0.17,121.16,,,,22.7,0.0
2020-11-13 22:00:00,2020-11-13 23:00:00,,85.7,3.77,11.35,16.7,6.94,11.6,1.0,1.0,0.0,,,,87.25,0.25,99.88,,,,22.25,0.0
2020-11-13 23:00:00,2020-11-14 00:00:00,,88.4,4.37,11.2,17.45,7.03,11.73,0.99,0.85,0.0,,,,85.12,0.23,193.49,,,,21.98,0.0
2020-11-14 00:00:00,2020-11-14 01:00:00,,81.0,5.03,10.12,17.34,6.84,11.67,0.98,0.98,0.0,,,,88.04,0.33,198.82,,,,21.75,0.0
2020-11-14 01:00:00,2020-11-14 02:00:00,,72.72,3.77,8.64,14.06,5.96,11.5,0.94,0.97,0.0,,,,85.37,0.3,195.38,,,,21.49,0.0
2020-11-14 02:00:00,2020-11-14 03:00:00,,71.28,4.44,6.55,13.01,5.44,11.31,0.92,1.07,0.0,,,,84.25,0.28,137.83,,,,20.93,0.0
2020-11-14 03:00:00,2020-11-14 04:00:00,,66.8,4.49,5.97,12.51,5.32,11.32,0.87,1.17,0.0,,,,84.7,0.23,145.41,,,,20.44,0.0
2020-11-14 04:00:00,2020-11-14 05:00:00,,77.67,4.71,5.61,12.5,5.29,11.29,0.82,1.1,0.0,,,,82.82,0.28,119.02,,908.49,,19.46,0.0
2020-11-14 05:00:00,2020-11-14 06:00:00,,83.35,4.53,6.09,12.68,5.41,11.43,0.75,1.01,0.0,,,,84.51,0.23,150.63,,,,19.67,0.0
2020-11-14 06:00:00,2020-11-14 07:00:00,,54.1,4.41,6.37,12.79,5.36,11.69,0.69,1.0,0.0,,,,82.42,0.2,146.06,,909.76,,21.31,0.0
2020-11-14 07:00:00,2020-11-14 08:00:00,,52.28,3.24,7.3,11.95,4.98,11.56,0.64,2.05,0.0,,,,69.18,0.33,218.09,,,,28.06,0.0
2020-11-14 08:00:00,2020-11-14 09:00:00,,66.44,1.71,7.67,10.01,4.3,11.66,0.61,3.56,0.0,,,,58.29,0.48,285.39,,910.85,,30.06,0.0
2020-11-14 09:00:00,2020-11-14 10:00:00,,88.39,0.67,5.79,6.64,3.66,11.37,0.58,6.23,0.0,,,,53.03,0.6,278.93,,910.72,,32.1,0.0
2020-11-14 10:00:00,2020-11-14 11:00:00,,65.78,0.46,4.3,4.84,2.99,11.34,0.55,8.15,0.0,,,,46.84,0.44,228.48,,,,34.83,0.0
2020-11-14 11:00:00,2020-11-14 12:00:00,35.32,49.86,0.35,3.8,4.19,3.68,11.29,0.54,12.0,0.0,,,,52.63,0.76,274.38,,,,34.46,0.0
2020-11-14 12:00:00,2020-11-14 13:00:00,56.0,70.62,0.26,4.04,4.18,3.77,11.21,0.53,15.11,0.0,,,,49.04,1.0,282.0,,883.09,,32.77,0.0
2020-11-14 13:00:00,2020-11-14 14:00:00,44.08,55.93,0.61,3.42,4.23,3.66,11.42,0.5,15.28,0.0,,,,42.57,0.77,293.18,,,,35.26,0.0
2020-11-14 14:00:00,2020-11-14 15:00:00,40.62,45.69,0.57,3.12,3.84,3.28,11.59,0.47,13.71,0.0,,,,39.22,0.94,328.94,,,,35.16,0.0
2020-11-14 15:00:00,2020-11-14 16:00:00,41.4,44.0,0.34,3.42,3.81,3.32,11.77,0.45,10.35,0.0,,,,44.95,0.34,253.34,,906.71,,33.42,0.0
2020-11-14 16:00:00,2020-11-14 17:00:00,44.85,62.33,0.44,4.08,4.61,3.5,11.67,0.46,8.21,0.0,,,,59.95,0.36,311.12,,907.11,,29.31,0.0
2020-11-14 17:00:00,2020-11-14 18:00:00,70.35,96.72,0.3,4.62,4.9,4.0,11.52,0.51,6.12,0.0,,,,71.16,0.56,325.4,,,,27.25,0.0
2020-11-14 18:00:00,2020-11-14 19:00:00,82.6,108.58,0.45,6.12,6.63,4.08,11.3,0.58,5.24,0.0,,,,67.8,0.34,299.33,,,,26.38,0.0
2020-11-14 19:00:00,2020-11-14 20:00:00,161.2,182.3,1.21,8.87,10.47,5.48,11.24,0.7,2.71,0.0,,,,77.72,0.34,253.94,,,,25.26,0.0
