From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2022-12-23 01:00:00,2022-12-23 02:00:00,273.5,564.75,0.97,9.88,6.05,,15.43,0.67,,1.88,,,,,27.4,74.0,0.8,45.5,178.0,16.25,0.0
2022-12-23 02:00:00,2022-12-23 03:00:00,267.5,403.75,1.18,9.78,6.15,0.1,9.9,0.61,1.4,2.1,,,,,26.95,74.0,0.73,184.75,179.75,15.95,0.0
2022-12-23 03:00:00,2022-12-23 04:00:00,252.0,515.0,1.05,9.83,6.12,0.1,4.67,0.7,1.57,2.0,,,,,26.52,74.0,0.75,108.5,187.75,15.57,0.0
2022-12-23 04:00:00,2022-12-23 05:00:00,281.0,611.0,0.97,9.85,6.05,,7.05,0.85,1.32,2.3,,,,,26.5,74.0,0.8,169.5,191.75,15.65,0.0
2022-12-23 05:00:00,2022-12-23 06:00:00,282.0,642.0,0.97,10.03,6.1,,10.77,0.92,0.87,2.43,,,,,26.5,74.0,0.87,86.0,192.0,15.73,0.0
2022-12-23 06:00:00,2022-12-23 07:00:00,316.0,553.5,0.97,9.87,6.03,0.1,29.23,1.16,85.27,3.72,,,,,26.77,74.5,0.8,109.5,190.0,16.02,0.0
2022-12-23 07:00:00,2022-12-23 08:00:00,303.0,700.0,1.05,9.45,5.9,,51.55,1.15,0.47,4.85,,,,,27.38,72.0,0.73,73.75,180.75,17.15,0.0
2022-12-23 08:00:00,2022-12-23 09:00:00,340.0,685.0,1.35,9.4,6.07,,157.5,1.27,4.73,4.35,,,,,27.4,59.75,0.83,176.0,179.75,19.52,0.0
2022-12-23 09:00:00,2022-12-23 10:00:00,342.0,719.0,1.93,7.9,5.77,,98.37,0.7,20.5,2.13,,,,,27.4,48.67,0.93,100.33,179.0,22.43,0.0
2022-12-23 10:00:00,2022-12-23 11:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-23 11:00:00,2022-12-23 12:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-23 12:00:00,2022-12-23 13:00:00,,,4.15,2.6,2.38,,9.1,0.01,45.45,0.2,,,,,26.67,32.67,1.13,113.33,198.67,26.2,0.0
2022-12-23 13:00:00,2022-12-23 14:00:00,,,6.12,0.5,4.75,,9.47,0.6,77.25,0.78,,,,,26.6,37.5,1.4,50.75,189.5,24.93,0.0
2022-12-23 14:00:00,2022-12-23 15:00:00,62.0,165.0,6.22,,4.6,,12.82,0.54,76.05,0.8,,,,,26.88,34.5,1.03,57.25,185.5,25.38,0.0
2022-12-23 15:00:00,2022-12-23 16:00:00,122.0,328.0,5.23,2.25,4.78,,13.48,0.7,58.1,0.88,,,,,27.48,43.25,0.8,134.25,175.75,24.02,0.0
2022-12-23 16:00:00,2022-12-23 17:00:00,163.75,364.5,2.83,5.88,5.4,,9.82,1.17,24.62,2.22,,,,,27.5,58.75,0.73,47.5,173.75,20.52,0.0
2022-12-23 17:00:00,2022-12-23 18:00:00,279.0,457.75,1.77,7.9,5.67,,20.25,1.45,12.22,3.68,,,,,27.5,66.0,0.68,51.75,174.25,18.48,0.0
2022-12-23 18:00:00,2022-12-23 19:00:00,248.0,516.5,1.77,8.65,6.05,,14.05,1.41,7.95,3.47,,,,,27.08,69.0,0.73,36.5,176.5,17.52,0.0
2022-12-23 19:00:00,2022-12-23 20:00:00,215.5,315.25,1.3,9.3,6.03,,12.4,1.35,4.0,3.23,,,,,26.6,70.5,0.7,103.75,185.0,16.95,0.0
2022-12-23 20:00:00,2022-12-23 21:00:00,230.0,457.0,1.1,9.53,5.93,0.1,12.45,1.18,1.0,4.12,,,,,26.55,72.0,0.73,78.5,188.75,16.57,0.0
2022-12-23 21:00:00,2022-12-23 22:00:00,264.0,606.0,1.12,9.75,6.1,0.1,11.88,1.15,0.88,3.62,,,,,26.5,72.5,0.7,119.25,153.75,16.08,0.0
2022-12-23 22:00:00,2022-12-23 23:00:00,270.25,602.75,1.08,9.7,6.05,,16.85,1.03,1.27,3.3,,,,,26.73,73.25,0.7,153.75,40.0,15.53,0.0
2022-12-23 23:00:00,2022-12-24 00:00:00,282.5,504.75,0.97,9.7,5.9,,28.6,0.97,,3.55,,,,,27.33,74.0,0.73,101.25,39.25,15.15,0.0
2022-12-24 00:00:00,2022-12-24 01:00:00,283.0,513.25,1.05,9.7,6.0,0.1,12.5,0.78,,3.35,,,,,27.4,74.0,0.73,132.75,39.0,14.85,0.0
2022-12-24 01:00:00,2022-12-24 02:00:00,301.25,532.25,0.9,9.7,5.9,0.1,9.43,0.64,0.1,2.58,,,,,27.4,74.5,0.77,119.75,39.0,14.68,0.0
2022-12-24 02:00:00,2022-12-24 03:00:00,298.5,670.75,0.92,9.88,6.03,0.1,5.55,0.52,1.8,1.82,,,,,27.05,73.75,0.9,240.75,39.0,14.62,0.0
2022-12-24 03:00:00,2022-12-24 04:00:00,320.75,492.25,1.1,9.85,6.1,,15.65,0.66,1.55,2.42,,,,,26.5,73.25,0.88,215.75,40.0,14.78,0.0
2022-12-24 04:00:00,2022-12-24 05:00:00,465.0,870.0,1.05,9.8,6.1,,12.55,0.6,0.38,2.75,,,,,26.5,73.75,0.73,243.25,40.0,14.2,0.0
2022-12-24 05:00:00,2022-12-24 06:00:00,361.0,716.0,0.9,9.95,6.03,,12.65,0.81,0.1,3.15,,,,,26.5,74.0,0.75,184.75,40.0,13.92,0.0
2022-12-24 06:00:00,2022-12-24 07:00:00,358.0,685.5,1.1,9.53,5.97,,22.63,0.79,84.88,4.65,,,,,26.7,73.25,1.0,222.75,40.0,14.17,0.0
2022-12-24 07:00:00,2022-12-24 08:00:00,345.0,501.5,1.3,9.7,6.2,,127.65,0.46,2.3,2.42,,,,,27.33,69.25,1.07,217.0,39.25,15.38,0.0
2022-12-24 08:00:00,2022-12-24 09:00:00,315.0,592.0,1.15,9.4,5.92,,144.15,0.86,4.85,1.5,,,,,27.4,60.75,0.82,82.25,39.0,18.15,0.0
2022-12-24 09:00:00,2022-12-24 10:00:00,279.0,574.0,1.58,8.32,5.7,,,0.65,15.88,1.55,,,,,27.48,48.5,0.88,191.25,39.0,21.82,0.0
2022-12-24 10:00:00,2022-12-24 11:00:00,248.25,520.5,2.77,6.18,5.53,,87.82,1.02,33.5,1.12,,,,,27.15,42.5,1.1,49.75,39.0,23.83,0.0
2022-12-24 11:00:00,2022-12-24 12:00:00,160.0,253.0,4.0,4.1,5.43,,17.73,0.53,43.7,1.1,,,,,26.6,41.0,1.0,78.67,39.67,24.2,0.0
2022-12-24 12:00:00,2022-12-24 13:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-24 13:00:00,2022-12-24 14:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-24 14:00:00,2022-12-24 15:00:00,,,,,0.0,,,0.0,,,,,,,,,,,,,
2022-12-24 15:00:00,2022-12-24 16:00:00,,,2.93,4.93,3.75,,12.55,0.22,35.33,0.3,,,,,27.33,40.5,0.82,68.75,39.75,22.6,0.0
2022-12-24 16:00:00,2022-12-24 17:00:00,,11.0,2.58,6.28,5.42,,14.1,0.8,23.68,0.67,,,,,27.5,55.75,0.75,43.5,38.5,20.58,0.0
2022-12-24 17:00:00,2022-12-24 18:00:00,187.0,418.0,1.9,7.97,5.78,0.1,14.85,1.36,13.07,1.3,,,,,27.5,63.25,0.7,89.75,38.0,19.0,0.0
2022-12-24 18:00:00,2022-12-24 19:00:00,184.25,391.0,1.55,8.8,5.95,,8.73,1.39,6.35,2.25,,,,,27.17,67.0,0.7,38.75,38.5,18.05,0.0
2022-12-24 19:00:00,2022-12-24 20:00:00,159.75,252.5,1.3,9.33,6.0,0.1,3.4,1.08,3.63,2.95,,,,,26.6,70.0,0.72,25.25,39.5,17.17,0.0
2022-12-24 20:00:00,2022-12-24 21:00:00,197.5,368.25,1.0,9.65,5.95,0.1,9.2,1.12,1.42,2.98,,,,,26.58,71.5,0.72,42.5,40.0,16.6,0.0
2022-12-24 21:00:00,2022-12-24 22:00:00,250.25,362.75,1.15,9.6,6.03,,4.4,1.13,1.3,2.95,,,,,26.5,72.5,0.73,125.25,40.0,16.32,0.0
2022-12-24 22:00:00,2022-12-24 23:00:00,273.25,642.75,1.0,9.65,5.95,,4.55,1.17,0.6,3.35,,,,,26.68,73.0,0.73,50.5,40.0,16.1,0.0
2022-12-24 23:00:00,2022-12-25 00:00:00,344.0,598.25,0.72,9.7,5.75,,14.12,1.06,,3.27,,,,,27.33,74.0,0.73,108.5,39.25,15.72,0.0
2022-12-25 00:00:00,2022-12-25 01:00:00,412.0,823.0,0.95,9.73,5.97,0.1,17.15,1.03,,3.12,,,,,27.45,74.0,0.73,116.75,39.0,15.38,0.0
2022-12-25 01:00:00,2022-12-25 02:00:00,466.0,,0.9,9.57,5.85,,12.85,0.87,,2.93,,,,,27.5,74.0,0.78,139.75,39.0,15.1,0.0
2022-12-25 02:00:00,2022-12-25 03:00:00,460.75,607.0,1.0,9.67,5.95,,9.0,0.85,1.0,2.4,,,,,27.2,74.5,0.75,126.5,39.0,14.78,0.0
2022-12-25 03:00:00,2022-12-25 04:00:00,419.75,630.5,1.02,9.8,6.05,,6.95,0.86,1.38,2.48,,,,,26.52,74.0,0.83,160.75,39.75,14.65,0.0
2022-12-25 04:00:00,2022-12-25 05:00:00,376.75,722.0,1.12,9.55,6.0,,60.85,0.72,1.2,2.88,,,,,26.5,72.5,1.12,233.75,40.0,15.03,0.0
2022-12-25 05:00:00,2022-12-25 06:00:00,358.5,549.5,1.12,9.47,5.95,0.1,83.4,0.54,1.43,2.32,,,,,26.5,70.75,1.2,237.0,40.0,15.03,0.0
2022-12-25 06:00:00,2022-12-25 07:00:00,399.0,828.0,1.13,9.7,6.07,,83.47,0.59,85.05,1.88,,,,,26.62,70.25,1.07,220.0,40.0,14.78,0.0
2022-12-25 07:00:00,2022-12-25 08:00:00,306.0,607.0,1.2,9.5,6.05,,47.3,0.51,3.55,2.17,,,,,27.3,67.25,0.95,150.25,39.25,15.73,0.0
2022-12-25 08:00:00,2022-12-25 09:00:00,303.0,575.75,1.35,8.97,5.88,0.1,83.8,1.02,7.35,2.83,,,,,27.42,59.5,0.92,73.25,39.0,18.4,0.0
2022-12-25 09:00:00,2022-12-25 10:00:00,297.5,430.25,2.0,8.03,5.93,,158.4,0.86,17.7,2.02,,,,,27.5,46.25,0.83,139.0,39.0,21.95,0.0
2022-12-25 10:00:00,2022-12-25 11:00:00,293.0,569.0,4.38,3.17,5.23,,29.18,0.55,59.52,1.4,,,,,27.28,37.5,1.23,182.75,39.0,23.98,0.0
2022-12-25 11:00:00,2022-12-25 12:00:00,85.0,210.0,6.27,0.4,5.0,,5.42,0.48,74.8,1.17,,,,,26.6,34.75,1.25,173.5,39.75,24.57,0.0
2022-12-25 12:00:00,2022-12-25 13:00:00,84.0,207.0,6.7,,4.68,,3.3,0.48,76.7,1.1,,,,,26.6,35.5,1.15,86.25,40.0,24.57,0.0
2022-12-25 13:00:00,2022-12-25 14:00:00,86.25,171.0,6.8,,4.5,,1.8,0.5,78.62,1.1,,,,,26.6,36.5,1.12,169.5,40.0,24.78,0.0
2022-12-25 14:00:00,2022-12-25 15:00:00,87.5,167.5,7.07,,4.57,,2.4,0.54,80.15,1.2,,,,,26.73,37.25,0.98,320.5,39.75,24.55,0.0
2022-12-25 15:00:00,2022-12-25 16:00:00,113.5,177.5,6.35,0.1,4.55,,15.05,0.65,69.22,1.5,,,,,27.43,44.25,0.8,242.5,39.0,23.18,0.0
2022-12-25 16:00:00,2022-12-25 17:00:00,151.75,371.75,4.35,2.8,5.05,,9.45,0.73,44.82,1.78,,,,,27.58,57.75,0.8,85.5,38.0,20.18,0.0
2022-12-25 17:00:00,2022-12-25 18:00:00,127.75,221.0,3.55,4.8,5.43,,48.85,0.79,29.7,2.02,,,,,27.52,62.75,0.73,119.0,38.0,18.72,0.0
2022-12-25 18:00:00,2022-12-25 19:00:00,149.75,336.5,2.4,6.9,5.62,,36.3,0.91,20.75,2.48,,,,,27.28,65.75,0.73,121.25,38.5,17.73,0.0
2022-12-25 19:00:00,2022-12-25 20:00:00,157.5,237.5,2.27,7.7,5.95,,9.23,1.11,13.33,2.35,,,,,26.6,68.0,0.75,135.75,39.5,17.08,0.0
2022-12-25 20:00:00,2022-12-25 21:00:00,157.25,319.75,1.28,9.12,5.9,,11.6,0.97,3.93,2.83,,,,,26.6,68.25,0.85,260.5,40.0,17.18,0.0
2022-12-25 21:00:00,2022-12-25 22:00:00,229.0,379.25,0.97,9.78,5.97,,9.38,1.06,1.12,3.12,,,,,26.5,70.25,0.75,210.5,40.0,16.77,0.0
2022-12-25 22:00:00,2022-12-25 23:00:00,311.0,696.0,0.95,9.83,5.98,,7.28,0.94,0.9,3.2,,,,,26.6,71.25,0.73,100.75,40.0,16.35,0.0
2022-12-25 23:00:00,2022-12-26 00:00:00,291.0,695.0,0.92,9.67,5.93,0.1,19.05,0.86,,2.7,,,,,27.27,70.75,0.8,65.75,39.5,16.35,0.0
2022-12-26 00:00:00,2022-12-26 01:00:00,279.75,645.0,1.02,9.78,6.05,0.1,19.05,0.71,,2.25,,,,,27.42,70.5,0.77,74.5,39.0,16.42,0.0
2022-12-26 01:00:00,2022-12-26 02:00:00,266.75,447.25,1.0,9.9,6.07,0.1,11.57,0.64,,2.02,,,,,27.5,71.75,0.75,128.25,39.0,16.05,0.0
2022-12-26 02:00:00,2022-12-26 03:00:00,270.0,629.0,1.02,9.73,6.0,0.1,6.0,0.61,0.9,1.85,,,,,27.3,73.25,0.83,188.33,39.0,15.22,0.0
2022-12-26 03:00:00,2022-12-26 04:00:00,273.0,613.0,1.25,9.7,6.17,0.1,2.35,0.68,1.8,1.57,,,,,26.55,74.0,0.78,127.75,39.5,14.93,0.0
2022-12-26 04:00:00,2022-12-26 05:00:00,275.75,592.75,1.1,9.83,6.12,,4.42,0.71,0.95,1.63,,,,,26.5,74.0,0.73,88.75,40.0,14.85,0.0
2022-12-26 05:00:00,2022-12-26 06:00:00,292.5,488.75,0.92,9.75,5.95,0.1,5.82,0.86,0.8,2.12,,,,,26.5,74.0,0.75,47.75,40.0,14.43,0.0
2022-12-26 06:00:00,2022-12-26 07:00:00,300.25,592.0,0.87,9.9,6.0,,4.9,0.91,86.02,2.85,,,,,26.57,74.0,0.77,114.75,40.0,14.3,0.0
2022-12-26 07:00:00,2022-12-26 08:00:00,279.0,429.0,1.1,9.85,6.15,,21.6,0.87,0.47,3.55,,,,,27.23,73.0,0.77,118.25,39.5,15.12,0.0
2022-12-26 08:00:00,2022-12-26 09:00:00,390.5,864.25,1.27,9.32,6.0,,106.85,0.77,3.47,3.47,,,,,27.4,64.25,0.98,188.5,39.0,17.12,0.0
2022-12-26 09:00:00,2022-12-26 10:00:00,381.75,540.25,1.48,8.82,5.9,6.8,185.9,0.74,8.55,1.73,,,,,27.4,57.5,0.85,198.0,39.0,19.1,0.0
2022-12-26 10:00:00,2022-12-26 11:00:00,358.0,702.0,1.6,8.6,5.88,12.45,,2.52,10.28,1.48,,,,,27.33,52.75,1.05,125.75,39.0,20.55,0.0
2022-12-26 11:00:00,2022-12-26 12:00:00,317.0,697.0,2.52,6.62,5.57,12.6,105.75,5.36,28.8,2.0,,,,,26.6,49.25,0.97,41.5,39.5,21.12,0.0
2022-12-26 12:00:00,2022-12-26 13:00:00,301.25,650.0,2.55,6.48,5.5,12.5,113.75,1.66,22.9,2.65,,,,,26.6,52.0,1.05,35.75,40.0,21.25,0.0
2022-12-26 13:00:00,2022-12-26 14:00:00,256.25,475.25,2.85,12.18,8.8,21.23,81.93,0.85,32.38,2.4,,,,,26.72,62.75,0.95,118.0,326.33,21.57,0.0
2022-12-26 14:00:00,2022-12-26 15:00:00,195.5,645.5,1.17,26.25,14.92,32.55,64.03,0.04,34.2,1.85,,,,,26.72,52.75,1.0,190.25,298.5,20.9,0.0
2022-12-26 15:00:00,2022-12-26 16:00:00,132.25,238.75,1.48,27.1,15.57,31.5,59.6,0.4,17.77,1.85,,,,,27.33,58.5,0.8,54.0,289.25,20.3,0.0
2022-12-26 16:00:00,2022-12-26 17:00:00,124.0,301.0,7.7,30.68,22.55,29.45,22.9,0.79,11.47,1.95,,,,,27.52,63.25,0.7,87.25,283.75,19.27,0.0
2022-12-26 17:00:00,2022-12-26 18:00:00,135.0,349.0,2.2,33.05,19.32,31.02,15.3,1.11,5.78,2.17,,,,,27.5,66.5,0.73,159.75,283.5,18.53,0.0
2022-12-26 18:00:00,2022-12-26 19:00:00,144.0,343.5,2.93,37.4,22.25,35.02,33.27,1.7,2.5,3.15,,,,,27.4,69.0,0.73,206.75,285.25,18.05,0.0
2022-12-26 19:00:00,2022-12-26 20:00:00,173.0,305.0,5.9,35.7,23.83,38.23,9.93,1.55,2.5,3.52,,,,,26.6,70.75,0.77,158.75,292.0,17.65,0.0
2022-12-26 20:00:00,2022-12-26 21:00:00,187.75,391.25,11.82,33.95,27.67,38.17,11.65,1.48,1.13,4.5,,,,,26.6,72.0,0.73,167.75,296.5,17.07,0.0
2022-12-26 21:00:00,2022-12-26 22:00:00,209.0,317.67,15.57,30.17,28.7,36.27,17.8,1.26,0.83,4.03,,,,,26.57,73.0,0.87,156.67,299.0,16.53,0.0
2022-12-26 22:00:00,2022-12-26 23:00:00,216.75,509.75,23.25,27.4,33.42,34.1,23.15,1.05,0.35,3.2,,,,,26.55,73.5,0.8,103.75,300.75,15.93,0.0
2022-12-26 23:00:00,2022-12-27 00:00:00,226.25,418.75,29.55,25.1,37.35,30.52,19.82,1.26,,2.92,,,,,27.23,74.0,0.82,244.0,294.5,15.43,0.0
2022-12-27 00:00:00,2022-12-27 01:00:00,316.0,713.0,32.05,23.02,38.3,27.33,10.7,1.22,,3.2,,,,,27.4,74.75,0.85,68.5,288.25,14.83,0.0
2022-12-27 01:00:00,2022-12-27 02:00:00,387.0,886.0,30.4,23.43,37.17,26.68,11.48,1.21,,3.27,,,,,27.4,75.0,0.97,89.75,287.0,14.68,0.0
2022-12-27 02:00:00,2022-12-27 03:00:00,370.0,815.67,23.2,25.43,32.4,27.47,16.47,0.99,,3.0,,,,,27.33,75.0,0.83,239.0,287.0,14.6,0.0
2022-12-27 03:00:00,2022-12-27 04:00:00,323.25,594.25,20.52,26.05,30.55,28.35,9.82,0.8,1.23,3.58,,,,,26.55,74.75,0.88,167.75,294.0,14.1,0.0
2022-12-27 04:00:00,2022-12-27 05:00:00,301.0,687.0,19.43,24.62,28.88,30.35,13.92,0.72,0.6,2.85,,,,,26.5,74.75,0.73,181.67,300.75,13.68,0.0
2022-12-27 05:00:00,2022-12-27 06:00:00,334.0,781.0,15.68,26.13,26.65,31.85,21.4,0.79,0.6,3.05,,,,,26.5,75.0,0.8,213.5,302.0,13.82,0.0
2022-12-27 06:00:00,2022-12-27 07:00:00,315.25,715.0,8.97,26.9,21.6,31.1,44.27,1.28,87.95,2.75,,,,,26.52,73.75,1.1,217.75,302.0,13.95,0.0
2022-12-27 07:00:00,2022-12-27 08:00:00,272.5,442.25,4.65,23.7,16.4,24.7,57.55,0.56,3.88,1.85,,,,,27.12,72.0,1.02,211.0,295.75,14.25,0.0
2022-12-27 08:00:00,2022-12-27 09:00:00,324.0,656.0,5.17,25.7,17.85,25.1,80.12,0.73,6.8,1.65,,,,,27.4,66.5,1.2,230.5,289.25,15.9,0.0
2022-12-27 09:00:00,2022-12-27 10:00:00,347.0,664.0,5.15,29.43,19.82,27.22,69.07,1.66,15.15,1.73,,,,,27.4,57.25,0.8,164.75,289.0,19.2,0.0
2022-12-27 10:00:00,2022-12-27 11:00:00,310.5,588.75,2.67,26.68,16.32,29.68,49.17,1.48,30.65,2.12,,,,,27.45,50.0,0.97,156.25,287.5,21.75,0.0
2022-12-27 11:00:00,2022-12-27 12:00:00,171.25,257.0,2.3,27.9,16.7,32.62,23.8,0.85,51.58,2.05,,,,,26.62,43.75,1.23,226.5,291.5,22.95,0.0
2022-12-27 12:00:00,2022-12-27 13:00:00,127.25,260.75,2.12,32.3,18.88,34.65,22.57,0.64,56.68,1.87,,,,,26.6,41.5,1.45,23.5,296.75,23.1,0.0
2022-12-27 13:00:00,2022-12-27 14:00:00,121.5,210.5,2.12,33.4,19.52,34.47,21.42,0.58,63.7,1.8,,,,,26.6,42.25,1.47,317.25,296.5,22.82,0.0
2022-12-27 14:00:00,2022-12-27 15:00:00,133.75,331.0,1.62,32.3,18.5,34.35,19.92,0.57,59.6,1.78,,,,,26.63,46.5,1.55,117.75,296.0,21.95,0.0
2022-12-27 15:00:00,2022-12-27 16:00:00,129.75,246.0,1.35,28.15,16.05,31.68,23.07,0.6,56.05,1.8,,,,,27.25,48.5,0.93,162.0,290.5,21.28,0.0
2022-12-27 16:00:00,2022-12-27 17:00:00,131.25,292.75,1.58,31.05,17.8,33.42,19.28,0.97,25.73,1.85,,,,,27.5,61.0,0.7,180.5,284.25,18.7,0.0
2022-12-27 17:00:00,2022-12-27 18:00:00,174.75,275.0,1.73,33.55,19.22,32.55,44.75,1.05,10.3,2.22,,,,,27.52,68.0,0.77,81.25,283.5,17.0,0.0
2022-12-27 18:00:00,2022-12-27 19:00:00,184.0,407.0,4.28,48.88,29.42,33.8,79.95,1.42,2.35,3.03,,,,,27.45,68.75,0.75,91.75,285.75,16.95,0.0
2022-12-27 19:00:00,2022-12-27 20:00:00,202.0,492.0,8.07,49.47,32.88,36.28,54.62,1.12,2.35,3.23,,,,,26.65,69.5,0.88,188.25,291.25,16.68,0.0
2022-12-27 20:00:00,2022-12-27 21:00:00,211.25,487.0,8.1,45.12,30.6,39.17,43.9,1.1,1.15,3.53,,,,,26.55,71.5,0.77,153.25,298.25,16.07,0.0
2022-12-27 21:00:00,2022-12-27 22:00:00,252.25,447.5,15.9,39.67,34.02,36.1,41.1,1.22,0.57,3.17,,,,,26.52,72.25,1.05,148.25,300.75,15.78,0.0
2022-12-27 22:00:00,2022-12-27 23:00:00,276.0,653.0,25.9,42.3,43.55,33.67,79.3,1.36,0.33,3.05,,,,,26.55,71.5,0.85,178.25,301.5,15.93,0.0
2022-12-27 23:00:00,2022-12-28 00:00:00,366.0,799.0,19.15,39.0,36.33,31.1,69.23,1.16,,2.9,,,,,27.07,73.0,0.93,93.5,296.75,15.38,0.0
2022-12-28 00:00:00,2022-12-28 01:00:00,368.5,751.75,18.73,34.67,33.7,28.45,53.3,1.12,1.2,2.65,,,,,27.4,73.25,0.9,203.75,288.5,14.95,0.0
2022-12-28 01:00:00,2022-12-28 02:00:00,346.25,493.0,8.12,31.45,23.32,28.27,69.92,0.89,0.53,3.55,,,,,27.4,71.5,1.1,229.0,287.5,14.83,0.0
2022-12-28 02:00:00,2022-12-28 03:00:00,245.0,519.0,7.03,31.73,22.57,27.38,75.57,0.75,1.6,2.53,,,,,27.4,70.75,0.93,216.75,287.0,14.78,0.0
2022-12-28 03:00:00,2022-12-28 04:00:00,488.0,,3.95,30.2,19.33,28.57,46.12,0.66,5.72,3.77,,,,,26.6,70.75,1.08,228.25,293.0,14.62,0.0
2022-12-28 04:00:00,2022-12-28 05:00:00,488.25,653.0,5.82,38.4,25.12,30.9,,0.83,1.85,2.17,,,,,26.5,69.75,0.97,206.5,300.25,14.62,0.0
2022-12-28 05:00:00,2022-12-28 06:00:00,455.0,673.0,6.85,35.42,24.42,30.3,197.62,1.89,0.7,3.0,,,,,26.5,71.0,0.95,209.5,302.25,13.8,0.0
2022-12-28 06:00:00,2022-12-28 07:00:00,409.0,831.0,5.27,35.63,23.27,27.73,186.13,1.2,88.25,2.68,,,,,26.5,70.75,1.03,223.25,302.5,13.2,0.0
2022-12-28 07:00:00,2022-12-28 08:00:00,315.0,610.0,5.25,30.8,20.65,23.0,83.7,0.51,7.75,1.45,,,,,27.07,65.0,0.82,235.25,297.25,13.85,0.0
2022-12-28 08:00:00,2022-12-28 09:00:00,308.0,582.5,9.18,37.35,27.3,23.05,129.68,1.11,10.45,1.38,,,,,27.38,59.25,1.02,227.25,291.0,15.38,0.0
2022-12-28 09:00:00,2022-12-28 10:00:00,292.5,424.0,7.22,38.45,26.3,24.82,103.17,0.76,18.6,1.4,,,,,27.4,55.25,1.08,237.25,289.5,17.5,0.0
