From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2020-03-06 18:00:00,2020-03-06 19:00:00,14.02,23.59,8.31,22.49,18.42,,16.54,0.54,35.14,3.65,4.2,10.77,20.62,99.13,0.53,45.16,7.9,15.32,13.08,0.0
2020-03-06 19:00:00,2020-03-06 20:00:00,11.69,21.7,7.1,21.97,17.18,,17.29,0.54,20.81,3.88,4.4,11.03,21.09,99.13,0.52,92.19,,15.51,13.12,0.0
2020-03-06 20:00:00,2020-03-06 21:00:00,13.08,18.01,6.26,21.34,16.17,,14.12,0.54,21.94,4.18,4.59,11.46,21.89,99.13,0.72,89.92,,15.82,12.93,0.0
2020-03-06 21:00:00,2020-03-06 22:00:00,14.09,16.73,6.34,20.18,15.62,,17.98,0.56,15.96,4.23,4.72,11.94,22.71,99.13,0.58,154.62,,16.15,13.04,0.0
2020-03-06 22:00:00,2020-03-06 23:00:00,18.67,20.77,6.78,20.43,16.11,,18.87,0.57,21.84,4.2,4.87,12.53,23.43,98.46,0.84,110.61,0.1,16.62,13.54,0.0
2020-03-06 23:00:00,2020-03-07 00:00:00,19.27,25.14,7.0,20.91,16.55,,19.21,0.56,24.4,4.38,4.97,12.66,23.55,96.85,1.15,103.65,0.17,16.72,13.99,0.0
2020-03-07 00:00:00,2020-03-07 01:00:00,22.22,28.39,7.89,20.54,17.06,,20.23,0.54,30.78,4.31,5.01,12.47,23.34,94.84,1.39,105.27,0.62,16.69,14.1,0.0
2020-03-07 01:00:00,2020-03-07 02:00:00,23.49,26.91,5.57,19.9,14.87,,19.33,0.52,47.23,4.03,4.99,12.57,23.28,92.88,2.16,109.44,0.8,16.73,14.1,0.0
2020-03-07 02:00:00,2020-03-07 03:00:00,22.31,22.42,2.5,19.36,12.12,,18.29,0.5,44.12,4.33,4.82,12.14,22.33,92.73,1.74,107.22,0.3,16.16,13.86,0.0
2020-03-07 03:00:00,2020-03-07 04:00:00,23.78,27.67,1.94,18.89,11.43,,18.13,0.49,31.73,3.95,4.72,11.64,21.59,94.76,1.12,94.21,,15.75,13.31,0.0
2020-03-07 04:00:00,2020-03-07 05:00:00,24.54,27.75,2.43,18.74,11.75,,15.19,0.48,27.34,3.94,4.74,11.7,21.91,95.43,1.04,112.26,,15.82,13.07,0.0
2020-03-07 05:00:00,2020-03-07 06:00:00,,,6.71,18.32,14.95,,18.99,0.5,10.17,4.22,4.81,11.86,22.45,95.36,0.65,144.98,,16.05,13.16,0.0
2020-03-07 06:00:00,2020-03-07 07:00:00,36.38,42.04,18.06,19.08,24.45,,19.87,0.52,4.75,3.99,4.89,11.92,22.83,95.88,0.6,191.76,1.97,16.25,13.2,0.0
2020-03-07 07:00:00,2020-03-07 08:00:00,38.7,56.71,28.48,18.64,32.58,,20.72,0.55,4.54,4.12,5.02,12.03,23.19,95.43,0.86,188.41,29.85,16.57,13.61,0.0
2020-03-07 08:00:00,2020-03-07 09:00:00,41.75,71.94,33.42,18.08,36.25,,18.05,0.59,16.5,4.53,5.15,12.24,23.75,89.28,1.53,173.73,200.32,16.94,14.93,0.0
2020-03-07 09:00:00,2020-03-07 10:00:00,50.16,74.06,31.29,18.64,34.83,,21.69,0.64,18.18,4.86,5.25,12.51,24.61,88.6,1.32,177.22,124.55,17.42,15.32,0.0
2020-03-07 10:00:00,2020-03-07 11:00:00,60.62,74.55,31.36,18.66,34.9,,22.75,0.68,16.87,5.03,5.39,12.87,25.58,81.43,1.42,154.96,366.73,17.97,16.78,0.0
2020-03-07 11:00:00,2020-03-07 12:00:00,65.11,73.65,31.56,19.04,35.26,,23.91,0.71,17.23,5.21,5.54,13.05,25.81,74.06,1.24,162.62,609.48,18.27,18.47,0.0
2020-03-07 12:00:00,2020-03-07 13:00:00,67.11,82.47,29.48,19.55,33.85,,21.44,0.68,40.97,5.37,5.7,13.46,26.88,66.43,1.05,144.0,596.8,18.93,20.01,0.0
2020-03-07 13:00:00,2020-03-07 14:00:00,62.45,85.4,25.73,20.24,31.21,,24.77,0.68,38.11,5.6,5.82,13.87,28.16,65.91,0.8,166.53,393.13,19.65,20.4,0.0
2020-03-07 14:00:00,2020-03-07 15:00:00,61.2,89.49,22.41,20.73,28.8,,25.29,0.68,46.95,5.44,5.93,14.33,29.53,66.26,0.83,149.54,269.32,20.39,20.19,0.0
2020-03-07 15:00:00,2020-03-07 16:00:00,63.77,88.09,18.97,23.09,27.27,,25.97,0.67,42.94,5.6,6.01,14.65,30.58,66.05,0.94,137.95,122.88,21.08,20.09,0.0
2020-03-07 16:00:00,2020-03-07 17:00:00,61.24,92.23,18.53,23.81,27.3,,21.34,0.69,37.44,5.65,6.09,14.73,30.65,63.97,0.92,161.59,311.45,21.11,20.65,0.0
2020-03-07 17:00:00,2020-03-07 18:00:00,55.98,100.08,21.26,24.1,29.65,,26.6,0.75,23.98,5.91,6.24,15.18,31.75,65.06,0.79,179.2,116.3,21.63,20.56,0.0
2020-03-07 18:00:00,2020-03-07 19:00:00,51.59,104.23,23.95,23.68,31.57,,27.15,0.84,27.17,5.98,6.36,15.67,33.03,80.88,0.72,55.66,1.8,22.31,17.78,0.0
2020-03-07 19:00:00,2020-03-07 20:00:00,46.83,102.65,19.68,22.66,27.62,,26.54,0.85,17.53,6.22,6.31,15.38,31.83,90.58,0.69,137.17,0.2,21.76,16.88,0.0
2020-03-07 20:00:00,2020-03-07 21:00:00,59.24,102.14,20.37,22.57,28.13,,21.37,0.88,3.91,6.45,6.2,15.27,31.02,97.51,0.65,140.81,0.3,21.33,16.16,0.0
2020-03-07 21:00:00,2020-03-07 22:00:00,72.99,92.49,21.99,21.33,28.78,,24.32,0.9,1.41,6.67,6.12,15.91,31.13,99.13,0.57,35.73,,22.37,15.05,0.0
2020-03-07 22:00:00,2020-03-07 23:00:00,81.52,90.92,21.48,19.79,27.57,,23.93,0.89,1.98,6.88,6.07,17.03,31.53,99.13,0.41,183.1,,24.81,14.41,0.0
2020-03-07 23:00:00,2020-03-08 00:00:00,88.22,96.95,31.7,18.18,34.92,,23.76,0.92,,6.61,6.03,17.7,31.52,99.13,0.48,226.35,,26.26,14.07,0.0
2020-03-08 00:00:00,2020-03-08 01:00:00,92.36,107.38,37.5,16.03,38.45,,22.36,1.03,,6.85,5.97,17.69,31.01,99.13,0.65,96.59,,25.72,13.68,0.0
2020-03-08 01:00:00,2020-03-08 02:00:00,96.95,110.54,36.92,16.65,38.31,,22.95,1.05,0.35,7.13,5.91,17.77,30.83,99.13,0.43,220.49,,24.99,13.65,0.0
2020-03-08 02:00:00,2020-03-08 03:00:00,100.84,113.69,49.37,14.91,47.38,,22.67,1.05,,7.09,5.81,17.8,30.58,99.13,0.57,67.33,,23.95,12.83,0.0
2020-03-08 03:00:00,2020-03-08 04:00:00,98.62,113.79,73.25,11.62,64.81,,21.87,1.08,,7.14,5.73,18.01,30.37,99.13,0.46,120.51,0.1,23.88,12.7,0.0
2020-03-08 04:00:00,2020-03-08 05:00:00,97.04,117.74,90.12,10.44,77.72,,17.28,1.0,0.48,7.05,5.65,17.93,30.26,99.13,0.77,196.39,,23.32,12.94,0.0
2020-03-08 05:00:00,2020-03-08 06:00:00,89.39,111.66,88.57,10.58,76.56,,21.9,0.96,0.63,7.11,5.6,17.45,30.0,99.13,0.67,189.64,,22.6,12.33,0.0
2020-03-08 06:00:00,2020-03-08 07:00:00,81.48,90.94,83.93,10.85,72.98,,21.52,0.92,0.24,6.9,5.48,16.73,29.38,99.13,0.58,242.05,4.8,21.79,11.77,0.0
2020-03-08 07:00:00,2020-03-08 08:00:00,73.89,77.46,84.82,10.61,73.56,,21.26,0.92,0.08,6.86,5.38,16.09,28.6,99.13,0.78,177.33,62.05,21.01,12.05,0.0
2020-03-08 08:00:00,2020-03-08 09:00:00,69.95,72.32,85.05,10.36,73.62,,17.82,0.94,1.41,7.01,5.33,15.6,28.0,99.13,0.53,196.46,274.9,20.57,13.53,0.0
2020-03-08 09:00:00,2020-03-08 10:00:00,79.79,83.63,77.46,12.21,68.49,,22.36,0.99,7.85,7.24,5.33,15.44,27.95,94.31,0.97,239.34,615.62,20.39,17.09,0.0
2020-03-08 10:00:00,2020-03-08 11:00:00,,,65.97,15.79,61.15,,24.18,1.0,26.91,7.6,5.58,16.1,29.68,65.76,1.07,258.7,708.65,21.37,20.62,0.0
2020-03-08 11:00:00,2020-03-08 12:00:00,104.26,117.01,54.89,18.24,53.54,,25.83,1.01,33.06,7.73,5.84,16.87,32.07,52.33,1.12,258.53,813.92,22.74,22.23,0.0
2020-03-08 12:00:00,2020-03-08 13:00:00,84.13,116.99,46.48,20.11,47.78,,22.06,0.99,53.14,7.66,6.17,17.72,34.53,43.28,1.18,278.74,636.1,24.09,23.08,0.0
2020-03-08 13:00:00,2020-03-08 14:00:00,56.17,104.97,36.12,21.3,40.1,,27.33,0.95,71.04,7.84,6.44,18.49,37.3,37.2,1.02,295.91,792.6,25.46,23.95,0.0
2020-03-08 14:00:00,2020-03-08 15:00:00,37.28,90.38,22.05,23.63,30.03,,26.63,0.87,79.08,7.43,6.41,18.45,37.98,36.62,1.23,297.07,761.92,25.64,24.04,0.0
2020-03-08 15:00:00,2020-03-08 16:00:00,39.28,93.25,11.67,25.93,22.91,,26.6,0.83,75.56,6.92,6.28,18.21,38.0,42.19,1.22,278.72,610.2,25.52,24.2,0.0
2020-03-08 16:00:00,2020-03-08 17:00:00,48.57,87.64,6.0,26.47,18.64,,22.01,0.79,94.75,6.95,6.32,18.49,39.27,44.55,1.12,299.79,373.62,26.2,23.21,0.0
2020-03-08 17:00:00,2020-03-08 18:00:00,45.77,82.44,1.55,24.97,14.29,,25.36,0.75,82.52,6.82,6.24,18.25,38.97,47.03,0.89,300.53,149.97,26.05,22.09,0.0
2020-03-08 18:00:00,2020-03-08 19:00:00,44.18,65.87,0.41,23.3,12.5,,25.7,0.72,68.38,6.67,6.2,17.84,37.69,56.91,0.69,328.84,7.55,25.26,19.61,0.0
2020-03-08 19:00:00,2020-03-08 20:00:00,44.92,58.88,0.17,22.11,11.69,,25.65,0.72,41.64,6.47,6.17,17.4,36.28,67.39,0.42,337.51,,24.51,17.41,0.0
2020-03-08 20:00:00,2020-03-08 21:00:00,42.03,60.59,1.04,22.52,12.6,,20.42,0.73,14.82,6.1,6.03,16.61,34.12,71.92,0.55,229.09,,23.29,16.54,0.0
2020-03-08 21:00:00,2020-03-08 22:00:00,47.08,77.46,2.84,23.12,14.36,,23.91,0.77,9.15,6.32,5.93,16.24,33.1,76.81,0.51,338.84,,22.58,15.93,0.0
2020-03-08 22:00:00,2020-03-08 23:00:00,51.07,78.24,3.83,22.7,14.94,,23.09,0.78,10.96,6.16,5.81,15.95,32.41,79.25,0.56,339.22,,22.11,15.62,0.0
2020-03-08 23:00:00,2020-03-09 00:00:00,53.71,81.25,4.4,22.07,15.06,,22.8,0.77,12.25,6.07,5.73,15.76,32.0,76.4,0.61,314.61,,21.72,15.79,0.0
2020-03-09 00:00:00,2020-03-09 01:00:00,58.9,87.38,7.71,21.59,17.46,,20.8,0.76,8.56,5.97,5.72,15.48,31.33,79.03,0.72,287.83,,21.35,15.4,0.0
2020-03-09 01:00:00,2020-03-09 02:00:00,73.63,98.02,16.49,20.71,24.04,,23.01,0.79,5.02,6.12,5.71,15.25,30.75,83.78,0.79,291.02,,21.07,14.77,0.0
2020-03-09 02:00:00,2020-03-09 03:00:00,109.21,121.06,16.73,20.09,23.91,,22.97,0.78,14.34,6.11,5.68,14.99,30.18,86.47,0.82,296.6,,20.73,14.62,0.0
2020-03-09 03:00:00,2020-03-09 04:00:00,124.02,124.61,14.84,20.24,22.48,,22.8,0.76,16.55,6.06,5.64,14.75,29.61,88.36,0.79,297.24,,20.43,14.37,0.0
2020-03-09 04:00:00,2020-03-09 05:00:00,,,13.97,20.23,21.77,,18.91,0.73,9.75,6.05,5.58,14.41,28.87,92.9,0.7,302.67,,20.0,13.31,0.0
2020-03-09 05:00:00,2020-03-09 06:00:00,,,14.78,20.09,22.35,,21.63,0.73,4.35,5.87,5.49,14.05,28.32,93.05,0.78,284.82,,19.67,12.99,0.0
2020-03-09 06:00:00,2020-03-09 07:00:00,,,17.45,19.68,24.27,,21.07,0.72,4.84,6.05,5.41,13.8,28.07,94.78,0.85,284.46,7.75,19.4,12.56,0.0
2020-03-09 07:00:00,2020-03-09 08:00:00,,,21.95,18.58,27.31,,20.96,0.75,2.81,6.05,5.34,13.57,27.93,89.75,1.09,270.62,109.3,19.24,13.58,0.0
2020-03-09 08:00:00,2020-03-09 09:00:00,,,25.98,19.25,30.9,,16.86,0.78,16.28,6.13,5.38,13.67,28.26,75.69,1.03,281.21,386.17,19.47,16.02,0.0
2020-03-09 09:00:00,2020-03-09 10:00:00,133.08,139.44,22.93,19.8,28.73,,22.66,0.79,28.98,6.35,5.42,13.81,28.51,62.44,1.15,283.1,601.2,19.65,18.21,0.0
2020-03-09 10:00:00,2020-03-09 11:00:00,122.0,131.74,19.47,20.9,26.54,,23.48,0.8,44.47,6.46,5.46,14.17,29.46,56.69,1.3,280.09,739.6,20.34,20.06,0.0
2020-03-09 11:00:00,2020-03-09 12:00:00,105.01,142.24,14.69,22.33,23.45,,23.73,0.79,53.11,6.41,5.51,14.65,30.95,44.57,1.41,277.62,858.88,21.15,22.2,0.0
2020-03-09 12:00:00,2020-03-09 13:00:00,76.75,126.11,11.64,22.0,20.83,,19.37,0.75,59.0,6.29,5.55,15.04,32.5,36.5,1.52,284.7,690.05,21.98,23.15,0.0
2020-03-09 13:00:00,2020-03-09 14:00:00,65.23,116.0,3.8,21.91,10.24,,17.29,0.26,60.28,2.86,2.49,6.99,15.52,36.06,1.37,287.01,731.4,10.38,23.57,0.0
2020-03-09 14:00:00,2020-03-09 15:00:00,,,0.71,18.54,10.19,,,0.35,,2.86,1.08,4.85,11.43,26.74,1.49,279.2,583.53,6.04,18.11,0.0
2020-03-09 15:00:00,2020-03-09 16:00:00,,,3.45,15.41,10.81,,4.23,0.4,51.17,3.1,1.82,7.19,17.3,36.85,1.67,268.83,649.73,11.63,23.74,0.0
2020-03-09 16:00:00,2020-03-09 17:00:00,,,3.92,17.18,12.12,,7.32,0.43,53.45,3.57,2.72,9.65,23.02,37.27,1.38,273.93,439.45,15.97,23.33,0.0
2020-03-09 17:00:00,2020-03-09 18:00:00,88.46,105.41,4.23,19.88,13.78,,12.87,0.48,54.03,3.97,3.17,10.52,24.9,39.48,1.16,282.34,169.07,17.09,22.11,0.0
2020-03-09 18:00:00,2020-03-09 19:00:00,78.29,107.12,4.84,22.55,15.66,,15.84,0.52,41.8,4.31,3.74,11.6,26.65,46.43,0.65,311.46,7.55,18.35,19.57,0.0
2020-03-09 19:00:00,2020-03-09 20:00:00,61.5,105.06,4.99,23.27,16.16,,17.98,0.55,37.68,4.22,4.12,12.05,26.94,54.45,0.51,257.79,,18.61,17.8,0.0
2020-03-09 20:00:00,2020-03-09 21:00:00,54.68,98.35,5.3,22.77,16.14,,16.19,0.59,18.85,4.44,4.4,12.23,26.54,61.54,0.59,90.04,,18.44,16.66,0.0
2020-03-09 21:00:00,2020-03-09 22:00:00,56.11,97.86,5.01,21.87,15.44,,17.91,0.64,32.66,4.62,4.5,12.07,25.66,64.62,0.5,181.94,,17.93,15.81,0.0
2020-03-09 22:00:00,2020-03-09 23:00:00,62.79,99.01,5.42,20.72,15.17,,17.76,0.68,17.14,4.75,4.52,11.9,25.0,69.78,0.48,112.03,,17.52,15.13,0.0
2020-03-09 23:00:00,2020-03-10 00:00:00,69.65,104.94,18.41,20.01,25.22,,17.55,0.76,0.06,5.08,4.56,11.96,25.01,84.1,0.49,62.75,,17.4,13.42,0.0
2020-03-10 00:00:00,2020-03-10 01:00:00,74.06,119.03,28.15,18.21,32.11,,16.22,0.82,,5.24,4.56,12.01,24.83,90.87,0.28,49.92,,17.45,12.21,0.0
2020-03-10 01:00:00,2020-03-10 02:00:00,94.25,127.44,28.92,17.36,32.27,,17.81,0.87,11.36,5.3,4.53,11.98,24.31,83.51,0.51,258.63,,17.44,13.41,0.0
2020-03-10 02:00:00,2020-03-10 03:00:00,113.44,134.56,22.56,17.36,27.16,,17.8,0.87,11.19,5.5,4.54,11.86,23.78,89.5,0.41,182.96,,17.16,12.48,0.0
2020-03-10 03:00:00,2020-03-10 04:00:00,,,17.58,16.96,22.96,,17.47,0.87,10.04,5.7,4.51,11.67,23.2,91.92,0.77,112.25,,16.71,12.12,0.0
2020-03-10 04:00:00,2020-03-10 05:00:00,,,13.3,17.22,19.66,,13.74,0.85,7.79,5.83,4.41,11.4,22.46,92.69,1.03,37.7,,16.18,11.84,0.0
2020-03-10 05:00:00,2020-03-10 06:00:00,,,12.76,17.08,19.16,,16.77,0.85,3.36,5.82,4.29,10.95,21.47,95.21,0.63,102.41,,15.64,11.23,0.0
2020-03-10 06:00:00,2020-03-10 07:00:00,,,16.7,16.43,21.98,,16.45,0.84,0.94,6.21,4.29,10.84,21.39,96.82,0.66,87.8,8.55,15.49,10.68,0.0
2020-03-10 07:00:00,2020-03-10 08:00:00,137.08,137.46,21.11,15.7,25.12,,16.04,0.85,3.13,6.28,4.28,10.78,21.5,87.44,0.85,35.09,125.72,15.42,12.95,0.0
2020-03-10 08:00:00,2020-03-10 09:00:00,137.08,137.46,16.91,16.73,22.3,,13.12,0.85,32.14,6.33,4.27,10.71,21.46,68.67,0.78,109.44,389.12,15.31,17.49,0.0
2020-03-10 09:00:00,2020-03-10 10:00:00,,,9.87,19.04,17.86,,18.07,0.84,66.48,6.47,4.35,10.96,21.79,50.91,0.74,54.86,579.92,15.62,20.52,0.0
2020-03-10 10:00:00,2020-03-10 11:00:00,,,4.21,20.25,13.95,,19.26,0.81,80.32,6.23,4.43,11.3,22.51,36.06,0.69,163.0,716.52,16.19,22.34,0.0
2020-03-10 11:00:00,2020-03-10 12:00:00,,,1.0,20.34,11.43,,20.29,0.77,93.15,6.1,4.58,11.88,24.25,47.97,1.42,154.9,747.18,17.22,22.39,0.0
2020-03-10 12:00:00,2020-03-10 13:00:00,,,0.05,20.57,10.52,,17.39,0.79,106.88,6.03,4.68,12.47,26.12,45.01,1.13,167.99,660.1,18.24,23.07,0.0
2020-03-10 13:00:00,2020-03-10 14:00:00,,,,19.81,10.06,,21.81,0.79,105.91,6.4,4.94,13.21,28.14,39.9,1.09,150.68,660.85,19.42,23.69,0.0
2020-03-10 14:00:00,2020-03-10 15:00:00,,,,19.68,10.06,,23.41,0.79,96.33,6.41,5.26,13.93,30.14,39.92,1.1,160.44,463.13,20.48,23.76,0.0
2020-03-10 15:00:00,2020-03-10 16:00:00,,,0.18,19.73,10.39,,25.23,0.78,87.94,6.5,5.57,14.77,32.31,40.36,1.32,156.29,290.57,21.69,23.36,0.0
2020-03-10 16:00:00,2020-03-10 17:00:00,,,0.1,20.08,10.5,,20.5,0.77,93.51,6.66,5.78,15.26,33.56,40.02,1.41,142.41,275.45,22.34,22.89,0.0
2020-03-10 17:00:00,2020-03-10 18:00:00,,,0.42,20.43,11.01,,23.91,0.76,74.38,6.27,5.79,15.33,33.84,42.35,1.14,157.15,106.65,22.52,22.38,0.0
2020-03-10 18:00:00,2020-03-10 19:00:00,,,1.11,20.45,11.58,,24.22,0.76,58.4,6.29,5.89,15.5,34.32,55.56,0.6,190.09,4.7,22.79,19.92,0.0
2020-03-10 19:00:00,2020-03-10 20:00:00,,,1.37,19.91,11.5,,24.37,0.74,37.84,6.0,5.9,15.27,33.33,66.78,0.57,139.15,,22.22,18.44,0.0
2020-03-10 20:00:00,2020-03-10 21:00:00,,,2.94,20.23,12.93,,19.69,0.75,14.41,5.9,5.85,14.96,32.09,70.97,0.78,208.9,,21.54,18.4,0.0
2020-03-10 21:00:00,2020-03-10 22:00:00,,,2.98,19.32,12.48,,24.0,0.76,30.02,6.18,5.75,14.57,30.83,87.89,0.59,192.11,,20.84,16.26,0.0
2020-03-10 22:00:00,2020-03-10 23:00:00,,,2.5,18.72,11.78,,23.35,0.72,19.4,5.85,5.51,13.82,28.96,88.24,0.74,158.82,0.15,19.86,16.49,0.0
2020-03-10 23:00:00,2020-03-11 00:00:00,69.07,12.74,2.53,17.91,11.38,,22.96,0.71,22.95,5.77,5.42,13.53,28.22,87.62,0.63,42.32,,19.42,16.21,0.0
2020-03-11 00:00:00,2020-03-11 01:00:00,,,2.93,18.11,11.8,,21.37,0.62,24.7,5.86,5.31,13.23,27.56,81.15,0.57,129.55,0.4,18.99,16.26,0.0
2020-03-11 01:00:00,2020-03-11 02:00:00,,,3.21,17.39,11.66,,21.68,0.64,14.46,5.6,5.23,13.05,27.11,87.7,0.75,147.89,,18.68,15.29,0.0
2020-03-11 02:00:00,2020-03-11 03:00:00,,,4.03,17.12,12.18,,21.4,0.65,9.93,5.82,5.21,12.94,26.6,82.89,0.43,115.97,,18.46,15.65,0.0
2020-03-11 03:00:00,2020-03-11 04:00:00,,,5.51,17.46,13.54,,21.74,0.66,17.01,5.78,5.24,13.04,26.6,81.85,0.95,185.93,,18.57,16.17,0.0
2020-03-11 04:00:00,2020-03-11 05:00:00,,,5.06,17.32,13.11,,18.86,0.65,21.64,5.9,5.31,13.25,26.86,92.47,0.98,63.31,,18.69,14.98,0.0
2020-03-11 05:00:00,2020-03-11 06:00:00,,,3.64,17.17,11.89,,21.61,0.64,37.16,5.91,5.2,13.02,26.07,89.76,1.17,77.41,,18.26,14.98,0.0
2020-03-11 06:00:00,2020-03-11 07:00:00,,,2.15,17.16,10.69,,21.19,0.64,37.41,6.33,5.14,12.72,25.22,89.75,0.74,80.4,8.1,17.89,14.86,0.0
