From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Xylene (ug/m3)
2020-11-15 02:00:00,2020-11-15 03:00:00,225.89,399.87,9.94,22.77,32.7,,2.5,3.56,,,1.47,
2020-11-15 03:00:00,2020-11-15 04:00:00,170.73,302.34,9.79,20.27,30.06,,3.0,3.41,,,1.48,
2020-11-15 04:00:00,2020-11-15 05:00:00,132.55,233.62,9.0,18.36,27.36,,3.75,3.1,,,1.49,
2020-11-15 05:00:00,2020-11-15 06:00:00,105.1,184.57,6.21,14.98,21.19,,4.0,3.01,,,1.5,
2020-11-15 06:00:00,2020-11-15 07:00:00,81.76,143.13,10.83,18.15,28.98,,3.75,3.07,,,1.52,
2020-11-15 07:00:00,2020-11-15 08:00:00,74.12,129.79,11.03,19.05,30.07,,4.0,2.92,,,1.53,
2020-11-15 08:00:00,2020-11-15 09:00:00,75.02,131.19,6.71,12.9,19.62,,7.25,3.14,,,1.54,
2020-11-15 09:00:00,2020-11-15 10:00:00,61.01,105.95,6.95,12.77,19.73,,15.75,2.78,,,1.5,
2020-11-15 10:00:00,2020-11-15 11:00:00,56.5,98.17,5.04,11.06,16.11,,24.5,2.52,,,1.15,
2020-11-15 11:00:00,2020-11-15 12:00:00,46.59,80.49,5.46,10.36,15.82,,28.5,2.4,,,1.32,
2020-11-15 12:00:00,2020-11-15 13:00:00,38.76,66.39,5.71,10.21,15.93,,26.75,2.08,,,0.98,
2020-11-15 13:00:00,2020-11-15 14:00:00,30.58,51.9,5.57,9.84,15.42,,28.25,1.8,,,1.21,
2020-11-15 14:00:00,2020-11-15 15:00:00,24.03,40.23,4.52,9.19,13.7,,27.25,1.56,,,0.89,
2020-11-15 15:00:00,2020-11-15 16:00:00,22.01,36.59,5.27,9.21,14.48,,27.75,1.41,,,1.12,
2020-11-15 16:00:00,2020-11-15 17:00:00,17.23,28.17,6.36,9.46,15.83,,28.5,1.09,,,1.11,
2020-11-15 17:00:00,2020-11-15 18:00:00,25.05,42.08,5.29,10.38,15.67,,24.25,0.94,,,1.08,
2020-11-15 18:00:00,2020-11-15 19:00:00,29.78,50.55,5.09,18.54,23.63,,15.25,0.94,,,1.07,
2020-11-15 19:00:00,2020-11-15 20:00:00,40.98,70.39,8.34,28.86,37.2,,9.0,1.11,,,1.1,
2020-11-15 20:00:00,2020-11-15 21:00:00,70.41,123.04,6.31,21.96,28.27,,10.5,1.75,,,0.65,
2020-11-15 21:00:00,2020-11-15 22:00:00,77.91,136.43,17.81,32.46,50.26,,6.0,1.96,,,1.11,
2020-11-15 22:00:00,2020-11-15 23:00:00,107.0,190.41,29.83,36.47,66.31,,4.75,2.3,,,1.23,
2020-11-15 23:00:00,2020-11-16 00:00:00,141.06,248.13,14.07,27.39,41.46,,4.0,3.2,,,1.32,
2020-11-16 00:00:00,2020-11-16 01:00:00,137.39,242.65,9.79,23.18,32.97,,4.0,3.43,,,1.39,
2020-11-16 01:00:00,2020-11-16 02:00:00,115.2,203.48,9.26,19.39,28.66,,4.0,3.66,,,1.42,
2020-11-16 02:00:00,2020-11-16 03:00:00,94.92,168.13,9.73,18.77,28.51,,4.0,3.65,,,1.45,
2020-11-16 03:00:00,2020-11-16 04:00:00,86.61,151.89,12.03,16.65,28.68,,4.0,3.73,,,0.86,
2020-11-16 04:00:00,2020-11-16 05:00:00,83.38,146.26,11.67,13.67,25.32,,4.0,3.84,,,1.55,
2020-11-16 05:00:00,2020-11-16 06:00:00,82.66,144.94,9.94,14.62,24.56,,4.0,3.71,,,1.66,
2020-11-16 06:00:00,2020-11-16 07:00:00,68.91,120.28,8.29,12.88,21.17,,4.75,3.73,,,1.68,
2020-11-16 07:00:00,2020-11-16 08:00:00,63.77,111.25,9.79,13.81,23.6,,5.5,3.54,,,1.25,
2020-11-16 08:00:00,2020-11-16 09:00:00,67.71,118.27,8.4,12.2,20.59,,9.75,3.28,,,1.62,
2020-11-16 09:00:00,2020-11-16 10:00:00,55.92,98.27,6.53,11.11,17.64,,18.5,3.17,,,1.57,
2020-11-16 10:00:00,2020-11-16 11:00:00,47.15,81.53,6.58,9.49,15.96,,25.25,2.91,,,1.5,
2020-11-16 11:00:00,2020-11-16 12:00:00,35.24,60.34,6.61,9.22,15.77,,28.75,2.44,,,1.41,
2020-11-16 12:00:00,2020-11-16 13:00:00,36.5,62.52,8.43,10.33,18.73,,31.0,2.07,,,1.07,
2020-11-16 13:00:00,2020-11-16 14:00:00,33.92,57.94,6.38,8.89,15.18,,29.25,1.62,,,1.22,
2020-11-16 14:00:00,2020-11-16 15:00:00,31.16,52.95,5.41,8.71,14.09,,29.5,1.43,,,0.66,
2020-11-16 15:00:00,2020-11-16 16:00:00,28.19,47.74,6.65,9.79,16.44,,29.25,1.28,,,1.15,
2020-11-16 16:00:00,2020-11-16 17:00:00,28.56,48.34,7.98,9.62,17.59,,25.0,1.17,,,1.11,
2020-11-16 17:00:00,2020-11-16 18:00:00,26.76,45.13,6.21,13.02,19.23,,20.25,1.07,,,1.08,
2020-11-16 18:00:00,2020-11-16 19:00:00,27.26,46.01,7.24,21.35,28.56,,10.75,1.02,,,1.07,
2020-11-16 19:00:00,2020-11-16 20:00:00,37.91,65.11,20.83,34.32,55.16,,5.0,1.2,,,1.08,
2020-11-16 20:00:00,2020-11-16 21:00:00,69.24,121.79,16.4,30.22,46.62,,4.0,1.71,,,1.12,
2020-11-16 21:00:00,2020-11-16 22:00:00,,,,,,,,,,,,
2020-11-16 22:00:00,2020-11-16 23:00:00,,,,,,,,,,,,
2020-11-16 23:00:00,2020-11-17 00:00:00,,,,,,,,,,,,
2020-11-17 00:00:00,2020-11-17 01:00:00,,,,,,,,,,,,
2020-11-17 01:00:00,2020-11-17 02:00:00,,,,,,,,,,,,
2020-11-17 02:00:00,2020-11-17 03:00:00,,,,,,,,,,,,
2020-11-17 03:00:00,2020-11-17 04:00:00,,,,,,,,,,,,
2020-11-17 04:00:00,2020-11-17 05:00:00,,,,,,,,,,,,
2020-11-17 05:00:00,2020-11-17 06:00:00,,,,,,,,,,,,
2020-11-17 06:00:00,2020-11-17 07:00:00,,,,,,,,,,,,
2020-11-17 07:00:00,2020-11-17 08:00:00,,,,,,,,,,,,
2020-11-17 08:00:00,2020-11-17 09:00:00,,,,,,,,,,,,
2020-11-17 09:00:00,2020-11-17 10:00:00,,,,,,,,,,,,
2020-11-17 10:00:00,2020-11-17 11:00:00,,,,,,,,,,,,
2020-11-17 11:00:00,2020-11-17 12:00:00,,,,,,,,,,,,
2020-11-17 12:00:00,2020-11-17 13:00:00,,,,,,,,,,,,
2020-11-17 13:00:00,2020-11-17 14:00:00,,,,,,,,,,,,
2020-11-17 14:00:00,2020-11-17 15:00:00,,,,,,,,,,,,
2020-11-17 15:00:00,2020-11-17 16:00:00,,,,,,,,,,,,
2020-11-17 16:00:00,2020-11-17 17:00:00,,,,,,,,,,,,
2020-11-17 17:00:00,2020-11-17 18:00:00,,,,,,,,,,,,
2020-11-17 18:00:00,2020-11-17 19:00:00,,,,,,,,,,,,
2020-11-17 19:00:00,2020-11-17 20:00:00,,,,,,,,,,,,
2020-11-17 20:00:00,2020-11-17 21:00:00,,,,,,,,,,,,
2020-11-17 21:00:00,2020-11-17 22:00:00,,,,,,,,,,,,
2020-11-17 22:00:00,2020-11-17 23:00:00,,,,,,,,,,,,
2020-11-17 23:00:00,2020-11-18 00:00:00,,,,,,,,,,,,
2020-11-18 00:00:00,2020-11-18 01:00:00,,,,,,,,,,,,
2020-11-18 01:00:00,2020-11-18 02:00:00,,,,,,,,,,,,
2020-11-18 02:00:00,2020-11-18 03:00:00,,,,,,,,,,,,
2020-11-18 03:00:00,2020-11-18 04:00:00,,,,,,,,,,,,
2020-11-18 04:00:00,2020-11-18 05:00:00,,,,,,,,,,,,
2020-11-18 05:00:00,2020-11-18 06:00:00,,,,,,,,,,,,
2020-11-18 06:00:00,2020-11-18 07:00:00,,,,,,,,,,,,
2020-11-18 07:00:00,2020-11-18 08:00:00,,,,,,,,,,,,
2020-11-18 08:00:00,2020-11-18 09:00:00,,,,,,,,,,,,
2020-11-18 09:00:00,2020-11-18 10:00:00,,,,,,,,,,,,
2020-11-18 10:00:00,2020-11-18 11:00:00,,,,,,,,,,,,
2020-11-18 11:00:00,2020-11-18 12:00:00,,,,,,,,,,,,
2020-11-18 12:00:00,2020-11-18 13:00:00,,,,,,,,,,,,
2020-11-18 13:00:00,2020-11-18 14:00:00,,,,,,,,,,,,
2020-11-18 14:00:00,2020-11-18 15:00:00,,,,,,,,,,,,
2020-11-18 15:00:00,2020-11-18 16:00:00,,,,,,,,,,,,
2020-11-18 16:00:00,2020-11-18 17:00:00,,,,,,,,,,,,
2020-11-18 17:00:00,2020-11-18 18:00:00,,,,,,,,,,,,
2020-11-18 18:00:00,2020-11-18 19:00:00,,,,,,,,,,,,
2020-11-18 19:00:00,2020-11-18 20:00:00,,,,,,,,,,,,
2020-11-18 20:00:00,2020-11-18 21:00:00,,,,,,,,,,,,
2020-11-18 21:00:00,2020-11-18 22:00:00,,,,,,,,,,,,
2020-11-18 22:00:00,2020-11-18 23:00:00,,,,,,,,,,,,
2020-11-18 23:00:00,2020-11-19 00:00:00,,,,,,,,,,,,
2020-11-19 00:00:00,2020-11-19 01:00:00,,,,,,,,,,,,
2020-11-19 01:00:00,2020-11-19 02:00:00,,,,,,,,,,,,
2020-11-19 02:00:00,2020-11-19 03:00:00,,,,,,,,,,,,
2020-11-19 03:00:00,2020-11-19 04:00:00,,,,,,,,,,,,
2020-11-19 04:00:00,2020-11-19 05:00:00,,,,,,,,,,,,
2020-11-19 05:00:00,2020-11-19 06:00:00,,,,,,,,,,,,
2020-11-19 06:00:00,2020-11-19 07:00:00,,,,,,,,,,,,
2020-11-19 07:00:00,2020-11-19 08:00:00,,,,,,,,,,,,
2020-11-19 08:00:00,2020-11-19 09:00:00,,,,,,,,,,,,
2020-11-19 09:00:00,2020-11-19 10:00:00,,,,,,,,,,,,
2020-11-19 10:00:00,2020-11-19 11:00:00,,,,,,,,,,,,
2020-11-19 11:00:00,2020-11-19 12:00:00,,,,,,,,,,,,
2020-11-19 12:00:00,2020-11-19 13:00:00,,,,,,,,,,,,
2020-11-19 13:00:00,2020-11-19 14:00:00,,,,,,,,,,,,
2020-11-19 14:00:00,2020-11-19 15:00:00,,,,,,,,,,,,
2020-11-19 15:00:00,2020-11-19 16:00:00,,,,,,,,,,,,
2020-11-19 16:00:00,2020-11-19 17:00:00,,,,,,,,,,,,
2020-11-19 17:00:00,2020-11-19 18:00:00,,,,,,,,,,,,
2020-11-19 18:00:00,2020-11-19 19:00:00,,,,,,,,,,,,
2020-11-19 19:00:00,2020-11-19 20:00:00,,,,,,,,,,,,
2020-11-19 20:00:00,2020-11-19 21:00:00,,,,,,,,,,,,
2020-11-19 21:00:00,2020-11-19 22:00:00,,,,,,,,,,,,
2020-11-19 22:00:00,2020-11-19 23:00:00,,,,,,,,,,,,
2020-11-19 23:00:00,2020-11-20 00:00:00,,,,,,,,,,,,
2020-11-20 00:00:00,2020-11-20 01:00:00,,,,,,,,,,,,
2020-11-20 01:00:00,2020-11-20 02:00:00,,,,,,,,,,,,
2020-11-20 02:00:00,2020-11-20 03:00:00,,,,,,,,,,,,
2020-11-20 03:00:00,2020-11-20 04:00:00,,,,,,,,,,,,
2020-11-20 04:00:00,2020-11-20 05:00:00,,,,,,,,,,,,
2020-11-20 05:00:00,2020-11-20 06:00:00,,,,,,,,,,,,
2020-11-20 06:00:00,2020-11-20 07:00:00,,,,,,,,,,,,
2020-11-20 07:00:00,2020-11-20 08:00:00,,,,,,,,,,,,
2020-11-20 08:00:00,2020-11-20 09:00:00,,,,,,,,,,,,
2020-11-20 09:00:00,2020-11-20 10:00:00,,,,,,,,,,,,
2020-11-20 10:00:00,2020-11-20 11:00:00,,,,,,,,,,,,
2020-11-20 11:00:00,2020-11-20 12:00:00,,,,,,,,,,,,
2020-11-20 12:00:00,2020-11-20 13:00:00,,,,,,,,,,,,
2020-11-20 13:00:00,2020-11-20 14:00:00,,,,,,,,,,,,
2020-11-20 14:00:00,2020-11-20 15:00:00,,,,,,,,,,,,
2020-11-20 15:00:00,2020-11-20 16:00:00,,,,,,,,,,,,
2020-11-20 16:00:00,2020-11-20 17:00:00,,,,,,,,,,,,
2020-11-20 17:00:00,2020-11-20 18:00:00,,,,,,,,,,,,
2020-11-20 18:00:00,2020-11-20 19:00:00,,,,,,,,,,,,
2020-11-20 19:00:00,2020-11-20 20:00:00,,,,,,,,,,,,
2020-11-20 20:00:00,2020-11-20 21:00:00,,,,,,,,,,,,
2020-11-20 21:00:00,2020-11-20 22:00:00,,,,,,,,,,,,
2020-11-20 22:00:00,2020-11-20 23:00:00,,,,,,,,,,,,
2020-11-20 23:00:00,2020-11-21 00:00:00,,,,,,,,,,,,
2020-11-21 00:00:00,2020-11-21 01:00:00,,,,,,,,,,,,
2020-11-21 01:00:00,2020-11-21 02:00:00,,,,,,,,,,,,
2020-11-21 02:00:00,2020-11-21 03:00:00,,,,,,,,,,,,
2020-11-21 03:00:00,2020-11-21 04:00:00,,,,,,,,,,,,
2020-11-21 04:00:00,2020-11-21 05:00:00,,,,,,,,,,,,
2020-11-21 05:00:00,2020-11-21 06:00:00,,,,,,,,,,,,
2020-11-21 06:00:00,2020-11-21 07:00:00,,,,,,,,,,,,
2020-11-21 07:00:00,2020-11-21 08:00:00,,,,,,,,,,,,
2020-11-21 08:00:00,2020-11-21 09:00:00,,,,,,,,,,,,
2020-11-21 09:00:00,2020-11-21 10:00:00,,,,,,,,,,,,
2020-11-21 10:00:00,2020-11-21 11:00:00,,,,,,,,,,,,
2020-11-21 11:00:00,2020-11-21 12:00:00,,,,,,,,,,,,
2020-11-21 12:00:00,2020-11-21 13:00:00,,,,,,,,,,,,
2020-11-21 13:00:00,2020-11-21 14:00:00,,,,,,,,,,,,
2020-11-21 14:00:00,2020-11-21 15:00:00,,,,,,,,,,,,
2020-11-21 15:00:00,2020-11-21 16:00:00,,,,,,,,,,,,
2020-11-21 16:00:00,2020-11-21 17:00:00,,,,,,,,,,,,
2020-11-21 17:00:00,2020-11-21 18:00:00,,,,,,,,,,,,
2020-11-21 18:00:00,2020-11-21 19:00:00,,,,,,,,,,,,
2020-11-21 19:00:00,2020-11-21 20:00:00,,,,,,,,,,,,
2020-11-21 20:00:00,2020-11-21 21:00:00,,,,,,,,,,,,
2020-11-21 21:00:00,2020-11-21 22:00:00,,,,,,,,,,,,
2020-11-21 22:00:00,2020-11-21 23:00:00,,,,,,,,,,,,
2020-11-21 23:00:00,2020-11-22 00:00:00,,,,,,,,,,,,
2020-11-22 00:00:00,2020-11-22 01:00:00,,,,,,,,,,,,
2020-11-22 01:00:00,2020-11-22 02:00:00,,,,,,,,,,,,
2020-11-22 02:00:00,2020-11-22 03:00:00,,,,,,,,,,,,
2020-11-22 03:00:00,2020-11-22 04:00:00,,,,,,,,,,,,
2020-11-22 04:00:00,2020-11-22 05:00:00,,,,,,,,,,,,
2020-11-22 05:00:00,2020-11-22 06:00:00,,,,,,,,,,,,
2020-11-22 06:00:00,2020-11-22 07:00:00,,,,,,,,,,,,
2020-11-22 07:00:00,2020-11-22 08:00:00,,,,,,,,,,,,
2020-11-22 08:00:00,2020-11-22 09:00:00,,,,,,,,,,,,
2020-11-22 09:00:00,2020-11-22 10:00:00,,,,,,,,,,,,
2020-11-22 10:00:00,2020-11-22 11:00:00,,,,,,,,,,,,
2020-11-22 11:00:00,2020-11-22 12:00:00,,,,,,,,,,,,
2020-11-22 12:00:00,2020-11-22 13:00:00,,,,,,,,,,,,
2020-11-22 13:00:00,2020-11-22 14:00:00,,,,,,,,,,,,
2020-11-22 14:00:00,2020-11-22 15:00:00,,,,,,,,,,,,
2020-11-22 15:00:00,2020-11-22 16:00:00,,,,,,,,,,,,
2020-11-22 16:00:00,2020-11-22 17:00:00,,,,,,,,,,,,
2020-11-22 17:00:00,2020-11-22 18:00:00,,,,,,,,,,,,
2020-11-22 18:00:00,2020-11-22 19:00:00,,,,,,,,,,,,
2020-11-22 19:00:00,2020-11-22 20:00:00,,,,,,,,,,,,
2020-11-22 20:00:00,2020-11-22 21:00:00,,,,,,,,,,,,
2020-11-22 21:00:00,2020-11-22 22:00:00,,,,,,,,,,,,
2020-11-22 22:00:00,2020-11-22 23:00:00,,,,,,,,,,,,
2020-11-22 23:00:00,2020-11-23 00:00:00,,,,,,,,,,,,
2020-11-23 00:00:00,2020-11-23 01:00:00,,,,,,,,,,,,
2020-11-23 01:00:00,2020-11-23 02:00:00,,,,,,,,,,,,
2020-11-23 02:00:00,2020-11-23 03:00:00,,,,,,,,,,,,
2020-11-23 03:00:00,2020-11-23 04:00:00,,,,,,,,,,,,
2020-11-23 04:00:00,2020-11-23 05:00:00,,,,,,,,,,,,
2020-11-23 05:00:00,2020-11-23 06:00:00,,,,,,,,,,,,
2020-11-23 06:00:00,2020-11-23 07:00:00,,,,,,,,,,,,
2020-11-23 07:00:00,2020-11-23 08:00:00,,,,,,,,,,,,
2020-11-23 08:00:00,2020-11-23 09:00:00,,,,,,,,,,,,
2020-11-23 09:00:00,2020-11-23 10:00:00,,,,,,,,,,,,
2020-11-23 10:00:00,2020-11-23 11:00:00,,,,,,,,,,,,
2020-11-23 11:00:00,2020-11-23 12:00:00,,,,,,,,,,,,
2020-11-23 12:00:00,2020-11-23 13:00:00,66.25,115.65,23.51,15.75,36.03,,33.0,2.91,,,1.19,
2020-11-23 13:00:00,2020-11-23 14:00:00,58.75,102.17,21.85,15.93,33.44,,34.75,2.5,,,1.14,
2020-11-23 14:00:00,2020-11-23 15:00:00,45.73,79.05,30.79,25.55,52.14,,43.5,2.18,,,1.09,
2020-11-23 15:00:00,2020-11-23 16:00:00,38.57,66.21,30.89,29.05,55.47,,43.0,2.03,,,1.07,
2020-11-23 16:00:00,2020-11-23 17:00:00,35.07,59.8,94.83,57.02,113.26,,40.5,1.83,,,1.04,
2020-11-23 17:00:00,2020-11-23 18:00:00,39.49,67.86,101.99,81.73,119.83,,25.25,1.65,,,1.06,
2020-11-23 18:00:00,2020-11-23 19:00:00,46.1,79.66,21.88,26.09,41.86,,17.0,1.68,,,1.07,
2020-11-23 19:00:00,2020-11-23 20:00:00,41.41,71.23,33.79,34.37,61.28,,17.5,1.73,,,1.07,
2020-11-23 20:00:00,2020-11-23 21:00:00,36.93,63.68,24.59,36.74,48.66,,9.75,1.73,,,1.08,
2020-11-23 21:00:00,2020-11-23 22:00:00,46.58,80.15,107.06,99.91,141.22,,9.0,1.89,,,1.11,
2020-11-23 22:00:00,2020-11-23 23:00:00,52.24,90.69,78.93,79.32,106.15,,6.75,1.98,,,1.12,
2020-11-23 23:00:00,2020-11-24 00:00:00,56.35,98.19,90.69,69.12,113.55,,4.0,2.05,,,1.15,
2020-11-24 00:00:00,2020-11-24 01:00:00,65.81,115.07,47.59,48.57,80.41,,4.0,2.34,,,1.19,
2020-11-24 01:00:00,2020-11-24 02:00:00,76.34,133.83,52.55,53.95,81.66,,4.0,2.42,,,1.22,
2020-11-24 02:00:00,2020-11-24 03:00:00,78.86,138.16,47.11,41.66,67.64,,4.0,2.5,,,1.25,
2020-11-24 03:00:00,2020-11-24 04:00:00,93.15,162.74,39.85,37.72,71.2,,4.0,2.59,,,1.28,
2020-11-24 04:00:00,2020-11-24 05:00:00,93.02,163.44,27.04,39.87,58.28,,4.0,2.62,,,1.29,
2020-11-24 05:00:00,2020-11-24 06:00:00,76.98,135.02,54.62,44.79,84.04,,4.0,2.33,,,1.31,
2020-11-24 06:00:00,2020-11-24 07:00:00,63.52,110.72,51.78,42.56,91.83,,4.0,2.28,,,1.33,
2020-11-24 07:00:00,2020-11-24 08:00:00,68.35,119.48,59.54,57.72,112.13,,4.0,2.66,,,1.4,
2020-11-24 08:00:00,2020-11-24 09:00:00,74.69,130.76,50.29,41.91,76.59,,6.0,2.88,,,1.45,
2020-11-24 09:00:00,2020-11-24 10:00:00,66.16,115.39,20.17,20.05,36.83,,16.25,2.82,,,1.43,
2020-11-24 10:00:00,2020-11-24 11:00:00,63.64,111.0,27.18,23.34,47.54,,24.0,2.4,,,1.39,
2020-11-24 11:00:00,2020-11-24 12:00:00,67.06,117.03,24.6,24.7,44.85,,32.5,2.29,,,1.32,
2020-11-24 12:00:00,2020-11-24 13:00:00,64.76,112.88,42.59,32.84,60.25,,34.25,2.13,,,1.27,
2020-11-24 13:00:00,2020-11-24 14:00:00,53.92,93.49,40.74,33.03,66.11,,34.0,2.45,,,1.2,
2020-11-24 14:00:00,2020-11-24 15:00:00,52.5,91.11,54.13,32.71,69.14,,37.5,2.33,,,1.16,
2020-11-24 15:00:00,2020-11-24 16:00:00,52.2,90.56,42.56,34.34,53.59,,35.75,2.35,,,1.12,
2020-11-24 16:00:00,2020-11-24 17:00:00,53.07,92.12,40.85,34.91,71.16,,29.5,2.21,,,1.1,
2020-11-24 17:00:00,2020-11-24 18:00:00,54.66,95.16,74.97,73.49,87.77,,26.0,2.05,,,1.1,
2020-11-24 18:00:00,2020-11-24 19:00:00,63.15,110.0,33.39,36.48,58.17,,14.75,1.63,,,1.13,
2020-11-24 19:00:00,2020-11-24 20:00:00,71.97,125.88,25.04,39.74,60.41,,9.5,1.66,,,1.23,
2020-11-24 20:00:00,2020-11-24 21:00:00,82.08,143.88,38.23,48.24,69.32,,11.5,1.98,,,1.3,
2020-11-24 21:00:00,2020-11-24 22:00:00,84.8,148.71,51.45,37.39,79.19,,9.5,2.43,,,1.32,
2020-11-24 22:00:00,2020-11-24 23:00:00,84.52,148.28,52.02,42.98,75.45,,14.25,2.73,,,1.35,
2020-11-24 23:00:00,2020-11-25 00:00:00,84.71,148.62,27.14,18.83,43.52,,12.67,2.34,,,1.35,
2020-11-25 00:00:00,2020-11-25 01:00:00,82.9,145.29,25.81,27.77,47.07,,10.25,2.66,,,1.36,
2020-11-25 01:00:00,2020-11-25 02:00:00,81.91,143.61,12.57,14.31,25.16,,14.0,2.58,,,1.38,
2020-11-25 02:00:00,2020-11-25 03:00:00,74.05,129.69,11.5,13.85,23.89,,12.5,2.4,,,1.39,
2020-11-25 03:00:00,2020-11-25 04:00:00,71.99,125.9,14.06,21.06,34.55,,7.5,2.48,,,1.39,
2020-11-25 04:00:00,2020-11-25 05:00:00,77.99,136.6,15.05,24.21,37.93,,4.0,2.56,,,1.42,
2020-11-25 05:00:00,2020-11-25 06:00:00,86.36,151.47,19.04,25.97,44.8,,4.0,2.97,,,1.47,
2020-11-25 06:00:00,2020-11-25 07:00:00,92.59,162.71,26.25,32.61,58.18,,4.0,2.96,,,1.49,
2020-11-25 07:00:00,2020-11-25 08:00:00,94.56,166.22,25.73,29.31,53.43,,4.25,3.1,,,1.54,
