From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2022-11-26 04:00:00,2022-11-26 05:00:00,63.44,202.36,58.3,12.1,57.39,38.12,,0.96,2.73,0.76,47.46,0.23,0.5,0.35,89.16,0.29,243.17,18.5,7.44,0.0
2022-11-26 05:00:00,2022-11-26 06:00:00,56.93,200.97,62.52,9.51,59.44,37.63,,1.0,2.86,0.88,48.11,0.24,0.53,0.38,90.3,0.27,243.54,17.47,6.95,0.0
2022-11-26 06:00:00,2022-11-26 07:00:00,63.09,204.74,79.44,4.21,70.38,36.81,,1.25,2.7,1.44,49.0,0.3,0.83,0.51,90.75,0.29,241.78,25.86,6.94,0.0
2022-11-26 07:00:00,2022-11-26 08:00:00,73.83,235.45,90.5,4.81,79.69,36.02,0.17,1.56,3.07,2.18,48.56,0.39,1.31,0.73,86.92,0.31,142.26,52.81,9.22,0.0
2022-11-26 08:00:00,2022-11-26 09:00:00,86.22,294.75,62.55,15.36,62.58,37.55,,2.88,9.01,2.45,45.91,0.45,1.64,0.85,66.82,0.35,169.87,82.21,14.56,0.0
2022-11-26 09:00:00,2022-11-26 10:00:00,81.17,273.44,41.25,19.0,47.2,39.82,,1.73,44.72,1.57,42.2,0.3,0.73,0.44,43.09,0.46,136.49,135.88,18.97,0.0
2022-11-26 10:00:00,2022-11-26 11:00:00,76.19,213.53,24.73,25.6,37.28,41.68,,1.04,66.56,1.18,41.12,0.24,0.56,0.36,30.97,0.65,78.35,329.27,21.3,0.0
2022-11-26 11:00:00,2022-11-26 12:00:00,63.22,156.41,11.74,30.88,29.54,43.26,,0.93,62.59,1.03,38.18,0.23,0.52,0.33,26.49,0.53,56.99,430.12,23.13,0.0
2022-11-26 12:00:00,2022-11-26 13:00:00,29.93,69.48,6.86,28.16,24.11,44.47,23.46,0.71,59.34,0.97,32.6,0.22,0.45,0.28,21.3,0.23,182.51,148.66,24.63,0.0
2022-11-26 13:00:00,2022-11-26 14:00:00,28.41,80.39,6.31,22.19,20.48,45.26,16.21,0.54,62.66,0.7,27.59,0.17,0.39,0.23,20.26,0.32,288.2,155.61,24.85,0.0
2022-11-26 14:00:00,2022-11-26 15:00:00,48.13,127.19,6.36,22.19,20.53,45.31,15.68,0.49,26.95,0.57,25.4,0.15,0.34,0.2,20.22,0.36,180.08,121.1,25.19,0.0
2022-11-26 15:00:00,2022-11-26 16:00:00,44.35,116.48,6.4,20.32,19.57,45.83,11.69,0.47,23.8,,,,,,23.43,0.41,70.47,76.81,24.72,0.0
2022-11-26 16:00:00,2022-11-26 17:00:00,44.42,109.3,9.22,24.03,23.82,44.78,7.99,0.51,17.41,,,,,,32.78,0.32,78.09,51.96,21.55,0.0
2022-11-26 17:00:00,2022-11-26 18:00:00,48.63,105.61,9.4,28.48,26.34,44.34,7.31,0.66,5.58,11.02,96.33,15.99,18.31,16.38,55.43,0.24,246.06,31.6,16.53,0.0
2022-11-26 18:00:00,2022-11-26 19:00:00,52.8,117.47,21.62,43.13,44.08,40.91,6.62,1.12,1.57,0.01,71.06,0.48,2.27,1.09,69.05,0.29,240.14,30.12,13.8,0.0
2022-11-26 19:00:00,2022-11-26 20:00:00,59.71,130.38,22.89,35.08,40.83,41.13,6.35,1.07,1.85,0.0,45.44,0.39,1.8,0.81,72.27,0.23,284.66,30.05,12.24,0.0
2022-11-26 20:00:00,2022-11-26 21:00:00,59.89,134.41,40.73,29.49,52.36,39.39,6.7,1.06,0.75,0.0,26.21,0.18,0.63,0.29,77.03,0.19,223.85,29.86,11.02,0.0
2022-11-26 21:00:00,2022-11-26 22:00:00,64.82,140.7,58.83,18.84,61.41,37.99,6.58,1.19,0.7,0.0,42.08,0.3,1.0,0.51,82.4,0.27,246.66,29.09,10.2,0.0
2022-11-26 22:00:00,2022-11-26 23:00:00,71.23,165.79,72.33,17.89,71.87,36.9,6.7,1.08,0.29,0.0,45.86,0.31,1.03,0.55,83.88,0.24,257.11,28.06,9.85,0.0
2022-11-26 23:00:00,2022-11-27 00:00:00,71.09,191.96,67.39,14.34,65.98,37.1,6.73,0.99,0.76,0.0,48.55,0.28,0.9,0.5,85.97,0.21,273.41,26.82,9.3,0.0
2022-11-27 00:00:00,2022-11-27 01:00:00,60.01,195.6,66.65,13.18,64.76,36.88,5.27,0.88,0.54,0.0,48.9,0.24,0.66,0.4,87.17,0.18,225.57,25.47,8.85,0.0
2022-11-27 01:00:00,2022-11-27 02:00:00,50.32,194.55,60.87,11.88,59.37,37.44,4.25,0.79,0.76,0.0,49.66,0.24,0.6,0.38,88.17,0.24,263.45,23.58,8.4,0.0
2022-11-27 02:00:00,2022-11-27 03:00:00,47.51,194.14,72.05,8.14,66.47,36.68,3.23,0.74,0.29,0.0,49.3,0.23,0.54,0.35,88.93,0.23,265.47,22.05,8.17,0.0
2022-11-27 03:00:00,2022-11-27 04:00:00,47.34,206.93,75.44,7.72,69.0,36.54,2.32,0.73,0.33,0.0,49.14,0.22,0.51,0.33,89.22,0.25,265.53,21.0,8.0,0.0
2022-11-27 04:00:00,2022-11-27 05:00:00,51.97,219.64,67.89,9.53,63.81,37.21,1.75,0.78,0.4,0.0,48.98,0.22,0.5,0.33,89.55,0.17,274.07,20.09,7.82,0.0
2022-11-27 05:00:00,2022-11-27 06:00:00,52.23,221.46,77.5,9.1,71.4,36.57,0.98,0.89,0.78,0.1,48.86,0.23,0.57,0.37,89.44,0.17,266.08,19.46,7.68,0.0
2022-11-27 06:00:00,2022-11-27 07:00:00,60.11,230.65,68.09,9.51,63.98,37.33,0.63,1.0,0.73,1.21,49.58,0.28,0.77,0.48,89.99,0.29,234.11,27.63,7.49,0.0
2022-11-27 07:00:00,2022-11-27 08:00:00,75.9,245.39,59.3,9.81,56.99,38.1,1.59,1.16,1.15,2.02,50.14,0.34,1.11,0.61,86.99,0.33,195.69,53.38,9.34,0.0
2022-11-27 08:00:00,2022-11-27 09:00:00,81.73,246.25,43.73,15.9,47.57,39.67,7.35,1.58,6.27,1.82,46.77,0.29,0.81,0.47,68.46,0.49,182.8,89.05,14.31,0.0
2022-11-27 09:00:00,2022-11-27 10:00:00,82.81,234.33,29.82,18.43,37.61,41.67,15.03,1.66,37.68,1.46,45.35,0.24,0.6,0.37,49.21,0.49,147.75,143.25,18.74,0.0
2022-11-27 10:00:00,2022-11-27 11:00:00,77.38,206.98,17.7,22.37,29.85,43.32,15.11,1.06,63.21,1.27,46.05,0.23,0.58,0.36,40.62,0.54,120.35,311.01,21.05,0.0
2022-11-27 11:00:00,2022-11-27 12:00:00,69.4,177.09,9.84,23.82,24.23,44.59,14.0,0.96,70.4,1.14,43.53,0.21,0.5,0.3,35.14,0.56,143.32,389.91,22.44,0.0
2022-11-27 12:00:00,2022-11-27 13:00:00,68.33,151.38,6.18,22.88,20.75,45.33,16.19,0.89,77.11,1.06,42.13,0.21,0.46,0.29,32.78,0.59,142.4,174.83,23.27,0.0
2022-11-27 13:00:00,2022-11-27 14:00:00,64.45,130.41,5.98,21.54,19.88,45.53,17.05,0.8,76.43,0.94,37.1,0.19,0.4,0.25,30.29,0.54,82.31,156.68,24.26,0.0
2022-11-27 14:00:00,2022-11-27 15:00:00,60.17,128.44,6.36,25.16,22.12,45.1,21.88,0.76,67.22,0.87,37.05,0.21,0.48,0.3,28.51,0.45,116.72,126.26,24.76,0.0
2022-11-27 15:00:00,2022-11-27 16:00:00,62.29,129.54,5.48,24.12,20.84,45.22,10.8,0.74,66.96,0.8,36.38,0.21,0.51,0.32,29.61,0.46,53.49,84.17,24.18,0.0
2022-11-27 16:00:00,2022-11-27 17:00:00,61.93,131.13,5.88,24.27,21.25,45.08,6.99,0.82,48.16,1.06,35.83,0.21,0.51,0.32,41.35,0.3,146.6,53.5,21.51,0.0
2022-11-27 17:00:00,2022-11-27 18:00:00,62.62,135.16,6.25,25.79,22.36,45.0,4.88,0.94,26.29,1.21,40.7,0.25,0.67,0.43,61.55,0.25,234.17,31.61,16.89,0.0
2022-11-27 18:00:00,2022-11-27 19:00:00,64.8,138.57,7.33,26.43,23.58,44.69,3.66,1.11,7.71,1.36,46.62,0.33,1.09,0.64,74.75,0.28,214.78,30.3,14.37,0.0
2022-11-27 19:00:00,2022-11-27 20:00:00,66.91,139.28,14.5,27.85,30.16,43.44,3.8,1.39,2.16,1.86,50.09,0.42,1.54,0.83,81.37,0.29,249.1,30.12,12.97,0.0
2022-11-27 20:00:00,2022-11-27 21:00:00,70.55,159.57,42.61,20.03,48.85,40.49,4.67,1.49,0.47,2.21,53.44,0.45,1.62,0.85,85.0,0.24,230.17,30.24,11.8,0.0
2022-11-27 21:00:00,2022-11-27 22:00:00,73.15,184.42,53.08,16.59,55.53,39.02,5.96,1.27,0.52,1.78,52.95,0.39,1.31,0.72,85.94,0.24,261.56,29.46,11.0,0.0
2022-11-27 22:00:00,2022-11-27 23:00:00,72.02,189.81,51.6,16.08,54.06,38.99,6.81,1.07,0.46,1.32,52.3,0.33,0.98,0.59,86.24,0.23,202.07,28.07,10.56,0.0
2022-11-27 23:00:00,2022-11-28 00:00:00,60.49,176.75,42.8,17.3,47.56,39.86,6.57,0.93,0.59,1.08,52.62,0.3,0.82,0.51,87.27,0.21,242.94,26.51,10.03,0.0
2022-11-28 00:00:00,2022-11-28 01:00:00,54.78,170.97,47.02,14.59,49.54,39.28,5.6,1.02,0.45,1.0,51.92,0.28,0.71,0.47,88.49,0.2,203.84,25.01,9.66,0.0
2022-11-28 01:00:00,2022-11-28 02:00:00,54.51,182.31,44.09,15.46,47.62,39.59,5.05,1.32,0.76,0.96,51.15,0.27,0.67,0.44,88.44,0.23,200.19,23.46,9.32,0.0
2022-11-28 02:00:00,2022-11-28 03:00:00,51.49,177.44,44.68,13.54,47.09,39.48,4.21,1.14,0.59,0.86,50.93,0.24,0.57,0.39,89.74,0.26,267.3,21.96,8.81,0.0
2022-11-28 03:00:00,2022-11-28 04:00:00,52.95,171.09,51.17,11.92,51.5,38.91,3.74,0.97,0.48,0.79,50.1,0.24,0.54,0.36,90.16,0.29,255.25,20.75,8.5,0.0
2022-11-28 04:00:00,2022-11-28 05:00:00,54.06,164.94,52.91,12.64,53.3,38.84,3.04,0.98,0.2,0.77,49.27,0.21,0.47,0.33,90.57,0.23,249.75,19.82,8.29,0.0
2022-11-28 05:00:00,2022-11-28 06:00:00,56.57,155.87,59.56,10.19,57.4,38.43,2.38,1.13,0.56,1.06,49.44,0.24,0.56,0.37,90.82,0.2,268.15,19.11,8.21,0.0
2022-11-28 06:00:00,2022-11-28 07:00:00,63.31,170.17,74.4,8.16,68.39,37.42,2.23,1.34,0.15,2.09,49.76,0.3,0.91,0.52,90.92,0.26,239.36,27.4,8.22,0.0
2022-11-28 07:00:00,2022-11-28 08:00:00,70.56,194.68,76.28,9.28,70.51,37.46,4.04,1.67,0.86,2.48,50.67,0.4,1.42,0.74,89.59,0.24,172.22,57.8,10.03,0.0
2022-11-28 08:00:00,2022-11-28 09:00:00,92.66,250.43,56.64,19.07,59.75,38.44,9.49,1.87,9.04,2.9,49.34,0.54,2.04,1.01,71.25,0.38,179.89,94.11,14.79,0.0
2022-11-28 09:00:00,2022-11-28 10:00:00,94.4,269.81,35.52,22.0,44.13,41.0,18.8,1.71,46.7,1.88,45.13,0.32,0.84,0.49,51.35,0.53,104.99,147.93,19.2,0.0
2022-11-28 10:00:00,2022-11-28 11:00:00,79.83,220.46,19.62,27.55,34.16,42.84,17.6,1.29,63.47,1.56,45.02,0.3,0.68,0.44,43.9,0.69,82.86,290.78,21.17,0.0
2022-11-28 11:00:00,2022-11-28 12:00:00,75.25,171.82,8.99,29.73,26.68,44.3,15.89,1.18,73.48,1.46,40.93,0.26,0.62,0.42,38.69,0.72,72.94,388.51,22.51,0.0
2022-11-28 12:00:00,2022-11-28 13:00:00,67.79,139.38,5.85,21.67,19.84,46.49,15.19,1.08,83.87,1.34,35.95,0.23,0.56,0.41,34.88,0.63,65.59,175.99,23.63,0.0
2022-11-28 13:00:00,2022-11-28 14:00:00,65.84,129.26,5.6,18.02,17.7,47.13,14.25,1.01,85.78,1.3,32.02,0.21,0.43,0.29,31.79,0.32,99.98,150.02,24.89,0.0
2022-11-28 14:00:00,2022-11-28 15:00:00,66.86,130.37,5.76,18.24,17.94,47.14,12.47,0.97,85.81,1.2,31.94,0.19,0.39,0.27,30.62,0.23,84.7,126.13,25.01,0.0
2022-11-28 15:00:00,2022-11-28 16:00:00,69.91,131.14,5.37,19.96,18.54,46.55,9.35,1.0,77.59,1.15,32.26,0.2,0.42,0.29,32.97,0.36,34.73,86.8,24.37,0.0
2022-11-28 16:00:00,2022-11-28 17:00:00,69.2,141.4,5.21,23.09,20.08,46.02,8.21,1.06,65.74,1.26,34.04,0.23,0.56,0.37,43.24,0.28,19.57,53.32,21.77,0.0
2022-11-28 17:00:00,2022-11-28 18:00:00,71.61,157.79,5.76,25.41,21.76,45.63,7.29,1.16,38.3,1.38,37.01,0.25,0.61,0.41,61.97,0.25,180.38,31.51,17.74,0.0
2022-11-28 18:00:00,2022-11-28 19:00:00,77.93,175.9,10.83,29.97,28.3,44.2,2.85,1.42,8.21,1.71,44.34,0.35,1.16,0.7,76.28,0.28,229.61,30.21,14.93,0.0
2022-11-28 19:00:00,2022-11-28 20:00:00,88.96,193.01,14.0,28.83,30.27,43.96,1.85,1.73,1.01,2.32,49.2,0.51,2.02,1.04,83.13,0.32,225.83,30.21,13.41,0.0
2022-11-28 20:00:00,2022-11-28 21:00:00,93.32,210.59,37.53,21.4,45.45,41.71,2.72,2.02,0.47,2.74,51.16,0.56,2.28,1.13,86.48,0.29,242.76,30.34,12.44,0.0
2022-11-28 21:00:00,2022-11-28 22:00:00,97.13,247.6,59.11,17.17,60.75,39.09,4.37,1.97,0.39,2.75,51.8,0.53,1.97,1.0,87.57,0.24,252.7,29.7,11.69,0.0
2022-11-28 22:00:00,2022-11-28 23:00:00,99.22,263.17,53.03,17.44,55.95,39.77,5.29,1.58,0.5,2.08,51.07,0.4,1.31,0.75,88.31,0.25,273.89,27.68,11.12,0.0
2022-11-28 23:00:00,2022-11-29 00:00:00,91.99,240.94,48.52,19.55,53.4,39.98,5.46,1.48,0.47,1.77,51.34,0.34,0.97,0.6,88.69,0.26,259.8,25.71,10.75,0.0
2022-11-29 00:00:00,2022-11-29 01:00:00,84.04,223.83,51.86,17.85,55.21,39.35,4.77,1.32,0.43,1.64,51.07,0.3,0.79,0.51,89.52,0.26,258.02,24.05,10.35,0.0
2022-11-29 01:00:00,2022-11-29 02:00:00,78.36,213.52,54.76,15.32,56.23,39.05,4.38,1.23,0.58,1.53,50.81,0.29,0.69,0.47,90.0,0.22,200.36,22.71,10.11,0.0
2022-11-29 02:00:00,2022-11-29 03:00:00,75.22,203.01,52.66,16.42,55.11,38.96,3.78,1.17,1.01,1.46,50.38,0.3,0.67,0.45,90.17,0.25,262.59,21.3,9.88,0.0
2022-11-29 03:00:00,2022-11-29 04:00:00,74.49,204.24,63.72,12.19,61.84,38.06,3.29,1.23,0.71,1.42,50.07,0.34,0.67,0.45,90.58,0.25,263.86,20.19,9.62,0.0
2022-11-29 04:00:00,2022-11-29 05:00:00,72.7,205.11,72.75,8.02,66.97,38.17,2.58,1.33,0.68,1.41,48.97,0.36,0.68,0.44,90.82,0.23,244.02,19.3,9.43,0.0
2022-11-29 05:00:00,2022-11-29 06:00:00,70.45,208.29,84.45,5.08,74.92,37.71,1.94,1.36,0.34,1.53,49.16,0.37,0.73,0.46,91.04,0.23,265.37,18.53,9.21,0.0
2022-11-29 06:00:00,2022-11-29 07:00:00,77.61,209.32,85.93,5.24,76.21,37.84,1.3,1.52,0.6,1.96,49.44,0.41,0.94,0.55,91.23,0.29,240.92,25.71,9.31,0.0
2022-11-29 07:00:00,2022-11-29 08:00:00,85.2,204.96,77.55,8.38,71.06,38.22,1.74,1.9,0.36,2.46,49.07,0.43,1.21,0.64,91.07,0.19,200.55,56.85,10.91,0.0
2022-11-29 08:00:00,2022-11-29 09:00:00,97.28,206.08,56.2,17.32,58.46,39.5,6.54,2.21,9.57,2.38,47.13,0.41,1.08,0.59,77.19,0.5,172.01,90.93,15.3,0.0
2022-11-29 09:00:00,2022-11-29 10:00:00,99.54,211.52,35.97,24.95,46.07,41.29,11.69,1.59,38.55,1.99,45.79,0.35,0.81,0.48,56.66,0.9,78.36,143.59,19.5,0.0
2022-11-29 10:00:00,2022-11-29 11:00:00,89.29,201.24,15.66,30.4,32.46,43.67,11.01,1.29,58.38,1.72,42.67,0.3,0.7,0.44,46.65,0.86,69.55,275.38,21.34,0.0
2022-11-29 11:00:00,2022-11-29 12:00:00,83.49,173.36,6.49,28.36,23.92,45.19,10.15,1.17,67.08,1.6,37.12,0.26,0.52,0.35,41.14,0.91,72.24,379.85,22.9,0.0
2022-11-29 12:00:00,2022-11-29 13:00:00,78.41,160.59,6.0,20.5,19.34,46.52,11.0,1.06,73.61,1.44,32.18,0.24,0.48,0.31,36.66,0.59,53.59,171.37,24.25,0.0
2022-11-29 13:00:00,2022-11-29 14:00:00,77.23,158.19,6.13,18.62,18.44,47.33,11.8,1.02,75.38,1.31,29.15,0.2,0.39,0.25,36.12,0.56,52.4,143.78,24.78,0.0
2022-11-29 14:00:00,2022-11-29 15:00:00,77.04,153.6,6.48,20.42,19.69,47.26,11.96,0.98,72.94,1.23,29.65,0.21,0.42,0.27,34.23,0.56,66.74,123.79,24.88,0.0
2022-11-29 15:00:00,2022-11-29 16:00:00,76.82,150.93,5.91,22.48,20.31,46.89,10.26,0.94,72.2,1.16,28.36,0.2,0.4,0.26,36.12,0.5,59.72,85.46,24.37,0.0
2022-11-29 16:00:00,2022-11-29 17:00:00,77.43,153.82,5.73,22.48,20.17,46.33,6.31,0.96,55.21,1.19,29.71,0.22,0.53,0.33,46.34,0.31,169.63,51.18,21.9,0.0
2022-11-29 17:00:00,2022-11-29 18:00:00,77.44,161.7,6.28,27.31,23.19,45.53,3.4,1.09,21.38,1.3,34.17,0.28,0.77,0.47,67.65,0.28,233.87,31.32,17.49,0.0
2022-11-29 18:00:00,2022-11-29 19:00:00,79.82,167.34,15.88,29.72,32.27,43.84,3.24,1.61,2.56,2.01,42.8,0.42,1.49,0.81,76.9,0.24,247.63,30.34,15.51,0.0
2022-11-29 19:00:00,2022-11-29 20:00:00,88.28,186.74,20.39,24.49,33.17,43.43,3.33,1.51,4.63,2.82,48.14,0.53,2.05,1.04,80.37,0.23,238.57,30.38,14.52,0.0
2022-11-29 20:00:00,2022-11-29 21:00:00,89.52,189.57,35.27,22.54,44.22,41.1,4.38,1.46,0.96,1.96,45.9,0.35,1.08,0.64,83.05,0.27,252.34,30.39,13.75,0.0
2022-11-29 21:00:00,2022-11-29 22:00:00,88.44,183.63,46.38,20.29,52.05,40.48,5.71,1.47,0.41,1.93,48.55,0.35,1.02,0.62,85.05,0.26,258.16,30.18,13.16,0.0
2022-11-29 22:00:00,2022-11-29 23:00:00,88.39,204.89,52.82,16.68,55.37,40.07,5.6,1.39,0.39,1.69,49.24,0.33,0.97,0.6,86.46,0.24,256.18,29.46,12.7,0.0
2022-11-29 23:00:00,2022-11-30 00:00:00,84.19,218.63,63.4,12.5,61.75,39.19,5.93,1.36,0.31,1.69,50.27,0.34,1.01,0.61,87.78,0.21,199.8,27.5,12.3,0.0
2022-11-30 00:00:00,2022-11-30 01:00:00,78.19,221.48,52.55,15.8,54.69,39.78,5.4,1.21,0.86,1.57,51.04,0.31,0.82,0.53,88.56,0.26,253.3,25.28,11.79,0.0
2022-11-30 01:00:00,2022-11-30 02:00:00,79.32,220.26,61.21,13.32,60.41,38.54,4.95,1.12,0.68,1.51,51.87,0.29,0.73,0.48,89.44,0.18,258.13,23.61,11.41,0.0
2022-11-30 02:00:00,2022-11-30 03:00:00,80.26,206.63,57.78,13.21,57.55,38.66,3.95,1.05,0.81,1.36,51.66,0.28,0.65,0.44,89.75,0.24,243.64,22.16,11.1,0.0
2022-11-30 03:00:00,2022-11-30 04:00:00,67.98,194.97,67.47,10.2,63.83,37.74,3.26,0.99,0.76,1.28,51.72,0.28,0.62,0.44,90.22,0.23,251.27,20.68,10.85,0.0
2022-11-30 04:00:00,2022-11-30 05:00:00,58.78,194.45,72.46,8.21,66.83,37.57,2.2,0.97,0.44,1.25,50.67,0.27,0.58,0.42,90.57,0.22,249.05,19.52,10.72,0.0
2022-11-30 05:00:00,2022-11-30 06:00:00,61.26,192.21,68.46,8.83,63.91,38.54,1.32,1.05,0.68,1.43,49.45,0.29,0.58,0.39,90.92,0.25,231.66,18.48,10.61,0.0
2022-11-30 06:00:00,2022-11-30 07:00:00,67.42,189.35,66.56,10.39,63.2,38.83,1.24,1.29,0.76,1.52,49.68,0.33,0.65,0.44,91.17,0.23,233.37,25.09,10.6,0.0
2022-11-30 07:00:00,2022-11-30 08:00:00,76.62,212.58,84.02,6.63,75.39,37.78,2.06,1.67,0.42,2.35,50.26,0.46,1.33,0.73,90.77,0.27,196.69,53.82,12.14,0.0
2022-11-30 08:00:00,2022-11-30 09:00:00,89.33,239.07,55.48,15.27,56.78,39.8,10.21,2.85,8.13,2.67,48.34,0.5,1.51,0.79,75.79,0.38,171.39,83.54,16.59,0.0
2022-11-30 09:00:00,2022-11-30 10:00:00,89.52,237.51,37.55,19.93,44.68,41.4,15.26,1.43,36.81,2.07,46.11,0.37,0.89,0.52,55.23,0.43,106.27,131.94,20.58,0.0
2022-11-30 10:00:00,2022-11-30 11:00:00,80.55,204.81,23.8,23.77,35.56,42.93,14.01,1.23,56.53,1.58,45.26,0.29,0.61,0.4,48.13,0.56,82.77,242.15,22.29,0.0
2022-11-30 11:00:00,2022-11-30 12:00:00,74.69,175.1,10.38,29.76,27.82,44.28,18.7,1.24,63.93,1.52,43.08,0.27,0.55,0.38,43.96,0.69,68.59,344.47,24.12,0.0
2022-11-30 12:00:00,2022-11-30 13:00:00,79.75,156.2,5.99,25.9,22.2,45.67,28.99,1.14,79.12,1.43,36.73,0.23,0.44,0.3,42.86,0.44,159.5,184.66,24.94,0.0
2022-11-30 13:00:00,2022-11-30 14:00:00,87.26,145.7,5.99,18.84,18.44,46.76,26.38,1.04,83.09,1.16,31.58,0.2,0.33,0.23,42.14,0.26,122.73,142.8,25.89,0.0
2022-11-30 14:00:00,2022-11-30 15:00:00,83.86,140.72,5.92,17.73,17.8,47.55,15.65,1.06,81.25,1.07,31.54,0.2,0.33,0.22,42.71,0.46,148.08,129.14,26.22,0.0
2022-11-30 15:00:00,2022-11-30 16:00:00,77.38,137.36,5.87,20.48,19.22,47.35,12.52,1.02,65.81,1.12,33.37,0.21,0.42,0.28,46.93,0.4,35.26,90.08,25.05,0.0
2022-11-30 16:00:00,2022-11-30 17:00:00,68.74,142.76,5.91,21.09,19.58,46.99,7.89,0.97,58.54,1.15,31.91,0.2,0.42,0.28,53.63,0.3,176.57,53.03,23.03,0.0
2022-11-30 17:00:00,2022-11-30 18:00:00,70.57,144.8,5.86,23.1,20.6,46.57,5.64,1.06,37.27,1.12,34.12,0.22,0.49,0.32,66.2,0.19,269.67,31.69,19.96,0.0
2022-11-30 18:00:00,2022-11-30 19:00:00,74.17,145.88,6.63,26.18,22.87,45.74,3.54,1.26,10.03,1.59,40.34,0.32,0.98,0.59,78.15,0.23,238.36,30.62,17.67,0.0
