From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-03-13 10:00:00,2020-03-13 11:00:00,25.0,30.0,7.43,1.02,10.85,27.02,4.05,0.54,,0.0,0.0,,,41.46,1.35,166.48,798.88,893.2,,27.4,0.0
2020-03-13 11:00:00,2020-03-13 12:00:00,26.0,34.0,7.25,1.37,10.96,31.94,4.52,0.53,0.47,0.0,0.0,,,46.13,1.62,210.53,808.06,890.52,,25.84,0.48
2020-03-13 12:00:00,2020-03-13 13:00:00,32.0,46.0,7.07,1.3,10.64,33.39,5.02,0.51,0.45,0.0,0.0,,,39.88,1.61,215.42,836.67,891.95,,27.84,0.0
2020-03-13 13:00:00,2020-03-13 14:00:00,22.0,31.11,7.28,1.17,10.81,32.7,5.12,0.47,0.18,0.0,0.0,,,37.35,1.44,208.69,691.61,891.21,,28.77,0.0
2020-03-13 14:00:00,2020-03-13 15:00:00,27.0,38.0,7.32,1.46,11.13,35.07,5.22,0.49,0.16,0.0,0.0,,,37.09,1.39,199.38,481.24,890.72,,28.46,0.0
2020-03-13 15:00:00,2020-03-13 16:00:00,33.0,43.0,7.17,1.63,11.07,38.81,5.57,0.53,,0.0,0.0,,,37.35,2.04,191.87,341.81,872.19,,27.36,0.42
2020-03-13 16:00:00,2020-03-13 17:00:00,43.75,59.0,7.3,1.11,10.79,40.63,5.69,0.59,,0.0,0.0,,,34.38,1.12,202.47,152.78,890.44,,27.6,0.0
2020-03-13 17:00:00,2020-03-13 18:00:00,28.0,42.0,7.5,2.29,12.18,41.81,5.54,0.66,,0.0,0.0,,,41.54,0.68,209.16,10.0,890.09,,24.96,0.0
2020-03-13 18:00:00,2020-03-13 19:00:00,47.0,62.0,7.53,2.07,12.01,39.84,5.32,0.76,,0.0,0.0,,,60.3,1.2,251.04,,890.51,,22.93,0.0
2020-03-13 19:00:00,2020-03-13 20:00:00,67.0,75.0,7.11,1.92,11.28,37.99,5.27,0.76,0.1,0.0,0.0,,,63.26,1.12,247.72,,891.55,,22.14,0.0
2020-03-13 20:00:00,2020-03-13 21:00:00,52.0,59.3,7.12,1.41,10.82,33.64,4.92,0.7,0.07,0.0,0.0,,,63.55,1.11,191.72,,867.53,,20.68,0.0
2020-03-13 21:00:00,2020-03-13 22:00:00,39.0,50.0,6.9,1.21,10.35,31.83,4.56,0.61,0.13,0.0,0.0,,,66.94,0.98,246.64,,892.34,,20.46,0.0
2020-03-13 22:00:00,2020-03-13 23:00:00,36.0,43.75,7.22,0.29,9.88,29.98,4.46,0.58,,0.0,0.0,,,63.53,0.83,189.07,17.8,847.58,,19.31,0.29
2020-03-13 23:00:00,2020-03-14 00:00:00,,,7.16,0.88,10.4,25.32,4.15,0.56,0.29,0.0,0.0,,,68.0,1.44,258.08,,892.12,,19.89,0.0
2020-03-14 00:00:00,2020-03-14 01:00:00,33.0,41.0,6.98,0.65,9.94,24.91,3.97,0.46,0.44,0.0,0.0,,,67.2,1.48,225.65,,891.65,,19.57,0.0
2020-03-14 01:00:00,2020-03-14 02:00:00,28.0,33.0,7.06,0.16,9.48,23.19,3.71,0.43,,0.0,0.0,,,64.6,1.55,129.81,,890.8,,19.72,0.0
2020-03-14 02:00:00,2020-03-14 03:00:00,22.36,32.94,7.07,0.09,9.29,21.99,3.67,0.41,,0.0,0.0,,,61.69,2.1,92.45,21.02,837.4,,18.27,0.72
2020-03-14 03:00:00,2020-03-14 04:00:00,26.0,30.0,6.96,0.17,9.3,22.34,3.73,0.39,,0.0,0.0,,,66.34,0.81,88.31,,889.81,,19.19,0.0
2020-03-14 04:00:00,2020-03-14 05:00:00,31.0,33.0,7.01,0.06,8.98,19.9,3.69,0.39,,0.0,0.0,,,62.61,1.01,89.72,18.79,843.11,,18.27,0.63
2020-03-14 05:00:00,2020-03-14 06:00:00,23.0,30.0,6.99,0.14,9.33,18.7,3.66,0.38,,0.0,0.0,,,62.7,2.35,90.68,26.95,868.84,,19.09,0.3
2020-03-14 06:00:00,2020-03-14 07:00:00,32.0,34.0,7.02,0.43,9.77,18.44,3.49,0.38,,0.0,0.0,,,61.39,2.18,84.27,127.21,891.03,,20.94,0.0
2020-03-14 07:00:00,2020-03-14 08:00:00,26.0,29.0,6.96,0.86,10.13,19.12,3.63,0.38,0.04,0.0,0.0,,,57.04,2.41,80.28,312.19,891.49,,22.76,0.0
2020-03-14 08:00:00,2020-03-14 09:00:00,38.0,43.0,7.13,1.13,10.57,21.29,3.82,0.41,,0.0,0.0,,,43.52,1.54,144.2,489.86,837.79,,27.54,0.0
2020-03-14 09:00:00,2020-03-14 10:00:00,44.0,54.45,7.28,1.13,10.77,25.56,4.19,0.46,,0.0,0.0,,,42.19,1.74,103.25,658.86,878.82,,26.04,0.62
2020-03-14 10:00:00,2020-03-14 11:00:00,37.0,46.0,7.27,1.33,10.95,29.75,4.41,0.49,,0.0,0.0,,,39.07,2.12,119.57,776.82,887.62,,27.64,0.34
2020-03-14 11:00:00,2020-03-14 12:00:00,32.0,37.0,7.27,1.32,10.93,32.03,4.98,0.51,0.36,0.0,0.0,,,38.77,1.41,187.32,809.53,890.72,,29.18,0.0
2020-03-14 12:00:00,2020-03-14 13:00:00,34.0,45.0,7.23,1.38,10.93,39.53,5.83,0.47,1.86,0.0,0.0,,,31.23,2.84,175.41,719.34,889.76,,26.35,0.59
2020-03-14 13:00:00,2020-03-14 14:00:00,31.0,40.0,7.38,0.9,10.7,36.97,5.3,0.46,0.2,0.0,0.0,,,34.25,2.86,192.87,667.44,861.1,,29.91,0.0
2020-03-14 14:00:00,2020-03-14 15:00:00,23.0,39.0,7.19,1.06,10.6,39.54,5.24,0.46,0.02,0.0,0.0,,,35.62,1.16,173.96,545.56,888.08,,29.7,0.0
2020-03-14 15:00:00,2020-03-14 16:00:00,30.0,36.64,7.17,1.52,10.98,39.46,5.62,0.49,0.08,0.0,0.0,,,38.76,1.32,203.83,328.08,887.93,,28.58,0.0
2020-03-14 16:00:00,2020-03-14 17:00:00,52.0,60.0,7.13,3.35,12.55,38.13,5.91,0.78,1.11,0.0,0.0,,,50.83,1.34,219.42,69.61,888.15,,25.52,0.0
2020-03-14 17:00:00,2020-03-14 18:00:00,161.0,172.0,7.14,3.05,12.29,35.34,5.35,1.0,0.31,0.0,0.0,,,58.43,0.79,191.2,8.65,888.85,,23.77,0.0
2020-03-14 18:00:00,2020-03-14 19:00:00,89.0,99.0,7.3,1.72,11.35,32.09,4.78,1.03,,0.0,0.0,,,58.82,0.84,163.65,,889.67,,23.23,0.0
2020-03-14 19:00:00,2020-03-14 20:00:00,55.0,69.0,7.36,1.29,11.02,33.98,4.97,1.01,,0.0,0.0,,,61.11,0.93,172.46,,890.57,,22.49,0.0
2020-03-14 20:00:00,2020-03-14 21:00:00,62.0,67.0,7.03,1.33,10.62,32.7,5.09,0.9,0.12,0.0,0.0,,,68.42,1.88,255.57,,891.17,,21.09,0.0
2020-03-14 21:00:00,2020-03-14 22:00:00,47.0,53.0,7.04,0.88,10.24,32.7,4.91,0.78,,0.0,0.0,,,70.33,0.95,233.94,,891.38,,20.62,0.0
2020-03-14 22:00:00,2020-03-14 23:00:00,38.0,45.0,7.09,0.8,10.24,32.05,4.65,0.76,,0.0,0.0,,,69.92,0.56,188.96,,891.3,,20.58,0.0
2020-03-14 23:00:00,2020-03-15 00:00:00,41.0,50.0,7.23,0.47,10.12,26.56,4.42,0.74,,0.0,0.0,,,71.67,1.09,236.0,,891.03,,20.24,0.0
2020-03-15 00:00:00,2020-03-15 01:00:00,41.0,49.58,7.13,0.46,9.84,23.22,4.16,0.66,0.53,0.0,0.0,,,69.14,2.08,100.77,,890.14,,20.38,0.0
2020-03-15 01:00:00,2020-03-15 02:00:00,48.0,49.0,7.0,0.15,9.52,21.6,4.09,0.55,0.85,0.0,0.0,,,66.0,2.74,76.42,,889.44,,20.89,0.0
2020-03-15 02:00:00,2020-03-15 03:00:00,46.0,47.0,7.04,0.09,9.25,21.31,4.08,0.5,0.14,0.0,0.0,,,62.61,3.28,57.38,1.36,864.47,,20.41,0.0
2020-03-15 03:00:00,2020-03-15 04:00:00,48.0,55.42,7.04,0.04,9.17,21.66,4.0,0.49,0.05,0.0,0.0,,,57.87,0.96,140.77,19.67,864.57,,20.77,0.32
2020-03-15 04:00:00,2020-03-15 05:00:00,,,7.0,0.12,9.06,19.64,3.97,0.48,0.02,0.0,0.0,,,51.44,0.83,264.17,,889.58,,21.96,0.0
2020-03-15 05:00:00,2020-03-15 06:00:00,30.14,36.0,7.02,0.09,9.15,19.42,3.79,0.46,0.04,0.0,0.0,,,46.29,0.59,182.72,15.11,889.94,,22.05,0.0
2020-03-15 06:00:00,2020-03-15 07:00:00,19.0,23.0,7.08,0.05,9.21,19.43,3.7,0.44,,0.0,0.0,,,46.3,0.42,159.74,52.37,890.31,,22.56,0.0
2020-03-15 07:00:00,2020-03-15 08:00:00,18.0,22.36,7.1,0.07,9.43,20.02,3.67,0.44,,0.0,0.0,,,44.1,0.63,178.68,200.11,891.12,,24.0,0.0
2020-03-15 08:00:00,2020-03-15 09:00:00,20.0,36.0,7.11,0.17,9.51,21.54,3.7,0.43,,0.0,0.0,,,42.54,0.62,217.63,306.05,891.79,,25.2,0.0
2020-03-15 09:00:00,2020-03-15 10:00:00,26.0,27.0,6.97,0.27,9.52,24.32,3.83,0.42,,0.0,0.0,,,41.03,1.07,214.54,453.17,865.94,,24.33,0.66
2020-03-15 10:00:00,2020-03-15 11:00:00,23.07,29.93,7.1,0.21,9.67,26.13,4.3,0.4,0.11,0.0,0.0,,,40.04,1.16,206.15,794.78,892.06,,26.96,0.0
2020-03-15 11:00:00,2020-03-15 12:00:00,23.0,25.0,7.11,0.17,9.61,27.49,4.44,0.36,0.13,0.0,0.0,,,38.92,1.36,196.52,845.35,891.32,,27.73,0.0
2020-03-15 12:00:00,2020-03-15 13:00:00,22.0,27.0,7.19,0.3,9.88,31.77,4.73,0.38,,0.0,0.0,,,35.95,1.23,200.06,829.85,890.28,,28.72,0.0
2020-03-15 13:00:00,2020-03-15 14:00:00,21.0,31.11,7.04,0.35,9.72,31.06,5.17,0.37,0.17,0.0,0.0,,,30.63,3.1,177.55,704.48,881.37,,27.46,0.72
2020-03-15 14:00:00,2020-03-15 15:00:00,15.55,23.0,7.11,0.39,9.85,32.97,5.32,0.37,,0.0,0.0,,,36.3,1.33,193.41,553.39,888.55,,29.57,0.0
2020-03-15 15:00:00,2020-03-15 16:00:00,22.0,32.0,7.1,0.44,9.9,38.0,5.62,0.4,,0.0,0.0,,,43.03,1.13,197.02,342.86,888.57,,27.95,0.0
2020-03-15 16:00:00,2020-03-15 17:00:00,30.0,39.0,7.06,0.58,10.01,40.98,6.02,0.44,,0.0,0.0,,,48.8,1.21,190.03,100.97,863.9,,26.61,2.72
2020-03-15 17:00:00,2020-03-15 18:00:00,34.0,44.0,7.24,0.79,10.42,39.99,6.11,0.51,0.02,0.0,0.0,,,58.02,0.82,167.56,7.25,888.74,,23.66,0.0
2020-03-15 18:00:00,2020-03-15 19:00:00,57.0,69.0,7.19,0.66,10.27,39.49,5.77,0.56,,0.0,0.0,,,61.61,1.1,240.09,1.34,864.54,,21.81,0.0
2020-03-15 19:00:00,2020-03-15 20:00:00,46.0,52.0,7.12,0.81,10.3,39.05,5.45,0.54,0.83,0.0,0.0,,,70.48,1.89,261.44,,889.75,,21.28,0.0
2020-03-15 20:00:00,2020-03-15 21:00:00,49.0,58.0,7.08,0.98,10.38,34.98,5.3,0.51,1.2,0.0,0.0,,,71.73,1.64,253.74,17.7,867.89,,20.18,0.31
2020-03-15 21:00:00,2020-03-15 22:00:00,52.0,62.0,7.02,0.66,10.0,31.59,4.82,0.52,0.04,0.0,0.0,,,70.64,1.49,229.91,19.78,865.51,,19.96,0.32
2020-03-15 22:00:00,2020-03-15 23:00:00,46.0,56.19,7.16,0.27,9.74,29.82,4.67,0.53,,0.0,0.0,,,71.78,0.45,187.88,,890.05,,20.33,0.0
2020-03-15 23:00:00,2020-03-16 00:00:00,47.0,62.0,7.1,0.35,9.81,28.45,4.31,0.54,,0.0,0.0,,,71.94,2.93,247.91,1.51,852.82,,19.06,0.0
2020-03-16 00:00:00,2020-03-16 01:00:00,52.0,54.0,7.18,0.11,9.38,26.12,4.05,0.54,,0.0,0.0,,,74.62,0.6,147.71,,889.44,,19.66,0.0
2020-03-16 01:00:00,2020-03-16 02:00:00,48.0,50.0,7.18,0.05,9.35,24.57,3.96,0.53,,0.0,0.0,,,72.69,0.62,171.07,,889.02,,19.65,0.0
2020-03-16 02:00:00,2020-03-16 03:00:00,,,7.08,0.08,9.38,23.27,3.79,0.52,,0.0,0.0,,,65.94,0.71,224.04,,888.59,,19.48,0.0
2020-03-16 03:00:00,2020-03-16 04:00:00,,,7.04,0.04,9.26,22.65,3.85,0.47,,0.0,0.0,,,58.96,0.82,227.69,,888.36,,19.54,0.0
2020-03-16 04:00:00,2020-03-16 05:00:00,12.0,15.55,7.1,0.09,9.22,21.88,4.06,0.41,,0.0,0.0,,,55.61,0.9,203.67,18.79,841.81,,18.19,0.63
2020-03-16 05:00:00,2020-03-16 06:00:00,,,7.09,0.15,9.47,19.61,3.97,0.39,,0.0,0.0,,,59.55,1.0,251.84,11.19,861.71,,18.39,0.0
2020-03-16 06:00:00,2020-03-16 07:00:00,11.0,12.0,6.93,0.64,9.91,18.35,3.8,0.37,,0.0,0.0,,,70.38,0.9,262.13,120.48,890.4,,19.37,0.0
2020-03-16 07:00:00,2020-03-16 08:00:00,37.0,40.0,7.24,0.7,10.33,19.09,3.85,0.39,,0.0,0.0,,,52.83,0.59,178.8,312.27,891.12,,23.61,0.0
2020-03-16 08:00:00,2020-03-16 09:00:00,29.0,30.0,7.23,0.52,10.14,20.95,3.9,0.41,,0.0,0.0,,,46.28,0.98,217.68,492.91,891.79,,24.6,0.0
2020-03-16 09:00:00,2020-03-16 10:00:00,21.0,26.0,7.25,2.83,12.24,23.27,4.37,0.45,22.8,0.0,0.0,,,47.17,1.12,184.24,645.31,891.96,,25.36,0.0
2020-03-16 10:00:00,2020-03-16 11:00:00,21.0,38.02,7.34,10.16,18.82,20.96,5.0,0.48,34.59,0.02,0.08,0.02,0.06,43.18,1.95,213.83,743.91,864.11,,24.12,0.3
2020-03-16 11:00:00,2020-03-16 12:00:00,20.0,29.0,7.36,8.38,17.29,21.57,5.29,0.41,35.56,0.07,0.32,0.09,0.23,41.88,2.19,199.97,798.19,888.29,,25.56,0.32
2020-03-16 12:00:00,2020-03-16 13:00:00,19.0,23.0,7.3,6.17,15.26,19.64,5.61,0.38,24.33,0.18,0.93,0.35,0.68,39.16,1.51,186.39,693.76,886.67,,26.14,0.33
2020-03-16 13:00:00,2020-03-16 14:00:00,18.0,33.15,7.31,1.92,11.55,23.61,5.45,0.39,6.52,0.18,0.89,0.29,0.68,37.14,1.33,201.23,498.62,889.95,,27.06,0.0
2020-03-16 14:00:00,2020-03-16 15:00:00,24.0,35.0,2.89,3.91,7.35,28.21,5.57,0.46,11.89,0.21,1.11,0.39,0.85,35.73,1.29,198.76,416.33,861.72,,26.92,0.0
2020-03-16 15:00:00,2020-03-16 16:00:00,19.0,37.0,2.83,3.43,4.43,24.72,5.45,0.49,12.89,0.24,1.37,0.34,0.87,35.14,0.84,185.16,334.76,889.3,,26.96,0.0
2020-03-16 16:00:00,2020-03-16 17:00:00,26.0,36.95,3.14,,1.6,24.62,5.42,0.52,5.36,0.25,1.42,0.38,0.92,37.52,1.6,164.02,115.27,864.8,,25.47,1.53
2020-03-16 17:00:00,2020-03-16 18:00:00,27.0,36.0,3.34,,2.54,24.18,5.11,0.6,4.34,0.28,1.56,0.46,1.04,43.25,1.23,174.41,18.3,867.59,,22.09,0.3
2020-03-16 18:00:00,2020-03-16 19:00:00,31.0,40.95,3.26,,2.29,26.7,5.1,0.66,4.64,0.33,1.79,0.53,1.2,46.84,0.63,204.38,,890.3,,21.59,0.0
2020-03-16 19:00:00,2020-03-16 20:00:00,29.0,38.0,2.97,,1.11,29.42,5.23,0.64,5.12,0.34,1.78,0.55,1.21,44.85,0.69,186.9,19.78,865.99,,20.59,0.34
2020-03-16 20:00:00,2020-03-16 21:00:00,27.0,36.0,2.96,,1.2,30.48,5.38,0.64,4.31,0.34,1.73,0.72,0.9,45.48,1.0,225.73,17.8,868.89,,20.1,0.29
2020-03-16 21:00:00,2020-03-16 22:00:00,27.0,34.0,3.08,,1.35,28.0,5.36,0.64,4.15,0.33,1.73,0.56,1.21,47.42,0.59,193.32,,891.24,,20.02,0.0
2020-03-16 22:00:00,2020-03-16 23:00:00,25.0,29.17,2.96,,0.81,25.01,5.05,0.58,5.71,0.31,1.66,0.56,1.17,48.98,1.03,251.01,,891.07,,19.59,0.0
2020-03-16 23:00:00,2020-03-17 00:00:00,25.0,26.12,2.93,,0.33,23.28,4.96,0.52,5.36,0.28,1.5,0.53,1.07,49.37,0.84,249.79,,890.89,,19.25,0.0
2020-03-17 00:00:00,2020-03-17 01:00:00,19.0,16.89,3.0,,0.21,20.37,4.55,0.47,4.88,0.25,1.35,0.64,0.73,51.7,0.57,174.35,,890.53,,18.67,0.0
