From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),RF (mm),AT (degree C)
2022-02-03 01:00:00,2022-02-03 02:00:00,160.25,190.75,1.57,13.87,8.63,30.3,22.63,0.92,53.65,0.93,7.97,7.68,19.67,,73.25,1.23,116.0,10.0,12.7,0.0,13.72
2022-02-03 02:00:00,2022-02-03 03:00:00,154.0,177.5,2.7,15.15,10.3,31.85,22.15,0.86,49.98,0.92,7.5,7.15,18.57,,71.25,0.8,138.75,10.0,12.0,0.0,13.7
2022-02-03 03:00:00,2022-02-03 04:00:00,130.75,156.0,1.62,5.55,4.23,26.52,10.88,0.78,67.12,0.78,7.15,6.88,18.03,,57.5,1.02,130.25,10.0,11.62,0.0,13.95
2022-02-03 04:00:00,2022-02-03 05:00:00,99.25,124.5,1.12,6.5,4.35,28.8,22.18,0.73,50.1,0.72,7.05,6.75,17.85,,69.75,0.53,242.0,10.0,11.55,0.0,13.57
2022-02-03 05:00:00,2022-02-03 06:00:00,118.75,141.25,2.85,18.82,12.32,37.8,15.93,0.76,28.9,0.75,7.72,7.53,19.43,,82.25,0.83,114.25,10.0,12.5,0.0,13.23
2022-02-03 06:00:00,2022-02-03 07:00:00,159.25,181.5,1.75,14.9,9.38,38.77,16.68,0.82,29.95,0.8,8.2,8.28,20.97,,85.5,0.45,254.5,10.0,13.47,0.0,13.18
2022-02-03 07:00:00,2022-02-03 08:00:00,165.5,192.0,10.4,36.7,27.98,35.02,8.48,0.87,19.62,0.85,8.28,8.75,22.05,,88.5,0.93,107.5,12.5,13.98,0.62,13.15
2022-02-03 08:00:00,2022-02-03 09:00:00,161.25,186.5,3.55,25.62,16.5,36.08,9.47,0.91,29.93,0.9,8.17,8.75,22.42,,89.75,0.53,208.75,13.25,14.15,0.62,13.07
2022-02-03 09:00:00,2022-02-03 10:00:00,148.75,162.5,9.15,29.35,23.03,27.67,5.9,0.89,34.93,0.85,7.42,8.15,21.53,,88.25,1.58,114.75,33.0,13.55,0.88,12.97
2022-02-03 10:00:00,2022-02-03 11:00:00,127.0,131.75,8.18,23.52,19.2,25.97,5.0,0.83,41.7,0.78,6.7,6.9,18.32,,84.75,1.97,104.0,48.5,11.9,0.0,13.03
2022-02-03 11:00:00,2022-02-03 12:00:00,85.5,91.75,6.38,19.68,15.6,22.38,3.33,0.71,48.4,0.65,6.28,5.97,15.55,,76.5,2.2,106.5,54.75,10.88,0.0,13.27
2022-02-03 12:00:00,2022-02-03 13:00:00,40.5,45.5,5.6,21.6,16.07,21.15,3.1,0.6,44.65,0.5,5.77,5.38,13.88,,79.25,1.72,107.5,56.5,10.2,0.0,13.22
2022-02-03 13:00:00,2022-02-03 14:00:00,37.25,44.75,7.2,39.38,26.75,24.4,5.25,0.61,31.12,0.5,5.67,5.6,14.7,,78.75,0.62,140.75,27.75,10.9,0.0,13.4
2022-02-03 14:00:00,2022-02-03 15:00:00,43.25,48.75,4.12,28.47,18.47,25.13,4.4,0.65,29.52,0.6,6.35,6.67,17.4,,86.5,0.6,344.0,16.0,12.6,0.0,13.12
2022-02-03 15:00:00,2022-02-03 16:00:00,52.0,56.75,3.83,25.9,16.9,24.23,5.95,0.67,28.88,0.58,6.47,7.15,18.77,,87.5,0.77,265.75,15.25,13.45,0.0,13.05
2022-02-03 16:00:00,2022-02-03 17:00:00,53.75,59.75,2.9,22.07,14.1,22.43,3.75,0.65,31.1,0.6,5.72,6.02,15.85,,88.75,0.68,339.25,15.25,11.25,0.12,12.92
2022-02-03 17:00:00,2022-02-03 18:00:00,41.0,44.0,3.98,24.32,16.2,17.43,2.8,0.58,25.12,0.47,4.75,4.0,9.85,,88.0,0.5,245.25,12.25,7.2,0.0,12.82
2022-02-03 18:00:00,2022-02-03 19:00:00,37.0,39.0,18.48,37.05,34.73,17.67,4.05,0.62,13.62,0.45,4.73,3.8,9.88,,89.0,0.35,251.0,10.0,7.3,0.0,12.8
2022-02-03 19:00:00,2022-02-03 20:00:00,37.0,39.0,36.33,46.0,54.0,19.32,5.3,0.75,3.45,0.53,4.8,4.57,12.0,,89.75,0.3,109.5,10.0,8.8,0.0,12.8
2022-02-03 20:00:00,2022-02-03 21:00:00,52.0,55.0,37.65,49.73,57.05,20.12,5.45,0.86,3.65,0.62,5.0,5.03,13.35,,88.75,0.28,146.5,10.0,9.73,0.0,12.9
2022-02-03 21:00:00,2022-02-03 22:00:00,47.5,51.25,18.15,47.98,40.27,24.35,4.45,0.9,4.03,0.62,5.53,5.62,14.9,,89.0,0.2,302.75,10.0,10.65,0.0,12.9
2022-02-03 22:00:00,2022-02-03 23:00:00,31.75,37.25,3.83,31.8,20.03,24.55,3.6,0.88,17.65,0.62,6.25,6.8,17.82,,88.5,0.3,309.0,10.0,12.38,0.0,12.82
2022-02-03 23:00:00,2022-02-04 00:00:00,23.25,28.0,1.75,21.85,13.08,22.73,3.37,0.76,21.33,0.55,6.43,7.3,19.15,,89.0,0.3,303.5,10.0,13.12,0.0,12.75
2022-02-04 00:00:00,2022-02-04 01:00:00,16.25,23.25,1.9,19.68,12.02,22.88,2.88,0.65,26.37,0.5,6.43,7.67,20.03,,87.75,0.35,314.0,10.0,13.62,0.12,12.72
2022-02-04 01:00:00,2022-02-04 02:00:00,10.75,16.5,1.4,16.8,10.07,15.2,1.63,0.56,31.05,0.45,6.0,7.35,19.65,,88.75,0.32,308.5,10.0,13.33,0.0,12.65
2022-02-04 02:00:00,2022-02-04 03:00:00,10.0,12.0,1.55,8.55,5.8,16.6,1.4,0.48,35.8,0.4,5.4,6.6,18.0,,88.25,0.47,344.5,10.0,12.38,0.25,12.55
2022-02-04 03:00:00,2022-02-04 04:00:00,8.0,9.0,1.5,7.12,5.05,17.65,2.47,0.45,33.35,0.4,5.15,6.33,17.23,,89.0,0.45,256.5,10.0,12.02,0.0,12.5
2022-02-04 04:00:00,2022-02-04 05:00:00,7.75,9.0,1.35,6.85,4.75,18.35,2.65,0.41,31.75,0.33,4.9,6.03,16.57,,89.5,0.45,306.0,10.0,11.77,0.62,12.53
2022-02-04 05:00:00,2022-02-04 06:00:00,7.25,9.0,1.7,13.93,8.77,22.15,2.43,0.4,28.62,0.3,5.0,6.2,16.95,,91.0,0.4,209.25,10.0,12.17,1.25,12.5
2022-02-04 06:00:00,2022-02-04 07:00:00,7.25,9.75,2.12,19.62,12.18,24.33,0.88,0.42,30.2,0.3,5.45,7.05,18.83,,91.0,0.4,107.25,10.0,13.92,0.88,12.6
2022-02-04 07:00:00,2022-02-04 08:00:00,5.25,11.75,12.3,42.33,32.5,22.1,0.8,0.46,11.88,0.3,5.55,7.28,19.5,,91.25,0.4,100.75,11.5,15.05,0.5,12.65
2022-02-04 08:00:00,2022-02-04 09:00:00,13.0,19.0,31.67,44.67,49.52,21.73,2.88,0.54,4.97,0.38,5.8,7.58,20.27,,92.0,0.8,109.0,17.5,15.98,0.12,12.75
2022-02-04 09:00:00,2022-02-04 10:00:00,37.25,46.0,29.28,47.23,48.9,18.35,2.65,0.64,8.4,0.43,6.3,7.4,19.95,,91.5,0.9,103.75,24.5,16.07,0.38,12.78
2022-02-04 10:00:00,2022-02-04 11:00:00,47.0,55.0,15.2,40.2,33.75,16.7,1.8,0.71,22.42,0.47,5.3,5.6,15.45,,89.25,1.12,96.0,44.5,12.75,0.0,12.73
2022-02-04 11:00:00,2022-02-04 12:00:00,13.0,16.0,8.55,33.42,24.72,16.55,0.8,0.64,35.23,0.45,4.8,4.15,11.02,,82.0,1.12,93.5,66.0,9.9,0.0,12.85
2022-02-04 12:00:00,2022-02-04 13:00:00,13.0,16.0,7.5,28.38,21.17,16.57,0.9,0.62,39.35,0.4,4.77,4.02,10.67,,73.25,0.9,85.5,91.25,10.1,0.0,13.15
2022-02-04 13:00:00,2022-02-04 14:00:00,4.0,14.0,6.83,27.27,20.05,20.1,1.48,0.59,44.2,0.4,4.92,4.43,11.97,,66.25,0.6,43.75,102.0,10.98,0.0,13.53
2022-02-04 14:00:00,2022-02-04 15:00:00,7.5,16.25,6.05,34.4,23.2,20.48,2.85,0.6,40.12,0.43,5.12,4.85,12.8,,66.75,0.33,16.5,47.75,11.6,0.0,13.53
2022-02-04 15:00:00,2022-02-04 16:00:00,20.5,28.0,4.85,35.73,22.95,20.15,7.38,0.62,33.48,0.4,5.25,5.38,14.23,,72.25,0.42,183.25,43.75,12.55,0.0,13.4
2022-02-04 16:00:00,2022-02-04 17:00:00,32.75,48.0,6.67,38.05,25.62,20.2,12.5,0.66,33.25,0.47,5.3,5.78,15.25,,71.0,0.45,27.25,57.5,13.2,0.0,13.43
2022-02-04 17:00:00,2022-02-04 18:00:00,47.5,63.5,12.98,51.75,38.08,17.4,9.0,0.74,17.2,0.5,4.95,5.35,14.27,,72.5,0.2,101.25,20.75,12.2,0.0,13.25
2022-02-04 18:00:00,2022-02-04 19:00:00,58.0,81.5,75.9,60.5,93.88,15.57,10.35,0.91,3.28,0.6,4.28,3.75,7.7,,82.5,0.17,155.5,10.0,5.95,0.0,12.73
2022-02-04 19:00:00,2022-02-04 20:00:00,104.75,150.75,132.35,57.22,138.05,20.92,16.1,1.27,3.35,0.8,4.78,4.2,10.75,,86.75,0.15,167.0,10.0,7.88,0.0,12.35
2022-02-04 20:00:00,2022-02-04 21:00:00,156.25,204.0,157.7,46.98,153.2,17.65,13.7,1.64,2.92,1.0,5.15,4.85,12.5,,88.75,0.12,90.75,10.0,9.12,0.0,12.12
2022-02-04 21:00:00,2022-02-04 22:00:00,129.0,187.0,193.12,46.42,181.73,20.52,13.95,1.97,2.8,1.15,6.03,5.5,14.22,,89.75,0.12,105.5,10.0,10.12,0.0,12.0
2022-02-04 22:00:00,2022-02-04 23:00:00,112.0,174.5,139.4,43.4,136.4,22.75,12.08,2.1,2.8,1.2,6.75,6.53,16.83,,90.5,0.17,169.5,10.0,11.77,0.0,11.85
2022-02-04 23:00:00,2022-02-05 00:00:00,97.25,134.5,105.07,39.05,106.2,21.42,10.37,2.06,2.9,1.25,7.35,7.05,18.12,,91.0,0.12,60.25,10.0,12.6,0.0,11.82
2022-02-05 00:00:00,2022-02-05 01:00:00,94.5,145.75,70.85,35.55,76.47,21.73,3.85,1.85,2.6,1.17,6.92,7.15,18.67,,91.0,0.28,88.75,10.0,12.95,0.0,11.75
2022-02-05 01:00:00,2022-02-05 02:00:00,79.0,111.5,33.83,31.73,44.4,17.7,1.1,1.58,3.4,1.03,6.25,6.85,18.05,,91.0,0.15,174.5,10.0,12.52,0.0,11.6
2022-02-05 02:00:00,2022-02-05 03:00:00,63.0,84.75,50.6,20.4,52.0,16.95,1.05,1.29,3.12,0.88,5.5,6.07,16.32,,91.0,0.18,180.75,10.0,11.4,0.0,11.32
2022-02-05 03:00:00,2022-02-05 04:00:00,55.0,81.75,13.55,19.67,21.48,17.1,,1.13,6.15,0.75,5.03,5.68,15.45,,91.25,0.33,99.5,10.0,10.75,0.0,11.45
2022-02-05 04:00:00,2022-02-05 05:00:00,39.75,57.5,34.38,23.57,40.47,18.3,0.1,0.94,4.58,0.6,4.8,5.33,14.68,,90.0,0.2,313.5,10.0,10.38,0.0,11.2
2022-02-05 05:00:00,2022-02-05 06:00:00,38.25,60.0,23.27,23.45,31.35,19.25,1.8,0.85,2.98,0.55,4.9,5.32,14.47,,91.0,0.22,260.75,10.0,10.2,0.0,11.08
2022-02-05 06:00:00,2022-02-05 07:00:00,40.5,66.0,17.73,32.95,31.93,22.48,3.3,0.81,4.12,0.55,5.28,5.98,16.18,,91.0,0.28,304.0,10.25,11.2,0.0,11.18
2022-02-05 07:00:00,2022-02-05 08:00:00,52.25,74.25,26.3,33.95,39.45,22.8,3.68,0.8,4.88,0.6,5.35,6.4,17.18,,91.0,0.33,80.25,17.5,11.83,0.0,11.4
2022-02-05 08:00:00,2022-02-05 09:00:00,49.5,74.0,15.25,38.45,32.88,21.77,5.55,0.81,9.95,0.6,5.35,6.65,17.65,,86.75,0.25,204.25,48.25,12.03,0.0,12.15
2022-02-05 09:00:00,2022-02-05 10:00:00,63.5,85.75,18.73,52.3,43.02,19.23,13.62,0.86,22.95,0.6,5.12,6.7,17.85,,70.0,0.72,130.75,144.75,12.12,0.0,13.12
2022-02-05 10:00:00,2022-02-05 11:00:00,80.5,102.0,7.58,25.85,19.92,21.67,43.62,0.73,36.77,0.6,4.72,5.05,13.83,,66.5,0.68,225.0,191.75,9.32,0.0,13.7
2022-02-05 11:00:00,2022-02-05 12:00:00,75.25,99.75,5.33,25.45,17.88,22.6,39.63,0.71,49.43,0.6,4.6,4.17,11.35,,58.75,0.62,233.0,222.0,7.7,0.0,14.17
2022-02-05 12:00:00,2022-02-05 13:00:00,73.0,94.25,3.73,22.62,15.07,21.07,15.25,0.71,59.25,0.6,4.62,5.12,14.25,,53.75,0.68,263.25,231.5,9.07,0.0,14.68
2022-02-05 13:00:00,2022-02-05 14:00:00,40.75,64.0,2.72,14.5,9.93,22.65,8.55,0.62,57.95,0.5,4.7,4.93,13.57,,52.75,0.7,274.0,223.5,8.8,0.0,14.93
2022-02-05 14:00:00,2022-02-05 15:00:00,22.75,40.25,1.98,9.92,6.88,22.68,4.3,0.6,62.27,0.43,4.97,5.23,14.07,,51.75,0.73,283.5,188.5,9.32,0.0,15.08
2022-02-05 15:00:00,2022-02-05 16:00:00,14.25,31.0,1.77,7.75,5.55,21.38,3.3,0.55,64.93,0.4,5.53,5.65,14.53,,52.5,0.73,300.75,132.0,9.72,0.0,15.07
2022-02-05 16:00:00,2022-02-05 17:00:00,10.0,29.0,1.7,7.9,5.57,20.43,3.75,0.53,66.43,0.4,5.25,5.35,13.78,,54.25,0.5,283.75,65.0,9.53,0.0,14.9
