From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm)
2020-12-20 06:00:00,2020-12-20 07:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 07:00:00,2020-12-20 08:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 08:00:00,2020-12-20 09:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 09:00:00,2020-12-20 10:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 10:00:00,2020-12-20 11:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 11:00:00,2020-12-20 12:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 12:00:00,2020-12-20 13:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 13:00:00,2020-12-20 14:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 14:00:00,2020-12-20 15:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 15:00:00,2020-12-20 16:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 16:00:00,2020-12-20 17:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 17:00:00,2020-12-20 18:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 18:00:00,2020-12-20 19:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 19:00:00,2020-12-20 20:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 20:00:00,2020-12-20 21:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 21:00:00,2020-12-20 22:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 22:00:00,2020-12-20 23:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-20 23:00:00,2020-12-21 00:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 00:00:00,2020-12-21 01:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 01:00:00,2020-12-21 02:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 02:00:00,2020-12-21 03:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 03:00:00,2020-12-21 04:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 04:00:00,2020-12-21 05:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 05:00:00,2020-12-21 06:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 06:00:00,2020-12-21 07:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 07:00:00,2020-12-21 08:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 08:00:00,2020-12-21 09:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 09:00:00,2020-12-21 10:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 10:00:00,2020-12-21 11:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 11:00:00,2020-12-21 12:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 12:00:00,2020-12-21 13:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 13:00:00,2020-12-21 14:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 14:00:00,2020-12-21 15:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 15:00:00,2020-12-21 16:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 16:00:00,2020-12-21 17:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 17:00:00,2020-12-21 18:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 18:00:00,2020-12-21 19:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 19:00:00,2020-12-21 20:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 20:00:00,2020-12-21 21:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 21:00:00,2020-12-21 22:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 22:00:00,2020-12-21 23:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-21 23:00:00,2020-12-22 00:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 00:00:00,2020-12-22 01:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 01:00:00,2020-12-22 02:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 02:00:00,2020-12-22 03:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 03:00:00,2020-12-22 04:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 04:00:00,2020-12-22 05:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 05:00:00,2020-12-22 06:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 06:00:00,2020-12-22 07:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 07:00:00,2020-12-22 08:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 08:00:00,2020-12-22 09:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 09:00:00,2020-12-22 10:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 10:00:00,2020-12-22 11:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 11:00:00,2020-12-22 12:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 12:00:00,2020-12-22 13:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-22 13:00:00,2020-12-22 14:00:00,,,,,,,,,,,,,,29.9,,3.0,155.0,254.0,758.0,,0.0
2020-12-22 14:00:00,2020-12-22 15:00:00,39.0,106.0,2.2,4.25,4.05,7.55,7.07,0.32,2.77,0.25,0.85,,,25.97,,3.2,202.0,294.5,757.25,,0.0
2020-12-22 15:00:00,2020-12-22 16:00:00,41.0,104.75,1.4,5.7,3.9,9.07,8.85,,1.16,,,,,25.7,,3.2,211.75,215.0,757.0,,0.0
2020-12-22 16:00:00,2020-12-22 17:00:00,46.75,102.25,2.17,6.1,5.03,9.63,4.55,,,,,,,26.03,,2.78,140.25,90.5,757.0,,0.0
2020-12-22 17:00:00,2020-12-22 18:00:00,46.25,103.0,0.88,5.58,3.72,13.93,5.97,,20.98,,,,,25.95,,2.22,221.5,30.25,757.0,,0.0
2020-12-22 18:00:00,2020-12-22 19:00:00,46.75,96.0,1.12,8.25,5.33,12.45,6.75,,3.76,,,,,25.85,,1.95,198.5,17.75,757.0,,0.0
2020-12-22 19:00:00,2020-12-22 20:00:00,45.5,97.25,1.32,8.82,5.8,10.35,6.15,,9.26,,,,,25.67,,1.68,128.25,17.5,758.0,,0.0
2020-12-22 20:00:00,2020-12-22 21:00:00,42.75,84.75,0.88,9.38,5.7,9.45,1.65,,6.25,,,,,25.6,,1.6,202.0,16.75,759.0,,0.0
2020-12-22 21:00:00,2020-12-22 22:00:00,38.75,84.25,0.75,8.22,4.97,8.38,,,2.57,,,,,25.2,,1.38,233.25,16.75,759.0,,0.0
2020-12-22 22:00:00,2020-12-22 23:00:00,36.5,74.75,0.57,13.6,7.72,7.75,,,2.9,,,,,25.05,,1.15,84.5,16.75,759.0,,0.0
2020-12-22 23:00:00,2020-12-23 00:00:00,42.25,123.5,1.67,33.85,19.35,8.12,2.0,,5.79,,,,,24.68,,1.05,325.0,16.75,758.25,,0.0
2020-12-23 00:00:00,2020-12-23 01:00:00,71.75,207.0,2.65,36.97,21.85,8.28,7.9,,4.09,,,,,24.53,,1.15,349.0,16.75,758.0,,0.0
2020-12-23 01:00:00,2020-12-23 02:00:00,67.0,217.0,1.3,27.65,15.78,8.12,8.32,,4.88,,,,,24.12,,1.4,266.0,16.5,757.25,,0.0
2020-12-23 02:00:00,2020-12-23 03:00:00,67.0,176.75,1.45,20.88,12.3,8.07,7.75,,0.97,,,,,23.88,,1.27,,16.25,757.0,,0.0
2020-12-23 03:00:00,2020-12-23 04:00:00,74.5,153.75,1.0,14.95,8.75,7.8,8.38,,1.73,,,,,23.73,,1.4,334.67,16.25,757.0,,0.0
2020-12-23 04:00:00,2020-12-23 05:00:00,69.75,154.5,1.15,11.93,7.25,7.65,6.12,,1.98,,,,,23.52,,1.5,,16.75,757.0,,0.0
2020-12-23 05:00:00,2020-12-23 06:00:00,72.25,168.25,1.0,11.92,7.15,7.5,5.67,,2.66,,,,,23.48,,1.1,344.5,16.75,757.0,,0.0
2020-12-23 06:00:00,2020-12-23 07:00:00,87.5,166.0,1.65,21.1,12.55,7.7,5.05,,12.99,,,,,23.3,,0.65,326.0,23.5,757.75,,0.0
2020-12-23 07:00:00,2020-12-23 08:00:00,105.75,168.0,3.2,22.08,14.33,8.38,7.2,,11.2,,,,,23.22,,1.45,340.0,87.75,758.0,,0.0
2020-12-23 08:00:00,2020-12-23 09:00:00,106.5,195.5,3.1,19.95,13.12,7.95,13.63,,0.16,,,,,23.25,,1.8,292.67,205.25,759.0,,0.0
2020-12-23 09:00:00,2020-12-23 10:00:00,84.75,164.25,1.98,12.65,8.33,7.78,17.1,0.6,1.32,,,,,23.62,,2.33,260.75,316.25,759.0,,0.0
2020-12-23 10:00:00,2020-12-23 11:00:00,52.25,108.25,1.47,6.08,4.43,7.88,8.73,0.42,,0.3,1.12,,,29.1,,2.72,196.0,367.75,759.0,,0.0
2020-12-23 11:00:00,2020-12-23 12:00:00,27.5,74.75,1.2,6.23,4.23,11.63,,0.53,7.6,0.37,1.4,,,35.7,,2.92,165.25,407.75,758.5,,0.0
2020-12-23 12:00:00,2020-12-23 13:00:00,25.25,80.5,,4.3,3.37,15.77,,0.57,,0.43,1.5,,,37.52,,3.23,157.75,420.25,758.0,,0.0
2020-12-23 13:00:00,2020-12-23 14:00:00,32.25,83.5,,4.35,3.0,17.25,,0.77,,0.55,2.0,,,38.75,,3.27,170.75,316.5,757.0,,0.0
2020-12-23 14:00:00,2020-12-23 15:00:00,34.0,88.25,,4.8,3.12,17.93,,0.7,,0.45,1.85,,,39.6,,3.18,145.5,285.0,757.0,,0.0
2020-12-23 15:00:00,2020-12-23 16:00:00,,,,,,,,,,,,,,,,,,,,,
2020-12-23 16:00:00,2020-12-23 17:00:00,37.0,89.0,,5.7,1.4,12.9,,0.65,,0.45,1.75,,,28.43,,2.3,109.5,64.5,757.0,,0.0
2020-12-23 17:00:00,2020-12-23 18:00:00,,,,7.55,4.62,22.62,,0.56,,0.4,1.47,,,28.28,,2.25,115.25,37.25,757.0,,0.0
2020-12-23 18:00:00,2020-12-23 19:00:00,46.0,102.0,,9.8,6.43,16.5,,0.52,,0.4,1.4,,,27.5,,1.85,123.0,18.75,757.0,,0.0
2020-12-23 19:00:00,2020-12-23 20:00:00,45.0,100.25,,11.85,7.43,14.05,,,,,,,,27.2,,1.42,184.0,17.5,757.75,,0.0
2020-12-23 20:00:00,2020-12-23 21:00:00,42.5,92.25,,9.77,5.9,12.8,,0.5,,,,,,26.82,,1.52,117.0,16.75,758.0,,0.0
2020-12-23 21:00:00,2020-12-23 22:00:00,42.0,82.25,,9.3,5.43,11.9,,,,,,,,26.45,,1.57,113.25,16.5,758.75,,0.0
2020-12-23 22:00:00,2020-12-23 23:00:00,36.5,77.25,0.78,7.95,4.85,11.6,3.98,,,,,,,26.1,,1.25,140.75,16.25,758.25,,0.0
2020-12-23 23:00:00,2020-12-24 00:00:00,38.75,91.5,0.8,11.82,6.9,10.52,3.18,,,,,,,25.83,,0.9,248.0,16.0,758.0,,0.0
2020-12-24 00:00:00,2020-12-24 01:00:00,48.75,169.75,1.77,31.23,18.05,10.68,4.57,,,,,,,25.57,,0.58,303.5,16.0,758.0,,0.0
2020-12-24 01:00:00,2020-12-24 02:00:00,69.0,250.0,1.3,27.48,15.7,11.8,6.03,,,,,,,25.27,,1.25,210.33,16.0,757.25,,0.0
2020-12-24 02:00:00,2020-12-24 03:00:00,62.0,141.0,0.85,18.0,10.22,11.2,7.5,,,,,,,24.88,,1.42,204.25,16.5,756.5,,0.0
2020-12-24 03:00:00,2020-12-24 04:00:00,67.0,115.75,0.82,16.27,9.3,10.93,11.65,,,,,,,24.72,,1.03,326.5,16.5,756.0,,0.0
2020-12-24 04:00:00,2020-12-24 05:00:00,65.0,136.0,1.42,15.4,9.38,10.82,7.55,,,,,,,24.35,,0.98,283.75,16.0,756.25,,0.0
2020-12-24 05:00:00,2020-12-24 06:00:00,68.5,147.5,1.4,20.35,11.98,10.2,5.42,,,,,,,24.3,,0.75,274.5,16.25,756.25,,0.0
2020-12-24 06:00:00,2020-12-24 07:00:00,71.25,133.25,4.8,27.33,18.43,11.18,6.07,,,,,,,23.98,,0.93,349.67,19.75,757.0,,0.0
2020-12-24 07:00:00,2020-12-24 08:00:00,83.25,159.0,3.8,26.27,17.1,11.35,9.45,,,,,,,23.73,,1.2,339.67,49.5,757.5,,0.0
2020-12-24 08:00:00,2020-12-24 09:00:00,111.75,193.25,3.2,23.07,14.87,11.75,15.03,,,,,,,23.9,,2.0,216.0,201.75,758.0,,0.0
2020-12-24 09:00:00,2020-12-24 10:00:00,112.0,191.25,2.08,14.9,9.6,11.28,15.9,,,,,,,23.98,,2.42,206.25,312.75,758.0,,0.0
2020-12-24 10:00:00,2020-12-24 11:00:00,72.75,139.5,1.17,7.88,5.15,11.57,11.9,,,,,,,24.02,,3.18,148.75,378.5,758.0,,0.0
2020-12-24 11:00:00,2020-12-24 12:00:00,51.25,112.5,0.9,4.9,3.33,13.67,2.93,,,,,,,24.35,,3.47,163.0,435.5,758.0,,0.0
2020-12-24 12:00:00,2020-12-24 13:00:00,44.0,99.5,1.27,5.23,3.8,14.7,1.6,,,,,,,24.9,,3.67,136.5,459.25,757.5,,0.0
2020-12-24 13:00:00,2020-12-24 14:00:00,42.5,103.0,0.68,4.88,3.15,14.58,1.73,,,,,,,25.82,,4.17,134.75,414.5,756.5,,0.0
2020-12-24 14:00:00,2020-12-24 15:00:00,29.0,104.25,0.93,4.03,2.9,14.98,1.15,,,,,,,28.4,,3.85,111.25,315.5,756.25,,0.0
2020-12-24 15:00:00,2020-12-24 16:00:00,31.5,92.25,1.5,4.95,3.35,15.65,0.4,,,,,,,34.75,,3.83,132.5,223.0,757.0,,0.0
2020-12-24 16:00:00,2020-12-24 17:00:00,37.0,97.0,1.17,4.2,3.2,10.5,7.25,,,,,,,29.58,,3.6,179.0,99.75,756.5,,0.0
2020-12-24 17:00:00,2020-12-24 18:00:00,31.75,91.75,0.73,4.7,3.12,14.32,7.17,,,,,,,27.88,,2.7,161.5,31.25,757.0,,0.0
2020-12-24 18:00:00,2020-12-24 19:00:00,37.0,93.0,0.78,7.23,4.45,14.9,8.07,0.85,17.13,0.57,2.25,,,29.1,,2.0,147.75,13.75,757.0,,0.0
2020-12-24 19:00:00,2020-12-24 20:00:00,45.75,90.25,0.88,8.65,5.33,13.05,7.9,0.87,25.21,0.63,2.27,,,29.17,,1.83,158.0,13.75,757.75,,0.0
2020-12-24 20:00:00,2020-12-24 21:00:00,43.5,89.25,0.93,7.2,4.6,12.03,4.58,1.33,,0.9,3.5,,,29.08,,1.75,103.5,12.75,758.25,,0.0
2020-12-24 21:00:00,2020-12-24 22:00:00,39.0,82.25,0.68,8.07,4.85,11.1,3.05,0.79,3.16,0.55,2.05,,,29.08,,1.48,95.25,12.75,759.0,,0.0
2020-12-24 22:00:00,2020-12-24 23:00:00,39.25,75.5,0.85,6.75,4.28,10.75,3.45,0.71,0.35,0.53,1.88,,,29.02,,1.32,187.0,12.75,759.0,,0.0
2020-12-24 23:00:00,2020-12-25 00:00:00,39.25,73.25,0.72,6.0,3.8,10.45,3.12,0.86,,0.6,2.33,,,28.98,,1.18,159.75,12.75,758.25,,0.0
2020-12-25 00:00:00,2020-12-25 01:00:00,41.5,110.0,6.38,22.5,17.18,10.18,2.35,1.53,6.55,1.1,4.05,,,28.9,,0.65,326.0,12.75,758.0,,0.0
2020-12-25 01:00:00,2020-12-25 02:00:00,66.5,220.5,10.43,33.33,26.2,11.62,4.1,1.53,3.71,1.07,4.0,,,28.9,,0.5,312.75,12.75,758.0,,0.0
2020-12-25 02:00:00,2020-12-25 03:00:00,99.0,255.75,4.95,27.12,18.45,11.93,7.45,1.48,3.95,1.05,3.92,,,28.82,,0.47,320.0,12.75,757.5,,0.0
2020-12-25 03:00:00,2020-12-25 04:00:00,92.75,177.75,2.85,21.8,13.9,12.07,7.43,1.38,2.47,0.98,3.65,,,28.8,,0.45,320.5,12.75,757.25,,0.0
2020-12-25 04:00:00,2020-12-25 05:00:00,92.0,172.25,2.38,17.77,11.38,11.82,9.95,1.42,3.08,0.97,3.72,,,28.8,,0.6,324.5,12.75,757.5,,0.0
2020-12-25 05:00:00,2020-12-25 06:00:00,92.75,158.5,1.85,16.35,10.2,11.8,12.35,1.24,1.8,0.88,3.27,,,28.73,,1.1,344.5,12.75,758.0,,0.0
2020-12-25 06:00:00,2020-12-25 07:00:00,95.0,181.5,1.92,17.6,10.92,11.85,19.27,1.3,2.01,0.9,3.42,,,28.75,,1.83,339.5,18.5,758.0,,0.0
2020-12-25 07:00:00,2020-12-25 08:00:00,98.25,167.5,2.12,18.2,11.4,12.77,19.6,1.9,6.27,1.32,4.97,,,28.73,,1.82,295.25,83.75,759.0,,0.0
2020-12-25 08:00:00,2020-12-25 09:00:00,113.0,183.0,2.52,15.65,10.38,15.75,27.15,1.56,1.1,1.1,4.12,,,28.75,,2.35,237.75,196.75,760.0,,0.0
2020-12-25 09:00:00,2020-12-25 10:00:00,112.0,186.75,1.93,8.25,5.93,19.0,20.85,1.55,2.04,1.07,4.1,,,28.85,,2.58,216.75,300.5,760.0,,0.0
2020-12-25 10:00:00,2020-12-25 11:00:00,59.0,118.75,1.45,5.3,4.02,19.85,11.07,1.56,0.04,1.05,4.12,,,28.82,,3.07,136.25,388.0,760.0,,0.0
