From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3)
2018-12-13 04:00:00,2018-12-13 05:00:00,122.0,147.58,7.45,14.28,21.69,,0.68
2018-12-13 05:00:00,2018-12-13 06:00:00,129.25,157.08,7.38,14.36,21.78,,0.69
2018-12-13 06:00:00,2018-12-13 07:00:00,130.25,158.92,7.6,14.3,21.88,,0.69
2018-12-13 07:00:00,2018-12-13 08:00:00,125.62,160.83,7.79,14.4,22.23,,0.72
2018-12-13 08:00:00,2018-12-13 09:00:00,132.0,178.42,7.46,14.31,21.87,,0.76
2018-12-13 09:00:00,2018-12-13 10:00:00,143.62,195.58,7.35,14.3,21.66,,0.79
2018-12-13 10:00:00,2018-12-13 11:00:00,127.0,183.67,7.35,14.26,21.79,,0.76
2018-12-13 11:00:00,2018-12-13 12:00:00,127.5,179.17,7.75,14.28,22.04,,0.74
2018-12-13 12:00:00,2018-12-13 13:00:00,130.38,181.75,7.77,14.29,22.01,,0.73
2018-12-13 13:00:00,2018-12-13 14:00:00,126.0,,,14.31,,,
2018-12-13 14:00:00,2018-12-13 15:00:00,125.0,,,14.26,,,
2018-12-13 15:00:00,2018-12-13 16:00:00,118.0,,,14.25,,,
2018-12-13 16:00:00,2018-12-13 17:00:00,123.0,,,14.2,,,
2018-12-13 17:00:00,2018-12-13 18:00:00,,,,,21.72,,
2018-12-13 18:00:00,2018-12-13 19:00:00,,184.0,,,21.77,,0.79
2018-12-13 19:00:00,2018-12-13 20:00:00,,178.0,,,,,0.78
2018-12-13 20:00:00,2018-12-13 21:00:00,,148.0,,,,,0.75
2018-12-13 21:00:00,2018-12-13 22:00:00,,136.0,,,,,0.77
2018-12-13 22:00:00,2018-12-13 23:00:00,104.0,,,14.54,,,0.8
2018-12-13 23:00:00,2018-12-14 00:00:00,,,,,21.72,,
2018-12-14 00:00:00,2018-12-14 01:00:00,,,,,21.96,,
2018-12-14 01:00:00,2018-12-14 02:00:00,82.0,,,14.2,,,
2018-12-14 02:00:00,2018-12-14 03:00:00,94.0,,7.64,14.3,,,
2018-12-14 03:00:00,2018-12-14 04:00:00,90.0,,8.17,14.22,,,
2018-12-14 04:00:00,2018-12-14 05:00:00,88.0,,7.5,14.4,,,
2018-12-14 05:00:00,2018-12-14 06:00:00,79.0,,7.43,14.33,,,
2018-12-14 06:00:00,2018-12-14 07:00:00,95.0,,7.44,14.51,,,
2018-12-14 07:00:00,2018-12-14 08:00:00,86.0,,7.97,14.26,,,
2018-12-14 08:00:00,2018-12-14 09:00:00,102.0,,7.37,,,,
2018-12-14 09:00:00,2018-12-14 10:00:00,120.0,,7.03,,,,
2018-12-14 10:00:00,2018-12-14 11:00:00,96.0,,7.77,,,,
2018-12-14 11:00:00,2018-12-14 12:00:00,96.0,,7.57,,,,
2018-12-14 12:00:00,2018-12-14 13:00:00,90.0,,7.5,14.18,22.09,,
2018-12-14 13:00:00,2018-12-14 14:00:00,88.0,137.5,7.23,,,,
2018-12-14 14:00:00,2018-12-14 15:00:00,,134.5,7.23,,,,
2018-12-14 15:00:00,2018-12-14 16:00:00,,128.5,7.37,,,,
2018-12-14 16:00:00,2018-12-14 17:00:00,,128.5,7.64,,,,0.49
2018-12-14 17:00:00,2018-12-14 18:00:00,74.0,151.0,7.5,14.3,,,0.54
2018-12-14 18:00:00,2018-12-14 19:00:00,,,,14.28,21.97,,
2018-12-14 19:00:00,2018-12-14 20:00:00,,191.0,,14.22,,,0.74
2018-12-14 20:00:00,2018-12-14 21:00:00,96.0,160.0,,14.54,,,0.74
2018-12-14 21:00:00,2018-12-14 22:00:00,,160.0,8.17,14.28,,,0.74
2018-12-14 22:00:00,2018-12-14 23:00:00,,128.0,,,21.75,,0.64
2018-12-14 23:00:00,2018-12-15 00:00:00,,103.0,6.16,14.22,21.84,,
2018-12-15 00:00:00,2018-12-15 01:00:00,,108.0,7.5,14.34,,,
2018-12-15 01:00:00,2018-12-15 02:00:00,,95.0,7.37,14.3,,,
2018-12-15 02:00:00,2018-12-15 03:00:00,77.0,100.0,6.97,14.14,21.39,,0.5
2018-12-15 03:00:00,2018-12-15 04:00:00,74.0,,,,21.82,,
2018-12-15 04:00:00,2018-12-15 05:00:00,88.0,,,,21.77,,
2018-12-15 05:00:00,2018-12-15 06:00:00,74.0,,,,21.71,,
2018-12-15 06:00:00,2018-12-15 07:00:00,85.0,,7.91,14.12,21.96,,
2018-12-15 07:00:00,2018-12-15 08:00:00,93.33,102.0,6.97,14.39,21.36,,0.6
2018-12-15 08:00:00,2018-12-15 09:00:00,108.33,153.0,7.57,14.39,21.97,,0.69
2018-12-15 09:00:00,2018-12-15 10:00:00,109.0,213.0,7.17,14.22,21.4,,0.65
2018-12-15 10:00:00,2018-12-15 11:00:00,67.67,106.0,7.51,14.32,21.6,,0.48
2018-12-15 11:00:00,2018-12-15 12:00:00,64.67,107.0,7.21,14.49,21.69,,0.43
2018-12-15 12:00:00,2018-12-15 13:00:00,65.67,97.0,7.5,14.39,21.89,,0.41
2018-12-15 13:00:00,2018-12-15 14:00:00,55.67,88.0,7.34,14.28,21.62,,0.37
2018-12-15 14:00:00,2018-12-15 15:00:00,44.0,79.0,7.61,14.27,21.88,,0.34
2018-12-15 15:00:00,2018-12-15 16:00:00,42.0,74.0,7.81,14.45,22.26,,0.33
2018-12-15 16:00:00,2018-12-15 17:00:00,42.0,74.0,7.47,14.31,21.77,,0.33
2018-12-15 17:00:00,2018-12-15 18:00:00,55.0,101.0,7.57,14.37,21.95,,0.42
2018-12-15 18:00:00,2018-12-15 19:00:00,89.0,256.0,7.7,14.47,22.18,,0.71
2018-12-15 19:00:00,2018-12-15 20:00:00,,,7.84,14.36,22.16,,0.89
2018-12-15 20:00:00,2018-12-15 21:00:00,98.33,189.0,7.91,14.38,22.1,,0.85
2018-12-15 21:00:00,2018-12-15 22:00:00,,,,,21.83,,0.76
2018-12-15 22:00:00,2018-12-15 23:00:00,,,7.57,14.35,22.2,,0.62
2018-12-15 23:00:00,2018-12-16 00:00:00,,,7.71,14.3,22.55,,0.63
2018-12-16 00:00:00,2018-12-16 01:00:00,,,,14.42,22.2,,0.66
2018-12-16 01:00:00,2018-12-16 02:00:00,73.0,,,14.46,22.15,,
2018-12-16 02:00:00,2018-12-16 03:00:00,65.0,,,14.4,,,
2018-12-16 03:00:00,2018-12-16 04:00:00,63.0,,,14.29,,,
2018-12-16 04:00:00,2018-12-16 05:00:00,65.0,,,14.37,,,
2018-12-16 05:00:00,2018-12-16 06:00:00,68.0,,,14.32,,,
2018-12-16 06:00:00,2018-12-16 07:00:00,67.0,,,14.35,,,
2018-12-16 07:00:00,2018-12-16 08:00:00,,,,,21.88,,
2018-12-16 08:00:00,2018-12-16 09:00:00,,,,,21.18,,
2018-12-16 09:00:00,2018-12-16 10:00:00,,118.0,6.97,,,,0.51
2018-12-16 10:00:00,2018-12-16 11:00:00,,114.0,7.63,,,,0.46
2018-12-16 11:00:00,2018-12-16 12:00:00,,105.5,7.1,,,,0.38
2018-12-16 12:00:00,2018-12-16 13:00:00,,93.0,7.97,,,,0.38
2018-12-16 13:00:00,2018-12-16 14:00:00,,89.0,7.64,,,,0.35
2018-12-16 14:00:00,2018-12-16 15:00:00,,90.5,7.17,,,,0.31
2018-12-16 15:00:00,2018-12-16 16:00:00,,80.0,7.37,,,,0.31
2018-12-16 16:00:00,2018-12-16 17:00:00,37.0,73.0,,14.36,,,
2018-12-16 17:00:00,2018-12-16 18:00:00,42.0,,,14.27,,,
2018-12-16 18:00:00,2018-12-16 19:00:00,48.0,,,14.17,,,
2018-12-16 19:00:00,2018-12-16 20:00:00,,168.0,7.5,,,,0.65
2018-12-16 20:00:00,2018-12-16 21:00:00,94.0,,,14.45,,,
2018-12-16 21:00:00,2018-12-16 22:00:00,69.0,,,14.22,,,
2018-12-16 22:00:00,2018-12-16 23:00:00,68.0,,,14.39,,,
2018-12-16 23:00:00,2018-12-17 00:00:00,54.0,,,14.34,,,
2018-12-17 00:00:00,2018-12-17 01:00:00,46.0,,,14.19,,,
2018-12-17 01:00:00,2018-12-17 02:00:00,46.0,,6.63,14.38,,,
2018-12-17 02:00:00,2018-12-17 03:00:00,,65.0,,,22.45,,
2018-12-17 03:00:00,2018-12-17 04:00:00,,,,,21.31,,
2018-12-17 04:00:00,2018-12-17 05:00:00,,,,,22.07,,
2018-12-17 05:00:00,2018-12-17 06:00:00,,,,,21.12,,
2018-12-17 06:00:00,2018-12-17 07:00:00,,,,,21.81,,
2018-12-17 07:00:00,2018-12-17 08:00:00,,,,14.35,21.32,,
2018-12-17 08:00:00,2018-12-17 09:00:00,,,,14.46,21.76,,
2018-12-17 09:00:00,2018-12-17 10:00:00,,,,14.33,22.37,,
2018-12-17 10:00:00,2018-12-17 11:00:00,,,,14.22,21.46,,
2018-12-17 11:00:00,2018-12-17 12:00:00,,,,14.58,21.86,,
2018-12-17 12:00:00,2018-12-17 13:00:00,,,,14.3,21.34,,
2018-12-17 13:00:00,2018-12-17 14:00:00,,,,14.22,21.77,,0.39
2018-12-17 14:00:00,2018-12-17 15:00:00,57.0,,,14.37,22.01,,
2018-12-17 15:00:00,2018-12-17 16:00:00,63.0,,,14.31,21.88,,
2018-12-17 16:00:00,2018-12-17 17:00:00,68.0,,,14.41,22.25,,
2018-12-17 17:00:00,2018-12-17 18:00:00,66.0,,,14.26,21.56,,
2018-12-17 18:00:00,2018-12-17 19:00:00,82.0,,,14.16,22.0,,
2018-12-17 19:00:00,2018-12-17 20:00:00,138.0,,,14.2,22.24,,
2018-12-17 20:00:00,2018-12-17 21:00:00,157.0,,,14.39,21.97,,
2018-12-17 21:00:00,2018-12-17 22:00:00,146.0,,,14.53,22.1,,
2018-12-17 22:00:00,2018-12-17 23:00:00,112.0,,,14.36,21.53,,
2018-12-17 23:00:00,2018-12-18 00:00:00,110.0,,,14.34,21.38,,
2018-12-18 00:00:00,2018-12-18 01:00:00,105.0,,,14.17,21.61,,
2018-12-18 01:00:00,2018-12-18 02:00:00,105.0,,,14.31,22.41,,
2018-12-18 02:00:00,2018-12-18 03:00:00,100.0,,,14.34,21.1,,
2018-12-18 03:00:00,2018-12-18 04:00:00,91.0,,,14.42,21.75,,
2018-12-18 04:00:00,2018-12-18 05:00:00,90.0,,,14.32,,,
2018-12-18 05:00:00,2018-12-18 06:00:00,107.0,,,14.26,,,
2018-12-18 06:00:00,2018-12-18 07:00:00,99.0,,,14.39,,,
2018-12-18 07:00:00,2018-12-18 08:00:00,87.0,,,14.32,,,
2018-12-18 08:00:00,2018-12-18 09:00:00,98.0,,,14.45,,,
2018-12-18 09:00:00,2018-12-18 10:00:00,117.0,,,14.34,,,
2018-12-18 10:00:00,2018-12-18 11:00:00,135.0,,,14.14,,,
2018-12-18 11:00:00,2018-12-18 12:00:00,101.0,,,14.26,,,
2018-12-18 12:00:00,2018-12-18 13:00:00,96.0,,,14.43,,,
2018-12-18 13:00:00,2018-12-18 14:00:00,68.0,,,14.29,,,
2018-12-18 14:00:00,2018-12-18 15:00:00,61.0,,,14.35,,,
2018-12-18 15:00:00,2018-12-18 16:00:00,50.0,,,14.27,,,
2018-12-18 16:00:00,2018-12-18 17:00:00,55.0,,,14.22,,,
2018-12-18 17:00:00,2018-12-18 18:00:00,51.0,,,14.23,21.6,,0.35
2018-12-18 18:00:00,2018-12-18 19:00:00,91.0,,7.91,,21.48,,1.3
2018-12-18 19:00:00,2018-12-18 20:00:00,,,,,21.49,,1.61
2018-12-18 20:00:00,2018-12-18 21:00:00,,,,,22.01,,1.25
2018-12-18 21:00:00,2018-12-18 22:00:00,,,,,21.56,,
2018-12-18 22:00:00,2018-12-18 23:00:00,,,,,21.31,,
2018-12-18 23:00:00,2018-12-19 00:00:00,,146.5,7.57,,,,1.0
2018-12-19 00:00:00,2018-12-19 01:00:00,,174.5,7.97,,,,1.07
2018-12-19 01:00:00,2018-12-19 02:00:00,108.0,195.0,7.97,,,,0.88
2018-12-19 02:00:00,2018-12-19 03:00:00,,126.0,,14.28,22.14,,
2018-12-19 03:00:00,2018-12-19 04:00:00,,,,,21.48,,
2018-12-19 04:00:00,2018-12-19 05:00:00,,,,,21.2,,
2018-12-19 05:00:00,2018-12-19 06:00:00,,,,,21.77,,
2018-12-19 06:00:00,2018-12-19 07:00:00,,,,,21.88,,
2018-12-19 07:00:00,2018-12-19 08:00:00,,,,,21.62,,
2018-12-19 08:00:00,2018-12-19 09:00:00,,,,,21.89,,
2018-12-19 09:00:00,2018-12-19 10:00:00,,,,,21.9,,
2018-12-19 10:00:00,2018-12-19 11:00:00,,,,,21.29,,
2018-12-19 11:00:00,2018-12-19 12:00:00,,,,,21.73,,0.53
2018-12-19 12:00:00,2018-12-19 13:00:00,62.0,,6.7,14.53,,,
2018-12-19 13:00:00,2018-12-19 14:00:00,45.0,,7.03,14.36,,,
2018-12-19 14:00:00,2018-12-19 15:00:00,40.0,,7.91,14.31,,,
2018-12-19 15:00:00,2018-12-19 16:00:00,49.0,,7.1,14.28,,,
2018-12-19 16:00:00,2018-12-19 17:00:00,44.0,,7.1,14.45,,,
2018-12-19 17:00:00,2018-12-19 18:00:00,42.0,,7.17,14.22,,,
2018-12-19 18:00:00,2018-12-19 19:00:00,51.0,,7.43,14.26,,,
2018-12-19 19:00:00,2018-12-19 20:00:00,177.0,,7.24,14.26,,,
2018-12-19 20:00:00,2018-12-19 21:00:00,,,,,21.49,,
2018-12-19 21:00:00,2018-12-19 22:00:00,,,,,22.08,,
2018-12-19 22:00:00,2018-12-19 23:00:00,,,,,21.46,,
2018-12-19 23:00:00,2018-12-20 00:00:00,,,,,21.81,,
2018-12-20 00:00:00,2018-12-20 01:00:00,,,,,23.16,,
2018-12-20 01:00:00,2018-12-20 02:00:00,,,,,22.06,,
2018-12-20 02:00:00,2018-12-20 03:00:00,132.0,,,,21.53,,
2018-12-20 03:00:00,2018-12-20 04:00:00,,,,,21.53,,
2018-12-20 04:00:00,2018-12-20 05:00:00,65.0,,,14.46,21.63,,
2018-12-20 05:00:00,2018-12-20 06:00:00,58.0,,,14.34,21.3,,
2018-12-20 06:00:00,2018-12-20 07:00:00,,,,14.26,21.97,,
2018-12-20 07:00:00,2018-12-20 08:00:00,74.0,,,14.34,21.31,,
2018-12-20 08:00:00,2018-12-20 09:00:00,,217.0,7.64,14.14,,,
2018-12-20 09:00:00,2018-12-20 10:00:00,,126.0,7.64,,,,
2018-12-20 10:00:00,2018-12-20 11:00:00,,171.0,7.77,,,,
2018-12-20 11:00:00,2018-12-20 12:00:00,,202.0,7.63,,,,
2018-12-20 12:00:00,2018-12-20 13:00:00,,109.0,7.37,,,,
2018-12-20 13:00:00,2018-12-20 14:00:00,46.0,,,14.39,22.03,,
2018-12-20 14:00:00,2018-12-20 15:00:00,,71.0,7.23,14.3,,,0.34
2018-12-20 15:00:00,2018-12-20 16:00:00,34.0,,,14.27,21.84,,
2018-12-20 16:00:00,2018-12-20 17:00:00,29.0,52.0,,,,,
2018-12-20 17:00:00,2018-12-20 18:00:00,28.0,,,,,,
2018-12-20 18:00:00,2018-12-20 19:00:00,68.0,,,,,,
2018-12-20 19:00:00,2018-12-20 20:00:00,210.0,,,,,,
2018-12-20 20:00:00,2018-12-20 21:00:00,370.0,,,,,,
2018-12-20 21:00:00,2018-12-20 22:00:00,209.0,,,,,,
2018-12-20 22:00:00,2018-12-20 23:00:00,168.0,243.0,,,,,2.36
2018-12-20 23:00:00,2018-12-21 00:00:00,161.0,,8.04,14.08,22.11,,2.2
2018-12-21 00:00:00,2018-12-21 01:00:00,159.0,,,,,,1.89
2018-12-21 01:00:00,2018-12-21 02:00:00,96.0,,,,,,
2018-12-21 02:00:00,2018-12-21 03:00:00,71.0,97.0,7.64,14.4,22.51,,
2018-12-21 03:00:00,2018-12-21 04:00:00,,,7.44,14.2,,,0.7
2018-12-21 04:00:00,2018-12-21 05:00:00,72.0,106.0,,,,,0.66
2018-12-21 05:00:00,2018-12-21 06:00:00,62.0,101.0,7.5,,21.56,,
2018-12-21 06:00:00,2018-12-21 07:00:00,,79.0,7.64,14.2,22.09,,0.53
2018-12-21 07:00:00,2018-12-21 08:00:00,,114.0,,14.32,21.69,,0.56
2018-12-21 08:00:00,2018-12-21 09:00:00,107.0,,7.24,14.26,21.86,,0.68
2018-12-21 09:00:00,2018-12-21 10:00:00,,138.0,,,21.08,,0.7
2018-12-21 10:00:00,2018-12-21 11:00:00,99.0,199.0,,14.16,,,0.7
2018-12-21 11:00:00,2018-12-21 12:00:00,,151.0,7.37,,22.21,,0.6
2018-12-21 12:00:00,2018-12-21 13:00:00,,125.0,7.64,,,,0.47
2018-12-21 13:00:00,2018-12-21 14:00:00,43.0,71.0,7.24,14.44,21.68,,0.39
2018-12-21 14:00:00,2018-12-21 15:00:00,35.0,62.0,7.24,14.42,,,
2018-12-21 15:00:00,2018-12-21 16:00:00,,61.0,7.84,,21.98,,
2018-12-21 16:00:00,2018-12-21 17:00:00,,70.5,6.9,,,,
2018-12-21 17:00:00,2018-12-21 18:00:00,,104.0,7.5,,,,
2018-12-21 18:00:00,2018-12-21 19:00:00,69.0,,,14.39,,,
2018-12-21 19:00:00,2018-12-21 20:00:00,190.0,,,14.3,21.49,,
2018-12-21 20:00:00,2018-12-21 21:00:00,,,,,21.64,,
2018-12-21 21:00:00,2018-12-21 22:00:00,,,,,21.31,,3.05
2018-12-21 22:00:00,2018-12-21 23:00:00,,,,,21.6,,2.48
2018-12-21 23:00:00,2018-12-22 00:00:00,,,,,21.92,,
2018-12-22 00:00:00,2018-12-22 01:00:00,,,,,22.27,,
2018-12-22 01:00:00,2018-12-22 02:00:00,,,,,21.44,,
2018-12-22 02:00:00,2018-12-22 03:00:00,,,,,22.05,,
2018-12-22 03:00:00,2018-12-22 04:00:00,,,,,21.97,,
2018-12-22 04:00:00,2018-12-22 05:00:00,,,,14.28,21.8,,
2018-12-22 05:00:00,2018-12-22 06:00:00,,,,,21.5,,
2018-12-22 06:00:00,2018-12-22 07:00:00,,,,,21.88,,
2018-12-22 07:00:00,2018-12-22 08:00:00,,,,,21.57,,
2018-12-22 08:00:00,2018-12-22 09:00:00,,,,,22.36,,
2018-12-22 09:00:00,2018-12-22 10:00:00,,,,,21.18,,
2018-12-22 10:00:00,2018-12-22 11:00:00,,,,14.34,22.34,,
2018-12-22 11:00:00,2018-12-22 12:00:00,63.0,,,,21.46,,0.61
2018-12-22 12:00:00,2018-12-22 13:00:00,,78.0,,,22.5,,
2018-12-22 13:00:00,2018-12-22 14:00:00,42.0,,7.64,14.06,,,0.41
2018-12-22 14:00:00,2018-12-22 15:00:00,37.0,,8.11,14.33,,,
2018-12-22 15:00:00,2018-12-22 16:00:00,36.0,,7.57,14.27,,,
2018-12-22 16:00:00,2018-12-22 17:00:00,29.0,,7.77,14.5,,,
2018-12-22 17:00:00,2018-12-22 18:00:00,31.0,80.0,7.5,14.42,,,
2018-12-22 18:00:00,2018-12-22 19:00:00,48.0,150.0,7.1,14.36,,,
2018-12-22 19:00:00,2018-12-22 20:00:00,132.0,354.0,7.37,14.36,,,
2018-12-22 20:00:00,2018-12-22 21:00:00,173.0,283.0,7.57,14.2,,,
2018-12-22 21:00:00,2018-12-22 22:00:00,141.0,289.0,7.37,14.3,22.11,,
2018-12-22 22:00:00,2018-12-22 23:00:00,,,,,21.52,,
2018-12-22 23:00:00,2018-12-23 00:00:00,,,,,22.18,,
2018-12-23 00:00:00,2018-12-23 01:00:00,,,,14.4,21.51,,
2018-12-23 01:00:00,2018-12-23 02:00:00,,,,,22.02,,
2018-12-23 02:00:00,2018-12-23 03:00:00,,,,,21.46,,
2018-12-23 03:00:00,2018-12-23 04:00:00,68.0,,,14.18,22.45,,
2018-12-23 04:00:00,2018-12-23 05:00:00,78.0,,,14.46,21.3,,
2018-12-23 05:00:00,2018-12-23 06:00:00,81.0,,,14.41,22.12,,
2018-12-23 06:00:00,2018-12-23 07:00:00,89.0,,,14.41,22.25,,
2018-12-23 07:00:00,2018-12-23 08:00:00,79.0,,,14.33,21.9,,
2018-12-23 08:00:00,2018-12-23 09:00:00,130.0,,,14.47,21.51,,
2018-12-23 09:00:00,2018-12-23 10:00:00,144.0,,7.78,14.41,21.72,,0.97
2018-12-23 10:00:00,2018-12-23 11:00:00,,,,14.36,21.49,,1.15
2018-12-23 11:00:00,2018-12-23 12:00:00,146.0,,,,21.74,,0.92
2018-12-23 12:00:00,2018-12-23 13:00:00,82.0,153.0,7.37,14.28,21.84,,0.77
2018-12-23 13:00:00,2018-12-23 14:00:00,,,,,21.39,,0.58
2018-12-23 14:00:00,2018-12-23 15:00:00,38.0,73.0,,14.2,20.58,,
2018-12-23 15:00:00,2018-12-23 16:00:00,37.0,,,14.2,21.29,,
2018-12-23 16:00:00,2018-12-23 17:00:00,26.0,,,14.38,,,
2018-12-23 17:00:00,2018-12-23 18:00:00,27.0,,,14.52,,,
2018-12-23 18:00:00,2018-12-23 19:00:00,,,,,21.43,,1.1
2018-12-23 19:00:00,2018-12-23 20:00:00,,,,,21.38,,1.78
2018-12-23 20:00:00,2018-12-23 21:00:00,,,,,21.91,,1.35
2018-12-23 21:00:00,2018-12-23 22:00:00,,,,14.2,22.21,,0.74
2018-12-23 22:00:00,2018-12-23 23:00:00,,,,,21.96,,0.53
2018-12-23 23:00:00,2018-12-24 00:00:00,68.0,95.0,7.33,14.35,22.23,,0.55
2018-12-24 00:00:00,2018-12-24 01:00:00,73.12,107.83,7.51,14.32,21.71,,0.57
2018-12-24 01:00:00,2018-12-24 02:00:00,83.67,113.58,7.32,14.34,21.62,,0.61
2018-12-24 02:00:00,2018-12-24 03:00:00,93.33,126.25,7.47,14.35,21.8,,0.57
2018-12-24 03:00:00,2018-12-24 04:00:00,76.12,100.88,7.28,14.34,21.59,,0.54
2018-12-24 04:00:00,2018-12-24 05:00:00,84.67,96.0,7.19,14.25,21.48,,0.54
2018-12-24 05:00:00,2018-12-24 06:00:00,87.67,104.0,7.53,14.3,21.79,,0.54
2018-12-24 06:00:00,2018-12-24 07:00:00,90.25,114.5,7.49,14.38,21.73,,0.61
2018-12-24 07:00:00,2018-12-24 08:00:00,104.25,127.0,7.62,14.34,21.84,,0.7
2018-12-24 08:00:00,2018-12-24 09:00:00,116.88,165.58,7.58,14.32,21.84,,0.84
2018-12-24 09:00:00,2018-12-24 10:00:00,148.12,208.75,7.21,14.31,21.5,,0.95
2018-12-24 10:00:00,2018-12-24 11:00:00,170.75,273.0,7.45,14.32,21.84,,0.95
2018-12-24 11:00:00,2018-12-24 12:00:00,119.38,162.0,7.47,14.37,21.79,,0.75
2018-12-24 12:00:00,2018-12-24 13:00:00,63.0,114.0,7.34,14.36,21.64,,0.53
2018-12-24 13:00:00,2018-12-24 14:00:00,41.25,64.0,7.47,14.32,21.8,,0.39
2018-12-24 14:00:00,2018-12-24 15:00:00,35.88,59.42,7.67,14.31,21.9,,0.32
2018-12-24 15:00:00,2018-12-24 16:00:00,35.5,70.0,7.63,14.32,21.98,,0.3
2018-12-24 16:00:00,2018-12-24 17:00:00,39.0,65.0,6.95,14.31,21.12,,0.31
2018-12-24 17:00:00,2018-12-24 18:00:00,41.83,76.0,7.56,14.25,21.78,,0.38
2018-12-24 18:00:00,2018-12-24 19:00:00,95.0,168.67,7.74,14.27,21.96,,1.34
2018-12-24 19:00:00,2018-12-24 20:00:00,220.25,688.42,7.15,14.26,21.29,,2.43
2018-12-24 20:00:00,2018-12-24 21:00:00,225.25,565.33,7.4,14.36,21.7,,2.57
2018-12-24 21:00:00,2018-12-24 22:00:00,149.75,275.0,7.39,14.29,21.74,,2.15
2018-12-24 22:00:00,2018-12-24 23:00:00,92.0,199.58,7.71,14.28,21.89,,1.42
2018-12-24 23:00:00,2018-12-25 00:00:00,78.5,113.22,7.15,14.28,21.64,,1.14
2018-12-25 00:00:00,2018-12-25 01:00:00,125.67,163.5,7.62,14.33,21.8,,1.2
2018-12-25 01:00:00,2018-12-25 02:00:00,147.75,195.25,7.68,14.25,21.95,,1.05
2018-12-25 02:00:00,2018-12-25 03:00:00,109.75,176.08,7.32,14.28,21.7,,0.83
2018-12-25 03:00:00,2018-12-25 04:00:00,97.0,141.0,7.48,14.31,21.78,,0.83
2018-12-25 04:00:00,2018-12-25 05:00:00,107.75,123.0,7.69,14.3,22.05,,0.77
2018-12-25 05:00:00,2018-12-25 06:00:00,91.0,111.0,7.54,14.29,21.7,,0.73
2018-12-25 06:00:00,2018-12-25 07:00:00,85.5,112.0,7.52,14.33,21.87,,0.75
