From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2020-03-05 10:00:00,2020-03-05 11:00:00,62.98,92.68,6.34,14.41,12.69,25.64,17.0,1.58,56.7,1.49,1.42,6.59,8.0,65.82,1.69,119.28,329.41,6.68,20.22,0.0
2020-03-05 11:00:00,2020-03-05 12:00:00,,,5.16,14.23,11.64,28.64,,1.57,82.3,1.36,1.2,5.9,7.31,60.83,2.2,118.68,707.78,6.14,21.98,0.0
2020-03-05 12:00:00,2020-03-05 13:00:00,29.55,82.77,5.57,13.19,11.43,30.69,,1.49,79.68,1.49,1.22,6.04,7.55,58.06,1.94,113.18,719.26,6.39,23.2,0.0
2020-03-05 13:00:00,2020-03-05 14:00:00,39.45,102.33,,,,,13.89,1.46,81.36,1.56,1.21,5.99,7.57,54.03,2.15,117.87,671.53,6.53,23.91,0.0
2020-03-05 14:00:00,2020-03-05 15:00:00,39.51,97.66,,,,,14.13,1.41,82.0,1.53,1.19,5.84,7.48,53.47,2.14,127.44,464.92,6.54,24.05,0.0
2020-03-05 15:00:00,2020-03-05 16:00:00,35.38,93.33,,,,,13.07,1.37,86.04,1.53,0.97,5.07,6.51,53.75,1.84,113.41,232.61,5.8,24.01,0.0
2020-03-05 16:00:00,2020-03-05 17:00:00,35.12,90.29,,,,,14.89,1.36,84.74,1.77,1.08,5.34,6.85,59.02,1.58,107.96,98.2,6.2,23.45,0.0
2020-03-05 17:00:00,2020-03-05 18:00:00,33.77,89.01,4.83,14.36,11.45,40.81,15.25,1.36,70.18,1.72,1.18,5.46,7.01,60.91,1.35,116.22,34.7,6.45,22.52,0.0
2020-03-05 18:00:00,2020-03-05 19:00:00,34.26,93.19,4.9,13.78,11.2,27.1,16.2,1.46,54.09,1.61,1.23,5.46,6.97,66.58,0.95,105.05,0.61,6.53,21.61,0.0
2020-03-05 19:00:00,2020-03-05 20:00:00,35.44,103.4,4.86,13.38,10.95,23.24,16.5,1.55,49.13,1.53,1.27,5.44,6.97,68.18,1.08,127.29,,6.44,21.09,0.0
2020-03-05 20:00:00,2020-03-05 21:00:00,40.25,116.83,4.34,13.73,10.72,21.93,15.45,1.59,62.21,1.43,1.23,5.25,6.72,80.68,1.17,254.2,0.26,6.15,15.98,0.45
2020-03-05 21:00:00,2020-03-05 22:00:00,42.29,104.74,4.5,14.21,11.1,21.91,14.88,1.61,34.4,1.25,1.11,4.95,6.19,86.29,0.61,177.87,,5.68,15.07,0.65
2020-03-05 22:00:00,2020-03-05 23:00:00,35.48,76.77,5.05,15.73,12.34,22.09,14.22,1.61,59.77,1.17,1.06,4.93,5.98,80.13,1.38,132.48,0.16,5.42,15.77,0.53
2020-03-05 23:00:00,2020-03-06 00:00:00,31.7,65.6,4.52,13.77,10.89,23.13,14.17,1.58,80.19,1.14,1.04,4.95,5.94,64.22,1.31,111.72,7.17,5.35,17.78,0.0
2020-03-06 00:00:00,2020-03-06 01:00:00,27.94,48.98,3.69,11.4,8.98,20.36,13.84,1.4,69.54,1.12,1.05,4.71,5.85,78.78,1.21,58.44,2.28,5.3,16.03,0.0
2020-03-06 01:00:00,2020-03-06 02:00:00,32.14,43.33,3.65,10.94,8.71,21.75,14.13,1.39,64.57,1.15,1.08,4.78,6.21,76.55,0.78,55.5,1.32,5.54,16.01,0.0
2020-03-06 02:00:00,2020-03-06 03:00:00,27.29,37.76,3.59,10.88,8.63,21.29,14.36,1.38,61.84,1.16,1.1,5.3,6.95,77.59,0.76,103.49,0.67,5.91,15.78,0.0
2020-03-06 03:00:00,2020-03-06 04:00:00,23.16,34.05,3.63,11.96,9.23,20.78,13.92,1.36,44.02,1.17,1.1,5.25,7.02,82.54,1.01,176.87,0.21,5.99,15.16,0.2
2020-03-06 04:00:00,2020-03-06 05:00:00,23.16,32.7,3.65,12.46,9.52,20.07,13.49,1.37,50.89,1.08,1.01,5.47,6.85,83.5,1.02,41.63,0.07,5.37,14.96,0.03
2020-03-06 05:00:00,2020-03-06 06:00:00,19.92,32.12,3.77,11.2,8.95,20.4,13.95,1.36,60.47,1.07,1.05,6.32,8.02,79.29,0.97,113.14,1.18,6.56,15.53,0.0
2020-03-06 06:00:00,2020-03-06 07:00:00,17.43,30.22,3.83,11.52,9.16,20.2,14.23,1.37,42.75,1.1,1.08,6.17,8.27,84.73,0.61,307.76,1.79,6.75,15.26,0.6
2020-03-06 07:00:00,2020-03-06 08:00:00,18.66,26.75,4.29,12.13,9.85,20.57,14.38,1.38,36.88,1.11,1.08,6.03,8.39,92.63,1.21,117.96,6.42,6.83,14.31,0.2
2020-03-06 08:00:00,2020-03-06 09:00:00,25.43,28.3,5.14,12.35,10.65,20.64,14.54,1.41,29.88,1.16,1.11,6.45,9.35,90.89,1.51,40.01,153.83,7.45,14.86,0.0
2020-03-06 09:00:00,2020-03-06 10:00:00,30.9,34.55,5.6,12.31,10.99,20.31,14.99,1.44,53.89,1.18,1.13,7.12,10.57,84.59,1.55,78.55,309.12,8.22,16.37,0.0
2020-03-06 10:00:00,2020-03-06 11:00:00,29.73,32.97,4.29,12.67,10.13,21.16,12.73,1.39,63.56,1.13,1.03,6.69,10.37,79.41,1.9,112.18,395.04,8.13,17.06,0.0
2020-03-06 11:00:00,2020-03-06 12:00:00,25.1,29.67,3.76,12.7,9.72,26.07,10.96,1.29,73.25,1.91,1.04,2.19,2.65,69.75,2.27,98.86,756.54,2.31,18.7,0.0
2020-03-06 12:00:00,2020-03-06 13:00:00,28.62,34.82,4.06,13.09,10.16,32.1,12.07,1.23,77.86,,,,,66.81,2.27,105.92,624.18,,19.6,0.0
2020-03-06 13:00:00,2020-03-06 14:00:00,29.79,36.57,4.07,12.87,10.06,30.72,12.39,1.21,78.65,20.93,20.01,22.16,22.51,69.34,2.42,103.8,491.31,22.95,19.8,0.0
2020-03-06 14:00:00,2020-03-06 15:00:00,23.81,40.28,3.3,13.31,9.67,32.6,10.9,,77.46,2.31,2.08,3.67,4.98,68.28,2.19,104.26,382.31,4.15,20.23,0.0
2020-03-06 15:00:00,2020-03-06 16:00:00,22.68,41.5,3.45,13.09,9.67,34.93,11.74,1.18,74.8,0.4,0.24,0.99,1.49,70.31,2.07,108.91,111.26,1.32,19.92,0.0
2020-03-06 16:00:00,2020-03-06 17:00:00,25.09,41.62,3.35,13.27,9.69,32.34,12.58,1.22,63.87,0.38,0.25,0.98,1.44,79.55,1.21,197.61,8.26,1.3,16.9,1.85
2020-03-06 17:00:00,2020-03-06 18:00:00,25.3,36.25,3.8,14.41,10.65,31.62,13.71,1.25,43.24,0.38,0.27,1.05,1.49,95.31,1.01,75.62,0.92,1.32,13.11,1.02
2020-03-06 18:00:00,2020-03-06 19:00:00,22.51,31.44,4.98,16.29,12.58,38.12,14.53,1.28,37.89,0.4,0.3,1.14,1.55,95.1,2.01,102.63,2.21,1.35,13.7,0.0
2020-03-06 19:00:00,2020-03-06 20:00:00,21.81,30.4,5.31,15.45,12.4,36.71,15.02,1.31,42.82,0.41,0.33,1.15,1.57,93.73,2.89,127.2,,1.36,13.85,0.0
2020-03-06 20:00:00,2020-03-06 21:00:00,22.45,27.29,5.27,15.32,12.3,37.18,15.33,1.33,44.45,0.42,0.34,1.12,1.55,90.09,1.48,126.64,0.09,1.34,14.07,0.0
2020-03-06 21:00:00,2020-03-06 22:00:00,24.48,31.18,5.05,14.54,11.72,34.3,15.42,1.34,45.36,0.41,0.35,1.09,1.52,87.94,0.98,110.4,0.59,1.32,14.58,0.0
2020-03-06 22:00:00,2020-03-06 23:00:00,24.98,26.11,4.82,14.12,11.31,34.84,15.87,1.33,42.67,0.41,0.36,1.06,1.49,89.92,0.8,101.92,,1.31,14.46,0.0
2020-03-06 23:00:00,2020-03-07 00:00:00,22.03,24.54,4.63,13.26,10.72,32.42,15.88,1.32,44.22,0.41,0.36,1.04,1.46,89.12,0.95,106.42,0.12,1.29,14.62,0.0
2020-03-07 00:00:00,2020-03-07 01:00:00,20.08,24.73,5.28,12.46,10.82,31.19,20.12,1.41,48.98,0.41,0.36,1.03,1.45,86.26,1.27,113.86,0.9,1.29,14.8,0.0
2020-03-07 01:00:00,2020-03-07 02:00:00,22.48,26.24,5.1,12.46,10.67,32.3,22.42,1.42,46.84,0.4,0.36,1.01,1.42,86.09,1.15,119.09,0.31,1.27,14.64,0.0
2020-03-07 02:00:00,2020-03-07 03:00:00,18.26,24.66,4.98,12.34,10.52,32.41,22.4,1.4,48.22,0.39,0.36,1.0,1.39,86.12,1.02,122.16,0.09,1.26,14.35,0.0
2020-03-07 03:00:00,2020-03-07 04:00:00,17.39,22.88,4.91,12.12,10.34,31.18,22.33,1.4,41.62,0.39,0.35,0.98,1.37,87.39,0.62,134.75,,1.23,13.84,0.0
2020-03-07 04:00:00,2020-03-07 05:00:00,17.45,23.34,5.01,12.09,10.41,30.92,22.28,1.39,37.86,0.38,0.35,0.96,1.34,88.46,0.55,131.21,,1.21,13.62,0.0
2020-03-07 05:00:00,2020-03-07 06:00:00,17.7,21.02,5.15,12.32,10.63,30.67,22.04,1.4,34.69,0.37,0.35,0.95,1.33,88.89,0.4,163.27,,1.2,13.57,0.0
2020-03-07 06:00:00,2020-03-07 07:00:00,,,5.49,12.85,11.19,30.25,22.19,1.42,20.69,0.37,0.35,0.97,1.33,90.52,0.42,166.94,8.63,1.2,13.29,0.0
2020-03-07 07:00:00,2020-03-07 08:00:00,35.39,45.19,6.2,14.17,12.44,30.7,22.06,1.47,19.88,0.37,0.35,1.04,1.38,87.83,0.6,186.61,55.72,1.22,14.15,0.0
2020-03-07 08:00:00,2020-03-07 09:00:00,40.55,55.13,9.08,15.88,15.65,28.24,21.72,1.54,17.5,0.36,0.34,1.04,1.34,84.39,0.59,186.71,233.62,1.19,15.17,0.0
2020-03-07 09:00:00,2020-03-07 10:00:00,50.18,64.83,9.01,16.08,15.7,28.06,21.76,1.59,32.17,0.36,0.32,1.11,1.37,83.54,0.81,162.88,100.82,1.22,15.66,0.0
2020-03-07 10:00:00,2020-03-07 11:00:00,53.74,72.03,7.41,15.74,14.24,27.78,21.77,1.61,37.38,0.36,0.31,1.18,1.42,81.71,0.84,163.94,199.43,1.25,16.13,0.0
2020-03-07 11:00:00,2020-03-07 12:00:00,61.13,79.56,6.39,15.42,13.26,27.01,21.85,1.62,43.67,0.37,0.32,1.32,1.48,77.64,1.03,143.2,268.12,1.29,17.12,0.0
2020-03-07 12:00:00,2020-03-07 13:00:00,66.67,81.64,5.76,14.43,12.23,25.89,22.09,1.61,58.09,0.37,0.32,1.31,1.5,72.65,0.82,127.71,447.48,1.31,18.17,0.0
2020-03-07 13:00:00,2020-03-07 14:00:00,66.16,86.49,5.39,13.03,11.2,22.24,21.97,1.58,68.79,0.36,0.31,1.25,1.48,68.59,0.66,75.99,414.74,1.29,18.95,0.03
2020-03-07 14:00:00,2020-03-07 15:00:00,64.61,93.1,4.52,12.97,10.48,19.06,22.11,1.64,75.52,0.36,0.31,1.23,1.48,66.2,0.54,90.2,269.44,1.29,19.75,0.0
2020-03-07 15:00:00,2020-03-07 16:00:00,66.82,97.38,4.29,13.0,10.31,16.67,22.49,1.67,78.24,0.36,0.32,1.25,1.5,66.36,0.69,83.43,234.81,1.31,19.9,0.0
2020-03-07 16:00:00,2020-03-07 17:00:00,64.25,101.14,3.92,12.7,9.85,17.24,22.63,1.68,79.94,0.37,0.32,1.23,1.5,65.17,0.77,102.68,116.87,1.31,20.01,0.0
2020-03-07 17:00:00,2020-03-07 18:00:00,61.45,99.29,3.9,12.61,9.79,17.78,22.65,1.68,63.66,0.37,0.32,1.21,1.49,67.76,0.72,68.38,37.65,1.3,19.48,0.0
2020-03-07 18:00:00,2020-03-07 19:00:00,68.32,101.97,4.39,13.29,10.53,18.31,22.54,1.73,35.9,0.38,0.33,1.19,1.51,74.3,0.37,114.54,3.29,1.31,18.22,0.0
2020-03-07 19:00:00,2020-03-07 20:00:00,75.38,119.12,8.87,16.09,15.59,18.86,22.23,1.95,3.87,0.4,0.34,1.18,1.57,81.24,0.14,171.06,,1.34,17.21,0.0
2020-03-07 20:00:00,2020-03-07 21:00:00,85.95,142.16,15.55,18.31,22.11,19.28,22.12,2.21,0.12,0.44,0.36,1.22,1.71,84.47,0.23,89.99,,1.4,16.85,0.0
2020-03-07 21:00:00,2020-03-07 22:00:00,107.98,168.32,28.92,19.36,33.38,21.62,22.3,2.48,1.31,0.49,0.38,1.44,2.01,85.49,0.28,83.0,,1.55,16.57,0.0
2020-03-07 22:00:00,2020-03-07 23:00:00,129.99,193.31,33.22,18.72,36.49,22.73,22.31,2.57,3.68,0.51,0.39,1.9,2.52,87.33,0.33,113.71,,1.79,16.13,0.0
2020-03-07 23:00:00,2020-03-08 00:00:00,141.14,190.05,27.64,17.03,31.13,22.49,21.94,2.47,15.32,0.51,0.38,1.76,2.36,89.52,0.61,82.92,,1.7,15.88,0.0
2020-03-08 00:00:00,2020-03-08 01:00:00,147.34,179.63,20.82,15.38,24.8,21.09,22.82,2.1,6.55,0.48,0.37,1.53,2.07,93.25,0.2,256.49,,1.47,14.88,0.0
2020-03-08 01:00:00,2020-03-08 02:00:00,143.24,172.61,20.24,15.01,24.15,22.02,23.08,2.07,0.59,0.46,0.36,1.42,1.9,94.6,0.13,218.52,,1.28,14.71,0.0
2020-03-08 02:00:00,2020-03-08 03:00:00,130.27,172.02,21.74,14.93,25.31,21.85,22.81,2.03,,0.44,0.36,1.51,1.88,94.99,0.13,264.74,,1.26,14.47,0.0
2020-03-08 03:00:00,2020-03-08 04:00:00,135.74,181.28,22.4,14.82,25.78,21.72,22.94,2.05,,0.43,0.36,1.65,1.88,95.28,0.15,148.73,,1.22,14.23,0.0
2020-03-08 04:00:00,2020-03-08 05:00:00,153.52,196.12,21.07,14.37,24.48,21.5,22.75,2.04,0.46,0.43,0.36,1.65,1.82,95.63,0.23,220.57,,1.15,14.12,0.0
2020-03-08 05:00:00,2020-03-08 06:00:00,162.84,210.68,19.91,14.47,23.6,21.64,22.3,2.02,2.49,0.42,0.35,1.64,1.79,95.95,0.21,226.25,,1.13,14.41,0.0
2020-03-08 06:00:00,2020-03-08 07:00:00,153.62,211.38,18.0,14.58,22.12,21.99,22.18,2.0,0.51,0.41,0.35,1.59,1.74,96.13,0.21,192.62,2.96,1.08,14.24,0.0
2020-03-08 07:00:00,2020-03-08 08:00:00,130.06,176.44,17.55,14.85,21.9,22.37,21.95,1.95,1.75,0.4,0.34,1.55,1.71,96.13,0.3,210.9,44.69,1.05,14.09,0.0
2020-03-08 08:00:00,2020-03-08 09:00:00,120.57,176.02,17.83,14.86,22.13,22.09,21.74,1.95,8.94,0.39,0.32,1.44,1.63,95.3,0.26,253.47,293.33,1.0,15.09,0.0
2020-03-08 09:00:00,2020-03-08 10:00:00,128.9,183.36,16.39,16.13,21.64,21.3,22.17,1.98,28.52,0.39,0.31,1.41,1.61,74.99,0.36,215.65,557.7,0.98,19.13,0.0
2020-03-08 10:00:00,2020-03-08 11:00:00,127.43,188.4,12.51,18.3,19.66,21.2,22.56,1.97,60.09,0.4,0.32,1.54,1.72,60.52,0.3,239.59,686.91,1.21,21.64,0.0
2020-03-08 11:00:00,2020-03-08 12:00:00,113.71,177.82,7.57,18.13,15.62,19.51,22.93,1.88,84.57,0.39,0.32,1.57,1.77,55.46,0.33,289.24,769.49,1.43,22.91,0.0
2020-03-08 12:00:00,2020-03-08 13:00:00,94.64,150.95,4.53,16.64,12.4,19.42,23.16,1.81,107.09,0.39,0.31,1.52,1.76,50.57,0.28,284.48,734.43,1.44,24.2,0.0
2020-03-08 13:00:00,2020-03-08 14:00:00,83.36,142.93,3.74,14.63,10.72,18.95,23.59,1.74,98.54,0.39,0.31,1.5,1.78,34.47,1.17,315.84,802.07,1.46,24.63,0.0
2020-03-08 14:00:00,2020-03-08 15:00:00,56.47,128.71,3.75,13.84,10.31,18.12,23.14,1.66,100.77,0.38,0.3,1.42,1.75,29.71,1.8,316.59,541.31,1.43,24.54,0.0
2020-03-08 15:00:00,2020-03-08 16:00:00,41.71,125.27,3.69,13.86,10.27,17.2,22.9,1.61,99.5,0.36,0.29,1.36,1.69,33.63,1.82,327.02,288.73,1.4,24.36,0.0
2020-03-08 16:00:00,2020-03-08 17:00:00,40.27,119.75,3.62,13.14,9.84,15.8,22.16,1.58,95.92,0.35,0.29,1.29,1.6,36.97,1.8,337.94,134.53,1.34,23.43,0.0
2020-03-08 17:00:00,2020-03-08 18:00:00,35.21,113.38,3.66,13.43,10.03,15.85,22.02,1.55,79.13,0.33,0.27,1.21,1.52,41.03,1.64,323.42,33.23,1.28,22.58,0.0
2020-03-08 18:00:00,2020-03-08 19:00:00,34.23,118.85,3.9,14.61,10.84,16.13,22.02,1.56,53.74,0.32,0.27,1.22,1.47,45.9,0.96,330.61,5.01,1.16,21.32,0.0
2020-03-08 19:00:00,2020-03-08 20:00:00,38.98,137.49,4.85,17.42,13.06,17.02,22.53,1.63,10.9,0.33,0.29,1.25,1.48,53.06,0.36,317.43,,1.08,19.68,0.0
2020-03-08 20:00:00,2020-03-08 21:00:00,47.19,169.22,8.91,20.53,17.95,18.23,22.57,1.79,0.8,0.36,0.3,1.26,1.54,61.35,0.22,240.21,,1.12,17.99,0.0
2020-03-08 21:00:00,2020-03-08 22:00:00,56.56,205.37,17.6,21.69,25.52,18.61,22.85,2.0,0.46,0.4,0.33,1.37,1.67,69.44,0.17,234.55,,1.28,16.75,0.0
2020-03-08 22:00:00,2020-03-08 23:00:00,76.16,243.62,24.22,21.5,30.73,19.94,22.86,2.14,0.4,0.45,0.35,1.47,1.76,70.02,0.32,283.33,,1.43,17.08,0.0
2020-03-08 23:00:00,2020-03-09 00:00:00,87.82,247.85,24.87,21.1,31.04,20.28,22.8,2.12,0.15,0.46,0.36,1.43,1.71,71.86,0.52,290.53,,1.24,16.83,0.0
2020-03-09 00:00:00,2020-03-09 01:00:00,85.82,217.89,23.62,20.71,29.83,19.45,7.56,1.99,1.63,0.45,0.36,1.36,1.66,75.32,0.32,264.32,,1.14,16.17,0.0
2020-03-09 01:00:00,2020-03-09 02:00:00,85.4,202.66,21.06,19.6,27.2,20.3,0.13,1.96,1.19,0.43,0.35,1.28,1.59,81.22,0.23,228.18,0.01,1.08,14.94,0.0
2020-03-09 02:00:00,2020-03-09 03:00:00,85.33,181.58,18.41,18.81,24.66,19.9,,1.9,11.28,0.42,0.35,1.26,1.55,77.34,0.96,301.66,,1.17,15.75,0.0
