From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm),AT (degree C)
2022-12-15 04:00:00,2022-12-15 05:00:00,37.91,70.88,4.73,8.32,8.26,11.21,0.28,0.11,28.7,0.36,0.6,0.26,0.49,0.23,91.66,0.65,73.5,2.65,899.13,0.0,18.92
2022-12-15 05:00:00,2022-12-15 06:00:00,49.62,88.9,4.73,11.68,10.04,11.35,0.28,0.16,27.34,0.45,0.83,0.32,0.62,0.31,94.74,0.38,120.14,2.78,894.84,0.0,18.15
2022-12-15 06:00:00,2022-12-15 07:00:00,64.51,111.79,4.73,12.2,10.32,10.76,0.15,0.21,27.57,0.64,0.98,0.38,0.75,0.35,94.2,0.55,83.79,8.9,897.22,0.0,17.93
2022-12-15 07:00:00,2022-12-15 08:00:00,69.83,119.98,4.73,15.12,11.88,11.06,0.29,0.26,27.28,1.01,1.02,0.43,0.99,0.45,84.94,0.91,70.62,97.6,897.3,0.0,19.2
2022-12-15 08:00:00,2022-12-15 09:00:00,48.44,87.08,4.73,13.37,10.94,10.62,0.22,0.27,27.7,0.77,0.73,0.35,0.82,0.37,74.99,1.25,80.33,244.97,903.92,0.0,21.04
2022-12-15 09:00:00,2022-12-15 10:00:00,32.64,62.77,4.73,14.61,11.6,11.12,0.43,0.36,27.12,0.87,1.02,0.46,1.15,0.51,66.52,1.07,97.52,363.18,905.52,0.0,22.88
2022-12-15 10:00:00,2022-12-15 11:00:00,23.85,49.24,4.73,10.55,9.45,10.52,0.3,0.32,27.46,0.83,1.03,0.43,0.9,0.44,55.14,1.23,100.07,533.65,914.59,0.0,24.79
2022-12-15 11:00:00,2022-12-15 12:00:00,22.84,47.69,4.62,10.88,8.8,10.98,0.66,0.38,28.44,0.31,0.51,0.27,0.4,0.19,40.58,1.19,84.59,614.88,915.2,0.0,26.8
2022-12-15 12:00:00,2022-12-15 13:00:00,19.0,41.77,4.73,9.77,8.23,11.12,0.57,0.44,28.59,0.0,0.0,,,,34.07,1.28,86.05,574.82,916.47,0.0,27.59
2022-12-15 13:00:00,2022-12-15 14:00:00,16.45,37.86,4.73,9.12,7.89,10.93,0.57,0.43,28.4,0.0,0.0,,,,34.4,1.46,85.99,512.66,915.37,0.0,28.0
2022-12-15 14:00:00,2022-12-15 15:00:00,14.63,35.07,4.73,9.19,7.92,11.0,0.43,0.43,27.75,0.0,0.0,,,,31.77,1.3,81.73,410.74,915.54,0.0,28.12
2022-12-15 15:00:00,2022-12-15 16:00:00,15.53,36.45,4.73,10.06,8.33,10.82,0.37,0.48,27.61,0.0,0.0,,,,29.52,1.22,75.56,283.32,916.02,0.0,27.98
2022-12-15 16:00:00,2022-12-15 17:00:00,14.68,35.13,4.73,11.21,8.2,10.88,0.36,0.49,26.06,0.0,0.0,,,,31.27,1.11,90.2,144.24,913.93,0.0,27.15
2022-12-15 17:00:00,2022-12-15 18:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 18:00:00,2022-12-15 19:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 19:00:00,2022-12-15 20:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 20:00:00,2022-12-15 21:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 21:00:00,2022-12-15 22:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 22:00:00,2022-12-15 23:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-15 23:00:00,2022-12-16 00:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 00:00:00,2022-12-16 01:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 01:00:00,2022-12-16 02:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 02:00:00,2022-12-16 03:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 03:00:00,2022-12-16 04:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 04:00:00,2022-12-16 05:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 05:00:00,2022-12-16 06:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 06:00:00,2022-12-16 07:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 07:00:00,2022-12-16 08:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 08:00:00,2022-12-16 09:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 09:00:00,2022-12-16 10:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 10:00:00,2022-12-16 11:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 11:00:00,2022-12-16 12:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 12:00:00,2022-12-16 13:00:00,,,,,,,,,,,,,,,,,,,,,
2022-12-16 13:00:00,2022-12-16 14:00:00,23.1,48.09,4.72,,,11.34,0.68,0.36,25.74,0.0,0.0,,,,28.58,0.99,71.2,475.08,918.1,0.0,28.82
2022-12-16 14:00:00,2022-12-16 15:00:00,28.91,57.04,4.72,,,11.37,0.67,0.32,25.86,0.01,0.0,,,,31.38,1.68,44.71,400.63,917.38,0.0,28.44
2022-12-16 15:00:00,2022-12-16 16:00:00,24.87,50.82,4.72,,,11.19,0.73,0.25,25.48,0.0,0.0,,,,33.3,1.28,73.77,276.28,917.91,0.0,28.37
2022-12-16 16:00:00,2022-12-16 17:00:00,21.77,46.05,4.72,,,10.89,0.76,0.26,25.91,0.01,0.0,,,,36.3,1.07,82.53,136.91,916.12,0.0,27.47
2022-12-16 17:00:00,2022-12-16 18:00:00,20.91,44.71,4.73,,1.4,10.66,0.92,0.4,24.35,0.01,0.0,,,,41.52,0.86,60.43,20.84,907.72,0.0,25.48
2022-12-16 18:00:00,2022-12-16 19:00:00,27.29,54.53,4.73,9.43,7.24,9.03,0.81,0.7,26.93,0.0,0.0,,,,48.49,0.66,102.32,3.01,906.96,0.0,23.48
2022-12-16 19:00:00,2022-12-16 20:00:00,35.63,67.36,4.73,40.36,23.7,6.94,1.05,1.21,25.9,0.0,0.0,,,,56.93,0.55,94.77,2.89,904.28,0.0,21.63
2022-12-16 20:00:00,2022-12-16 21:00:00,43.15,78.94,4.73,52.8,30.32,8.46,1.14,1.37,26.22,0.0,0.0,,,,61.67,0.48,68.4,2.65,903.45,0.0,21.08
2022-12-16 21:00:00,2022-12-16 22:00:00,49.7,89.03,4.73,41.7,24.41,11.21,0.84,1.11,28.37,0.0,0.0,,,,61.78,0.63,65.6,2.62,900.7,0.0,20.72
2022-12-16 22:00:00,2022-12-16 23:00:00,49.06,88.04,4.73,24.22,15.11,12.17,0.37,0.67,27.33,0.0,0.0,,,,62.56,0.7,57.73,2.65,902.39,0.0,20.58
2022-12-16 23:00:00,2022-12-17 00:00:00,53.73,95.21,4.73,3.39,4.03,12.3,0.14,0.33,27.45,0.01,0.0,,,,62.3,0.75,64.45,2.71,902.41,0.0,20.34
2022-12-17 00:00:00,2022-12-17 01:00:00,47.6,85.79,4.73,16.04,10.76,11.42,0.98,0.31,28.05,0.0,0.0,,,,66.77,0.45,94.41,2.93,900.43,0.0,19.12
2022-12-17 01:00:00,2022-12-17 02:00:00,49.95,89.41,4.73,23.55,14.76,9.79,0.94,0.38,27.22,0.0,0.0,,,,78.78,0.34,68.07,2.86,896.53,0.0,17.68
2022-12-17 02:00:00,2022-12-17 03:00:00,54.45,96.32,4.73,32.89,19.73,10.13,1.14,0.43,28.95,0.0,0.0,,,,83.1,0.42,84.93,2.71,893.48,0.0,17.02
2022-12-17 03:00:00,2022-12-17 04:00:00,57.05,100.31,4.73,46.41,26.92,8.12,1.06,0.45,28.47,0.01,0.0,,,,91.3,0.29,115.48,2.79,895.98,0.0,16.18
2022-12-17 04:00:00,2022-12-17 05:00:00,60.52,105.67,4.74,55.13,31.56,9.27,1.11,0.47,28.23,0.0,0.0,,,,94.06,0.49,100.55,2.81,895.45,0.0,15.71
2022-12-17 05:00:00,2022-12-17 06:00:00,66.65,115.09,4.73,35.31,21.02,12.17,0.92,0.43,28.47,0.01,0.0,,,,94.09,0.51,91.11,2.6,891.09,0.0,15.56
2022-12-17 06:00:00,2022-12-17 07:00:00,62.18,108.22,4.73,28.6,17.44,10.61,0.7,0.5,30.16,0.02,0.0,,,,95.76,0.45,85.47,8.1,893.85,0.0,15.25
2022-12-17 07:00:00,2022-12-17 08:00:00,64.78,112.22,4.74,58.16,33.17,6.91,0.94,0.77,28.79,0.0,0.0,,,,89.2,0.26,255.66,81.98,897.86,0.0,17.27
2022-12-17 08:00:00,2022-12-17 09:00:00,67.81,116.88,4.73,41.16,24.13,12.99,0.78,0.5,28.46,0.0,0.0,,,,61.93,0.96,51.87,216.56,906.46,0.0,21.79
2022-12-17 09:00:00,2022-12-17 10:00:00,48.79,87.61,4.73,15.96,10.72,12.39,2.05,0.34,27.59,0.0,0.0,,,,53.07,1.52,51.8,341.33,908.06,0.0,24.15
2022-12-17 10:00:00,2022-12-17 11:00:00,34.6,65.79,4.73,6.02,5.43,11.55,2.87,0.23,30.91,0.0,0.0,,,,50.2,1.47,63.34,501.76,913.1,0.0,25.86
2022-12-17 11:00:00,2022-12-17 12:00:00,42.26,77.58,4.73,4.9,4.84,11.23,2.85,0.17,28.39,0.0,0.0,,,,47.48,1.52,44.72,573.52,915.54,0.0,26.81
2022-12-17 12:00:00,2022-12-17 13:00:00,36.49,68.69,4.73,2.99,3.81,11.1,2.73,0.16,28.17,0.0,0.0,,,,45.52,1.39,51.05,534.85,917.32,0.0,27.78
2022-12-17 13:00:00,2022-12-17 14:00:00,39.53,73.35,4.73,3.79,4.25,11.32,2.59,0.17,28.48,0.0,0.0,,,,46.38,1.43,37.75,432.83,915.66,0.0,27.9
2022-12-17 14:00:00,2022-12-17 15:00:00,37.53,70.29,4.73,2.15,3.38,11.1,2.41,0.18,29.61,0.0,0.01,,,,45.1,1.42,61.94,340.13,914.9,0.0,27.98
2022-12-17 15:00:00,2022-12-17 16:00:00,36.28,68.38,4.73,1.09,2.81,10.98,2.27,0.18,28.96,0.0,0.0,,,,44.51,1.42,52.84,267.84,914.87,0.0,27.93
2022-12-17 16:00:00,2022-12-17 17:00:00,35.84,67.69,4.73,2.42,3.52,10.72,2.22,0.18,30.23,0.0,0.0,,,,47.23,1.27,68.19,113.03,912.98,0.0,26.95
2022-12-17 17:00:00,2022-12-17 18:00:00,35.27,66.82,4.73,7.22,6.07,10.71,1.97,0.27,28.94,0.0,0.0,,,,53.06,0.91,74.16,22.48,909.7,0.0,25.35
2022-12-17 18:00:00,2022-12-17 19:00:00,49.82,89.21,4.73,12.88,9.08,10.95,2.06,0.43,28.5,0.0,0.0,,,,57.85,0.9,89.19,2.94,905.98,0.0,24.09
2022-12-17 19:00:00,2022-12-17 20:00:00,44.81,81.49,4.73,15.04,10.23,10.56,1.8,0.47,28.75,0.0,0.0,,,,60.73,0.84,83.83,2.71,907.31,0.0,23.34
2022-12-17 20:00:00,2022-12-17 21:00:00,49.72,89.05,4.73,17.68,11.63,10.72,1.72,0.51,30.14,0.0,0.0,,,,64.53,0.75,74.17,2.79,906.18,0.0,22.71
2022-12-17 21:00:00,2022-12-17 22:00:00,56.17,98.98,4.73,19.0,12.33,11.16,1.71,0.48,30.03,0.0,0.0,,,,68.23,0.92,61.63,2.8,903.03,0.0,22.18
2022-12-17 22:00:00,2022-12-17 23:00:00,57.57,101.11,4.73,14.36,9.87,10.99,1.49,0.41,30.8,0.0,0.0,,,,72.69,0.7,68.63,2.87,902.06,0.0,21.36
2022-12-17 23:00:00,2022-12-18 00:00:00,70.75,121.4,4.73,11.0,8.08,11.27,1.5,0.26,27.99,0.01,0.0,,,,77.42,0.92,62.13,2.83,902.55,0.0,21.05
2022-12-18 00:00:00,2022-12-18 01:00:00,111.49,184.06,4.73,12.83,9.06,11.26,1.13,0.41,29.57,0.0,0.0,,,,82.24,0.96,62.04,2.83,901.55,0.0,20.5
2022-12-18 01:00:00,2022-12-18 02:00:00,141.94,230.92,4.73,10.93,8.04,12.1,1.25,0.38,30.18,0.0,0.0,,,,84.03,0.93,64.2,2.8,899.97,0.0,20.14
2022-12-18 02:00:00,2022-12-18 03:00:00,115.03,189.51,4.73,10.67,7.9,12.43,1.87,0.42,32.25,0.0,0.0,,,,87.03,0.83,63.06,2.62,898.01,0.0,19.72
2022-12-18 03:00:00,2022-12-18 04:00:00,88.14,148.16,4.73,10.05,7.57,12.84,1.36,0.36,32.3,0.0,0.0,,,,88.4,0.91,70.38,2.62,897.85,0.0,19.43
2022-12-18 04:00:00,2022-12-18 05:00:00,94.28,157.6,4.73,8.23,6.61,12.58,1.26,0.34,31.81,0.0,0.0,,,,89.86,0.7,74.11,2.71,898.61,0.0,19.09
2022-12-18 05:00:00,2022-12-18 06:00:00,124.26,203.72,4.73,10.75,7.96,13.1,1.08,0.39,28.9,0.0,0.0,,,,91.75,0.43,105.64,2.75,895.09,0.0,18.66
2022-12-18 06:00:00,2022-12-18 07:00:00,150.56,244.19,4.73,13.98,9.66,11.18,0.64,0.5,31.03,0.01,0.0,,,,92.67,0.48,137.57,6.14,898.41,0.0,18.79
2022-12-18 07:00:00,2022-12-18 08:00:00,190.49,305.61,4.73,15.89,10.68,11.71,0.58,0.47,30.38,0.01,0.0,,,,84.03,1.02,49.83,50.23,901.14,0.0,20.14
2022-12-18 08:00:00,2022-12-18 09:00:00,14.2,34.4,4.73,12.83,9.05,11.8,0.62,0.51,30.28,0.0,0.0,,,,79.47,1.44,40.27,171.56,903.42,0.0,21.03
2022-12-18 09:00:00,2022-12-18 10:00:00,10.69,29.0,4.73,11.0,8.08,12.07,0.8,0.47,31.6,0.01,0.0,,,,68.31,1.83,36.4,358.68,907.07,0.0,23.22
2022-12-18 10:00:00,2022-12-18 11:00:00,10.69,29.0,4.73,9.63,7.35,11.9,2.03,0.53,32.35,0.0,0.0,,,,59.99,1.93,38.29,442.99,908.34,0.0,24.59
2022-12-18 11:00:00,2022-12-18 12:00:00,64.15,111.25,4.73,7.47,6.21,11.24,1.92,0.51,33.62,0.0,0.0,,,,52.29,1.89,38.02,498.07,913.62,0.0,25.45
2022-12-18 12:00:00,2022-12-18 13:00:00,64.73,112.14,4.73,7.23,6.08,11.36,2.19,0.54,31.42,0.0,0.0,,,,47.67,1.69,41.05,496.58,914.63,0.0,26.5
2022-12-18 13:00:00,2022-12-18 14:00:00,49.0,87.94,4.73,6.67,5.78,11.68,2.0,0.57,30.44,0.0,0.0,,,,47.7,1.7,45.52,417.14,913.55,0.0,26.67
2022-12-18 14:00:00,2022-12-18 15:00:00,56.72,99.81,4.73,5.69,5.26,11.52,1.54,0.58,30.94,0.0,0.0,,,,48.28,1.51,57.56,323.46,912.62,0.0,26.77
2022-12-18 15:00:00,2022-12-18 16:00:00,83.28,140.67,4.73,6.79,5.84,11.09,1.41,0.58,31.83,0.0,0.0,,,,50.09,1.1,45.86,224.06,913.06,0.0,26.74
2022-12-18 16:00:00,2022-12-18 17:00:00,72.73,124.45,4.73,6.7,5.79,11.02,1.2,0.56,31.33,0.0,0.0,,,,53.5,1.15,52.95,121.64,912.28,0.0,26.06
2022-12-18 17:00:00,2022-12-18 18:00:00,79.97,135.58,4.73,8.43,6.71,10.91,1.12,0.62,29.77,0.0,0.0,,,,57.92,1.1,51.05,25.61,909.22,0.0,24.83
2022-12-18 18:00:00,2022-12-18 19:00:00,73.98,126.38,4.73,16.81,11.17,11.06,1.36,0.76,30.11,0.0,0.0,,,,63.38,0.91,44.55,3.07,904.55,0.0,23.87
2022-12-18 19:00:00,2022-12-18 20:00:00,84.51,142.56,4.73,17.35,11.46,10.81,0.88,0.73,29.99,0.0,0.0,,,,67.36,1.12,45.98,3.21,908.05,0.0,23.55
2022-12-18 20:00:00,2022-12-18 21:00:00,93.52,156.43,4.73,15.31,10.38,11.31,0.85,0.66,30.31,0.0,0.0,,,,72.67,0.82,52.84,3.14,906.77,0.0,22.71
2022-12-18 21:00:00,2022-12-18 22:00:00,119.4,196.24,4.73,14.86,10.14,11.45,0.86,0.6,31.86,0.0,0.0,,,,76.27,0.94,65.91,3.2,905.76,0.0,22.23
2022-12-18 22:00:00,2022-12-18 23:00:00,125.89,206.23,4.73,11.25,8.21,12.08,1.0,0.51,30.82,0.0,0.0,,,,80.42,0.9,86.38,3.54,902.1,0.0,21.75
2022-12-18 23:00:00,2022-12-19 00:00:00,200.81,321.49,4.73,6.7,5.79,11.85,0.9,0.4,30.55,0.0,0.0,,,,79.02,1.1,71.45,3.75,903.58,0.0,21.56
2022-12-19 00:00:00,2022-12-19 01:00:00,16.52,37.97,4.73,7.13,6.02,11.82,0.96,0.17,31.03,0.0,0.0,,,,79.88,1.05,70.98,3.67,902.68,0.0,21.22
2022-12-19 01:00:00,2022-12-19 02:00:00,86.05,144.93,4.73,6.72,5.81,11.75,1.03,0.17,31.16,0.0,0.0,,,,81.05,0.8,61.52,3.45,902.31,0.0,20.8
2022-12-19 02:00:00,2022-12-19 03:00:00,89.97,150.96,4.73,9.06,7.05,12.81,1.34,0.2,31.03,0.0,0.0,,,,80.9,0.81,82.85,3.46,898.25,0.0,20.6
2022-12-19 03:00:00,2022-12-19 04:00:00,16.9,38.55,4.73,6.96,5.93,12.11,1.06,0.2,32.02,0.0,0.0,,,,81.48,0.77,75.78,3.66,901.93,0.0,20.31
2022-12-19 04:00:00,2022-12-19 05:00:00,11.15,29.72,4.73,8.16,6.57,12.51,1.02,0.22,31.21,0.0,0.0,,,,80.24,1.21,45.2,3.07,898.54,0.0,19.8
2022-12-19 05:00:00,2022-12-19 06:00:00,10.73,29.07,4.73,7.56,6.25,11.91,0.96,0.24,31.18,0.0,0.0,,,,80.72,0.91,55.3,3.0,900.53,0.0,19.21
2022-12-19 06:00:00,2022-12-19 07:00:00,30.05,58.79,4.73,10.33,7.73,12.09,1.12,0.35,31.99,0.0,0.0,,,,82.4,0.78,68.41,7.31,896.55,0.0,18.76
2022-12-19 07:00:00,2022-12-19 08:00:00,196.84,315.38,4.73,14.7,10.04,10.89,0.78,0.42,31.13,0.0,0.0,,,,84.5,0.79,71.45,43.21,898.38,0.0,18.41
2022-12-19 08:00:00,2022-12-19 09:00:00,15.53,36.45,4.73,15.98,10.73,11.24,0.95,0.43,31.15,0.0,0.0,,,,76.43,1.25,38.05,163.44,901.78,0.0,19.87
2022-12-19 09:00:00,2022-12-19 10:00:00,10.73,29.07,4.73,17.38,11.48,10.87,1.25,0.55,29.84,0.02,0.0,,,,67.3,1.23,35.94,334.87,906.06,0.0,21.74
2022-12-19 10:00:00,2022-12-19 11:00:00,10.69,29.0,4.73,16.46,10.99,11.82,2.27,0.53,30.68,0.0,0.0,,,,60.2,1.54,28.62,489.97,906.0,0.0,23.15
2022-12-19 11:00:00,2022-12-19 12:00:00,60.01,104.88,4.73,11.0,8.08,11.14,2.5,0.49,29.42,0.01,0.0,,,,52.72,1.41,38.78,578.51,912.9,0.0,24.46
2022-12-19 12:00:00,2022-12-19 13:00:00,68.0,117.18,4.73,11.03,8.09,11.22,2.66,0.52,30.05,0.0,0.0,,,,46.6,1.3,49.01,542.91,913.21,0.0,25.28
2022-12-19 13:00:00,2022-12-19 14:00:00,58.84,103.08,4.73,9.92,7.51,11.13,2.4,0.5,30.76,0.0,0.0,,,,47.73,1.23,58.98,243.39,912.0,0.0,24.52
2022-12-19 14:00:00,2022-12-19 15:00:00,69.59,119.61,4.73,9.44,7.25,11.31,2.63,0.48,32.46,0.0,0.0,,,,45.36,1.06,35.87,340.48,911.74,0.0,25.66
2022-12-19 15:00:00,2022-12-19 16:00:00,70.41,120.87,4.73,7.78,6.37,10.95,2.34,0.43,31.99,0.0,0.0,,,,44.78,1.13,70.79,260.59,914.09,0.0,26.27
2022-12-19 16:00:00,2022-12-19 17:00:00,48.24,86.77,4.73,9.02,7.03,10.77,2.19,0.46,31.12,0.0,0.0,,,,45.86,1.01,68.7,131.1,912.19,0.0,25.45
2022-12-19 17:00:00,2022-12-19 18:00:00,60.64,105.85,4.73,11.18,8.18,10.72,2.0,0.48,30.89,0.0,0.0,,,,50.38,0.98,77.51,25.81,907.63,0.0,23.8
2022-12-19 18:00:00,2022-12-19 19:00:00,68.12,117.35,4.73,20.23,12.99,10.48,2.13,0.65,30.36,0.0,0.0,,,,55.59,0.83,84.06,2.79,901.98,0.0,22.47
2022-12-19 19:00:00,2022-12-19 20:00:00,69.88,120.05,4.73,29.34,17.84,9.79,1.88,0.95,31.99,0.0,0.0,,,,60.87,0.69,86.34,2.64,903.25,0.0,21.45
2022-12-19 20:00:00,2022-12-19 21:00:00,62.67,108.97,4.73,31.86,19.17,10.06,1.67,0.96,30.1,0.0,0.0,,,,64.77,0.68,93.2,2.62,902.93,0.0,20.57
2022-12-19 21:00:00,2022-12-19 22:00:00,81.42,137.82,4.73,26.89,16.54,11.04,1.64,0.79,28.8,0.0,0.0,,,,62.81,0.95,75.62,2.55,903.06,0.0,20.8
2022-12-19 22:00:00,2022-12-19 23:00:00,59.73,104.44,4.73,23.93,14.96,11.38,1.46,0.66,30.06,0.0,0.0,,,,67.09,0.83,71.69,2.73,899.32,0.0,20.32
2022-12-19 23:00:00,2022-12-20 00:00:00,51.54,91.85,4.73,17.27,11.42,11.09,1.27,0.49,30.8,0.0,0.0,,,,69.18,0.66,62.59,2.96,900.85,0.0,19.79
2022-12-20 00:00:00,2022-12-20 01:00:00,75.76,129.1,4.73,11.32,8.25,11.55,1.51,0.34,30.33,0.0,0.0,,,,71.34,0.83,84.7,2.77,900.79,0.0,19.31
2022-12-20 01:00:00,2022-12-20 02:00:00,40.78,75.29,4.73,8.56,6.78,11.62,3.28,0.31,30.07,0.0,0.0,,,,71.12,0.68,111.78,2.82,900.57,0.0,19.14
2022-12-20 02:00:00,2022-12-20 03:00:00,24.67,50.51,4.73,11.1,8.13,11.66,2.46,0.32,29.66,0.0,0.0,,,,78.66,0.46,128.37,2.71,895.53,0.0,17.87
2022-12-20 03:00:00,2022-12-20 04:00:00,21.11,45.04,4.73,12.7,8.98,11.04,1.42,0.32,30.18,0.0,0.0,,,,88.62,0.42,115.86,2.77,893.74,0.0,16.56
2022-12-20 04:00:00,2022-12-20 05:00:00,26.98,54.07,4.73,21.42,13.62,10.07,0.82,0.33,29.94,0.0,0.0,,,,89.33,0.44,92.17,2.68,896.68,0.0,16.5
2022-12-20 05:00:00,2022-12-20 06:00:00,39.8,73.78,4.73,16.64,11.08,11.47,0.6,0.28,27.95,0.01,0.0,,,,86.23,0.57,71.47,2.63,897.57,0.0,17.19
