From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-08-03 03:00:00,2021-08-03 04:00:00,16.3,26.5,0.4,0.43,0.85,9.24,1.56,0.21,10.4,3.7,,14.88,12.6,88.25,1.98,62.37,,733.0,,27.7,0.0
2021-08-03 04:00:00,2021-08-03 05:00:00,16.5,29.3,0.35,0.71,1.06,8.85,1.58,0.21,8.96,3.51,,14.63,12.14,90.85,2.15,58.43,,733.2,,27.21,0.0
2021-08-03 05:00:00,2021-08-03 06:00:00,16.2,30.9,0.36,0.97,1.31,8.33,1.55,0.21,10.32,3.31,,14.39,11.8,89.84,2.46,59.72,1.39,733.55,,27.35,0.0
2021-08-03 06:00:00,2021-08-03 07:00:00,15.4,30.1,0.32,0.91,1.22,8.25,1.46,0.21,10.51,2.79,,12.62,10.27,89.42,2.38,56.38,30.68,733.67,,27.46,0.0
2021-08-03 07:00:00,2021-08-03 08:00:00,16.4,34.3,0.57,1.14,1.79,8.14,1.48,0.21,10.58,2.51,,11.36,9.14,90.71,2.7,61.41,64.12,733.83,,27.28,0.0
2021-08-03 08:00:00,2021-08-03 09:00:00,18.3,34.1,0.38,1.47,1.79,8.71,1.55,0.24,9.3,2.4,,10.55,8.29,92.52,2.54,63.73,79.88,734.09,,26.94,0.0
2021-08-03 09:00:00,2021-08-03 10:00:00,21.1,33.3,0.4,1.17,1.57,7.69,1.44,0.23,9.84,2.37,,10.44,8.3,91.64,2.88,64.86,192.68,734.11,,27.15,0.0
2021-08-03 10:00:00,2021-08-03 11:00:00,10.5,24.2,0.36,0.97,1.31,7.23,1.43,0.21,10.68,2.04,,9.8,7.67,89.71,2.67,56.91,130.78,734.07,,27.52,0.0
2021-08-03 11:00:00,2021-08-03 12:00:00,11.8,25.1,0.31,0.97,1.23,6.63,1.44,0.2,10.29,1.98,,9.71,7.38,89.85,2.33,62.06,61.4,734.14,,27.35,0.0
2021-08-03 12:00:00,2021-08-03 13:00:00,12.2,22.7,0.52,1.17,1.75,9.11,1.42,0.18,14.74,1.22,,8.01,6.36,92.02,2.51,66.46,136.41,734.12,,26.96,0.0
2021-08-03 13:00:00,2021-08-03 14:00:00,9.6,22.3,0.52,0.84,1.44,10.01,1.47,0.16,13.55,0.61,,6.41,5.03,86.38,2.16,69.0,189.92,733.82,,28.37,0.0
2021-08-03 14:00:00,2021-08-03 15:00:00,7.6,24.5,0.36,0.63,0.99,8.12,1.53,0.15,11.88,0.85,,7.22,5.47,82.09,1.58,76.32,184.74,733.26,,29.1,0.0
2021-08-03 15:00:00,2021-08-03 16:00:00,6.5,20.2,0.46,0.66,1.03,7.27,1.66,0.15,12.8,1.18,,8.45,6.36,83.83,2.13,73.17,178.75,732.9,,29.02,0.0
2021-08-03 16:00:00,2021-08-03 17:00:00,10.8,19.7,0.4,1.14,1.5,11.17,1.73,0.16,13.83,1.1,,8.56,6.68,85.56,1.67,74.52,72.02,732.78,,28.48,0.0
2021-08-03 17:00:00,2021-08-03 18:00:00,8.2,23.9,0.48,0.89,1.41,8.71,1.69,0.19,10.59,1.35,,8.77,6.84,84.97,1.62,71.49,133.3,732.75,,28.85,0.0
2021-08-03 18:00:00,2021-08-03 19:00:00,7.3,18.1,0.41,0.81,1.23,8.48,1.72,0.2,10.77,1.86,,10.37,7.92,83.72,1.35,73.74,38.99,732.87,,28.75,0.0
2021-08-03 19:00:00,2021-08-03 20:00:00,9.7,21.7,0.4,1.01,1.41,9.12,1.72,0.22,10.56,2.18,,11.34,8.95,85.81,1.4,63.31,0.48,733.32,,28.2,0.0
2021-08-03 20:00:00,2021-08-03 21:00:00,12.7,29.7,0.42,1.19,1.61,10.2,1.74,0.24,11.49,2.65,,12.2,9.76,86.33,1.03,70.05,,733.68,,28.07,0.0
2021-08-03 21:00:00,2021-08-03 22:00:00,9.8,29.6,0.58,0.9,1.54,10.29,1.76,0.24,9.93,2.98,,13.34,10.82,85.97,1.33,62.81,,734.14,,28.0,0.0
2021-08-03 22:00:00,2021-08-03 23:00:00,10.4,26.6,0.5,0.85,1.4,11.14,1.8,0.24,9.46,3.04,,13.83,11.34,89.1,1.28,63.95,,734.28,,27.53,0.0
2021-08-03 23:00:00,2021-08-04 00:00:00,10.2,30.3,0.51,0.85,1.44,10.71,1.85,0.23,9.76,3.41,,14.84,12.13,87.86,1.08,74.17,,734.2,,27.34,0.0
2021-08-04 00:00:00,2021-08-04 01:00:00,6.5,22.9,0.45,0.58,1.06,8.82,1.84,0.2,8.93,3.22,,14.81,12.33,86.63,1.31,77.86,,734.2,,27.02,0.0
2021-08-04 01:00:00,2021-08-04 02:00:00,3.0,12.6,0.48,0.46,0.98,7.55,1.82,0.18,8.32,3.02,,14.78,12.29,88.03,1.55,67.4,,734.01,,26.76,0.0
2021-08-04 02:00:00,2021-08-04 03:00:00,1.3,13.8,0.43,0.34,0.79,6.6,1.77,0.15,7.92,2.94,,14.93,12.31,90.09,1.35,78.42,,733.97,,26.2,0.0
2021-08-04 03:00:00,2021-08-04 04:00:00,0.6,10.6,0.42,0.28,0.67,5.88,1.85,0.15,6.73,2.95,,14.88,12.19,91.75,1.55,67.59,,733.99,,25.96,0.0
2021-08-04 04:00:00,2021-08-04 05:00:00,2.4,11.2,0.42,0.73,1.17,5.5,1.74,0.13,7.24,2.72,,14.75,12.09,90.66,2.04,62.21,,733.95,,26.22,0.0
2021-08-04 05:00:00,2021-08-04 06:00:00,1.2,9.8,0.48,0.52,0.93,5.61,1.72,0.13,7.71,2.26,,13.13,10.71,92.89,2.3,63.89,0.92,734.06,,25.76,0.0
2021-08-04 06:00:00,2021-08-04 07:00:00,2.5,10.0,0.4,0.62,1.03,5.96,1.68,0.14,7.27,1.82,,11.87,9.54,91.03,1.73,72.47,16.3,734.25,,26.14,0.0
2021-08-04 07:00:00,2021-08-04 08:00:00,4.37,13.35,0.49,0.55,1.11,5.8,1.7,0.14,7.8,1.86,,11.52,9.25,89.93,1.1,75.97,32.87,734.6,,26.3,0.0
2021-08-04 08:00:00,2021-08-04 09:00:00,7.9,16.9,0.5,0.62,1.21,6.07,1.72,0.16,6.71,2.24,,12.76,10.4,90.56,1.35,73.0,44.79,734.93,,26.41,0.0
2021-08-04 09:00:00,2021-08-04 10:00:00,6.7,22.7,0.59,0.79,1.48,6.3,1.72,0.17,7.36,2.2,,12.64,10.57,88.1,1.18,82.3,189.46,735.38,,27.27,0.0
2021-08-04 10:00:00,2021-08-04 11:00:00,9.85,23.49,0.62,1.35,2.03,7.33,1.73,0.18,9.38,2.11,,11.84,9.99,84.79,1.42,82.95,303.5,735.61,,28.27,0.0
2021-08-04 11:00:00,2021-08-04 12:00:00,11.8,28.4,0.52,1.08,1.65,7.27,1.68,0.18,9.21,1.64,,9.72,8.34,82.67,1.26,83.82,274.12,735.55,,29.08,0.0
2021-08-04 12:00:00,2021-08-04 13:00:00,9.7,26.5,0.39,0.93,1.35,9.8,1.65,0.18,10.68,1.72,,9.76,8.15,80.53,1.54,76.18,253.01,735.3,,29.52,0.0
2021-08-04 13:00:00,2021-08-04 14:00:00,10.1,23.2,0.41,0.53,1.0,7.37,1.68,0.18,10.97,2.03,,9.98,8.14,81.09,1.47,71.94,197.69,734.84,,29.31,0.0
2021-08-04 14:00:00,2021-08-04 15:00:00,8.0,27.9,0.47,0.47,1.01,6.64,1.71,0.18,11.54,2.34,,10.92,8.9,80.58,1.57,67.53,192.37,734.34,,29.8,0.0
2021-08-04 15:00:00,2021-08-04 16:00:00,9.0,25.3,0.43,0.41,0.88,6.89,1.72,0.18,12.87,2.43,,11.03,9.06,79.08,1.2,76.45,249.38,733.93,,30.52,0.0
2021-08-04 16:00:00,2021-08-04 17:00:00,9.8,29.0,0.37,0.56,0.91,7.55,1.75,0.18,12.35,2.79,,11.67,9.57,80.78,1.45,64.26,139.34,733.62,,30.02,0.0
2021-08-04 17:00:00,2021-08-04 18:00:00,10.3,32.9,0.48,0.61,1.14,7.94,1.74,0.2,13.78,3.06,,12.09,10.08,82.67,1.09,68.64,78.23,733.62,,29.69,0.0
2021-08-04 18:00:00,2021-08-04 19:00:00,13.5,34.8,0.46,1.8,2.22,14.4,1.73,0.23,17.64,2.56,,10.71,9.46,84.53,0.63,64.31,40.03,733.85,,29.59,0.0
2021-08-04 19:00:00,2021-08-04 20:00:00,17.7,40.9,0.44,3.03,3.3,18.22,1.71,0.3,18.07,2.6,,10.02,9.14,87.69,0.44,64.62,0.59,734.18,,28.75,0.0
2021-08-04 20:00:00,2021-08-04 21:00:00,22.6,47.6,0.57,4.27,4.58,23.57,1.75,0.42,13.47,3.03,,10.09,9.74,91.11,0.45,61.38,,734.57,,27.99,0.0
2021-08-04 21:00:00,2021-08-04 22:00:00,31.0,57.2,0.49,2.88,3.23,26.94,1.72,0.34,15.03,3.5,,11.65,10.93,91.46,0.46,54.38,,735.08,,27.71,0.0
2021-08-04 22:00:00,2021-08-04 23:00:00,18.3,39.4,0.64,2.46,3.04,21.5,1.76,0.33,13.34,3.09,,11.18,10.75,92.15,0.43,65.09,,735.15,,27.36,0.0
2021-08-04 23:00:00,2021-08-05 00:00:00,18.1,33.7,0.57,1.71,2.29,22.72,1.78,0.32,12.3,3.64,,12.48,11.84,93.37,0.55,61.82,,735.1,,27.45,0.0
2021-08-05 00:00:00,2021-08-05 01:00:00,16.8,35.8,0.56,2.65,3.12,26.05,1.74,0.33,10.72,3.42,,12.46,12.1,94.59,0.41,71.33,,734.98,,27.18,0.0
2021-08-05 01:00:00,2021-08-05 02:00:00,20.1,36.3,0.58,2.72,3.2,31.18,1.8,0.36,9.24,3.6,,12.52,12.23,95.14,0.4,61.07,,734.66,,26.84,0.0
2021-08-05 02:00:00,2021-08-05 03:00:00,22.9,49.4,0.71,1.96,2.72,33.47,2.0,0.38,7.13,4.87,,16.04,15.21,95.95,0.6,61.1,,734.46,,26.63,0.0
2021-08-05 03:00:00,2021-08-05 04:00:00,24.6,45.3,0.83,1.95,2.88,35.51,1.96,0.38,7.78,4.78,,16.27,15.53,95.66,0.57,82.98,,734.55,,26.61,0.0
2021-08-05 04:00:00,2021-08-05 05:00:00,23.3,44.9,1.7,2.5,4.57,29.64,1.93,0.33,9.14,5.17,,17.18,16.17,93.34,0.57,79.06,,734.67,,26.8,0.0
2021-08-05 05:00:00,2021-08-05 06:00:00,17.2,36.0,1.09,2.09,3.38,23.16,1.87,0.32,8.38,4.38,,15.68,14.99,95.07,0.47,63.33,9.67,734.83,,26.28,0.0
2021-08-05 06:00:00,2021-08-05 07:00:00,11.78,31.76,1.03,1.52,2.78,22.66,1.98,0.32,7.72,4.59,,16.11,15.23,95.2,0.7,61.73,97.72,735.18,,26.59,0.0
2021-08-05 07:00:00,2021-08-05 08:00:00,12.7,32.7,0.86,1.2,2.25,14.79,2.02,0.32,7.89,5.1,,18.47,17.27,86.58,1.12,67.2,278.06,735.38,,28.8,0.0
2021-08-05 08:00:00,2021-08-05 09:00:00,11.6,33.8,0.7,0.84,1.69,11.23,1.89,0.29,9.48,4.69,,17.27,16.2,80.16,1.11,86.95,425.6,735.56,,30.28,0.0
2021-08-05 09:00:00,2021-08-05 10:00:00,10.5,27.9,0.76,0.99,1.93,12.5,1.81,0.24,12.26,3.8,,14.62,13.76,77.18,1.25,83.09,413.68,735.9,,30.9,0.02
2021-08-05 10:00:00,2021-08-05 11:00:00,9.7,27.6,0.65,0.88,1.65,20.83,1.83,0.22,10.5,2.52,,11.07,10.45,78.09,1.5,68.64,458.78,735.97,,30.73,0.02
2021-08-05 11:00:00,2021-08-05 12:00:00,10.1,24.9,0.66,0.63,1.43,26.02,1.79,0.21,10.98,2.2,,10.21,9.31,74.41,1.38,72.02,533.37,735.77,,31.67,0.0
2021-08-05 12:00:00,2021-08-05 13:00:00,9.3,27.5,0.65,0.68,1.44,25.68,1.79,0.2,11.91,2.21,,9.29,8.14,69.88,1.45,71.36,660.34,735.5,,32.83,0.0
2021-08-05 13:00:00,2021-08-05 14:00:00,9.9,19.4,0.48,0.37,0.92,20.06,1.8,0.18,12.44,2.71,,9.05,7.74,67.91,1.45,59.16,598.88,735.06,,33.09,0.0
2021-08-05 14:00:00,2021-08-05 15:00:00,9.1,26.1,0.53,0.49,1.1,26.85,1.82,0.18,13.57,3.19,,9.0,7.55,65.29,1.32,68.17,608.26,734.41,,34.06,0.0
2021-08-05 15:00:00,2021-08-05 16:00:00,9.59,26.99,0.56,0.45,1.09,35.39,1.8,0.19,14.84,3.33,,8.74,7.28,65.7,2.01,53.21,530.15,733.79,,33.57,0.0
2021-08-05 16:00:00,2021-08-05 17:00:00,9.7,30.5,0.51,0.32,0.91,36.15,1.72,0.19,15.78,2.35,,7.91,6.52,65.43,1.83,52.47,381.03,733.47,,33.72,0.0
2021-08-05 17:00:00,2021-08-05 18:00:00,13.8,38.1,0.4,0.57,0.99,29.22,1.73,0.2,16.45,2.44,,7.94,6.4,67.51,1.66,48.6,222.96,733.24,,33.12,0.0
2021-08-05 18:00:00,2021-08-05 19:00:00,14.5,40.6,0.45,1.05,1.53,25.98,1.77,0.2,21.93,2.33,,8.03,6.53,73.29,0.95,57.04,73.75,733.48,,32.08,0.0
2021-08-05 19:00:00,2021-08-05 20:00:00,15.6,43.5,0.53,2.65,3.09,22.44,1.74,0.23,25.89,1.56,,6.95,6.12,80.88,0.52,60.54,1.44,733.92,,30.64,0.0
2021-08-05 20:00:00,2021-08-05 21:00:00,20.7,56.4,0.37,4.07,4.12,22.95,1.76,0.34,21.62,1.9,,7.81,7.11,83.86,0.47,62.22,,734.4,,29.99,0.0
2021-08-05 21:00:00,2021-08-05 22:00:00,35.0,64.4,0.55,5.95,6.06,26.13,1.85,0.4,17.68,2.7,,8.49,7.95,86.4,0.29,110.65,,734.85,,29.46,0.0
2021-08-05 22:00:00,2021-08-05 23:00:00,34.4,65.9,0.67,9.12,9.06,31.16,1.87,0.46,14.81,2.67,,9.09,9.12,87.68,0.21,142.69,,735.04,,29.08,0.0
2021-08-05 23:00:00,2021-08-06 00:00:00,30.2,71.8,0.65,6.99,7.12,28.07,1.97,0.44,12.92,3.13,,10.16,10.12,88.96,0.66,250.37,,735.06,,28.85,0.0
2021-08-06 00:00:00,2021-08-06 01:00:00,28.6,59.8,0.74,9.35,9.36,24.15,1.9,0.41,11.87,3.08,,10.61,10.52,90.96,0.37,186.23,,735.01,,28.41,0.01
2021-08-06 01:00:00,2021-08-06 02:00:00,28.6,60.3,0.61,6.89,7.0,19.3,2.01,0.43,7.56,3.38,,11.44,11.23,91.11,0.36,136.36,,734.77,,28.35,0.0
2021-08-06 02:00:00,2021-08-06 03:00:00,27.8,49.7,0.62,3.06,3.56,12.03,2.15,0.46,4.83,5.29,,17.24,15.78,91.73,0.27,93.38,,734.55,,28.11,0.0
2021-08-06 03:00:00,2021-08-06 04:00:00,22.9,46.0,0.77,2.39,3.18,10.98,2.19,0.45,4.72,5.73,,18.91,17.5,93.82,0.2,102.3,,734.2,,27.84,0.0
2021-08-06 04:00:00,2021-08-06 05:00:00,27.8,49.6,0.89,4.5,5.26,23.14,1.9,0.4,9.04,4.16,,14.95,14.88,94.58,0.39,67.17,,733.89,,27.64,0.0
2021-08-06 05:00:00,2021-08-06 06:00:00,25.1,48.8,0.77,3.96,4.6,32.57,1.96,0.42,7.89,3.34,,11.96,12.11,95.96,0.47,49.69,4.1,734.1,,27.45,0.0
2021-08-06 06:00:00,2021-08-06 07:00:00,28.5,51.4,0.97,3.47,4.42,33.56,2.04,0.46,6.58,3.69,,12.74,12.69,94.8,0.89,37.41,63.98,734.64,,27.85,0.0
2021-08-06 07:00:00,2021-08-06 08:00:00,32.8,60.7,0.88,2.41,3.34,14.02,2.15,0.49,5.38,4.96,,16.77,15.8,89.5,1.17,45.78,201.15,735.27,,29.29,0.0
2021-08-06 08:00:00,2021-08-06 09:00:00,44.0,73.4,0.75,2.63,3.38,30.73,2.04,0.49,10.17,4.61,,15.97,15.16,85.56,1.2,53.94,241.8,735.95,,30.43,0.0
2021-08-06 09:00:00,2021-08-06 10:00:00,41.5,66.6,1.54,2.93,4.75,35.66,2.0,0.48,12.45,4.48,,14.26,13.49,80.36,1.34,64.44,530.93,736.24,,31.86,0.0
2021-08-06 10:00:00,2021-08-06 11:00:00,40.3,63.4,1.35,2.04,3.67,40.72,1.9,0.4,13.88,3.33,,11.33,10.81,74.19,1.49,50.73,508.3,736.06,,32.92,0.0
2021-08-06 11:00:00,2021-08-06 12:00:00,27.1,44.7,1.08,1.7,3.0,40.73,1.81,0.31,15.62,2.18,,8.88,8.39,72.05,1.59,63.35,599.99,735.58,,33.25,0.0
2021-08-06 12:00:00,2021-08-06 13:00:00,23.4,44.2,0.82,1.17,2.16,37.11,1.77,0.27,14.88,2.02,,7.75,7.08,67.44,1.55,58.42,716.89,735.29,,34.45,0.0
2021-08-06 13:00:00,2021-08-06 14:00:00,21.7,42.5,0.71,1.12,1.97,34.66,1.82,0.25,15.13,3.3,,8.59,7.4,65.31,1.88,61.71,722.59,734.59,,34.84,0.0
2021-08-06 14:00:00,2021-08-06 15:00:00,21.2,42.0,0.73,0.93,1.84,40.4,1.72,0.21,20.91,2.4,,7.74,6.63,79.22,2.99,64.87,162.4,734.25,,30.05,0.07
2021-08-06 15:00:00,2021-08-06 16:00:00,11.7,48.5,0.82,4.7,5.32,28.76,1.69,0.22,17.95,0.43,,5.21,4.42,93.31,0.43,124.28,33.22,733.8,,27.29,0.14
2021-08-06 16:00:00,2021-08-06 17:00:00,17.0,32.9,1.22,7.84,8.7,27.41,1.73,0.32,15.58,0.35,,5.42,5.07,91.16,0.34,196.33,103.3,733.45,,28.42,0.04
2021-08-06 17:00:00,2021-08-06 18:00:00,24.6,38.8,0.78,6.07,6.48,24.32,1.74,0.35,18.27,1.1,,7.33,7.33,87.88,0.53,68.47,76.26,733.4,,29.54,0.01
2021-08-06 18:00:00,2021-08-06 19:00:00,19.3,38.1,0.8,9.4,9.48,23.82,1.81,0.38,16.38,1.36,,7.63,7.49,88.91,0.22,171.35,23.83,733.74,,29.35,0.0
2021-08-06 19:00:00,2021-08-06 20:00:00,24.7,45.0,0.9,11.22,11.26,23.61,1.9,0.5,12.41,1.9,,8.74,8.98,90.79,0.32,172.96,0.55,734.17,,28.98,0.0
2021-08-06 20:00:00,2021-08-06 21:00:00,27.5,60.3,0.84,5.44,6.04,17.21,2.27,0.52,5.02,3.67,,12.72,12.07,90.48,0.19,141.78,,734.56,,28.58,0.0
2021-08-06 21:00:00,2021-08-06 22:00:00,28.8,74.9,0.89,6.15,6.7,14.1,2.25,0.61,5.09,4.93,,16.42,15.26,89.79,0.21,125.46,,735.06,,28.51,0.0
2021-08-06 22:00:00,2021-08-06 23:00:00,37.9,64.9,2.84,17.16,19.25,19.52,1.99,0.87,6.76,4.0,,13.57,13.99,91.82,0.44,213.61,,735.3,,28.43,0.0
2021-08-06 23:00:00,2021-08-07 00:00:00,41.3,96.1,3.83,17.94,21.29,25.58,2.04,0.85,6.25,3.68,,11.04,12.44,92.07,0.6,261.93,,735.22,,28.56,0.0
2021-08-07 00:00:00,2021-08-07 01:00:00,53.1,99.7,2.04,13.36,14.75,28.42,2.01,0.76,7.22,3.38,,10.83,11.91,93.17,0.31,168.19,,734.84,,28.31,0.0
2021-08-07 01:00:00,2021-08-07 02:00:00,46.0,74.6,2.42,12.21,14.23,30.47,2.03,0.75,5.81,3.39,,11.25,12.06,95.4,0.37,199.22,,734.83,,27.89,0.0
2021-08-07 02:00:00,2021-08-07 03:00:00,42.6,77.1,2.96,7.83,11.06,23.77,2.17,0.77,4.76,4.57,,14.7,14.59,95.72,0.31,184.45,,734.9,,27.8,0.0
2021-08-07 03:00:00,2021-08-07 04:00:00,44.0,69.5,3.29,5.04,9.02,19.53,2.32,0.79,4.52,4.68,,15.05,15.11,96.47,0.29,58.3,,734.72,,27.6,0.0
2021-08-07 04:00:00,2021-08-07 05:00:00,40.1,59.5,3.48,7.85,11.79,24.82,2.29,0.67,4.84,4.67,,15.45,15.51,96.9,0.25,77.13,,734.91,,27.64,0.0
2021-08-07 05:00:00,2021-08-07 06:00:00,36.9,59.7,2.55,6.14,8.99,29.95,2.29,0.62,5.98,3.48,,12.24,12.78,97.17,0.36,152.45,3.6,735.12,,27.59,0.0
2021-08-07 06:00:00,2021-08-07 07:00:00,33.6,59.2,2.28,4.68,7.3,37.7,2.16,0.62,7.21,3.27,,11.84,12.36,96.43,0.36,149.4,44.69,735.59,,28.07,0.0
2021-08-07 07:00:00,2021-08-07 08:00:00,40.6,64.5,1.9,3.89,6.06,43.3,2.24,0.64,9.43,3.26,,11.31,11.78,90.58,0.63,70.58,211.56,736.07,,29.75,0.0
2021-08-07 08:00:00,2021-08-07 09:00:00,49.1,75.8,0.88,2.78,3.68,39.99,2.22,0.57,15.05,4.09,,13.0,12.97,79.97,0.71,68.92,349.6,736.56,,31.88,0.0
2021-08-07 09:00:00,2021-08-07 10:00:00,37.0,60.4,0.65,1.71,2.42,31.44,2.22,0.5,18.46,3.54,,11.85,11.77,76.23,0.91,63.84,517.29,736.83,,33.01,0.0
2021-08-07 10:00:00,2021-08-07 11:00:00,29.3,54.0,0.54,1.61,2.16,35.31,2.16,0.43,18.96,3.34,,11.05,10.92,72.44,0.96,61.39,424.31,736.95,,33.35,0.0
2021-08-07 11:00:00,2021-08-07 12:00:00,32.3,55.3,1.0,1.96,3.12,43.86,2.04,0.37,15.75,2.83,,9.6,9.51,71.96,1.52,66.97,397.98,736.75,,32.75,0.0
2021-08-07 12:00:00,2021-08-07 13:00:00,27.0,41.7,1.23,1.78,3.29,39.83,1.84,0.26,18.59,1.71,,8.38,8.08,79.1,2.65,79.3,424.24,736.39,,30.18,0.02
2021-08-07 13:00:00,2021-08-07 14:00:00,10.9,23.4,0.88,2.07,3.06,26.35,1.84,0.23,16.43,0.88,,6.65,6.19,84.69,1.98,265.34,263.78,735.99,,28.66,0.0
2021-08-07 14:00:00,2021-08-07 15:00:00,7.2,19.6,0.84,1.61,2.59,24.94,1.86,0.25,14.6,1.58,,7.83,7.08,77.27,1.5,261.33,340.63,735.25,,31.08,0.0
2021-08-07 15:00:00,2021-08-07 16:00:00,8.7,17.7,0.74,1.46,2.33,24.36,1.98,0.26,13.85,2.45,,9.37,8.46,85.46,2.46,65.45,34.15,735.47,,29.01,0.13
2021-08-07 16:00:00,2021-08-07 17:00:00,11.8,23.4,0.67,3.06,3.64,20.19,1.8,0.21,16.9,1.64,,8.88,7.92,97.13,0.56,162.27,3.43,735.89,,25.94,2.37
2021-08-07 17:00:00,2021-08-07 18:00:00,7.9,27.5,0.8,6.27,6.71,18.4,1.82,0.3,14.55,1.16,,8.15,7.47,97.43,0.53,219.3,8.54,735.3,,25.77,0.73
2021-08-07 18:00:00,2021-08-07 19:00:00,9.4,24.6,1.37,9.97,10.8,19.57,2.02,0.36,10.31,1.86,,9.41,8.85,97.12,0.74,183.42,13.11,735.6,,26.17,0.0
2021-08-07 19:00:00,2021-08-07 20:00:00,10.6,21.5,1.12,10.32,10.78,16.98,1.95,0.39,9.21,1.68,,9.42,9.17,97.54,0.26,119.63,0.13,736.04,,26.06,0.0
2021-08-07 20:00:00,2021-08-07 21:00:00,14.4,24.3,3.14,18.27,20.63,18.31,1.99,0.67,6.17,1.93,,9.56,9.55,97.8,0.36,207.13,,736.33,,26.14,0.0
2021-08-07 21:00:00,2021-08-07 22:00:00,34.6,52.8,2.3,16.62,18.01,20.5,2.05,0.66,6.0,2.68,,10.06,10.67,97.14,0.63,201.69,,736.94,,26.37,0.0
2021-08-07 22:00:00,2021-08-07 23:00:00,28.1,46.8,1.52,11.62,12.46,18.15,1.93,0.52,6.71,2.35,,10.53,10.63,97.64,0.29,96.42,,737.08,,26.37,0.0
2021-08-07 23:00:00,2021-08-08 00:00:00,8.6,25.6,1.45,5.99,7.35,18.27,2.11,0.5,8.39,2.49,,11.2,11.05,97.23,0.58,73.83,,737.05,,26.39,0.0
2021-08-08 00:00:00,2021-08-08 01:00:00,14.4,25.0,1.15,6.6,7.48,19.33,1.9,0.46,8.9,2.64,,11.96,11.62,97.01,0.47,211.82,,736.88,,26.48,0.0
2021-08-08 01:00:00,2021-08-08 02:00:00,9.7,25.6,1.82,11.76,13.02,19.66,1.88,0.53,6.13,2.38,,10.92,10.92,97.07,0.62,246.84,,736.51,,26.43,0.0
2021-08-08 02:00:00,2021-08-08 03:00:00,21.7,37.9,1.3,8.42,9.32,18.91,1.98,0.47,7.71,2.39,,11.13,11.22,96.77,0.42,210.98,,736.48,,26.45,0.0
