From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),RF (mm),AT (degree C)
2022-11-24 01:00:00,2022-11-24 02:00:00,14.75,26.97,1.29,2.89,2.59,2.53,2.21,0.3,38.75,0.44,1.77,0.61,0.53,0.37,88.68,3.25,96.57,2.51,815.95,-1.89,0.0,23.18
2022-11-24 02:00:00,2022-11-24 03:00:00,16.2,29.62,1.32,3.29,2.83,2.66,4.54,0.29,36.23,0.46,1.8,0.58,0.54,0.37,88.9,3.19,102.58,2.21,818.13,-1.02,0.0,23.11
2022-11-24 03:00:00,2022-11-24 04:00:00,14.58,26.66,1.27,3.16,2.71,2.71,3.6,0.29,35.26,0.45,1.82,0.59,0.54,0.35,89.02,2.82,110.06,2.15,821.33,0.24,0.0,23.1
2022-11-24 04:00:00,2022-11-24 05:00:00,16.17,29.56,1.24,2.79,2.5,2.61,2.91,0.27,40.51,0.46,1.78,0.61,0.53,0.36,89.22,2.95,100.53,2.31,819.85,-0.39,0.0,23.09
2022-11-24 05:00:00,2022-11-24 06:00:00,14.32,26.17,1.2,2.74,2.43,2.56,3.29,0.28,46.55,0.46,1.81,0.59,0.55,0.37,89.06,2.83,93.94,2.34,819.53,-0.49,0.0,23.05
2022-11-24 06:00:00,2022-11-24 07:00:00,20.54,37.55,1.39,3.11,2.79,2.7,3.12,0.32,40.48,0.45,1.8,0.6,0.54,0.36,89.29,2.1,57.42,8.73,825.26,0.51,0.0,22.97
2022-11-24 07:00:00,2022-11-24 08:00:00,22.18,40.56,6.0,6.68,8.43,5.62,2.95,0.53,35.66,0.45,1.84,0.59,0.55,0.36,88.93,2.12,122.0,68.05,855.65,0.62,0.0,23.13
2022-11-24 08:00:00,2022-11-24 09:00:00,28.89,52.8,1.97,6.99,5.32,4.55,2.98,0.52,43.09,0.45,1.83,0.6,0.55,0.36,87.22,2.4,43.52,101.4,870.33,-0.18,0.0,23.58
2022-11-24 09:00:00,2022-11-24 10:00:00,36.31,66.39,1.46,4.68,3.67,3.24,3.06,0.47,46.56,0.45,1.8,0.6,0.54,0.37,84.85,2.6,72.55,149.68,893.51,-0.74,0.0,23.98
2022-11-24 10:00:00,2022-11-24 11:00:00,47.2,86.3,1.33,3.35,2.86,2.73,2.89,0.42,66.2,0.45,1.82,0.6,0.54,0.36,78.46,2.72,86.35,305.96,972.32,-0.83,0.0,24.81
2022-11-24 11:00:00,2022-11-24 12:00:00,47.97,87.69,1.27,2.83,2.53,2.45,2.94,0.41,78.58,0.45,1.79,0.6,0.52,0.37,73.02,2.68,69.93,324.28,982.05,-0.72,0.0,25.47
2022-11-24 12:00:00,2022-11-24 13:00:00,49.5,90.5,1.22,2.17,2.15,2.37,3.08,0.39,82.81,0.45,1.8,0.59,0.55,0.36,67.96,3.01,112.14,573.94,,-0.86,0.0,26.23
2022-11-24 13:00:00,2022-11-24 14:00:00,53.54,97.88,1.25,2.15,2.16,2.35,2.42,0.37,82.51,0.46,1.82,0.59,0.54,0.37,64.85,3.41,109.52,672.67,,-1.34,0.0,26.57
2022-11-24 14:00:00,2022-11-24 15:00:00,53.59,97.99,1.29,2.07,2.15,2.27,2.44,0.37,83.94,0.45,1.82,0.6,0.52,0.38,64.04,3.36,114.5,524.23,1082.57,-0.83,0.0,26.59
2022-11-24 15:00:00,2022-11-24 16:00:00,56.83,103.89,1.32,2.58,2.44,2.38,2.81,0.39,77.92,0.44,1.82,0.59,0.52,0.36,73.11,3.26,88.11,60.31,846.3,-1.66,0.0,25.13
2022-11-24 16:00:00,2022-11-24 17:00:00,60.78,111.11,1.45,4.4,3.52,2.92,2.64,0.45,62.43,0.45,1.82,0.59,0.52,0.37,83.5,2.44,48.49,27.34,833.06,-0.25,0.0,23.87
2022-11-24 17:00:00,2022-11-24 18:00:00,54.32,99.31,1.48,5.3,4.02,3.22,2.73,0.46,53.52,0.45,1.79,0.59,0.54,0.37,83.34,2.28,79.23,18.58,829.53,0.22,0.0,24.02
2022-11-24 18:00:00,2022-11-24 19:00:00,51.09,93.4,2.73,16.98,11.25,6.15,2.93,0.99,22.68,0.45,1.82,0.6,0.53,0.37,85.82,1.99,47.12,2.08,821.94,0.55,0.0,23.75
2022-11-24 19:00:00,2022-11-24 20:00:00,52.96,96.83,2.59,13.95,9.53,6.45,2.71,0.99,13.87,0.45,1.84,0.6,0.54,0.36,88.68,1.5,161.54,1.6,822.77,0.9,0.0,23.39
2022-11-24 20:00:00,2022-11-24 21:00:00,58.76,107.42,10.74,6.5,11.27,6.8,3.0,1.3,10.28,0.45,1.81,0.61,0.54,0.36,88.62,1.51,154.46,1.49,822.29,0.8,0.0,23.51
2022-11-24 21:00:00,2022-11-24 22:00:00,57.82,105.7,10.8,6.26,11.55,7.42,2.78,1.02,10.86,0.45,1.82,0.62,0.54,0.37,88.62,1.23,91.31,1.75,822.5,0.8,0.0,23.41
2022-11-24 22:00:00,2022-11-24 23:00:00,54.61,99.84,2.32,6.7,5.45,5.17,2.76,0.66,16.13,0.45,1.82,0.6,0.53,0.39,89.36,1.39,203.17,1.73,822.74,0.89,0.0,22.95
2022-11-24 23:00:00,2022-11-25 00:00:00,41.82,76.45,10.15,5.64,10.66,6.65,2.77,0.85,6.62,0.44,1.78,0.61,0.53,0.36,90.0,0.95,265.19,1.72,822.83,0.89,0.0,22.99
2022-11-25 00:00:00,2022-11-25 01:00:00,41.23,75.38,2.4,9.04,6.76,6.15,1.13,0.62,19.79,0.45,1.8,0.6,0.55,0.36,90.12,2.01,77.67,1.96,821.83,0.57,0.0,23.24
2022-11-25 01:00:00,2022-11-25 02:00:00,39.1,71.48,0.47,7.31,4.26,3.94,1.09,0.49,26.72,0.45,1.77,0.61,0.53,0.36,90.09,1.98,75.55,1.91,822.5,0.86,0.0,23.16
2022-11-25 02:00:00,2022-11-25 03:00:00,37.36,68.3,0.51,6.33,3.78,3.5,0.93,0.55,14.26,0.44,1.78,0.61,0.53,0.36,90.35,2.23,173.84,1.87,823.38,1.21,0.0,22.81
2022-11-25 03:00:00,2022-11-25 04:00:00,35.49,64.88,0.57,6.99,4.18,3.49,0.66,0.53,11.38,0.45,1.79,0.59,0.55,0.36,90.64,2.51,186.28,1.77,822.91,1.03,0.0,22.73
2022-11-25 04:00:00,2022-11-25 05:00:00,30.65,56.03,1.28,9.92,6.32,4.84,1.05,0.58,26.33,0.45,1.84,0.58,0.55,0.38,90.31,1.87,172.48,1.86,822.97,1.03,0.0,22.74
2022-11-25 05:00:00,2022-11-25 06:00:00,32.51,59.42,4.31,6.5,6.59,5.38,1.34,0.58,27.34,0.45,1.83,0.59,0.53,0.38,90.25,1.98,97.25,1.7,822.62,0.94,0.0,22.64
2022-11-25 06:00:00,2022-11-25 07:00:00,32.64,59.69,1.69,6.59,4.87,4.36,1.97,0.58,25.08,0.45,1.85,0.59,0.55,0.37,90.38,2.19,113.87,8.82,826.1,0.9,0.0,22.59
2022-11-25 07:00:00,2022-11-25 08:00:00,36.28,66.33,1.9,6.45,4.97,4.23,1.4,0.7,17.43,0.46,1.81,0.59,0.56,0.37,89.82,2.33,144.94,94.47,869.52,0.88,0.0,22.78
2022-11-25 08:00:00,2022-11-25 09:00:00,66.88,122.27,6.12,12.46,11.61,6.88,1.7,1.03,34.96,0.45,1.79,0.6,0.54,0.36,81.24,1.99,251.94,320.72,983.91,0.77,0.0,24.06
2022-11-25 09:00:00,2022-11-25 10:00:00,77.38,141.46,1.71,10.92,7.2,5.47,2.21,0.75,57.09,0.45,1.82,0.58,0.55,0.36,71.48,1.67,122.85,391.82,1018.09,0.11,0.0,25.27
2022-11-25 10:00:00,2022-11-25 11:00:00,51.02,93.28,4.36,10.74,9.26,5.47,2.76,0.55,56.41,0.45,1.82,0.6,0.53,0.35,66.07,2.02,60.04,452.2,1046.79,-0.6,0.0,26.02
2022-11-25 11:00:00,2022-11-25 12:00:00,27.14,49.62,0.24,6.01,3.39,3.55,2.12,0.37,66.68,0.45,1.81,0.59,0.54,0.35,60.32,2.71,83.58,623.06,,-1.16,0.0,26.68
2022-11-25 12:00:00,2022-11-25 13:00:00,17.92,32.76,0.11,4.52,2.49,2.56,2.31,0.32,65.38,0.45,1.79,0.61,0.53,0.37,57.7,2.55,71.02,643.93,,-1.03,0.0,27.18
2022-11-25 13:00:00,2022-11-25 14:00:00,21.56,39.41,0.12,4.21,2.34,2.36,2.39,0.32,68.23,0.44,1.82,0.6,0.53,0.37,60.27,2.96,93.75,274.11,954.6,-1.41,0.0,26.57
2022-11-25 14:00:00,2022-11-25 15:00:00,27.62,50.49,0.08,3.65,2.01,2.13,3.85,0.3,66.12,0.46,1.82,0.6,0.55,0.36,61.67,3.3,102.62,360.75,996.95,-1.99,0.0,26.56
2022-11-25 15:00:00,2022-11-25 16:00:00,36.47,66.68,0.29,3.55,2.12,2.09,1.21,0.32,45.33,0.45,1.77,0.59,0.55,0.38,72.53,2.88,82.81,100.68,867.07,-1.33,0.0,24.98
2022-11-25 16:00:00,2022-11-25 17:00:00,37.51,68.56,0.21,3.36,1.96,2.1,0.97,0.33,42.93,0.45,1.75,0.61,0.55,0.36,70.57,3.11,96.11,95.97,864.95,-1.23,0.0,25.23
2022-11-25 17:00:00,2022-11-25 18:00:00,26.33,48.13,0.19,4.06,2.31,2.3,1.08,0.35,39.36,0.45,1.85,0.58,0.53,0.36,75.13,2.86,92.51,27.81,832.5,-0.41,0.0,24.86
2022-11-25 18:00:00,2022-11-25 19:00:00,26.39,48.24,1.74,7.29,5.29,3.65,1.15,0.56,10.51,0.45,1.8,0.59,0.54,0.37,85.26,1.83,126.47,1.97,822.95,0.97,0.0,23.89
2022-11-25 19:00:00,2022-11-25 20:00:00,25.61,46.84,1.77,6.74,5.03,4.01,1.39,0.52,11.05,0.46,1.84,0.59,0.55,0.36,86.52,2.02,263.64,1.18,822.28,0.76,0.0,23.31
2022-11-25 20:00:00,2022-11-25 21:00:00,24.58,44.94,2.6,6.42,5.53,4.25,1.19,0.53,12.0,0.44,1.83,0.59,0.55,0.37,85.62,1.47,104.85,1.32,822.39,0.87,0.0,23.06
2022-11-25 21:00:00,2022-11-25 22:00:00,23.49,42.94,6.38,4.82,7.16,4.81,1.23,0.52,7.03,0.45,1.81,0.59,0.55,0.37,87.87,1.8,184.86,1.4,822.4,0.92,0.0,22.68
2022-11-25 22:00:00,2022-11-25 23:00:00,22.76,41.61,9.22,4.15,8.03,5.86,1.12,0.43,8.72,0.45,1.77,0.6,0.56,0.38,88.99,2.4,173.53,1.43,822.56,0.94,0.0,22.64
2022-11-25 23:00:00,2022-11-26 00:00:00,20.56,37.58,2.52,7.13,5.84,5.46,0.99,0.36,3.78,0.44,1.76,0.61,0.54,0.36,88.61,2.29,190.08,1.4,822.36,0.88,0.0,22.6
2022-11-26 00:00:00,2022-11-26 01:00:00,18.18,33.24,4.76,6.29,7.21,5.37,0.97,0.3,2.22,0.44,1.8,0.6,0.53,0.37,89.32,1.79,159.32,1.62,822.57,0.94,0.0,22.57
2022-11-26 01:00:00,2022-11-26 02:00:00,17.73,32.42,2.57,7.1,5.87,4.67,0.99,0.29,1.64,0.45,1.8,0.6,0.54,0.37,89.39,2.28,190.63,1.62,822.55,0.89,0.0,22.53
2022-11-26 02:00:00,2022-11-26 03:00:00,16.93,30.96,5.47,5.85,7.56,6.0,1.19,0.33,0.74,0.45,1.82,0.59,0.54,0.36,90.01,1.79,205.36,1.72,822.62,0.9,0.0,22.16
2022-11-26 03:00:00,2022-11-26 04:00:00,17.41,31.82,4.07,6.31,6.67,5.65,1.05,0.33,0.41,0.45,1.81,0.57,0.54,0.37,90.42,2.54,207.68,1.69,822.6,0.9,0.0,21.86
2022-11-26 04:00:00,2022-11-26 05:00:00,16.45,30.07,18.11,2.32,13.01,9.42,1.19,0.39,0.34,0.45,1.76,0.59,0.53,0.38,90.43,1.56,170.24,1.67,822.64,0.92,0.0,21.83
2022-11-26 05:00:00,2022-11-26 06:00:00,17.91,32.75,12.97,2.57,10.36,8.41,1.17,0.34,0.24,0.45,1.8,0.6,0.54,0.37,90.72,1.85,176.13,1.68,822.72,0.96,0.0,21.59
2022-11-26 06:00:00,2022-11-26 07:00:00,17.16,31.36,28.59,,16.02,10.54,1.18,0.53,0.4,0.45,1.79,0.61,0.54,0.37,91.07,2.6,202.51,9.57,826.66,0.94,0.0,21.66
2022-11-26 07:00:00,2022-11-26 08:00:00,15.99,29.23,39.29,,21.74,15.86,1.67,0.82,1.47,0.44,1.81,0.63,0.53,0.37,91.22,2.13,244.29,106.83,875.93,0.91,0.0,22.01
2022-11-26 08:00:00,2022-11-26 09:00:00,24.22,44.28,27.64,1.93,21.22,16.16,2.84,0.8,6.85,0.45,1.8,0.61,0.54,0.38,82.12,1.8,239.2,341.0,994.58,0.96,0.0,23.59
2022-11-26 09:00:00,2022-11-26 10:00:00,29.9,54.66,9.8,8.9,12.71,10.82,8.64,0.59,22.34,0.45,1.84,0.59,0.54,0.35,67.34,1.58,214.88,504.09,1076.16,0.56,0.0,25.22
2022-11-26 10:00:00,2022-11-26 11:00:00,24.64,45.06,3.52,10.09,8.24,6.71,12.61,0.39,35.37,0.45,1.82,0.61,0.54,0.36,54.0,2.11,176.68,764.99,,0.32,0.0,26.99
2022-11-26 11:00:00,2022-11-26 12:00:00,17.68,32.31,0.94,9.91,6.04,5.13,6.7,0.34,54.55,0.45,1.82,0.6,0.54,0.37,51.92,2.26,95.45,793.0,,-0.08,0.0,27.51
2022-11-26 12:00:00,2022-11-26 13:00:00,16.14,29.51,0.09,8.64,4.67,4.11,2.64,0.4,69.67,0.45,1.81,0.61,0.54,0.38,50.62,1.85,55.12,714.79,,-0.44,0.0,27.91
2022-11-26 13:00:00,2022-11-26 14:00:00,21.79,39.82,,6.22,3.31,3.35,2.39,0.38,77.66,0.45,1.82,0.59,0.57,0.36,51.93,2.69,59.27,664.52,,-1.19,0.0,27.48
2022-11-26 14:00:00,2022-11-26 15:00:00,20.75,37.93,0.09,4.66,2.52,2.59,1.76,0.35,72.35,0.46,1.8,0.63,0.55,0.37,49.98,2.78,89.21,644.82,,-1.41,0.0,27.86
