From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),RF (mm),AT (degree C)
2023-01-23 03:00:00,2023-01-23 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 04:00:00,2023-01-23 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 05:00:00,2023-01-23 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 06:00:00,2023-01-23 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 07:00:00,2023-01-23 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 08:00:00,2023-01-23 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 09:00:00,2023-01-23 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 10:00:00,2023-01-23 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 11:00:00,2023-01-23 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 12:00:00,2023-01-23 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 13:00:00,2023-01-23 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 14:00:00,2023-01-23 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 15:00:00,2023-01-23 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 16:00:00,2023-01-23 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 17:00:00,2023-01-23 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 18:00:00,2023-01-23 19:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 19:00:00,2023-01-23 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 20:00:00,2023-01-23 21:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 21:00:00,2023-01-23 22:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 22:00:00,2023-01-23 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 23:00:00,2023-01-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 00:00:00,2023-01-24 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 01:00:00,2023-01-24 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 02:00:00,2023-01-24 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 03:00:00,2023-01-24 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 04:00:00,2023-01-24 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 05:00:00,2023-01-24 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 06:00:00,2023-01-24 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 07:00:00,2023-01-24 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 08:00:00,2023-01-24 09:00:00,,,3.73,,,5.31,,,,,,,,,85.67,1.57,25.67,,1010.91,,0.0,22.16
2023-01-24 09:00:00,2023-01-24 10:00:00,,,3.59,8.0,7.11,5.25,4.32,1.29,92.19,1.55,2.79,0.8,,,75.05,1.18,53.65,193.32,1004.74,1.38,0.0,23.92
2023-01-24 10:00:00,2023-01-24 11:00:00,,,4.31,9.08,8.3,4.95,4.37,1.22,95.03,1.56,2.81,0.8,,,64.14,0.88,94.03,245.85,998.78,1.48,0.0,25.38
2023-01-24 11:00:00,2023-01-24 12:00:00,12.72,20.42,5.0,10.0,9.35,4.72,4.62,1.23,88.1,1.57,2.81,0.8,,,61.41,0.9,96.78,397.81,1002.11,2.67,0.0,25.93
2023-01-24 12:00:00,2023-01-24 13:00:00,26.31,42.23,5.0,10.0,9.35,4.72,5.38,1.23,99.0,1.56,2.8,0.8,,,59.02,0.91,76.84,696.55,1005.41,1.41,0.0,26.45
2023-01-24 13:00:00,2023-01-24 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 14:00:00,2023-01-24 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 15:00:00,2023-01-24 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 16:00:00,2023-01-24 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 17:00:00,2023-01-24 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 18:00:00,2023-01-24 19:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 19:00:00,2023-01-24 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 20:00:00,2023-01-24 21:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 21:00:00,2023-01-24 22:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 22:00:00,2023-01-24 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-24 23:00:00,2023-01-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 00:00:00,2023-01-25 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 01:00:00,2023-01-25 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 02:00:00,2023-01-25 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 03:00:00,2023-01-25 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 04:00:00,2023-01-25 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 05:00:00,2023-01-25 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 06:00:00,2023-01-25 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 07:00:00,2023-01-25 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 08:00:00,2023-01-25 09:00:00,2.52,4.05,4.51,9.5,8.68,4.72,1.48,1.45,44.33,1.56,2.81,0.8,,,96.0,1.87,34.72,113.5,1054.29,12.43,0.0,21.05
2023-01-25 09:00:00,2023-01-25 10:00:00,0.32,0.51,4.5,9.5,8.67,4.73,1.89,1.42,56.44,1.57,2.81,0.79,,,89.4,1.38,37.38,208.48,1052.34,11.81,0.0,22.59
2023-01-25 10:00:00,2023-01-25 11:00:00,124.1,199.19,4.55,9.5,8.71,4.73,1.64,1.44,24.98,1.55,2.81,0.8,,,71.78,1.2,46.64,288.89,1044.41,8.65,0.0,24.77
2023-01-25 11:00:00,2023-01-25 12:00:00,217.17,348.59,4.76,9.51,8.88,4.79,2.21,1.49,2.68,1.56,2.81,0.79,,,60.03,0.82,68.99,413.57,1021.12,4.53,0.0,25.88
2023-01-25 12:00:00,2023-01-25 13:00:00,7.47,11.99,4.77,9.52,8.9,4.78,2.74,1.56,3.01,1.56,2.78,0.8,,,52.83,0.93,97.38,717.67,1017.36,4.64,0.0,26.77
2023-01-25 13:00:00,2023-01-25 14:00:00,15.0,24.08,4.78,9.49,8.89,4.79,3.56,1.66,3.35,1.55,2.82,0.8,,,50.84,1.16,79.31,693.94,1020.84,5.12,0.0,26.95
2023-01-25 14:00:00,2023-01-25 15:00:00,13.8,22.15,4.74,9.52,8.88,4.78,4.51,1.75,3.81,1.56,2.8,0.8,,,48.37,0.92,106.61,556.71,1020.87,4.7,0.0,27.3
2023-01-25 15:00:00,2023-01-25 16:00:00,2.31,3.72,5.0,9.55,9.09,4.83,4.88,1.86,4.12,1.56,2.8,0.8,,,45.54,0.95,120.85,330.15,1012.11,2.32,0.0,27.31
2023-01-25 16:00:00,2023-01-25 17:00:00,4.12,6.62,5.21,9.53,9.26,4.89,5.04,1.9,4.82,1.57,2.81,0.8,,,53.23,0.63,99.8,112.48,997.14,0.55,0.0,26.43
2023-01-25 17:00:00,2023-01-25 18:00:00,27.1,43.5,5.2,9.54,9.25,4.88,4.97,2.07,5.95,1.56,2.81,0.8,,,63.91,0.48,56.89,19.99,983.43,-0.22,0.0,24.98
2023-01-25 18:00:00,2023-01-25 19:00:00,14.23,22.83,5.17,9.49,9.2,4.89,5.36,2.33,5.61,1.55,2.79,0.8,,,61.91,0.41,109.7,0.92,979.44,-0.34,0.0,24.59
2023-01-25 19:00:00,2023-01-25 20:00:00,6.06,9.73,4.8,9.51,8.92,4.8,5.83,2.62,5.19,1.56,2.8,0.8,,,61.5,0.53,139.87,0.5,985.14,2.13,0.0,24.16
2023-01-25 20:00:00,2023-01-25 21:00:00,17.74,28.49,4.68,9.53,8.83,4.76,5.75,2.92,5.04,1.55,2.8,0.8,,,69.75,0.26,158.4,0.72,989.78,2.49,0.0,23.17
2023-01-25 21:00:00,2023-01-25 22:00:00,27.62,44.33,4.69,9.52,8.83,4.76,5.58,3.42,5.23,1.56,2.78,0.8,,,79.06,0.08,180.36,0.71,985.66,2.15,0.0,21.96
2023-01-25 22:00:00,2023-01-25 23:00:00,21.23,34.07,4.69,9.52,8.84,4.75,5.11,3.81,5.45,1.56,2.79,0.81,,,84.67,0.09,67.59,0.47,981.21,2.16,0.0,21.23
2023-01-25 23:00:00,2023-01-26 00:00:00,21.29,34.17,4.95,9.54,9.04,4.8,5.09,4.27,5.57,1.55,2.8,0.8,,,85.84,0.15,143.05,0.24,979.52,0.13,0.0,21.08
2023-01-26 00:00:00,2023-01-26 01:00:00,22.11,35.48,4.59,9.53,8.76,4.74,2.41,3.29,5.29,1.54,2.79,0.8,,,87.69,0.15,101.1,0.37,973.93,-1.06,0.0,20.76
2023-01-26 01:00:00,2023-01-26 02:00:00,22.01,35.32,4.59,9.53,8.75,4.73,2.91,3.34,4.97,1.56,2.79,0.8,,,88.67,0.22,181.16,0.27,971.73,-1.08,0.0,20.73
2023-01-26 02:00:00,2023-01-26 03:00:00,54.76,87.89,4.54,9.55,8.73,4.73,2.9,3.29,4.33,1.56,2.78,0.8,,,92.47,0.13,82.56,0.54,970.84,-1.17,0.0,20.14
2023-01-26 03:00:00,2023-01-26 04:00:00,33.9,54.41,4.5,9.5,8.67,4.72,3.03,3.23,4.01,1.56,2.82,0.8,,,94.6,0.39,19.02,0.6,977.14,1.7,0.0,19.85
2023-01-26 04:00:00,2023-01-26 05:00:00,11.01,17.66,4.5,9.5,8.67,4.72,2.8,3.31,3.7,1.56,2.8,0.8,,,95.7,0.29,188.55,0.49,988.0,2.53,0.0,19.61
2023-01-26 05:00:00,2023-01-26 06:00:00,5.96,9.56,4.5,9.5,8.67,4.72,2.71,3.5,3.43,1.56,2.79,0.81,,,95.98,0.49,25.62,0.75,990.63,3.0,0.0,19.28
2023-01-26 06:00:00,2023-01-26 07:00:00,11.41,18.31,4.5,9.5,8.67,4.72,3.35,3.7,3.25,1.55,2.8,0.8,,,96.11,0.62,36.7,4.33,994.22,3.23,0.0,19.29
2023-01-26 07:00:00,2023-01-26 08:00:00,5.34,8.57,4.5,9.5,8.67,4.72,3.6,3.56,3.4,1.57,2.8,0.8,,,93.94,1.41,27.99,55.57,1006.15,2.46,0.0,20.01
2023-01-26 08:00:00,2023-01-26 09:00:00,8.66,13.89,4.5,9.5,8.67,4.72,5.22,3.28,3.08,1.56,2.8,0.8,,,88.1,1.46,34.5,139.07,1004.25,1.67,0.0,21.7
2023-01-26 09:00:00,2023-01-26 10:00:00,16.27,26.12,4.5,9.5,8.67,4.72,6.87,3.02,2.92,1.56,2.8,0.8,,,77.75,1.62,27.09,192.25,1012.06,2.01,0.0,23.5
2023-01-26 10:00:00,2023-01-26 11:00:00,25.89,41.56,4.5,9.5,8.67,4.72,8.32,2.53,3.46,1.57,2.8,0.8,,,66.01,0.69,52.43,293.57,998.05,0.36,0.0,25.12
2023-01-26 11:00:00,2023-01-26 12:00:00,35.31,56.68,4.5,9.5,8.67,4.72,7.98,2.33,4.51,1.57,2.79,0.8,,,57.39,0.95,61.1,431.42,1004.71,3.5,0.0,26.02
2023-01-26 12:00:00,2023-01-26 13:00:00,18.63,29.91,4.5,9.5,8.67,4.72,8.48,2.34,4.41,1.55,2.8,0.8,,,48.33,1.1,79.5,756.25,1017.7,4.81,0.0,26.67
2023-01-26 13:00:00,2023-01-26 14:00:00,20.83,33.44,4.5,9.5,8.67,4.72,8.53,2.11,5.09,1.57,2.8,0.8,,,42.26,0.83,77.19,726.39,1015.25,4.42,0.0,27.53
2023-01-26 14:00:00,2023-01-26 15:00:00,12.79,20.52,4.5,9.5,8.67,4.72,8.0,2.21,5.32,1.57,2.79,0.8,,,39.07,1.09,65.26,615.57,1017.82,4.83,0.0,27.55
2023-01-26 15:00:00,2023-01-26 16:00:00,22.82,36.64,4.5,9.5,8.67,4.72,8.42,2.27,5.0,1.56,2.81,0.8,,,40.69,1.11,64.74,369.7,1015.19,2.42,0.0,27.22
2023-01-26 16:00:00,2023-01-26 17:00:00,37.76,60.62,4.5,9.5,8.67,4.72,9.11,2.18,5.33,1.57,2.8,0.8,,,46.48,0.85,65.42,142.75,998.76,0.97,0.0,26.74
2023-01-26 17:00:00,2023-01-26 18:00:00,35.5,56.99,4.5,9.5,8.67,4.72,9.58,2.19,4.9,1.56,2.79,0.8,,,55.16,0.69,57.22,29.33,988.89,0.19,0.0,25.47
2023-01-26 18:00:00,2023-01-26 19:00:00,35.71,57.31,4.5,9.5,8.67,4.72,9.5,2.21,4.27,1.56,2.81,0.8,,,63.1,0.43,51.58,0.74,978.67,-0.5,0.0,24.34
2023-01-26 19:00:00,2023-01-26 20:00:00,39.3,63.08,4.5,9.5,8.67,4.72,9.33,2.39,3.87,1.55,2.79,0.8,,,67.23,0.41,124.86,0.3,980.68,1.85,0.0,23.84
2023-01-26 20:00:00,2023-01-26 21:00:00,44.44,71.33,4.5,9.5,8.67,4.72,8.81,2.47,3.31,1.56,2.8,0.8,,,72.78,0.67,164.87,0.33,996.37,3.31,0.0,23.66
2023-01-26 21:00:00,2023-01-26 22:00:00,34.09,54.71,4.5,9.5,8.67,4.72,8.88,2.51,3.12,1.58,2.8,0.79,,,77.31,0.41,161.21,0.39,993.23,2.82,0.0,23.15
2023-01-26 22:00:00,2023-01-26 23:00:00,33.01,52.98,4.5,9.5,8.67,4.72,8.74,2.62,2.99,1.56,2.82,0.8,,,78.56,0.39,147.5,0.33,991.38,2.66,0.0,22.99
2023-01-26 23:00:00,2023-01-27 00:00:00,42.73,68.58,4.5,9.5,8.67,4.72,8.52,2.85,2.66,1.57,2.8,0.8,,,88.13,0.29,20.32,0.87,983.3,-0.2,0.0,21.61
2023-01-27 00:00:00,2023-01-27 01:00:00,28.54,45.81,4.5,9.5,8.67,4.72,1.26,2.68,2.34,1.55,2.78,0.8,,,93.81,0.39,23.98,0.58,974.84,-0.71,0.0,20.88
2023-01-27 01:00:00,2023-01-27 02:00:00,17.62,28.29,4.5,9.5,8.67,4.72,1.38,2.8,1.94,1.57,2.81,0.8,,,95.01,0.32,27.53,0.6,972.38,-0.88,0.0,20.43
2023-01-27 02:00:00,2023-01-27 03:00:00,13.76,22.09,4.5,9.5,8.67,4.72,1.09,2.82,1.94,1.55,2.8,0.8,,,94.83,0.41,30.94,0.33,974.97,-0.56,0.0,20.46
2023-01-27 03:00:00,2023-01-27 04:00:00,42.07,67.52,4.5,9.5,8.67,4.72,1.81,2.71,1.91,1.56,2.79,0.8,,,94.44,0.35,30.69,0.62,979.58,1.81,0.0,20.49
2023-01-27 04:00:00,2023-01-27 05:00:00,228.4,366.61,4.5,9.5,8.67,4.72,2.5,2.71,1.46,1.57,2.8,0.8,,,95.75,0.47,31.75,0.59,988.9,2.89,0.0,19.99
2023-01-27 05:00:00,2023-01-27 06:00:00,48.82,78.37,4.5,9.5,8.67,4.72,3.46,2.66,1.48,1.57,2.79,0.8,,,94.57,0.72,31.01,0.58,994.93,3.52,0.0,20.39
2023-01-27 06:00:00,2023-01-27 07:00:00,83.81,134.52,4.5,9.5,8.67,4.72,3.24,2.77,1.62,1.57,2.8,0.8,,,91.41,0.86,25.83,4.1,1002.6,3.72,0.0,20.7
2023-01-27 07:00:00,2023-01-27 08:00:00,3.36,5.4,4.5,9.5,8.67,4.72,4.53,2.92,1.99,1.56,2.81,0.8,,,90.83,0.99,27.12,61.03,997.45,1.35,0.0,20.89
2023-01-27 08:00:00,2023-01-27 09:00:00,0.2,0.32,4.5,9.5,8.67,4.72,5.29,2.85,1.74,1.55,2.81,0.79,,,85.37,1.4,31.16,139.72,1002.97,1.54,0.0,22.23
2023-01-27 09:00:00,2023-01-27 10:00:00,0.02,0.03,4.5,9.5,8.67,4.72,4.5,2.62,1.82,1.55,2.81,0.8,,,76.58,1.51,42.06,168.53,1005.42,1.76,0.0,23.83
2023-01-27 10:00:00,2023-01-27 11:00:00,25.73,41.29,4.5,9.5,8.67,4.72,4.74,2.23,2.69,1.57,2.79,0.8,,,66.82,0.77,71.89,260.66,998.74,0.66,0.0,25.18
