From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-11-17 06:00:00,2020-11-17 07:00:00,37.04,231.76,6.91,93.85,32.89,12.58,4.77,1.75,13.75,19.94,37.6,19.02,23.97,75.35,0.13,178.4,,19.52,26.71,0.0
2020-11-17 07:00:00,2020-11-17 08:00:00,47.12,201.84,8.32,116.78,40.64,13.7,5.53,1.79,8.25,19.75,37.51,18.89,24.33,69.66,0.13,207.45,,19.49,27.11,0.0
2020-11-17 08:00:00,2020-11-17 09:00:00,49.8,98.28,9.15,88.81,33.87,12.92,10.58,1.72,23.75,19.57,37.42,19.12,25.26,66.58,0.91,108.11,,19.54,28.36,0.0
2020-11-17 09:00:00,2020-11-17 10:00:00,51.2,167.38,7.71,46.84,20.75,13.19,11.11,1.69,39.25,19.53,36.74,19.16,25.13,65.95,1.56,107.47,,19.7,28.65,0.0
2020-11-17 10:00:00,2020-11-17 11:00:00,51.72,164.74,7.38,58.98,23.78,11.05,5.58,1.67,43.5,19.09,35.09,18.69,23.88,66.23,1.88,105.62,,19.77,29.24,0.0
2020-11-17 11:00:00,2020-11-17 12:00:00,51.46,164.4,7.69,64.72,25.69,12.85,4.47,1.64,54.0,18.74,33.22,18.03,22.37,59.01,1.83,105.93,,19.22,31.01,0.0
2020-11-17 12:00:00,2020-11-17 13:00:00,45.28,175.13,7.19,38.75,17.74,14.65,2.97,1.64,84.75,18.58,31.74,17.6,21.09,58.5,0.81,168.95,,18.82,32.46,0.0
2020-11-17 13:00:00,2020-11-17 14:00:00,43.77,164.47,6.64,11.13,9.25,15.37,2.59,1.58,70.0,18.14,31.83,18.39,20.84,62.9,0.41,296.07,,19.14,31.72,0.0
2020-11-17 14:00:00,2020-11-17 15:00:00,44.37,139.61,6.33,7.19,8.16,16.61,1.64,1.58,62.5,17.05,30.0,18.47,19.96,69.04,0.27,298.38,,18.54,31.41,0.0
2020-11-17 15:00:00,2020-11-17 16:00:00,51.42,122.9,6.59,7.71,8.46,16.3,2.02,1.59,80.75,16.49,28.47,19.12,19.52,73.2,0.43,290.5,,18.43,30.6,0.0
2020-11-17 16:00:00,2020-11-17 17:00:00,47.75,156.98,5.31,4.82,6.21,16.7,2.3,1.53,85.25,16.29,27.76,19.86,19.43,72.41,0.41,305.69,,18.57,29.96,0.0
2020-11-17 17:00:00,2020-11-17 18:00:00,38.64,169.91,7.71,9.77,10.38,15.15,2.15,1.56,93.75,15.66,26.33,19.54,18.81,75.39,0.24,304.82,,18.16,29.17,0.0
2020-11-17 18:00:00,2020-11-17 19:00:00,41.95,194.29,7.01,9.4,9.52,16.38,1.06,1.59,104.0,15.36,25.88,19.21,18.53,78.16,0.16,305.36,,18.44,28.64,0.0
2020-11-17 19:00:00,2020-11-17 20:00:00,51.5,139.2,6.62,6.99,8.53,17.06,1.02,1.56,97.0,15.53,25.6,18.7,18.22,79.53,0.07,317.15,,18.62,28.57,0.0
2020-11-17 20:00:00,2020-11-17 21:00:00,30.98,124.34,7.04,5.22,8.03,17.39,0.86,1.55,87.25,15.72,25.27,18.17,17.86,81.03,0.05,322.15,,18.69,28.49,0.0
2020-11-17 21:00:00,2020-11-17 22:00:00,34.59,156.58,6.09,10.32,8.87,16.91,1.43,1.57,78.0,15.63,25.21,17.71,17.59,78.19,0.03,147.05,,18.93,28.44,0.0
2020-11-17 22:00:00,2020-11-17 23:00:00,49.38,149.6,6.97,25.84,14.16,17.43,1.29,1.65,62.0,15.64,25.98,17.45,17.46,77.39,,337.92,,19.1,28.06,0.0
2020-11-17 23:00:00,2020-11-18 00:00:00,61.2,146.79,7.45,49.06,20.99,18.02,1.55,1.75,37.0,16.12,27.89,17.52,18.04,80.02,,316.68,,19.19,27.47,0.0
2020-11-18 00:00:00,2020-11-18 01:00:00,83.75,186.75,5.65,95.59,32.14,12.52,2.29,1.9,22.25,16.91,32.61,18.14,20.1,88.07,,326.08,,19.17,27.23,0.0
2020-11-18 01:00:00,2020-11-18 02:00:00,82.82,210.65,8.41,129.72,44.41,11.66,2.76,2.05,11.5,18.3,37.7,19.18,22.7,92.55,,316.08,,19.02,26.93,0.0
2020-11-18 02:00:00,2020-11-18 03:00:00,76.3,196.01,7.1,85.49,30.89,12.61,3.15,1.91,11.25,20.14,43.06,20.39,25.61,96.25,,274.93,,18.89,26.77,0.0
2020-11-18 03:00:00,2020-11-18 04:00:00,76.16,194.0,7.48,89.64,32.38,13.09,1.55,1.85,6.0,22.84,45.98,21.13,27.17,98.99,,266.9,,18.89,26.42,0.0
2020-11-18 04:00:00,2020-11-18 05:00:00,84.27,208.81,8.44,99.41,36.13,13.05,1.19,1.86,9.75,26.41,47.45,21.67,27.85,92.02,,146.07,,18.84,26.37,0.0
2020-11-18 05:00:00,2020-11-18 06:00:00,85.79,177.69,7.69,59.01,24.11,12.3,1.05,1.75,15.25,27.23,47.93,21.81,27.95,91.13,0.01,241.91,,18.84,26.14,0.0
2020-11-18 06:00:00,2020-11-18 07:00:00,85.31,193.05,7.41,86.06,31.27,11.42,2.42,1.74,11.75,26.72,47.86,21.59,27.76,84.25,0.13,58.52,,18.82,26.48,0.0
2020-11-18 07:00:00,2020-11-18 08:00:00,57.27,167.09,6.91,71.45,26.81,9.95,4.74,1.66,19.25,26.23,47.37,21.23,27.18,75.32,0.97,105.54,,18.88,27.31,0.0
2020-11-18 08:00:00,2020-11-18 09:00:00,52.02,176.55,8.94,80.84,31.44,9.82,6.0,1.65,19.75,25.55,45.98,20.71,26.05,75.28,1.17,107.34,,19.02,27.68,0.0
2020-11-18 09:00:00,2020-11-18 10:00:00,78.56,209.28,7.82,95.3,34.12,10.04,6.75,1.69,27.75,23.22,45.13,20.34,25.13,74.71,1.12,102.42,,19.14,28.0,0.0
2020-11-18 10:00:00,2020-11-18 11:00:00,79.77,195.78,8.05,117.62,40.77,9.51,8.79,1.67,37.5,22.21,44.88,20.12,24.31,69.41,1.05,103.5,,19.18,28.93,0.0
2020-11-18 11:00:00,2020-11-18 12:00:00,78.41,220.25,6.93,69.0,26.11,9.8,7.38,1.68,69.0,24.03,44.12,19.91,23.56,63.66,0.21,182.05,,18.64,30.68,0.0
2020-11-18 12:00:00,2020-11-18 13:00:00,90.35,187.53,8.38,39.87,19.45,11.39,4.92,1.7,99.25,24.31,43.56,20.09,22.85,61.15,0.23,247.43,,18.32,31.78,0.0
2020-11-18 13:00:00,2020-11-18 14:00:00,59.65,167.89,7.23,22.07,13.35,11.05,4.24,1.64,94.75,24.32,42.47,20.73,22.37,60.2,0.21,265.49,,18.48,32.05,0.0
2020-11-18 14:00:00,2020-11-18 15:00:00,42.69,127.06,7.73,17.81,12.62,10.62,4.06,1.57,92.0,23.69,39.98,21.39,21.82,59.7,0.32,268.43,,18.89,31.79,0.0
2020-11-18 15:00:00,2020-11-18 16:00:00,50.57,186.05,5.44,14.91,9.57,9.73,2.05,1.59,89.0,22.91,37.49,22.24,21.47,63.39,0.29,292.11,,18.92,31.05,0.0
2020-11-18 16:00:00,2020-11-18 17:00:00,47.27,191.81,6.14,13.92,9.85,9.89,0.99,1.6,95.75,22.05,35.98,22.92,21.34,69.82,0.28,285.03,,18.94,30.1,0.0
2020-11-18 17:00:00,2020-11-18 18:00:00,35.2,288.54,8.03,9.27,10.37,9.75,0.67,1.56,92.75,21.47,34.88,23.02,21.0,76.65,0.38,285.76,,18.86,28.75,0.0
2020-11-18 18:00:00,2020-11-18 19:00:00,38.0,181.18,5.24,7.93,7.15,9.97,2.51,1.57,92.75,20.58,32.67,22.16,20.23,77.38,0.24,292.8,,18.89,28.38,0.0
2020-11-18 19:00:00,2020-11-18 20:00:00,35.92,153.06,6.8,4.11,7.12,10.57,2.04,1.56,69.25,19.57,30.83,21.16,19.52,84.31,0.09,314.6,,18.9,28.05,0.0
2020-11-18 20:00:00,2020-11-18 21:00:00,42.63,152.64,6.21,6.67,7.83,9.88,2.03,1.57,69.0,18.63,29.25,20.14,18.86,83.73,0.03,238.62,,18.82,27.81,0.0
2020-11-18 21:00:00,2020-11-18 22:00:00,32.46,128.82,6.96,16.73,11.46,10.31,0.66,1.6,60.5,17.89,28.57,19.45,18.55,79.6,,121.49,,19.0,27.8,0.0
2020-11-18 22:00:00,2020-11-18 23:00:00,46.8,138.48,7.25,56.78,23.07,10.73,0.6,1.72,40.0,17.45,28.87,18.94,18.77,77.82,0.07,147.02,,19.02,27.95,0.0
2020-11-18 23:00:00,2020-11-19 00:00:00,88.51,165.68,7.02,34.08,41.04,14.74,1.3,1.89,17.0,17.6,30.61,19.14,20.13,77.7,0.56,107.94,,18.97,28.41,0.0
2020-11-19 00:00:00,2020-11-19 01:00:00,87.26,155.45,6.94,23.09,29.97,16.27,7.39,2.95,47.75,19.16,36.73,20.78,23.38,78.31,1.05,106.47,,18.85,28.19,0.0
2020-11-19 01:00:00,2020-11-19 02:00:00,91.42,187.93,6.7,20.95,27.61,16.97,29.71,2.85,61.0,20.2,39.78,21.46,24.58,75.07,0.69,105.34,,18.82,28.04,0.0
