From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),RF (mm),AT (degree C)
2022-03-12 12:00:00,2022-03-12 13:00:00,38.5,117.75,7.8,11.17,12.27,47.73,12.1,0.5,48.78,1.67,0.03,,1.27,3.0,29.5,2.47,103.5,431.5,,0.0,29.98
2022-03-12 13:00:00,2022-03-12 14:00:00,31.25,103.0,8.2,10.12,12.05,43.12,12.5,0.48,45.95,1.58,0.03,,1.27,2.62,24.25,2.25,100.25,400.25,,0.0,30.6
2022-03-12 14:00:00,2022-03-12 15:00:00,33.75,96.5,7.78,11.3,12.38,50.75,12.55,0.52,43.1,1.95,0.12,0.42,1.67,3.23,30.5,2.07,66.5,297.0,,0.0,30.45
2022-03-12 15:00:00,2022-03-12 16:00:00,36.0,111.75,8.03,13.4,13.62,67.93,12.83,0.46,37.1,2.45,0.2,0.1,2.67,4.38,31.25,2.05,50.5,328.25,,0.0,30.5
2022-03-12 16:00:00,2022-03-12 17:00:00,30.5,152.0,7.83,17.32,15.58,61.75,12.45,0.5,39.2,2.95,0.17,0.1,3.28,5.62,36.5,2.12,34.5,180.25,,0.0,30.12
2022-03-12 17:00:00,2022-03-12 18:00:00,41.5,231.25,8.35,22.07,18.52,60.65,12.5,0.58,42.33,3.0,0.2,0.1,3.4,6.17,42.0,1.4,55.0,46.0,,0.0,29.65
2022-03-12 18:00:00,2022-03-12 19:00:00,58.0,164.25,8.72,30.68,23.4,60.03,14.82,0.73,35.12,3.55,0.25,0.1,3.9,7.68,43.0,1.02,120.25,11.0,,0.0,29.12
2022-03-12 19:00:00,2022-03-12 20:00:00,74.0,211.0,7.73,27.05,20.67,48.3,13.12,0.84,38.45,4.23,0.2,0.1,3.8,9.7,43.0,0.95,119.5,10.0,,0.0,28.9
2022-03-12 20:00:00,2022-03-12 21:00:00,88.0,204.0,9.15,23.4,19.9,47.95,15.65,0.88,34.02,4.45,0.2,0.1,4.03,14.73,46.0,1.18,114.0,10.0,,0.0,28.45
2022-03-12 21:00:00,2022-03-12 22:00:00,84.25,189.75,5.2,21.73,15.75,49.25,18.88,0.88,33.55,4.7,0.2,0.1,4.78,14.43,46.25,1.3,137.25,10.0,,0.0,28.25
2022-03-12 22:00:00,2022-03-12 23:00:00,74.5,157.5,6.85,27.45,20.2,49.45,22.52,0.88,26.27,4.75,0.2,1.38,4.08,15.17,48.0,0.43,125.0,10.0,,0.0,28.05
2022-03-12 23:00:00,2022-03-13 00:00:00,80.75,178.25,5.92,31.27,21.45,70.47,23.1,0.83,22.4,5.03,0.32,0.2,5.47,16.9,55.75,1.05,116.5,10.0,,0.0,27.08
2022-03-13 00:00:00,2022-03-13 01:00:00,93.25,183.75,9.4,30.8,23.98,70.45,21.9,0.81,17.62,5.17,0.43,0.1,5.5,16.2,58.75,0.53,239.25,10.0,,0.0,26.82
2022-03-13 01:00:00,2022-03-13 02:00:00,93.5,174.5,9.1,32.8,24.85,71.53,18.77,0.9,14.65,5.52,0.65,0.17,5.57,16.25,57.75,0.57,255.5,10.0,,0.0,26.98
2022-03-13 02:00:00,2022-03-13 03:00:00,102.25,183.25,9.3,33.02,25.1,70.58,21.05,0.9,15.43,5.67,0.9,0.2,5.55,16.95,60.75,0.88,122.0,10.0,,0.0,26.58
2022-03-13 03:00:00,2022-03-13 04:00:00,113.0,207.25,7.72,35.48,25.15,63.3,25.65,0.91,14.65,5.75,0.8,0.15,5.28,16.4,66.0,0.8,119.5,9.75,,0.0,26.17
2022-03-13 04:00:00,2022-03-13 05:00:00,108.0,194.0,8.88,31.93,24.18,59.3,23.15,0.9,13.7,5.8,0.57,0.12,5.65,15.2,69.0,0.78,115.25,9.75,,0.0,25.98
2022-03-13 05:00:00,2022-03-13 06:00:00,105.75,198.25,6.55,35.78,24.35,57.3,28.1,0.92,9.7,5.53,0.4,0.1,6.68,14.12,70.75,0.53,193.25,9.75,,0.0,25.85
2022-03-13 06:00:00,2022-03-13 07:00:00,115.75,207.75,9.0,37.17,27.08,56.77,25.07,0.91,9.73,5.47,0.45,0.1,7.5,13.57,66.25,0.75,112.5,17.25,,0.0,26.02
2022-03-13 07:00:00,2022-03-13 08:00:00,125.75,228.0,12.85,39.05,31.2,64.22,28.77,0.94,9.07,5.43,0.57,0.12,7.55,13.8,65.5,0.8,102.0,75.25,,0.0,26.05
2022-03-13 08:00:00,2022-03-13 09:00:00,123.5,232.0,10.88,28.27,23.88,66.72,17.0,0.89,15.55,5.2,0.75,0.1,6.9,14.0,57.0,0.8,105.25,183.5,,0.0,26.9
2022-03-13 09:00:00,2022-03-13 10:00:00,107.5,211.75,12.32,40.6,31.62,76.6,22.38,0.96,19.88,5.22,0.9,0.12,6.62,14.25,42.5,1.02,265.5,291.5,,0.0,28.57
2022-03-13 10:00:00,2022-03-13 11:00:00,116.75,252.0,10.25,39.15,29.15,83.55,21.02,0.83,26.1,5.42,1.1,0.2,6.67,15.35,30.0,1.12,284.5,385.75,,0.0,29.73
2022-03-13 11:00:00,2022-03-13 12:00:00,98.0,215.0,6.52,28.22,20.3,57.2,15.9,0.86,32.73,5.6,1.2,0.2,6.35,15.3,30.0,1.18,181.75,439.75,,0.0,30.42
2022-03-13 12:00:00,2022-03-13 13:00:00,64.5,130.0,7.9,21.2,17.7,50.23,14.8,0.82,38.5,5.45,1.15,0.17,5.65,15.05,30.5,1.5,123.25,457.5,,0.0,30.65
2022-03-13 13:00:00,2022-03-13 14:00:00,48.25,116.0,5.5,20.17,15.2,48.9,13.78,0.78,37.73,5.15,0.9,0.12,5.05,14.38,33.5,1.8,131.5,435.25,,0.0,30.72
2022-03-13 14:00:00,2022-03-13 15:00:00,43.5,111.5,5.6,13.2,11.5,50.67,12.88,0.74,41.5,4.58,0.72,0.1,4.42,12.92,35.25,1.77,63.75,357.5,,0.0,30.92
2022-03-13 15:00:00,2022-03-13 16:00:00,41.75,106.25,6.0,12.1,11.27,71.23,13.07,0.62,38.28,4.3,0.58,1.1,4.0,11.7,31.0,1.45,39.75,270.5,,0.0,31.12
2022-03-13 16:00:00,2022-03-13 17:00:00,35.5,95.5,7.95,13.73,13.72,71.47,13.23,0.61,40.83,4.4,0.55,0.12,4.65,11.7,33.5,1.65,45.25,153.0,,0.0,30.93
2022-03-13 17:00:00,2022-03-13 18:00:00,43.0,134.5,9.0,18.95,17.4,70.35,13.53,0.58,34.33,4.25,0.5,0.12,4.78,11.28,34.5,1.52,59.75,53.75,,0.0,30.3
2022-03-13 18:00:00,2022-03-13 19:00:00,44.5,180.5,8.35,23.4,19.25,71.28,13.87,0.63,31.58,4.28,0.5,0.17,5.03,11.25,38.25,0.5,107.0,11.5,,0.0,29.78
2022-03-13 19:00:00,2022-03-13 20:00:00,54.0,179.75,8.35,26.5,20.88,54.27,14.4,0.87,25.98,4.5,0.5,0.15,4.95,11.25,40.75,0.72,177.25,10.0,,0.0,29.5
2022-03-13 20:00:00,2022-03-13 21:00:00,65.75,183.75,6.57,21.3,16.67,52.6,13.87,0.82,27.12,4.6,0.47,0.1,4.78,11.05,44.25,1.2,206.75,10.0,,0.0,28.95
2022-03-13 21:00:00,2022-03-13 22:00:00,60.25,164.75,7.75,32.6,23.65,46.95,13.98,0.9,24.5,4.5,0.3,0.1,5.17,10.52,48.5,0.75,219.25,10.0,,0.0,28.5
2022-03-13 22:00:00,2022-03-13 23:00:00,59.25,156.5,7.27,19.55,16.32,52.7,13.43,0.79,24.5,4.6,0.3,0.1,5.95,10.82,48.5,0.73,235.75,10.0,,0.0,28.42
2022-03-13 23:00:00,2022-03-14 00:00:00,51.25,145.0,7.65,21.32,17.57,63.62,13.48,0.78,22.9,4.7,0.47,1.8,4.85,11.85,50.25,0.38,183.0,10.0,,0.0,28.15
2022-03-14 00:00:00,2022-03-14 01:00:00,45.5,112.5,8.32,21.25,18.05,73.55,13.65,0.75,20.0,4.93,0.72,0.2,6.53,12.28,53.0,0.53,172.25,10.0,,0.0,27.75
2022-03-14 01:00:00,2022-03-14 02:00:00,57.0,133.5,11.93,35.92,28.8,74.6,14.22,0.82,7.6,5.0,0.95,0.2,6.38,13.05,58.75,0.3,121.5,10.0,,0.0,27.18
2022-03-14 02:00:00,2022-03-14 03:00:00,70.0,152.0,13.15,27.97,25.55,76.42,14.03,0.8,15.58,5.12,1.18,0.2,6.18,14.15,54.75,0.8,253.0,10.0,,0.0,27.5
2022-03-14 03:00:00,2022-03-14 04:00:00,62.75,123.5,7.65,17.32,15.43,60.27,14.67,0.76,23.52,5.03,1.25,0.2,5.75,13.95,55.75,0.75,159.5,10.0,,0.0,27.28
2022-03-14 04:00:00,2022-03-14 05:00:00,58.5,108.5,7.93,23.33,18.82,57.78,16.27,0.82,13.43,4.75,0.85,0.2,5.45,12.82,60.75,0.5,267.5,10.0,,0.0,26.88
2022-03-14 05:00:00,2022-03-14 06:00:00,72.5,139.25,6.95,18.62,15.55,60.0,13.7,0.75,20.67,4.8,0.8,0.15,5.97,12.85,52.25,1.15,220.0,10.0,,0.0,27.6
2022-03-14 06:00:00,2022-03-14 07:00:00,52.75,114.75,9.65,15.93,16.3,50.42,13.4,0.74,22.0,4.6,0.65,0.1,5.48,11.95,48.75,0.87,213.75,17.5,,0.0,27.72
2022-03-14 07:00:00,2022-03-14 08:00:00,66.75,153.25,15.25,42.1,34.83,61.65,17.65,1.0,9.93,4.55,0.75,0.12,5.32,12.02,51.0,0.45,167.5,73.5,,0.0,27.72
2022-03-14 08:00:00,2022-03-14 09:00:00,126.5,283.0,12.7,41.82,32.58,74.28,27.75,0.97,17.07,4.78,1.1,0.2,5.5,13.63,49.0,0.53,122.0,172.0,,0.0,28.15
2022-03-14 09:00:00,2022-03-14 10:00:00,126.5,299.25,13.78,39.65,32.27,84.45,26.65,0.88,29.68,4.88,1.3,0.2,5.65,14.72,39.25,0.8,263.75,274.0,,0.0,29.45
2022-03-14 10:00:00,2022-03-14 11:00:00,104.0,229.5,8.03,31.55,23.35,89.15,17.45,0.67,41.33,3.3,0.53,0.1,3.48,10.97,37.0,1.35,289.25,375.5,,0.0,29.85
2022-03-14 11:00:00,2022-03-14 12:00:00,83.75,189.0,7.3,20.8,17.0,58.23,13.12,0.7,39.1,3.08,0.5,0.1,2.78,10.1,34.25,1.32,346.0,438.75,,0.0,30.68
2022-03-14 12:00:00,2022-03-14 13:00:00,57.0,132.0,7.33,16.65,14.82,55.25,12.65,0.68,46.87,3.3,0.67,0.1,2.9,11.45,32.0,1.5,123.67,459.25,,0.0,31.07
2022-03-14 13:00:00,2022-03-14 14:00:00,55.0,126.5,6.08,14.68,12.75,59.05,12.67,0.67,52.45,3.1,0.6,0.1,2.7,10.45,31.5,1.48,94.75,421.75,,0.0,31.4
2022-03-14 14:00:00,2022-03-14 15:00:00,56.25,140.0,6.17,14.9,12.95,58.2,12.4,0.68,49.72,3.22,0.6,0.1,2.9,10.27,31.75,1.8,101.25,358.75,,0.0,31.42
2022-03-14 15:00:00,2022-03-14 16:00:00,50.5,140.0,8.05,13.4,13.65,97.18,12.47,0.59,39.6,3.23,0.55,1.62,2.17,10.77,29.5,1.77,58.5,274.0,,0.0,31.43
2022-03-14 16:00:00,2022-03-14 17:00:00,41.25,131.0,7.12,11.5,11.93,95.15,12.55,0.55,37.33,3.32,0.45,0.1,3.5,10.32,33.25,1.65,72.5,158.75,,0.0,31.15
2022-03-14 17:00:00,2022-03-14 18:00:00,44.5,149.75,6.95,22.93,17.85,83.65,16.8,0.56,40.15,3.4,0.3,0.1,3.47,9.45,36.5,1.57,94.75,52.75,,0.0,30.77
2022-03-14 18:00:00,2022-03-14 19:00:00,58.75,209.5,7.95,35.27,25.25,87.18,17.4,0.68,28.82,4.1,0.23,0.1,3.38,8.32,44.0,0.6,111.5,11.5,,0.0,30.12
2022-03-14 19:00:00,2022-03-14 20:00:00,85.5,262.25,6.22,48.38,30.77,72.6,15.07,0.94,21.6,4.72,0.3,0.1,3.67,10.45,45.75,0.4,222.0,10.0,,0.0,30.0
2022-03-14 20:00:00,2022-03-14 21:00:00,98.0,256.5,7.95,34.25,24.7,59.4,19.4,0.92,27.15,4.85,0.3,0.1,4.25,10.6,49.75,0.9,212.0,10.0,,0.0,29.4
2022-03-14 21:00:00,2022-03-14 22:00:00,72.75,181.0,6.53,22.18,17.12,57.55,15.68,0.82,29.5,4.9,0.3,0.1,6.05,10.75,49.5,0.95,220.5,10.0,,0.0,29.2
2022-03-14 22:00:00,2022-03-14 23:00:00,63.0,144.75,5.3,18.7,14.27,54.55,14.97,0.78,30.62,4.92,0.3,0.1,7.15,11.18,48.75,0.93,208.25,9.5,,0.0,29.0
2022-03-14 23:00:00,2022-03-15 00:00:00,58.5,120.0,6.6,17.08,14.45,69.97,16.3,0.76,28.2,4.9,0.32,2.17,6.25,11.47,49.5,0.75,202.25,10.0,,0.0,28.73
2022-03-15 00:00:00,2022-03-15 01:00:00,59.5,129.25,8.88,28.38,22.3,89.92,15.35,0.83,14.38,4.97,0.6,0.15,7.3,11.78,56.75,0.42,238.75,9.75,,0.0,27.97
2022-03-15 01:00:00,2022-03-15 02:00:00,73.0,161.5,11.28,33.77,27.12,90.73,25.78,0.82,16.38,5.07,0.88,0.2,7.03,13.08,49.25,1.2,256.25,10.0,,0.0,28.4
2022-03-15 02:00:00,2022-03-15 03:00:00,72.5,147.75,11.07,36.0,28.18,84.35,25.08,0.86,16.73,5.15,1.1,0.2,6.65,14.25,52.5,0.9,235.75,10.0,,0.0,28.02
2022-03-15 03:00:00,2022-03-15 04:00:00,66.0,132.5,7.93,25.45,20.0,76.0,18.28,0.85,18.12,5.05,1.18,0.2,6.17,14.63,64.0,0.57,197.25,9.25,,0.0,27.1
2022-03-15 04:00:00,2022-03-15 05:00:00,78.75,149.25,7.6,24.03,18.93,68.62,17.57,0.85,14.97,4.92,0.9,0.1,6.3,14.4,56.5,0.95,258.25,9.0,,0.0,27.77
2022-03-15 05:00:00,2022-03-15 06:00:00,90.5,161.5,8.6,27.88,21.82,62.98,16.55,0.85,10.5,4.78,0.82,0.1,5.95,13.8,59.25,0.45,205.25,9.0,,0.0,27.35
2022-03-15 06:00:00,2022-03-15 07:00:00,102.25,186.0,11.28,37.1,28.87,67.08,19.7,0.94,7.9,4.85,0.8,0.1,6.63,13.9,53.75,1.27,270.75,18.5,,0.0,27.65
2022-03-15 07:00:00,2022-03-15 08:00:00,167.25,322.0,16.22,42.83,35.95,73.67,25.48,1.05,10.03,4.83,0.83,0.1,6.38,14.25,52.5,0.75,186.25,76.0,,0.0,27.88
2022-03-15 08:00:00,2022-03-15 09:00:00,218.25,390.25,19.85,54.17,44.97,95.0,26.97,1.11,15.8,4.88,1.07,0.2,6.03,15.72,48.5,0.55,197.5,179.75,,0.0,28.8
2022-03-15 09:00:00,2022-03-15 10:00:00,176.25,379.0,14.4,54.9,40.9,114.67,24.8,1.0,22.78,4.83,1.25,0.18,5.78,16.4,42.5,1.0,38.0,286.0,,0.0,29.4
2022-03-15 10:00:00,2022-03-15 11:00:00,142.75,307.0,10.18,35.4,27.1,97.22,19.85,0.72,49.58,3.62,0.75,0.08,3.67,12.73,37.5,1.2,108.0,386.5,,0.0,29.95
2022-03-15 11:00:00,2022-03-15 12:00:00,103.0,216.0,9.58,17.85,17.25,69.08,15.25,0.67,49.05,2.42,0.22,,1.4,6.1,37.5,1.18,109.75,456.75,,0.0,30.62
2022-03-15 12:00:00,2022-03-15 13:00:00,83.5,174.75,7.65,18.12,15.9,52.58,14.58,0.69,52.9,2.2,0.1,,1.25,5.57,37.25,1.82,93.5,463.75,,0.0,31.08
2022-03-15 13:00:00,2022-03-15 14:00:00,72.25,177.0,7.77,16.38,15.03,50.42,14.02,0.66,58.4,1.88,0.1,,1.4,4.97,38.0,2.33,95.75,428.75,,0.0,31.2
2022-03-15 14:00:00,2022-03-15 15:00:00,69.25,174.0,8.68,14.57,14.8,51.15,12.93,0.7,57.22,1.85,0.0,,1.62,3.83,38.75,2.0,74.25,352.25,,0.0,31.45
2022-03-15 15:00:00,2022-03-15 16:00:00,73.75,177.25,7.12,14.9,13.73,73.65,13.4,0.66,51.92,2.22,0.03,1.4,1.57,4.38,37.75,2.42,100.0,266.0,,0.0,31.5
2022-03-15 16:00:00,2022-03-15 17:00:00,64.5,166.5,8.15,7.38,10.55,77.05,12.82,0.56,50.05,2.43,0.15,0.08,2.92,4.6,35.25,2.33,95.25,158.0,,0.0,31.4
2022-03-15 17:00:00,2022-03-15 18:00:00,55.75,145.75,7.97,17.25,15.62,68.53,15.97,0.57,47.22,4.2,0.15,,2.08,4.08,40.25,1.45,95.25,54.0,,0.0,31.1
2022-03-15 18:00:00,2022-03-15 19:00:00,60.25,185.5,7.55,24.52,19.23,86.62,14.45,0.66,29.88,4.17,0.12,0.08,2.52,4.9,49.0,1.1,76.25,11.75,,0.0,30.4
2022-03-15 19:00:00,2022-03-15 20:00:00,76.0,239.75,8.05,29.07,22.02,72.45,23.73,0.83,25.15,3.85,0.15,0.1,3.05,6.33,51.0,1.35,99.0,10.0,,0.0,29.9
2022-03-15 20:00:00,2022-03-15 21:00:00,96.75,245.0,6.3,24.15,17.95,50.9,17.5,0.9,27.62,3.8,0.12,,3.12,6.4,52.75,1.08,99.0,10.0,,0.0,29.65
2022-03-15 21:00:00,2022-03-15 22:00:00,83.75,217.25,5.75,28.97,20.07,54.67,17.77,0.95,23.55,3.78,0.12,0.05,5.38,7.18,56.5,0.97,124.5,10.0,,0.0,29.23
2022-03-15 22:00:00,2022-03-15 23:00:00,93.25,221.5,5.22,23.27,16.65,56.12,16.88,0.91,23.75,3.77,0.15,0.05,7.22,8.12,60.0,1.08,133.75,10.0,,0.0,28.82
2022-03-15 23:00:00,2022-03-16 00:00:00,83.75,196.75,5.97,23.0,17.1,63.35,18.38,0.88,20.95,3.5,0.17,2.4,6.78,8.72,63.75,1.1,123.25,10.0,,0.0,28.45
2022-03-16 00:00:00,2022-03-16 01:00:00,87.5,194.0,8.55,26.12,20.83,90.25,19.02,0.84,16.6,4.68,0.17,0.1,9.1,9.25,65.75,0.95,122.25,10.0,,0.0,28.0
2022-03-16 01:00:00,2022-03-16 02:00:00,92.75,188.0,9.5,26.02,21.57,88.55,23.15,0.82,15.6,5.28,0.23,0.1,8.32,9.48,65.75,0.62,123.75,10.0,,0.0,27.75
2022-03-16 02:00:00,2022-03-16 03:00:00,88.5,179.5,7.42,20.77,17.07,83.65,21.43,0.83,17.3,5.2,0.38,0.1,7.52,10.3,63.75,0.68,126.25,10.0,,0.0,27.8
2022-03-16 03:00:00,2022-03-16 04:00:00,90.75,173.5,9.67,22.22,19.7,73.62,25.43,0.87,16.73,5.0,0.47,0.1,6.67,10.62,64.25,0.6,116.75,10.0,,0.0,27.73
2022-03-16 04:00:00,2022-03-16 05:00:00,101.5,184.5,7.97,30.92,22.92,56.92,36.88,0.87,14.45,4.52,0.45,0.1,6.47,10.22,66.0,0.97,115.75,10.0,,0.0,27.58
2022-03-16 05:00:00,2022-03-16 06:00:00,100.5,184.5,5.3,26.45,18.35,54.55,20.27,0.82,14.1,3.98,0.35,0.08,6.42,9.75,69.75,1.48,121.75,9.75,,0.0,27.12
2022-03-16 06:00:00,2022-03-16 07:00:00,98.75,180.0,10.8,29.0,24.25,54.8,19.62,0.88,11.22,3.43,0.22,0.08,6.3,8.95,66.0,0.55,181.0,18.5,,0.0,27.35
2022-03-16 07:00:00,2022-03-16 08:00:00,113.0,214.5,12.68,28.5,25.48,57.6,23.88,0.99,13.05,3.45,0.23,0.08,6.82,9.4,58.25,0.47,122.5,86.0,,0.0,28.25
2022-03-16 08:00:00,2022-03-16 09:00:00,113.25,239.0,15.2,41.8,34.6,79.3,28.07,0.96,17.62,4.6,0.45,0.1,6.92,10.95,56.75,0.97,107.0,200.75,,0.0,28.3
2022-03-16 09:00:00,2022-03-16 10:00:00,104.25,257.75,8.75,38.7,27.73,91.33,22.8,0.84,27.35,4.75,0.5,0.08,5.75,10.6,45.5,0.8,73.0,325.0,,0.0,29.7
2022-03-16 10:00:00,2022-03-16 11:00:00,107.0,258.0,10.43,32.6,25.82,76.67,19.65,0.7,41.08,3.72,0.3,0.05,3.1,8.62,36.5,1.12,96.5,433.25,,0.0,30.9
2022-03-16 11:00:00,2022-03-16 12:00:00,74.5,215.0,8.95,24.32,20.17,57.73,12.45,0.55,40.83,3.45,0.12,,1.25,5.28,28.25,2.35,85.25,479.5,,0.0,31.82
2022-03-16 12:00:00,2022-03-16 13:00:00,52.0,176.5,8.78,10.55,12.75,39.4,12.3,0.56,41.93,2.8,0.05,,0.8,3.85,29.75,2.98,95.5,482.5,,0.0,31.98
2022-03-16 13:00:00,2022-03-16 14:00:00,42.75,162.0,6.6,7.0,9.07,37.35,11.68,0.5,45.12,2.55,0.0,,0.83,3.08,22.5,3.03,88.25,453.0,,0.0,32.65
2022-03-16 14:00:00,2022-03-16 15:00:00,32.25,138.0,6.17,5.15,7.75,35.25,11.82,0.46,47.0,1.85,0.0,0.17,0.5,2.48,22.0,3.12,94.75,383.5,,0.0,33.1
2022-03-16 15:00:00,2022-03-16 16:00:00,32.75,145.0,7.97,8.65,11.1,57.92,11.68,0.56,45.92,1.68,0.0,1.22,1.25,2.27,39.25,2.32,51.75,266.25,,0.0,32.4
2022-03-16 16:00:00,2022-03-16 17:00:00,47.5,165.25,8.35,12.6,13.5,98.07,13.6,0.49,54.45,2.25,0.12,1.45,3.83,3.35,38.0,2.85,99.5,156.5,,0.0,31.77
2022-03-16 17:00:00,2022-03-16 18:00:00,51.5,167.5,7.6,17.2,15.32,60.05,22.82,0.52,52.9,3.08,0.05,,0.88,1.9,41.25,2.05,101.25,57.5,,0.0,31.4
2022-03-16 18:00:00,2022-03-16 19:00:00,62.0,174.0,8.35,28.02,21.7,58.92,25.75,0.65,30.72,2.15,0.1,,0.88,3.1,45.25,1.88,95.5,12.25,,0.0,30.88
2022-03-16 19:00:00,2022-03-16 20:00:00,90.5,220.75,8.07,25.73,20.22,57.17,20.07,0.74,24.32,2.22,0.2,,1.45,4.58,49.5,1.55,103.25,9.5,,0.0,30.2
2022-03-16 20:00:00,2022-03-16 21:00:00,86.25,213.25,7.3,33.6,23.82,44.6,27.73,0.88,25.65,2.55,0.12,,2.12,5.65,50.75,1.6,98.0,9.0,,0.0,30.18
2022-03-16 21:00:00,2022-03-16 22:00:00,98.25,207.5,5.85,21.15,16.0,47.1,15.45,0.82,31.68,2.95,0.17,,3.23,5.45,50.5,1.18,118.0,9.0,,0.0,30.05
2022-03-16 22:00:00,2022-03-16 23:00:00,68.5,155.25,5.45,23.15,16.72,49.0,15.7,0.84,25.12,2.95,0.12,,4.6,5.65,52.25,0.6,143.25,9.0,,0.0,29.73
2022-03-16 23:00:00,2022-03-17 00:00:00,71.0,154.0,6.0,20.4,15.75,52.0,16.6,0.84,22.5,2.73,0.1,1.52,4.42,6.38,53.0,0.75,151.25,9.0,,0.0,29.43
