From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2021-07-23 04:00:00,2021-07-23 05:00:00,29.25,45.75,0.8,118.35,63.6,29.55,2.55,0.5,22.73,1.2,5.53,1.55,0.7,,84.0,0.4,144.5,5.0,,0.82,27.52,0.0
2021-07-23 05:00:00,2021-07-23 06:00:00,31.0,51.0,1.27,109.37,59.2,30.48,2.7,0.52,21.35,1.22,5.75,1.85,0.7,,84.0,0.53,143.75,24.25,,0.83,27.6,0.0
2021-07-23 06:00:00,2021-07-23 07:00:00,32.0,54.75,1.95,93.8,51.45,29.88,2.55,0.57,31.5,1.5,6.0,2.12,1.17,,84.0,0.55,160.5,46.25,,0.88,27.93,0.0
2021-07-23 07:00:00,2021-07-23 08:00:00,37.75,61.75,2.07,86.12,47.5,25.25,2.57,0.55,40.83,1.18,6.35,2.35,0.7,,84.0,0.65,158.5,65.25,,0.85,28.25,0.0
2021-07-23 08:00:00,2021-07-23 09:00:00,22.25,51.75,2.57,77.43,43.3,20.97,2.83,0.52,59.55,0.95,7.45,2.45,0.92,,84.5,0.85,159.0,227.0,,1.05,28.68,0.0
2021-07-23 09:00:00,2021-07-23 10:00:00,19.0,49.75,2.15,65.2,36.45,27.1,3.55,0.57,63.1,0.97,10.02,3.33,1.08,,85.0,0.9,162.0,201.75,,0.88,29.07,0.0
2021-07-23 10:00:00,2021-07-23 11:00:00,17.5,52.75,2.2,46.0,26.27,5.75,3.2,0.57,77.22,1.05,7.65,3.8,0.6,,85.0,1.07,148.0,271.0,,0.6,29.32,0.0
2021-07-23 11:00:00,2021-07-23 12:00:00,19.5,56.25,1.8,36.95,21.12,5.97,3.12,0.55,79.18,0.9,6.65,3.3,0.57,,85.0,1.15,151.75,293.0,,0.7,29.4,0.0
2021-07-23 12:00:00,2021-07-23 13:00:00,19.5,63.75,1.38,34.47,19.42,9.05,3.07,0.51,84.3,0.93,7.33,3.4,0.6,,85.0,1.3,152.0,346.5,,0.7,32.0,0.0
2021-07-23 13:00:00,2021-07-23 14:00:00,16.5,74.75,1.53,32.8,18.7,8.82,2.92,0.49,77.08,0.82,7.15,3.23,0.6,,85.0,1.38,141.5,383.75,,0.73,29.73,0.0
2021-07-23 14:00:00,2021-07-23 15:00:00,12.25,79.75,1.75,31.95,18.38,7.73,2.98,0.46,61.38,0.8,6.65,3.0,0.6,,85.0,1.35,158.0,199.75,,0.73,29.82,0.0
2021-07-23 15:00:00,2021-07-23 16:00:00,10.5,86.75,1.92,32.05,18.62,7.82,3.03,0.42,70.65,0.53,6.17,2.77,0.6,,85.0,1.27,155.5,171.0,,0.7,29.65,0.0
2021-07-23 16:00:00,2021-07-23 17:00:00,11.0,83.0,1.72,32.75,18.85,8.1,2.92,0.46,58.75,0.57,5.75,2.9,0.6,,85.0,1.23,160.75,70.75,,0.75,30.72,0.0
2021-07-23 17:00:00,2021-07-23 18:00:00,9.25,72.5,1.92,38.18,21.88,8.1,2.73,0.54,49.55,0.85,5.55,2.77,0.58,,84.75,1.0,163.0,39.25,,0.78,31.95,0.0
2021-07-23 18:00:00,2021-07-23 19:00:00,11.75,62.5,2.55,43.83,25.4,9.25,2.85,0.69,39.45,0.95,5.95,3.02,0.6,,84.0,0.68,154.5,10.25,,0.72,28.53,0.0
2021-07-23 19:00:00,2021-07-23 20:00:00,8.25,45.0,2.57,46.75,26.92,10.15,2.6,0.59,30.12,1.65,7.45,3.9,0.6,,84.0,0.65,160.25,4.75,,0.73,27.68,0.0
2021-07-23 20:00:00,2021-07-23 21:00:00,8.5,21.25,1.5,38.6,21.73,8.22,2.38,0.46,32.55,0.8,5.65,2.55,0.47,,84.0,0.7,162.0,5.0,,0.62,27.55,0.0
2021-07-23 21:00:00,2021-07-23 22:00:00,6.25,17.0,1.03,36.75,20.38,8.18,2.1,0.38,41.55,0.53,4.12,1.9,0.4,,84.0,0.8,163.25,4.75,,0.6,27.48,0.0
2021-07-23 22:00:00,2021-07-23 23:00:00,4.5,17.5,1.0,35.9,19.9,8.7,2.2,0.34,28.03,0.35,3.65,1.1,0.35,,84.0,0.62,160.25,4.25,,0.58,27.45,0.0
2021-07-23 23:00:00,2021-07-24 00:00:00,5.5,19.0,0.78,35.05,19.3,9.2,2.33,0.31,35.88,0.3,3.38,0.72,0.3,,84.0,0.88,160.25,4.5,,0.53,27.42,0.0
2021-07-24 00:00:00,2021-07-24 01:00:00,3.75,16.75,0.4,33.62,18.2,9.03,2.15,0.31,37.8,0.3,3.4,0.88,0.33,,84.0,0.97,164.0,4.25,,0.53,27.37,0.0
2021-07-24 01:00:00,2021-07-24 02:00:00,2.75,9.25,0.38,31.8,17.2,117.05,2.02,0.28,36.88,0.22,3.28,0.5,0.33,,84.0,0.85,163.75,4.75,,0.5,26.63,0.0
2021-07-24 02:00:00,2021-07-24 03:00:00,2.25,7.25,0.38,31.38,16.95,25.72,2.08,0.3,38.73,0.25,3.3,0.4,0.3,,84.0,0.88,160.5,4.25,,0.6,26.85,0.0
2021-07-24 03:00:00,2021-07-24 04:00:00,3.25,5.75,0.33,29.25,15.82,22.38,2.1,0.3,33.45,0.3,3.15,0.4,0.3,,84.0,1.05,166.0,4.0,,0.5,26.92,0.0
2021-07-24 04:00:00,2021-07-24 05:00:00,4.0,5.0,0.42,28.23,15.35,11.67,2.23,0.29,26.82,0.22,3.15,0.47,0.3,,84.0,0.95,167.25,4.25,,0.53,26.83,0.0
2021-07-24 05:00:00,2021-07-24 06:00:00,5.0,7.0,0.97,29.6,16.58,82.08,2.0,0.32,25.32,0.3,3.33,0.6,0.32,,84.0,0.88,157.75,33.25,,0.53,26.88,0.0
2021-07-24 06:00:00,2021-07-24 07:00:00,5.33,7.33,1.43,29.55,16.88,37.5,1.92,0.37,26.38,0.45,3.77,0.8,0.5,,84.0,1.07,161.75,37.0,,0.6,26.95,0.0
2021-07-24 07:00:00,2021-07-24 08:00:00,12.5,15.5,1.98,35.42,20.45,27.88,2.02,0.42,23.65,0.65,3.9,1.25,0.55,,84.0,0.92,166.75,65.25,,0.57,27.7,0.0
2021-07-24 08:00:00,2021-07-24 09:00:00,14.75,20.75,2.75,49.92,28.8,36.1,2.12,0.47,29.18,0.6,4.12,1.73,0.4,,84.0,1.03,164.25,84.75,,0.6,27.5,0.0
2021-07-24 09:00:00,2021-07-24 10:00:00,22.0,31.0,3.23,53.12,30.88,43.93,2.25,0.54,34.33,0.68,4.62,2.15,0.4,,84.0,1.02,159.75,113.5,,0.6,28.18,0.0
2021-07-24 10:00:00,2021-07-24 11:00:00,19.25,30.75,2.72,58.85,33.53,21.43,1.93,0.49,39.52,0.97,6.3,2.9,0.55,,84.25,1.08,166.0,233.75,,0.7,28.52,0.0
2021-07-24 11:00:00,2021-07-24 12:00:00,12.5,32.5,2.98,70.58,39.98,21.42,1.9,0.52,47.6,1.12,9.05,3.42,0.7,,85.0,1.05,157.25,397.25,,0.93,29.38,0.0
2021-07-24 12:00:00,2021-07-24 13:00:00,13.75,38.75,2.05,89.45,49.22,17.88,1.95,0.51,47.47,0.92,8.65,3.15,0.7,,85.0,1.15,165.5,264.25,,0.92,29.02,0.0
2021-07-24 13:00:00,2021-07-24 14:00:00,12.25,39.0,1.73,79.95,43.95,28.45,1.78,0.48,46.58,0.82,7.12,3.12,0.73,,84.25,0.8,172.5,75.25,,0.92,28.32,0.0
2021-07-24 14:00:00,2021-07-24 15:00:00,11.25,37.0,2.17,75.58,41.98,20.98,1.98,0.49,47.23,0.72,5.73,2.75,0.7,,80.25,0.57,183.67,17.0,,0.85,29.45,0.0
2021-07-24 15:00:00,2021-07-24 16:00:00,13.0,20.75,3.18,91.47,51.22,15.2,1.85,0.71,28.62,0.9,6.7,3.32,0.75,,84.0,0.48,157.0,40.25,,0.95,27.23,0.0
2021-07-24 16:00:00,2021-07-24 17:00:00,9.25,13.25,3.57,92.0,51.88,14.9,2.08,0.67,32.58,1.07,8.17,4.17,0.85,,84.0,0.55,152.5,29.25,,0.98,28.65,0.0
2021-07-24 17:00:00,2021-07-24 18:00:00,13.25,21.5,2.32,80.03,44.45,14.1,2.35,0.61,37.42,1.42,8.55,4.8,0.82,,84.0,0.47,177.5,21.5,,0.85,27.42,0.0
2021-07-24 18:00:00,2021-07-24 19:00:00,27.75,31.75,8.75,86.55,53.17,14.1,2.38,1.01,14.88,1.6,9.07,4.85,1.32,,84.0,0.3,152.25,6.25,,0.8,27.2,0.0
2021-07-24 19:00:00,2021-07-24 20:00:00,19.75,25.75,1.6,70.95,39.0,13.22,2.6,0.64,31.38,1.68,9.2,5.0,1.0,,84.0,0.4,174.5,6.0,,0.77,27.37,0.0
2021-07-24 20:00:00,2021-07-24 21:00:00,17.75,27.25,2.17,74.17,41.23,47.08,3.15,0.77,23.52,1.32,7.03,3.6,0.7,,84.0,0.35,156.75,5.25,,0.88,28.02,0.0
2021-07-24 21:00:00,2021-07-24 22:00:00,18.75,30.5,1.7,72.47,39.92,26.75,3.03,0.58,13.8,1.23,6.67,3.48,0.7,,84.0,0.3,166.25,5.75,,0.75,28.97,0.0
2021-07-24 22:00:00,2021-07-24 23:00:00,15.5,22.75,0.85,67.15,36.38,22.77,2.65,0.42,24.8,0.72,4.97,1.88,0.62,,84.0,0.53,166.0,5.75,,0.7,29.02,0.0
2021-07-24 23:00:00,2021-07-25 00:00:00,16.0,19.25,0.55,63.27,34.1,20.27,2.95,0.38,33.23,0.53,4.4,1.12,0.6,,84.0,0.47,163.25,5.5,,0.75,27.15,0.0
2021-07-25 00:00:00,2021-07-25 01:00:00,13.5,19.75,0.5,60.35,32.53,18.0,3.23,0.37,29.2,0.47,4.28,0.85,0.6,,84.0,0.42,162.0,5.25,,0.7,27.1,0.0
2021-07-25 01:00:00,2021-07-25 02:00:00,15.25,24.5,0.42,57.88,31.1,17.7,3.27,0.38,35.0,0.47,4.17,0.8,0.6,,84.0,0.47,166.5,5.25,,0.7,27.02,0.0
2021-07-25 02:00:00,2021-07-25 03:00:00,16.25,22.75,0.52,55.45,29.93,18.93,3.5,0.39,37.02,0.5,4.12,0.78,0.6,,84.0,0.53,161.25,5.25,,0.75,27.0,0.0
2021-07-25 03:00:00,2021-07-25 04:00:00,18.25,25.25,0.67,54.45,29.53,17.35,3.75,0.39,29.02,0.55,4.17,0.83,0.6,,84.0,0.38,166.5,5.0,,0.73,27.0,0.0
2021-07-25 04:00:00,2021-07-25 05:00:00,23.25,34.25,0.53,54.35,29.32,16.07,4.1,0.41,26.68,0.67,4.3,0.9,0.6,,84.0,0.43,169.5,5.0,,0.8,26.9,0.0
2021-07-25 05:00:00,2021-07-25 06:00:00,29.0,39.0,1.02,57.8,31.55,16.02,4.75,0.46,27.23,0.88,4.47,1.12,0.6,,84.0,0.5,168.25,19.25,,0.85,26.95,0.0
2021-07-25 06:00:00,2021-07-25 07:00:00,32.0,50.75,1.73,62.5,34.65,20.02,5.22,0.56,25.9,0.98,4.95,1.6,0.62,,84.0,0.6,159.25,47.5,,0.83,28.38,0.0
2021-07-25 07:00:00,2021-07-25 08:00:00,42.25,55.25,2.05,66.1,36.85,14.88,4.88,0.62,41.57,0.82,4.88,1.65,0.62,,84.0,0.68,158.25,85.25,,0.78,28.48,0.0
2021-07-25 08:00:00,2021-07-25 09:00:00,47.0,62.0,1.9,46.82,26.48,13.18,3.12,0.62,54.78,1.05,5.42,2.38,0.53,,84.0,0.65,162.25,199.0,,0.65,29.15,0.0
2021-07-25 09:00:00,2021-07-25 10:00:00,41.25,60.0,1.62,43.88,24.67,10.85,3.0,0.61,62.12,1.0,6.78,3.45,0.58,,84.75,0.65,160.75,216.0,,0.7,33.38,0.0
2021-07-25 10:00:00,2021-07-25 11:00:00,,,0.5,53.35,28.7,11.3,3.2,0.3,51.25,,,,,,27.0,0.7,160.67,343.0,,,28.93,0.0
2021-07-25 11:00:00,2021-07-25 12:00:00,33.0,53.0,1.05,47.33,26.0,10.15,3.15,0.24,75.92,0.88,8.53,4.05,1.23,,24.0,0.6,157.25,391.25,,1.7,29.3,0.0
2021-07-25 12:00:00,2021-07-25 13:00:00,32.5,54.5,1.23,45.48,25.15,9.6,3.28,0.18,60.62,0.85,8.07,4.38,0.7,,21.25,0.57,168.75,354.25,,0.85,29.77,0.0
2021-07-25 13:00:00,2021-07-25 14:00:00,29.5,58.0,1.2,49.8,27.48,10.82,3.17,0.21,83.27,0.88,8.43,4.38,0.7,,21.5,0.67,151.75,313.25,,0.68,32.02,0.0
2021-07-25 14:00:00,2021-07-25 15:00:00,25.25,57.0,1.25,61.95,33.95,12.28,3.05,0.24,73.88,0.78,8.35,4.48,0.7,,24.0,0.77,156.0,181.25,,0.75,32.62,0.0
2021-07-25 15:00:00,2021-07-25 16:00:00,28.75,67.5,1.3,61.35,33.67,14.92,3.12,0.39,72.6,1.23,7.6,4.05,0.7,,25.25,0.78,175.75,74.5,,0.7,29.3,0.0
2021-07-25 16:00:00,2021-07-25 17:00:00,37.5,70.5,0.8,56.85,30.93,13.8,2.67,0.09,61.23,0.85,5.6,2.85,0.62,,56.5,0.6,257.33,11.0,,0.92,28.6,0.0
2021-07-25 17:00:00,2021-07-25 18:00:00,13.75,32.25,1.82,59.9,33.33,61.62,2.83,0.17,62.1,0.45,4.77,1.97,0.62,,84.0,0.7,126.75,12.25,,0.92,26.4,0.0
2021-07-25 18:00:00,2021-07-25 19:00:00,5.67,14.67,1.78,53.55,29.95,33.15,3.32,0.55,35.75,0.88,5.02,2.62,0.53,,84.0,0.42,150.25,6.25,,0.73,26.65,0.0
2021-07-25 19:00:00,2021-07-25 20:00:00,32.0,38.0,2.67,59.55,33.88,17.4,3.33,1.05,32.65,1.88,7.7,4.5,1.4,,84.0,0.28,161.25,5.0,,0.57,26.85,0.0
2021-07-25 20:00:00,2021-07-25 21:00:00,29.5,36.5,1.25,50.7,27.98,18.4,3.12,0.73,29.3,1.25,5.62,3.12,0.95,,84.0,0.3,282.25,5.0,,0.6,26.95,0.0
2021-07-25 21:00:00,2021-07-25 22:00:00,24.0,32.0,1.12,53.05,29.15,23.45,3.03,0.59,35.67,1.23,5.7,3.02,0.78,,84.0,0.25,332.5,5.75,,0.5,28.1,0.0
2021-07-25 22:00:00,2021-07-25 23:00:00,26.75,31.75,1.93,55.67,31.15,16.75,2.85,0.67,12.53,0.97,4.9,2.2,0.45,,84.0,0.17,147.0,5.0,,0.53,27.0,0.0
2021-07-25 23:00:00,2021-07-26 00:00:00,27.5,34.0,1.0,54.45,29.8,16.07,2.93,0.63,13.47,1.15,5.32,2.5,0.45,,84.0,0.23,175.75,4.75,,0.55,27.0,0.0
2021-07-26 00:00:00,2021-07-26 01:00:00,29.5,39.75,0.47,56.42,30.4,20.15,2.88,0.46,31.08,0.93,4.4,1.62,0.43,,84.0,0.25,159.0,5.0,,0.57,27.15,0.0
2021-07-26 01:00:00,2021-07-26 02:00:00,22.25,29.5,0.35,60.42,32.42,22.6,2.83,0.5,25.98,0.88,5.05,2.15,0.78,,84.0,0.25,156.5,5.0,,0.53,27.1,0.0
2021-07-26 02:00:00,2021-07-26 03:00:00,19.5,27.25,0.6,60.08,32.45,21.15,2.8,0.4,24.7,0.53,4.07,1.2,0.4,,84.0,0.17,161.25,5.0,,0.55,27.1,0.0
2021-07-26 03:00:00,2021-07-26 04:00:00,18.5,25.5,0.88,59.47,32.35,21.3,2.72,0.4,23.9,0.53,3.95,1.0,0.4,,84.0,0.15,245.5,5.0,,0.55,27.1,0.0
2021-07-26 04:00:00,2021-07-26 05:00:00,21.0,29.75,0.7,58.3,31.6,19.95,2.78,0.47,20.93,0.6,4.15,1.18,0.4,,84.0,0.2,250.25,5.0,,0.57,27.1,0.0
2021-07-26 05:00:00,2021-07-26 06:00:00,23.75,37.75,2.08,60.95,34.08,18.18,2.97,0.6,3.42,0.9,5.88,2.52,0.5,,84.0,0.2,272.75,17.0,,0.6,27.15,0.0
2021-07-26 06:00:00,2021-07-26 07:00:00,26.25,40.75,3.0,64.03,36.48,18.05,3.05,0.62,20.25,1.25,7.75,3.97,0.9,,84.0,0.25,326.5,52.75,,1.1,27.5,0.0
2021-07-26 07:00:00,2021-07-26 08:00:00,36.25,54.0,1.93,57.25,32.02,18.88,3.15,0.62,25.1,1.2,5.15,2.57,0.4,,84.0,0.4,327.0,88.0,,0.62,27.82,0.0
2021-07-26 08:00:00,2021-07-26 09:00:00,40.75,62.25,1.67,56.47,31.43,80.4,3.1,0.56,40.1,1.0,4.6,2.15,0.4,,84.5,0.43,322.25,204.25,,0.6,28.52,0.0
