From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-03-11 16:00:00,2023-03-11 17:00:00,13.0,46.0,,10.2,5.12,23.05,5.17,0.51,117.07,0.73,6.0,0.3,0.32,0.4,18.25,0.8,50.75,177.75,,31.68,0.0,
2023-03-11 17:00:00,2023-03-11 18:00:00,12.5,44.25,0.1,11.28,5.8,23.62,5.07,0.43,109.85,0.75,5.8,0.3,0.4,0.4,19.75,0.77,41.5,78.0,,31.08,0.0,
2023-03-11 18:00:00,2023-03-11 19:00:00,25.5,68.75,0.23,19.48,10.55,25.57,6.83,0.58,88.75,2.38,6.88,0.62,0.88,0.75,28.5,0.65,27.0,36.5,,28.83,0.0,
2023-03-11 19:00:00,2023-03-11 20:00:00,56.5,146.25,0.2,25.82,13.9,27.15,8.0,0.77,80.05,3.45,10.02,1.25,1.9,1.7,35.75,0.52,189.5,35.0,,26.95,0.0,
2023-03-11 20:00:00,2023-03-11 21:00:00,59.25,155.0,0.28,29.55,15.95,25.52,8.1,0.79,69.82,4.17,11.62,1.7,2.67,2.4,36.75,0.47,114.5,35.0,,25.8,0.0,
2023-03-11 21:00:00,2023-03-11 22:00:00,61.0,147.0,2.0,42.95,24.5,25.5,7.97,0.9,42.15,4.88,11.12,1.58,2.38,2.05,42.25,0.22,164.25,35.0,,24.27,0.0,
2023-03-11 22:00:00,2023-03-11 23:00:00,65.25,196.5,2.02,58.98,33.02,29.5,6.53,1.05,7.3,4.95,15.43,2.85,4.5,4.25,51.5,0.35,276.75,35.0,,22.45,0.0,
2023-03-11 23:00:00,2023-03-12 00:00:00,65.25,186.25,5.53,62.73,37.83,31.1,6.58,1.2,1.73,4.1,17.45,3.15,5.33,4.9,55.0,0.33,305.75,35.0,,21.88,0.0,
2023-03-12 00:00:00,2023-03-12 01:00:00,71.75,184.0,7.05,57.08,36.1,33.25,5.9,1.21,3.23,3.98,17.68,3.17,5.35,4.98,59.25,0.22,206.0,35.0,,20.8,0.0,
2023-03-12 01:00:00,2023-03-12 02:00:00,63.5,162.75,3.12,48.93,28.55,34.02,5.45,1.04,7.12,3.45,15.15,2.73,4.2,3.8,66.25,0.42,212.75,35.25,,19.92,0.0,
2023-03-12 02:00:00,2023-03-12 03:00:00,53.75,107.0,3.9,38.8,23.8,34.75,5.2,0.95,6.55,3.1,12.8,2.22,3.23,2.88,70.75,0.4,199.0,35.0,,19.38,0.0,
2023-03-12 03:00:00,2023-03-12 04:00:00,49.0,105.25,2.02,31.25,18.3,33.5,4.9,0.85,6.15,2.7,11.08,1.8,2.45,2.25,76.75,0.4,198.25,35.25,,18.55,0.0,
2023-03-12 04:00:00,2023-03-12 05:00:00,47.75,90.0,1.12,27.77,15.65,33.77,4.62,0.84,15.62,2.7,9.18,1.38,1.75,1.55,79.0,0.53,125.75,35.0,,18.2,0.0,
2023-03-12 05:00:00,2023-03-12 06:00:00,46.25,92.5,2.95,26.48,16.45,33.2,4.58,0.88,6.8,3.28,8.12,0.95,1.38,1.23,84.5,0.35,204.0,35.0,,17.25,0.0,
2023-03-12 06:00:00,2023-03-12 07:00:00,51.5,94.75,4.62,29.98,19.7,33.77,4.88,1.27,4.5,3.25,8.55,1.12,1.48,1.27,83.0,0.43,130.0,42.0,,17.32,0.0,
2023-03-12 07:00:00,2023-03-12 08:00:00,91.5,189.5,2.45,21.7,13.5,39.3,8.5,1.4,17.9,9.9,10.72,1.92,2.08,1.82,77.25,0.47,133.75,105.5,,25.05,0.0,
2023-03-12 08:00:00,2023-03-12 09:00:00,121.0,148.0,2.1,22.23,13.53,24.77,9.47,0.85,51.53,4.3,7.93,0.93,1.23,1.0,55.25,0.97,164.75,210.5,,28.03,0.0,
2023-03-12 09:00:00,2023-03-12 10:00:00,60.0,123.5,1.65,19.85,11.9,32.45,11.2,0.95,,2.95,6.7,0.65,0.8,0.65,46.5,1.55,174.0,289.0,,31.2,0.0,
2023-03-12 10:00:00,2023-03-12 11:00:00,,,,12.0,5.22,26.97,6.67,0.41,84.03,1.4,4.8,0.3,0.4,0.4,34.33,,,408.0,,29.2,0.0,
2023-03-12 11:00:00,2023-03-12 12:00:00,24.0,68.0,0.25,12.03,6.47,26.48,9.53,0.65,111.63,1.45,5.6,0.35,0.47,0.45,26.0,,,450.75,,31.65,0.0,
2023-03-12 12:00:00,2023-03-12 13:00:00,22.75,58.25,0.3,11.8,6.4,26.92,8.22,0.53,120.75,1.88,5.55,0.33,0.45,0.4,14.25,,,298.25,,30.6,0.0,
2023-03-12 13:00:00,2023-03-12 14:00:00,18.0,38.25,0.2,10.38,5.6,25.95,7.3,0.44,123.45,1.12,5.25,0.25,0.33,0.38,12.5,1.05,63.5,412.5,,33.38,0.0,
2023-03-12 14:00:00,2023-03-12 15:00:00,14.75,35.0,0.25,10.82,5.85,25.12,10.23,0.42,126.12,1.12,5.75,0.32,0.38,0.45,13.25,1.1,102.0,352.0,,33.65,0.0,
2023-03-12 15:00:00,2023-03-12 16:00:00,14.75,42.0,0.17,10.45,5.68,21.03,10.6,0.39,125.35,1.0,5.78,0.35,0.38,0.55,12.5,1.05,79.0,277.5,,33.9,0.0,
2023-03-12 16:00:00,2023-03-12 17:00:00,13.0,40.25,0.33,10.28,5.72,20.12,10.65,0.39,126.18,1.4,6.05,0.35,0.38,0.5,12.5,0.62,69.5,155.25,,35.08,0.0,
2023-03-12 17:00:00,2023-03-12 18:00:00,16.5,48.75,0.2,11.1,6.03,20.48,9.82,0.41,115.08,1.2,6.55,0.53,0.6,0.78,16.75,0.65,52.5,78.0,,32.88,0.0,
2023-03-12 18:00:00,2023-03-12 19:00:00,21.25,70.25,0.25,17.4,9.38,21.55,9.57,0.58,84.78,2.25,8.02,2.3,2.12,3.9,24.25,0.43,80.25,36.25,,30.07,0.0,
2023-03-12 19:00:00,2023-03-12 20:00:00,31.0,122.5,5.43,47.17,29.5,21.48,8.5,1.11,39.42,3.37,10.15,2.25,2.48,3.88,34.25,0.35,159.5,35.0,,27.43,0.0,
2023-03-12 20:00:00,2023-03-12 21:00:00,56.75,229.0,14.43,75.35,51.83,21.95,9.88,1.7,1.7,5.65,25.5,5.28,8.18,8.3,39.0,0.35,284.0,35.0,,26.25,0.0,
2023-03-12 21:00:00,2023-03-12 22:00:00,76.5,264.0,16.25,74.6,52.92,24.68,9.85,1.7,1.0,6.3,27.85,5.95,9.25,9.18,45.0,0.25,284.25,35.0,,25.02,0.0,
2023-03-12 22:00:00,2023-03-12 23:00:00,66.75,237.0,14.88,67.7,48.08,27.57,9.75,1.55,2.48,5.53,25.9,5.35,8.5,8.43,47.25,0.28,197.5,35.0,,24.95,0.0,
2023-03-12 23:00:00,2023-03-13 00:00:00,58.75,220.5,5.88,59.3,36.32,30.12,8.97,1.28,8.1,4.35,21.48,4.2,6.88,6.72,52.0,0.33,270.75,35.0,,24.12,0.0,
2023-03-13 00:00:00,2023-03-13 01:00:00,54.0,169.5,9.28,60.4,39.67,31.05,3.9,1.35,0.4,4.1,20.15,3.77,6.2,6.1,57.5,0.28,218.0,35.0,,23.38,0.0,
2023-03-13 01:00:00,2023-03-13 02:00:00,59.0,165.5,7.35,52.92,34.15,32.35,4.25,1.17,5.23,3.7,17.82,3.03,5.2,4.88,59.25,0.2,201.75,35.0,,22.55,0.0,
2023-03-13 02:00:00,2023-03-13 03:00:00,59.5,129.75,2.8,39.2,23.15,32.73,4.2,1.07,4.1,3.4,14.88,2.42,3.98,3.73,70.75,0.17,148.75,35.0,,20.98,0.0,
2023-03-13 03:00:00,2023-03-13 04:00:00,53.75,101.25,2.18,32.82,19.23,32.62,3.4,1.06,5.3,3.62,12.33,2.05,3.15,3.25,75.5,0.47,111.0,35.0,,20.5,0.0,
2023-03-13 04:00:00,2023-03-13 05:00:00,49.5,114.0,2.25,30.07,17.82,32.6,3.1,1.02,4.08,3.72,10.57,1.5,2.25,2.2,76.25,0.32,188.5,35.0,,19.9,0.0,
2023-03-13 05:00:00,2023-03-13 06:00:00,51.25,123.25,1.6,28.85,16.62,33.12,3.4,0.98,5.67,3.35,9.55,1.3,1.93,1.88,72.75,0.28,130.25,35.0,,19.57,0.0,
2023-03-13 06:00:00,2023-03-13 07:00:00,57.5,140.0,5.12,31.23,20.75,32.5,4.25,1.12,5.43,3.52,9.0,1.25,1.75,1.77,72.25,0.25,158.5,52.75,,19.35,0.0,
2023-03-13 07:00:00,2023-03-13 08:00:00,73.5,205.75,5.85,34.83,23.25,34.62,7.4,1.12,10.82,4.03,10.12,1.38,2.17,1.95,66.5,0.45,173.5,95.75,,26.6,0.0,
2023-03-13 08:00:00,2023-03-13 09:00:00,74.0,223.75,3.0,19.27,12.7,23.8,8.9,0.9,51.6,3.35,9.05,1.12,1.77,1.58,51.25,1.05,154.0,134.75,,25.2,0.0,
2023-03-13 09:00:00,2023-03-13 10:00:00,52.33,116.0,0.9,18.63,10.67,30.8,8.27,0.81,73.75,2.33,6.83,0.67,0.97,0.8,45.67,1.1,160.0,234.0,,25.63,0.0,
2023-03-13 10:00:00,2023-03-13 11:00:00,43.5,115.0,0.75,15.48,8.88,33.02,7.55,0.71,90.3,1.88,5.92,0.5,0.85,0.7,35.0,1.32,158.0,319.5,,28.95,0.0,
2023-03-13 11:00:00,2023-03-13 12:00:00,27.75,86.75,0.65,13.1,7.5,29.58,8.68,0.67,102.07,1.32,5.6,0.3,0.62,0.6,29.75,1.35,167.25,244.25,,34.3,0.0,
2023-03-13 12:00:00,2023-03-13 13:00:00,26.25,75.0,0.3,12.22,6.75,26.5,12.38,0.63,113.5,1.1,5.7,0.38,0.53,0.58,24.0,1.12,132.0,344.0,,34.17,0.0,
2023-03-13 13:00:00,2023-03-13 14:00:00,31.25,62.5,0.2,11.02,5.92,24.75,13.53,0.62,124.32,0.88,5.67,0.3,0.45,0.43,20.75,0.95,147.5,313.25,,33.42,0.0,
2023-03-13 14:00:00,2023-03-13 15:00:00,25.25,69.75,0.2,10.65,5.73,23.6,13.07,0.62,129.97,0.75,5.95,0.3,0.4,0.4,19.5,0.88,46.75,276.25,,34.05,0.0,
2023-03-13 15:00:00,2023-03-13 16:00:00,21.75,59.5,0.13,10.52,5.7,24.5,10.97,0.6,131.6,0.73,6.15,0.3,0.4,0.38,17.75,0.75,68.0,251.5,,34.6,0.0,
2023-03-13 16:00:00,2023-03-13 17:00:00,21.75,52.75,0.23,12.0,6.45,27.28,9.4,0.6,126.82,0.85,7.3,0.1,0.6,0.6,19.75,0.53,52.0,113.5,,33.9,0.0,
2023-03-13 17:00:00,2023-03-13 18:00:00,25.75,74.25,0.28,14.05,7.7,23.67,11.5,0.71,106.53,1.38,8.75,0.35,0.85,0.75,24.0,0.7,43.5,63.75,,33.3,0.0,
2023-03-13 18:00:00,2023-03-13 19:00:00,46.0,135.25,0.37,17.73,9.68,21.95,13.38,0.83,92.25,2.17,9.82,0.82,1.3,1.2,27.5,0.5,47.25,36.25,,30.48,0.0,
2023-03-13 19:00:00,2023-03-13 20:00:00,59.25,148.25,8.95,53.12,35.5,22.55,7.6,1.62,36.85,2.48,11.82,1.27,2.23,2.1,37.0,0.27,171.5,35.0,,28.02,0.0,
2023-03-13 20:00:00,2023-03-13 21:00:00,69.0,224.0,11.5,75.83,49.7,24.05,9.38,1.92,2.1,6.3,27.95,5.83,8.92,8.88,41.25,0.3,305.5,35.0,,26.27,0.0,
2023-03-13 21:00:00,2023-03-13 22:00:00,76.25,248.0,5.62,67.38,40.38,24.95,7.5,1.75,10.18,5.97,26.45,5.62,8.7,8.5,41.25,0.28,268.75,35.0,,25.82,0.0,
2023-03-13 22:00:00,2023-03-13 23:00:00,66.75,192.5,9.0,64.58,41.7,26.8,6.7,1.69,2.33,5.7,25.27,5.15,8.1,7.95,51.0,0.38,200.0,35.0,,24.25,0.0,
2023-03-13 23:00:00,2023-03-14 00:00:00,65.0,208.0,10.47,60.12,40.5,29.12,7.22,1.52,0.45,5.75,23.15,4.85,7.2,7.3,59.25,0.3,271.5,35.25,,22.95,0.0,
2023-03-14 00:00:00,2023-03-14 01:00:00,64.75,166.75,4.85,44.23,27.48,31.25,6.05,1.29,5.15,4.68,17.4,3.25,5.17,4.8,66.75,0.33,134.25,35.25,,22.42,0.0,
2023-03-14 01:00:00,2023-03-14 02:00:00,72.25,168.0,2.27,33.15,19.48,33.38,9.15,1.21,10.7,4.67,13.6,2.17,3.52,3.12,66.0,0.38,210.75,35.5,,21.67,0.0,
2023-03-14 02:00:00,2023-03-14 03:00:00,87.0,158.5,1.3,32.4,18.3,31.0,5.22,1.04,6.25,3.6,11.12,1.62,2.55,2.22,74.0,0.35,154.0,36.0,,20.52,0.0,
2023-03-14 03:00:00,2023-03-14 04:00:00,61.25,137.5,1.65,29.6,17.07,31.2,3.85,1.02,4.45,3.5,10.02,1.35,2.03,1.77,77.5,0.5,165.0,35.75,,20.3,0.0,
2023-03-14 04:00:00,2023-03-14 05:00:00,66.33,129.0,1.9,28.47,16.67,32.13,3.67,1.11,1.93,4.3,10.13,1.5,2.0,1.83,79.33,0.4,144.67,35.0,,19.93,0.0,
2023-03-14 05:00:00,2023-03-14 06:00:00,82.25,151.75,5.6,30.2,20.57,35.6,4.95,1.29,0.7,5.12,11.97,1.88,2.65,2.32,76.5,0.3,214.75,35.0,,19.7,0.0,
2023-03-14 06:00:00,2023-03-14 07:00:00,98.75,203.75,3.48,25.52,16.4,36.82,6.77,1.22,4.25,6.3,11.78,1.85,2.57,2.3,84.25,0.73,166.5,42.25,,18.52,0.0,
2023-03-14 07:00:00,2023-03-14 08:00:00,100.25,169.5,4.5,27.7,18.38,35.4,7.93,1.18,9.52,5.7,10.43,1.5,2.0,1.73,75.5,0.47,150.25,98.5,,25.32,0.0,
2023-03-14 08:00:00,2023-03-14 09:00:00,95.25,200.25,4.13,29.9,19.27,27.83,9.3,0.96,28.52,5.08,9.38,1.3,1.62,1.43,61.0,0.65,197.25,191.75,,24.67,0.0,
2023-03-14 09:00:00,2023-03-14 10:00:00,75.0,186.25,2.35,26.0,15.75,32.15,9.18,0.82,77.95,3.45,7.75,0.9,1.2,1.0,44.25,0.72,195.5,290.5,,26.3,0.0,
2023-03-14 10:00:00,2023-03-14 11:00:00,53.25,136.25,0.55,18.38,10.25,28.1,8.78,0.72,101.95,2.08,6.53,0.6,0.82,0.73,31.75,0.6,201.25,370.5,,31.73,0.0,
2023-03-14 11:00:00,2023-03-14 12:00:00,40.0,114.25,0.5,15.6,8.68,25.93,8.88,0.64,117.4,1.6,6.45,0.55,0.7,0.67,24.25,0.7,131.5,419.75,,36.47,0.0,
2023-03-14 12:00:00,2023-03-14 13:00:00,29.75,84.75,0.3,12.6,6.97,24.85,14.53,0.56,134.1,1.08,5.72,0.4,0.57,0.45,18.0,0.95,173.25,315.25,,33.7,0.0,
2023-03-14 13:00:00,2023-03-14 14:00:00,22.5,64.25,0.43,11.18,6.3,23.6,9.73,0.56,137.2,0.85,5.45,0.35,0.47,0.47,15.75,1.18,155.5,405.75,,33.95,0.0,
2023-03-14 14:00:00,2023-03-14 15:00:00,22.25,54.0,0.28,11.43,6.33,23.38,10.23,0.56,139.65,0.78,5.62,0.3,0.38,0.38,16.0,1.22,166.75,344.25,,34.45,0.0,
2023-03-14 15:00:00,2023-03-14 16:00:00,24.25,59.25,,10.88,5.67,23.65,10.47,0.54,144.47,0.8,5.8,0.33,0.42,1.32,16.75,1.2,34.5,261.0,,34.6,0.0,
2023-03-14 16:00:00,2023-03-14 17:00:00,23.75,73.25,0.25,10.8,5.8,24.3,9.8,0.54,136.12,1.1,5.3,0.3,0.45,0.62,19.0,1.15,40.0,153.5,,34.05,0.0,
2023-03-14 17:00:00,2023-03-14 18:00:00,26.0,74.25,0.3,11.5,6.35,21.68,12.88,0.59,124.62,0.9,6.02,0.43,0.62,0.77,19.5,1.12,45.75,66.75,,32.88,0.0,
2023-03-14 18:00:00,2023-03-14 19:00:00,26.0,78.25,,13.0,6.85,22.52,7.7,0.69,109.65,0.97,6.55,0.5,0.78,0.8,24.25,0.65,49.0,36.75,,30.95,0.0,
2023-03-14 19:00:00,2023-03-14 20:00:00,31.75,121.25,17.4,63.38,44.3,22.52,7.25,1.69,20.03,2.4,13.12,1.95,3.05,3.35,31.25,0.2,228.25,36.0,,28.3,0.0,
2023-03-14 20:00:00,2023-03-14 21:00:00,63.25,195.75,12.75,76.72,51.17,24.57,8.75,1.79,3.47,5.67,30.23,6.05,9.28,9.75,38.5,0.35,272.5,36.0,,26.25,0.0,
2023-03-14 21:00:00,2023-03-14 22:00:00,82.25,236.0,31.35,77.78,66.85,24.88,6.78,2.17,5.4,5.92,27.55,5.43,8.47,8.5,43.5,0.38,278.5,36.0,,25.17,0.0,
2023-03-14 22:00:00,2023-03-14 23:00:00,83.0,250.5,45.45,71.7,75.1,29.05,6.67,2.4,,8.53,37.05,7.67,11.88,11.4,50.0,0.28,220.75,36.0,,24.25,0.0,
2023-03-14 23:00:00,2023-03-15 00:00:00,90.25,254.25,16.65,52.62,41.55,32.1,5.83,1.63,8.13,7.75,32.38,7.38,10.65,10.47,54.5,0.35,113.25,36.25,,23.05,0.0,
2023-03-15 00:00:00,2023-03-15 01:00:00,67.5,169.25,5.97,32.05,21.92,31.4,5.95,1.07,26.48,4.77,16.6,3.52,5.2,5.1,57.25,0.6,149.25,36.75,,22.43,0.0,
2023-03-15 01:00:00,2023-03-15 02:00:00,48.25,104.5,1.43,24.0,13.95,28.65,5.85,0.82,39.47,2.8,9.93,1.42,2.38,2.08,56.25,0.4,184.75,37.0,,21.7,0.0,
2023-03-15 02:00:00,2023-03-15 03:00:00,38.5,79.5,0.25,25.1,13.6,26.85,5.2,0.79,32.7,1.95,8.1,1.15,1.65,1.45,56.0,0.45,291.5,37.0,,21.45,0.0,
2023-03-15 03:00:00,2023-03-15 04:00:00,39.0,86.0,0.2,21.8,11.8,27.35,6.6,0.94,30.15,2.0,7.9,0.95,1.45,1.25,60.5,0.6,36.0,37.0,,21.45,0.0,
2023-03-15 04:00:00,2023-03-15 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-15 05:00:00,2023-03-15 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-15 06:00:00,2023-03-15 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-15 07:00:00,2023-03-15 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-15 08:00:00,2023-03-15 09:00:00,73.33,146.33,1.83,20.73,12.5,25.47,10.47,0.9,48.7,4.37,8.03,0.9,1.13,1.03,53.67,0.7,148.67,184.67,,23.47,0.0,
2023-03-15 09:00:00,2023-03-15 10:00:00,66.25,146.25,1.25,20.17,11.73,27.88,10.12,0.87,81.8,2.95,6.95,0.7,0.92,0.78,44.25,0.7,215.0,279.75,,25.65,0.0,
2023-03-15 10:00:00,2023-03-15 11:00:00,54.25,128.75,0.62,18.85,10.52,26.62,9.93,0.81,107.55,2.58,7.32,0.72,1.0,0.93,36.75,0.82,195.0,319.75,,28.35,0.0,
2023-03-15 11:00:00,2023-03-15 12:00:00,53.25,134.75,0.38,16.8,9.22,30.95,12.73,0.78,119.78,2.73,7.25,0.65,0.82,0.78,32.5,0.73,75.75,319.75,,30.48,0.0,
2023-03-15 12:00:00,2023-03-15 13:00:00,54.25,134.0,0.2,14.73,7.97,25.3,9.95,0.67,136.2,1.73,6.58,0.45,0.57,0.65,27.5,0.8,114.0,307.25,,32.3,0.0,
2023-03-15 13:00:00,2023-03-15 14:00:00,42.25,125.0,0.23,15.03,8.2,25.33,8.8,0.66,147.22,1.37,6.4,0.5,0.57,0.57,26.25,0.73,62.5,294.5,,33.05,0.0,
2023-03-15 14:00:00,2023-03-15 15:00:00,33.5,118.0,0.35,13.03,7.08,25.48,9.65,0.61,144.8,1.2,6.4,0.6,0.57,0.57,21.75,0.65,99.25,215.75,,33.55,0.0,
2023-03-15 15:00:00,2023-03-15 16:00:00,33.25,86.25,0.25,13.55,7.25,24.45,12.12,0.62,142.7,1.23,6.65,0.55,0.53,0.47,21.75,0.45,95.75,145.75,,34.85,0.0,
2023-03-15 16:00:00,2023-03-15 17:00:00,44.5,103.75,0.23,16.77,9.07,25.75,15.0,0.81,127.1,4.03,7.75,0.65,0.65,0.65,26.5,0.55,72.5,101.0,,32.83,0.0,
2023-03-15 17:00:00,2023-03-15 18:00:00,56.5,152.5,0.15,21.55,11.58,22.23,12.58,0.78,92.35,3.97,9.75,1.88,1.62,1.62,22.5,0.6,15.5,60.25,,32.25,0.0,
2023-03-15 18:00:00,2023-03-15 19:00:00,48.0,183.5,20.92,71.17,54.9,21.3,9.25,1.9,13.75,4.08,17.27,3.9,4.4,4.72,31.0,0.15,245.33,37.0,,29.18,0.0,
2023-03-15 19:00:00,2023-03-15 20:00:00,69.25,265.25,41.38,81.5,76.98,27.42,10.57,2.51,,8.97,44.58,10.38,13.9,13.47,39.5,0.35,255.0,36.25,,26.93,0.0,
2023-03-15 20:00:00,2023-03-15 21:00:00,92.0,327.5,56.92,74.2,85.78,27.82,9.5,2.74,,8.75,45.5,18.9,16.85,16.2,43.25,0.28,246.25,36.0,,25.98,0.0,
2023-03-15 21:00:00,2023-03-15 22:00:00,98.0,320.0,35.42,54.72,57.9,29.15,8.7,2.0,33.65,9.25,51.02,15.57,17.7,17.6,41.75,0.9,198.5,36.0,,26.0,0.0,
2023-03-15 22:00:00,2023-03-15 23:00:00,75.0,232.0,6.07,27.47,19.6,26.52,8.4,0.98,58.2,3.95,20.17,5.75,6.15,6.0,40.5,1.03,165.75,36.0,,25.48,0.0,
2023-03-15 23:00:00,2023-03-16 00:00:00,43.25,106.5,1.05,20.1,11.57,24.17,6.6,0.78,68.0,2.08,13.22,2.9,3.12,2.1,43.75,0.82,129.0,36.25,,24.48,0.0,
2023-03-16 00:00:00,2023-03-16 01:00:00,31.25,72.0,,15.98,8.45,23.12,5.7,0.7,65.53,1.5,10.95,2.03,2.12,1.88,47.0,0.68,159.5,36.25,,23.75,0.0,
