From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2023-02-10 05:00:00,2023-02-10 06:00:00,32.39,69.41,0.1,3.63,1.98,33.48,5.51,0.24,6.26,11.26,5.4,1.14,1.51,0.96,79.02,0.27,78.81,2.63,962.95,0.17,,0.0,15.43
2023-02-10 06:00:00,2023-02-10 07:00:00,33.7,72.46,0.59,4.39,2.77,31.59,5.4,0.27,3.46,10.54,5.21,1.1,1.44,0.9,79.84,0.18,81.52,2.93,963.65,0.1,,0.0,14.87
2023-02-10 07:00:00,2023-02-10 08:00:00,31.94,68.33,1.29,4.86,3.57,30.57,5.27,0.3,2.33,10.58,5.72,1.19,1.69,1.0,79.82,0.35,203.9,20.05,963.9,0.02,,0.0,14.9
2023-02-10 08:00:00,2023-02-10 09:00:00,37.65,81.61,4.13,5.12,5.99,30.34,5.06,0.41,2.23,11.13,6.37,1.27,1.91,1.08,74.37,0.57,186.61,55.33,964.83,0.06,,0.0,16.03
2023-02-10 09:00:00,2023-02-10 10:00:00,39.42,85.74,4.38,6.24,6.77,31.09,5.04,0.47,6.23,11.68,7.23,1.41,2.23,1.24,61.12,0.37,172.99,92.59,965.02,0.03,,0.0,18.73
2023-02-10 10:00:00,2023-02-10 11:00:00,47.32,104.12,2.11,7.01,5.36,31.51,4.89,0.52,13.5,12.14,7.87,1.55,2.55,1.4,47.21,0.43,157.86,206.58,965.23,0.0,,0.0,22.7
2023-02-10 11:00:00,2023-02-10 12:00:00,53.51,118.5,0.54,5.47,3.18,32.56,5.0,0.48,21.13,13.41,8.73,1.78,3.0,1.61,37.08,1.02,189.22,261.59,965.3,0.0,,0.0,24.96
2023-02-10 12:00:00,2023-02-10 13:00:00,51.49,113.77,,3.35,1.75,34.71,5.38,0.27,28.34,14.12,8.15,1.62,2.65,1.46,24.11,0.92,246.38,152.37,964.37,0.01,,0.0,27.02
2023-02-10 13:00:00,2023-02-10 14:00:00,44.83,98.34,,3.0,1.57,37.83,5.63,0.14,35.69,2.69,1.02,0.15,0.22,0.11,18.35,0.88,206.94,158.65,963.1,0.03,,0.0,28.04
2023-02-10 14:00:00,2023-02-10 15:00:00,41.65,90.91,,2.98,1.56,40.83,5.8,0.08,36.46,0.0,0.0,,,,17.14,0.28,236.33,163.28,961.62,0.02,,0.0,28.75
2023-02-10 15:00:00,2023-02-10 16:00:00,37.73,81.81,0.18,3.5,1.97,42.08,5.82,0.07,40.52,0.0,0.0,,,,17.65,0.79,222.1,231.97,960.78,0.01,,0.0,29.35
2023-02-10 16:00:00,2023-02-10 17:00:00,36.77,79.57,0.1,3.81,2.05,42.68,5.48,0.17,28.73,0.0,0.0,,,,23.81,0.46,210.68,93.35,960.67,0.02,,0.0,28.48
2023-02-10 17:00:00,2023-02-10 18:00:00,38.08,82.64,0.16,5.99,3.26,47.25,5.82,0.31,13.21,0.0,0.0,,,,34.9,0.15,97.1,23.96,960.78,0.01,,0.0,26.5
2023-02-10 18:00:00,2023-02-10 19:00:00,46.2,101.5,1.16,7.16,4.67,47.22,6.19,0.48,12.82,0.0,0.0,,,,52.61,0.53,34.08,3.89,961.08,0.12,,0.0,22.69
2023-02-10 19:00:00,2023-02-10 20:00:00,37.28,80.77,0.41,6.08,3.51,45.02,5.78,0.45,14.58,0.0,0.0,,,,58.7,0.41,105.69,3.0,961.8,0.14,,0.0,20.62
2023-02-10 20:00:00,2023-02-10 21:00:00,34.27,73.75,0.64,6.27,3.79,46.03,5.59,0.38,9.19,0.0,0.0,,,,61.52,0.19,41.62,2.8,962.5,0.1,,0.0,19.32
2023-02-10 21:00:00,2023-02-10 22:00:00,31.89,68.21,0.36,5.34,3.08,45.04,5.7,0.31,7.67,0.0,0.0,,,,66.27,0.18,33.34,2.66,963.35,0.1,,0.0,18.16
2023-02-10 22:00:00,2023-02-10 23:00:00,31.09,66.35,0.53,4.7,2.88,43.12,5.75,0.23,6.47,0.58,0.14,0.02,0.04,0.02,68.71,0.18,106.77,2.66,963.88,0.06,,0.0,17.41
2023-02-10 23:00:00,2023-02-11 00:00:00,32.08,68.67,0.35,4.21,2.49,42.12,5.78,0.15,7.7,11.1,5.45,0.94,1.79,0.93,71.57,0.2,143.08,2.54,963.7,0.16,,0.0,16.68
2023-02-11 00:00:00,2023-02-11 01:00:00,29.28,62.17,0.42,4.33,2.6,39.09,5.65,0.08,5.33,11.67,5.93,1.19,2.19,1.25,73.95,0.15,114.2,2.51,963.25,0.15,,0.0,16.25
2023-02-11 01:00:00,2023-02-11 02:00:00,23.69,49.17,0.6,4.68,2.92,37.74,5.59,0.1,5.73,10.69,5.19,1.09,1.89,1.11,72.6,0.17,173.56,2.32,962.7,0.14,,0.0,16.6
2023-02-11 02:00:00,2023-02-11 03:00:00,27.39,57.77,0.42,3.94,2.39,36.06,5.53,0.12,5.12,10.3,5.08,1.07,1.76,1.03,70.75,0.29,169.86,2.8,962.93,0.09,,0.0,16.73
2023-02-11 03:00:00,2023-02-11 04:00:00,24.83,51.8,0.53,3.75,2.39,35.9,5.54,0.14,3.47,10.97,5.2,1.08,1.68,1.03,73.67,0.15,102.55,2.68,962.85,0.08,,0.0,16.34
2023-02-11 04:00:00,2023-02-11 05:00:00,26.2,54.99,0.49,3.59,2.27,35.71,5.3,0.21,3.23,11.41,5.32,1.08,1.63,1.01,75.46,0.62,177.53,2.83,962.8,0.08,,0.0,15.95
2023-02-11 05:00:00,2023-02-11 06:00:00,27.6,58.25,0.46,3.96,2.44,34.64,5.01,0.23,3.81,11.07,5.22,1.04,1.53,0.95,75.66,0.11,266.18,2.5,962.48,0.06,,0.0,15.66
2023-02-11 06:00:00,2023-02-11 07:00:00,28.89,61.26,0.83,4.37,2.95,32.75,4.97,0.25,3.74,10.44,5.24,1.0,1.52,0.93,71.62,0.37,160.79,2.96,962.95,0.15,,0.0,16.02
2023-02-11 07:00:00,2023-02-11 08:00:00,25.48,53.34,1.6,4.37,3.57,31.24,4.88,0.28,2.1,10.35,5.27,0.99,1.54,0.93,72.51,0.68,197.14,23.77,964.3,0.05,,0.0,15.9
2023-02-11 08:00:00,2023-02-11 09:00:00,28.46,60.26,4.11,4.6,5.7,30.93,5.06,0.24,2.3,11.04,5.79,1.05,1.72,1.01,67.86,0.57,182.81,63.84,965.4,0.03,,0.0,17.07
2023-02-11 09:00:00,2023-02-11 10:00:00,33.96,73.04,3.18,5.02,5.17,32.22,5.23,0.28,8.28,12.08,6.52,1.15,1.98,1.14,56.01,0.56,195.23,85.63,965.72,0.01,,0.0,19.96
2023-02-11 10:00:00,2023-02-11 11:00:00,37.45,81.19,1.19,6.1,4.14,31.67,5.05,0.28,15.85,12.83,6.94,1.21,2.1,1.2,42.94,0.28,136.92,213.99,965.65,0.01,,0.0,23.12
2023-02-11 11:00:00,2023-02-11 12:00:00,46.13,101.36,0.27,4.9,2.77,29.0,4.92,0.18,22.58,10.7,5.95,1.03,1.79,0.97,29.01,0.39,183.48,339.44,965.4,0.01,,0.0,25.86
2023-02-11 12:00:00,2023-02-11 13:00:00,39.88,86.81,0.16,3.84,2.13,41.29,5.38,0.01,32.45,0.05,0.02,,,,27.56,0.85,221.5,173.64,964.85,0.01,,0.0,26.7
2023-02-11 13:00:00,2023-02-11 14:00:00,40.16,87.46,,4.22,2.19,47.97,5.76,0.0,39.68,0.0,0.0,,,,29.23,0.73,208.98,167.22,964.0,0.03,,0.0,27.17
2023-02-11 14:00:00,2023-02-11 15:00:00,54.57,120.97,,5.09,2.66,47.7,4.09,0.27,25.61,0.0,0.0,,,,52.84,0.78,163.08,99.99,963.3,0.01,,0.0,22.52
2023-02-11 15:00:00,2023-02-11 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11 16:00:00,2023-02-11 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11 17:00:00,2023-02-11 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11 18:00:00,2023-02-11 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11 19:00:00,2023-02-11 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11 20:00:00,2023-02-11 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11 21:00:00,2023-02-11 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11 22:00:00,2023-02-11 23:00:00,70.77,158.66,0.27,5.27,3.0,50.3,5.18,0.46,6.12,0.0,0.0,,,,75.37,0.31,37.05,2.66,966.1,0.01,,0.0,17.41
2023-02-11 23:00:00,2023-02-12 00:00:00,65.27,145.85,0.25,5.51,3.08,56.73,7.22,0.37,8.94,,,,,,76.03,0.2,172.61,2.42,965.95,0.03,,0.0,17.04
2023-02-12 00:00:00,2023-02-12 01:00:00,66.1,147.79,0.1,4.91,2.62,47.26,5.29,0.31,8.41,,,,,,78.44,0.27,64.44,2.56,966.02,0.03,,0.0,16.16
2023-02-12 01:00:00,2023-02-12 02:00:00,56.76,126.07,,4.5,2.35,52.66,5.02,0.28,7.76,,,,,,79.78,0.37,172.79,2.48,965.85,0.02,,0.0,15.7
2023-02-12 02:00:00,2023-02-12 03:00:00,52.78,116.82,,4.03,2.11,52.78,4.9,0.26,5.58,,,,,,80.54,0.24,59.23,2.59,965.53,0.02,,0.0,14.88
2023-02-12 03:00:00,2023-02-12 04:00:00,53.1,117.55,,3.93,2.05,54.57,4.93,0.22,3.93,,,,,,81.79,0.46,154.51,2.6,965.17,0.03,,0.0,14.42
2023-02-12 04:00:00,2023-02-12 05:00:00,45.08,98.9,0.04,4.19,2.2,51.72,5.25,0.21,2.33,,,,,,81.68,0.21,187.93,2.54,965.43,0.02,,0.0,13.98
2023-02-12 05:00:00,2023-02-12 06:00:00,44.39,97.29,,3.81,1.99,44.17,5.02,0.23,3.64,,,,,,81.42,0.63,196.66,2.61,965.6,0.02,,0.0,13.75
2023-02-12 06:00:00,2023-02-12 07:00:00,47.39,104.26,0.17,4.34,2.4,50.2,4.71,0.23,2.49,,,,,,81.64,0.22,190.87,2.8,965.85,0.01,,0.0,13.07
2023-02-12 07:00:00,2023-02-12 08:00:00,43.51,95.27,1.02,4.6,3.22,54.79,4.43,0.23,1.47,,,,,,81.83,0.43,171.47,19.38,966.43,0.01,,0.0,12.9
2023-02-12 08:00:00,2023-02-12 09:00:00,44.08,96.59,1.63,4.61,3.72,52.97,5.26,0.22,2.2,,,,,,75.48,0.35,204.01,57.98,967.22,0.03,,0.0,14.32
2023-02-12 09:00:00,2023-02-12 10:00:00,45.46,99.78,1.53,5.15,3.92,49.13,3.77,0.23,4.01,0.23,0.17,0.05,0.09,0.04,65.69,1.13,176.21,77.6,967.95,0.02,,0.0,16.49
2023-02-12 10:00:00,2023-02-12 11:00:00,44.72,98.07,0.82,6.36,3.98,50.41,5.65,0.23,14.17,7.51,5.33,1.24,2.21,1.0,50.27,1.04,172.76,219.06,967.88,0.02,,0.0,19.64
2023-02-12 11:00:00,2023-02-12 12:00:00,49.09,108.23,0.18,5.12,2.71,41.45,5.17,0.2,25.61,7.25,4.72,0.81,1.35,0.73,32.84,0.74,178.6,381.67,967.55,0.01,,0.0,22.7
2023-02-12 12:00:00,2023-02-12 13:00:00,49.27,108.64,,3.63,1.9,48.56,6.08,0.13,28.0,10.11,6.01,1.02,1.58,0.92,18.3,1.7,226.74,117.74,966.95,0.0,,0.0,23.89
2023-02-12 13:00:00,2023-02-12 14:00:00,47.15,103.73,,2.47,1.29,47.67,6.16,0.03,31.34,9.34,5.04,0.9,1.28,0.81,6.19,2.19,244.44,149.12,966.23,0.02,,0.0,24.8
2023-02-12 14:00:00,2023-02-12 15:00:00,51.32,113.43,,3.14,1.64,47.41,6.33,0.01,26.37,8.87,4.29,0.77,1.04,0.67,7.21,2.69,244.94,237.29,965.72,0.06,,0.0,24.77
2023-02-12 15:00:00,2023-02-12 16:00:00,52.19,115.44,,2.24,1.17,43.77,6.1,0.0,34.71,8.17,3.73,0.69,0.9,0.56,4.94,2.41,246.06,260.16,965.43,0.01,,0.0,24.6
2023-02-12 16:00:00,2023-02-12 17:00:00,51.49,113.82,,1.93,1.0,44.24,5.49,0.01,34.84,8.48,3.67,0.67,0.85,0.57,7.06,2.12,245.15,124.34,965.5,0.03,,0.0,23.75
2023-02-12 17:00:00,2023-02-12 18:00:00,53.78,119.14,,2.19,1.15,43.91,5.5,0.01,35.02,7.86,3.44,0.63,0.8,0.54,11.09,1.64,242.44,28.64,965.95,0.06,,0.0,22.42
2023-02-12 18:00:00,2023-02-12 19:00:00,50.41,111.32,,3.23,1.69,45.72,5.62,0.04,25.9,8.93,3.85,0.69,0.86,0.59,14.33,0.45,177.11,3.37,966.65,0.05,,0.0,20.56
2023-02-12 19:00:00,2023-02-12 20:00:00,47.16,103.73,0.03,6.3,3.31,42.29,5.76,0.16,12.99,9.81,4.73,0.81,1.18,0.76,32.56,0.3,96.59,3.04,966.88,0.02,,0.0,17.39
2023-02-12 20:00:00,2023-02-12 21:00:00,44.58,97.73,0.02,6.69,3.5,38.09,4.92,0.24,11.21,10.34,5.94,1.0,1.82,1.04,39.54,0.36,53.27,2.61,966.98,0.02,,0.0,15.65
2023-02-12 21:00:00,2023-02-12 22:00:00,43.04,94.15,,5.03,2.62,36.27,4.94,0.23,11.71,9.82,6.43,1.1,2.29,1.17,46.33,0.35,38.25,2.63,966.82,0.04,,0.0,14.5
2023-02-12 22:00:00,2023-02-12 23:00:00,37.04,80.21,,4.6,2.4,36.31,4.86,0.2,9.34,9.29,5.81,1.02,2.06,1.09,55.61,0.21,76.61,2.55,966.85,0.02,,0.0,13.29
2023-02-12 23:00:00,2023-02-13 00:00:00,33.73,72.52,,3.49,1.82,41.68,4.94,0.14,7.84,9.2,5.16,0.94,1.73,0.95,59.58,0.23,46.7,2.55,966.5,0.01,,0.0,12.1
2023-02-13 00:00:00,2023-02-13 01:00:00,33.35,71.64,0.41,4.13,2.49,39.74,5.3,0.0,6.88,9.46,4.78,0.87,1.46,0.87,65.99,0.25,90.34,2.45,966.15,0.01,,0.0,11.44
2023-02-13 01:00:00,2023-02-13 02:00:00,25.57,53.52,0.17,3.78,2.11,37.48,4.84,0.01,7.7,9.1,4.4,0.81,1.26,0.79,68.03,0.32,120.1,2.37,965.45,0.01,,0.0,10.81
2023-02-13 02:00:00,2023-02-13 03:00:00,24.68,51.48,0.26,3.74,2.17,37.7,4.88,0.0,5.52,8.57,4.0,0.73,1.08,0.69,72.39,0.2,72.98,2.52,965.08,0.01,,0.0,10.25
2023-02-13 03:00:00,2023-02-13 04:00:00,25.58,53.57,0.24,3.65,2.1,39.5,4.85,0.0,4.95,8.3,3.74,0.69,0.96,0.64,74.08,0.19,33.49,2.55,964.6,0.0,,0.0,9.55
2023-02-13 04:00:00,2023-02-13 05:00:00,26.16,54.9,0.31,3.87,2.26,39.09,5.48,0.0,2.23,8.52,3.65,0.66,0.88,0.59,77.2,0.09,70.23,2.53,964.23,0.0,,0.0,9.36
2023-02-13 05:00:00,2023-02-13 06:00:00,27.61,58.27,0.35,3.87,2.3,35.7,5.27,0.01,2.69,8.66,3.7,0.65,0.85,0.56,76.92,0.1,179.33,2.38,964.08,0.0,,0.0,9.18
2023-02-13 06:00:00,2023-02-13 07:00:00,23.33,48.32,0.55,4.56,2.82,32.34,4.87,0.03,2.92,7.82,3.57,0.61,0.83,0.51,78.5,0.24,17.04,2.77,964.5,0.0,,0.0,8.79
2023-02-13 07:00:00,2023-02-13 08:00:00,20.23,41.14,1.68,5.14,4.03,31.95,4.84,0.06,1.67,7.37,3.74,0.63,0.94,0.55,77.58,0.45,167.5,17.92,964.88,0.0,,0.0,8.82
2023-02-13 08:00:00,2023-02-13 09:00:00,29.31,62.24,5.63,5.68,7.48,33.27,5.18,0.17,1.69,7.76,4.52,0.71,1.21,0.68,69.24,0.7,191.3,56.48,965.17,0.0,,0.0,10.16
2023-02-13 09:00:00,2023-02-13 10:00:00,40.09,87.29,3.95,6.23,6.42,33.65,3.8,0.21,4.45,8.55,5.07,0.78,1.39,0.78,56.09,0.66,204.18,54.23,965.57,0.0,,0.0,12.97
2023-02-13 10:00:00,2023-02-13 11:00:00,39.9,86.86,1.58,9.65,6.31,30.46,5.53,0.17,15.01,7.88,4.98,0.85,1.49,0.8,38.29,0.75,172.49,216.61,965.3,0.0,,0.0,17.97
2023-02-13 11:00:00,2023-02-13 12:00:00,49.3,108.74,0.45,7.51,4.28,28.2,5.22,0.15,25.48,5.6,4.49,0.82,1.51,0.76,21.87,0.8,177.3,412.51,964.52,0.0,,0.0,21.34
2023-02-13 12:00:00,2023-02-13 13:00:00,42.35,92.55,0.13,5.07,2.75,29.46,4.97,0.08,29.95,7.42,4.58,0.83,1.48,0.76,14.64,0.69,145.16,118.18,963.4,0.0,,0.0,22.53
2023-02-13 13:00:00,2023-02-13 14:00:00,42.22,92.26,0.25,4.27,2.43,31.86,5.22,0.07,32.31,9.44,4.86,0.86,1.43,0.79,14.04,0.84,191.99,131.02,962.55,0.0,,0.0,23.79
2023-02-13 14:00:00,2023-02-13 15:00:00,38.34,83.23,0.3,5.56,3.15,36.9,5.56,0.07,38.64,10.02,5.12,0.9,1.46,0.81,16.04,1.57,228.94,208.0,962.15,0.0,,0.0,24.38
2023-02-13 15:00:00,2023-02-13 16:00:00,40.99,89.39,0.48,4.8,2.9,39.84,5.57,0.07,45.25,9.93,4.95,0.9,1.35,0.77,15.87,0.89,209.38,274.57,961.53,0.01,,0.0,24.94
2023-02-13 16:00:00,2023-02-13 17:00:00,40.99,89.41,0.88,6.33,4.02,40.84,5.38,0.2,39.34,10.75,5.1,0.9,1.31,0.79,17.48,0.68,212.49,125.25,961.05,0.01,,0.0,24.58
2023-02-13 17:00:00,2023-02-13 18:00:00,44.9,98.48,1.0,6.37,4.13,40.77,5.36,0.22,40.33,10.45,5.54,0.93,1.44,0.88,20.74,0.71,229.64,26.59,961.53,0.01,,0.0,23.51
2023-02-13 18:00:00,2023-02-13 19:00:00,44.92,98.53,1.33,7.69,5.08,37.63,5.09,0.29,12.21,8.61,5.21,0.93,1.46,0.85,43.56,0.22,45.4,4.08,963.05,0.02,,0.0,19.75
2023-02-13 19:00:00,2023-02-13 20:00:00,47.92,105.51,1.44,7.31,4.97,37.94,5.62,0.39,13.71,6.35,4.31,0.79,1.51,0.78,49.11,0.18,95.9,3.04,964.1,0.01,,0.0,17.63
2023-02-13 20:00:00,2023-02-13 21:00:00,51.16,113.02,1.66,8.02,5.52,38.47,5.56,0.5,9.34,11.3,7.93,1.45,2.89,1.46,55.8,0.18,41.76,2.82,964.15,0.01,,0.0,15.86
2023-02-13 21:00:00,2023-02-13 22:00:00,47.53,104.61,1.32,7.37,4.91,36.8,5.52,0.44,12.4,10.51,8.34,1.57,3.31,1.58,61.64,0.54,34.8,2.7,964.73,0.01,,0.0,14.59
2023-02-13 22:00:00,2023-02-13 23:00:00,42.71,93.4,1.21,6.05,4.13,37.94,5.31,0.34,10.99,8.58,6.68,1.36,2.62,1.3,63.72,0.28,28.7,2.59,965.0,0.0,,0.0,13.86
2023-02-13 23:00:00,2023-02-14 00:00:00,42.76,93.5,1.15,4.87,3.47,37.7,5.35,0.3,8.02,8.96,6.76,1.37,2.4,1.27,66.75,0.21,68.58,2.58,965.33,0.01,,0.0,13.28
2023-02-14 00:00:00,2023-02-14 01:00:00,40.76,88.87,0.18,4.61,2.55,36.95,4.99,0.28,6.5,9.55,6.53,1.37,2.15,1.17,68.24,0.59,151.89,2.67,965.65,0.0,,0.0,12.6
2023-02-14 01:00:00,2023-02-14 02:00:00,37.44,81.13,0.15,4.28,2.35,39.16,5.11,0.25,8.17,9.92,6.24,1.34,1.91,1.07,72.47,0.14,42.31,2.57,965.25,0.01,,0.0,12.02
2023-02-14 02:00:00,2023-02-14 03:00:00,36.1,78.03,0.11,4.09,2.23,37.54,5.04,0.24,7.85,9.38,5.75,1.27,1.69,0.97,74.42,0.27,89.34,2.5,965.2,0.01,,0.0,11.71
2023-02-14 03:00:00,2023-02-14 04:00:00,33.47,71.91,0.15,4.13,2.28,37.39,4.81,0.23,5.7,8.96,5.38,1.2,1.52,0.89,76.62,0.29,111.04,2.45,964.9,0.0,,0.0,11.26
2023-02-14 04:00:00,2023-02-14 05:00:00,32.01,68.51,0.31,4.14,2.42,36.43,5.81,0.15,3.42,9.16,5.34,1.17,1.43,0.87,78.03,0.26,126.14,2.66,965.05,0.01,,0.0,10.93
2023-02-14 05:00:00,2023-02-14 06:00:00,31.31,66.9,0.27,4.05,2.33,38.15,6.12,0.16,3.09,9.33,5.34,1.14,1.37,0.84,79.2,0.18,90.04,2.66,965.7,0.0,,0.0,10.52
2023-02-14 06:00:00,2023-02-14 07:00:00,32.48,69.62,0.2,4.19,2.35,36.82,5.94,0.15,3.66,9.1,5.3,1.13,1.33,0.79,80.06,0.21,194.63,2.76,965.9,0.01,,0.0,10.36
2023-02-14 07:00:00,2023-02-14 08:00:00,31.71,67.81,1.16,4.97,3.53,34.88,5.98,0.17,1.67,8.48,5.14,1.1,1.33,0.76,80.24,0.13,98.77,16.93,966.62,0.01,,0.0,10.31
2023-02-14 08:00:00,2023-02-14 09:00:00,36.26,78.39,3.92,5.98,6.27,34.01,4.86,0.25,2.87,8.27,5.62,1.16,1.57,0.87,74.53,0.53,214.48,56.93,968.2,0.0,,0.0,11.81
2023-02-14 09:00:00,2023-02-14 10:00:00,35.92,77.61,2.16,6.32,5.03,35.2,3.21,0.3,6.2,8.14,5.92,1.42,1.78,0.95,62.08,0.27,156.21,62.75,969.02,0.01,,0.0,14.56
2023-02-14 10:00:00,2023-02-14 11:00:00,50.38,111.24,0.69,6.29,3.84,35.05,4.75,0.29,13.82,8.85,6.59,1.52,2.09,1.05,45.61,0.47,104.59,208.07,968.85,0.0,,0.0,17.93
2023-02-14 11:00:00,2023-02-14 12:00:00,50.32,111.08,0.14,4.89,2.58,34.87,4.61,0.27,27.07,9.95,6.62,1.43,2.01,1.08,35.03,0.64,201.75,368.92,968.1,0.0,,0.0,21.17
2023-02-14 12:00:00,2023-02-14 13:00:00,46.04,101.13,,4.96,2.59,35.01,5.37,0.27,31.15,11.22,6.63,1.38,1.92,1.09,31.44,0.64,156.33,157.7,967.33,0.0,,0.0,22.93
2023-02-14 13:00:00,2023-02-14 14:00:00,44.07,96.57,,3.85,2.01,36.78,5.62,0.23,40.94,12.3,6.81,1.57,2.15,1.23,29.07,1.01,231.89,160.08,966.4,0.0,,0.0,23.89
2023-02-14 14:00:00,2023-02-14 15:00:00,48.51,106.88,,3.55,1.85,38.25,5.85,0.23,43.39,12.12,6.16,1.4,1.83,1.1,28.56,1.0,232.94,204.3,965.67,0.01,,0.0,24.7
2023-02-14 15:00:00,2023-02-14 16:00:00,48.93,107.87,,3.46,1.8,41.01,6.01,0.21,48.22,12.14,5.64,1.22,1.57,0.97,25.82,0.92,235.35,196.21,964.85,0.01,,0.0,25.19
2023-02-14 16:00:00,2023-02-14 17:00:00,48.36,106.54,,4.93,2.58,44.16,5.38,0.25,46.31,12.93,5.67,1.17,1.48,0.94,28.38,0.95,221.6,99.86,963.73,0.01,,0.0,24.75
2023-02-14 17:00:00,2023-02-14 18:00:00,53.36,118.11,,6.51,3.4,45.45,5.28,0.35,32.63,13.46,6.18,1.21,1.66,1.02,34.16,0.38,157.76,23.81,963.82,0.03,,0.0,23.21
2023-02-14 18:00:00,2023-02-14 19:00:00,59.66,132.83,0.03,8.77,4.59,45.48,5.32,0.53,20.48,13.88,7.93,1.51,2.54,1.43,49.29,0.27,36.8,3.83,963.95,0.02,,0.0,19.99
2023-02-14 19:00:00,2023-02-14 20:00:00,58.73,130.66,0.05,8.86,4.67,46.89,5.25,0.6,15.89,13.13,8.93,1.67,3.23,1.7,58.27,0.44,49.86,3.14,965.12,0.0,,0.0,18.05
2023-02-14 20:00:00,2023-02-14 21:00:00,56.16,124.7,0.07,9.28,4.91,51.99,7.33,0.53,9.08,12.04,8.56,1.58,3.21,1.63,64.23,0.14,119.07,2.78,965.5,0.01,,0.0,16.85
