From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-11-11 01:00:00,2020-11-11 02:00:00,169.41,215.31,11.11,16.41,27.52,75.68,4.16,0.0,19.5,5.0,12.92,3.0,4.01,,0.19,69.08,,3.0,,
2020-11-11 02:00:00,2020-11-11 03:00:00,151.74,200.0,11.8,16.09,27.89,76.69,4.04,0.0,19.5,5.01,13.04,2.99,4.03,,0.3,67.06,,3.01,,
2020-11-11 03:00:00,2020-11-11 04:00:00,153.37,204.66,10.33,14.57,24.9,75.08,2.94,0.0,19.0,4.97,12.89,3.0,4.03,,0.19,77.01,,2.98,,
2020-11-11 04:00:00,2020-11-11 05:00:00,172.18,231.53,9.55,13.68,23.23,73.28,3.34,0.0,19.0,4.98,13.03,3.02,3.98,,0.2,69.29,,3.0,,
2020-11-11 05:00:00,2020-11-11 06:00:00,163.01,208.25,9.57,13.96,23.53,70.85,3.23,0.0,19.25,5.0,12.95,3.01,4.02,,0.19,65.44,,3.0,,
2020-11-11 06:00:00,2020-11-11 07:00:00,162.89,208.96,9.34,13.83,23.18,70.89,3.06,0.0,19.0,4.97,13.01,2.99,3.97,,0.2,75.54,,2.98,,
2020-11-11 07:00:00,2020-11-11 08:00:00,145.16,197.74,9.02,13.48,22.49,71.35,3.69,0.0,19.0,4.99,13.02,3.0,3.97,,0.19,80.88,,3.01,,
2020-11-11 08:00:00,2020-11-11 09:00:00,169.45,231.81,8.6,12.88,21.48,68.55,4.17,0.0,19.0,4.97,12.98,3.01,3.97,,0.23,89.67,,3.0,,
2020-11-11 09:00:00,2020-11-11 10:00:00,170.65,252.84,7.9,13.14,21.04,65.57,5.0,0.0,19.0,4.98,12.97,2.99,3.98,,0.3,69.99,,3.0,,
2020-11-11 10:00:00,2020-11-11 11:00:00,119.98,170.5,6.69,13.39,20.09,67.68,4.62,0.0,19.0,5.02,13.0,2.99,3.99,,0.28,50.99,,3.01,,
2020-11-11 11:00:00,2020-11-11 12:00:00,120.83,170.72,7.48,11.48,18.96,65.89,4.81,0.0,18.0,5.0,13.18,3.01,3.94,,0.43,67.38,,3.0,,
2020-11-11 12:00:00,2020-11-11 13:00:00,133.84,194.8,5.96,10.64,16.61,59.88,5.55,0.0,17.0,4.99,12.99,3.0,4.01,,0.42,81.58,,3.0,,
2020-11-11 13:00:00,2020-11-11 14:00:00,170.67,231.53,6.13,10.33,16.45,58.55,4.58,0.0,18.25,4.98,12.83,3.01,3.97,,0.3,79.62,,3.01,,
2020-11-11 14:00:00,2020-11-11 15:00:00,145.86,207.08,5.96,9.51,15.47,58.45,3.75,0.0,17.0,5.0,13.0,2.99,4.01,,0.23,80.76,,3.01,,
2020-11-11 15:00:00,2020-11-11 16:00:00,118.34,169.05,5.86,8.44,14.29,57.72,3.36,0.0,16.5,4.98,13.06,3.01,4.07,,0.19,80.8,,3.0,,
2020-11-11 16:00:00,2020-11-11 17:00:00,115.89,170.59,6.14,9.44,15.58,58.2,4.8,0.0,16.0,5.0,12.96,3.0,3.99,,0.21,61.88,,2.99,,
2020-11-11 17:00:00,2020-11-11 18:00:00,138.49,213.07,6.28,9.76,16.05,58.41,2.3,0.14,17.25,5.01,13.0,3.0,3.97,,0.6,4.9,,3.0,,
2020-11-11 18:00:00,2020-11-11 19:00:00,76.5,108.59,6.04,10.62,16.65,61.09,2.9,0.23,17.25,5.01,13.01,3.0,3.98,,0.45,10.72,,3.0,,
2020-11-11 19:00:00,2020-11-11 20:00:00,51.55,75.59,6.04,9.72,15.75,58.72,3.38,0.35,17.0,4.99,12.98,3.02,4.03,,0.44,14.28,,2.99,,
2020-11-11 20:00:00,2020-11-11 21:00:00,58.37,85.88,6.08,10.64,16.72,59.54,3.59,0.65,17.0,5.0,12.93,3.0,4.0,,0.27,56.67,,2.99,,
2020-11-11 21:00:00,2020-11-11 22:00:00,87.58,125.68,6.46,13.42,19.88,68.35,4.46,0.54,17.75,5.0,12.88,3.0,3.97,,0.23,81.33,,3.0,,
2020-11-11 22:00:00,2020-11-11 23:00:00,172.99,213.87,8.24,15.79,24.03,72.83,5.48,0.7,18.5,5.0,12.97,2.99,4.0,,0.2,75.07,,3.0,,
2020-11-11 23:00:00,2020-11-12 00:00:00,244.13,287.77,10.03,31.19,46.52,51.28,16.31,0.47,37.33,5.01,12.9,3.01,3.97,,0.2,62.73,,3.0,,
2020-11-12 00:00:00,2020-11-12 01:00:00,132.98,178.31,7.79,16.47,24.26,69.4,3.73,0.35,18.5,5.01,12.97,2.99,4.02,,0.22,61.99,,3.0,,
2020-11-12 01:00:00,2020-11-12 02:00:00,173.0,235.2,7.81,15.18,22.99,71.72,3.79,0.06,18.0,4.99,13.07,3.0,4.01,,0.26,60.84,,3.01,,
2020-11-12 02:00:00,2020-11-12 03:00:00,168.0,237.35,6.81,13.02,19.83,68.71,3.79,0.01,17.0,5.0,13.01,2.99,4.0,,0.26,58.32,,2.99,,
2020-11-12 03:00:00,2020-11-12 04:00:00,178.67,237.72,6.31,12.68,18.99,63.68,3.01,0.04,17.0,5.0,12.88,3.01,3.98,,0.22,48.44,,3.0,,
2020-11-12 04:00:00,2020-11-12 05:00:00,187.36,250.86,6.8,12.17,18.98,62.64,2.31,0.02,16.75,5.0,13.02,2.99,4.03,,0.19,83.11,,3.02,,
2020-11-12 05:00:00,2020-11-12 06:00:00,166.34,225.18,6.35,11.42,17.77,65.94,2.02,0.0,17.0,4.99,13.09,2.99,4.01,,0.19,69.43,,3.0,,
2020-11-12 06:00:00,2020-11-12 07:00:00,134.91,174.56,7.02,12.41,19.44,68.3,2.55,0.02,18.0,5.0,12.94,3.0,3.97,,0.19,70.49,,3.0,,
2020-11-12 07:00:00,2020-11-12 08:00:00,152.49,202.21,7.05,14.37,21.42,68.87,2.87,0.26,19.0,4.99,12.95,3.0,4.01,,0.23,78.76,,2.99,,
2020-11-12 08:00:00,2020-11-12 09:00:00,160.33,213.13,7.8,14.63,22.43,66.55,2.79,0.03,18.5,4.96,12.99,3.01,3.97,,0.2,80.87,,2.98,,
2020-11-12 09:00:00,2020-11-12 10:00:00,123.83,162.2,7.31,12.39,19.7,70.66,3.79,0.0,18.0,5.0,13.0,3.0,3.99,,0.19,75.94,,2.99,,
2020-11-12 10:00:00,2020-11-12 11:00:00,107.18,152.23,6.04,12.27,18.31,66.41,5.3,0.01,17.25,5.02,13.0,3.0,4.03,,0.23,65.75,,3.0,,
2020-11-12 11:00:00,2020-11-12 12:00:00,237.92,327.64,6.3,10.99,17.29,61.41,5.05,0.0,16.25,5.02,12.94,3.01,4.0,,0.26,66.93,,3.01,,
2020-11-12 12:00:00,2020-11-12 13:00:00,144.45,211.04,5.81,10.53,16.34,63.12,4.03,0.0,16.25,5.03,12.95,2.99,4.03,,0.25,69.07,,3.01,,
2020-11-12 13:00:00,2020-11-12 14:00:00,142.2,215.63,5.41,9.37,14.78,61.95,4.21,0.0,17.25,5.0,13.09,3.0,4.01,,0.19,73.24,,3.0,,
2020-11-12 14:00:00,2020-11-12 15:00:00,169.52,238.6,6.4,9.79,16.19,62.19,3.79,0.04,14.5,5.0,12.98,3.0,4.0,,0.37,22.98,,3.0,,
2020-11-12 15:00:00,2020-11-12 16:00:00,155.27,228.82,6.22,10.45,16.67,63.8,3.25,0.01,14.25,5.0,12.98,3.02,4.01,,0.65,183.04,,3.01,,
2020-11-12 16:00:00,2020-11-12 17:00:00,97.14,134.16,5.98,10.32,16.3,64.67,2.84,0.06,16.0,4.99,13.06,3.0,4.0,,0.57,21.96,,3.01,,
2020-11-12 17:00:00,2020-11-12 18:00:00,77.02,124.23,6.66,9.03,15.69,60.43,2.89,0.06,16.0,4.99,13.1,3.01,4.04,,0.75,354.08,,3.0,,
2020-11-12 18:00:00,2020-11-12 19:00:00,45.66,67.15,6.23,9.12,15.35,60.3,2.68,0.28,16.0,5.01,13.05,3.0,3.98,,0.74,353.65,,2.98,,
2020-11-12 19:00:00,2020-11-12 20:00:00,48.85,65.88,6.6,10.61,17.21,65.27,3.08,0.47,17.25,4.99,13.04,2.99,3.95,,0.43,31.51,,3.0,,
2020-11-12 20:00:00,2020-11-12 21:00:00,75.51,105.09,6.04,10.9,16.94,65.85,4.35,0.44,17.0,4.99,13.1,2.99,4.01,,0.28,41.05,,3.0,,
2020-11-12 21:00:00,2020-11-12 22:00:00,132.56,182.16,6.29,11.66,17.95,65.75,4.81,0.47,16.75,5.01,13.06,3.0,3.96,,0.25,70.69,,3.01,,
2020-11-12 22:00:00,2020-11-12 23:00:00,169.01,230.74,7.84,14.75,22.59,69.24,5.23,0.72,17.75,4.99,12.84,3.01,4.01,,0.19,72.14,,3.0,,
2020-11-12 23:00:00,2020-11-13 00:00:00,193.71,255.46,9.0,18.18,27.18,79.58,5.55,0.82,18.33,5.02,12.98,3.01,4.01,,0.2,73.38,,2.99,,
2020-11-13 00:00:00,2020-11-13 01:00:00,194.99,246.86,11.75,18.32,30.07,59.56,5.0,0.55,18.75,5.0,13.01,3.01,3.96,,0.2,81.15,,2.99,,
2020-11-13 01:00:00,2020-11-13 02:00:00,107.61,142.76,11.33,20.61,31.95,58.59,6.07,0.47,18.75,4.98,12.95,3.01,3.97,,0.19,91.36,,2.99,,
2020-11-13 02:00:00,2020-11-13 03:00:00,110.66,145.18,10.24,19.56,29.8,59.13,5.45,0.13,18.25,5.02,13.01,3.02,3.98,,0.19,84.4,,3.01,,
2020-11-13 03:00:00,2020-11-13 04:00:00,124.08,172.7,9.32,19.44,28.77,59.37,3.77,0.04,17.5,5.03,13.06,3.0,3.98,,0.19,78.05,,3.0,,
2020-11-13 04:00:00,2020-11-13 05:00:00,122.64,177.78,9.09,18.04,27.12,56.61,4.09,0.01,18.0,5.0,13.02,3.0,4.01,,0.25,59.26,,3.0,,
2020-11-13 05:00:00,2020-11-13 06:00:00,153.15,197.9,9.12,17.01,26.13,56.04,3.45,0.05,17.75,5.02,13.08,3.01,3.94,,0.19,69.5,,2.98,,
2020-11-13 06:00:00,2020-11-13 07:00:00,120.94,156.7,7.82,15.94,23.77,57.86,3.16,0.01,18.25,5.01,12.99,3.0,4.04,,0.23,60.23,,2.99,,
2020-11-13 07:00:00,2020-11-13 08:00:00,139.17,184.0,10.74,16.01,26.76,60.02,4.83,0.02,19.0,5.0,12.96,2.99,4.0,,0.26,57.99,,3.0,,
2020-11-13 08:00:00,2020-11-13 09:00:00,142.52,196.22,10.46,16.91,27.38,57.48,6.22,0.24,19.0,5.0,13.0,3.0,4.0,,0.28,59.51,,3.0,,
2020-11-13 09:00:00,2020-11-13 10:00:00,165.61,204.39,8.51,17.52,26.03,55.46,6.91,0.03,19.0,5.02,13.08,2.99,4.0,,0.21,60.86,,3.0,,
2020-11-13 10:00:00,2020-11-13 11:00:00,153.05,203.02,7.67,14.66,22.32,59.87,7.44,0.01,18.0,4.98,13.01,3.01,3.96,,0.19,66.81,,3.0,,
2020-11-13 11:00:00,2020-11-13 12:00:00,72.77,122.17,6.46,11.13,17.59,55.55,5.09,0.0,18.0,5.01,12.95,3.03,4.0,,0.31,69.3,,3.02,,
2020-11-13 12:00:00,2020-11-13 13:00:00,57.99,85.06,6.52,9.9,16.42,52.16,4.6,0.0,17.75,4.99,13.07,2.99,3.99,,0.38,85.15,,2.99,,
2020-11-13 13:00:00,2020-11-13 14:00:00,80.03,109.16,5.98,10.23,16.2,54.79,3.61,0.01,18.5,4.98,13.02,2.99,4.03,,0.23,76.61,,3.01,,
2020-11-13 14:00:00,2020-11-13 15:00:00,156.98,234.5,6.42,10.03,16.45,54.24,3.08,0.02,17.0,5.03,13.11,3.01,4.06,,0.37,24.89,,3.01,,
2020-11-13 15:00:00,2020-11-13 16:00:00,96.94,159.41,5.98,10.25,16.23,50.94,2.12,0.03,16.75,5.01,12.88,3.0,4.01,,0.58,23.27,,3.0,,
2020-11-13 16:00:00,2020-11-13 17:00:00,64.58,89.56,5.86,9.9,15.77,51.34,2.15,0.0,17.0,5.01,13.11,3.01,4.0,,0.77,269.4,,2.97,,
2020-11-13 17:00:00,2020-11-13 18:00:00,45.82,66.19,6.26,9.38,15.64,53.99,1.86,0.01,17.25,5.01,13.06,3.0,4.0,,0.71,343.8,,3.01,,
2020-11-13 18:00:00,2020-11-13 19:00:00,41.87,60.37,6.24,8.73,14.97,51.88,3.24,0.06,17.0,5.0,13.02,3.0,4.04,,0.69,257.57,,3.0,,
2020-11-13 19:00:00,2020-11-13 20:00:00,42.31,68.92,5.98,9.4,15.38,50.4,3.41,0.25,18.25,5.0,13.02,3.0,4.0,,0.64,94.98,,3.0,,
2020-11-13 20:00:00,2020-11-13 21:00:00,39.34,55.68,6.28,10.41,16.68,54.75,3.55,0.35,18.5,4.99,12.96,3.0,3.96,,0.32,40.73,,2.99,,
2020-11-13 21:00:00,2020-11-13 22:00:00,48.16,64.91,7.05,11.18,18.23,56.81,2.58,0.44,18.5,5.0,13.09,2.98,4.05,,0.22,73.02,,3.0,,
2020-11-13 22:00:00,2020-11-13 23:00:00,54.95,80.65,8.04,14.21,22.25,54.37,3.09,0.77,19.0,5.03,12.97,3.0,3.92,,0.19,71.75,,3.01,,
2020-11-13 23:00:00,2020-11-14 00:00:00,66.37,90.56,11.58,16.59,28.17,57.77,3.54,0.98,19.0,4.99,13.01,3.01,4.02,,0.19,70.71,,3.01,,
2020-11-14 00:00:00,2020-11-14 01:00:00,105.65,135.19,13.86,32.46,53.64,85.3,3.24,0.34,37.0,5.01,13.11,2.99,3.99,,0.19,73.96,,3.02,,
2020-11-14 01:00:00,2020-11-14 02:00:00,104.51,132.65,13.91,28.43,49.69,82.7,3.47,0.12,36.25,5.0,12.99,3.01,4.01,,0.19,82.73,,3.0,,
2020-11-14 02:00:00,2020-11-14 03:00:00,76.89,104.78,11.84,29.12,47.22,76.97,4.0,0.04,37.0,5.02,13.06,3.0,4.01,,0.24,68.39,,3.0,,
2020-11-14 03:00:00,2020-11-14 04:00:00,75.63,105.41,10.71,30.48,46.84,78.89,3.01,0.0,37.0,5.01,13.05,3.01,3.96,,0.19,76.88,,3.0,,
2020-11-14 04:00:00,2020-11-14 05:00:00,67.27,96.61,10.53,27.05,43.13,77.88,3.06,0.0,34.5,4.99,13.11,3.0,4.0,,0.19,78.24,,3.0,,
2020-11-14 05:00:00,2020-11-14 06:00:00,75.96,115.84,11.34,26.61,43.93,75.94,3.04,0.0,36.5,5.0,13.12,3.01,4.02,,0.19,68.3,,3.02,,
2020-11-14 06:00:00,2020-11-14 07:00:00,96.47,139.08,11.24,26.16,43.33,73.27,2.11,0.0,38.0,5.03,13.0,3.0,3.96,,0.19,69.93,,3.0,,
2020-11-14 07:00:00,2020-11-14 08:00:00,106.93,149.07,11.08,25.04,41.98,73.3,1.67,0.01,34.0,5.0,12.97,2.99,3.99,,0.19,82.33,,3.0,,
2020-11-14 08:00:00,2020-11-14 09:00:00,104.08,138.49,10.07,21.91,37.3,73.36,1.81,0.0,38.25,5.0,13.06,3.0,3.99,,0.19,82.37,,3.01,,
2020-11-14 09:00:00,2020-11-14 10:00:00,93.57,132.32,9.67,19.59,34.38,68.99,3.3,0.0,38.5,4.99,12.95,3.01,3.98,,0.22,71.38,,2.99,,
2020-11-14 10:00:00,2020-11-14 11:00:00,56.31,86.38,9.14,23.16,37.13,71.66,3.52,0.01,38.0,4.99,13.16,2.99,3.99,,0.23,55.84,,3.01,,
2020-11-14 11:00:00,2020-11-14 12:00:00,55.08,75.74,8.5,22.38,35.37,72.31,3.45,0.0,37.0,4.98,13.06,2.99,3.95,,0.26,71.86,,3.0,,
2020-11-14 12:00:00,2020-11-14 13:00:00,51.61,74.51,7.58,17.83,29.41,65.74,3.38,0.0,37.5,4.98,13.01,3.0,4.0,,0.35,87.45,,2.99,,
2020-11-14 13:00:00,2020-11-14 14:00:00,36.02,55.53,7.7,14.44,26.21,60.82,2.74,0.0,38.75,5.0,12.93,2.98,4.01,,0.19,86.79,,3.0,,
2020-11-14 14:00:00,2020-11-14 15:00:00,52.4,73.54,7.02,16.62,27.34,61.99,2.05,0.0,37.5,5.01,13.01,3.02,4.04,,0.32,59.04,,3.01,,
2020-11-14 15:00:00,2020-11-14 16:00:00,73.9,121.51,7.94,15.53,27.66,63.18,2.12,0.0,37.75,5.03,12.97,3.01,3.98,,0.64,166.73,,3.01,,
2020-11-14 16:00:00,2020-11-14 17:00:00,60.1,95.29,7.74,14.39,26.22,60.41,1.79,0.0,36.0,4.99,13.08,2.99,4.02,,0.56,180.5,,3.02,,
2020-11-14 17:00:00,2020-11-14 18:00:00,69.6,111.07,7.0,13.3,25.77,59.17,2.23,0.05,37.0,4.96,12.88,3.0,4.01,,0.65,8.77,,3.01,,
2020-11-14 18:00:00,2020-11-14 19:00:00,30.27,44.55,8.22,16.8,29.36,63.99,2.92,,37.0,4.98,13.08,3.01,4.0,,0.91,266.25,,3.0,,
2020-11-14 19:00:00,2020-11-14 20:00:00,16.17,23.73,7.76,16.27,28.12,64.64,2.77,,31.75,4.97,12.84,3.01,3.97,,0.89,272.5,,3.0,,
2020-11-14 20:00:00,2020-11-14 21:00:00,15.46,23.74,7.35,15.62,26.85,60.22,2.88,,37.0,5.0,13.07,3.0,3.98,,0.24,66.23,,3.0,,
2020-11-14 21:00:00,2020-11-14 22:00:00,16.53,23.36,7.65,18.11,29.8,61.66,2.38,0.1,37.75,5.01,13.07,3.01,4.02,,0.19,63.55,,3.0,,
2020-11-14 22:00:00,2020-11-14 23:00:00,32.04,39.51,8.24,21.72,34.32,68.74,2.77,0.34,38.0,4.99,12.91,3.01,3.94,,0.19,49.2,,3.0,,
2020-11-14 23:00:00,2020-11-15 00:00:00,71.49,83.44,8.74,11.8,18.81,69.69,8.75,0.28,19.0,5.01,12.99,3.0,4.02,,0.19,46.97,,3.01,,
2020-11-15 00:00:00,2020-11-15 01:00:00,43.29,57.2,8.46,21.55,34.48,52.8,7.36,0.13,38.0,5.0,13.06,2.99,3.98,,0.2,56.91,,3.0,,
2020-11-15 01:00:00,2020-11-15 02:00:00,39.83,59.05,7.91,21.23,33.33,54.56,9.51,0.16,38.5,5.0,13.09,3.0,3.99,,0.19,69.13,,3.01,,
2020-11-15 02:00:00,2020-11-15 03:00:00,38.03,65.88,8.2,20.71,33.24,56.53,11.41,0.32,37.75,4.99,13.0,3.0,3.95,,0.19,80.66,,2.98,,
2020-11-15 03:00:00,2020-11-15 04:00:00,38.85,59.02,9.42,21.59,35.98,53.05,5.46,0.52,38.25,5.01,13.0,3.0,3.99,,0.21,84.93,,3.0,,
2020-11-15 04:00:00,2020-11-15 05:00:00,38.32,52.7,9.99,23.04,38.31,52.69,7.17,0.36,39.0,4.96,13.08,3.0,3.98,,0.19,74.12,,3.0,,
2020-11-15 05:00:00,2020-11-15 06:00:00,35.34,54.49,9.81,23.26,38.26,55.26,9.53,0.22,38.5,4.99,13.04,3.0,3.98,,0.19,70.21,,2.99,,
2020-11-15 06:00:00,2020-11-15 07:00:00,41.18,59.99,11.1,22.47,39.44,55.4,9.24,0.15,38.25,5.0,13.02,3.0,4.02,,0.2,72.79,,3.0,,
2020-11-15 07:00:00,2020-11-15 08:00:00,50.61,75.88,10.78,23.61,40.09,53.21,12.15,0.37,34.25,4.97,13.05,2.97,3.99,,0.23,77.75,,3.0,,
2020-11-15 08:00:00,2020-11-15 09:00:00,61.93,88.13,12.96,25.33,45.13,55.08,13.75,0.31,39.0,5.01,12.97,3.01,4.04,,0.2,84.07,,2.99,,
2020-11-15 09:00:00,2020-11-15 10:00:00,52.14,76.46,10.83,23.37,39.91,55.66,3.08,0.03,39.0,4.98,13.12,2.98,4.03,,0.22,69.61,,3.0,,
2020-11-15 10:00:00,2020-11-15 11:00:00,52.42,68.28,8.38,20.95,33.75,52.4,3.92,0.0,38.0,5.0,13.09,2.98,3.96,,0.19,76.09,,3.0,,
2020-11-15 11:00:00,2020-11-15 12:00:00,40.1,61.18,7.68,18.87,30.6,49.49,2.91,0.0,38.0,5.03,12.92,2.99,4.04,,0.19,76.12,,3.0,,
2020-11-15 12:00:00,2020-11-15 13:00:00,33.22,64.89,7.38,16.18,27.46,50.78,5.3,0.0,38.0,5.0,13.07,2.99,4.02,,0.19,105.59,,3.0,,
2020-11-15 13:00:00,2020-11-15 14:00:00,53.63,86.56,8.52,15.36,28.37,50.0,3.76,0.0,38.75,5.01,12.97,3.0,4.04,,0.28,125.65,,2.99,,
2020-11-15 14:00:00,2020-11-15 15:00:00,74.34,109.8,7.9,14.95,27.01,47.77,0.48,0.0,37.0,5.0,13.01,2.99,4.05,,0.34,164.0,,3.0,,
2020-11-15 15:00:00,2020-11-15 16:00:00,44.81,70.37,7.89,15.84,27.9,47.45,4.92,0.01,37.5,5.0,12.95,3.01,3.98,,0.58,97.78,,2.99,,
2020-11-15 16:00:00,2020-11-15 17:00:00,42.38,58.29,7.18,15.46,26.42,49.31,4.69,0.0,37.5,5.0,13.14,3.0,3.98,,0.4,111.86,,2.99,,
2020-11-15 17:00:00,2020-11-15 18:00:00,43.95,62.1,7.67,14.02,25.75,48.42,4.21,0.03,37.75,5.0,13.03,3.0,3.99,,0.59,182.57,,2.98,,
2020-11-15 18:00:00,2020-11-15 19:00:00,38.98,55.86,7.15,15.52,26.45,45.44,4.9,0.42,37.75,5.0,12.95,3.0,3.98,,0.43,25.7,,3.0,,
2020-11-15 19:00:00,2020-11-15 20:00:00,30.41,47.13,7.66,17.16,28.86,49.01,5.32,0.47,32.75,5.0,12.95,3.0,4.0,,0.43,33.55,,2.99,,
2020-11-15 20:00:00,2020-11-15 21:00:00,36.45,47.47,7.41,17.54,28.86,51.07,5.11,0.43,37.75,5.02,12.91,3.0,4.05,,0.32,45.88,,3.0,,
2020-11-15 21:00:00,2020-11-15 22:00:00,42.09,57.87,8.69,17.23,30.52,48.88,6.29,0.37,37.25,5.0,13.09,3.0,4.01,,0.21,59.62,,3.0,,
2020-11-15 22:00:00,2020-11-15 23:00:00,56.16,81.95,8.75,24.54,37.91,49.62,8.74,0.77,38.75,4.99,13.0,2.99,3.98,,0.19,40.9,,3.0,,
2020-11-15 23:00:00,2020-11-16 00:00:00,95.48,120.82,6.79,14.44,21.23,70.11,7.99,0.35,19.33,4.99,13.02,2.98,3.97,,0.19,44.88,,3.0,,
2020-11-16 00:00:00,2020-11-16 01:00:00,175.44,214.6,7.03,22.33,35.75,54.37,8.1,0.01,19.0,4.99,13.02,3.01,4.0,,0.21,64.53,,3.0,,
2020-11-16 01:00:00,2020-11-16 02:00:00,54.06,81.22,5.98,18.07,29.51,49.82,9.78,0.01,19.0,4.98,13.07,3.01,3.98,,0.22,70.27,,3.01,,
2020-11-16 02:00:00,2020-11-16 03:00:00,42.57,67.95,5.87,17.58,28.79,50.72,10.7,0.0,19.0,4.98,12.93,3.0,4.03,,0.23,75.1,,3.0,,
2020-11-16 03:00:00,2020-11-16 04:00:00,48.16,69.65,6.38,18.64,30.81,52.27,8.41,0.05,19.0,4.99,13.09,3.01,3.99,,0.29,48.74,,3.0,,
2020-11-16 04:00:00,2020-11-16 05:00:00,43.73,64.63,6.33,14.79,26.88,51.61,9.25,0.18,19.0,5.0,12.94,3.0,3.97,,0.35,32.32,,3.0,,
2020-11-16 05:00:00,2020-11-16 06:00:00,35.13,50.23,6.69,14.96,27.75,48.3,9.45,0.14,19.0,5.0,13.01,2.99,4.03,,0.28,43.93,,3.01,,
2020-11-16 06:00:00,2020-11-16 07:00:00,46.13,64.37,6.81,16.7,29.17,49.09,8.79,0.02,19.0,4.99,13.09,3.01,4.0,,0.19,79.56,,3.01,,
2020-11-16 07:00:00,2020-11-16 08:00:00,73.17,109.2,7.8,18.63,33.14,53.53,11.91,0.04,18.75,4.99,12.96,3.0,3.98,,0.19,84.23,,3.0,,
2020-11-16 08:00:00,2020-11-16 09:00:00,92.22,136.43,7.38,19.64,32.68,51.21,12.66,0.09,19.0,5.04,13.03,3.0,4.02,,0.27,63.58,,3.0,,
2020-11-16 09:00:00,2020-11-16 10:00:00,88.31,126.0,6.08,21.02,32.54,50.33,4.84,0.01,19.0,4.98,13.13,3.0,4.03,,0.4,38.91,,3.01,,
2020-11-16 10:00:00,2020-11-16 11:00:00,71.58,111.8,6.62,18.09,30.72,52.44,9.51,0.0,19.0,5.02,13.07,3.0,4.04,,0.3,62.28,,3.0,,
