From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2022-05-27 10:00:00,2022-05-27 11:00:00,24.0,91.81,9.88,7.97,19.94,14.83,7.2,0.22,10.01,0.3,0.45,0.44,1.05,,49.43,2.28,303.17,806.63,0.44,32.2,0.0
2022-05-27 11:00:00,2022-05-27 12:00:00,19.0,90.13,9.97,8.0,20.15,15.1,7.28,0.22,11.66,0.32,0.43,0.42,1.0,,38.17,2.34,328.09,895.19,0.44,34.46,0.0
2022-05-27 12:00:00,2022-05-27 13:00:00,20.19,95.34,10.01,7.89,20.13,15.07,7.24,0.23,13.31,0.32,0.43,0.41,1.02,,34.84,2.17,346.8,762.96,0.42,35.68,0.0
2022-05-27 13:00:00,2022-05-27 14:00:00,26.88,111.06,9.95,7.92,20.02,14.89,7.29,0.23,13.32,0.32,0.46,0.42,1.1,,33.58,1.8,327.27,540.41,0.42,36.53,0.0
2022-05-27 14:00:00,2022-05-27 15:00:00,35.25,117.39,9.94,7.97,19.95,15.05,7.25,0.23,18.18,0.33,0.49,0.45,1.2,,31.46,1.72,336.46,575.27,0.46,37.32,0.0
2022-05-27 15:00:00,2022-05-27 16:00:00,33.64,118.97,10.15,7.86,20.03,15.11,7.35,0.23,13.26,0.36,0.52,0.47,1.28,,29.02,1.65,331.28,287.31,0.48,37.6,0.0
2022-05-27 16:00:00,2022-05-27 17:00:00,32.71,128.34,10.0,8.05,20.0,15.03,7.46,0.22,13.46,0.34,0.53,0.47,1.28,,27.99,1.47,328.03,195.29,0.52,37.46,0.0
2022-05-27 17:00:00,2022-05-27 18:00:00,31.97,133.37,9.95,7.96,20.0,15.01,7.52,0.22,14.71,0.34,0.52,0.47,1.27,,27.11,1.09,255.34,98.36,0.54,36.89,0.0
2022-05-27 18:00:00,2022-05-27 19:00:00,30.8,135.59,10.15,7.97,20.05,15.18,7.41,0.24,25.52,0.35,0.56,0.51,1.32,,29.92,0.88,288.05,32.11,0.59,35.69,0.0
2022-05-27 19:00:00,2022-05-27 20:00:00,40.15,139.3,9.98,7.88,19.89,15.24,7.47,0.28,18.16,0.41,0.62,0.57,1.48,,33.31,0.83,257.51,2.33,0.69,33.66,0.0
2022-05-27 20:00:00,2022-05-27 21:00:00,46.63,141.29,10.16,8.05,19.95,14.93,7.72,0.3,15.55,0.46,0.68,0.63,1.61,,36.44,1.3,226.85,1.6,0.84,32.59,0.0
2022-05-27 21:00:00,2022-05-27 22:00:00,46.98,138.77,9.96,8.0,19.91,15.17,7.66,0.31,11.74,0.51,0.73,0.67,1.71,,34.27,1.65,246.95,1.69,0.92,32.23,0.0
2022-05-27 22:00:00,2022-05-27 23:00:00,42.27,135.52,10.13,8.08,20.02,15.14,7.57,0.29,6.29,0.49,0.73,0.67,1.71,,36.77,1.65,259.21,1.79,0.88,31.42,0.0
2022-05-27 23:00:00,2022-05-28 00:00:00,39.18,131.84,9.96,8.08,20.0,14.99,7.57,0.26,5.56,0.43,0.67,0.63,1.56,,38.9,1.81,255.24,1.71,0.9,30.49,0.0
2022-05-28 00:00:00,2022-05-28 01:00:00,34.98,124.89,9.97,7.86,19.94,14.93,7.74,0.23,6.04,0.38,0.61,0.58,1.45,,43.65,2.2,257.56,1.59,0.78,29.37,0.0
2022-05-28 01:00:00,2022-05-28 02:00:00,31.18,118.25,9.96,8.02,19.99,15.02,7.47,0.24,6.72,0.34,0.55,0.53,1.32,,46.55,2.72,264.95,1.76,0.66,28.93,0.0
2022-05-28 02:00:00,2022-05-28 03:00:00,33.43,123.0,9.95,7.83,19.93,15.13,7.39,0.23,6.33,0.31,0.49,0.47,1.21,,51.6,2.6,272.2,2.01,0.57,28.14,0.0
2022-05-28 03:00:00,2022-05-28 04:00:00,33.65,115.63,9.88,7.82,19.92,15.04,7.37,0.21,5.13,0.28,0.45,0.43,1.12,,55.48,2.31,284.58,1.85,0.49,27.68,0.0
2022-05-28 04:00:00,2022-05-28 05:00:00,32.56,109.63,10.06,8.03,19.98,15.13,7.29,0.22,4.89,0.28,0.44,0.42,1.09,,59.19,1.97,278.79,2.0,0.46,26.94,0.0
2022-05-28 05:00:00,2022-05-28 06:00:00,31.84,114.09,9.97,7.98,20.04,15.04,7.54,0.21,4.43,0.29,0.46,0.44,1.12,,61.48,2.02,279.18,5.39,0.46,26.26,0.0
2022-05-28 06:00:00,2022-05-28 07:00:00,26.96,107.2,9.99,7.98,19.96,14.94,7.48,0.22,4.8,0.32,0.46,0.45,1.1,,61.7,2.1,290.59,76.04,0.47,26.14,0.0
2022-05-28 07:00:00,2022-05-28 08:00:00,23.8,94.94,10.0,8.05,20.04,15.22,7.48,0.22,4.83,0.36,0.45,0.44,1.05,,56.47,2.43,304.3,273.3,0.47,27.21,0.0
2022-05-28 08:00:00,2022-05-28 09:00:00,21.59,84.92,9.82,8.13,20.07,14.96,7.41,0.24,6.13,0.4,0.43,0.43,0.98,,50.77,2.39,305.59,500.65,0.45,28.93,0.0
2022-05-28 09:00:00,2022-05-28 10:00:00,24.55,88.0,10.12,8.05,20.02,14.95,7.31,0.23,7.76,0.42,0.44,0.42,0.96,,43.68,2.43,332.79,706.79,0.44,31.21,0.0
2022-05-28 10:00:00,2022-05-28 11:00:00,27.51,95.48,9.96,8.04,19.97,15.1,7.3,0.23,8.08,0.38,0.44,0.41,0.96,,41.23,2.39,336.63,865.14,0.42,32.73,0.0
2022-05-28 11:00:00,2022-05-28 12:00:00,26.65,104.25,10.1,8.16,19.92,15.05,7.37,0.22,10.36,0.36,0.44,0.4,0.99,,37.89,2.05,334.79,941.53,0.43,34.47,0.0
2022-05-28 12:00:00,2022-05-28 13:00:00,28.4,109.96,10.05,7.98,20.11,15.04,7.42,0.21,11.38,0.35,0.45,0.41,1.03,,34.43,1.94,315.19,791.4,0.44,36.0,0.0
2022-05-28 13:00:00,2022-05-28 14:00:00,29.26,111.27,10.05,7.94,20.09,15.14,7.44,0.2,12.27,0.33,0.43,0.4,0.98,,29.58,1.91,303.19,561.1,0.44,37.07,0.0
2022-05-28 14:00:00,2022-05-28 15:00:00,31.75,108.85,10.0,8.06,20.09,15.01,7.6,0.2,11.4,0.33,0.41,0.38,0.97,,26.41,1.6,319.85,638.25,0.44,38.08,0.0
2022-05-28 15:00:00,2022-05-28 16:00:00,30.63,104.88,10.07,7.93,19.9,15.0,7.7,0.21,15.99,0.33,0.44,0.4,1.06,,24.17,1.74,303.74,302.81,0.47,38.64,0.0
2022-05-28 16:00:00,2022-05-28 17:00:00,27.98,103.46,9.98,8.16,20.12,15.21,7.73,0.21,18.9,0.33,0.49,0.44,1.21,,24.45,1.8,273.81,179.15,0.51,38.15,0.0
2022-05-28 17:00:00,2022-05-28 18:00:00,28.65,103.5,9.95,7.97,19.91,15.11,7.88,0.22,23.68,0.33,0.54,0.47,1.31,,25.48,1.63,278.32,80.78,0.56,37.22,0.0
2022-05-28 18:00:00,2022-05-28 19:00:00,29.47,107.87,10.12,8.04,19.91,14.93,7.76,0.22,22.37,0.34,0.56,0.49,1.39,,26.66,1.54,276.56,42.67,0.6,36.67,0.0
2022-05-28 19:00:00,2022-05-28 20:00:00,31.15,109.32,10.03,8.05,20.0,14.94,7.61,0.23,11.35,0.33,0.57,0.51,1.4,,29.07,1.25,257.17,1.93,0.64,34.66,0.0
2022-05-28 20:00:00,2022-05-28 21:00:00,28.5,109.1,10.05,8.0,20.07,15.27,7.79,0.25,8.55,0.34,0.57,0.53,1.37,,31.43,1.17,244.6,1.63,0.67,32.93,0.0
2022-05-28 21:00:00,2022-05-28 22:00:00,27.81,113.71,10.04,8.1,19.96,15.02,7.79,0.27,8.54,0.38,0.57,0.55,1.37,,33.1,1.12,243.86,1.54,0.71,31.8,0.0
2022-05-28 22:00:00,2022-05-28 23:00:00,30.43,119.43,10.16,7.81,20.03,15.06,7.63,0.29,8.97,0.39,0.6,0.57,1.42,,33.09,1.15,255.35,1.67,0.71,30.83,0.0
2022-05-28 23:00:00,2022-05-29 00:00:00,31.85,123.45,10.12,8.09,19.96,15.0,7.59,0.29,8.63,0.39,0.64,0.61,1.54,,33.1,1.11,275.86,1.8,0.73,30.1,0.0
2022-05-29 00:00:00,2022-05-29 01:00:00,34.91,124.49,9.9,8.14,20.07,14.9,7.52,0.23,6.86,0.39,0.67,0.62,1.58,,36.93,1.5,260.56,1.86,0.77,29.02,0.0
2022-05-29 01:00:00,2022-05-29 02:00:00,38.8,126.56,9.96,8.09,19.79,15.02,7.42,0.23,5.71,0.41,0.67,0.63,1.6,,41.22,2.75,257.79,1.35,0.77,28.78,0.0
2022-05-29 02:00:00,2022-05-29 03:00:00,42.89,122.0,10.01,8.07,19.93,14.89,7.4,0.19,6.03,0.38,0.6,0.57,1.44,,47.13,2.45,272.08,1.56,0.66,28.21,0.0
2022-05-29 03:00:00,2022-05-29 04:00:00,37.65,123.97,10.16,7.88,19.95,14.98,7.24,0.17,6.5,0.33,0.51,0.5,1.26,,49.96,2.17,276.15,1.54,0.54,27.7,0.0
2022-05-29 04:00:00,2022-05-29 05:00:00,33.6,130.67,10.15,7.99,19.94,15.0,7.33,0.17,5.56,0.32,0.48,0.47,1.17,,52.2,1.99,274.69,1.66,0.48,27.15,0.0
2022-05-29 05:00:00,2022-05-29 06:00:00,34.67,128.74,10.13,8.02,20.01,14.92,7.17,0.18,4.38,0.31,0.48,0.47,1.13,,54.01,1.97,279.04,5.25,0.47,26.97,0.0
2022-05-29 06:00:00,2022-05-29 07:00:00,33.34,130.96,9.89,8.04,19.9,15.16,7.22,0.19,4.86,0.34,0.49,0.47,1.15,,55.03,2.05,288.44,73.03,0.47,26.82,0.0
2022-05-29 07:00:00,2022-05-29 08:00:00,34.15,126.75,9.96,8.05,19.92,14.97,7.34,0.19,5.58,0.34,0.48,0.47,1.12,,53.37,2.31,303.0,252.19,0.45,27.76,0.0
2022-05-29 08:00:00,2022-05-29 09:00:00,33.75,119.68,10.13,8.12,19.92,15.1,7.37,0.18,6.41,0.36,0.45,0.45,1.04,,48.99,2.54,311.12,467.96,0.44,29.38,0.0
2022-05-29 09:00:00,2022-05-29 10:00:00,28.3,119.13,10.15,8.12,19.91,14.97,7.33,0.17,8.99,0.38,0.43,0.42,0.99,,43.1,2.49,324.36,665.71,0.42,31.5,0.0
2022-05-29 10:00:00,2022-05-29 11:00:00,27.07,121.33,9.96,8.02,20.16,14.94,7.37,0.17,10.0,0.36,0.41,0.39,0.92,,39.98,2.47,340.58,817.56,0.4,33.26,0.0
2022-05-29 11:00:00,2022-05-29 12:00:00,29.72,123.05,9.95,7.88,20.19,14.93,7.51,0.18,10.61,0.39,0.4,0.38,0.91,,36.2,2.2,340.13,900.84,0.4,35.11,0.0
2022-05-29 12:00:00,2022-05-29 13:00:00,32.78,134.5,9.97,8.09,19.97,14.88,7.33,0.21,11.61,0.41,0.41,0.38,0.95,,33.1,2.56,349.33,771.05,0.41,36.44,0.0
2022-05-29 13:00:00,2022-05-29 14:00:00,36.24,139.55,10.05,7.91,19.94,14.95,7.39,0.2,14.51,0.39,0.42,0.38,1.0,,28.26,2.04,320.47,564.29,0.42,37.82,0.0
2022-05-29 14:00:00,2022-05-29 15:00:00,35.91,134.9,9.97,7.8,20.08,15.15,7.46,0.18,16.33,0.37,0.42,0.38,1.03,,24.15,2.1,278.71,622.17,0.42,38.68,0.0
2022-05-29 15:00:00,2022-05-29 16:00:00,34.54,132.49,10.02,8.04,19.97,15.06,7.59,0.17,15.26,0.35,0.45,0.4,1.11,,22.36,1.73,273.6,321.64,0.46,39.06,0.0
2022-05-29 16:00:00,2022-05-29 17:00:00,30.64,127.76,9.77,7.81,20.22,15.06,7.65,0.15,13.33,0.35,0.47,0.41,1.15,,23.58,1.21,319.59,178.61,0.49,38.77,0.0
2022-05-29 17:00:00,2022-05-29 18:00:00,27.77,128.0,9.96,7.89,19.88,15.12,7.82,0.15,12.36,0.35,0.48,0.43,1.17,,24.43,1.37,288.75,100.26,0.53,38.22,0.0
2022-05-29 18:00:00,2022-05-29 19:00:00,30.41,127.56,9.97,8.03,19.97,15.04,7.61,0.17,21.17,0.33,0.49,0.44,1.19,,25.64,1.19,273.45,22.77,0.55,36.88,0.0
2022-05-29 19:00:00,2022-05-29 20:00:00,38.53,137.25,9.85,7.98,20.14,14.92,7.53,0.24,19.82,0.36,0.54,0.49,1.31,,28.28,0.86,264.56,2.43,0.63,35.29,0.0
2022-05-29 20:00:00,2022-05-29 21:00:00,45.5,150.84,10.01,7.94,20.02,15.0,7.51,0.28,10.94,0.41,0.59,0.56,1.44,,30.64,0.86,251.53,2.03,0.76,33.64,0.0
2022-05-29 21:00:00,2022-05-29 22:00:00,42.01,146.1,10.22,7.97,20.11,15.0,7.62,0.3,11.03,0.44,0.64,0.6,1.52,,30.88,1.08,261.04,1.88,0.87,33.07,0.0
2022-05-29 22:00:00,2022-05-29 23:00:00,36.68,141.19,9.99,8.04,20.04,15.06,7.62,0.29,7.55,0.47,0.66,0.63,1.57,,32.13,1.1,258.06,1.9,0.97,32.4,0.0
2022-05-29 23:00:00,2022-05-30 00:00:00,39.26,147.34,10.03,8.0,19.77,15.01,7.63,0.27,5.78,0.48,0.65,0.63,1.51,,33.15,1.45,266.45,1.82,1.08,31.81,0.0
2022-05-30 00:00:00,2022-05-30 01:00:00,40.95,145.21,9.94,7.99,19.97,15.09,7.68,0.24,4.64,0.46,0.6,0.6,1.41,,35.78,1.48,259.84,1.83,0.98,30.57,0.0
2022-05-30 01:00:00,2022-05-30 02:00:00,38.67,142.49,9.83,7.94,20.01,14.98,7.54,0.27,6.91,0.51,0.57,0.58,1.37,,37.3,1.94,252.83,1.56,0.87,29.8,0.0
2022-05-30 02:00:00,2022-05-30 03:00:00,37.06,141.12,10.01,7.93,20.13,14.85,7.56,0.23,7.75,0.49,0.57,0.56,1.36,,40.82,2.06,276.38,1.93,0.81,29.44,0.0
2022-05-30 03:00:00,2022-05-30 04:00:00,36.04,128.31,10.02,7.9,20.05,15.12,7.55,0.21,7.01,0.41,0.53,0.51,1.29,,45.16,1.59,300.12,2.16,0.7,28.72,0.0
2022-05-30 04:00:00,2022-05-30 05:00:00,36.51,116.6,10.0,7.9,20.05,15.07,7.67,0.21,5.97,0.4,0.51,0.49,1.26,,52.09,1.67,277.2,1.98,0.62,27.93,0.0
2022-05-30 05:00:00,2022-05-30 06:00:00,34.82,121.2,9.86,7.97,19.96,15.06,7.75,0.2,4.38,0.41,0.53,0.51,1.27,,55.85,1.73,280.75,3.87,0.58,27.5,0.0
2022-05-30 06:00:00,2022-05-30 07:00:00,35.87,130.72,9.96,7.92,19.99,15.08,7.67,0.18,4.31,0.39,0.52,0.5,1.23,,58.05,1.78,286.81,62.83,0.53,27.23,0.0
2022-05-30 07:00:00,2022-05-30 08:00:00,33.59,130.46,10.03,7.95,19.93,14.95,7.84,0.18,5.67,0.39,0.49,0.48,1.15,,56.13,2.14,298.23,230.22,0.5,28.19,0.0
2022-05-30 08:00:00,2022-05-30 09:00:00,33.12,127.24,10.1,7.89,19.88,15.16,7.7,0.2,6.63,0.45,0.47,0.46,1.08,,50.58,2.22,323.52,447.99,0.49,30.37,0.0
2022-05-30 09:00:00,2022-05-30 10:00:00,37.25,129.86,9.96,8.01,20.02,15.05,7.74,0.2,7.77,0.46,0.46,0.45,1.05,,46.02,2.62,340.27,658.93,0.47,32.04,0.0
2022-05-30 10:00:00,2022-05-30 11:00:00,35.03,154.7,9.96,7.89,20.1,14.94,7.8,0.21,7.89,0.41,0.45,0.43,1.01,,43.53,2.52,344.39,784.91,0.44,33.26,0.0
2022-05-30 11:00:00,2022-05-30 12:00:00,36.89,171.49,9.96,8.12,19.97,15.05,7.89,0.22,11.13,0.4,0.45,0.41,1.02,,38.86,2.56,260.94,860.84,0.44,35.21,0.0
2022-05-30 12:00:00,2022-05-30 13:00:00,41.45,172.96,10.05,8.08,20.02,15.06,7.86,0.22,9.73,0.4,0.45,0.41,1.03,,36.01,2.86,6.21,727.7,0.44,36.72,0.0
2022-05-30 13:00:00,2022-05-30 14:00:00,43.15,178.48,9.9,7.94,20.02,14.89,7.85,0.23,10.21,0.39,0.46,0.41,1.06,,33.12,2.4,94.82,609.47,0.45,38.0,0.0
2022-05-30 14:00:00,2022-05-30 15:00:00,39.58,179.02,9.98,7.94,19.98,14.9,7.97,0.22,11.46,0.4,0.45,0.41,1.07,,29.4,2.29,177.25,631.42,0.46,39.04,0.0
2022-05-30 15:00:00,2022-05-30 16:00:00,41.98,180.47,9.97,8.03,20.0,15.14,7.86,0.23,15.65,0.4,0.46,0.42,1.1,,27.71,1.91,347.29,358.39,0.47,39.65,0.0
2022-05-30 16:00:00,2022-05-30 17:00:00,46.48,186.05,9.97,8.17,19.99,14.85,7.95,0.23,21.88,0.42,0.49,0.45,1.21,,26.53,1.73,173.95,137.24,0.51,38.89,0.0
2022-05-30 17:00:00,2022-05-30 18:00:00,49.12,194.43,9.92,7.96,20.0,15.16,8.09,0.23,21.91,0.41,0.54,0.48,1.32,,27.83,1.66,317.53,91.78,0.55,37.33,0.0
2022-05-30 18:00:00,2022-05-30 19:00:00,47.61,189.28,9.93,8.13,20.09,15.17,7.95,0.24,10.61,0.38,0.54,0.48,1.3,,27.81,2.05,289.98,15.74,0.57,34.24,0.0
2022-05-30 19:00:00,2022-05-30 20:00:00,44.84,175.12,9.86,7.87,19.98,14.98,8.15,0.23,10.54,0.4,0.5,0.47,1.22,,35.22,2.1,295.29,2.01,0.57,32.13,0.0
2022-05-30 20:00:00,2022-05-30 21:00:00,44.99,156.33,9.97,8.03,19.84,14.87,8.14,0.21,8.82,0.34,0.45,0.43,1.1,,32.38,1.64,252.75,1.89,0.52,32.23,0.0
2022-05-30 21:00:00,2022-05-30 22:00:00,40.89,141.35,9.98,7.99,20.07,15.16,8.16,0.2,7.21,0.34,0.46,0.45,1.12,,34.34,1.23,273.1,2.14,0.55,31.4,0.0
2022-05-30 22:00:00,2022-05-30 23:00:00,37.84,128.56,10.17,8.04,19.88,14.82,7.97,0.22,12.39,0.33,0.47,0.47,1.16,,37.16,1.17,228.4,2.07,0.56,30.6,0.0
2022-05-30 23:00:00,2022-05-31 00:00:00,37.25,111.15,10.04,8.0,20.07,14.97,8.03,0.22,10.71,0.33,0.55,0.52,1.34,,38.53,1.02,226.34,2.04,0.61,30.3,0.0
2022-05-31 00:00:00,2022-05-31 01:00:00,36.07,107.27,9.83,8.1,19.95,14.84,8.04,0.23,5.04,0.34,0.59,0.55,1.43,,43.3,2.65,11.76,3.05,0.64,29.63,0.0
2022-05-31 01:00:00,2022-05-31 02:00:00,34.83,112.3,9.81,8.11,20.04,14.98,7.95,0.24,7.28,0.35,0.56,0.53,1.39,,48.42,1.44,337.58,1.27,0.61,28.65,0.0
2022-05-31 02:00:00,2022-05-31 03:00:00,34.16,107.36,10.02,8.07,19.96,15.07,7.97,0.22,7.5,0.34,0.55,0.52,1.34,,48.35,0.6,252.79,2.33,0.59,28.8,0.0
2022-05-31 03:00:00,2022-05-31 04:00:00,34.54,104.73,10.1,8.0,19.9,14.97,8.12,0.22,6.14,0.35,0.55,0.52,1.33,,57.17,1.47,289.06,1.26,0.58,26.73,0.0
2022-05-31 04:00:00,2022-05-31 05:00:00,32.59,103.65,9.97,7.94,20.07,14.93,8.23,0.21,8.73,0.34,0.51,0.49,1.26,,56.35,1.63,265.89,2.25,0.54,26.49,0.0
2022-05-31 05:00:00,2022-05-31 06:00:00,31.37,98.44,9.89,8.09,20.15,15.01,7.95,0.26,6.56,0.35,0.5,0.48,1.23,,58.71,1.33,144.37,5.46,0.53,26.45,0.0
2022-05-31 06:00:00,2022-05-31 07:00:00,36.08,100.79,9.89,8.16,20.0,14.87,8.03,0.28,5.43,0.43,0.52,0.49,1.26,,54.28,1.67,301.19,47.03,0.56,27.1,0.0
2022-05-31 07:00:00,2022-05-31 08:00:00,37.97,101.84,9.98,8.08,19.99,14.85,7.8,0.26,5.73,0.43,0.5,0.47,1.22,,54.54,2.0,298.34,167.12,0.54,27.38,0.0
2022-05-31 08:00:00,2022-05-31 09:00:00,39.1,99.25,10.08,8.03,19.98,15.03,7.95,0.24,8.18,0.4,0.47,0.45,1.16,,56.06,2.22,317.99,408.07,0.5,28.57,0.0
2022-05-31 09:00:00,2022-05-31 10:00:00,36.77,100.52,10.06,7.87,19.89,15.02,7.93,0.23,10.58,0.38,0.46,0.45,1.07,,47.02,2.43,340.45,647.29,0.47,31.09,0.0
2022-05-31 10:00:00,2022-05-31 11:00:00,29.84,99.27,10.06,7.93,20.11,15.13,7.97,0.22,10.24,0.36,0.43,0.42,0.75,,43.4,2.88,342.02,629.73,0.43,32.75,0.0
2022-05-31 11:00:00,2022-05-31 12:00:00,29.8,111.46,9.87,8.25,19.86,15.15,7.96,0.21,11.86,0.34,0.39,0.38,0.67,,41.53,3.25,170.54,873.35,0.4,34.55,0.0
2022-05-31 12:00:00,2022-05-31 13:00:00,35.79,144.78,10.0,7.96,19.98,14.96,7.84,0.23,9.62,0.35,0.38,0.35,0.88,,39.87,3.76,180.12,732.78,0.39,35.59,0.0
2022-05-31 13:00:00,2022-05-31 14:00:00,39.87,171.15,10.12,8.05,20.11,15.0,7.9,0.23,13.02,0.35,0.38,0.35,0.92,,37.09,3.1,350.52,553.22,0.38,36.7,0.0
2022-05-31 14:00:00,2022-05-31 15:00:00,43.72,176.98,10.03,8.12,19.77,15.08,7.87,0.23,14.59,0.34,0.37,0.34,0.93,,36.12,2.27,336.51,606.51,0.39,37.7,0.0
2022-05-31 15:00:00,2022-05-31 16:00:00,45.47,177.19,9.89,8.04,20.04,15.02,7.9,0.23,12.77,0.38,0.4,0.36,1.0,,33.9,2.02,342.72,351.18,0.41,38.25,0.0
2022-05-31 16:00:00,2022-05-31 17:00:00,44.21,172.53,9.92,7.96,20.01,14.91,8.26,0.22,13.31,0.35,0.43,0.38,1.04,,32.37,1.61,334.99,230.37,0.45,38.17,0.0
2022-05-31 17:00:00,2022-05-31 18:00:00,40.55,172.93,10.04,7.94,19.86,14.9,8.26,0.23,13.53,0.36,0.42,0.38,1.03,,44.24,2.92,285.5,34.12,0.47,32.1,0.0
2022-05-31 18:00:00,2022-05-31 19:00:00,35.41,161.98,9.85,8.1,20.28,14.81,8.25,0.24,12.67,0.33,0.38,0.35,0.93,,48.62,2.29,253.81,6.79,0.46,30.21,0.0
2022-05-31 19:00:00,2022-05-31 20:00:00,36.56,148.53,9.99,8.05,19.98,15.1,8.1,0.27,7.29,0.34,0.43,0.4,1.02,,73.26,1.07,130.31,4.55,0.49,25.84,0.0
2022-05-31 20:00:00,2022-05-31 21:00:00,39.66,143.49,10.01,8.11,20.12,15.02,8.34,0.29,5.69,0.44,0.55,0.5,1.22,,87.84,1.37,247.69,2.53,0.59,22.0,0.0
2022-05-31 21:00:00,2022-05-31 22:00:00,39.66,124.83,10.0,8.04,20.02,14.94,8.59,0.29,8.47,0.47,0.56,0.51,1.25,,80.47,2.18,304.09,2.28,0.64,23.0,0.0
